"candidate_name","affidavit_filing_date","expenditure_limit_per_election","office","district","county","reg_no","election_period","election","np","exceeded_limit"
"Chen, Wayne","2020-06-02T00:00:00.000","21342","House","19",,"CC11646","2018-2020","2020","2020-06-02T00:00:00.000",
"Chock, Mason","2020-05-07T00:00:00.000","56329","Kauai Council","At-Large","Kauai","CC11114","2018-2020","2020","2020-05-07T00:00:00.000",
"Chrupalyk, Jennifer","2020-05-18T00:00:00.000","16951","House","9",,"CC11607","2018-2020","2020","2020-05-18T00:00:00.000",
"Chung, Aaron","2020-05-27T00:00:00.000","18614","Hawaii Council","2","Hawaii","CC11073","2018-2020","2020","2020-05-27T00:00:00.000",
"Couch, Don","2020-06-02T00:00:00.000","20497","House","11",,"CC10368","2018-2020","2020","2020-06-02T00:00:00.000",
"Cowden, Felicia","2020-02-21T00:00:00.000","56329","Kauai Council","At-Large","Kauai","CC11101","2018-2020","2020","2020-02-21T00:00:00.000",
"Crivello, Stacy","2020-03-25T00:00:00.000","123276","Maui Council","Molokai","Maui","CC10868","2018-2020","2020","2020-03-25T00:00:00.000",
"Cuaresma, Thora Jean","2020-06-02T00:00:00.000","34378","Senate","22",,"CC11660","2016-2020","2020","2020-06-02T00:00:00.000",
"Dandurand, Michael","2020-05-26T00:00:00.000","56329","Kauai Council","At-Large","Kauai","CC11633","2018-2020","2020","2020-05-26T00:00:00.000",
"David, Maile","2020-03-05T00:00:00.000","15674","Hawaii Council","6","Hawaii","CC10752","2018-2020","2020","2020-03-05T00:00:00.000",
"DeCosta, Bill","2020-05-29T00:00:00.000","56329","Kauai Council","At-Large","Kauai","CC11445","2018-2020","2020","2020-05-29T00:00:00.000",
"DeJetley, Alberta","2020-02-04T00:00:00.000","123276","Maui Council","Lanai","Maui","CC11553","2018-2020","2020","2020-02-07T00:00:00.000",
"DeSilva Carveiro, Debralynn","2020-05-04T00:00:00.000","56329","Kauai Council","At-Large","Kauai","CC11043","2018-2020","2020","2020-05-04T00:00:00.000",
"DeSoto-McCollough, Laura","2020-05-19T00:00:00.000","142553","OHA","Hawaii",,"CC11051","2018-2020","2020","2020-05-19T00:00:00.000",
"Driskill, Thomas","2020-06-01T00:00:00.000","24608","House","18",,"CC11634","2018-2020","2020","2020-06-01T00:00:00.000",
"Esser, Jacquelyn","2020-05-04T00:00:00.000","670855","Prosecuting Attorney",,"Honolulu","CC11516","2016-2020","2020","2020-05-18T00:00:00.000",
"Evslin, Luke","2020-05-20T00:00:00.000","56329","Kauai Council","At-Large","Kauai","CC11346","2018-2020","2020","2020-05-20T00:00:00.000",
"Eyre, Aja","2020-05-28T00:00:00.000","123276","Maui Council","Makawao","Maui","CC11637","2018-2020","2020","2020-05-28T00:00:00.000",
"Fanene, Banner","2019-11-26T00:00:00.000","34378","Senate","22",,"CC11524","2016-2020","2020","2020-05-27T00:00:00.000",
"Fitzgerald, Bob","2020-02-14T00:00:00.000","210588","Mayor",,"Hawaii","CC11522","2016-2020","2020","2020-02-14T00:00:00.000",
"Fogel, Fred","2020-02-26T00:00:00.000","20896","Senate","3",,"CC11572","2016-2020","2020","2020-03-02T00:00:00.000",
"Franks, Victoria","2020-05-29T00:00:00.000","56329","Kauai Council","At-Large","Kauai","CC11655","2018-2020","2020","2020-05-29T00:00:00.000",
"Fukushima, Richard","2020-05-26T00:00:00.000","56329","Kauai Council","At-Large","Kauai","CC11622","2018-2020","2020","2020-05-26T00:00:00.000",
"Garry, Timothy","2020-02-14T00:00:00.000","958364","Mayor",,"Honolulu","CC11550","2016-2020","2020","2020-02-14T00:00:00.000",
"Glendon, Michael","2020-05-29T00:00:00.000","210588","Mayor",,"Hawaii","CC11680","2016-2020","2020","2020-05-29T00:00:00.000",
"Greenberg, Howard","2020-05-28T00:00:00.000","20497","House","11",,"CC11635","2018-2020","2020","2020-05-28T00:00:00.000",
"Greenwell, Robert","2020-03-19T00:00:00.000","210588","Mayor",,"Hawaii","CC11583","2016-2020","2020","2020-03-19T00:00:00.000",
"Grimmer, Scott","2020-04-10T00:00:00.000","22828","House","51",,"CC11585","2018-2020","2020","2020-05-07T00:00:00.000",
"Gusman, Christy","2020-05-13T00:00:00.000","39767","Senate","5",,"CC11091","2016-2020","2020","2020-05-13T00:00:00.000",
"Gyldstrand, Travis","2020-05-25T00:00:00.000","18215","House","10",,"CC11621","2018-2020","2020","2020-05-26T00:00:00.000",
"Halversen, William","2020-04-15T00:00:00.000","18614","Hawaii Council","2","Hawaii","CC11596","2018-2020","2020","2020-04-20T00:00:00.000",
"Hanohano, Naomi","2020-02-12T00:00:00.000","75491","Honolulu Council","1","Honolulu","CC11577","2016-2020","2020","2020-03-10T00:00:00.000",
"Hao, Louis","2020-06-01T00:00:00.000","142553","OHA","Hawaii",,"CC11654","2016-2020","2020","2020-06-01T00:00:00.000",
"Haumea, Desmon","2020-05-11T00:00:00.000","20952","House","4",,"CC11591","2018-2020","2020","2020-05-11T00:00:00.000",
"Higgins, Vicki","2020-05-28T00:00:00.000","42207","Senate","10",,"CC11682","2016-2020","2020","2020-06-02T00:00:00.000",
"Hill, Robert","2020-06-02T00:00:00.000","22816","House","8",,"CC11678","2018-2020","2020","2020-06-02T00:00:00.000",
"Ho, Erik","2020-05-13T00:00:00.000","22828","House","51",,"CC11558","2018-2020","2020","2020-05-26T00:00:00.000",
"Hoffeld, Cyd","2020-05-27T00:00:00.000","142553","OHA","Hawaii",,"CC11686","2016-2020","2020","2020-05-27T00:00:00.000",
"Hood, Carl","2020-05-29T00:00:00.000","16356","House","35",,"CC11692","2018-2020","2020","2020-06-01T00:00:00.000",
"Hughes, Susan","2020-05-28T00:00:00.000","20896","House","3",,"CC11652","2018-2020","2020","2020-05-28T00:00:00.000",
"Inaba, Holeka","2020-02-13T00:00:00.000","16125","Hawaii Council","8","Hawaii","CC11533","2018-2020","2020","2020-02-13T00:00:00.000",
"Ishibashi, Herbert","2020-05-28T00:00:00.000","142553","OHA","Hawaii",,"CC11630","2016-2020","2020","2020-05-28T00:00:00.000",
"Johnson, Gabriel","2020-05-18T00:00:00.000","123276","Maui Council","Lanai","Maui","CC11306","2018-2020","2020","2020-05-21T00:00:00.000",
"Juan, Elroy","2020-04-08T00:00:00.000","15429","Hawaii Council","1","Hawaii","CC11592","2018-2020","2020","2020-04-09T00:00:00.000",
"Justus, Edgar","2020-05-21T00:00:00.000","56329","Kauai Council","At-Large","Kauai","CC11620","2018-2020","2020","2020-05-21T00:00:00.000",
"Kaaihue, Henry","2020-05-29T00:00:00.000","17560","Hawaii Council","3","Hawaii","CC11656","2018-2020","2020","2020-05-29T00:00:00.000",
"Kaehuaea, Wendell","2020-04-27T00:00:00.000","210588","Mayor",,"Hawaii","CC11605","2016-2020","2020","2020-04-27T00:00:00.000",
"Kahikina, Michael","2020-05-22T00:00:00.000","17814","House","43",,"CC11629","2018-2020","2020","2020-05-22T00:00:00.000",
"Kahue-Cabanting, Ui","2020-05-29T00:00:00.000","142553","OHA","Molokai",,"CC11557","2016-2020","2020","2020-05-29T00:00:00.000",
"Kahui, Craig","2020-03-24T00:00:00.000","16125","Hawaii Council","8","Hawaii","CC11582","2018-2020","2020","2020-03-24T00:00:00.000",
"Ka-ipo, Ron","2020-06-02T00:00:00.000","36558","Senate","2",,"CC11683","2016-2020","2020","2020-06-02T00:00:00.000",
"Kaiwi, Debra","2020-03-19T00:00:00.000","123276","Maui Council","Kahului","Maui","CC11588","2018-2020","2020","2020-03-19T00:00:00.000",
"Kalima, Grant","2020-01-28T00:00:00.000","88649","Honolulu Council","3","Honolulu","CC11529","2016-2020","2020","2020-02-07T00:00:00.000",
"Kama, Natalie","2020-05-18T00:00:00.000","123276","Maui Council","Kahului","Maui","CC11414","2018-2020","2020","2020-05-18T00:00:00.000",
"Kama-Toth, Kukana","2020-05-15T00:00:00.000","22828","House","51",,"CC11600","2018-2020","2020","2020-05-15T00:00:00.000",
"Kamekona, Carol","2020-06-02T00:00:00.000","123276","Maui Council","Kahului","Maui","CC11638","2018-2020","2020","2020-06-02T00:00:00.000",
"Kam, Vickie","2020-05-26T00:00:00.000","22876","House","42",,"CC11515","2018-2020","2020","2020-05-26T00:00:00.000",
"Kanealii-Kleinfelder, Matt","2020-05-20T00:00:00.000","15687","Hawaii Council","5","Hawaii","CC11444","2018-2020","2020","2020-05-20T00:00:00.000",
"Kaneshiro, Arryl","2020-06-01T00:00:00.000","56329","Kauai Council","At-Large","Kauai","CC11079","2018-2020","2020","2020-06-01T00:00:00.000",
"Kau, Megan","2020-05-13T00:00:00.000","670855","Prosecuting Attorney",,"Honolulu","CC11511","2016-2020","2020","2020-05-19T00:00:00.000",
"Kawaauhau, Larry","2020-02-18T00:00:00.000","142553","OHA","At-Large",,"CC11540","2016-2020","2020","2020-02-18T00:00:00.000",
"Kawano, Yumi","2020-05-11T00:00:00.000","210588","Mayor",,"Hawaii","CC11613","2016-2020","2020","2020-05-11T00:00:00.000",
"Kealoha, Warland","2020-05-22T00:00:00.000","88649","Honolulu Council","3","Honolulu","CC11671","2016-2020","2020","2020-05-27T00:00:00.000",
"Keane, Ranae","2020-05-27T00:00:00.000","17006","Hawaii Council","9","Hawaii","CC11640","2018-2020","2020","2020-05-27T00:00:00.000",
"Keen, Rynette","2020-05-14T00:00:00.000","39767","Senate","5",,"CC11609","2016-2020","2020","2020-05-14T00:00:00.000",
"Keesing, Audrey","2020-06-01T00:00:00.000","958364","Mayor",,"Honolulu","CC11653","2016-2020","2020","2020-06-02T00:00:00.000",
"Kerfoot, Galen","2020-05-27T00:00:00.000","75491","Honolulu Council","1","Honolulu","CC11681","2016-2020","2020","2020-05-28T00:00:00.000",
"Kihoi, Lei","2020-04-06T00:00:00.000","142553","OHA","Hawaii",,"CC11595","2016-2020","2020","2020-04-06T00:00:00.000",
"Kim, Harry","2020-05-11T00:00:00.000","210588","Mayor",,"Hawaii","CC11234","2016-2020","2020","2020-05-12T00:00:00.000",
"Kim, Tae","2020-03-06T00:00:00.000","670855","Prosecuting Attorney",,"Honolulu","CC11513","2016-2020","2020","2020-05-18T00:00:00.000",
"King, Kelly","2020-03-17T00:00:00.000","123276","Maui Council","South Maui","Maui","CC11244","2018-2020","2020","2020-03-17T00:00:00.000",
"Kualii, Kipukai","2020-06-01T00:00:00.000","56329","Kauai Council","At-Large","Kauai","CC10353","2018-2020","2020","2020-06-01T00:00:00.000",
"La Chica, Mae Patricia","2020-02-28T00:00:00.000","21888","House","36",,"CC11408","2018-2020","2020","2020-02-28T00:00:00.000","Yes"
"Last, Michael","2020-02-07T00:00:00.000","19949","House","5",,"CC11564","2018-2020","2020","2020-02-28T00:00:00.000",
"Lee, Alice","2020-03-06T00:00:00.000","123276","Maui Council","Wailuku","Maui","CC11392","2018-2020","2020","2020-03-06T00:00:00.000",
"Lee, Philmund","2020-05-28T00:00:00.000","75072","Honolulu Council","5","Honolulu","CC11664","2016-2020","2020","2020-05-29T00:00:00.000",
"Ley, Brian","2020-05-11T00:00:00.000","20952","House","4",,"CC11617","2018-2020","2020","2020-05-12T00:00:00.000",
"Lindsey, Benjamin","2020-05-07T00:00:00.000","142553","OHA","Hawaii",,"CC11618","2016-2020","2020","2020-05-21T00:00:00.000",
"Maldonado, Celesteine","2020-04-30T00:00:00.000","21623","House","41",,"CC11615","2018-2020","2020","2020-05-01T00:00:00.000",
"Mangauil, Joshua","2020-02-28T00:00:00.000","142553","OHA","Hawaii",,"CC11539","2016-2020","2020","2020-03-02T00:00:00.000",
"Mano, Matthew","2020-02-21T00:00:00.000","123276","Maui Council","Lanai","Maui","CC11561","2018-2020","2020","2020-02-21T00:00:00.000",
"Martinez, Rosebella","2020-05-28T00:00:00.000","17137","House","40",,"CC10788","2018-2020","2020","2020-06-01T00:00:00.000",
"Marzo, Shelson","2020-03-12T00:00:00.000","210588","Mayor",,"Hawaii","CC11565","2016-2020","2020","2020-03-12T00:00:00.000",
"Matson, Shannon","2020-05-26T00:00:00.000","20896","House","3",,"CC11576","2018-2020","2020","2020-05-26T00:00:00.000",
"McDonald, Kevin","2020-03-19T00:00:00.000","37477","Senate","13",,"CC11578","2016-2020","2020","2020-03-19T00:00:00.000",
"McKelvey, Angus","2020-05-26T00:00:00.000","18215","House","10",,"CC10264","2018-2020","2020","2020-05-27T00:00:00.000",
"McMackin, Devin","2020-05-29T00:00:00.000","21486","House","2",,"CC11631","2018-2020","2020","2020-05-29T00:00:00.000",
"Medeiros-Garcia, Jaerick","2020-06-01T00:00:00.000","15429","Hawaii Council","1","Hawaii","CC11669","2018-2020","2020","2020-06-01T00:00:00.000",
"Miller, John","2020-05-21T00:00:00.000","34378","Senate","22",,"CC11627","2016-2020","2020","2020-05-28T00:00:00.000",
"Molina, Michael","2020-03-13T00:00:00.000","123276","Maui Council","Makawao","Maui","CC10309","2018-2020","2020","2020-03-13T00:00:00.000",
"Moore, Jaclyn","2020-06-01T00:00:00.000","15429","Hawaii Council","1","Hawaii","CC11689","2018-2020","2020","2020-06-01T00:00:00.000",
"Mossman, Paul","2020-05-26T00:00:00.000","88649","Honolulu Council","3","Honolulu","CC11447","2018-2020","2020","2020-05-26T00:00:00.000",
"Nakoa, Leonard","2020-06-02T00:00:00.000","18215","House","10",,"CC11651","2018-2020","2020","2020-06-02T00:00:00.000",
"Nava, Frederick","2020-06-02T00:00:00.000","123276","Maui Council","West Maui","Maui","CC11046","2018-2020","2020","2020-06-02T00:00:00.000",
"Nelson, Jacquelyn","2020-05-28T00:00:00.000","56329","Kauai Council","At-Large","Kauai","CC11688","2018-2020","2020","2020-05-28T00:00:00.000",
"Neves, Paul","2020-06-01T00:00:00.000","17560","Hawaii Council","3","Hawaii","CC11674","2018-2020","2020","2020-06-01T00:00:00.000",
"Nishimura, Wally","2020-05-28T00:00:00.000","56329","Kauai Council","At-Large","Kauai","CC11632","2018-2020","2020","2020-05-28T00:00:00.000",
"Ohara, Eileen","2020-05-29T00:00:00.000","20952","House","4",,"CC11625","2018-2020","2020","2020-05-29T00:00:00.000",
"Paltin, Tamara","2020-02-12T00:00:00.000","123276","Maui Council","West Maui","Maui","CC11010","2018-2020","2020","2020-02-12T00:00:00.000",
"Parker, Rory","2020-05-28T00:00:00.000","56329","Kauai Council","At-Large","Kauai","CC11628","2018-2020","2020","2020-05-28T00:00:00.000",
"Pau, Louis","2020-05-27T00:00:00.000","142553","OHA","Hawaii",,"CC11693","2016-2020","2020","2020-05-27T00:00:00.000",
"Perez, Brittny","2020-05-18T00:00:00.000","142553","OHA","Kauai",,"CC11616","2016-2020","2020","2020-05-18T00:00:00.000",
"Perreira, Monique","2020-06-02T00:00:00.000","15429","Hawaii Council","1","Hawaii","CC11648","2018-2020","2020","2020-06-02T00:00:00.000",
"Rawlins-Fernandez, Keani","2020-05-18T00:00:00.000","123276","Maui Council","Molokai","Maui","CC11302","2018-2020","2020","2020-05-18T00:00:00.000",
"Ruggles, Michael","2020-02-20T00:00:00.000","210588","Mayor",,"Hawaii","CC11563","2016-2020","2020","2020-02-20T00:00:00.000",
"Shaneyfelt, Ted","2020-05-27T00:00:00.000","210588","Mayor",,"Hawaii","CC11675","2016-2020","2020","2020-05-27T00:00:00.000",
"Shin, Lorraine","2020-06-01T00:00:00.000","21685","House","1",,"CC11690","2018-2020","2020","2020-06-01T00:00:00.000",
"Shiraishi, Paul","2020-05-27T00:00:00.000","42207","Senate","10",,"CC11593","2016-2020","2020","2020-05-27T00:00:00.000",
"Simbre-Medeiros, Shirley","2020-05-29T00:00:00.000","56329","Kauai Council","At-Large","Kauai","CC11420","2018-2020","2020","2020-05-29T00:00:00.000",
"Simpliciano, Joseph","2020-04-24T00:00:00.000","16589","House","44",,"CC11597","2018-2020","2020","2020-04-27T00:00:00.000",
"Sinenci, Shane","2020-05-12T00:00:00.000","123276","Maui Council","East Maui","Maui","CC11269","2018-2020","2020","2020-05-12T00:00:00.000",
"Slom, Sam","2020-05-21T00:00:00.000","52496","Senate","9",,"CC10287","2016-2020","2020","2020-05-26T00:00:00.000",
"Smith, Patrick","2020-06-01T00:00:00.000","142553","OHA","Kauai",,"CC11663","2016-2020","2020","2020-06-01T00:00:00.000",
"Sonoda, Lenson","2020-06-01T00:00:00.000","142553","OHA","At-Large",,"CC11685","2016-2020","2020","2020-06-01T00:00:00.000",
"Sugimura, Yuki Lei","2020-03-20T00:00:00.000","123276","Maui Council","Upcountry","Maui","CC11185","2018-2020","2020","2020-03-20T00:00:00.000",
"Svrcina, Emil","2020-06-02T00:00:00.000","23317","House","37",,"CC11642","2018-2020","2020","2020-06-02T00:00:00.000",
"Taniguchi, Naomi","2020-05-14T00:00:00.000","56329","Kauai Council","At-Large","Kauai","CC11694","2018-2020","2020","2020-05-14T00:00:00.000",
"Uehara, Ryan","2020-02-07T00:00:00.000","21623","House","41",,"CC11542","2018-2020","2020","2020-06-01T00:00:00.000",
"Urban, Tante","2020-03-18T00:00:00.000","210588","Mayor",,"Hawaii","CC11517","2016-2020","2020","2020-03-18T00:00:00.000",
"Vanderpool, Robin","2020-06-01T00:00:00.000","21423","House","13",,"CC11619","2018-2020","2020","2020-06-01T00:00:00.000",
"Verschuur, Lahi","2020-06-02T00:00:00.000","210588","Mayor",,"Hawaii","CC11676","2016-2020","2020","2020-06-02T00:00:00.000",
"Villegas, Rebecca","2020-05-11T00:00:00.000","14914","Hawaii Council","7","Hawaii","CC11380","2018-2020","2020","2020-05-11T00:00:00.000","Yes"
"Waltjen, Kelden","2020-02-28T00:00:00.000","147412","Prosecuting Attorney",,"Hawaii","CC11569","2016-2020","2020","2020-02-28T00:00:00.000",
"Wilson, Kalaniakea","2020-06-02T00:00:00.000","142553","OHA","Hawaii",,"CC11679","2016-2020","2020","2020-06-02T00:00:00.000",
"Wirick, Frederik","2020-05-29T00:00:00.000","15687","Hawaii Council","5","Hawaii","CC11423","2018-2020","2020","2020-05-29T00:00:00.000",
"Wong, Ho Yin","2020-06-01T00:00:00.000","958364","Mayor",,"Honolulu","CC11650","2016-2020","2020","2020-06-01T00:00:00.000",
"Yagong, Domnic","2020-06-01T00:00:00.000","15429","Hawaii Council","1","Hawaii","CC10313","2018-2020","2020","2020-06-01T00:00:00.000",
"Zahnd, Laurent","2020-06-02T00:00:00.000","123276","Maui Council","Makawao","Maui","CC11479","2018-2020","2020","2020-06-02T00:00:00.000",
"Abbett, Richard","2018-06-04T00:00:00.000","14493","Hawaii Council","6","Hawaii","CC11314","2016-2018","2018","2018-06-04T00:00:00.000",
"Acain, Dominic","2018-06-05T00:00:00.000","54473","Kauai Council","At-Large","Kauai","CC11491","2016-2018","2018","2018-06-05T00:00:00.000",
"Ahu Isa, Lei","2018-05-01T00:00:00.000","133056","OHA","At-Large",,"CC11435","2014-2018","2018","2018-05-10T00:00:00.000",
"Ahuna, Heather","2018-06-05T00:00:00.000","54473","Kauai Council","At-Large","Kauai","CC11488","2016-2018","2018","2018-06-05T00:00:00.000",
"Akaka, Kalei","2018-06-05T00:00:00.000","133056","OHA","Oahu",,"CC11484","2014-2018","2018","2018-06-05T00:00:00.000",
"Akana, Rowena","2018-05-15T00:00:00.000","133056","OHA","At-Large",,"CC10218","2014-2018","2018","2018-05-31T00:00:00.000",
"Akina, Alvin","2018-03-16T00:00:00.000","133056","OHA","At-Large",,"CC11395","2016-2018","2018","2018-03-16T00:00:00.000",
"Allen, Julia","2018-06-01T00:00:00.000","20317","House","20",,"CC10322","2016-2018","2018","2018-06-01T00:00:00.000",
"Amsterdam, C. Kaui Jochanan","2018-05-22T00:00:00.000","133056","OHA","At-Large",,"CC11438","2016-2018","2018","2018-05-30T00:00:00.000",
"Apalla, Juno","2018-06-04T00:00:00.000","54473","Kauai Council","At-Large","Kauai","CC11242","2016-2018","2018","2018-06-04T00:00:00.000",
"Arakaki, Tracy","2018-06-04T00:00:00.000","20623","House","33",,"CC11026","2016-2018","2018","2018-06-04T00:00:00.000",
"Arianoff, Kimberly","2018-06-05T00:00:00.000","36194","Senate","1",,"CC11271","2016-2018","2018","2018-06-05T00:00:00.000",
"Atay, Alika","2018-05-31T00:00:00.000","113172","Maui Council","Wailuku","Maui","CC11249","2016-2018","2018","2018-05-31T00:00:00.000",
"Balinbin, Ernest","2018-04-10T00:00:00.000","113172","Maui Council","West Maui","Maui","CC11321","2016-2018","2018","2018-04-10T00:00:00.000",
"Blackwell, Selina","2018-06-05T00:00:00.000","1663203","Governor",,,"CC11480","2014-2018","2018","2018-06-05T00:00:00.000",
"Bolo, Patrocinio","2018-05-02T00:00:00.000","15441","House","40",,"CC11434","2016-2018","2018","2018-05-09T00:00:00.000",
"Borowiec, Adam","2018-06-05T00:00:00.000","113172","Maui Council","Makawao","Maui","CC11478","2016-2018","2018","2018-06-05T00:00:00.000",
"Brewer, Jim","2018-05-21T00:00:00.000","1663203","Governor",,,"CC11454","2014-2018","2018","2018-05-24T00:00:00.000",
"Brun, Arthur","2018-06-01T00:00:00.000","54473","Kauai Council","At-Large","Kauai","CC11032","2016-2018","2018","2018-06-01T00:00:00.000",
"Burke, Jackie","2018-05-29T00:00:00.000","133056","OHA","Oahu",,"CC11471","2014-2018","2018","2018-06-01T00:00:00.000",
"Burlew, Lloyd","2018-06-04T00:00:00.000","59023","Honolulu Council","2","Honolulu","CC11492","2014-2018","2018","2018-06-04T00:00:00.000",
"Cabanilla, Rida","2018-05-29T00:00:00.000","18729","House","41",,"CC10296","2016-2018","2018","2018-05-31T00:00:00.000",
"Caparida-Schnackenberg, Cora","2018-03-22T00:00:00.000","113172","Maui Council","Molokai","Maui","CC11399","2016-2018","2018","2018-03-22T00:00:00.000",
"Caravalho, Ernest","2018-02-02T00:00:00.000","1663203","Governor",,,"CC11295","2016-2018","2018","2018-03-14T00:00:00.000",
"Carroll, Claire","2018-02-02T00:00:00.000","113172","Maui Council","East Maui","Maui","CC11366","2016-2018","2018","2018-02-02T00:00:00.000",
"Carroll, John","2018-06-04T00:00:00.000","1663203","Governor",,,"CC11357","2014-2018","2018","2018-06-04T00:00:00.000",
"Chock, Coby","2018-06-04T00:00:00.000","21694","House","51",,"CC11464","2016-2018","2018","2018-06-04T00:00:00.000",
"Chock, Mason","2018-06-05T00:00:00.000","54473","Kauai Council","At-Large","Kauai","CC11114","2016-2018","2018","2018-06-05T00:00:00.000",
"Chung, Aaron","2018-06-01T00:00:00.000","17773","Hawaii Council","2","Hawaii","CC11073","2016-2018","2018","2018-06-01T00:00:00.000",
"Clemente, Roger","2018-06-04T00:00:00.000","33195","Senate","17",,"CC11150","2016-2018","2018","2018-06-04T00:00:00.000",
"Cowden, Felicia","2018-04-27T00:00:00.000","54473","Kauai Council","At-Large","Kauai","CC11101","2016-2018","2018","2018-05-27T00:00:00.000",
"Crivello, Stacy","2018-03-15T00:00:00.000","113172","Maui Council","Molokai","Maui","CC10868","2016-2018","2018","2018-03-15T00:00:00.000",
"Crouse, Zandra","2018-05-31T00:00:00.000","113172","Maui Council","South Maui","Maui","CC11452","2016-2018","2018","2018-05-31T00:00:00.000",
"Daligdig, Elaine","2018-06-05T00:00:00.000","17819","House","15",,"CC11467","2016-2018","2018","2018-06-05T00:00:00.000",
"Daligdig, Theodore","2018-06-04T00:00:00.000","54473","Kauai Council","At-Large","Kauai","CC11469","2016-2018","2018","2018-06-04T00:00:00.000",
"Dalire, Kaui","2018-05-24T00:00:00.000","22942","House","49",,"CC11418","2016-2018","2018","2018-05-24T00:00:00.000",
"David, Maile","2018-02-12T00:00:00.000","14493","Hawaii Council","6","Hawaii","CC10752","2016-2018","2018","2018-02-12T00:00:00.000",
"DeCosta, BIll","2018-05-21T00:00:00.000","54473","Kauai Council","At-Large","Kauai","CC11445","2016-2018","2018","2018-05-21T00:00:00.000",
"DesMarais, Ana-Lucia","2018-06-05T00:00:00.000","77818","Mayor",,"Kauai","CC11477","2014-2018","2018","2018-06-05T00:00:00.000",
"Doctor Sparks, Norma","2018-02-26T00:00:00.000","54473","Kauai Council","At-Large","Kauai","CC11224","2016-2018","2018","2018-02-26T00:00:00.000",
"Drysdale, Kelly","2018-03-09T00:00:00.000","13835","Hawaii Council","7","Hawaii","CC11389","2016-2018","2018","2018-03-09T00:00:00.000",
"Duzon, Veronica","2018-06-05T00:00:00.000","32159","Senate","19",,"CC11465","2016-2018","2018","2018-06-05T00:00:00.000",
"English, John-Bull","2018-05-25T00:00:00.000","20237","House","13",,"CC11349","2016-2018","2018","2018-05-25T00:00:00.000",
"Eoff, Karen","2018-02-12T00:00:00.000","14503","Hawaii Council","8","Hawaii","CC10830","2016-2018","2018","2018-02-12T00:00:00.000",
"Espero, William","2018-06-04T00:00:00.000","931393","Lt. Governor",,,"CC10229","2016-2018","2018","2018-06-04T00:00:00.000",
"Evslin, Luke","2018-02-09T00:00:00.000","54473","Kauai Council","At-Large","Kauai","CC11346","2016-2018","2018","2018-02-09T00:00:00.000",
"Fevella, Kurt","2018-06-05T00:00:00.000","32159","Senate","19",,"CC11359","2016-2018","2018","2018-06-14T00:00:00.000",
"Fogel, Fred","2018-06-04T00:00:00.000","19758","House","3",,"CC11490","2016-2018","2018","2018-06-04T00:00:00.000",
"Franks, Victoria","2018-03-19T00:00:00.000","54473","Kauai Council","At-Large","Kauai","CC11138","2016-2018","2018","2018-03-19T00:00:00.000",
"Fukushima, Richard","2018-05-15T00:00:00.000","54473","Kauai Council","At-Large","Kauai","CC11436","2016-2018","2018","2018-05-15T00:00:00.000",
"Furtado, Trinette","2018-05-30T00:00:00.000","113172","Maui Council","Makawao","Maui","CC11235","2016-2018","2018","2018-05-30T00:00:00.000",
"Garcia, Diamond","2018-05-10T00:00:00.000","30188","Senate","21",,"CC11430","2014-2018","2018","2018-05-21T00:00:00.000",
"Guzman, Donald","2018-02-15T00:00:00.000","161674","Mayor",,"Maui","CC10810","2016-2018","2018","2018-02-15T00:00:00.000",
"Haliniak-Lloyd, Gayla","2018-05-31T00:00:00.000","41966","Senate","7",,"CC11482","2014-2018","2018","2018-05-31T00:00:00.000",
"Halversen, William","2018-04-02T00:00:00.000","17773","Hawaii Council","3","Hawaii","CC11413","2016-2018","2018","2018-04-02T00:00:00.000",
"Hand, Brendan","2018-02-20T00:00:00.000","20317","House","20",,"CC11378","2016-2018","2018","2018-03-13T00:00:00.000",
"Hanohano, Faye","2018-05-01T00:00:00.000","133056","OHA","At-Large",,"CC11450","2014-2018","2018","2018-05-01T00:00:00.000",
"Hawkes, Beau","2018-03-05T00:00:00.000","161674","Mayor",,"Maui","CC11388","2014-2018","2018","2018-03-05T00:00:00.000",
"Hawley, Alec","2018-06-01T00:00:00.000","161674","Mayor",,"Maui","CC11474","2014-2018","2018","2018-06-01T00:00:00.000",
"Hazama, Dean","2018-04-03T00:00:00.000","20283","House","36",,"CC11416","2016-2018","2018","2018-04-17T00:00:00.000",
"Hokama, Riki","2018-05-31T00:00:00.000","113172","Maui Council","Lanai","Maui","CC10252","2016-2018","2018","2018-05-31T00:00:00.000",
"Hussey, Ikaika","2018-05-29T00:00:00.000","75393","Honolulu Council","6","Honolulu","CC11311","2016-2018","2018","2018-05-29T00:00:00.000",
"Ing, Renee","2018-05-21T00:00:00.000","931393","Lt. Governor",,,"CC11455","2014-2018","2018","2018-05-24T00:00:00.000",
"Iona, Stephanie","2018-06-05T00:00:00.000","17984","House","16",,"CC11472","2016-2018","2018","2018-06-05T00:00:00.000",
"Iseri, Shaylene","2018-04-12T00:00:00.000","54473","Kauai Council","At-Large","Kauai","CC10270","2016-2018","2018","2018-04-12T00:00:00.000",
"Iwamoto, Kim Coco","2018-04-12T00:00:00.000","931393","Lt. Governor",,,"CC11265","2016-2018","2018","2018-04-17T00:00:00.000",
"Iwasa, Natalie","2018-02-09T00:00:00.000","85807","Honolulu Council","4","Honolulu","CC10998","2014-2018","2018","2018-02-09T00:00:00.000",
