"candidate_name","vendor_type","vendor_name","date","amount","authorized_use","expenditure_category","purpose_of_expenditure","address_1","address_2","city","state","zip_code","office","district","county","party","reg_no","election_period","location_1","inoutstate"
"Abercrombie, Neil","Other Entity","American T-Shirt Company","2014-07-16T00:00:00.000","1168.59","Directly Related to Candidate's Campaign","Other","T-Shirts","1217 North King Street",,"Honolulu","HI","96817","Governor",,,,"CC10529","2010-2014","1217 North King Street
Honolulu, HI 96817
(21.326396, -157.869841)","HI"
"Abercrombie, Neil","Other Entity","American T-Shirt Company","2014-07-16T00:00:00.000","219.39","Directly Related to Candidate's Campaign","Other","T-Shirts","1217 North King Street",,"Honolulu","HI","96817","Governor",,,,"CC10529","2010-2014","1217 North King Street
Honolulu, HI 96817
(21.326396, -157.869841)","HI"
"Abercrombie, Neil","Other Entity","American T-Shirt Company","2014-06-26T00:00:00.000","2744.29","Directly Related to Candidate's Campaign","Other","T-Shirts","1217 North King Street",,"Honolulu","HI","96817","Governor",,,,"CC10529","2010-2014","1217 North King Street
Honolulu, HI 96817
(21.326396, -157.869841)","HI"
"Abercrombie, Neil","Other Entity","Amici","2014-08-22T00:00:00.000","44.25","Directly Related to Candidate's Campaign","Food & Beverages","Meals - Strategy Meeting","74-5563 Kaiwi Street",,"Kailua Kona","HI","96740","Governor",,,,"CC10529","2010-2014","74-5563 Kaiwi Street
Kailua Kona, HI 96740
(19.642603, -156.000915)","HI"
"Abercrombie, Neil","Other Entity","AMPCO System","2010-07-21T00:00:00.000","20",,"Other","Airport parking","300 Rodger Ave",,"Honolulu","HI","96819","Governor",,,,"CC10529","2006-2010",,"HI"
"Abercrombie, Neil","Other Entity","AMPCO System","2009-05-30T00:00:00.000","10",,"Travel & Lodging","Parking Fee","300 Rodger Ave",,"Honolulu","HI","96819","Governor",,,,"CC10529","2006-2010",,"HI"
"Abercrombie, Neil","Other Entity","AMPCO System","2009-09-20T00:00:00.000","13",,"Travel & Lodging","Parking Fee","300 Rodger Ave",,"Honolulu","HI","96819","Governor",,,,"CC10529","2006-2010",,"HI"
"Abercrombie, Neil","Other Entity","AMPCO System","2009-05-02T00:00:00.000","10",,"Travel & Lodging","Parking Fee","300 Rodger Ave",,"Honolulu","HI","96819","Governor",,,,"CC10529","2006-2010",,"HI"
"Abercrombie, Neil","Other Entity","AMPCO System","2010-08-16T00:00:00.000","20",,"Travel & Lodging","Airport parking","300 Rodger Ave",,"Honolulu","HI","96819","Governor",,,,"CC10529","2006-2010",,"HI"
"Abercrombie, Neil","Other Entity","AMPCO System","2014-04-05T00:00:00.000","15","Directly Related to Candidate's Campaign","Other","Staff Airport Parking","300 Rodger Ave",,"Honolulu","HI","96819","Governor",,,,"CC10529","2010-2014",,"HI"
"Abercrombie, Neil","Other Entity","AMPCO System","2009-09-17T00:00:00.000","13",,"Travel & Lodging","Parking Fee","300 Rodger Ave",,"Honolulu","HI","96819","Governor",,,,"CC10529","2006-2010",,"HI"
"Abercrombie, Neil","Other Entity","AMPCO System","2009-08-12T00:00:00.000","9",,"Travel & Lodging","Parking Fee","300 Rodger Ave",,"Honolulu","HI","96819","Governor",,,,"CC10529","2006-2010",,"HI"
"Abercrombie, Neil","Other Entity","AMPCO System","2009-09-20T00:00:00.000","13",,"Travel & Lodging","Parking Fee","300 Rodger Ave",,"Honolulu","HI","96819","Governor",,,,"CC10529","2006-2010",,"HI"
"Abercrombie, Neil","Other Entity","AMPCO System","2014-03-08T00:00:00.000","15","Directly Related to Candidate's Campaign","Other","Staff Airport Parking","300 Rodger Ave",,"Honolulu","HI","96819","Governor",,,,"CC10529","2010-2014",,"HI"
"Abercrombie, Neil","Other Entity","AMPCO System","2009-08-28T00:00:00.000","13",,"Travel & Lodging","Parking Fee","300 Rodger Ave",,"Honolulu","HI","96819","Governor",,,,"CC10529","2006-2010",,"HI"
"Abercrombie, Neil","Other Entity","Ampco System Parking","2010-10-15T00:00:00.000","20",,"Other","Airport parking","Honolulu International Airport",,"Honolulu","HI","96819","Governor",,,,"CC10529","2006-2010",,"HI"
"Abercrombie, Neil","Other Entity","Ampco System Parking","2010-11-11T00:00:00.000","60",,"Travel & Lodging","Airport parking","Honolulu International Airport",,"Honolulu","HI","96819","Governor",,,,"CC10529","2010-2014",,"HI"
"Abercrombie, Neil","Other Entity","Ampco System Parking","2010-10-08T00:00:00.000","20",,"Other","Parking fee","Honolulu International Airport",,"Honolulu","HI","96819","Governor",,,,"CC10529","2006-2010",,"HI"
"Abercrombie, Neil","Other Entity","AMPCO System Parking","2010-09-07T00:00:00.000","212.5",,"Travel & Lodging","Parking validations","841 Bishop Street, Ste 1050",,"Honolulu","HI","96813","Governor",,,,"CC10529","2006-2010","841 Bishop Street, Ste 1050
Honolulu, HI 96813
(21.307761, -157.862578)","HI"
"Abercrombie, Neil","Other Entity","AMPCO System Parking","2009-10-01T00:00:00.000","212.5",,"Other","Parking validations","841 Bishop Street, Ste 1050",,"Honolulu","HI","96813","Governor",,,,"CC10529","2006-2010","841 Bishop Street, Ste 1050
Honolulu, HI 96813
(21.307761, -157.862578)","HI"
"Abercrombie, Neil","Other Entity","AMPCO System Parking","2010-11-11T00:00:00.000","12",,"Travel & Lodging","Parking fee","1099 Alakea Street",,"Honolulu","HI","96813","Governor",,,,"CC10529","2010-2014","1099 Alakea Street
Honolulu, HI 96813
(21.308591, -157.85977)","HI"
"Abercrombie, Neil","Other Entity","Amtrak","2013-10-14T00:00:00.000","259",,"Travel & Lodging","Travel Cost - Train Service","50 Massachusett Ave",,"Washington","DC","20001","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Other Entity","Amtrak","2013-10-17T00:00:00.000","116",,"Travel & Lodging","Travel Cost - Train Service","50 Massachusett Ave",,"Washington","DC","20001","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Other Entity","ANA Parking - Kalakaua Center","2013-09-05T00:00:00.000","12",,"Other","Parking","2155 Kalakaua Ave",,"Honolulu","HI","96815","Governor",,,,"CC10529","2010-2014","2155 Kalakaua Ave
Honolulu, HI 96815
(21.280561, -157.83007)","HI"
"Abercrombie, Neil","Other Entity","Andale Mexican Restaurant","2010-01-14T00:00:00.000","13.87",,"Travel & Lodging","Travel - Meal","SFO Terminal 3 pier F",,"San Francisco","CA","94128","Governor",,,,"CC10529","2006-2010",,"Out of State"
"Abercrombie, Neil","Individual","Andrews, Kevin","2010-10-29T00:00:00.000","6000",,"Printing, Postage, Mailing & Freight","In-Kind: Printed Banners","41-745 Mooiki Street",,"Waimanalo","HI","96795","Governor",,,,"CC10529","2006-2010","41-745 Mooiki Street
Waimanalo, HI 96795
(21.337274, -157.729263)","HI"
"Abercrombie, Neil","Other Entity","Ani's Bake Shop","2014-03-20T00:00:00.000","150.62","Directly Related to Candidate's Campaign","Food & Beverages","Pastries for Volunteers","99-840 Iwaiwa Street",,"Aiea","HI","96701","Governor",,,,"CC10529","2010-2014","99-840 Iwaiwa Street
Aiea, HI 96701
(21.372589, -157.914876)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2009-12-14T00:00:00.000","1681",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2009-10-15T00:00:00.000","1681",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2009-09-15T00:00:00.000","1681",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-02-26T00:00:00.000","1672",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2009-11-30T00:00:00.000","1681",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-11-15T00:00:00.000","20049.5",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2010-2014","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-08-31T00:00:00.000","1418.77",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-03-31T00:00:00.000","1672",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-08-13T00:00:00.000","1418.77",,"Filing Fee, Escheat, Fine","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-09-30T00:00:00.000","3328.57",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-09-15T00:00:00.000","1418.77",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-10-29T00:00:00.000","1672",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-05-14T00:00:00.000","1672",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-04-15T00:00:00.000","1672",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-05-28T00:00:00.000","1672",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2009-08-14T00:00:00.000","1551",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2009-09-30T00:00:00.000","1681",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2009-10-31T00:00:00.000","1681",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-10-15T00:00:00.000","1672",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-04-30T00:00:00.000","1672",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-07-15T00:00:00.000","1418.77",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-07-30T00:00:00.000","1418.77",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-01-29T00:00:00.000","1672",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-06-15T00:00:00.000","1418.77",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-07-01T00:00:00.000","1418.77",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2009-12-31T00:00:00.000","1681",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2009-08-31T00:00:00.000","1551",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2009-11-13T00:00:00.000","1681",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-01-15T00:00:00.000","1672",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-03-15T00:00:00.000","1672",,"Employee Services","Payoll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Aoki, Andrew","2010-02-12T00:00:00.000","1672",,"Employee Services","Payroll","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Individual","Apana, Clare","2009-05-30T00:00:00.000","80",,"Other","Silent Auction - Certificate for Body Work","260 Haleanani Drive",,"Wailuku","HI","96793","Governor",,,,"CC10529","2006-2010","260 Haleanani Drive
Wailuku, HI 96793
(20.885067, -156.496478)","HI"
"Abercrombie, Neil","Individual","Apana, Cynthia M.","2010-10-20T00:00:00.000","575.3",,"Postage/Mailing","In-Kind: Postcard Mailing","2222 Citron Street No 303",,"Honolulu","HI","96826","Governor",,,,"CC10529","2006-2010","2222 Citron Street No 303
Honolulu, HI 96826
(21.291562, -157.828321)","HI"
"Abercrombie, Neil","Other Entity","Apple Store Ala Moana","2014-01-28T00:00:00.000","103.66","Directly Related to Candidate's Campaign","Other","Office Equipment","1450 Ala Moana Blvd","Ste 2243","Honolulu","HI","96814","Governor",,,,"CC10529","2010-2014","1450 Ala Moana Blvd
Honolulu, HI 96814
(21.290108, -157.845409)","HI"
"Abercrombie, Neil","Other Entity","Apple Store Ala Moana","2014-01-14T00:00:00.000","1181.15","Directly Related to Candidate's Campaign","Durable Assets (Supplies/Equipment)","Computer","1450 Ala Moana Blvd","Ste 2243","Honolulu","HI","96814","Governor",,,,"CC10529","2010-2014","1450 Ala Moana Blvd
Honolulu, HI 96814
(21.290108, -157.845409)","HI"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-11-17T00:00:00.000","64.1",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-05-22T00:00:00.000","115.7",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-09-18T00:00:00.000","69.1",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-05-13T00:00:00.000","39.5",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2011-02-12T00:00:00.000","1.7",,"Bank Charges, Merchant Fees & Adjustments","Merchant Services","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2010-2014","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-09-14T00:00:00.000","158.9",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2011-01-10T00:00:00.000","5.45",,"Bank Charges, Merchant Fees & Adjustments","Merchant Services","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2010-2014","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2010-05-17T00:00:00.000","1.7",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2010-03-15T00:00:00.000","19.2",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2010-05-10T00:00:00.000","7.15",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fee","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-09-28T00:00:00.000","58.1",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-06-01T00:00:00.000","82.5",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-10-26T00:00:00.000","89.5",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-04-15T00:00:00.000","104.35",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2011-05-09T00:00:00.000","1.7",,"Bank Charges, Merchant Fees & Adjustments","Merchant Services","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2010-2014","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-07-20T00:00:00.000","31",,"Bank Charges, Merchant Fees & Adjustments","Merchant fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2011-03-07T00:00:00.000","1.7",,"Bank Charges, Merchant Fees & Adjustments","Merchant Services","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2010-2014","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-04-28T00:00:00.000","372.9",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2010-05-21T00:00:00.000","71",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-11-09T00:00:00.000","18.5",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-08-10T00:00:00.000","167.5",,"Bank Charges, Merchant Fees & Adjustments","Merchant fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-04-30T00:00:00.000","80.5",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-07-07T00:00:00.000","799.15",,"Bank Charges, Merchant Fees & Adjustments","Merchant fess","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-08-24T00:00:00.000","11.8",,"Bank Charges, Merchant Fees & Adjustments","Merchant fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-09-04T00:00:00.000","1.7",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-07-13T00:00:00.000","870.7",,"Bank Charges, Merchant Fees & Adjustments","Merchant fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-10-13T00:00:00.000","67.55",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-12-21T00:00:00.000","8",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2013-10-25T00:00:00.000","18.5",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2010-2014","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2009-07-27T00:00:00.000","30.25",,"Bank Charges, Merchant Fees & Adjustments","Merchant fee","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2010-10-04T00:00:00.000","71",,"Bank Charges, Merchant Fees & Adjustments","Merchant fee","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2006-2010","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
"Abercrombie, Neil","Other Entity","Aristotle, Inc.","2010-11-05T00:00:00.000","7.15",,"Bank Charges, Merchant Fees & Adjustments","Merchant Services","205 Pennsylvania Ave, SE",,"Washington","DC","20003","Governor",,,,"CC10529","2010-2014","205 Pennsylvania Ave, SE
Washington, DC 20003
(38.887371, -77.003095)","Out of State"
