"meeting_body_name","committee","begin_date_time","is_all_day","has_end","end_date_time","building_name","room","address","address2","city","state","zip","webcast_url","webcast_plugin","is_video_conf","is_conf_call","conf_call_number","conf_call_id","conf_call_password","contact_first_name","contact_last_name","phone","email","notes","materials_url","archived_url","publication_date","amendments","amendment_date","latlng"
"Missouri Autism Projects East Parent Advisory Council",,"2022-08-15T18:00:00.000","0","0",,"Via WebEx",,,,,,,"https://stateofmo.webex.com/stateofmo/j.php?MTID=m367858af2adb05bc3d09054f0df3d534",,"0","1",,"2469 902 6130",,"TJ","Moore","(314) 244-8931","Tauvaris.Moore@dmh.mo.gov","Meeting password: MjmgPYtw883",,,"2021-10-22 12:19:43.0",,,"
,  
(44.5165436, -67.5845034)"
"Missouri Committee for Professional Counselors",,"2022-08-16T07:30:00.000","0","0",,"Division of Professional Registration & Via WebEx",,"3605 Missouri Boulevard",,"Jefferson City",,"65102",,,"0","1",,"2450 002 9557",,,,"(573) 751-0018",,"Portions of this meeting may be closed pursuant to Section 610.021 (1)(14) RSMo. and Sections 324.001.8 and 324.001.9 RSMo.",,,"2022-08-05 18:19:58.0",,,"
,  
(38.581448, -92.252301)"
"State Board of Education Meeting",,"2022-08-16T08:30:00.000","0","0",,"Jefferson State Office Building","1st Floor","205 Jefferson Street",,"Jefferson City",,"65101","https://livestream.com/modese/sbe",,"0","0",,,,,,"(573) 751-3563",,"A closed portion of the meeting, pursuant to Section 610.021(1), (13), and (14), RSMo and Section 610.105.1, RSMo will be held upon adjournment of the regular meeting.","https://dese.mo.gov/state-board-education/agendas-minutes",,"2022-08-08 19:18:25.0",,,"
,  
(38.5774029, -92.171193)"
"Missouri State Employees' Retirement System (MOSERS)","Audit Committee","2022-08-16T10:00:00.000","0","0",,"Via GoToMeeting",,,,,,,"http://www.gotomeeting.com/","890 434 405","1","1",,,,"Melissa","Johnson","(573) 632-6193","melissaj@mosers.org","Portions of this meeting may be closed pursuant to Section 610.021 (1)(14)(17)(20)(21) RSMo.",,,"2022-08-09 14:41:09.0",,,"
,  
(44.5165436, -67.5845034)"
"Board of Nursing Home Administrators","Disciplinary Review Committee","2022-08-16T17:00:00.000","0","0",,,,"3418 Knipp Drive",,"Jefferson City",,,,,"0","0",,,,"Sally","McKee","(573) 522-2319","sally.mckee@health.mo.gov","Portions of this meeting may be closed pursuant to Chapter 610.021 subsection (1) RSMo.",,,"2022-07-19 12:16:33.0",,,"
,  
(38.5794179, -92.249692)"
"Missouri Real Estate Appraisers Commission",,"2022-08-17T08:30:00.000","0","0",,"Division of Professional Registration & Via Conf. Call",,"3605 Missouri Boulevard",,"Jefferson City",,"65109",,,"0","1",,"2457 570 6039",,"Patty","Morrow","(573) 751-0038","patty.morrow@pr.mo.gov","Portions of this meeting may be closed pursuant to Section 610.021 (1)(3)(5)(7)(13)(14) and Section 324.001.8 and 324.001.9 RSMo.",,,"2022-08-04 16:08:38.0",,,"
,  
(38.581448, -92.252301)"
"Board of Nursing Home Administrators",,"2022-08-17T09:00:00.000","0","0",,,,"3418 Knipp Drive",,"Jefferson City",,,,,"0","0",,,,"Sally","McKee","(573) 522-2319","sally.mckee@health.mo.gov","Portions of this meeting may be closed pursuant to Chapter 610.021 subsection (1) RSMo.",,,"2022-07-19 12:17:05.0",,,"
,  
(38.5794179, -92.249692)"
"Soil and Water Districts Commission",,"2022-08-17T10:00:00.000","0","0",,"Missouri State Fairgrounds","Lowell Mohler Assembly Hall","2001 Clarendone Road","National Guard Armory, Room 129","Sedalia",,,,,"0","0",,,,"Tina","Stockman","(573) 751-4932","Tina.Stockman@dnr.mo.gov",,,,"2022-07-11 17:32:42.0",,,
"Missouri Agricultural & Small Business Development Authority","Board Meeting","2022-08-17T11:30:00.000","0","0",,"Missouri State Fairgrounds","Administrative Offices","2503 W. 16th Street",,"Sedalia",,"65301",,,"0","0",,,,"Danielle","Weed","(573) 522-2446",,"Portions of this meeting may be closed pursuant to Section 610.021 (1)(3)(14)(15)(17) RSMo and Chapter 348.181 RSMo",,,"2022-07-27 11:49:11.0",,,"
,  
(38.6987685, -93.2600487)"
"Missouri Public Utility Alliance","Missouri Joint Municipal Electric Utility Commission SPP RTO Committee","2022-08-17T13:00:00.000","0","0",,"Microsoft Teams",,,,,,,"https://teams.microsoft.com/l/meetup-join/19%3ameeting_ZWQyZmYwNTEtMjI4My00NWM3LTk4OTEtOTYzZTNhMWE3Zjdh%40thread.v2/0?context=%7b%22Tid%22%3a%229d74d1d0-3c15-46b9-952a-afe853c68ad3%22%2c%22Oid%22%3a%22f48151e8-7463-487a-a9fd-febac07573a9%22%7d",,"1","1",,"969527781#",,"Konda","Bentley","(573) 445-3279","kbentley@mpua.org",,,,"2022-08-15 15:09:03.0",,,"
,  
(44.5165436, -67.5845034)"
"Missouri Public Utility Alliance","Missouri Joint Municipal Electric Utility Commission MISO RTO Committee","2022-08-18T09:00:00.000","0","0",,"Microsoft Teams",,,,,,,"https://teams.microsoft.com/l/meetup-join/19%3ameeting_NzQwZjI3MzAtZTViZC00YmU1LTkwMWEtNWNmOTE5YzMyZTU0%40thread.v2/0?context=%7b%22Tid%22%3a%229d74d1d0-3c15-46b9-952a-afe853c68ad3%22%2c%22Oid%22%3a%22f48151e8-7463-487a-a9fd-febac07573a9%22%7d",,"1","1",,"426088084#",,"Konda","Bentley","(573) 445-3279","kbentley@mpua.org",,,,"2022-08-15 15:07:28.0",,,"
,  
(44.5165436, -67.5845034)"
"State Milk Board",,"2022-08-18T10:30:00.000","0","0",,"State Fair Grounds","Room 129","National Guard Building",,"Sedalia",,,,,"0","0",,,,"Amy","Luecke","(573) 751-3830","amy.luecke@mda.mo.gov",,,,"2022-05-12 15:19:19.0",,,
"State Committee of Dietitians",,"2022-08-18T12:00:00.000","0","0",,"Via Conference Call",,"Division of Professional Registration","3605 Missouri Boulevard","Jefferson City",,"65109",,,"0","1",,,,,,"(573) 522-3438",,"Portions of this meeting may be closed pursuant to Section 610.021 (1)(3)(5)(7)(13)(14) and Chapter 324.001.8 and 324.001.9 RSMo.",,,"2022-08-10 16:42:42.0",,,
"Missouri State Employees' Retirement System (MOSERS)","Strategic Planning and Governance Committee Meeting","2022-08-19T08:00:00.000","0","0",,"Via GoToMeeting",,"907 Wildwood Drive",,"Jefferson City",,,"http://www.gotomeeting.com/","489 019 085","1","1",,,,"Melissa","Johnson","(573) 632-6193","melissaj@mosers.org","Portions of this meeting may be closed pursuant to Section 610.021 (1)(14)(17)(20)(21) RSMo.",,,"2022-08-16 12:38:50.0",,,"
,  
(38.5738165, -92.2450717)"
"Missouri Dental Board",,"2022-08-19T08:00:00.000","0","0",,"Missouri Council of School Administrators",,"3550 Amazonas Drive",,"Jefferson City",,"65109",,,"0","0",,,,"Sarah","Becker","(573) 751-0040","Sarah.Becker@pr.mo.gov","Portions of the meeting may closed pursuant to Chapters 610.021 (1)(3)(5)(7)(13)(14) and Chapter 324.001.8 and 324.001.9 RSMo.",,,"2022-08-01 19:48:49.0",,,"
,  
(38.589792, -92.25171999999999)"
"Missouri Board for Respiratory Care",,"2022-08-19T10:00:00.000","0","0",,"Division of Professional Registration",,"3605 Missouri Boulevard",,"Jefferson City",,"65109","24623524549@stateofmo.webex.com",,"0","1",,"2462 352 4549",,,,"(573) 522-5864",,"Portions of this meeting may be closed pursuant to Sections 610.021 (1)(3)(5)(7)(13)(14) RSMo. and Sections 324.001.8 and 324.001.9 RSMo.",,,"2022-07-25 18:29:22.0",,,"
,  
(38.581448, -92.252301)"
"Governor's Council on Disability",,"2022-08-19T10:00:00.000","0","0",,"Missouri Behavioral Health Council","CEO Room","221 Metro Drive",,"Jefferson City",,"65101",,,"0","1",,"804 078 831",,"Jessica","Zimmer","(573) 751-2600","Jessica.Zimmer@oa.mo.gov","Meetings may be held virtually by WebEx/Conference call.",,,"2021-11-18 13:36:35.0",,,
"Missouri Board of Therapeutic Massage",,"2022-08-22T09:00:00.000","0","0",,"Division of Professional Registration",,"3605 Missouri Blvd",,"Jefferson City",,,,,"0","0",,,,,,"(573) 522-6277",,"Portions of this meeting may be closed pursuant to Section 610.021 (1)(14) RSMo. and Chapter 324.001.8 and 324.001.9 RSMo.",,,"2022-08-12 19:42:00.0",,,
"Missouri Public Utility Alliance","Missouri Electric Commission Missouri Public Energy Pool Committee Meeting (MoPEP)","2022-08-23T10:00:00.000","0","0",,"Microsoft Teams","Board Room","MPUA Office &amp; Training Center","2200 Maguire Blvd","Columbia",,"65201",,,"1","1",,,,"Konda","Bentley","(573) 445-3279","kbentley@mpua.org","Portions of this meeting may be closed pursuant to Section 610.021 (1)(2) RSMo.",,,"2022-08-18 20:48:45.0",,,
"Missouri Public Utility Alliance","Missouri Electric Commission MoPEP Virtual Ownership Working Group","2022-08-23T11:00:00.000","0","0",,"Microsoft Teams","Board Room","MPUA Office &amp; Training Center","2200 Maguire Blvd","Columbia",,"65201",,,"1","1",,,,"Konda","Bentley","(573) 445-3279","kbentley@mpua.org","Portions of this meeting may be closed pursuant to Section 610.021 (1)(2) RSMo.",,,"2022-08-18 20:49:23.0",,,
"Committee of Psychologists","Discipline SubCommittee","2022-08-23T12:15:00.000","0","0",,"Division of Professional Registration",,"3605 Missouri Boulevard",,"Jefferson City",,"65102",,,"0","1",,,,"Roxy","Brockman","(573) 751-0099","scop@pr.mo.gov","This meeting is closed pursuant to section 610.021 (1)(14) RSMo. and Section 324.001.8 and 324.001.9 RSMo.",,,"2022-06-24 21:44:09.0",,,"
,  
(38.581448, -92.252301)"
"Missouri Technology Corporation","Investment Committee","2022-08-23T12:30:00.000","0","0",,"Via Teleconference","Room 770","301 W. High",,"Jefferson City",,,,,"0","1",,,,"Amy","Steinman","(573) 751-7265",,"Portions of this meeting may be closed pursuant to Section 610.021 RSMo",,,"2022-08-18 20:14:48.0",,,
"Missouri State Board of Accountancy","Board Meeting","2022-08-24T08:00:00.000","0","0",,"Missouri Council of School Administrators","Education and Conference Center","3550 Amazonas Drive",,"Jefferson City",,"65109",,,"0","0",,,,,,"(573) 751-0012",,"Portions of this meeting will be closed pursuant to Section 610.021 (1)(3)(6)(7)(11)(13)(14) RSMo and Section 324.001.8 and 324.001.9 RSMo.",,,"2022-05-18 16:43:58.0",,,"
,  
(38.589792, -92.25171999999999)"
"Missouri State Employees' Retirement System (MOSERS)","Investment Committee Meeting","2022-08-24T08:30:00.000","0","0",,"Via GoToMeeting",,"907 Wildwood Drive",,"Jefferson City",,,"http://www.gotomeeting.com/","606 572 645","1","1",,,,"Melissa","Johnson","(573) 632-6193","melissaj@mosers.org",,,,"2022-08-22 11:58:24.0",,,"
,  
(38.5738165, -92.2450717)"
"Division of Energy","Public Hearing","2022-08-24T10:00:00.000","0","0",,"Via WebEx",,,,,,,,,"0","1",,"2455 040 7758",,,,,,"Public Hearing to provide opportunity for comment regarding the department's application for grid resilience formula funding under Section 40101(d) of the Bipartisan Infrastructure Law.",,,"2022-08-15 16:10:33.0",,,"
,  
(44.5165436, -67.5845034)"
"Office of Women's Health","Pregnancy-Associated Mortality Review","2022-08-24T10:00:00.000","0","0",,"Department of Health and Senior Services via Teleconference",,"920 Wildwood Drive",,"Jefferson City",,"65109",,,"0","0",,,,"Ashlie","Otto","(573) 522-4107",,"This meeting will be closed pursuant to Section 610.021 (5)(14)(16) RSMo, 192.067 RSMo and 42 U.S.C. 290dd-2; 42 C.F.R. Part 2; the Health Insurance Portability and Accountability Act of 1996 as amended (&quot;HIPAA&quot;) and the Standards for Privacy of Individually Identifiable Health Information (HIPAA &quot;Privacy Rule&quot;) found at 45 C.F.R. Parts 160 and 164",,,"2022-08-12 16:39:26.0",,,
"Board of Geologist Registration",,"2022-08-24T10:30:00.000","0","0",,"Division of Professional Registration","Main Conference Room","3605 Missouri Boulevard",,"Jefferson City",,"65102",,,"1","0",,,,"Roxy","Brockman","(573) 526-7625","geology@pr.mo.gov","Portions of this meeting may be closed pursuant to Section 610.021 (1) (3) (5) (7) (13) (14) RSMo. And Chapter 324.001.8 and 324-001.9 RSMo.",,,"2022-04-17 18:59:45.0",,"2022-08-18 13:37:14.0","
,  
(38.581448, -92.252301)"
"Missouri Autism Projects Southeast Parent Advisory Council",,"2022-08-24T10:30:00.000","0","0",,"Zoom Meeting & SEMO University Autism Center",,"611 N. Fountain St.",,"Cape Girardeau",,"63701","https://zoom.us/j/96415492868?pwd=WkxJcHhBa1dBcitvMnVnT0NLYXBKQT09",,"0","1",,"964 1549 2868",,"Roxie","Looney","(573) 472-6528","roxie.looney@dmh.mo.gov","Password:  697624",,,"2022-05-23 20:03:11.0",,,"
,  
(37.3127133, -89.5222958)"
"Missouri Achieving a Better Life Experience Board (MO ABLE)","Board Meeting","2022-08-24T13:30:00.000","0","0",,"Missouri State Capitol","Room 229","201 West Capitol Avenue",,"Jefferson City",,,,,"0","1",,"56327",,,,"(573) 751-2411",,,,,"2022-08-22 12:00:08.0",,,"
,  
(38.578916, -92.17254299999999)"
"Labor and Industrial Relations Commission",,"2022-08-24T14:00:00.000","0","0",,"Via WebEx",,"Department of Labor and Industrial Relations","3315 West Truman Boulevard","Jefferson City",,,,,"1","1",,,,"Karla","Hogg","(573) 751-2461",,"This meeting is closed pursuant to Sections 610.021(1) RSMo.",,,"2022-08-23 11:54:39.0",,,
"Missouri State Board of Accountancy","Board Meeting","2022-08-25T08:00:00.000","0","0",,"Missouri Council of School Administrators","Education and Conference Center","3550 Amazonas Drive",,"Jefferson City",,"65109",,,"0","0",,,,,,"(573) 751-0012",,"Portions of this meeting will be closed pursuant to Section 610.021 (1)(3)(6)(7)(11)(13)(14) RSMo and Section 324.001.8 and 324.001.9 RSMo.",,,"2022-05-18 16:44:29.0",,,"
,  
(38.589792, -92.25171999999999)"
"Missouri State Board of Accountancy","Board Meeting","2022-08-25T08:00:00.000","0","0",,"Missouri Council of School Administrators","Education and Conference Center","3550 Amazonas Drive",,"Jefferson City",,"65109",,,"0","0",,,,,,"(573) 751-0012",,"Portions of this meeting will be closed pursuant to Section 610.021 (1)(3)(6)(7)(11)(13)(14) RSMo and Section 324.001.8 and 324.001.9 RSMo.",,,"2022-07-07 14:25:39.0",,,"
,  
(38.589792, -92.25171999999999)"
"Missouri Air Conservation Commission",,"2022-08-25T09:00:00.000","0","0",,"St. Louis Regional Office","DESE Conference Room","7545 South Lindbergh","Suite 220","St. Louis",,"63125",,,"0","0",,,,"David","Gilmore","(573) 751-4817","david.gilmore@dnr.mo.gov",,"https://dnr.mo.gov/commissions-boards-councils/air-conservation-commission",,"2022-08-05 13:58:55.0",,,"
,  
(38.5161654, -90.2901815)"
"Missouri Public Utility Alliance","Missouri Electric Commission Mid-Missouri Municipal Power Energy Pool Committee (MMMPEP)","2022-08-25T10:00:00.000","0","0",,"Microsoft Teams",,"St. Robert City Hall","194 Eastlaw Ave E","St. Robert",,"65584",,,"1","1",,,,"Konda","Bentley","(573) 445-3279","kbentley@mpua.org","Portions of this meeting may be closed pursuant to Section 610.021 (1)(2) RSMo.",,,"2022-08-23 14:08:05.0",,,
"Missouri Board of Pharmacy","Mail Ballot Notice - Votes due by August 31, 2022","2022-08-25T10:00:00.000","0","0",,"Division of Professional Registration",,"3605 Missouri Boulevard",,"Jefferson City",,"65102",,,"0","0",,,,,,"(573) 751-0093",,"Portions of this meeting will be closed pursuant to Section 610.021 (1)(14) RSMo. and Section 324.001.8 and 324.001.9 RSMo.",,,"2022-08-24 14:16:55.0",,,"
,  
(38.581448, -92.252301)"
"Missouri Seismic Safety Commission",,"2022-08-25T11:00:00.000","0","0",,"SEMA Headquarters","Governor's Conference Room","2302 Militia Drive",,"Jefferson City",,,"https://stateofmo.webex.com/stateofmo/j.php?MTID=m6487e84b06005f27f41a6f10dffa2a74",,"1","1",,"2455 927 5253",,"Jeff","Bridges","(573) 526-9232","Jeff.Briggs@sema.dps.mo.gov","Evaluation links:https://www.dropbox.com/s/c2p575w2x2kk81x/Scott%20Co%20Courthouse%20Tier%201%20Seismic%20Evaluation.pdf?dl=0https://www.dropbox.com/s/4hf38htt9wlezmo/Scott%20CO%20Sheriff-Jail-EOC%20Tier%201%20Seismic%20Report.pdf?dl=0https://www.dropbox.com/s/nefwaj8vsar6i41/Stoddard%20Co%20Ambulance%20District%20Tier%201%20Eval%20Report%207-27-22.pdf?dl=0",,,"2022-08-16 12:36:03.0",,,"
,  
(38.5526044, -92.07515939999999)"
"Board of Private Investigator and Private Fire Investigator Examiners",,"2022-08-26T09:30:00.000","0","0",,"Division of Professional Registration","Main Conference Room","3605 Missouri Boulevard",,"Jefferson City",,"65102",,,"0","0",,,,"Roxy","Brockman","(573) 522-7744","pi@pr.mo.gov","Portions of this meeting may be closed pursuant to Section 610.021 (1) (3) (5) (7) (13) (14) RSMo. And Chapter 324.001.8 and 324.001.9 RSMo.",,,"2022-04-12 17:44:03.0",,,"
,  
(38.581448, -92.252301)"
"Missouri Technology Corporation","Executive Committee","2022-08-26T15:30:00.000","0","0",,"Via Teleconference","Room 770","301 W. High",,"Jefferson City",,,,,"0","1",,,,"Amy","Steinman","(573) 751-7265",,"Portions of this meeting may be closed pursuant to Section 610.021 RSMo",,,"2022-08-22 14:57:58.0",,,
"Missouri Housing Development Commission","Affordable Housing Cost Increase Committee","2022-08-29T14:00:00.000","0","0",,"Via Conference Call",,,,,,,,,"0","1",,"264716",,"Samantha","Gamble-Kintz","(816) 759-6636","skintz@mhdc.com","KC 816-897-0010 / St Louis 314-627-1157 / Access code 264716",,,"2022-08-25 19:53:06.0",,,"
,  
(44.5165436, -67.5845034)"
"Behavior Analyst Advisory Board",,"2022-08-30T10:00:00.000","0","0",,"Division of Professional Registration",,"3605 Missouri Boulevard",,"Jefferson City",,"65102",,,"1","0",,,,"Roxy","Brockman","(573) 526-5804","ba@pr.mo.gov","Portions of this meeting may be closed pursuant to Section 610.021 (1) (3) (5) (7) (13) (14) RSMo. And Chapter 324.001.8 and 324-001.9 RSMo.",,,"2022-08-24 20:48:22.0",,"2022-08-25 17:49:37.0","
,  
(38.581448, -92.252301)"
"Public Notice of Open Hearing",,"2022-08-30T10:00:00.000","0","0",,"Lewis and Clark State Office Building","Independence Creek Conference Room","1101 Riverside Drive",,"Jefferson City",,"65102",,,"0","0",,,,"Darren","Bridges","(573) 751-3409",,"Director of the Department of Public Safety vs. John D. Ratley",,,"2022-08-12 12:23:38.0",,,"
,  
(38.569501, -92.1554888)"
"State Workforce Development Board",,"2022-08-31T09:00:00.000","0","0",,"Oasis Hotel and Convention Center","Fiji Meeting Room","2546 North Glenstone Avenue",,"Springfield",,,,,"0","0",,,,"Yvonne","Wright","(573) 751-3300","Yvonne.Wright@dhewd.mo.gov",,,,"2022-08-05 14:15:13.0",,,
"Missouri Public Utility Alliance","Missouri Electric Commission - Lineworker Advisory Committee","2022-08-31T11:00:00.000","0","0",,"MPUA Training Center",,"2100 Maguire Blvd.",,"Columbia",,"65201",,,"0","0",,,,,,"(573) 445-3279",,,,,"2022-08-24 17:55:02.0",,,
"Missouri's 529 Education Plan (MOST)","Board Meeting","2022-08-31T13:30:00.000","0","0",,"Governor Office Building & Conference Call","Room 315","200 Madison Street",,"Jefferson City",,"65101","https://bit.ly/3SZWyFj",,"0","1",,"275 142 083 #",,,,"(573) 526-6024",,,,,"2022-08-25 19:48:52.0",,,"
,  
(38.577177, -92.170304)"
"Committee of Psychologists","Credentials Sub-Committee","2022-08-31T16:30:00.000","0","0",,"Division of Professional Registration",,"3605 Missouri Boulevard",,"Jefferson City",,"65102",,,"0","1",,,,"Roxy","Brockman","(573) 751-0099","scop@pr.mo.gov","This meeting is closed pursuant to section 610.021 (1)(14) RSMo. and Section 324.001.8 and 324.001.9 RSMo.",,,"2022-06-24 21:41:29.0",,,"
,  
(38.581448, -92.252301)"
"Missouri Statewide Interoperability Executive Committee Meeting",,"2022-09-07T10:00:00.000","0","0",,"Via WebEx",,,,,,,"https://stateofmo.webex.com/stateofmo/j.php?MTID=m301a63084407b5c6732013e35bc1ebda",,"1","1",,"2459 705 8819",,,,"(573) 522-1714",,"Password: wRQKm2ppF88 / +1-312-535-8110 United States Toll (Chicago) / Access Code: 2459 705 8819",,,"2022-08-25 11:18:42.0",,,"
,  
(44.5165436, -67.5845034)"
"Missouri Weatherization Policy Advisory Council",,"2022-09-07T14:00:00.000","0","0",,"Lewis and Clark State Office Building","Gasconade Camp Conference Rooms","1101 Riverside Drive",,"Jefferson City",,"65101",,,"0","0",,,,,,"(573) 526-7848",,,,,"2022-08-22 15:55:02.0",,,"
,  
(38.5695013, -92.15548869999999)"
"Dam and Reservoir Safety Council",,"2022-09-08T10:00:00.000","0","0",,,,"111 Fairgrounds Road",,"Rolla",,"65401",,,"0","0",,,,"Cara","Blevins","(573) 368-2175","Cara.Blevins@dnr.mo.gov",,,,"2022-07-12 15:08:55.0",,,"
,  
(37.9451461, -91.7873569)"
"Governor's Organ Donation Advisory Committee Meeting",,"2022-09-09T09:30:00.000","0","0",,"Department of Health and Senior Services & WebEx","Dogwood Conference Room","920 Wildwood Drive",,"Jefferson City",,,,,"1","1",,,,"Angela","Hammen","(573) 522-2861","Angela.Hammen@health.mo.gov",,,,"2022-08-04 11:53:14.0",,,"
,  
(38.5723201, -92.2471939)"
"Utilities and Energy Industries Stakeholder Meeting",,"2022-09-09T10:00:00.000","0","0",,"Lewis and Clark State Office Building","LaCharrette Conference Room","1101 Riverside Drive",,"Jefferson City",,"65101",,,"0","0",,,,"Melissa","Newman","(573) 751-3195",,,"https://dnr.mo.gov/about-us/forums-stakeholder-workgroups/modnr",,"2021-10-08 19:36:06.0",,,"
,  
(38.5695013, -92.15548869999999)"
"Missouri Autism Projects Missouri Parent Advisory Committee",,"2022-09-09T12:00:00.000","0","0",,"WebEx Call",,,,,,,"https://stateofmo.webex.com/stateofmo/j.php?MTID=m1f3b79645f9958e7c6e904b9f68df9a0",,"0","1",,"2465 190 1187",,"Katherine","Pigg","(417) 895-6589","Katherine.Pigg@dmh.mo.gov","Password: MAC",,,"2022-01-24 16:49:57.0",,,"
,  
(44.5165436, -67.5845034)"
"Public Notice of Open Hearing",,"2022-09-12T13:30:00.000","0","0",,"Lewis and Clark State Office Building","Independence Creek Conference Room","1101 Riverside Drive",,"Jefferson City",,"65102",,,"0","0",,,,"Darren","Bridges","(573) 751-3409",,"Director of the Department of Public Safety vs. Jonathan R. Senf",,,"2022-08-23 20:10:44.0",,,"
,  
(38.569501, -92.1554888)"
"Missouri Autism Projects Central Parent Advisory Council",,"2022-09-12T17:30:00.000","0","0",,"Easter Seals",,"918 Bernadette Drive",,"Columbia",,"65203","https://zoom.us/j/93402613446?pwd=d1ZUUHNrdCs1aWt3WHVIVnhRZVBCdz09","934 0261 3446","0","1",,"934 0261 3446",,"Darcy","Armstrong","(573) 441-6289","darcy.armstrong@dmh.mo.gov","Notes: Passcode: 273837 / Find your local number: https://zoom.us/u/adOHHntDos",,,"2021-10-13 19:43:45.0",,,"
,  
(38.8996376, -92.4406387)"
"Missouri Children's Division","HB 1414 Response and Evaluation Team Monthly Meeting","2022-09-13T13:00:00.000","0","0",,"Via WebEx",,,,,,,,,"0","1",,"2452 685 0589",,"Kayla","Ueligger","(816) 387-2036","kayla.d.ueligger@dss.mo.gov","Meeting password: 3deW8TmAV3P",,,"2022-02-28 16:22:22.0",,,"
,  
(44.5165436, -67.5845034)"
"Missouri Autism Projects Northwest Parent Advisory Council",,"2022-09-13T18:30:00.000","0","0",,"Kansas City Regional Office & Via WebEx",,"821 East Admiral Blvd",,"Kansas City",,"64106","https://stateofmo.webex.com/stateofmo/j.php?MTID=m926582d4d3be6d226b59a4e81bd95333",,"0","1",,"2456 769 6055",,"Denise","Trecker","(816) 889-3454","Denise.Trecker@dmh.mo.gov","Password: 9fbPsikuN36",,,"2021-12-20 12:38:05.0","IN PERSON MEETING ADDRESS ADDED","2022-04-19 11:57:54.0",
"Missouri Autism Projects Southwest Parent Advisory Council",,"2022-09-13T18:30:00.000","0","0",,"Via WebEx",,,,,,,"https://stateofmo.webex.com/stateofmo/j.php?MTID=m28a249f723c1b6c6c459ad376a256ef3",,"1","1",,"2463 006 1909",,"Matt","Waggoner","(417) 629-3576","matt.waggoner@dmh.mo.gov","Meeting password: bWYYw7uPT57",,,"2022-01-25 19:33:24.0",,,"
,  
(44.5165436, -67.5845034)"
"Committee of Psychologists",,"2022-09-15T08:30:00.000","0","0",,"DoubleTree by Hilton",,"2431 N Glenstone Ave",,"Springfield",,"65803",,,"0","0",,,,"Roxy","Brockman","(573) 751-0099","scop@pr.mo.gov","Portions of this meeting may be closed pursuant to Section 610.021 (1) (3) (5) (7) (13) (14) RSMo. And Chapter 324.001.8 and 324.001.9 RSMo.",,,"2022-04-11 20:19:38.0",,,
"Missouri State Board of Cosmetology and Barber Examiners",,"2022-09-19T08:00:00.000","0","0",,"Division of Professional Registration",,"3605 Missouri Boulevard",,"Jefferson City",,"65102",,,"0","0",,,,,,"(573) 751-1052",,"Portions of this meeting will be closed pursuant to Sections 610.021 (1)(3)(5)(7)(13)(14) RSMo and Section 324.001.8 and 324.001.9 RSMo.",,,"2021-11-18 18:04:31.0",,,"
,  
(38.581448, -92.252301)"
"Elementary and Secondary Education","Early Childhood State Advisory Council","2022-09-20T12:30:00.000","0","0",,"Jefferson State Office Building","1st Floor","205 Jefferson Street, 1st Floor",,"Jefferson City",,"65101","https://livestream.com/modese/ecadvisory",,"0","0",,,,,,"(573) 751-3469","communications@dese.mo.gov","Public seating in the board room will be socially distanced and therefore limited. Seats will be available on a first come, first served basis when the doors to the room open 30 minutes prior to the meeting. In lieu of attending the meeting in person, the public may view the slide deck being presented and listen to the discussion via the meeting livestream",,,"2022-08-16 13:58:13.0",,,
"Missouri Agricultural & Small Business Development Authority","Board Meeting","2022-09-21T08:15:00.000","0","0",,"Department of Agriculture",,"1616 Missouri Boulevard",,"Jefferson City",,"65109",,,"0","0",,,,"Danielle","Weed","(573) 522-2446",,"Portions of this meeting may be closed pursuant to Section 610.021 (1)(3)(14)(15)(17) RSMo and Chapter 348.181 RSMo",,,"2022-08-18 14:33:33.0",,,"
,  
(38.5805528, -92.19748969999999)"
"Missouri Food Security Task Force",,"2022-09-23T10:00:00.000","0","0",,"Via WebEx",,,,,,,"https://stateofmo.webex.com/stateofmo/j.php?MTID=md8ecc10e11679d4e43c05e2464c8202e",,"1","1",,"2452 103 0216",,"Danyelle","High","(573) 751-1908",,"Meeting password: wiMWfMim285",,,"2022-08-04 19:29:34.0",,,"
,  
(44.5165436, -67.5845034)"
"Missouri Eating Disorders Council Meeting",,"2022-09-26T11:00:00.000","0","0",,"WebEx Call",,,,,,,,,"0","1",,,,"Lori","Franklin",,"Lori.Franklin@dmh.mo.gov",,,,"2021-12-14 17:57:12.0",,,"
,  
(44.5165436, -67.5845034)"
"Missouri Autism Projects Southeast Parent Advisory Council",,"2022-09-28T10:30:00.000","0","0",,"Zoom Meeting & SEMO University Autism Center",,"611 N. Fountain St.",,"Cape Girardeau",,"63701","https://zoom.us/j/96415492868?pwd=WkxJcHhBa1dBcitvMnVnT0NLYXBKQT09",,"0","1",,"964 1549 2868",,"Roxie","Looney","(573) 472-6528","roxie.looney@dmh.mo.gov","Password:  697624",,,"2022-05-23 20:03:51.0",,,"
,  
(37.3127133, -89.5222958)"
"State Advisory Council",,"2022-10-05T10:00:00.000","0","0",,"WebEx Call",,,,,,,,,"0","1",,,,"Lori","Franklin",,"Lori.Franklin@dmh.mo.gov","Meeting is open, please contact Lori Franklin to receive an invite to the WebEx call.",,,"2021-12-14 18:01:46.0",,,"
,  
(44.5165436, -67.5845034)"
