"epa_id","company","phone","expires","tran_id","services","mailcity","state","mailzip","website","location_1"
"CAD982523433","DILLARD TRUCKING INC
DILLARD ENVIRONMENTAL SERVICES","925-634-6850","2022-01-31T00:00:00.000","352045","2, 3, 4, 5, 6, 8, 9, B","BYRON","CA","94514","dillardenv.com","PO BOX 579"
"INR000123497","TRADEBE TRANSPORTATION LLC","219-354-2472","2022-07-30T00:00:00.000","446276","2, 3, 4, 5, 6, 8, 9, B, UO","EAST CHICAGO","IN","46312","www.Tradebeusa.com","4343 KENNEDY AVE"
"IND984868406","NEIER INC","317-222-6346","2022-01-26T00:00:00.000","394563","2, 3, 4, 5, 6, 8, 9, B, UO","COATESVILLE","IN","46121","http://neierinc.com/","PO BOX 151"
"ALD983167891","TCI OF ALABAMA LLC","205-338-9997","2022-05-11T00:00:00.000","1785370","6, 9, PCB, UO","PELL CITY","AL","35125","www.tcialabama.com","101 PARKWAY EAST"
"MOD064660194","ENVIRONMENTAL MANAGEMENT ALTERNATIVES INC","314-785-6425","2022-06-29T00:00:00.000","1040498","2, 3, 4, 5, 6, 8, 9, B, IW","ST LOUIS","MO","63132","www.ema-env.com","10627 MIDWEST INDUSTRIAL BLVD"
"KSR000508168","Dupree Testing Service Inc","620-663-2708","2021-11-30T00:00:00.000","1875317","3, B, UO","HUTCHINSON","KS","67501","dupreetesting.com","1003 COREY ROAD"
"ILR000169029","DANIELS SHARPSMART INC","312-546-8933","2022-07-01T00:00:00.000","1295076","6, B, IW","CHICAGO","IL","60604","danielsinternational.com","111 WEST JACKSON BLVD SUITE 720"
"OKD987093424","A CLEAN ENVIRONMENT COMPANY","580-668-2347","2022-05-03T00:00:00.000","427033","2, 3, 5, 6, 8, B, UO","WILSON","OK","73463","www.acleanenvironment.net","PO BOX 40"
"MOR000533562","MID AMERICA WASTE SOLUTIONS LLC","417-358-3599","2022-07-13T00:00:00.000","1891628","1, 2, 3, 4, 5, 6, 8, 9, B, UO","CARTHAGE","MO","64836","midamenv.com","PO BOX 737"
"MAC300016672","TRIUMVIRATE ENVIRONMENTAL INC","617-628-8098","2021-10-30T00:00:00.000","361305","2, 4, 5, 6, 8, 9, B, IW, UO","SOMERVILLE","MA","02143","www.triumvirate.com","200 INNER BELT RD"
"MOR000533919","LIBERTY ENVIRONMENTAL AND RECYCLING LLC","573-225-8547","2022-08-01T00:00:00.000","1898491","9, UO","MILLERSVILLE","MO","63766",,"200 W CEDAR HILLS DRIVE"
"CAD066151648","THOMAS GRAY AND ASSOCIATES INC","714-997-8090","2021-12-21T00:00:00.000","171376","2, 3, 4, 5, 6, 7, 8, 9, B, UO","ORANGE","CA","92868","www.tgainc.com","1205 W BARKLEY AVE"
"NC0000942144","SHAMROCK ENVIRONMENTAL CORPORATION","336-375-1989","2022-08-29T00:00:00.000","576512","3, 8, 9, B","BROWNS SUMMIT","NC","27214","shamrockenviro.com","6106 CORPORATE PARK DR."
"OKR000018200","MATRIX SERVICE INC","816-728-4855","2022-07-21T00:00:00.000","886183","3, 8, B","TULSA","OK","74135","www.matrixservicecompany.com","5100 E SKELLY DRIVE STE 700"
"PAR000524041","US ENVIROMENTAL INCORPORATED","610-518-5800","2021-12-09T00:00:00.000","888666","1, 2, 3, 4, 5, 6, 8, 9, B, UO","DOWNINGTOWN","PA","19335","usenv.com","409 BOOT ROAD"
"PAR000521740","AMERICAN TRANSPORTATION SOLUTIONS LLC","724-933-4100","2021-09-04T00:00:00.000","2578257","2, 3, 4, 5, 6, 8, 9, B, UO","SEVEN FIELDS","PA","16046","atstrucks.com","310 SEVEN FIELDS BLVD SUITE 210"
"CAR000172460","ENVIRONMENTAL LOGISTICS INC","909-546-1354","2022-09-08T00:00:00.000","1552681","1, 2, 3, 4, 5, 6, 8, 9, B, IW, UO","BLOOMINGTON","CA","92316","www.environmentallogistics.org","140 W MONTE AVENUE"
"MIR000022772","US INDUSTRIAL TECHNOLOGIES INC","734-462-4100","2022-04-30T00:00:00.000","1133170","2, 3, 4, 5, 6, 8, 9, B, UO","LIVONIA","MI","48150","usitcorp.com","12000 GLOBE STREET"
"ALR000034231","AMERICAN REMEDIATION & ENVIRONMENTAL INC","251-679-6900","2022-05-15T00:00:00.000","1134376","9, B","SARALAND","AL","36571","www.americanenvinc.com","PO BOX 570"
,"MEDASSURE HEARTLAND LLC","732-228-8681","2021-08-17T00:00:00.000","2361403","IW","Lakewood","NJ","08701","www.medassureservices.com","920 East County Line Road"
"ILR000144600","PORACKY AND ASSOCIATES  DBA
TURN-KEY ENVIRONMENTAL","815-929-9440","2022-02-28T00:00:00.000","1683810","9, B","KANKAKEE","IL","60901","http://tkenv.com","1220 HARVARD DRIVE"
"IDR000205625","STEVE FORLER TRUCKING INC","208-342-2145","2021-11-26T00:00:00.000","387872","2, 4, 5, 6, 8, 9, B","BOISE","ID","83705",,"PO BOX 5327"
"MND985688167","JADE TRANSPORT LTD","204-233-3566","2022-06-02T00:00:00.000","348071","3, 8, 9, B, UO","WINNIPEG","MB","R2J0G","JADETRANSPORT.COM","963 DUGALD ROAD"
"ILR000176347","NEWMAN CARRIERS INC","618-656-5095","2022-09-21T00:00:00.000","2194823","3, 6, 8, 9, B","EDWARDSVILLE","IL","62025","newmancarriers.com","PO BOX 309"
"INR000005173","T F BOYLE TRANSPORTATION INC","800-343-2004","2022-08-08T00:00:00.000","111440","1, 4, 6, 8, B","BILLERICA","MA","01821","www.boyletransport.com","15 RIVERHURST RD"
"MOR000550718","ALTORFER INC","319-365-0551","2022-01-07T00:00:00.000","96519","9, UO","CEDAR RAPIDS","IA","52404","www.altorfer.com","2600 6TH ST SW"
"CAR000070540","ADVANCED CHEMICAL TRANSPORT INC","408-548-5050","2022-01-28T00:00:00.000","1607894","3, 4, 6, 8, B, IW","SUNNYVALE","CA","95133","www.advancedchemical.net","967 MABURY ROAD"
"COR000224279","BELLIO ENVIRONMENTAL SERVICES AND TRANSPORTATION LLC
BEST","303-426-9629","2021-10-18T00:00:00.000","2065575","9, B, UO","DENVER","CO","80216","belliotrucking.com","777 WEST 62ND AVENUE"
"MOD050227610","LEESER TX INC","573-769-2227","2021-09-06T00:00:00.000","66011","3, 8, 9, B","PALMYRA","MO","63461","www.leesertx.com","6985 COUNTY ROAD 326"
"WIR000140988","ERC Midwest Carriers LLC","414-803-1678","2022-05-20T00:00:00.000","2187991","2, 3, 4, 5, 8, 9, B, UO","WEST ALLIS","WI","53214","eliteenvironmentalcorp.com","360 C SOUTH CURTIS ROAD"
"MAC300006038","GOULET TRUCKING INC","413-665-1323","2022-07-27T00:00:00.000","141707","9, B","SOUTH DEERFIELD","MA","01373","goulettrucking.com","PO BOX 259"
"ALR000044743","SPECTRUM INDUSTRIAL SERVICES LLC","205-664-2000","2021-08-30T00:00:00.000","734047","2, 3, 4, 5, 6, 8, 9, B, UO","ALABASTER","AL","35007","SPECENVIRO.COM","85 SPECTRUM COVE"
"PAR000521740","AES ASSET ACQUISITION CORPORATION","724-933-4100","2022-09-04T00:00:00.000","2578257","3, 4, 6, 8, 9, B, PCB, UO","SEVEN FIELDS","PA","16046",,"310 SEVEN FIELDS BLVD SUITE 210"
"ALR000056689","ACTION ENVIRONMENTAL LLC","918-426-2421","2022-01-24T00:00:00.000","1028827","2, 3, 4, 5, 6, 8, 9, B, UO","BIRMINGHAM","AL","35203","www.actn.com","204 20TH ST NORTH"
"ILR000189977","Hazardous Waste Haulers Inc","708-263-0756","2021-09-24T00:00:00.000","2577929","3, 4, 5, 6, 8, 9, B, UO","Tinley Park","IL","60477","www.hazardouswastehaulers.com","7305 Duvan Dr"
"WIR000142877","ENVIRO-SAFE TRANSPORTATION LLC dba Enviro-safe Resource Recovery","262-790-2500","2022-05-21T00:00:00.000","2322446","3, 4, 5, 8, 9, B","GERMANTOWN","WI","53022","enviro-safe.com","W 130 N10500 Washington Drive"
"TXR000081656","HAZMAT ENVIRONMENTAL SERVICES INC","909-553-4506","2022-06-27T00:00:00.000","2476832","3, 4, 6, 8, B, PCB","Colton","TX","92324",,"PO BOX 1607"
"MOR000542274","Valicor Environmental Services LLC","256-690-4871","2022-02-10T00:00:00.000","200613","B, UO","Saint Louis","OH","63120","valicor.com","5450 Brown Avenue"
"OKR000031492","Basin Transportation LLC","918-558-2986","2022-02-11T00:00:00.000","2559935","3, 4, 8, B","McAlester","OK","74502",,"PO BOX 1917"
"OHR000163212","AST Enterprises Inc.","937-790-0713","2022-03-10T00:00:00.000","946852","9, B, UO","Springboro","OH","45066",,"70 Commercial Way"
"MIR000037697","EARTH SMART ENVIRONMENTAL SOLUTIONS, LLC","303-907-4362","2021-11-29T00:00:00.000","2130223","2, 3, 4, 5, 6, 8, 9, B, IW","WINTER GARDEN","FL","34787","es2connection.us","232 S DILLARD STREET SUITE 230"
"KSR128383734","DOUG BRADLEY TRUCKING INC.","785-826-9681","2022-01-08T00:00:00.000","214440","8, 9, B","SALINA","KS","67401","dougbradleytrucking.com","680 EAST WATER WELL ROAD"
"TXR000061283","TAS ENVIRONMENTAL SERVICES LP","817-535-7222","2021-09-20T00:00:00.000","1290854","2, 3, 4, 5, 6, 7, 8, 9, B, IW","FT WORTH","TX","76119","WWW.TASLP.COM","3929 CALIFORNIA PARKWAY EAST"
"KYR000071886","Medical Waste Services LLC of KY","855-880-7008","2021-10-23T00:00:00.000","2779893","B, IW","Ashland","KY","41105",,"P.O. Box 2558"
"TXR000083186","SCHST Inc.
DBA Space City Services","281-622-0644","2021-12-27T00:00:00.000","593350","3, 8, 9, B","Houston","TX","77105","www.spacecitytx.com","12605 East FWY Suite 301"
"PAD014146179","ELDREDGE INC","610 436-4749","2022-01-25T00:00:00.000","237431","2, 4, 5, 6, 8, 9, B, UO","WEST CHESTER","PA","19380","www.eldredgeinc.com","898 FERN HILL ROAD"
,"MEDICAL WASTE SERVICES LLC","870-427-6017","2021-10-10T00:00:00.000","1876210","IW","HARRISON","AR","72601","https://medicalwasteservices.org","11995 HIGHWAY 62E"
"PAR000504944","ALPONT TRANSPORTATION LLC","724-981-3771","2022-01-24T00:00:00.000","819614","3, 4, 5, 8, 9, B, UO","HERMITAGE","PA","16148","Alpont.com","2797 FREEDLAND ROAD"
"OKD089762900","UNITED PETROEUM TRANSPORTS INC. DBA Oklahoma Tank Lines","405-670-8929","2022-05-28T00:00:00.000","185040","9, B, UO","Oklahoma City","OK","73129","www.oti-upt.com","4312 South Georgia Place"
"ALR000056804","US Army - CBRNE Analytical Remediation Activity","501-240-4700","2022-06-18T00:00:00.000","88","1, 2, 3, 5, 6, 7","Redstone Arsenal","AL","35808",,"Building 5671 Stewart Road"
