"company_name","ban","cgdc","rd","substance_abuse","lcsw","lpc","mft","lmsw","plpc","psychiatric_nurse_practitioner","psychiatrist","psychologist","alcohol_and_substance_abuse","anger_management","child_adolescent","compulsive_gambling","domestic_violence","eating_disorder","faith_based","family_marriage","general_mental_health","post_traumatic_stress","sexual_assault","suicide_prevention","traumatic_brain_injury","telehealth","website","phone_number","zip_code","country","tricare","military_culture","admin_notes","location_1","suite_no"
"Daniel Robb, LPC","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","Yes","www.breakthroughbehavioralcare.com","6362197524","63301","United States","No","Not yet, but I would like to work with the military community",,"3115 Elm Street
St. Charles, Missouri 63301
(38.804836, -90.508584)",
"Dr. Lena Pearlman & Associates","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","http://www.STLmentalhealth.com","3149421147","63141","United States","No","Not yet, but I would like to work with the military community",,"655 Craig Rd
Creve Coeur, Missouri 63141
(38.667708, -90.437046)","Suite 300"
"Valley Hope","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","http://valleyhope.org","6608826547","65233","United States","Yes","Not yet, but I would like to work with the military community",,"1415 W Ashley Rd
Boonville, Missouri 65233
(38.952769, -92.765047)",
"North Central Missouri Mental Health Center","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","http://www.ncmmh.org/index.html","6603594487","63556","United States","No","Not yet, but I would like to work with the military community",,"220 E 3rd Street
Milan, Missouri 63556
(40.201953, -93.124259)",
"Price Counseling, LLC","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",,"4172071026","65714","United States","No","Not yet, but I would like to work with the military community",,"202 S. West St
Nixa, Missouri 65714
(37.041641, -93.303441)","Suite 4"
"FCC Behavioral Health","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://fccinc.org/","5733335875","63830","United States","Yes","Not yet, but I would like to work with the military community",,"915 MO-84
Caruthersville, Missouri 63830
(36.198492, -89.664502)",
"Compass Health Network","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://compasshealthnetwork.org/","8448538937","65301","United States","Yes","Not yet, but I would like to work with the military community",,"1700 West Main Street
Sedalia, Missouri 65301
(38.714181, -93.24756)",
"Insightful Life Therapist Services","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",,"3147306787","63129","United States","No","Not yet, but I would like to work with the military community",,"4121 Union Road
St. Louis, Missouri 63129
(38.507958, -90.334484)","Suite 225"
"John J. Pershing Veterans' Administration Medical Center","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","https://www.va.gov/poplar-bluff-health-care/locations/john-j-pershing-veterans-administration-medical-center/","8885578262","63901","United States","Yes","Yes, I have training in military culture",,"1500 North Westwood Boulevard
Poplar Bluff, Missouri 63901
(36.772052, -90.418392)",
"MO DHSS Brain Injury Service Coordinator","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","https://health.mo.gov/living/families/shcn/ahi.php","6362821010","63050","United States","No","Not yet, but I would like to work with the military community",,"405 Main St
Hillsboro, Missouri 63050
(38.232334, -90.565069)",
"Shara McGlothan, LLC","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Yes","http://sharamcglothan.com","8169747025","64105","United States","No","Yes, I have served in the military",,"107 West 9th st
Kansas City, Missouri 64105
(39.10358, -94.58451)","Suite 322"
"Preferred Family Healthcare (Adolescent)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","http://pfh.org/","3147297050","63128","United States","Yes","Not yet, but I would like to work with the military community",,"10024 Office Center Ave
St. Louis, Missouri 63128
(38.522284, -90.363754)","Suite 100"
"HI - TECH CHARITIES","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes",,"3143895737","63112","United States","No","Not yet, but I would like to work with the military community",,"5920 Dr. Martin Luther King Drive
St. Louis, Missouri 63112
(38.674024, -90.28326)",
"College Skyline Center","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","http://collegeskyline.com","4177821443","64801","United States","Yes","Not yet, but I would like to work with the military community",,"1230 North Duquesne Road
Joplin, Missouri 64801
(37.102326, -94.459339)",
"GGA Associates","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes",,"3148453502","63132","United States","Yes","Yes, I have training in military culture",,"9378 Olive Blvd
St. Louis, Missouri 63132
(38.67359, -90.374705)","Suite 204"
"Arthur Center Behavioral Health","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","www.aurthercenter.com","5736423215","65251","United States",,"Not yet, but I would like to work with the military community",,"581 Commons Drive
Fulton, Missouri 65251
(38.831252, -91.961945)",
"Associated Counseling Services Inc","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","http://associatedcounselingservices.org","5733357929","63701","United States","Yes","Yes, I have training in military culture",,"1021 Kingsway Dr.
Cape Girardeau, Missouri 63701
(37.321204, -89.557621)","Suite 3"
"University Health Behavioral Health Lakewood Counseling","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","www.universityhealthkc.org/services/behavioral-health/","8164046170","64063","United States","Yes","Not yet, but I would like to work with the military community",,"300 SE 2nd Street
Lee's Summit, Missouri 64063
(37.970399, -90.052446)","Suite 100"
"Linda G. Smith, MA","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","No","http://lindagsmith.com/","6607479242","64093","United States","No","Not yet, but I would like to work with the military community",,"123 E Gay
Warrensburg, Missouri 64093
(38.766312, -93.739289)","Suite S4"
"Vet Center-Kansas City","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","https://www.va.gov/find-locations/facility/vc_0408V","8167531866","64112","United States","Yes","Yes, I have training in military culture",,"4800 Main Street
Kansas City, Missouri 64112
(39.039001, -94.587132)","Suite 107"
"Family Guidance Center","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","http://fgcnow.org/","8166326161","64429","United States","Yes","Not yet, but I would like to work with the military community",,"101 W 3rd St.
Cameron, Missouri 64429
(39.740961, -94.238665)",
"Kansas City VA Medical Center","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","https://www.va.gov/kansas-city-health-care/locations/kansas-city-va-medical-center/","8168614700","64128","United States","Yes","Yes, I have training in military culture",,"4801 Linwood Boulevard
Kansas City, Missouri 64128
(39.067261, -94.527771)",
"Warrensburg VA Clinic","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.va.gov/kansas-city-health-care/locations/warrensburg-va-clinic/","8168614700","64093","United States","Yes","Yes, I have training in military culture",,"702 East Young Street
Warrensburg, Missouri 64093
(38.772186, -93.719497)",
"Life Counseling Centers","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","http://Lifecounselingcenters.com","3147208730","63141","United States","No","Yes, I have served in the military",,"655 Craig Rd
Creve Coeur, Missouri 63141
(38.667709, -90.437047)","Suite 336"
"Burrell Behavioral Health (Building A)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://www.burrellcenter.com/","4177615000","65804","United States","Yes","Not yet, but I would like to work with the military community",,"1300 E. Bradford Parkway
Springfield, Missouri 65804
(37.146085, -93.275022)",
"Health and Healing, LLC","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No",,"6603950180","63552","United States","Yes","Not yet, but I would like to work with the military community",,"303 Weller St
Macon, Missouri 63552
(39.750842, -92.468596)",
"MO DHSS Brain Injury Service Coordinator","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","https://health.mo.gov/living/families/shcn/ahi.php","5737832747","63645","United States","No","Not yet, but I would like to work with the military community",,"806 W College Ave
Fredericktown, Missouri 63645
(37.558159, -90.304426)",
"Southeast Missouri Behavioral Health","No","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes","No","http://www.semobh.org","5733648511","65401","United States","No","Not yet, but I would like to work with the military community",,"1051 Kingshighway
Rolla, Missouri 65401
(37.944251, -91.785634)","Suite 505"
"MO DHSS Brain Injury Service Coordinator","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","https://health.mo.gov/living/families/shcn/ahi.php","5736362181","65109","United States","No","Not yet, but I would like to work with the military community",,"3400 W. Truman Blvd
Jefferson City, Missouri 65109
(38.591516, -92.246108)",
"CarePoint Christian Counseling","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","http://www.CarePointCounseling.com","3148228888","63122","United States","No","Not yet, but I would like to work with the military community",,"12166 Old Big Bend Road
Kirkwood, Missouri 63122
(38.56938, -90.433648)","Suite 204"
"Right Road Counseling, LLC","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","http://www.rightroadcounseling.com","5736163007","65109","United States","No","Not yet, but I would like to work with the military community",,"1803 Sun Valley Drive
Jefferson City, Missouri 65109
(38.556564, -92.200642)","Suite A"
"Epic Counseling Group","No","No","No","No","No","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","http://epiccounselinggroup.com","8166223171","64057","United States","Yes","Yes, I have training in military culture",,"4200 Little Blue Parkway
Independence, Missouri 64057
(39.037549, -94.342082)","Suite 360"
"Nevada VA Clinic","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.va.gov/kansas-city-health-care/locations/nevada-va-clinic/","8168614700","64772","United States","Yes","Yes, I have training in military culture",,"322 South Prewitt Street
Nevada, Missouri 64772
(37.836604, -94.376131)",
"Compassion Counseling","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",,"4174134048","65706","United States","No","Not yet, but I would like to work with the military community",,"777 West Jackson St
Marshfield, Missouri 65706
(37.337469, -92.91743)","Suite A"
"Jean E. Moretto, Inc","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","http://walterswalk.com","3147312433","63042","United States","No","Yes, I have training in military culture",,"737 Dunn Road
Hazelwood, Missouri 63042
(38.782166, -90.374177)",
"BASIC","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","http://www.basicinc.org/","3146219009","63118","United States","No","Not yet, but I would like to work with the military community",,"3654 S. Grand Blvd
St. Louis, Missouri 63118
(38.590315, -90.243708)",
"Clayton Lessor, PhD, LPC","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","http://Claytonlessor.com","3146401553","63123","United States","Yes","Yes, I have served in the military",,"8820 Pardee Rd
St. Louis, Missouri 63123
(38.562609, -90.358468)",
"North Central Missouri Mental Health Center","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","http://www.ncmmh.org/index.html","6603594487","64424","United States","No","Not yet, but I would like to work with the military community",,"4114 Miller
Bethany, Missouri 64424
(40.264859, -94.010467)",
"Casondra M. Foster, MS LPC","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes",,"8165477119","64134","United States","No","Not yet, but I would like to work with the military community",,"9725 Harvard Avenue
Kansas City, Missouri 64134
(38.945404, -94.453498)",
"Preferred Family Healthcare","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","http://pfh.org/","3148990846","63108","United States","Yes","Not yet, but I would like to work with the military community",,"4928 Delmar Blvd
St. Louis, Missouri 63108
(38.650875, -90.258241)",
"Westridge Counseling LLC","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","http://westridgecounseling.com","6364587595","63040","United States","No","Not yet, but I would like to work with the military community",,"2646 Hwy 109
Wildwood, Missouri 63040
(38.574089, -90.644225)","Suite 212"
"Behavioral Health Services","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","http://drannarosshertel.godaddysites.com","4173502970","65809","United States","No","Yes, I have training in military culture",,"3814 East Fox Grape Rd
Springfield, Missouri 65809
(37.1535, -93.21679)",
"Ozarks Healthcare Mountain View","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","www.ozarkshealthcare.com","4179342273","65548","United States",,"Not yet, but I would like to work with the military community",,"220 N Elm Street
Mountin View, Missouri 65548
(36.996732, -91.703187)",
"Excelsior Springs VA Clinic","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.va.gov/kansas-city-health-care/locations/excelsior-springs-va-clinic/","8168614700","64024","United States","Yes","Yes, I have training in military culture",,"197 South McCleary Road
Excelsior Springs, Missouri 64024
(39.331546, -94.263226)",
"Jerry Marks, PhD, LCSW","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","http://www.adventmedicalgroup-mo.com/","6368870914","63385","United States","Yes","Yes, I have served in the military",,"207 Creekside Drive
Wentzville, Missouri 63385
(38.825712, -90.887633)",
"HI - TECH CHARITIES","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes",,"3143895737","63112","United States","No","Not yet, but I would like to work with the military community",,"104 South Hickory Street
Ironsdale, Missouri 63112
(37.833694, -90.67692)",
"James Morgan, LPC","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","http://www.myfamilycounseling.com","6364003311","63366","United States","Yes","Not yet, but I would like to work with the military community",,"1137 N Main Street
O'Fallon, Missouri 63366
(38.825534, -90.699882)","Suite 2"
"West Plains VA Clinic","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.va.gov/poplar-bluff-health-care/locations/west-plains-va-clinic/","8885578262","65775","United States","Yes","Yes, I have training in military culture",,"1801 East State Route K
West Plains, Missouri 65775
(36.725755, -91.877585)",
"Christine M. Lakey, LCSW, CEAP LLC","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","http://www.christinelakey.com","3142392204","63141","United States","Yes","Yes, I have training in military culture",,"501 North Lindbergh Blvd
St. Louis, Missouri 63141
(38.664722, -90.405897)","Suite 105"
"Farmington VA Clinic","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.va.gov/poplar-bluff-health-care/locations/farmington-va-clinic/","8885578262","63640","United States","Yes","Yes, I have training in military culture",,"1580 West Columbia Street
Farmington, Missouri 63640
(37.773062, -90.441653)",
"Amorri LLC","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","http://amorri.com/","4174553399","64850","United States","No","Not yet, but I would like to work with the military community",,"3370 Lusk Drive
Neosho, Missouri 64850
(36.835159, -94.396036)",
"Comprehensive Counseling Solutions","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","http://mychoicetherapist.com","8168958020","64506","United States","Yes","Not yet, but I would like to work with the military community",,"3500 North Village Drive
St. Joseph, Missouri 64506
(39.817077, -94.812158)","GL 30"
"BHG West Plains Treatment Center","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","http://www.bhgrecovery.com","4172571833","65775","United States","No","Not yet, but I would like to work with the military community",,"1639 Bruce Smith Pkwy
West Plains, Missouri 65775
(36.712543, -91.875799)",
"Ability KC","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","https://www.abilitykc.org/","8167517700","64108","United States","Yes","Yes, I have training in military culture",,"3011 Baltimore
Kansas City, Missouri 64108
(39.071894, -94.586556)",
"Cape Girardeau VA Clinic","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.va.gov/poplar-bluff-health-care/locations/cape-girardeau-va-clinic/","8885578262","63703","United States","Yes","Yes, I have training in military culture",,"711 South Mount Auburn Road
Cape Girardeau, Missouri 63703
(37.284527, -89.568929)",
"Mark Twain Behavioral Health","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://mtbh.org/","5732212120","63401","United States","No","Not yet, but I would like to work with the military community",,"154 Forrest Drive
Hannibal, Missouri 63401
(39.705936, -91.445978)",
"Comer Counseling","No","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","http://comercounseling.com","6609091748","64093","United States","No","Not yet, but I would like to work with the military community",,"598 SE DD Hwy
Warrensburg, Missouri 64093
(38.742085, -93.633013)","Suite 1"
"ASK Wellness","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes",,"5732398546","65240","United States","No","Not yet, but I would like to work with the military community",,"115 N. Allen St
Centralia, Missouri 65240
(39.212195, -92.139089)",
"Rodney Clossum, LPC","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes",,"3149714714","63301","United States","No","Not yet, but I would like to work with the military community",,"1360 South Fifth Street
St. Charles, Missouri 63301
(38.770854, -90.492966)",
"Dr. Lori Becker LLC","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","http://www.DrLoriBecker.com","3149544364","63105","United States","No","Not yet, but I would like to work with the military community",,"225 S Meramec Ave
Clayton, Missouri 63105
(38.646636, -90.34078)","Suite 204"
"Carthage Counseling Center","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","http://carthagecounselingcenter.weebly.com","4173598093","64836","United States","Yes","Not yet, but I would like to work with the military community",,"2411 Fairlawn Drive
Carthage, Missouri 64836
(37.14799, -94.310936)",
"Southeast Missouri Behavioral Health","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","https://semobh.org/","5732232734","63957","United States","No","Not yet, but I would like to work with the military community",,"125 E Green St
Piedmont, Missouri 63957
(37.155349, -90.694851)",
"Revision Christian Counseling","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","http://www.RevisionChristianCounseling.com","3148026232","63129","United States","No","Not yet, but I would like to work with the military community",,"4171 Crescent Drive
St. Louis, Missouri 63129
(38.50804, -90.33607)","Suite 202"
"MO DHSS Brain Injury Service Coordinator","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","https://health.mo.gov/living/families/shcn/ahi.php","5739857121","63459","United States","No","Not yet, but I would like to work with the military community",,"405 1st Street
New London, Missouri 63459
(39.589095, -91.397169)",
"Vitality Psychological Services, LLC","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","https://www.vitalitypsychological.net","5733634356","65201","United States","No","Not yet, but I would like to work with the military community",,"401 Locust St
Columbia, Missouri 65201
(38.949621, -92.332592)","Suite 304"
"Preferred Family Healthcare","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","http://pfh.org/","6603950111","63552","United States","Yes","Not yet, but I would like to work with the military community",,"1119 S. Missouri
Macon, Missouri 63552
(39.725107, -92.465978)","Suite E"
"LifeQuest Christian Counseling Services, Inc","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No",,"3148309970","63031","United States","No","Not yet, but I would like to work with the military community",,"203 Dunn Rd
Florissant, Missouri 63031
(38.775859, -90.334021)",
"MO DHSS Brain Injury Service Coordinator","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","https://health.mo.gov/living/families/shcn/ahi.php","8164048426","64050","United States","No","Not yet, but I would like to work with the military community",,"313 S. Liberty Street
Independence, Missouri 64050
(39.089286, -94.416913)",
"Liss and Associates","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://www.lissandassociates.com/template/index.php?site=lissAssoc&page=home","3149619871","63119","United States","No","Not yet, but I would like to work with the military community",,"8711 Waston Road
St Louis, Missouri 63119
(38.564528, -90.361914)","Suite 100"
"Center for Behavioral Growth","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","http://daveglpc.com","3142391094","63011","United States","No","Not yet, but I would like to work with the military community",,"300 Ozark Trail
Ellisville, Missouri 63011
(38.602542, -90.589267)","Suite 220"
"FCC Behavioral Health-Stapleton Center","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","https://fccinc.org/","5733592600","63851","United States","Yes","Not yet, but I would like to work with the military community",,"501 HWY J North
Hayti, Missouri 63851
(36.244846, -89.734134)",
"Tri-County Mental Health Services","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://www.tri-countymhs.org/","8164680400","64116","United States","Yes","Not yet, but I would like to work with the military community",,"1505 D NE Parvin Road
Kansas City, Missouri 64116
(39.166988, -94.562443)",
"Lake of the Ozarks VA Clinic","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.va.gov/columbia-missouri-health-care/locations/lake-of-the-ozarks-va-clinic/","5733027890","65065","United States","Yes","Yes, I have training in military culture",,"940 Executive Drive
Osage Beach, Missouri 65065
(38.09487, -92.68555)",
"Compass Health Network","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://compasshealthnetwork.org/","8448538937","65026","United States","Yes","Not yet, but I would like to work with the military community",,"206 S. Mill Street
Eldon, Missouri 65026
(38.348382, -92.578171)",
"Sedelia VA Clinic","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.va.gov/columbia-missouri-health-care/locations/sedalia-va-clinic/","6608263800","65301","United States","Yes","Yes, I have training in military culture",,"981 Winchester Drive
Sedalia, Missouri 65301
(38.704288, -93.273025)",
"Tri-County Mental Health Services","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://www.tri-countymhs.org/","8164680400","64079","United States","Yes","Not yet, but I would like to work with the military community",,"212 Marshall Rd
Platte City, Missouri 64079
(39.369343, -94.77794)",
"Jay Musgrave, PhD, LPC","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes",,"5736514206","63701","United States","No","Yes, I have training in military culture",,"1221 Kingsway Drive
Cape Girardeau, Missouri 63701
(37.322964, -89.55821)","Suite 5"
"Tri-County Mental Health Services","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://www.tri-countymhs.org/","8164680400","64119","United States","Yes","Not yet, but I would like to work with the military community",,"3100 NE 83rd Street
Kansas City, Missouri 64119
(39.244557, -94.542462)","Suite 1001"
"Healing Heart Counseling, LLC","No","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes",,"5735786479","65401","United States","No","Not yet, but I would like to work with the military community",,"901 N Pine Street
Rolla, Missouri 65401
(37.951071, -91.771891)","Suite 105"
"St. James VA Clinic","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.va.gov/columbia-missouri-health-care/locations/st-james-va-clinic/","5732650448","65559","United States","Yes","Yes, I have training in military culture",,"207 Matlock Drive
St. James, Missouri 65559
(38.00984, -91.627155)",
"Preferred Family Healthcare","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","http://pfh.org/","6603594600","64683","United States","Yes","Not yet, but I would like to work with the military community",,"1628 Oklahoma Ave
Trenton, Missouri 64683
(40.081264, -93.600618)",
"HATS Counseling LLC","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","http://www.hatscounseling.com","5732460500","65203","United States","No","Yes, I have training in military culture",,"1517 Chapel Hill RD
Columbia, Missouri 65203
(38.930057, -92.361668)","Suite 500"
"Sounds of Mind Counseling, LLC","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","http://www.soundsofmindcounseling.com","5732138033","63755","United States","Yes","Not yet, but I would like to work with the military community",,"810 E Jackson Blvd
Jackson, Missouri 63755
(37.375231, -89.660581)","Suite B1"
