"jobpostingid","title","salarybasis","salarystart","salaryend","openingdate","closingdate","vacancytotal","organization","jobdescription","jobtype","name","address1","address2","city","state","zip","contactphone","contactextension","contactfax","contactemail","contactcomments","postingtype","specialty","workzip","onetcode","soctitle","onet","jobdetailsurl","joburl","employer"
"291","Youth Group Leader","Annual","32628.00","33744.00","2015-02-11","2015-02-24","1","Division of Youth Services","This position assumes responsibility, together with staff, for the safety, personal conduct, care, and therapy of the youth in a group, implements group and individual treatment plans, maintains security in buildings, grounds, and other posts, and intervenes during emergencies or altercations to prevent escapes and gain physical control of youth.","Full-Time","Renee Robinson","111 N. 7th St, Room 331",,"St. Louis","MO","63101","3142848972",,,"renee.robinson@dss.mo.gov","You must include a cover letter, resume, photocopy of official transcripts, DSS Application for Employment and DYS Employment Application Addendum.","Merit",,"63301","21102999","Community and Social Services Occupations","Social Workers, All Other",,"https://apps1.mo.gov/mocareers/Details?id=291","STATE OF MISSOURI"
"270","Public Utility Accountant III","Annual","33744.00","58908.00","2015-02-09","2015-02-23","1","office of Public Counsel","ESSENTIAL FUNCTIONS AND RESPONSIBILITIES:   ï¿½ Serves as lead accountant on complex audits of utilities.  ï¿½ Provides training to lower-level accountants in the principles of public utility auditing.  ï¿½ Analyzes inquiries or proposals from staff, consumers, utilities or others which influence the solvency or profitability of utilities; conceptualizes and defines problems from an accounting perspective; consults with internal management to determine type, scope and purpose of forthcoming audits.  ï¿½ Conducts on-site utility audits; interviews workers and examines records to gather data.  ï¿½ Prepares data requests for general discovery and detailed information purposes.  ï¿½ Confers with company officials to discuss financial problems and regulatory matters.  ï¿½ Reviews utility budgetary controls for advertising, marketing, production, maintenance and construction projects.  ï¿½ Evaluates changes in product design, materials, production or services to determine effects on costs.  ï¿½ Analyzes financial information detailing previous rate structures, tariffs, distribution of costs, classification of accounts, assets, liabilities and capital; reviews balance sheets, profit and loss statements, trends and costs, estimated and realized revenues, administrative commitments, obligations incurred, depreciation rates of capital assets, and other information; prepares summary of current company financial position and projection of future revenues and expenses.  ï¿½ Organizes and documents findings of studies; formulates recommendations for implementation of new systems, policies, procedures and/or organizational changes; plans and prepares reports to management defining problems and possible solutions.  ï¿½ Analyzes data obtained for evidence of deficiencies in controls, duplication of effort, excess expenditures, fraud or lack of compliance with laws, regulations, management policies or procedures.  ï¿½ Participates in appeal hearings and settlements on contested cases.  ï¿½ Prepares and presents exhibits and testimony as an expert witness and responds to cross-examination in hearings before the Public Services Commission (PSC) on regulatory or rate adjustments; analyzes testimony and exhibits presented by utility company officials and their consultants.  ï¿½ Conducts portions of audits or studies pertaining to cost of service, revenue requirements and/or cost allocation issues; may work on the design of new rates in accordance with findings of the PSC.  ï¿½ Provides technical assistance to utility organizations and advises management on matters such as effective use of resources and assumptions underlying budget forecasts.  ï¿½ Complete other duties as assigned.","Full-Time","Kendelle Seidner","Office of Public Counsel",,"Jefferson City","MO","65102","5737515569",,,,"Interested applicants may submit a cover letter, up-to-date resume and (if applicable) transcripts.  You may email your employment information to Kendelle.seidner@ded.mo.gov","Other",,"65102","13201101","Business and Financial Operations Occupations","Accountants",,"https://apps1.mo.gov/mocareers/Details?id=270","STATE OF MISSOURI"
"276","Youth Group Leader","Annual","32628.00","33744.00","2015-02-11","2015-02-23","1","Division of Youth Services","This position assumes responsibility, together with staff, for the safety, personal conduct, care, and therapy of the youth in a group, implements group and individual treatment plans, maintains security in buildings, grounds, and other posts, and intervenes during emergencies or altercations to prevent escapes and gain physical control of youth.","Full-Time","Jeanette Meo","525 SE 2nd St",,"Lee's Summit","MO","64063","8166220999",,"8166220996","jeanette.e.meo@dss.mo.gov","You must include a cover letter, resume, photocopy of official transcripts, DSS Application for Employment and DYS Employment Application Addendum.","Merit",,"64063","21109999","Community and Social Services Occupations","Community and Social Service Specialists, All Other",,"https://apps1.mo.gov/mocareers/Details?id=276","STATE OF MISSOURI"
"277","Cook II","Semi-Monthly","979.50","1288.50","2015-02-10","2015-02-24","2","Maryville Treatment Center","Routine duties of a Cook II working in a minimum security treatment facility housing approximately 525 adult male offenders.","Full-Time","Rhonda Steward","30227 US Hwy 136",,"Maryville","MO","64468","6605826542","352",,"Rhonda.Steward@doc.mo.gov",,"Merit",,"64468","35101200","Food Preparation and Serving Related Occupations","First-Line Supervisors/Managers of Food Preparation and Serving Workers",,"https://apps1.mo.gov/mocareers/Details?id=277","STATE OF MISSOURI"
"311","Clerk Typist","Monthly","1878.00","1878.00","2015-02-17","2015-03-04","1",,"The Missouri State Public Defender System is accepting applications for a Clerk Typist in the Monett Office.  Individual will assist staff attorneys in the preparation of cases for trial including maintaining the trial calendar and typing motions, jury instructions, and correspondence. Individual will also answer the phone, greet visitors, and perform other clerical duties.","Full-Time","Amy Johnson","1000 W Nifong Bldg 7 Ste 100",,"Columbia","MO","65203","5737779977","202","5737779976","human.resources@mspd.mo.gov","Applications are available online at www.publicdefender.mo.gov; by calling 573-777-9977, ext. 202; or by visiting any local public defender office.  Employment Application must be received by mail, email, or fax in Human Resources no later than March 4th to be considered for position.    Send completed application to:  Office of State Public Defender  Woodrail Centre  1000 West Nifong, Bldg. 7, Ste. 100  Columbia, MO 65203-5661  Fax: 573-777-9976  Email: human.resources@mspd.mo.gov","Other",,"65708","23209999","Legal Occupations","Legal Support Workers, All Other",,"https://apps1.mo.gov/mocareers/Details?id=311","STATE OF MISSOURI"
"287","Corrections Manager","Semi-Monthly","1981.50","3216.00","2015-02-11","2015-02-25","1","Division of Probation & Parole","An opening exists for an Associate Superintendent at the St. Louis Community Release Center.  Duties include, but are not limited to, assisting in the management of the 550 bed Community Release Center which is a 24-hour facility housing offenders on probation and parole supervision.  This Associate Superintendent is also responsible for and able to utilize management techniques and teach practices that are reflected as positive outcomes in the Probation and Parole Management Reports, Work Analysisï¿½ and audit results. This position is the administrator of probation and parole case management activities and assures officer-offender contacts and verifications are in compliance with Probation and Parole Policy expectations.  The position also develops and enhances community partnerships. This administrator also serves as a liaison with a host of community partners.","Full-Time","John Young",,,,"MO",,"3148770300","234",,"John.Young@doc.mo.gov",,"Merit",,"63102","11919907","Management Occupations","Security Managers",,"https://apps1.mo.gov/mocareers/Details?id=287","STATE OF MISSOURI"
"297","Corrections Officer I","Annual","28260.00","39084.00","2015-02-11","2016-01-31","99","Division of Adult Institutions","Maintains security in buildings, towers, and other posts of an adult correctional facility; intervenes during emergencies or altercations and gains physical control of offenders.    Supervises movement of offenders inside and outside the correctional facility, conducts periodic counts of offenders, and searches offenders and their living quarters for contraband.    Escorts and/or transports offenders to predetermined locations.    Supervises offenders in housing units and during the performance of work activities and recreational and religious activities; conducts inspections for health and safety hazards.    Prepares and submits reports on offender violations of divisional or correctional facility rules, unusual offender behaviors, observed mechanical deficiencies, and security breaches or failures.    Discusses minor adjustment problems with offenders; refers serious problems to proper correctional facility staff and promotes rehabilitation by attempting to modify offenderï¿½s social attitudes, discouraging undesirable behaviors, and encouraging worthwhile activities.    Supervises visits with offenders; searches visitors, offenders, buildings, and grounds for contraband.    Performs work in accordance with established rules, regulations, post orders, and specific instructions; receives general administrative direction.    Performs other related work as assigned.","Full-Time","Corrections Officer I Hiring Unit",,,,"MO",,"5735266475",,,"DocCentral@doc.mo.gov","Please visit https://web.mo.gov/doc/COIOnlineWeb/index.jsp to submit your application online.","Merit",,"65109","33301200","Protective Service Occupations","Correctional Officers and Jailers","https://web.mo.gov/doc/COIOnlineWeb/index.jsp","https://apps1.mo.gov/mocareers/Details?id=297","STATE OF MISSOURI"
"314","Controller","Annual","0.00","0.00","2015-02-17","2015-02-27","1","Missouri Development Finance Board","The Missouri Development Finance Board, a quasi-state agency administering a diverse array of business and governmental financing programs, is seeking a full-time Controller.  The Controller is responsible for all financial oversight of the Board, tracking compliance with legal documents and program requirements, assisting the Executive Director in maintaining the Board's daily operations and activities, and completing special projects as assigned.","Full-Time","Controller","PO Box 567","200 Madison Street, Suite 1000","Jefferson City","MO","65102","5737518479",,"5735264418","mdfb@ded.mo.gov","Salary is commensurate with experience.","Other","N/A","65101","13119900","Business and Financial Operations Occupations","Business Operations Specialists, All Other",,"https://apps1.mo.gov/mocareers/Details?id=314","STATE OF MISSOURI"
"260","Information Technology Specialist I","Semi-Monthly","1995.50","2900.50","2015-02-06","2015-02-20","1","ITSD","OA/ITSD is seeking an IT Spec I with experience related to technical support of system software in a z/OS environment.  The successful applicant will be able to work independently with little supervision necessary and have the ability to work in a team environment with focus on enhancing the service the State Data Center provides to its customers.","Full-Time","Melanie Morfeld","301 W. High St. Suite 430",,"Jefferson City","MO","65101",,,,"melanie.morfeld@oa.mo.gov","NOTE: YOU MUST INCLUDE A COPY OF YOUR TRANSCRIPTS and resume, and e-mail to address provided.    Please include the job posting number.    Review the required skills and qualifications before applying for this position. Candidates must also complete an on-line application which can be found at https://www.ease.mo.gov/Logon/RegisterOrLogon     Applicants need to be eligible to work in the United States.","Merit",,"65101","15115100","Computer and Mathematical Occupations","Computer User Support Specialists","http://it-careers.mo.gov/job-opportunity/2794-15/information-technology-specialist-i","https://apps1.mo.gov/mocareers/Details?id=260","STATE OF MISSOURI"
"301","Office Support Assistant (Keyboarding)","Annual","22536.00","29904.00","2015-02-13","2015-02-24","1","Farmington Treatment Center","This position is located in Farmington Treatment Center/Classification.  Duties to include: typing assessments and discharge summaries, preparing graduation certificates, and any other typing necessary for FTC; completing the Summary of Treatment Center Activity monthly statistical report for Central Office; providing clerical support for the Clinical Director; taking and directing phone calls; picking up and sorting mail; etc.","Full-Time",,,,,"MO",,,,,,,"Merit",,"63640","43919999","Office and Administrative Support Occupations","Office and Administrative Support Workers, All Other",,"https://apps1.mo.gov/mocareers/Details?id=301","STATE OF MISSOURI"
"271","Laborer - Seasonal (2 Positions)","Hourly","10.75","10.75","2015-02-09","2015-03-09","2","FMDC","These temporary positions with OA/FMDC will be responsible for general maintenance of the campus grounds, roadway, and exterior of buildings.  Includes mowing, weed eating, trimming trees and bushes, seeding and applying weed control chemicals.  Clean gutters, window wells, chiller and generator enclosures and drainage culverts.  Paints outside buildings, handrails, fixtures and roadway.  Assists maintenance staff with moving, repairs or construction projects.  Receives assignments in the form of work orders.  Follows all safety, tool control and site security policies and procedures.    Work hours are Monday through Friday 7:30 a.m. ï¿½ 4:00 p.m.","Seasonal","Mary Limbach","301 W. High St. Suite 430",,"Jefferson City","MO","65101",,,,"mary.limbach@oa.mo.gov","Please complete a FMDC Employment Addendum (link below) and submit with a letter of interest to the above contact.","Other",,"64037","37301900","Building and Grounds Cleaning and Maintenance Occupations","Grounds Maintenance Workers, All Other",,"https://apps1.mo.gov/mocareers/Details?id=271","STATE OF MISSOURI"
"254","Information Technologist I-IV","Semi-Monthly","1249.00","2666.50","2015-02-06","2015-02-20","1","ITSD","This position with OA/ITSD will assist with installation, configuration and administration of the SharePoint Enterprise environments for State of Missouri Agencies. Ability to communicate effectively with vendors and development in troubleshooting issues.  Ability to work as a site administrator for the Department of Mental Health.  Working on workflows and infopath forms as requested. Ability to monitor and work Help Desk Tickets.","Full-Time","Melanie Morfeld","301 W. High St. Suite 430",,"Jefferson City","MO","65101",,,,"melanie.morfeld@oa.mo.gov","NOTE: YOU MUST INCLUDE A COPY OF YOUR TRANSCRIPTS, and resume, and e-mail to address provided.     Please include the job posting number.     Review the required skills and qualifications before applying for this position.    Applicants need to be eligible to work in the United States.","Merit",,"65101","15119900","Computer and Mathematical Occupations","Computer Occupations, All Other","http://it-careers.mo.gov/job-opportunity/2792-15/information-technologist-i-iv","https://apps1.mo.gov/mocareers/Details?id=254","STATE OF MISSOURI"
"316","Human Relations Officer II","Annual","40380.00","58908.00","2015-02-18","2015-03-04","1","DHS, Human Relations","A vacancy will occur within the Division of Human Services, Eastern Region for a Human Relations Officer II.  This position is responsible for preparing independent investigation plans involving agency and/or contracted employees.  This will entail comprehensive and methodical fact finding interviews prior to completion of the final investigation report.  Selected candidate will conduct investigations to appropriately respond to employee internal complaints, as well as complaints filed by employees with the Missouri Commission on Human Rights and Equal Employment Opportunity Commission.  Investigations are routinely conducted into allegations of sexual harassment, harassment, retaliation, discrimination and hostile working environment.  It is the responsibly of this individual to conduct interviews with all parties connected to the allegations.  Responsibilities also include acting as a Certified Mediator for employee relations issues to find and amicable resolution.    Selected candidate is responsible for the completion of comprehensive, detailed and grammatically correct reports in response to employeeï¿½s complaints and investigations.  Candidate must effectively communicate a clear analysis of the occurrences and findings of the investigation.    Provides assistance/guidance to Directors and CAOï¿½s on employee relation issues and situations; assist employees as they walk in, call in, or email questions on situations and how they might be able to resolve issues.  Assist with policy development, interpretation and clarification.  Guides staff members through the grievance process and provides employees a safe/confidential place to vent frustrations.","Full-Time","Scott Phillips","Human Resources Manager","117 Commerce Dr.","Jefferson City","MO","65102","5735260536",,"5735267666",,,"Merit",,"63640","21109300","Community and Social Services Occupations","Social and Human Service Assistants",,"https://apps1.mo.gov/mocareers/Details?id=316","STATE OF MISSOURI"
"302","Assistant Manager - Local Assistance Section","Annual","47560.00","60470.00","2015-02-13","2015-02-27","1",,"Responsibilities:  The State of Missouri is seeking a motivated, progressive thinking individual with experience working with mass and fee appraisal, assist county government to implement their maintenance plan/budgets/state quarterly reimbursements, and statistical studies to help direct the Stateï¿½s biennial ratio study.  Candidates should have a complete knowledge of and demonstrated experience in the appraisal of real property, a thorough understanding of statistical modeling, and possess the skills to supervise a staff of 20-25 employees.    Requirements:  Applicants should possess a bachelorï¿½s degree in management, real estate, business, or a related field.  Experience may be substituted for a bachelorï¿½s degree requirement.  Missouri Appraisal Certification is beneficial for this position.  Applicant should be knowledgeable in both mass and fee appraisal of real estate.  Applicant should have knowledge of conducting statistical analysis, familiar with county maintenance plans and budgets.  Must be willing to travel, possess good organizational and self-motivational skills, be capable of making independent decisions and be able to communicate effectively.  Computer literacy with knowledge of spreadsheets, statistical software, and managing databases is desired.  Position is located in the Jefferson City office.    Salary:  UCP Broadband Pay Range Grid ï¿½Aï¿½, Band 2   $47,560 - $60,470    Application Process:  If interested in applying, please submit a completed application, current resume, cover letter and transcripts, if applicable, to the address listed below.  All applications/resumes must be received no later than February 27, 2015.  The State Tax Commission of Missouri application is available online at www.stc.mo.gov or may be requested by contacting Human Resources at the telephone number or e-mail address listed below:    State Tax Commission of Missouri   ATTN:  Human Resources  PO Box 146  Jefferson City, MO 65102-0146  Phone: (573) 751-2414  Fax: (573) 751-1341  E-mail: stc@stc.mo.gov  Affirmative Action/Equal Opportunity Employer","Full-Time","Stacey Jacobs","301 West High Street, Room 840","PO Box 146","Jefferson City","MO","65101","5737511716",,"5737511341","stc@stc.mo.gov","If interested in applying, please submit a completed application, current resume, cover letter and transcripts, if applicable, to the address listed below.  All applications/resumes must be received no later than February 27, 2015.  The State Tax Commission of Missouri application is available online at www.stc.mo.gov or may be requested by contacting Human Resources at the telephone number or e-mail address listed below:  	  State Tax Commission of Missouri   ATTN:  Human Resources  PO Box 146  Jefferson City, MO 65102-0146  Phone: (573) 751-2414  Fax: (573) 751-1341  E-mail: stc@stc.mo.gov","Other",,"65101","11919900","Management Occupations","Managers, All Other","http://stc.mo.gov/employment-opportunities/","https://apps1.mo.gov/mocareers/Details?id=302","STATE OF MISSOURI"
"262","Maintenance Worker I","Annual","25824.00","35472.00","2015-02-06","2015-02-19","1","DAI","An opening exists for MAINTENANCE WORKER I IN-TRAINING FOR LAUNDRY MANAGER position at the Western Missouri Correctional Center which is a large all male institution which houses approximately 2000 offenders.  The selected individual would be responsible for general duties within this position.","Full-Time","Amanda Stith","609 E. Pence Rd.",,"Cameron","MO","64429","8166321390","2114","8166322191","amanda.stith@doc.mo.gov",,"Merit",,"64429","37101100","Building and Grounds Cleaning and Maintenance Occupations","First-Line Supervisors/Managers of Housekeeping and Janitorial Workers",,"https://apps1.mo.gov/mocareers/Details?id=262","STATE OF MISSOURI"
"282","Cook I","Semi-Monthly","925.00","1146.00","2015-02-10","2015-02-24","2","Maryville Treatment Center","Routine duties of a Cook I in-training for a Cook II working in a minimum security treatment facility housing approximately 525 adult male offenders.","Full-Time","Rhonda Steward","30227 US Hwy 136",,"Maryville","MO","64468","6605826542","352",,,,"Merit",,"64468","35101200","Food Preparation and Serving Related Occupations","First-Line Supervisors/Managers of Food Preparation and Serving Workers",,"https://apps1.mo.gov/mocareers/Details?id=282","STATE OF MISSOURI"
"274","Education Assistant II","Annual","24072.00","32148.00","2015-02-11","2015-02-25","1","DORS Education","The Test Center Supervisor position will conduct and control high school equivalency testing sessions in Missouri prisons in accordance with Educational Testing Service policies and procedures.  This includes verifying the identity and eligibility of each HSE candidate, maintaining testing surveillance logs, seating charts and other documentation, maintaining security of all testing materials, preparing and submitting testing materials for scoring as well as other duties as assigned.  The position requires extensive travel.","Full-Time","Stephanie Thomas",,,,,,"5735221936",,,,,"Merit",,"65102","25909999","Education, Training, and Library Occupations","Education, Training, and Library Workers, All Other",,"https://apps1.mo.gov/mocareers/Details?id=274","STATE OF MISSOURI"
"278","Academic Teacher III","Annual","36204.00","51096.00","2015-02-10","2015-02-24","1","Division of Offender Rehabilitative Services","Standard Academic Teacher duties in a custody level 1-5 female institution with an offender capacity of 1340.","Full-Time",,,,,,,,,,,,"Merit",,"64601","25309999","Education, Training, and Library Occupations","Teachers and Instructors, All Other",,"https://apps1.mo.gov/mocareers/Details?id=278","STATE OF MISSOURI"
"312","Rural and Community Development Liaison","Annual","65000.00","75000.00","2015-02-17","2015-02-27","1","Business & Community Services","Foster collaboration and cooperation with all state, federal, local, non-profit, and other agencies involved in rural economic and community development in order to provide easily accessed information to community leaders on resources.  Research and promote best practices for rural and community development.  Educate and advise community leaders on best options and processes in economic and community development, infrastructure financing, redevelopment options, and community leadership.   Promote regional cooperation for rural issues, working with all partners and related organizations.   Support/coordinate outreach activities and dissemination of information on programs to local and regional service delivery agencies.  Facilitates the meetings and coordinates the actions of the Missouri Rural Development Council, working with the University Extension staff.  Travel within Missouri communities to perform essential functions.  Estimated 75% travel (generally day).","Full-Time","Human Resources",,,,"MO",,"5735226102",,"5735229814","HRHelpdesk@ded.mo.gov","Send cover letter, up-to-date resume and transcripts via email or fax.","Other",,"65102","11102100","Management Occupations","General and Operations Managers",,"https://apps1.mo.gov/mocareers/Details?id=312","STATE OF MISSOURI"
"309","Temporary Clerk","Hourly","9.69","9.69","2015-02-13","2015-03-31","1","Missouri State Highway Patrol - Information and Communications Technology Division","This is a temporary position where the employee provides administrative and secretarial support in the Information and Communications Technology Division and maintains a close and highly responsive relationship with fellow staff in the day-to-day activities of the division.  The employee has access to confidential information.  Work includes varied clerical and secretarial duties requiring a considerable knowledge of office practices and an understanding of departmental procedures.  An employee in this position is closely supervised.    This position is one of two temporary positions that share responsibility for numerous daily activities including, but not limited to: processing daily mail; assisting with employee time records; maintaining financial spreadsheets; resolving issues with vendor accounts; processing payments, and coding and monitoring invoices; purchasing of service contracts; Statewide Accounting System (SAM II) processing, including purchasing, purchase order modification, vendor payments, and price agreements; personnel support for MSHP forms; assisting with management of purchase card program for 15 employees; processing expense reports; answering, routing, and addressing division phone calls; may provide assistance and serve as back-up to the Special Assistant on similar duties for information technology functions.","Part-Time, Temporary","Amanda Renn","1510 East Elm Street","P.O. Box 568","Jefferson City","MO","65102","5735267172",,"5737519924","amanda.renn@mshp.dps.mo.gov","Individuals interested in this position must visit our website at www.mshp.dps.mo.gov to complete and submit an application for civilian employment and typing test (Link to Typing Test Pro) prior to the application deadline.  Resumes will not be accepted in lieu of the application.  Individuals who have previously completed an application must access their profile in the system to re-apply.","Other",,"65101","13209900","Business and Financial Operations Occupations","Financial Specialists, All Other","http://www.mshp.dps.missouri.gov/MSHPWeb/Root/index.html","https://apps1.mo.gov/mocareers/Details?id=309","STATE OF MISSOURI"
"273","Construction Inspector","Semi-Monthly","1682.50","2454.50","2015-02-10","2015-02-19","1","FMDC","This position with OA/FMDC will be responsible for assisting in design review, coordination and inspection of new construction and major repair projects for state-owned facilities, buildings and structures. Communicates with customer state agency personnel on construction schedule, substantial completion inspection, final inspection, and warranty inspections.  Provides technical assistance and training in building and equipment operation to state building maintenance and management personnel.  Enforces guarantees from completion of construction throughout the warranty period.  Work hours are Monday through Friday 7:30a.m. ï¿½ 4:00p.m.","Full-Time","Mary Limbach","301 W. High St. Suite 430",,"Jefferson City","MO","65101",,,,"mary.limbach@oa.mo.gov","Successful applicants must be on the Merit Register by filling out a paper application at http://content.oa.mo.gov/personnel/job-applicants/missouri-merit-system/...   or be appointable under the Merit System for the Construction Inspector classification.    In addition, please complete a FMDC Employment Addendum ( link above) and submit with a letter of interest to the above contact.","Merit",,"65101","47401100","Construction and Extraction Occupations","Construction and Building Inspectors",,"https://apps1.mo.gov/mocareers/Details?id=273","STATE OF MISSOURI"
"304","Lead Information Systems Technologist","Monthly","4550.00","6265.00","2015-02-13","2015-02-27","1","Information Systems Division","ï¿½ Analyzes and evaluates new vendor software/hardware systems/product and develops, writes, tests, and documents new applications, software/hardware, databases, and programs.  ï¿½ Coordinates development of cost estimates, proposals, budgets, plans and status reports for projects or work efforts.  ï¿½ Serves as technical expert to internal partners and external customers related to systems and applications, and provides training and support after implementation.  ï¿½ Assists end users with software/hardware programs/systems problems as reported by customers/partners including troubleshooting, diagnosing, answering questions, providing solutions, and documenting problems and resolutions.  ï¿½ Serves as team leader as required, assists with development of work schedules, assigns tasks, and oversees work of contractors, consultants, and various employees as needed.  ï¿½ Writes and maintains programs and/or queries to support existing and new software/hardware systems.  ï¿½ Coordinates with developers, system administrators, operations personnel, and business analysts regarding software/hardware changes, upgrades, and training of software/hardware changes/upgrades.  ï¿½ Coordinates, analyzes, designs, develops, generates, tests, implements, and distributes code and installation instructions; modifies and implements new or revised versions of client and server systems.  ï¿½ Coordinates or prepares system documentation which includes user manuals, operations, problem diagnosis and resolution, testing, partner/customer accountability plans and business procedures.  ï¿½ Conducts information technology research.  ï¿½ Performs lead worker responsibilities, which may include providing general instruction, assigning and reviewing work, coaching and training, providing guidance and instruction in the proper and most efficient methods of accomplishing tasks, and providing input to the direct supervisor on staffing decisions and performance management.  ï¿½ Performs other responsibilities as required or assigned.","Full-Time","Stacy Kaiser","601 W. Main",,"Jefferson City","MO","65101","5737518478",,"5735260561","Stacy.Kaiser@modot.mo.gov","In order to be considered for this vacancy please go to the MoDOT Employment Application System (www.modot.org/jobs) and submit an on-line application. Applications, and if applicable transcripts, must be received by no later than 11:55 pm on February 27, 2015.","Other",,"65101","15119900","Computer and Mathematical Occupations","Computer Occupations, All Other","http://modot.org/jobs","https://apps1.mo.gov/mocareers/Details?id=304","STATE OF MISSOURI"
"265","Activity Aide I","Semi-Monthly","920.50","947.00","2015-02-06","2015-02-19","1","Bellefontaine Habilitation Center","EXAMPLES OF SOME WORK  ï¿½	Assemble, portion, label, and store perishable and nonperishable foods in correct amounts for delivery to homes.  ï¿½	Deliver foods and supplies to homes and program areas on campus while adhering to a schedule.  ï¿½	Assist the Storekeeper to maintain the correct inventory.  ï¿½	Assist the Dietitian to maintain the diet census report, the menu, and input and print necessary labels.  ï¿½	Cleaning of refrigerators, freezers, shelving, countertops, sweeping mopping, washing dishes and sanitizing.  ï¿½	Assisting with QE activities as assigned.  ï¿½	Fulfill unexpected requests from homes with exemplary customer service.","Full-Time","Bellefontaine Habilitation Center","10695 Bellefontaine Rd.",,"St. Louis","MO","63137","3142649114",,"3143406041","TamarRehbein@dmh.mo.gov",,"Merit",,"63137","39909999","Personal Care and Service Occupations","Personal Care and Service Workers, All Other",,"https://apps1.mo.gov/mocareers/Details?id=265","STATE OF MISSOURI"
"272","Financial Services Technician/Senior Financial Services Technician","Monthly","2382.00","3634.00","2015-02-09","2015-02-23","1","Financial Services Division","--- Financial Services Technician ---  ï¿½ Collects and sorts financial related documents and supporting information; verifies correct accounting transaction and/or vendor information.  ï¿½ Reviews and processes documents such as expense vouchers, invoices, purchase orders and similar documents for correct entry, mathematical accuracy, and proper codes.  ï¿½ Debits, credits, and totals accounts on computer spreadsheets and databases, using specialized accounting software.  ï¿½ Classifies, records, and summarizes numerical and financial data in order to compile and keep financial records.  ï¿½ Calculates, prepares, and issues bills, invoices, account statements, and other financial statements according to established procedures.  ï¿½ Compiles basic statistical, financial, accounting or auditing reports and tables pertaining to such matters as cash receipts, expenditures, and accounts payable and receivable.  ï¿½ Conducts physical inventories of consumable and capital/fixed assets.  ï¿½ Processes payroll transactions and payroll adjustments.  ï¿½ Performs other responsibilities as required or assigned.    --- Senior Financial Services Technician ---  ï¿½ Performs independent advanced specialized accounting tasks, including accounts receivable, accounts payable, and payroll functions.  ï¿½ Reviews and processes complex invoices and other documents for payment by verifying transaction information, scheduling and preparing disbursements, and obtaining authorization for payment.  ï¿½ Secures financial information and maintains financial historical records by creating and/or maintaining electronic files and/or filing accounting documents.  ï¿½ Reviews and reconciles various financial transactions; examines invoices, expense vouchers and other source documents to verify obligations and post appropriate records.  ï¿½ Compiles statistical, financial, accounting or auditing reports and tables pertaining to such matters as cash receipts, expenditures, and accounts payable and receivable.  ï¿½ Processes payroll transactions and payroll adjustments.  ï¿½ Provides routine technical support for processes in the Financial Management System, Advantage HR, and/or the data mart.  ï¿½ Monitors records for consumable inventories and capital/fixed assets.  ï¿½ Conducts physical inventories of consumable and capital/fixed assets, and processes necessary documentation.  ï¿½ Performs other responsibilities as required or assigned.","Full-Time","Stacy Kaiser","630 West Main",,"Jefferson City","MO","65101","5737518478",,"5735260561","Stacy.Kaiser@modot.mo.gov","In order to be considered for this vacancy please go to the MoDOT Employment Application System (www.modot.org/jobs) and submit an on-line application. Applications, and if applicable transcripts, must be received by no later than 11:55 pm on February 23, 2015.","Other",,"65101","43919999","Office and Administrative Support Occupations","Office and Administrative Support Workers, All Other","http://www.modot.org/jobs","https://apps1.mo.gov/mocareers/Details?id=272","STATE OF MISSOURI"
"256","Information Technology Specialist I","Semi-Monthly","1995.50","2900.50","2015-02-06","2015-02-20","1","ITSD","This position with OA/ITSD will have the ability to install, configure and provide support for the Department of Mental Healthï¿½s CIMOR system.  Ability to plan, install, configure and provide support for the Enterprise Tidal Scheduling system. Ability to communicate effectively with vendors and development staff in troubleshooting issues. Act as liaison between Agency and software vendor.  Ability to monitor work Help Desk Tickets.","Full-Time","Melanie Morfeld","301 W. High St. Suite 430",,"Jefferson City","MO","65101",,,,"melanie.morfeld@oa.mo.gov","NOTE: Please review the required skills and qualifications listed above before applying for this position. In addition to emailing your resume, and a copy of your transcripts, candidates must also complete an on-line application which can be found at https://www.ease.mo.gov/Logon/RegisterOrLogon.aspx Please include job posting number when applying for this position. Applicants need to be eligible to work in the United States","Merit",,"65101","15114200","Computer and Mathematical Occupations","Network and Computer Systems Administrators","http://it-careers.mo.gov/job-opportunity/2793-15/information-technology-specialist-i","https://apps1.mo.gov/mocareers/Details?id=256","STATE OF MISSOURI"
"296","Service Coordinator (Youth Services)","Annual","32628.00","33744.00","2015-02-11","2015-02-24","1","Division of Youth Services","This position performs client assessment, classification, procurement, coordination, and evaluation of services to determine needed services, develops integrated, individualized, comprehensive, continuous, and mutually reinforcing treatment plans, reviews plan with the client, family, and designated service providers, and prepares updates.","Full-Time","April Andrews","1240 E. Brown School Rd",,"Columbia","MO","65202","5734492939",,,"april.l.andrews@dss.mo.gov","You must include a cover letter, resume, photocopy of official transcripts, DSS Application for Employment and DYS Employment Application Addendum.","Merit",,"65202","21102999","Community and Social Services Occupations","Social Workers, All Other",,"https://apps1.mo.gov/mocareers/Details?id=296","STATE OF MISSOURI"
