"business_name","address1","address2","city","state","zipcode","county","contact_name","website","email","company_profile","company_description","location_description","latlong"
"Kearney Farmers' Market","160 MO-92 Hwy",,"Kearney","MO","64060","Clay","Christine Boyles","https://www.facebook.com/kearneyfarmersmarket/","christineb@kearneyenrichment.org","<p>We are a Farmers&#39; and Artisan Market open May - October on Saturdays from 7 a.m. until noon.</p><p><br></p><p>We currently have over 20 vendors for the 2019 season.</p>","The Kearney Farmers&#39; Market sells a variety of products.","<p>Open 7 a.m. until noon every Saturday from May through October.</p>","(39.368055, -94.340626)"
"Excelsior Springs Farmer's Market","108 S Thompson Ave",,"Excelsior Springs","MO","64024","Clay","Abigail Douglas","https://exspgschamber.com/","adouglas@mymcpl.org","<p>Excelsior Springs has had a Farmer&#39;s Market in the downtown area in the past, and while we do have a market uptown, this market has been historically geared toward reaching our population who might not have access to fresh, locally grown produce. It has also served to support our local businesses, and attract visitors to our downtown area. This is the first year of our relaunch, but we are eager to get started!</p>","<p>We offer locally grown produce, honey, locally produced meat, and locally grown flowers. We are hoping to increase our offerings as we become more established. </p>","<p>We are located in the parking lot opposite the Good Samaritan Center, on 108 S Thompson Ave. The market will operate on Wednesday evenings from 4-7pm, from June 1st to October 26th.</p>","(39.3420727, -94.225286)"
"Gladstone Farmers' Market","602 NE 70th Street",,"Gladstone","MO","64188","Clay","Pamela Taegel","https://www.facebook.com/Gladstone-Farmers-Market-107406389284555/","pamelataegel@gmail.com","<p>May- October, Saturday 8:00 a.m.- 1:00 p.m.</p>","The Gladstone Farmers&#39; Market sells a variety of products.","<p>The Gladstone Farmers&#39; Market is located at 602 NE 72nd Street, Gladstone, MO 64118. The Market gathers at 602 NE 72nd Street in Gladstone, MO on Saturdays from 8am until 1pm.</p>","(39.225005, -94.573005)"
"The Old School Farmer's and Maker's Market","116 W 4th St",,"Cameron","MO","64429","Clinton","Rebecca McMullen & Denise Maddex","http://theoldschoolofcameron.com","becca.shoalcreek@gmail.com","<p style=""text-align: justify;""><span style=""font-size: 12px;"">The Old School Farmer&#39;s Market was established in 2019 in order to provide local produce to citizens of Cameron and surrounding areas. The market is beginning its third year (2021) and has grown steadily, adding many new vendors each year. This year we are also welcoming &quot;makers&quot;; those who produce goods by hand, such as woodworkers, quilters, etc.</span></p><p><br></p>","<p>Our vendors provide a wide range of local products. We have USDA inspected beef and pork, free range poultry, fresh eggs, local honey, jams and jellies, local produce and flowers. Our makers provide custom shirts, tumblers, macramé, pet products, handmade fabric, wood and metal products, candles, goat milk soap and body products, etc.</p>","<p>The Old School Farmer&#39;s and Maker&#39;s Market operates Saturday mornings from 9 am -1 pm beginning the first Saturday of June and running through mid-October. We are located at 116 W 4th St in downtown Cameron.</p>","(39.743117, -94.23933)"
"Windy Ridge Produce and Greenhouse","4850 SW Middle Rd",,"Plattsburg","MO","64477","Clinton","Bill Hanks","http://www.windyridgegreenhouse.com","chanks46@yahoo.com","In the spring, the greenhouse is where we grow all of our own products for farmers’ markets and farmstand.  In the summer, we sell produce grown on the farm and honey and eggs from our own bees and chickens.  Mums, pumpkins and fall squash are grown and sold in autumn at the farm and at our markets and farmstand.","All natural antibiotic free eggs from pasture-raised hens all year<br> <br>Greenhouse with bedding plants, hanging baskets, perennials, herbs and shrubs in the spring<br> <br>Full selection of produce in the summer<br> <br>Mums, Pumpkins, Fall Squash, gourds, corn stalks and straw bales in the fall","<p>Check our <a href=""https://www.facebook.com/Windyridgegreenhouse/"" target=""_blank"">Facebook</a> page for updated hours.</p>","(39.504201, -94.446725)"
"Pin Oaks Farm LLC","3300 SW Hulse Rd",,"Trimble","MO","64492","Clinton","Michael Pilcher","https://www.PinOaksFarm.com","pinoaksfarm@gmail.com","<p>At Pin Oaks Farm, we care about people and strive to deliver the best products possible. Our farm is a family business that loves serving our community and other communities as well. </p><p>We started out growing mums, pumpkins, sweet corn and farm fresh eggs. Now we are gearing up for outdoor wedding venues, events and cabin rentals. </p><p>Be sure and check out our website and also our <a href=""https://www.facebook.com/PinOaksFarm/"" target=""_blank"">Facebook</a> page @ Pin Oaks Farm.</p>","<p>The products we grow right here at our farm are: - Free range eggs - Jumbo Mums (single colors and Mumbos (Tri colored) - Pumpkins (from small to large) - Gourds - Squash - Sweet Corn - Pin Oak Trees - Corn stalks - Straw </p><p>Our business is so unique due to being one of the most attractive properties you will ever see, plus the privacy and free ranging animals. </p><p>We also have some of the largest (if not the largest) Jumbo Mums you will find. These large and healthy mums are grown right here at our farm, just like our pumpkins. Later in the fall season (close to Halloween) we always try and do at least one hayride for our customers and their children. This all depends on the weather, how muddy the ground is we drive on, etc. Check us out! . .</p>","<p>Our products can be purchased at discounted prices by coming to our farm.</p><p>We also do some local farmers&#39; markets and festivals that can be found on our <a href=""http://www.PinOaksFarm.com"" target=""_blank"">website</a> and <a href=""http://www.facebook.com/PinOaksFarm/"" target=""_blank"">Facebook</a> page.</p><p>By liking our Facebook page, you will be updated each time we post a new festival, event or special we are running at the farm. This same Facebook page and our website is where you will find all dates of events and hours of business at each event and our farm.</p><p>Directions to our farm: We are located 3 miles north of Trimble, MO on 169, then take Hulse Rd. to the west 1 mile on gravel until you come to our sign at our front entrance (gate).</p><p>If you are coming from the north, then on the south end of Grayson you will take 240th St. which is gravel for 1/2 mile at the fork, go left (south) on Hulse Rd for 1/4 mile and our place is first place on the right (west). You will see the sign at our front gate entrance. . .</p>","(39.524605, -94.577484)"
"Lincoln University Farmers' Market","1219 Chestnut Street",,"Jefferson City","MO","65109","Cole","Taylor Cleveland","https://www.facebook.com/lincolnuniversityfarmersmarket/","lincolnuniversityfarmersmarket@gmail.com","The Mission of the Lincoln University Farmers&#39; Market is to provide an open and accessible meeting place that brings together families, neighbors, visitors, local food producers and artisans with the purpose to create a sense of community, encouraging social gathering, to enhance the quality of life of the members of our local community and to strengthen our local economy.","We provide locally produced baked goods, crafts, soaps, and USDA certified beef and lamb, as well as local fresh produce.","The Lincoln University Farmers&#39; Market is located at the Dickinson Research Center, 1219 Chestnut Street (the corner of Leslie Blvd and Chestnut Street) Jefferson City, Missouri.<br><br>April - September, Saturday, 8:30 a.m. - 11:30 a.m.<br><br>October - March, 1st &amp; 3rd Saturday, 9:00 a.m. - 10:00 a.m.","(38.557882, -92.174317)"
"Cole County Farmers' Market","3600 Country Club Dr, old Sears Lot",,"Jefferson City","MO","65109","Cole","Kenny Anderson","https://www.facebook.com/Cole-County-Farmers-Market-366618770206019/","fischergrainfarm@aol.com","The Cole County Farmers&#39; Market began in 1992 and has become a valuable tradition. All vendors must be from Cole or any adjoining county, and produce all products they sell, no resale of purchased products will be allowed. Producers arrive 30-60 minutes before market opening to set up displays, but &quot;no early sales&quot; is strictly enforced.","The Market opens in early April with mostly bedding plants, potted plants and hanging baskets. May brings fresh salad greens and hydroponics tomatoes. In June, we add new potatoes and peas and our first taste of green beans. The summer months provide sweet corn, peaches, melons, eggplants, apples, peppers, etc. The Fall brings a large variety of produce, with hardy mums and all your fall decorating needs.","<p>Capital Mall Parking Lot in Jefferson City, MO</p><p><br></p><p>The market gathers Tuesdays and Fridays from 4:00 p.m. until 6:00 p.m. and Saturdays from 2:00 p.m. until 4:00 pm, April through October.</p>","(38.586079, -92.252853)"
"Boonville Farmers' Market","1920 Main Street",,"Boonville","MO","65233","Cooper","Amber Ledbetter","https://m.facebook.com/profile.php?id=174322549319&ref=content_filter","boonvillefarmersmarket@gmail.com","The Boonville Farmers Market, Inc., is a self-certifying market offering locally grown produce from Cooper and adjacent counties. The market accepts value-added products and original artwork, as long as these items are sold by the person who created them. The market will begin its season on the first Saturday of April and run through the last Saturday of October. It will be open from 8 am to noon. Those interested in participating in the market can download an application from our Facebook page <a href=""https://Facebook.com/BoonvilleFarmersMarket"" target=""_blank"">Facebook.com/BoonvilleFarmersMarket</a> or email us at <a href=""mailto:boonvillefarmersmarket@gmail.com"" target=""_blank"">boonvillefarmersmarket@gmail.com</a>.","Locally grown produce, value-added products such as breads, jellies and jams, etc., so long as they are produced and labeled in accordance with Missouri State Law.","The market gathers on Saturdays from 8:00 am until 12:00 pm.<br><br>April through October in the Boone Village Shopping Center on Rt. B parking lot.","(38.956903, -92.740764)"
"Ozark Connect","Main Street",,"Steelville","MO","65560","Crawford","Sarah Carney","https://www.facebook.com/Ozark-Farmer-Artist-Connect-2004913059771984/?ref=br_rs","ozarkconnect@gmail.com","Ozark Farmer &amp; Artist Connect was formed in 2018 by a group of locals who were interested in connecting farmers and artists with each other and their communities.","We do not charge any vendor fees for our market which is currently held in Steelville. We have produce vendors and many handmade goods as well as art.","Please contact us for more information at (573) 743-3018 or check out our Facebook page at <a href=""http://www.facebook.com/ozarkconnect/"" target=""_blank"">www.facebook.com/ozarkconnect/</a>.","(37.968192, -91.354689)"
"Hanging H Farm and Tack","383 Declue Rd",,"Cuba","MO","65453","Crawford","Ashley Hopper","https://www.facebook.com/hanginghtack/","hanginghfarmandtack@gmail.com","We organically grow produce as well as raise no corn/no soy fed pork and poultry. I also do leatherwork, bake, and sew as time permits. In business since 2016. We also farm by horse!","In season, heritage, organically grown produce, no corn/no soy heritage pork and poultry.","<p>Local farmers markets (to be determined), delivery, from the farm, and online. Farm sales Monday-Saturday 8 am-5 pm. No Sunday sales. Please call to see what we have!</p>","(38.0412795, -91.431798)"
"Rhea Farm","1218 State Rd AA",,"Fair Grove","MO","65648","Dallas","Sasha Rhea","https://www.facebook.com/sjRhea11/","butkovich11@live.missouristate.edu","For additional information about the member company visit their website information or contact them directly.","For additional information about the member company visit their website information or contact them directly.","For additional information about the member company visit their website information or contact them directly.","(37.440072, -93.10669)"
"Buffalo Community Farmers' Market","1323 S. Ash Street",,"Buffalo","MO","65622","Dallas","Bobbie Rotramel","https://www.facebook.com/buffalofarmersmarket/","bobbierotramel@gmail.com","This will be our 10th year serving the Buffalo community. Our market is run solely by volunteers and donations from vendors. We strive to serve the community with fresh local items.","Our market provides the community with fresh local produce along with homemade baked goods. Our jam and jelly vedor has traditional favorites as well as some amazing unique flavors.<br><br>We also have plants to start the year off, handmade soaps and bath bombs made with essential oils. All our items are grown or made locally.","<p>Buffalo Community Farmers Market is at 1323 S Ash Street, Buffalo, MO 65622</p><p><br></p><p>Located on Hwy 65 in Buffalo Open: every Tuesday from 2 p.m. - 6 p.m. starting the third Tuesday of April through September.</p>","(40.837309, -99.26883)"
"Salem Farmers' Market","200 S. Main St; behind Visitor's Center",,"Salem","MO","65560","Dent","Mike Dunn","http://www.salemmo.com/","guidestarfarm@gmail.com","<p>Located at 200 S. Main Street Salem, MO (behind the Visitor&#39;s Center)</p><p><br></p><p>Saturdays, 7:30 a.m. - 1 p.m.</p><p>May through September</p>","<p>For additional information about products available at the Salem Farmers&#39; Market, please contact the market manager directly or visit their website.</p><p>https://www.facebook.com/salemfarmersmarket/</p>","<p>Located at 200 S. Main Street Salem, MO (behind the Visitor&#39;s Center)</p><p><br></p><p>Saturdays, 7:30 a.m. - 12:00pm<span style=""color: rgb(62, 62, 60);"">.</span></p><p>May through September, a few vendors are year round. </p>","(37.641347, -91.534646)"
"Ava Growers' Market by Ava Growers Project, Inc.","Public Square",,"Ava","MO","65608","Douglas","Paul Chateauvert","http://www.avagrowers.wordpress.com","chateauvertpaul1952@gmail.com","The Ava Growers Project is a nonprofit which has organized and sponsored the Ava Farmers Market since 2014. Prior to that the farmers market operated as an informal association. In addition to the farmers market, the Ava Growers Project sponsors free garden seed distribution annually.","Vendors at the farmers market sell their own produce, farm products such as eggs and honey, free range frozen chicken and rabbit meat, jams and jellies, baked goods, bedding plants, and home-made crafts. All products must be grown or made by the vendor. No re-sale of any kind is allowed.","<p>The farmers market is held Saturday mornings from April through October from 8am-12pm on the public square in downtown Ava, Missouri.</p>","(36.950588, -92.655943)"
"Kennett Farmers' Market","311 Kennett Street",,"Kennett","MO","63857","Dunklin","Venna Oldsen","http://www.caringcouncil.org/farmersmarket","voldsen@caringcouncil.org","<p>The Kennett Farmers&#39; Market was established in 1979, originally sponsored by the Kennett First Presbyterian Church. </p><p>The market is now sponsored by the Dunklin County Caring Council, a 501(c)3 nonprofit agency.</p>","<p>The Kennett Farmers&#39; Market works with local vendors who set up booth space to sell locally-grown produce, handmade crafts, baked goods, jams, jellies, honey and much more.</p>","<p>The Kennett Farmers Market is on the corner of First and Depot Street and is held on Saturdays from 8:00 a.m. - 12:00 p.m. and Wednesdays from 5:00 p.m. - 7:00 p.m.</p>","(36.234274, -90.055824)"
"Howie Farms","140 Whispering Hope Dr.",,"Villa Ridge","MO","63089","Franklin","Jay Howie",,"howiefarmsmo@gmail.com","<p>Bringing farm fresh produce to the consumer at multiple Farmers&#39; Markets.</p>","<p>Fresh in season produce. </p><p>Fresh free range eggs. </p><p>Local honey. </p><p>Homemade canned goods.</p>","<p>Tower Grove - Tuesdays 4 p.m. - 8 p.m. </p><p>Wash-U Med School (year round) - Thursdays 10 a.m. - 2 p.m. </p><p>Ferguson Farmers&#39; Market - Saturdays 8 a.m. - Noon </p><p>The Boulevard Farmers&#39; Market - Sundays 9 a.m. - 1 p.m.</p>","(38.475715, -90.86453)"
"Blue Springs Farmers' Market","11th & Main Street",,"Blue Springs","MO","64015","Franklin","Reta Schaefer","https://www.facebook.com/bluespringsfarmersmarket/","retaschaefer6@yahoo.com","May- October, Saturday 7:00 a.m.- 12:00 p.m.","Throughout the season the market offers: vegetables, fruits, eggs, baked goods, meats, daylilies, herbs, cut flowers, hostas, baby blankets, lap blankets, garden art, paintings and rugs.<br><br>The market gathers on Saturday mornings in Downtown Blue Springs from 7 am until 12 pm, May through October.","The market gathers on Saturday mornings in Downtown Blue Springs from 7 am until 12 pm, May through October.","(51.371135, 0.635351)"
"Washington Farmers' Market","317 West Main Street",,"Washington","MO","63090","Franklin","Amanda Griesheimer","http://www.washmomarket.com","info@washmomarket.com","For over 20 years, the Washington Farmers&#39; Market has provided an outlet for local farmers to sell their produce. Located in a beautifully renovated historic building with pavilion, customers are covered, rain or shine, at 317 West Main Street in Downtown Washington, Missouri.","The Washington Farmers’ Market offers something for everyone, with more than 40 vendors selling local plants and produce, meat, eggs, jams &amp; jellies and baked goods. Crafters selling their handmade items have also found a home at the market, offering charming and unique items.","The market is open on Saturdays, 8 a.m. - 1 p.m., April through October.","(38.561288, -91.013608)"
"Sullivan Farmers' Market","2 W. Springfield Rd.",,"Sullivan","MO","63080","Franklin","Shawna Speaks","http://www.sullivanmochamber.com","shawna@sullivanmochamber.com","<p>The Sullivan Farmers&#39; Market was established to bring local produce and artisanal goods to the community. Each week our market displays various vendors with weeks, months, and years of work and preparation into their products. We support our local farmers and crafters all while keeping that small town community feel.</p>","Handmade, homemade, handcrafted or homegrown items ONLY-no flea market/resale items permitted.","<p>Sullivan Farmers Market - Saturdays from 8:00 am - 12:00 pm, May 8 through October 16, 366 West Springfield Sullivan, MO 63080 Contact our office for application information at 573-468-3314.</p>","(38.213878, -91.16096)"
"St. Clair Farmers' Market","450 East Springfield Rd.",,"St. Clair","MO","63077","Franklin","Roger Bardot","https://www.facebook.com/pages/category/Farmers-Market/StClair-Farmers-Market-114351778639792/","bardot_r@yahoo.com","We are a local producer market.  Our vendors are within a 50 mile radius of the market.","Locally grown meats, eggs, vegetables, baked goods and handmade crafts.","<p>We are located at 405 E. Springfield Rd, St. Clair, Missouri 63077</p><p><br></p><p>Market opens the first Saturday in May till the last day is the last Saturday in October from 8 a.m. to noon.</p>","(38.343267, -90.981869)"
"Owensville Farmers' Market","1002 W. Franklin",,"Owensville","MO","65066","Gasconade","Wayne Schneider","https://www.facebook.com/OTownMo/","schneiderwayne@hotmail.com","<p>May - October, Saturday 7:00 a.m.- 11:00 a.m.</p>","The Owensville Farmers&#39; Market sells a variety of products including vegetables, fruits, meat, eggs, canned goods, chicks, handmade items, plants","The Owensville Farmers&#39; Market is located at 1002 W. Franklin in Owensville, MO 65066.","(38.340883, -91.512234)"
"Albany Square Farmers Market","Downtown Albany Courthouse Square",,"Albany","MO","64402","Gentry","Mackenzie Manring","https://www.facebook.com/MainStreetAlbany","ecodev@albanymo.net","Main Street Albany is an engaged community partner that imagines a downtown dedicated to historic preservation and improvement of the physical, economic and social structure. The Albany Square Farmers Market was created in 2021 to connect and engage the community with our local farmers and growers.","Our seasonal market features fresh produce, eggs, meat, honey, local plants &amp; flowers, value added agricultural products, baked goods, ready to eat prepared food, handcrafted items and much more.","The Albany Square Farmers Market is open every Thursday from 4:30-6:30 PM beginning May 5 and ending August 18. We are located on the Albany Courthouse Square.","(40.2474125, -94.332874)"
"Farmers Market of the Ozarks","2144 E. Republic Rd",,"Springfield","MO","65804","Greene","Karissa Kary","http://LoveYourFarmer.com","director@loveyourfarmer.com","Farmers Market of the Ozarks combines farm fresh goodness, hand-crafted products and local eateries, all in one location that is easily accessible to the Ozarks community. Customers can shop for their weekly groceries, find unique gifts that are made from local artisans, enjoy musical talents of local artists and enjoy breakfast and lunch, all within the market&#39;s laid back atmosphere.<br><br>FMO provides vendors from a 150-mile radius of Springfield, MO, the opportunity to bring the best from the county to the city. Additionally, consumers have the ability to &#39;Put a Face to Their Food&#39;� each week with a visit to the market.<br><br>In July 2013, FMO became the first farmers market in the region to be housed in a year-round pavilion, inside the Farmers Park Development. The pavilion serves as an open air facility when the weather is pleasant, with fans and a kitchen. During the winter months the pavilion is furnished with roll down doors and radiant heat inside, making the market a year-round facility.<br><br>FMO has been named the Number 6 Farmers Market in the County in 2015 by <a href=""https://Food52.com"" target=""_blank"">Food52.com</a> and was voted as the Best Farmers Market in 2015 by Feast Magazine.<br><br>When you purchase foods from our vendors you can trust that your products are local and made/grown by local producers. FMO inspects our vendors to ensure food safety and integrity behind our product brand. Purchasing FMO products helps strengthen the local economy by supporting locally grown food, local food growers. Producers prosper by finding local marketplaces for their products and residents have access to high quality, nutritious, locally grown food.","Market is a Place Where:<br>Community members understand the value of strengthening the local economy by supporting locally grown food, local food growers and producers prosper by finding local marketplaces for their products and residents have access to high quality, nutritious, locally grown food.<br><br>Our Mission<br>Farmers Market of the Ozarks operates a vibrant farmers market that contributes to the success of local food growers and producers, strengthens the local food economy and serves as a community gathering place for the Ozarks region.<br><br>Our Values<br>Sustainability: Our market operates focusing on social, ecological and economic sustainability.<br>Excellence: Through combining innovation and business we create a beautiful, functional and exciting farmers market for the community.<br>Fostering Relationships: We strive to promote positive connections between local producers, and the community members who support them.<br>Nourishment: Local food is at the heart of the market and community, therefore we strive to provide access to fresh and nutritious food throughout the region.<br>Education: Our market believes it is our duty to educate the community about the value of locally produced products.","<p>Market Hours in Springfield &amp; Branson</p><p>FMO in Springfield: Saturdays, Year-Round: 8 am to 1 pm</p><p>FMO in Branson: Tuesdays, May through October: 3 pm to 7 pm</p><p><br></p><p>FMO operates two farmers markets in Springfield, MO at Farmer&#39;s Park 2144 E. Republic Rd, Saturdays from 8 am to 1 pm (all year round), and in Branson at the Branson Landing on Tuesdays from 3 pm to 7 pm (May- October).</p>","(37.137004, -93.255559)"
"Willard Community Market","211 E Jackson St",,"Willard","MO","65781","Greene","Donna Stewart",,"dstewart2686@yahoo.com","Willard Community Market, originally was founded as Willard Farmer&#39;s Market in 2017 by Jess and Lorrie Erwin of Erwin Farms and was gifted to Willard Community Garden in 2018. Together the market and garden groups founded Growing and Reinforcing Others in Willard, a local community non-profit group.  Called GROW, these volunteers have worked since 2018 to increase market participation through addition of arts and crafts, cottage industry foods, apiaries, as well as local school and church groups. Willard Community Market is operated with the primary goal of increasing traffic for market growers and producers while keeping participation costs at a minimum.","Willard Community Market includes a variety of vendors. Any individual week can offer seasonal fruits and vegetables, meats, eggs, honey, baked goods, even gluten-free options. Typically, there are garden, flowering, or tropical plants, and fresh cut flowers. Occasional vendors have locally roasted coffee, wild mushrooms, or specialty peppers. A family friendly event, volunteers offer educational or creative activities for kids of all ages.","211 E Jackson St, Willard, Mo 65781Fridays 4PM-7PM May through September","(37.3042107, -93.426578)"
"C-Street City Market","321 E. Commercial St",,"Springfield","MO","65803","Greene","Marrella Vinyard","https://www.facebook.com/sweetestlittlemarket/","cstreetcitymarket@gmail.com","As the original Springfield Market, C-Street City Market unites our urban communities with local farmers and artists.  Located next to the Historical Jefferson Avenue Footbridge, our market is a &quot;Farmers&#39; Market and More&quot;.","Fruits, Vegetables, Honey, Grass-Fed Meat, Poultry, Eggs, Coffee, Baked Goods, Soap, Candles, Jewelry, Textiles, Pottery and more","321 E. Commercial Street, Springfield, MO 65803 <br><br>Thursdays 4 - 8 p.m. and Saturdays 9 a.m. - 2 p.m. from April through October","(37.229992, -93.289665)"
"Greater Springfield Farmers' Market","2825 South Glenstone",,"Springfield","MO","65804","Greene","Traci Hertzberg-Parson","https://www.facebook.com/greaterspringfieldfarmersmarket/","gsfmmanager20@gmail.com","The Greater Springfield Farmers&#39; Market is open year round on Saturday from 8 am until 12 pm.<br><br>It is also open April through October, Tuesday and Thursday from 8 am until 12 pm.<br><br>The Greater Springfield Farmers&#39; Market is currently in its 40th season as the area’s original producer only market. GSFM provides a spacious open air market experience which is home to over 75 local producers annually. In addition, the market provides a platform for other non-profit community partners to share in the down home atmosphere of traditional farmers’ markets everyone has grown to love.","<p>The Greater Springfield Farmers&#39; Market sells a variety of products. A year round producer only market that provides freshly harvested fruits and vegetables in season when produce is at its ripest and tastes best. From asparagus to zucchini, growers supply everything grown locally. Premium meat products include hormone/antibiotic free chicken, pork, beef, lamb, and grass fed products. Free-range eggs, honey, jams, Amish baked goods, kettle corn, roasted nuts, specialty desserts, pasta, tamales, and even barbecue make it a fun place to shop. Garden starts, plants, and flowers make it a cinch to beautify your home.</p>","The Greater Springfield Farmers&#39; Market is located at 2825 S. Glenstone, Springfield MO, 65804.<br><br>Located at the intersection of East Battlefield and South Glenstone in the southeast corner of the Battlefield Mall parking lot.<br><br>GSFM is always open from 8 am until noon over 100 times a year.<br><br>Mid-April through October on Tuesdays, Thursdays and Saturdays.<br><br>Year round on Saturdays from 8am-12pm.","(37.163014, -93.2665)"
"Peaceful Stones Plaza LLC","5476 S Daniel Street",,"Battlefield","MO","65619","Greene","Deziree Marsh","http://peacefulstonesplaza.com","deziree@peacefulstonesplaza.com","Peaceful Stones Plaza is a farmhouse that has been converted into a retail plaza maintaining its charm and personality.  We are located in the heart of Battlefield MO.  Our goal is to provide our &quot;bedroom community&quot; with the advantages surrounding cities may offer.  The heart of the plaza is to connect our local businesses with the community.","<p>Our products consist of general &quot;farmers market&quot; items grown by our local residents. Some of the items include plants, vegetables (naturally grown without artificial chemicals), cage-free, range-free chicken and duck eggs, home baked goods, handmade items and retail merchandise.</p>","Our farmers market is open the 1st and 3rd Saturday of the month from 8am to 1pm.","(37.1148785, -93.369705)"
"Greater Fair Grove Farmers Market","38 S Main St",,"Fair Grove","MO","65648","Greene","Martha Weeks",,"farmersmarketfairgrove@gmail.com","<p>Greater Fair Grove Farmers Market has been serving the community for 15 years. We average 15 to 20 vendors providing high quality fruits, vegetables, meats, and baked goods. We also offer a wide selection of plants including garden starts, baskets and planters, and many different craft items. Then for our patrons to finish their day we have a rotation of food trucks and music to relax and enjoy.  We accept EBT, debit, and credit cards.</p>","<p>Wide selection of fruit through the year including strawberries, blueberries, blackberries, peaches, apples.  Many vegetables, garlic, and meat. Meat includes pork and beef.  Plants of all kinds, vegetables, herbs, berry, and annual and perennial flowering plants and succulents. Many baked goods including gluten and crafts.</p>","<p>We are open on Wednesdays 3 to 6 starting the 3rd week of April to the end of October at the Wommack Mill Pavilion on the corner of Main Street and Hwy 125. You may contact the market as 417-343-1212.</p>","(37.3832675, -93.150689)"
"Ridgeway Farmers and Makers Market","1201 Main St",,"Ridgeway","MO","64481","Harrison","Shelly Lovitt",,"shellylovitt@gmail.com","<p>Ridgeway Community Betterment Association was founded in the Spring of 2020. This organization is working to improve the local park and revitalizing a building uptown. We also have a Little Free Library and are working with Mayor and City Aldermen to improve the town. In addition, we host events all year long</p>","<p>This is the first year for the Ridgeway Farmers and Makers Market. We believe there will be:</p><p>Fresh fruits and veggies, homemade breads, pies, cakes, cookies and jellies, honey and other home baked goods.</p><p>Furniture, doll clothes, craft items, planters, flowers and plants, fresh cut flowers, cotton, and much more. </p><p><br></p>","<p>Ridgeway Farmers and Makers Market will be held every Saturday, May 7, 2022 through October 29, 2022 from 8am through 1pm. Location is the Ridgeway City Park, which is North on Highway T in Ridgeway, Missouri. No vendor fee, limited electrical outlets, bathroom, and lots of nice shade trees. First come first serve for vendor space. </p>","(40.3837551, -93.937033)"
"Hickory County Farmers' Market","24885 State Hwy 254",,"Hermitage","MO","65668","Hickory","Dawn Vader","https://hickorycountyfarmersmarket.com/","vaderd@hickorycountyhealth.org","<p>An open-air and climate controlled booths/market featuring produce, baked goods and local vendors with an emphasis on buying fresh, local and handcrafted. Kids 18 and under eat free every Friday from a menu of locally grown ingredients.</p><p><br></p><p>Plenty of parking, restrooms and seating with playground equipment for the kids. We accept SNAP and match up to $25 per week.</p>","<p>Due to COVID last year, we ceased the one special event each month and have not started that back up this season. </p><p><br></p><p>Like our Facebook page for notifications at <a href=""http://www.facebook.com/HickoryCountyFarmersMarket"" target=""_blank"">www.facebook.com/HickoryCountyFarmersMarket </a>.</p>","<p>Open Fridays May 1 through October 31 from 3 p.m. to 6 p.m.</p><p><br></p><p>A special holiday market will be hosted on Monday, November 22, 2021 from 3 p.m. to 6 p.m.</p>","(37.919355, -93.310504)"
"Jolliff Farm","5550 County Road 1820",,"West Plains","MO","65775","Howell","Mark or Yumi Jolliff","https://jollifffarm.wordpress.com/","jolliff.farm@gmail.com","<p>Jolliff Farm is a family owned, four season farm located in West Plains, Missouri, dedicated to providing clean, healthy, local food to our community. Our business started in 2013 at the West Plains Area Farmers Market and has since expanded to include a wider variety of outlets. It has also expanded to include a wide selection of homemade artisan breads and a weekly delivery plan.</p><p><br></p><p>Our goal is to grow a wide variety of high-quality produce for you to enjoy. Jolliff Farm produce is always grown without the use of synthetic chemicals of any type, sustainably grown and is non-GMO. We believe that these practices make it better for your health and tastier too.</p><p><br></p><p>We also try to make as small of a carbon footprint as possible by using largely machine-free methodologies, minimal packaging, and keeping our produce as &#39;local&#39; as possible.</p>","A wide variety of naturally grown, GMO-free, heirloom vegetables; such as lettuce, spinach, beets, Swiss Chard, broccoli, Brussels sprouts, green beans, cabbage, cauliflower, kohlrabi, tomatoes, eggplants, peppers, cucumbers, squash, pumpkins, garlic, leeks, turnips, radishes, okra, snow peas, and many, many more. Oriental vegetables such as - chingensai, nannohana, mizuna, nira, Shimonita leeks, and daikon. Fresh herbs such as sage, rosemary, thyme, mint, basil, Thai basil, etc. Free-range chicken eggs and duck eggs. European-style artisan breads, New York-style bagels, organic and/or gluten- free breads. Weekly deliveries/CSA available.","Jolliff Farm Mon. - Fri. 8:00 a.m. to 5:00 p.m.<br><br>JB&#39;s Health Mart Mon. - Fri. 9:00 a.m. to 5:30 pm; Sat. 9:00 a.m. to 4:00 p.m.<br><br>West Plains Farmers&#39; Market Wed. &amp; Sat. 8:00 a.m. to 1:00 p.m. (Apri. - Nov.)<br>Sat. only 9:30 a.m. to 1:00 p.m. (Dec. - Mar.)<br><br>Local delivery is available after the above market hours.","(36.832272, -91.860542)"
"Mountain View Farmers Market","West Side Park",,"Mountain View","MO","65548","Howell","Emily Reavis",,"emilydurnell34@gmail.com","<p>Mountain View Farmers&#39; Market has been the &quot;go-to&quot; location for fresh produce for many decades.</p>","<p>The Saturday market always has an assortment of fresh vegetables, fresh home-baked goodies, a freezer full of inspected beef, fresh-made brats, crafts including aprons, potholders, loomed rugs.</p>","<p>Mountain View Farmers&#39; Market is located at West Side Park Pavilion on Pine Street in Mountain View, each Saturday morning from 7:00 AM - 1:00 PM, April 1 through mid-October.</p>","(36.9982116, -91.705739)"
