License Number,Licensee Name,DBA Name,License Type,Current Status,Effective Date,Fee Date,Fee Type,Expiration Date,Business Phone,Manager Phone,First Name,Last Name,District,SubDistrict,County,Street Number,Street,City,State,Zip Code,Mailing Address 1,Mailing Address 2,Mailing Address 3,Mailing Address 4,Legal 1,Legal 2,Legal 3,Legal 4,Legal 5,Legal 6,Legal 7,Legal 8,latlng,Missouri Counties,School Districts,Counties
286108,UPTOWN JACKSON REVITALIZATION ORG.,(JANNA CLIFTON),RBDP,ACT,10/05/2022,,NEW,10/11/2022,5732006542,5735797666,JANNA,CLIFTON,4,00,CAPE GIRARDEAU,100,N. MISSOURI ST,JACKSON,MO,63755,,,,,ALL OF A TEMPORARY STAND ON THE CORNER OF HIGH STREET AND ADAMS,"STREET, JACKSON, MO",,,,,,,,,,
285870,HEER & SONAL INC,KIRKWOOD DELI & CONVENIENCE,OPL,OB,08/08/2022,,NEW,06/30/2023,,3149714558,MIT,PATEL,3,00,ST. LOUIS CO.,500,W. ESSEX AVE.,KIRKWOOD,MO,63122,,,,,"ALL OF THE BUILDING AT 500 W. ESSEX AVE, KIRKWOOD, MO.",,,,,,,,"(38.58881340000001, -90.4155662)",51,229,2210
286008,FIRST CAPITOL LIONS FOUNDATION INC,(CARLA FOUST),RBDP,ACT,09/20/2022,,NEW,09/26/2022,3145816871,6369470039,CARLA,FOUST,3,00,ST. CHARLES,520,NORTH BENTON ST.,ST CHARLES,MO,63301,,,,,"ALL OF TEMPORARY BOOTH 1 AT 300 SOUTH RIVERSIDE DRIVE, ST CHARLES, MO",,,,,,,,,,,
286265,FS BEVERAGES LLC,FS BEVERAGES,LS,ACT,08/19/2022,,NEW,06/30/2023,8482026394,9083976067,GREGORY,HOWARD,7,00,OUT OF STATE,65,S MAPLE AVE 2ND FLOOR,BASKING RIDGE,NJ,079201283,,,,,"LOCATION: 65 SOUTH MAPLE AVENUE, 2ND FLOOR, BASKING RIDGE,",NJ 07920-1283,,,,,,,,,,
286282,PAMPA EMPANADAS LLC,PAMPA EMPANADAS LLC,5BD,ACT,08/22/2022,,NEW,06/30/2023,4173655151,4173655151,GUARELLA,GUILLERMO,5,00,GREENE,3302,S. NATIONAL AVE STE F,SPRINGFIELD,MO,65804,,,,,"ALL OF A SUITE AT, 3302 S. NATIONAL AVE. STE. F, SPRINGFIELD, MO.",,,,,,,,,,,
285956,"BENNY ENTERPRISES, INC",QUALITY DISTRIBUTORS,LS,ACT,08/10/2022,,NEW,06/30/2023,6195924455,6192443904,RAAD,BENNY,7,00,OUT OF STATE,1100,N. JOHNSON AVE. #110,EL CAJON,CA,920201917,,,,,"LOCATION: 1100 N. JOHNSON AVE. #110, EL CAJON, CA. 92020-1917",,,,,,,,,,,
285971,DIDDY'S KITCHEN BBQ & BREWERY LLC,DIDDY'S KITCHEN BBQ & BREWERY,SBD,ACT,08/11/2022,,NEW,06/30/2023,8168681719,8168681719,CHRISTOPHER,ROONEY,1,00,CLAY,103,S JEFFERSON ST,KEARNEY,MO,64060,,,,,,,,,,,,,,,,
286381,CHAUNS MC,(ANTHONY K HAYDEN),RBDP,ACT,09/15/2022,,NEW,09/21/2022,6603539505,6603539505,ANTHONY,HAYDEN,2,00,MACON,515,WESTERN DR.,MACON,MO,63552,CHAUNS MC,(ANTHONY K HAYDEN),1505 ENGLEWOOD DRIVE,MACON MO 63552,"ALL OF A TEMPORARY STAND LOCATED AT THE CALLAO FIESTA PARK, 714 PINE","ST., CALLAO, MO.",,,,,,,,,,
286233,ST. JOAN OF ARC PARISH,(VINCENT BOMMARITO),RBDP,ACT,09/08/2022,,NEW,09/14/2022,3148322838,3148322838,VINCENT,BOMMARITO,3,00,ST. LOUIS CITY,5800,OLEATHA AVE,ST. LOUIS,MO,63139,,,,,"ALL OF A TEMPORARY STAND AT 5800 OLEATHA AVENUE, ST. LOUIS, MO",,,,,,,,,,,
286113,MUSIC QUARTER LLC,"GARAGE AT MUSIC QUARTER, THE",SBD,ACT,08/16/2022,,NEW,06/30/2023,6155093643,6155093643,JEREMY,BINKLEY,3,00,ST. LOUIS CITY,750,S 4TH ST,ST. LOUIS,MO,63102,,,,,,,,,,,,,,,,
286166,CONVENIENCE GROCERY GROUP 6401 LLC,EXPRESS STOP SMITHVILLE,SOP,ACT,08/17/2022,,NEW,06/30/2023,8168121080,8162236753,RICHARD,BRYANT,1,00,CLAY,124,N US HWY 169,SMITHVILLE,MO,64089,CONVENIENCE GROCERY GROUP 6401 LLC,EXPRESS STOP SMITHVILLE,1111 MAIN ST #750,KANSAS CITY MO 64105,,,,,,,,,,,,
286040,WASHINGTON AREA CHAMBER OF COMMERCE,(JENNIFER GIESIKE),RBDP,ACT,10/11/2022,,NEW,10/17/2022,6362392715,3148082175,JENNIFER,GIESIKE,2,00,FRANKLIN,323,W MAIN ST,WASHINGTON,MO,63090,,,,,ALL OF A TEMPORARY STAND LOCATED AT A DESIGNATED LOCATION AT 317 WEST,"MAIN STREET, WASHINGTON, MISSOURI.",,,,,,,,,,
286413,MJN ENTERPRISES LLC,TITANIUM VAPOR,OPL,ACT,08/25/2022,,NEW,06/30/2023,3145855718,3146679077,MERLE,NEWMAN,3,00,ST. LOUIS CO.,8450,WATSON RD,ST. LOUIS,MO,63119,MJN ENTERPRISES LLC,TITANIUM VAPOR,3607 CAMBRIDGE AVE,MAPLEWOOD MO 63143,"ALL OF A BUILDING AT 8450 WATSON ROAD, ST. LOUIS, MO",,,,,,,,,,,
286003,WESTWOOD GROCERY INC.,WESTWOOD GROCERY,RBDC,ACT,09/10/2022,,NEW,09/10/2022,3149651266,3146461281,SUSAN,WESTERBECK,3,00,ST. LOUIS CO.,190,N SAPPINGTON ROAD,ST LOUIS,MO,631224854,,,,,"ALL OF A TEMPORARY STAND AT JEWEL BOX IN FOREST PARK, ST. LOUIS, MO",,,,,,,,"(38.5848722, -90.3863423)",51,229,2210
286436,IMMACULATE CONCEPTION CHURCH,(DOUGLAS WILMESHER),RBDP,ACT,09/23/2022,,NEW,09/29/2022,6365835144,6362626069,DOUGLAS,WILMESHER,2,00,FRANKLIN,100,N WASHINGTON AVE,UNION,MO,63084,,,,,ALL OF A TEMPORARY STAND LOCATED AT THE IMMACULATE CONCEPTION CATHOLIC,"CHURCH, 100 NORTH WASHINGTON AVENUE, UNION, MO",,,,,,,,,,
286045,"A TASTE OF PHILLY, LLC",A TASTE OF PHILLY,RBDC,ACT,09/17/2022,,NEW,09/17/2022,5732135006,6363452347,THOMAS,THOMPSON,2,00,PIKE,1521,BUSINESS HIGHWAY 54 W,BOWLING GREEN,MO,63334,"A TASTE OF PHILLY, LLC",A TASTE OF PHILLY,997 SOUTHWAY CT,BOWLING GREEN MO 63334,"ALL OF A TEMPORARY STAND LOCATED AT TWIN PIKE FAMILY YMCA, 614 KELLY","LANE, LOUISIANA, MISSOURI.",,,,,,,,,,
286275,MAIN STREET EVENTS LLC,MAIN STREET EVENTS,RBDC,ACT,09/17/2022,,NEW,09/17/2022,8169124747,8169124717,KIP,UNRUH,1,00,JACKSON,724,MAIN STREET,GRANDVIEW,MO,640302329,,,,,"ALL OF A TEMPORARY CONCESSION STAND LOCATED AT, 6002 E. 239TH ST.,","PECULIAR, MO.",,,,,,,,,,
285898,ADVENTURE PIZZA WORKS LLC,BURNOUTS PIZZA JOINT,RBD,ACT,08/09/2022,,NEW,06/30/2023,6363773923,6363773923,SHAWN,MILLER,2,00,WARREN,24152,KELLING LN,WARRENTON,MO,63383,,,,,ALL OF A BUILDING AND ATTACHED 15' X 30' PATIO ADDRESSED AS 24152,"KELLING LANE, WARRENTON, MO.",,,,,,,,,,
286030,LINDWEDEL WINE GARDEN LLC,LINDWEDEL WINERY,RBDC,ACT,09/10/2022,,NEW,09/10/2022,4173380256,4173372838,STEPHEN,LINDWEDEL,5,00,STONE,3158,STATE HWY. 265,BRANSON,MO,656166136,,,,,"ALL OF A TEMPORARY STAND AT 313 WEST PACIFIC AVENUE, INDEPENDENCE, MO",,,,,,,,,,,
285913,MEXICANA LA CATRACHITA LLC,MEXICANA LA CATRACHITA,RBDT,ACT,08/09/2022,,NEW,11/06/2022,4179242241,4177664064,KAYLA,MENDEZ,5,00,WRIGHT,110,W. COMMERCIAL ST.,MANSFIELD,MO,65704,MEXICANA LA CATRACHITA LLC,MEXICANA LA CATRACHITA,PO BOX 1342,AVA  MO  65608,"ALL OF A BUILDING AT, 110 W. COMMERCIAL ST., MANSFIELD, MO.",,,,,,,,,,,
286304,EAUX DE VIE INC.,SQUARE ONE,RBDC,ACT,08/27/2022,,NEW,08/27/2022,3142312537,3149665131,STEVEN,NEUKOMM,3,00,ST. LOUIS CITY,1725,PARK AVE.,ST. LOUIS,MO,631042941,,,,,"ALL OF A TEMPORARY STAND IN THE SOUTH EAST CORNER OF LAFAYETTE PARK,","ST. LOUIS, MO",,,,,,,,,,
286140,"DINGHY LLC, THE","DINGHY, THE",RBDC,OB,08/19/2022,,NEW,08/21/2022,5733655333,5734342527,KULLEN,CARLOCK,2,00,CAMDEN,197,HIDDEN ACRES CT,LAKE OZARK,MO,65049,"DINGHY LLC, THE","DINGHY, THE",PO BOX 1863,LAKE OZARK MO 65049,"ALL OF TEMPORARY STAND #1 LOCATED AT 197 HIDDEN ACRES ROAD,","LAKE OZARK, MISSOURI.",,,,,,,,,,
286364,SCHOCKS PUB COMPANY INC.,SCHOCKS PUB COMPANY,RBDC,ACT,09/16/2022,,NEW,09/16/2022,5735871404,5735871404,PAUL,SCHOCK,4,00,SCOTT,116,E HICKORY,SCOTT CITY,MO,63780,,,,,"ALL OF A TEMPORARY STAND ON THE PROPERTY OF THE BENTON SPEEDWAY,","817 COUNTY HWY. 505, BENTON, MO.",,,,,,,,,,
285876,ST. GENEVIEVE LIONS CLUB,(JANIS M. GREIN),RBDP,ACT,09/14/2022,,NEW,09/20/2022,5738802861,5738802861,JANIS,GREIN,4,00,STE. GENEVIEVE,151,MARKET STREET,STE. GENEVIEVE,MO,63670,ST. GENEVIEVE LIONS CLUB,(JANIS M. GREIN),PO BOX 9,STE. GENEVIEVE MO 63670,ALL OF A TEMPORARY STAND FOR THE OKTOBERFEST IN STE. GENEVIEVE LIONS,"PARK, 101 MARKET STREET, STE. GENEVIEVE, MO.",,,,,,,,,,
286145,"BOTTLE LLC, THE","BOTTLE, THE",RBDC,OB,08/20/2022,,NEW,08/20/2022,6603886100,6606764162,JOSH,GORDON,2,00,CHARITON,212,W. HIGHWAY 24,SALISBURY,MO,652811612,,,,,"ALL OF A TEMPORARY STAND LOCATED AT THE CITY OF PARIS FAIRGROUNDS,","415 EAST LOCUST STREET, PARIS, MISSOURI.",,,,,,,,,,
286270,BLUE SPRINGS CHAMBER OF COMMERCE,(LARA M. VERMILLION),RBDP,ACT,09/14/2022,,NEW,09/20/2022,8162290342,8162045048,LARA,VERMILLION,1,00,JACKSON,1000,W. MAIN ST.,BLUE SPRINGS,MO,64015,,,,,ALL OF A TEMPORARY STAND LOCATED AT THE INTERSECTION OF NW 11TH ST.,"AND NW SMITH ST. (BEER GARDEN), BLUE SPRINGS, MO.",,,,,,,"(39.0181129, -94.27691659999999)",43,157,525
286392,JVG 1997 LLC,GOMERS,OPT,ACT,09/01/2022,,NEW,06/30/2023,8169428888,8163899496,JAMES,PROBST,1,00,JACKSON,1301,W 103RD ST STE A,KANSAS CITY,MO,64114,JVG 1997 LLC,GOMERS,3145 BROADWAY,KANSAS CITY MO 64111,,,,,,,,,,,,
285939,CARDETTI HERITAGE LLC,JUST A TASTE,RBDC,ACT,08/27/2022,,NEW,08/27/2022,4175297273,4175297273,ERIC,TAYLOR,5,00,PHELPS,200,N. JEFFERSON,ST. JAMES,MO,655591920,CARDETTI HERITAGE LLC,JUST A TASTE,21681 COUNTY ROAD 3640,ST. JAMES MO 65559-8447,"ALL OF A TEMPORARY STAND LOCATED AT, 931 E. 4TH STREET, JOPLIN, MO.",,,,,,,,,,,
286187,PEPE PRODUCTION LLC,RUTHIE'S ON C-STREET,RBDC,ACT,08/24/2022,,NEW,08/28/2022,4178648144,4174256844,JOSEPH,PEPE,5,00,GREENE,504,E. COMMERCIAL STREET,SPRINGFIELD,MO,658032946,,,,,"ALL OF A TEMPORARY STAND AT 322 SOUTH AVENUE, SPRINGFIELD, MISSOURI.",,,,,,,,,,,
286072,"BUCCANEER RESTAURANT, LLC",CAPTAIN RON'S BAR & GRILL,RBDC,OB,08/19/2022,,NEW,08/21/2022,5733748400,5732166363,RONALD,DUGGAN,2,00,CAMDEN,82,ALOHA LANE,SUNRISE BEACH,MO,65079,"BUCCANEER RESTAURANT, LLC",BUCCANEER RESTAURANT,PO BOX 568,"SUNRISE BEACH, MO  65079-0568",ALL OF A TEMPORARY STAND LOCATED ON STATE PROPERTY AT THE SPRINGS,"PARKING LOT AND SHELTER FOR LAKE OF THE OZARKS MINI SHOOTOUT EVENT,","LAKE OZARK, MISSOURI.",,,,,,,,,
286424,COMMUNITY FOUNDATION OF THE OZARKS INC,(BRIAN L. VANFOSSON),RBDP,ACT,09/22/2022,,NEW,09/28/2022,4178837107,4178837107,BRIAN,VANFOSSON,5,00,GREENE,425,E TRAFFICWAY ST,SPRINGFIELD,MO,65806,COMMUNITY FOUNDATION OF THE OZARKS INC,(BRIAN L. VANFOSSON),3326 E MANITOO ST,SPRINGFIELD MO 65804,"ALL OF TEMPORARY STAND #2 AT JAMESTOWN SUBDIVISION, CONSTITUTIONAL","BOULEVARD, ROGERSVILLE, MO",,,,,,,"(37.2105195, -93.2886984)",93,493,1960
286013,FIRST CAPITOL LIONS FOUNDATION INC,(CARLA FOUST),RBDP,ACT,09/20/2022,,NEW,09/26/2022,3145816871,6369470039,CARLA,FOUST,3,00,ST. CHARLES,520,NORTH BENTON ST.,ST CHARLES,MO,63301,,,,,"ALL OF TEMPORARY BOOTH 6 AT 300 SOUTH RIVERSIDE DRIVE, ST CHARLES, MO",,,,,,,,,,,
286085,MERAMEC VINEYARDS WINERY LLC,MERAMEC VINEYARDS WINERY,RBDC,ACT,09/23/2022,,NEW,09/23/2022,5732657847,5732638526,JOSEPH,BOULWARE,5,00,PHELPS,600,STATE ROUTE B,ST. JAMES,MO,65559,,,,,"ALL OF A TEMPORARY STAND LOCATED AT 15751 STATE ROUTE F, ROLLA, MO",,,,,,,,,,,
286243,SAINT DAVID CATHOLIC CHURCH,(CHARLES FERRARA),RBDP,ACT,09/22/2022,,NEW,09/28/2022,6362965485,3144028510,CHARLES,FERRARA,3,00,JEFFERSON,2334,TENBROOK RD,ARNOLD,MO,63010,,,,,ALL OF A TEMPORARY STAND FOR AN EVENT IN THE PARKING LOT OF THE CHURCH,"PROPERTY, 2334 TENBROOK ROAD, ARNOLD, MO",,,,,,,"(38.4418659, -90.3625981)",62,255,1967
285924,UNIONVILLE COUNTRY CLUB,(FERNE M ANDERSON),RBDP,ACT,09/05/2022,,NEW,09/11/2022,6609473100,6207553509,FERNE,ANDERSON,2,00,PUTNAM,,HWY 136 E,UNIONVILLE,MO,63565,,,,,ALL OF A TEMPORARY STAND LOCATED AT A DESIGNATED AREA OF THE PUTNAM,"COUNTY FAIRGROUNDS, 615 SOUTH 22ND STREET, UNIONVILLE, MISSOURI.",,,,,,,,,,
286186,PEPE PRODUCTION LLC,RUTHIE'S ON C-STREET,RBDC,ACT,08/26/2022,,NEW,08/28/2022,4178648144,4174256844,JOSEPH,PEPE,5,00,GREENE,504,E. COMMERCIAL STREET,SPRINGFIELD,MO,658032946,,,,,"ALL OF A TEMPORARY STAND AT 322 SOUTH AVENUE, SPRINGFIELD, MISSOURI.",,,,,,,,,,,
285881,"RUDYS DISCOUNT SMOKE SHOP, INC",RUDYS DISCOUNT SMOKE SHOP #310,SOP,ACT,08/08/2022,,NEW,06/30/2023,3144498294,3145789019,CHRISTOPHER,RAND,2,00,PETTIS,3040,W. BROADWAY BLVD STE 200,SEDALIA,MO,65301,"RUDYS DISCOUNT SMOKE SHOP, INC",RUDYS DISCOUNT SMOKE SHOP #310,4400 WOODSON RD.,ST. LOUIS MO 63134,,,,,,,,,,,,
285925,GRAZE LLC,GRAZE,RBDC,OB,08/06/2022,,NEW,08/06/2022,6366286024,6366286024,AMELIA,TIMMS,2,00,FRANKLIN,409,E OSAGE ST,PACIFIC,MO,63069,,,,,"ALL OF A TEMPORARY STAND AT, 2801 FOUNTAIN PL., WILDWOOD, MO.",,,,,,,,"(38.4843683, -90.7363121)",59,249,1958
286201,LUNA UMBRA WINERY LLC,LUNA UMBRA WINERY,RBDC,ACT,09/10/2022,,NEW,09/10/2022,8163051118,8163051118,NANETAH,GODFREY,5,00,BATES,1,W. DAKOTA ST.,BUTLER,MO,647302007,,,,,ALL OF A TEMPORARY CONCESSION STAND AND DESIGNATED CONCESSION AREA AT,"THE BINGHAM-WAGGONER ESTATE, 313 WEST PACIFIC AVENUE, INDEPENDENCE, MO",,,,,,,,,,
285908,FORTUNE TELLER BAR LLC,FORTUNE TELLER BAR,RBD,ACT,08/09/2022,,NEW,06/30/2023,3147762337,3145186533,MATTHEW,THENHAUS,3,00,ST. LOUIS CO.,2635,CHEROKEE STREET,ST. LOUIS,MO,63118,,,,,"ALL OF THE BUILDING AT 2635 CHEROKEE ST., INCLUDING THE ADJOINING","BUILDING AT, 2637 CHEROKEE AND THE PATIO IN THE BACK, ST. LOUIS, MO.",,,,,,,"(38.5937421, -90.2269819)",54,200,2223
286035,"TWAINS VINEYARD OPERATIONS, LLC",TWAINS VINEYARD OPERATIONS,RBDC,ACT,09/10/2022,,NEW,09/10/2022,5733801900,5733801900,DANIEL,HOPPER,4,00,WASHINGTON,10280,SLAUGHTERHOUSE RD.,POTOSI,MO,63664,,,,,ALL OF A TEMPORARY STAND LOCATED AT A DESIGNATED LOCATION AT THE,"INTERSECTION OF HIGHWAY 21 AND WEBSTER ROAD, CALEDONIA, MISSOURI.",,,,,,,,,,
286218,MAIN STREET EVENTS LLC,MAIN STREET EVENTS,RBDC,ACT,09/10/2022,,NEW,09/10/2022,8169124747,8169124717,KIP,UNRUH,1,00,JACKSON,724,MAIN STREET,GRANDVIEW,MO,640302329,,,,,"ALL OF A TEMPORARY CONCESSION STAND LOCATED AT 6002 EAST 239TH STREET,","PECULIAR, MO",,,,,,,,,,
286057,BIER STATION LLC,BIER STATION,RBDC,OB,08/25/2022,,NEW,08/25/2022,8167295989,8167295989,JOHN,COUTURE,1,00,JACKSON,120,EAST GREGORY BLVD.,KANSAS CITY,MO,641141120,BIER STATION LLC,BIER STATION,405 E. 73RD STREET,KANSAS CITY MO 64131-1622,ALL OF A TEMPORARY STAND LOCATED IN THE PARKING LOT OF 120 EAST,"GREGORY BOULEVARD, KANSAS CITY, MO",,,,,,,,,,
286297,TAVCO HOLDINGS I LLC,"WINE & CHEESE PLACE, THE",RBDC,ACT,09/24/2022,,NEW,09/24/2022,9176845809,9176845809,VIJAY,SHROFF,3,00,ST. LOUIS CO.,7435,FORSYTH BLVD.,CLAYTON,MO,63105,,,,,"ALL OF A TEMPORARY STAND IN THE 100 BLOCK OF CARONDELET PLAZA,","CLAYTON, MO",,,,,,,,,,
286317,MARTIN BROTHERS VINEYARD & WINERY LLC,MARTIN BROTHERS VINEYARD & WINERY,WDS,ACT,08/23/2022,,NEW,06/30/2023,5734860236,5734860236,ESTHER,MARTIN,2,00,GASCONADE,1623,OLD IRON RD,HERMANN,MO,65041,MARTIN BROTHERS VINEYARD & WINERY LLC,MARTIN BROTHERS VINEYARD & WINERY,PO BOX 229,HERMANN MO 65041,"ALL OF A CONCRETE & METAL BUILDING, 1623 OLD IRON ROAD, HERMANN, MO",,,,,,,,,,,
286104,SOUTHEAST MISSOURI DISTRICT FAIR ASSN,(DARRELL AUFDENBERG),RBDP,ACT,09/11/2022,,NEW,09/17/2022,5733349250,5732706755,DARRELL,AUFDENBERG,4,00,CAPE GIRARDEAU,410,KIWANIS ARENA PARK,CAPE GIRARDEAU,MO,63701,,,,,"ALL OF A TEMPORARY STAND AT 410 KIWANIS DRIVE ARENA PARK,","CAPE GIRARDEAU, MO",,,,,,,,,,
285998,KAF LLC,KRANZBERG ARTS CENTER,RBDC,OB,08/13/2022,,NEW,08/13/2022,3147533539,3147533539,CHRISTOPHER,HANSEN,3,00,ST. LOUIS CITY,501-19,N. GRAND,ST. LOUIS,MO,63103,KAF LLC,KRANZBERG ARTS CENTER,"3224 LOCUST ST., #302",ST. LOUIS MO 63103,"ALL OF A TEMPORARY STAND AT 3520-24 WASHINGTON BLVD., ST. LOUIS, MO",,,,,,,,"(38.635726, -90.2345409)",54,200,2223
286099,SOUTHEAST MISSOURI DISTRICT FAIR ASSN,(DARRELL AUFDENBERG),RBDP,ACT,09/11/2022,,NEW,09/17/2022,5733349250,5732706755,DARRELL,AUFDENBERG,4,00,CAPE GIRARDEAU,410,KIWANIS ARENA PARK,CAPE GIRARDEAU,MO,63701,,,,,"ALL OF A TEMPORARY STAND AT 410 KIWANIS DRIVE ARENA PARK,","CAPE GIRARDEAU, MO",,,,,,,,,,
286084,SPENCER MANOR VINEYARDS AND WINERY LLC,SPENCER MANOR VINEYARDS AND WINERY,RBDC,ACT,09/17/2022,,NEW,09/17/2022,5857037437,5857037437,KELLY,SPENCER,5,00,PHELPS,19134,COUNTY ROAD 1000,ST. JAMES,MO,655598464,,,,,"ALL OF TEMPORARY STAND 2 LOCATED AT 15064 NORTH HIGHWAY 68,","ST JAMES, MO",,,,,,,,,,
286025,CITY OF VALLEY PARK,(JAMES WHITE),RBDP,ACT,09/08/2022,,NEW,09/14/2022,6362255171,3147079064,JAMES,WHITE,3,00,ST. LOUIS CO.,320,BENTON ST,VALLEY PARK,MO,63088,,,,,"ALL OF TEMPORARY STAND #2 AT BRIGNOLE PARK, 255 2ND STREET,","VALLEY PARK, MO",,,,,,,,,,
286242,CHEROKEE EVENTS,(RONALD STRAWBRIDGE),RBDP,OB,08/18/2022,,NEW,08/24/2022,3144023943,3142029651,RONALD,STRAWBRIDGE,3,00,ST. LOUIS CITY,3407,S. JEFFERSON AVE STE 515,ST. LOUIS,MO,63118,,,,,"ALL OF A TEMPORARY STAND AT 2700 CHEROKEE STREET, ST. LOUIS, MO",,,,,,,,,,,
286170,R & S PROPERTIES LLC,BRANDED STEAKHOUSE OINK MOO BBQ TAPROOM,SBD,ACT,08/17/2022,,NEW,06/30/2023,8167766465,8166944057,SHERRI,HUFFMAN,1,00,RAY,708,WOLLARD BLVD.,RICHMOND,MO,64085,R & S PROPERTIES LLC,BRANDED STEAKHOUSE OINK MOO BBQ TAPROOM,9309 WOLLARD BLVD.,RICHMOND MO 64085-8514,,,,,,,,,,,,
285909,FORTUNE TELLER BAR LLC,FORTUNE TELLER BAR,SBD,ACT,08/09/2022,,NEW,06/30/2023,3147762337,3145186533,MATTHEW,THENHAUS,3,00,ST. LOUIS CO.,2635,CHEROKEE STREET,ST. LOUIS,MO,63118,,,,,,,,,,,,,"(38.5937421, -90.2269819)",54,200,2223
286302,EAUX DE VIE INC.,SQUARE ONE,RBDC,ACT,08/27/2022,,NEW,08/27/2022,3142312537,3149665131,STEVEN,NEUKOMM,3,00,ST. LOUIS CITY,1725,PARK AVE.,ST. LOUIS,MO,631042941,,,,,"ALL OF A TEMPORARY STAND IN THE SOUTH EAST CORNER OF LAFAYETTE PARK,","ST. LOUIS, MO",,,,,,,,,,
286229,DIZZY BLENDER LLC,DIZZY BLENDER,5BWC,ACT,09/10/2022,,NEW,09/10/2022,8166943633,8166943633,KAYLIE,BAKER,1,00,CASS,423,MAIN ST.,BELTON,MO,64012,DIZZY BLENDER LLC,DIZZY BLENDER,7208 RYMEG STREET,"BELTON, MO. 64012","ALL OF A TEMPORARY CONCESSION STAND, 602 MAURER PARKWAY (MEMORIAL","PARK), BELTON, MO",,,,,,,,,,
286062,DOVER PLACE HOLDING COMPANY LLC,"LODGE AT DOVER PLACE, THE",COL,ACT,08/15/2022,,NEW,06/30/2023,6363843880,3148004627,GLORIA,VERTREES,2,00,WARREN,17329,DOVER PLACE,WRIGHT CITY,MO,63390,,,,,"ALL OF A TWO STORY BUILDING LOCATED AT 17329 DOVER PLACE, TO INCLUDE","ATTACHED PATIO, COVERED TENT AREA AND ADJACENT GROUNDS, WRIGHT CITY,",MISSOURI.,,,,,,,,,
286319,SPILLWAY BY HAGAN LLC,SPILLWAY BY HAGAN,SBD,ACT,08/23/2022,,NEW,06/30/2023,5735479916,5735359908,MICHAEL,HAGAN,4,00,PERRY,14782,HWY T,PERRYVILLE,MO,63775,,,,,,,,,,,,,,,,
286336,CIELITO LINDO MEXICAN GRILL/CANTINA LLC,CIELITO LINDO MEXICAN GRILL/CANTINA LLC,RBD,ACT,08/24/2022,,NEW,06/30/2023,5739225009,8705327204,PEDRO,CRUZ AQUINO,4,00,PEMISCOT,911,TRUMAN BLVD,CARUTHERSVILLE,MO,63830,,,,,"ALL OF THE ONE STORY BUILDING AT 911 TRUMAN BLVD, CARUTHERSVILLE, MO.",,,,,,,,,,,
285877,LLL INVESTMENTS LLC,HAFFYS SPORTS BAR & GRILL,RBDC,OB,08/12/2022,,NEW,08/13/2022,5736862006,5737186480,LARRY,HAFFORD,4,00,BUTLER,336,VINE STREET,POPLAR BLUFF,MO,639015836,LLL INVESTMENTS LLC,HAFFYS SPORTS BAR & GRILL,465 HICKORY MEADOW LANE,POPLAR BLUFF MO 63901-2163,ALL OF A TEMPORARY STAND FOR AN EVENT ON THE PROPERTY AT 309 S.,"BROADWAY, POPLAR BLUFF, MO.",,,,,,,,,,
285993,INTERNATIONAL INSTITUTE OF METRO STL,(JACQUELYN BALLARD),RBDP,ACT,08/24/2022,,NEW,08/30/2022,3147739090,3147044147,JACQUELYN,BALLARD,3,00,ST. LOUIS CITY,3401,ARSENAL ST,ST. LOUIS,MO,63118,,,,,ALL OF A TEMPORARY STAND INSIDE TOWER GROVE PARK AT 4256 MAGNOLIA,"AVENUE, ST. LOUIS, MO",,,,,,,,,,
286171,AMERICAN JAZZ MUSEUM INC.,(GERALD DUNN),RBDP,ACT,08/25/2022,,NEW,08/31/2022,8164748463,8163658951,GERALD,DUNN,1,00,JACKSON,1616,E 18TH ST,KANSAS CITY,MO,64108,,,,,"ALL OF TEMPORARY CONCESSION STAND #1 AT 1616 EAST 18TH STREET,","KANSAS CITY, MO",,,,,,,"(39.0912956, -94.56321810000001)",43,151,525
286012,FIRST CAPITOL LIONS FOUNDATION INC,(CARLA FOUST),RBDP,ACT,09/20/2022,,NEW,09/26/2022,3145816871,6369470039,CARLA,FOUST,3,00,ST. CHARLES,520,NORTH BENTON ST.,ST CHARLES,MO,63301,,,,,"ALL OF TEMPORARY BOOTH 5 AT 300 SOUTH RIVERSIDE DRIVE, ST CHARLES, MO",,,,,,,,,,,
286158,QUEEN OF ALL SAINTS CHURCH,QUEEN OF ALL SAINTS CHURCH,RBDC,ACT,10/01/2022,,NEW,10/01/2022,3148468207,3148468207,PATRICK,HAMBROUGH,3,00,ST. LOUIS CO.,6603,CHRISTOPHER DRIVE,ST LOUIS,MO,631294919,,,,,"ALL OF A TEMPORARY STAND AT 6603 CHRISTOPHER DRIVE, ST. LOUIS, MO",,,,,,,,"(38.4438881, -90.3073477)",51,248,2210
286324,MIDTOWN WINE BAR LLC,VIDEIRA WINE SHOP & BAR,RBD,ACT,08/24/2022,,NEW,06/30/2023,,6184443819,MYKEL,MCINTOSH,3,00,ST. LOUIS CITY,2702R,LOCUST STREET,ST. LOUIS,MO,631031215,MIDTOWN WINE BAR LLC,VIDEIRA WINE SHOP & BAR,"3224 LOCUST ST., STE. 302",ST. LOUIS MO 63103-1215,"ALL OF A ONE-STORY BUILDING AT 2702R LOCUST STREET, ST. LOUIS, MO.",,,,,,,,,,,
