"county","satellite","provider_name","address","city","state","zip","phone_number","smhw_provider","wisewoman_provider"
"ST LOUIS CO","Yes","Mercy Clayton Clarkson Imaging","15945 Clayton Road, Suite 110","Ballwin,","MO","63011","314-251-7428","Yes",
"ST LOUIS CO","Yes","Mercy Imaging Hazelwood","801 Hazelwood Drive","Hazelwood","MO","63042","314-251-7428","Yes",
"ST LOUIS CO","Yes","BJC Medical Group @ Northwest Health Care","1225 Graham Road","Florissant,","MO","63031","314-653-5523","Yes",
"ST LOUIS CO",,"SSM Health St. Clare Hospital - Fenton","1015 Bowles Avenue","Fenton,","MO","63026","(636) 496-2804","Yes",
"ST LOUIS CO","Yes","SSM Health Breast Care","1011 Bowles Avenue","Fenton,","MO","63026","(636) 496-2804","Yes",
"ST LOUIS CO","Yes","SSM DePaul Breast Care","3440 DePaul Lane, Suite 100","Bridgeton,","MO","63044","(636) 496-2804","Yes",
"ST LOUIS CO","Yes","St. Mary's Breast Center","1031 Bellevue Ave, Suite 100","St. Louis,","MO","63117","(636) 496-2804","Yes",
"ST LOUIS CO","Yes","St. Mary's Maternal & Fetal Care","1027 Bellevue Av., Suite 205","St. Louis,","MO","63117","(314) 768-2804","Yes",
"ST LOUIS CO","Yes","SSM Saint Louis University Hospital","3655 Vista Avenue","St. Louis,","MO","63110","(636) 496-2804","Yes",
"STODDARD",,"Stoddard County Public Health Center","1001 North Highway 25","Bloomfield,","MO","63825","(573) 568-4593","Yes",
"STODDARD","Yes","Cross Trails Medical Center @ Advance","307 Gabriel St.","Advance,","MO","63730","(573) 722-3034
or
(573) 332-0808","Yes",
"STODDARD","Yes","Southeast Missouri Health Network @ Bernie Medical Center","741 S. Walnut","Bernie,","MO","63822","573-293-6836","Yes",
"STONE",,"Stone County Health Department","109 East 4th Street","Galena,","MO","65656","(417) 357-6134","Yes",
"STONE","Yes","Stone County Health Department @ 
Branson West","15765 State Highway 13, Suite 1","Branson West,","MO","65737","(417) 272-0050","Yes","Yes"
"STONE","Yes","Fordland Clinic","11863 State Highway 13","Kimberling City,","MO","65686","(417) 739-1995","Yes",
"SULLIVAN","Yes","Northeast Missouri Health Council @
Northeast Family Health - Milan","52334 Business Highway 5","Milan,","MO","63556","(660) 265-1042","Yes","Yes"
"TANEY",,"Taney County Health Department","15479 US Highway 160","Forsyth,","MO","65653","(417) 546-4725","Yes","Yes"
"TANEY","Yes","Jordan Valley Community Health Center @ Hollister","33 Gage Drive","Hollister,","MO","64672","(417) 831-0150","Yes",
"TEXAS","Yes","Missouri Ozarks Community Health Center @ Cabool","904 Zimmerman Avenue","Cabool","MO","65689","(417) 962-5422","Yes","Yes"
"TEXAS","Yes","Missouri Ozarks Community Health Center @ Houston","1340  Sam Houston Blvd.","Houston","MO","65483","(417) 967-0772","Yes","Yes"
"VERNON",,"No services currently available in this county.  Please check surrounding counties.",,,,,,,
"WARREN","Yes","Compass Health, Inc. @ 
Crider Health Center-Warrenton","19515 Brune Parkway","Warrenton,","MO","63383","(888) 403-1071","Yes","Yes"
"WASHINGTON",,"Washington County Health Department","520 Purcell Drive","Potosi,","MO","63664","(573) 438-2164","Yes",
"WAYNE","Yes","Missouri Highlands Medical Clinic of Wayne County","1 Hals' Plaza","Piedmont,","MO","63957","(573) 223-4800","Yes","Yes"
"WEBSTER",,"Fordland Clinic, Inc.","1059 Barton Drive","Fordland,","MO","65652","(417) 767-2273","Yes","Yes"
"WEBSTER","Yes","Jordan Valley Community Health Center @ 
Marshfield","1166 Banning Street","Marshfield,","MO","65706","(417) 831-0150","Yes",
"WORTH",,"No services currently available in this county.  Please check surrounding counties.",,,,,,,
"WRIGHT",,"Wright County Health Department","300 South Main Street, Suite C","Hartville,","MO","65667","(417) 741-7791","Yes",
"WRIGHT","Yes","Wright County Health Department @ 
Mountain Grove","602 East State Street, Suite B","Mountain Grove,","MO","65711","(417) 926-0009 ext. 3","Yes","Yes"
"WRIGHT","Yes","Missouri Ozarks Community Health Center @ 
Mansfield","804 N. Highway 5","Mansfield,","MO","65704","(417) 924-8809","Yes","Yes"
"WRIGHT","Yes","Missouri Ozarks Community Health Center @ 
Mountain Grove","1604-C N. Main Street","Mountain Grove,","MO","65711","(417) 926-1713","Yes",
