"number","dorregionnumber","type","name","address1","address2","city","state","zipcode","located_in","county","phone","fax","size","email","agent","officemanager","contractmanager","daysopen","daysclosed","holidaysclosed","additionaldaysclosed","remarks","latlng","twitter_url","facebook_url","textingphonenumber","managercontactnumber","managercontactnumber2","othercontactinfo","additional_license_office_info"
"139","9","1MV","WARRENTON","1000 Warrenton Outlet Center, Suite 12",,"WARRENTON","MO","63383-0000","This office will be open from 8:30 AM to 12:00 PM on July 9, 2022.","Warren","(636) 456-2955","(636) 456-5013","2","WARRENTONAGENTOFFICE@DOR.MO.GOV","WARRENTON AREA CHAMBER OF COMMERCE","MELISA BENNETT",,"Monday - Friday - 8:30 to 4:30, 1st and Last Saturday - 8:30 to 12:00",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), President’s Day (02/21/22), Memorial Day (05/30/22), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","5/28/2022,    7/2/2022,   7/27/2022 (at 9:00 AM ),  9/3/2022,    11/25/22",,"
,  
(38.81791, -91.165031)",,"https://www.facebook.com/Warrenton-License-136249623190959/",,,,"Public E-mail Address: WARRENTONCOC@SOCKET.NET","Ways to contact office: Email or ""Contact Us"" link on the internet and Social Media. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area. Customer Satisfaction Initiatives: completed comment cards will be used in drawing."
"127","10","1MV","DESOTO","2000 ROCK ROAD",,"DE SOTO","MO","63020-0000",,"Jefferson","(636) 586-9228","(636) 586-3738","2","DESOTOAGENTOFFICE@DOR.MO.GOV","BELLE HART SCHMIDT, LLC","LAUREN BALL",,"Monday - Friday - 9:00 to 5:00, Last Saturday - 9:00 to 1:00",,"Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","5/28/22, 7/1/2022,  07/02/22,  07/04/22, 11/25/22,   11/26/22,   12/23/22,   5/27/23,   7/3/23,   11/24/23,   11/25/23,   12/22/23",,"
,  
(38.14151150000001, -90.5761212)","https://twitter.com/DesotoLicense","https://www.facebook.com/desotomolicense/?rf=1599883570290989","(314) 619-5882",,,"Public E-mail Address: desoto@molicense.comContractor's Website: www.molicense.com",
"090","2","1MV","PRINCETON","703 HICKLAND SUITE B",,"PRINCETON","MO","64673-0000","THE FAMOUS BUILDING","Mercer","(660) 748-4445","(660) 748-3146","1","PRINCETONAGENTOFFICE@DOR.MO.GOV","DONNA D. HERDRICH","DONNA HERDRICH",,"Tuesday - Friday - 9:00 to 4:00","Tuesday - Friday from 12:00 to 1:00","New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincoln’s Birthday Observed (02/11/22), Lincolns Birthday (02/12/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","3/1/2022,        03/02/22,        03/03/22,        03/04/22,        03/05/22,        03/07/22,        3/8/2022 (open at 9:00 AM ),        3/16/2022 (at 1:00 PM ),        4/15/2022 (at 1:00 PM ),        4/19/2022,       6/10/2022 (at 1:00 PM ),        6/14/2022 (at 9:00 AM ),         6/15/2022 (open at 1:00 PM ),       6/29/2022 (at 9:00 AM ),     7/6/2022,      7/7/2022,    7/19/2022 (at 3:00 PM ),   07/20/22,   07/21/22,    7/22/2022 (open at 9:00 AM ),   8/5/2022,  8/16/2022 (at 9:00 AM )",,"
,  
(40.3979017, -93.5871662)",,"www.facebook.com/PrincetonMissouriLicenseOffice/",,,,,"Attention, in addition to the office's normally scheduled hours the following changes have been made:7/12/22 - 12:00 PM to 5:00 PM.7/13/22 - 12:00 PM to 5:00 PM.7/28/22 -12:00 PM to 5:00 PM.7/29/22 -12:00 PM to 5:00 PM.8/2/22 - 12:00 PM to 5:00 PM."
"130","12","1MV","BRANSON WEST","11016 E ST HWY 76; Ste. 34",,"BRANSON WEST","MO","65737-0000","CLAYBOUGH PLAZA MALL","Stone","(417) 272-8815","(417) 272-3059","2","BRANSONWESTAGENTOFFICE@DOR.MO.GOV","LICENSE OFFICE SERVICES, LLC","RICHARD CULVER",,"Monday - Friday - 7:30 to 5:00",,"Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","5/27/22,  6/24/2022 (at 12:00 PM ),  7/5/2022,  9/2/22,  11/25/22",,"
,  
(36.696855, -93.36762)","WWW.TWITTER.COM/BWLICENSEOFFICE","WWW.FACEBOOK.COM/BRANSON-WEST-LICENSE-OFFICE-1255367371147811","(417) 242-1769",,,"Public E-mail Address: BRANSONWEST.LOS@GMAIL.COMContractor's Website: www.losllc.com","Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook, Twitter and Texting (Information listed below). Services for the Elderly or Disabled: Curbside Service, Special appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area, Direct customers to front of the line, Wheelchair availability. Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
"054","9","1MV","TROY (OFFICE CLOSED)","850 E CHERRY STREET, SUITE D",,"TROY","MO","63379-2823","PERSONALIZED PLATES WILL BE AVAILABLE IN THE WARRENTON LICENSE OFFICE AFTER 5/10/22","Lincoln","(636) 528-6533","(636) 528-2001","3","TROYTEMPORARYOFFICE@DOR.MO.GOV","DOR","VACANT",,"Monday - Friday - 9:00 to 4:00",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincolns Birthday (02/11/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","11/26/21,          11/27/21,         2/2/2022,        2/3/2022,       2/4/2022,      2/17/2022,     2/18/2022,    2/24/2022,   2/25/2022 (at 9:00 AM until 11:00 AM ),   2/25/2022 (open at 11:00 AM ),  3/11/2022 (at 9:00 AM until 11:00 AM ),  3/11/2022 (open at 11:00 AM ),         11/25/22,         11/26/22,         12/23/22",,"
,  
(38.9832276, -90.9696418)",,,,,,,
"108","12","1MV","OZARK","103B WEST CHURCH STREET",,"OZARK","MO","65721-0000",,"Christian","(417) 581-2955","(417) 581-1543","3","OZARKAGENTOFFICE@DOR.MO.GOV","BCFO Titleworks, Inc.","Amber Carnahan",,"Monday - Friday - 8:30 to 5:30, Saturday - 8:00 to 12:00,   - : to :,   - : to :",,"Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22), New Year's Day Observed (01/02/23), Martin Luther King Day (01/16/23), Memorial Day (05/29/23), Juneteenth Observed (06/19/2023), Independence Day (07/04/23), Labor Day (09/04/23), Veterans Day (11/10/23), Thanksgiving (11/23/23), Christmas Day Observed (12/25/23)","07/02/22, 09/03/22, 11/25/22, 11/26/22, 12/24/22,05/27/23, 07/03/23, 09/02/23, 11/24/23, 11/25/23, 12/23/23",,"
,  
(37.0209061, -93.2051057)",,"https://www.facebook.com/ozarkmissourilicenseoffice/","(417) 860-2481",,,"Public E-mail address: amber@bcfo.org",
"055","2","1MV","UNIONVILLE","1507 MAIN",,"UNIONVILLE","MO","63565-0000",,"Putnam","(660) 947-3621","(660) 947-3509","1","UNIONVILLEAGENTOFFICE@DOR.MO.GOV","JAN MASHELLE TRIMBLE","JAN MASHELLE TRIMBLE",,"Monday - Friday - 9:00 to 4:00","Monday-Friday from 12:00 to 1:00","Lincoln’s Birthday Observed (02/11/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","6/10/2022 (at 1:00 PM ),           6/14/2022,           6/28/2022 (at 9:00 AM until 1:30 PM ),           6/29/2022,           7/5/2022 (at 9:00 AM until 10:00 AM ),           7/8/2022 (at 9:00 AM until 11:30 AM ),           7/12/2022 (at 9:00 AM until 2:30 PM ),           7/14/2022 (at 1:00 PM ),           7/19/2022 (at 9:00 AM until 2:00 PM ),           7/26/2022 (at 9:00 AM until 1:00 PM ),           7/28/2022,          8/1/2022,         8/2/2022,         8/3/2022,         8/4/2022,         8/5/2022,     08/06/22,                     8/8/22,     08/08/22,           8/9/2022,     08/09/22,          08/10/22,          08/11/22,          08/12/22,          08/13/22,          08/15/22,          08/16/22,           08/17/22,           08/18/22,           08/19/22,           08/20/22,      8/22/2022 (open at 9:00 AM ),     8/26/2022 (at 9:00 AM until 3:00 PM ),     8/26/2022 (open at 3:00 PM ),    8/29/2022,  9/7/2022 (at 1:00 PM ),            9/8/22,            9/9/22,   9/13/2022,           11/25/22",,"
,  
(40.4769501, -93.001122)",,,,,,,"This office does not process CDL transactions."
"051","10","1MV","SAINT CLAIR","960 PLAZA DR, SUITE H",,"ST CLAIR","MO","63077-0000",,"Franklin","(636) 629-6000","(636) 629-5510","1","SAINTCLAIRAGENTOFFICE@DOR.MO.GOV","ST. CLAIR AREA CHAMBER OF COMMERCE","CHRISTINE COLEMAN",,"Monday, Wednesday, and Friday - 9:00 to 5:00, Tuesday and Thursday - 9:00 to 7:00, Saturday - 9:00 to 12:00",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincoln’s Birthday Observed (02/11/22), Lincolns Birthday (02/12/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","5/28/22,  6/29/2022, 06/30/22,  7/1/2022 (open at 9:00 AM ),  7/2/22,  9/3/22,  11/12/22,  11/25/22,  11/26/22,  12/24/22",,"
,  
(38.355608, -90.978713)",,"https://m.facebook.com/stclairlicenseoffice/?ref=bookmarks","(314) 365-8041",,,"Contractor's Website: www.stclairmo.orgPublic E-mail Address: stcmolicense@gmail.com","Special Service for the elderly and disabled: ADAAA compliant restroom, Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area, direct customers to front of the line, wheelchair availability. Ways to contact: Email, Social Media, and Texting. Other services and initiatives: Motor Vehicle renewal only line, Motor Vehicle transaction drop-off, Free Wi-Fi. Customer Satisfaction Initiatives: completed comment cards will be used in drawing."
"141","12","1MV","LEBANON","219 N. ADAMS, STE F",,"LEBANON","MO","65536-0000","SAEGER CENTRE OFFICE BUILDING","Laclede","(417) 532-5075","(417) 532-1091","3","LEBANONAGENTOFFICE@DOR.MO.GOV","LEBANON EDUCATION FOUNDATION","KATELYN Dampier",,"Monday - Friday - 7:30 to 5:00, Last Saturday - 8:00 to 12:00",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), Martin Luther King Day (01/17/22), Lincolns Birthday (02/11/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","3/11/2022,  5/13/2022, 5/27/22, 5/28/22, 7/1/22 (p.m. only), 11/25/22, 11/26/22, 12/23/22 (p.m. only)",,"
,  
(37.682182, -92.664592)","https://www.facebook.com/lef4kidslicenseoffice/",,"(417) 664-1490",,,"Public E-mail Address: info@lef4kids.com","ATTENTION: This office will not be able to process driver license transactions on September 7, 2022.Ability to join virtual lines, schedule appointments from your computer or mobile device and receive wait time updates. Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook and Texting (links listed below). Services for the Elderly or Disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area, direct customers to front of the line, Wheelchair availability. Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
"120","4","1MV","OSCEOLA","210 OLIVE ST",,"OSCEOLA","MO","64776-0000","CITY HALL - CITY OF OSCEOLA MUNICIPAL BUILDING","St. Clair","(417) 646-2232","(417) 646-2131","1","OSCEOLAAGENTOFFICE@DOR.MO.GOV","City of Osceola","LILA FOSTER",,"Monday - Friday - 8:00 to 4:00","Monday - Friday from 12:30 to 1:30","Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincolns Birthday (02/11/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","3/11/2022,  4/11/2022,  6/15/2022 (at 2:00 PM ),  7/5/22,  7/27/2022 (at 12:30 PM ),  11/25/22,                12/23/22",,"
,  
(38.048242, -93.702416)",,"https://www.facebook.com/CityOfOsceolaMo/",,,,,"This office will provide these services: ADAAA Compliant Restroom."
"008","1","1MV","GRANT CITY (OFFICE CLOSED as of 07/16/22)","101 WEST 3RD STREET",,"GRANT CITY","MO","64456-0000","PERSONALIZED PLATES - Sent to the Maryville License Office","Worth","() -","() -","1",,"CITY OF GRANT CITY","HOLLY RUSH",,"- : to :,   - : to :","from : to :",,,,"
,  
(40.4863961, -94.4181391)",,,,,,,
"004","2","1MV","BETHANY","3105 MILLER ST",,"BETHANY","MO","64424-0000","STATE FARM INSURANCE BUILDING","Harrison","(660) 425-3222","(660) 425-8374","1","BETHANYAGENTOFFICE@DOR.MO.GOV","GRAY'S JEWELRY & GIFTS","KIMBERLY GRAY",,"Monday-Friday - 8:30 to 5:00, Saturday - 9:00 to 1:00","Monday - Friday from 12:00 to 12:30","Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincoln’s Birthday Observed (02/11/22), Lincolns Birthday (02/12/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","3/29/2022,    5/28/22,    6/7/2022,    7/2/22,    7/5/2022,   7/16/2022,  9/2/2022, 09/03/22, 09/05/22,  9/6/2022 (open at 8:30 AM ),    11/25/22,    11/26/22,        12/23/22,    12/24/22",,"
,  
(40.265769, -94.02078)",,"https://www.facebook.com/BethanyLicenseOffice/","(660) 373-9395",,,"Public E-Mail: kmgray88@outlook.com","Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook and texting. Services for the elderly or disabled: Curbside Service, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area. Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services and Initiatives: Motor Vehicle transaction drop-off service."
"165","14","1MV","CHAFFEE","129 S MAIN ST",,"CHAFFEE","MO","63740-0000",,"Scott","(573) 887-3485","(573) 887-4098","1","CHAFFEEAGENTOFFICE@DOR.MO.GOV","SEMO TAGS, LLC","JESSICA GRAVIETT",,"Monday - Friday - 8:30 to 4:30, Last Weekday of the Month - 8:30 to 5:30, Last Saturday - 8:30 to 12:00",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincolns Birthday (02/11/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","4/13/2022 (at 1:00 PM ), 5/28/22, 6/20/2022, 11/25/22, 11/26/22, 12/23/22",,"
,  
(37.1797257, -89.6553369)","@ChaffeeLicense","https://www.facebook.com/chaffeelicenseoffice/?__tn__=,d,P-R&eid=ARCkoDd2gpQEq4y3hNVhwwurSf9MnUH",,,,"Publice E-Mail: chaffeelicenseoffice@yahoo.com","Other Services and Initiatives: Office will have a greeter to ensure customers has proper documents. Motor Vehicle transaction drop-off service, Free WiFi. Ways to contact office: Email or ""Contact Us"" link on the internet, Facebook and Twitter. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area, direct customers to front of the line, wheelchair availability, ADAAA compliant restroom available."
"211","6","1MV","COLUMBIA","403 VANDIVER SUITE B",,"COLUMBIA","MO","65202-0000","KELLY PLAZA COMPLEX","Boone","(573) 474-4700","(573) 474-4032","3","COLUMBIAAGENTOFFICE@DOR.MO.GOV","KOESTER & KOESTER, LLC","KIM PECK",,"Monday - Friday - 8:00 to 5:00, Last Saturday of the month - 8:00 to 12:00",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincolns Birthday (02/11/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","5/28/2022, 11/25/22, 11/26/22, 12/23/22",,"
,  
(38.972305, -92.332256)",,"https://www.facebook.com/pages/Columbia-License-Office/166743846674665","(573) 470-5149",,,"Public E-mail Address: DAVID.KOESTER10@GMAIL.COMContractor's Website: WWW.KOESTERSDMV.COM","Office will have a greeter to ensure customers has proper documents. Motor Vehicle transaction drop-off service, Free Wi-Fi. Ways to contact office: Email or ""Contact Us"" link on the internet, Facebook, and texting."
"085","13","1MV","ALTON","#26 Court Square",,"ALTON","MO","65606-0000",,"Oregon","(417) 778-2004","(417) 778-2003","1","ALTONAGENTOFFICE@DOR.MO.GOV","DAVIS BOOKKEEPING & TAX SVS","KRISTIE RACKLEY",,"Monday - Friday - 9:00 to 4:30","Monday - Friday from 12:00 to 1:00","Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincoln’s Birthday Observed (02/11/22), Lincolns Birthday (02/12/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","3/9/2022 (at 1:00 PM ), 3/11/2022 (at 1:00 PM ), 6/16/2022 (at 1:00 PM until 1:30 PM ), 11/25/22, 12/23/22",,"
,  
(36.694599, -91.398198)",,"https://www.facebook.com/oregoncountylo/?fref=ts","(417) 270-7164",,,"Public E-mail Address: freda22@hotmail.com",
"162","8","1MV","CLAYTON","141 N Meramec Ave, Ste 201",,"CLAYTON","MO","63105-0000",,"St. Louis County","(314) 499-7223","(314) 499-7226","3","CLAYTONAGENTOFFICE@DOR.MO.GOV","Esto Vir Foundation","THERESE HEARD",,"MON - FRI - 09:00 to 05:00, LAST 5 BUS DAYS - 08:00 to 5:00, LAST SAT - 10:00 to 12:00",,"New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincoln’s Birthday Observed (02/11/22), Lincolns Birthday (02/11/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","5/28/22, 6/19/22, 7/2/22, 9/3/22, 11/25/22, 11/26/22",,"
,  
(38.6533534, -90.33961)",,,,,,,
"147","8","1MV","DES PERES","1080 OLD DES PERES ROAD",,"DES PERES","MO","63131-0000","DES PERES SQUARE","St. Louis County","(314) 909-1514","(314) 909-1426","3","DESPERESAGENTOFFICE@DOR.MO.GOV","PROJECT MS","KAYLA PERRY",,"Monday - Friday - 8:30 to 5:00, Last Saturday - 8:30 to 12:00",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincoln’s Birthday Observed (02/11/22), Lincolns Birthday (02/12/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","5/28/2022, 11/25/22, 11/26/22, 12/23/22",,"
,  
(38.601159, -90.453336)","@projectms10","Https://www.facebook.com/projectms.sherry/","(573) 470-5149",,,"www.dmvmanagement.net","Ability to join virtual lines, schedule appointments from your computer or mobile device and receive wait time updates. Ways to contact office: Email or ""Contact Us"" link on the internet, Facebook and texting. Services for the Elderly or Disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area, Direct customers to front of the line, Wheelchair availability. Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
"003","8","1MV","AFFTON","9513 GRAVOIS RD",,"AFFTON","MO","63123-0000",,"St. Louis County","(314) 631-1311","(314) 631-1997","3","AFFTONAGENTOFFICE@DOR.MO.GOV","BEACON VIRTUAL ASSISTANTS, LLC.","JOYCE HOGAN",,"Monday - Friday - 7:30 to 6:00, Saturday - 8:30 to 2:00",,"President’s Day (02/21/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","2/2/2022, 2/3/2022, 2/4/2022, 2/17/2022 (at 1:00 PM ),   2/17/2022 (at 12:00 PM ), 2/24/2022, 5/28/22, 7/2/22, 9/3/22, 11/23/22 (p.m. only), 12/24/22",,"
,  
(38.552923, -90.322375)","www.twitter.com/Affton_License","www.facebook.com/Affton-License-Office","(314) 467-8050",,,"Public Email Address: AfftonLicenseOffice@gmail.com, Contractor's Website: www.beaconvirtualassistants.com","Other Services and Initiatives: Office will have a greeter to ensure customers has proper documents, Motor Vehicle transaction drop-off service. Ways to Contact the office: E-mail, Facebook, Twitter, and Texting Number. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, process transactions in the customer waiting area and direct customers to the front of the line. Customer Satisfaction Initiatives: Completed comment cards will be used in a drawing."
"077","4","1MV","NEVADA","409 E AUSTIN BLVD",,"NEVADA","MO","64772",,"Vernon","(417) 448-5705","(417) 448-5912","2","NEVADAAGENTOFFICE@DOR.MO.GOV","THE IRON VAULT, LLC","MORGAN BARKER",,"Monday - Friday - 8:00 to 5:00, Saturdays - 8:00 to 12:00","Monday - Friday from 1:00 to 1:30","Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year’s Day (01/01/22), President’s Day (02/21/22), Memorial Day (05/30/22), Independence Day (07/04/22), Labor Day (09/05/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","3/11/2022,  4/30/2022 (at 9:30 AM ),  8/20/2022,  11/25/22,  11/26/22",,"
,  
(37.837063, -94.347818)",,"https://m.facebook.com/nevadalicenseoffice",,,,,
"113","9","1MV","BOWLING GREEN","204 S Business HWY 61",,"BOWLING GREEN","MO","63334",,"Pike","(573) 324-0555","(573) 324-0556","1","BOWLINGGREENAGENTOFFICE@DOR.MO.GOV","S & K LICENSING, LLC","CARRIE SPARKS",,"Monday - Friday - 8:30 to 4:00",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincolns Birthday (02/11/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","4/15/22,   6/30/2022 (at 3:15 PM ),   7/1/22,  7/11/2022,   11/25/22,   12/23/22",,"
,  
(39.340082, -91.203255)","https://twitter.com/koestersdmv","https://www.facebook.com/pages/Bowling-Green-License-Office/952352194843286","(573) 470-6147",,,"Public E-mail Address: DAVID.KOESTER10@GMAIL.COMContractor's Website: WWW.KOESTERSDMV.COM","Other Services and Initiatives: Office will have a greeter to ensure customers has proper documents, Motor Vehicle transaction drop –off service for busy times. Ways to contact office: Public E-mail, Facebook, Twitter and Texting Number. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area. Customer Satisfaction Initiatives: Completed comment cards will be used in drawing. Other Services and initiatives: Play area will be available within the waiting area for customer’s children."
