"business","county","category","location_1","address_2","website","retail"
"Organic Art by Sherry Salant","St. Charles","Artistries","25 Saybridge Manor Ct.
Lake St. Louis, MO 63367
(38.780808, -90.809734)",,"http://www.sherrysalant.com/",
"Omni-Spring","Cole","Artistries, Health and Medical","2208 Missouri Blvd.
Jefferson City, MO 65109
(38.582194, -92.20841)",,"https://www.omni-spring.com/",
"Ole Hickory Pits","Cape Girardeau","Outdoor and Farm","333 N. Main St.
Cape Girardeau, MO 63701
(37.308518, -89.517874)",,"https://www.olehickorypits.com/",
"Old World Spices & Seasonings","Lafayette","Consumables","101 NE Davis Rd.
Concordia, MO 64020
(39.003292, -93.564235)",,"https://oldworldspices.com/",
"Of The Earth Farm Distillery","Ray","Beverage, Outdoor and Farm","17190 Highway 13
Richmond, MO 64085
(39.400425, -94.002615)",,"http://www.oftheearthfarm.com/",
"Off The Beaten Path, Inc.","Clay","Artistries, Home, Consumables","6601 Royal St.
Pleasant Valley, MO 64068
(39.213423, -94.481901)","Suite D","https://cookiecutter.com/",
"O’Fallon Brewery","Maryland Heights","Beverage","45 Progress Parkway
Maryland Heights, MO 63043
(38.704984, -90.447349)",,"http://ofallonbrewery.com/",
"Nuwati Herbals, Inc.","St. Louis","Artistries, Health and Medical","7610 Dale Ave.
Richmond Heights, MO 63117
(38.627327, -90.323807)",,"https://nuwatiherbals.com/",
"Nu-Rest Bedding Co Inc","Linn","Home","903 Pershing Dr.
Laclede, MO 64651
(39.787051, -93.169098)",,"http://www.nurestbedding.com/",
"Northern Prairie Alpacas, LLC","Franklin","Artistries, Outdoor and Farm, Apparel and Accessories","7470 Jakes Prairie Rd.
Sullivan, MO 63080
(38.280349, -91.296246)",,"https://www.northernprairiealpacas.com/",
"Newlife Specialties","Phelps","Artistries","124 S. Seymour St.
St. James, MO 65559
(37.998013, -91.613018)",,"http://www.newlifespecialties.com/",
"Neet Products Inc.","Pettis","Sporting Goods","5875 E. Hwy 50
Sedalia, MO 65301
(38.695957, -93.167664)",,"http://www.neet.com/",
"Nature’s Bliss","Barton","Artistries","1000 Heagon St.
Lamar, MO 64759
(37.49413, -94.265061)",,"https://natures-bliss.org/",
"National Building Supply, LLC – Ultra NT SCIF Barrier","Boone","Hardware, Industrial and Commercial","2000 E Broadway
Columbia, MO 65201
(38.948826, -92.308641)","Suite 225","https://ultrantscif.com/",
"Narrow Gauge Brewing Co.","St. Louis","Beverage","1595 N Hwy 67
Florissant, MO 63031
(38.798889, -90.319003)",,"https://www.narrowgaugestl.com/",
"Naked Spirits","St. Louis","Beverage","1002 Hanley Industrial Ct.
St. Louis, MO 63144
(38.62502, -90.338842)",,"https://www.nakedspirits.com/",
"MW Woodworx","Greene","Artistries","527 N. Kyle Ave.
Republic, MO 65738
(37.124782, -93.460829)",,"http://www.mwwoodworx.com/",
"Mr. B's Salsa & Hot Pepper Products","St. Francois","Consumables","530 Point Rd.
Farmington, MO 63640
(37.66233, -90.437364)",,"https://www.mrbssalsa.com/",
"M-Power Enterprises LLC","Clay","Consumables","601 NE Amory Rd.
Smithville, MO 64089
(39.347128, -94.572288)",,"https://www.facebook.com/PrimalCry/",
"Mother's Brewing Co.","Greene","Beverage","215 S. Grant Ave.
Springfield, MO 65806
(37.208125, -93.298722)",,"https://www.mothersbrewing.com/",
"Morrison Printing","Barton","Printing, Publishing, Packaging","110 E. 10th St.
Lamar, MO 64759
(37.495676, -94.275837)",,"http://morrisonprintinglamar.com/",
"Moreau Meat Market","Cole","Consumables, Outdoor and Farm","5007 Buffalo Rd.
Jefferson City, MO 65101
(38.503323, -92.262936)",,"https://www.facebook.com/MoreauMeatMarket/",
"Montgomery Metal Craft","Greene","Industrial and Commercial","3925 N. Farm Road 143
Springfield, MO 65803
(37.268467, -93.319587)",,"https://www.loc8nearme.com/missouri/springfield/montgomery-metal-craft/6178580/",
"Mom's Originals, Inc.","St. Charles","Consumables","10 Duffy Court
St. Peters, MO 63376
(38.792751, -90.623989)",,"https://momsoriginals.com/",
"MO Ink & Stitch, LLC","Osage","Artistries, Printing, Publishing, Packaging, Sporting Goods, Apparel and Accessories","32 Highway T
Freeburg, MO 65035
(38.406984, -91.971466)",,"https://moinkandstitch.com/",
"Modern Screw Products","St. Louis","Hardware","2307 N. 9th St.
St. Louis, MO 63102
(38.649402, -90.190306)",,"http://www.modernscrewproducts.com/",
"Missouri Wildflowers Nursery LLC","Cole","Produce and Nurseries","9814 Pleasant Hill Rd.
Jefferson City, MO 65109
(38.441029, -92.304245)",,"http://mowildflowers.net/",
"Missouri Spirits","Greene","Beverage","507 W. Walnut St.
Springfield, MO 65806
(37.207187, -93.296121)",,"https://missourispirits.com/",
"Missouri Northern Pecan Growers","Vernon","Consumables","3011 E. Austin Blvd.
Nevada, MO 64772
(37.836067, -94.31874)",,"http://mopecans.com/",
"Missouri Meerschaum Company","Franklin","Artistries","400 West Front St.
Washington, MO 63090
(38.562019, -91.013544)",,"https://corncobpipe.com/",
"Missouri Life, Inc.","Cooper","Printing, Publishing, Packaging","501 High St.
Boonville, MO 65233
(38.977669, -92.744075)","Suite A","https://missourilife.com/",
"Missouri Equipment Company","St. Louis City","Hardware, Industrial and Commercial","2222 N. Ninth St.
St. Louis, MO 63102
(38.648978, -90.189734)",,"https://usacustomstainless.com/",
"Missouri Bullet Company","Johnson","Sporting Goods","1551 SW 25th Rd.
Kingsville, MO 64061
(38.767674, -94.038707)",,"http://www.missouribullet.com",
"Millbank Mills Inc","Livingston","Pet Care","1 Brunswick St.
Chillicothe, MO 64601
(39.787731, -93.545905)",,"http://www.silvermoonfeeds.com/",
"Mighty Cricket","St. Louis","Beverage, Consumables, Health and Medical","
Ballwin, MO 63011
(38.592796, -90.565612)",,"https://www.mightycricket.co/",
"Midway Mercantile Co.","Boone","Artistries","7301 W. Henderson Rd.
Columbia, MO 65202
(38.984146, -92.44649)",,"https://www.facebook.com/MidwayMercantileCo/",
"Mid-American Dental & Hearing Center","Lawrence","Health and Medical","1050 W. Hayward Dr.
Mt. Vernon, MO 65712
(37.087277, -93.837492)",,"http://www.midamericahearing.com/",
"Mid-America Biofuels","Audrain","Automotive, Industrial and Commercial, Outdoor and Farm","410 S Jefferson
Mexico, MO 65265
(39.169109, -91.882759)",,"https://www.mid-americabiofuels.com/",
"MG Kitchen & Home Designs","Barton","Artistries AND Home","394 SE 1st Lane
Lamar, MO 64759
(37.4891344, -94.298425)",,"https://www.mgkitchenandhome.com/",
"Mexican Villa Food Products, Inc.","Greene","Consumables","1100 W. Sunshine St.
Springfield, MO 65807
(37.182032, -93.306917)",,"https://www.mexicanvilla.net/",
"Metal Conditioner Squared","St. Charles","Automotive","5988 Mid Rivers Mall Dr.
St. Charles, MO 63304
(38.75103, -90.635828)","Suite 233","https://www.metalconditionersquared.com/",
"Mesta Meadows","Bollinger","Artistries AND Outdoor & Farm","12005 State Highway 34
Glenallen, MO 63751
(37.286819, -90.091145)",,"https://www.mestameadows.com/",
"Melancholy Roasting, LLC","Douglas","Beverage, Consumables","232 S. Jefferson St.
Ava, MO 65608
(36.949092, -92.660434)",,"https://melancholyroasting.com/",
"McNeal Art Work","Cedar","Artistries","19850 E. Hwy 32
Stockton, MO 65785
(37.66751, -93.711206)",,"http://www.mcnealartwork.com/",
"McKaskle Family Farm LLC","Pemiscot","Outdoor and Farm","2190 W. County Road 411
Braggadocio, MO 63826
(36.182598, -89.827137)",,"http://www.mckasklefamilyfarm.com/",
"McCormick Distilling Co., Home of the Historic Holladay Distillery","Platte","Beverage","1 McCormick Lane
Weston, MO 64098
(39.398738, -94.878436)",,"https://mccormickdistilling.com/",
"McCall's Candles","Moniteau","Home","809 W. Hwy 50
Tipton, MO 86501
(38.646879, -92.767863)",,"https://mccallscandles.com/",
"Martin Rice Company","Stoddard","Consumables, Outdoor and Farm","
Bernie, MO 63822
(36.668992, -90.017282)",,"http://www.martinrice.com/",
"Marco Group Inc.","Newton","Hardware, Industrial and Commercial, PPE","5400 Doniphan Dr.
Neosho, MO 64850
(36.809772, -94.37587)",,"https://marcogroupinc.com/",
"Mapping Solutions","Clay","Printing, Publishing, Packaging","15415 State Route 92
Kearney, MO 64060
(39.367886, -94.390249)",,"https://www.mappingsolutionsgis.com/",
"Mama Lane's All Natural","Taney","Health and Medical","210 Lookout Rdg.
Branson, MO 65616
(36.671938, -93.193917)",,"http://www.etsy.com",
"Magnitude 7 Metals","New Madrid","Industrial and Commercial","391 St. Jude Industrial Park Hwy
Marston, MO 63866
(36.517818, -89.576177)",,"http://www.magnitude7metals.com/",
"Madison Stitch","Jackson","Artistries, Home, Apparel and Accessories","507 E. 16th St.
Kansas City, MO 64108
(39.094327, -94.57724)",,"https://www.madisonstitch.com/",
"MachMotion","Phelps","Hardware, Industrial and Commercial","14518 Co Rd 7240
Newburg, MO 65550
(37.83663, -91.833199)",,"https://machmotion.com/",
"Lyon Country Meats","Franklin","Consumables","4636 Hwy 185
New Haven, MO 63068
(38.512146, -91.173489)",,"https://www.lyoncountrymeats.com/",
"Lost Creek Vineyard, LLC","Warren","Beverage","
Marthasville, MO 63357
(38.627697, -91.060978)",,"https://www.lostcreekvineyardmo.com/index.html",
"Lost Branch Blueberry Farm","Adair","Consumables, Outdoor and Farm","21507 Lost Branch Way
Brashear, MO 63533
(40.173502, -92.458184)",,"http://lostbranchblueberries.com/",
"Lorie's Woodworks","Sullivan","Artistires AND Outdoor & Farm","11600 State Highway D
Green Castle, MO 63544
(38.5128104, -90.9342984)",,"https://www.facebook.com/profile.php?id=100066885936772",
"Long Row Lavender","Warren","Artistries, Consumables, Health and Medical, Home, Outdoor and Farm, Produce and Nurseries","26549 S. Stracks Church Rd.
Wright City, MO 63390
(38.790866, -91.071771)",,"https://longrowlavender.com/",
"Logboat Brewing Company","Boone","Beverage","504 Fay St.
Columbia, MO 65201
(38.957357, -92.322751)",,"http://www.logboatbrewing.com/",
"Little Platte Distillery","Clay","Beverage","210 E Meadow St.
Smithville, MO 64089
(39.386277, -94.578761)",,"https://www.littleplattedistilling.com/",
"Little Dixie Sticks of Missouri, LLC","Boone","Artistries, Outdoor and Farm, Sporting Goods","
Columbia, MO 65201
(38.95165, -92.334097)",,"https://littledixiesticks.com/",
"Lifted Spirits Distillery","Jackson","Beverage, PPE","1734 Cherry St.
Kansas City, MO 64108
(39.092033, -94.576615)",,"https://www.liftedspiritskc.com/",
"LGO Custom Candles LLC","Clay","Artistries & Home","7001 N Locust St.
Kansas City, MO 64155
(38.888106, -92.21383)","Ste B15","https://www.facebook.com/LGOCustomCandles/",
"Les Bourgeois Vineyards","Boone","Beverage","14020 West Highway BB
Rocheport, MO 65279
(38.968335, -92.55025)",,"https://missouriwine.com/",
"Leonardo DRS - Marlo Coil","Jefferson","Hardware, Industrial and Commercial","6060 Highway PP
High Ridge, MO 63049
(38.455799, -90.548806)",,"https://www.marlocoil.com/",
"Legacy Fasteners LLC","Butler","Hardware","5710 Technical Dr.
Poplar Bluff, MO 63901
(36.745322, -90.463149)",,"https://legacyfasteners.com/",
"Leffler Home","St. Louis","Home","1590 Fenpark Dr.
Fenton, MO 63026
(38.536546, -90.449035)",,"http://lefflerhome.com/",
"Lebanon Candle Company","Laclede","Artistries, Home","
Lebanon, MO 65536
(37.681527, -92.663076)",,"https://www.lebanoncandle.com/",
"La-Z-Boy","Newton","Home","4301 Howard Bush Dr.
Neosho, MO 64850
(36.822158, -94.37487)",,"https://www.la-z-boy.com/",
"Lavender Rhapsody, LLC","Osage","Artistries, Outdoor and Farm, Consumables","1439 Highway NN
Bland, MO 65014
(38.303264, -91.63508)",,"https://lavenderrhapsody.com/",
"Last Flight Brewing Company (OWL Partners, LLC)","Cole","Beverage","78 Heisinger Road
Jefferson City, MO 65109
(38.580994, -92.207761)",,"https://www.lastflightbrewing.com/",
"Largeprinting.com","Jackson","PPE, Printing, Publishing, Packaging","6633 Troost Ave.
Kansas City, MO 64131
(39.007366, -94.574297)",,"https://largeprinting.com/",
"Lakeside Casting Solutions, LLC","Monroe","Hardware, Industrial and Commercial, Outdoor and Farm","#2 Lakeside Dr.
Monroe City, MO 63456
(39.65489, -91.71576)",,"https://lakesidecasting.com/",
"LAG Industries","Pettis","Outdoor and Farm","19601 Hwy 127
La Monte, MO 65337
(38.799169, -93.420963)",,"https://www.lagind.com/",
"Laclede Chain Manufacturing, LLC","St. Louis","Hardware, Industrial and Commercial","1549 Fenpark Dr.
Fenton, MO 63026
(38.534842, -90.449077)",,"http://lacledechain.com/",
"LaChance Vineyards","Jefferson","Beverage","12237 Peter Moore Lane
DeSoto, MO 63020
(38.168778, -90.613376)",,"http://lachancevineyards.com/",
"Kraft Heinz","Greene","Consumables","2035 E. Bennett St.
Springfield, MO 65804
(37.188733, -93.256336)",,"http://www.kraftheinzcompany.com/",
"Koechner Mfg. Co. Inc.","Moniteau","Outdoor and Farm, Industrial and Commercial","220 US Hwy 50
Tipton, MO 65081
(38.650828, -92.777689)",,"http://www.turkeycoops.com/",
"Knowlan Family Farm","Cape Girardeau","Consumables,Outdoor and Farm,Produce and Nurseries","3243 State Hwy 34
Burfordville, MO 63739
(37.380942, -89.780556)",,"https://knowlanfamilyfarm.com/",
"Knottie Hooks","Boone","Artistries","704 Norwalk Dr.
Columbia, MO 65202
(38.9770739, -92.348488)",,"https://knottiehooks.com/",
"King Ag Products  Inc.","Carroll","Outdoor & Farm","25584 Highway 65
Carrollton, MO 64633
(39.3895691, -93.4861337)",,"https://kingagproducts.com/",
"Kimmswick Candle Co.","Jefferson","Artistries, Home","
Arnold, MO 63010
(38.43766, -90.373963)",,"https://www.kimmswickcandleco.com/",
"Kill-Kim Foods, LLC","Callaway","Consumables","505 S. Summit Dr.
Holts Summit, MO 65043
(38.641587, -92.12226)",,"http://www.jailbrew.com",
"Kent Jewelry","Phelps","Artistries, Apparel and Accessories","907 N Pine St.
Rolla, MO 65401
(37.951149, -91.771563)",,"https://kentjewelryrolla.com/",
"KE2 Therm Solutions, Inc.","Franklin","Industrial and Commercial","12 Chamber Dr.
Washington, MO 63090
(38.531123, -91.016229)",,"http://ke2therm.com/",
"KC Bier Co.","Jackson","Beverage","310 W. 79th St.
Kansas City, MO 64114
(38.985032, -94.593649)",,"https://kcbier.com/",
"Kays Engineering, Inc.","Saline","Industrial and Commercial","900 Industrial Dr.
Marshall, MO 65340
(39.131357, -93.215624)",,"http://www.kays-dehoff.com/",
"Karuna Beverages / Fulfill Food & Beverages","St. Louis","Beverage","
St. Louis, MO 63105
(38.648702, -90.339878)",,"https://mykaruna.com/",
"Kansas City Canning Co.","Jackson","Consumables, Beverage","2801 Nicholson Ave.
Kansas City, MO 64120
(39.124266, -94.547928)",,"https://kansascitycanningco.com/",
"Justice Funiture & Bedding Companies","Laclede","Home, PPE","900 W. Elm St.
Lebanon, MO 65536
(37.667623, -92.667562)",,"https://www.justicefurniture.com/",
"Just Enough Heat, LLC","Jackson","Consumables","604 Walnut St.
Greenwood, MO 64034
(38.85068, -94.341736)","Unit E","https://justenoughheat.com/",
"JuJu Promotions LLC","New Madrid","Printing, Publishing, Packaging","420 US Hwy 61
New Madrid, MO 63869
(36.58587, -89.546859)",,"https://www.facebook.com/JuJuPromotions/",
"JRV Technologies","Webster","Industrial and Commercial","12828 State Highway B
Marshfield, MO 65706
(37.274212, -92.997501)",,"https://www.facebook.com/pages/category/Machine-Shop/JRV-Technologies-1660974674163048/",
"J & R Sand & Gravel","Douglas","Outdoor and Farm","RR 2 Box 647
Ava, MO 65608
(36.963205, -92.521079)",,"http://www.jrsandgravel.com/",
"J.R. Johnston Tack","Pike","Artistries, Outdoor and Farm, Pet Care, Sporting Goods","19496 Pike 308
Bowling Green, MO 63334
(39.288472, -91.107961)",,"https://jrsleather.com/",
"J. Rieger & Co.","Jackson","Beverage, PPE","2700 Guinotte Ave.
Kansas City, MO 64120
(39.119383, -94.548462)",,"https://jriegerco.com/",
"Joyful Expressions","Christian","Artistries","558 Lakewood Loop
Marshfield, MO 65706
(37.296393, -92.989986)",,"https://www.joyfulexpressions.us/HTML/JoyfulHome.html",
"Jowler Creek Vineyard and Winery","Platte","Beverage","16905 Jowler Creek Rd.
Platte City, MO 64079
(39.433382, -94.775543)",,"https://jowlercreek.com/",
"Joe Marshall Woodworks","Boone","Home","1403 Grand Ave.
Columbia, MO 65203
(38.966521, -92.33616)",,"https://joemarshallwoodworks.com/",
"J.L. Houston Company","Nodaway","Hardware, Industrial and Commercial, Outdoor and Farm","208 Craig St.
Hopkins, MO 64461
(40.553573, -94.819807)",,"https://www.jlhoustonco.com/",
"JC Mattress Factory & Furniture Showrooms Inc.","Cole","Home","4725 Horner Rd.
Jefferson City, MO 65109
(38.580492, -92.27747)",,"https://www.jcmattressonline.com/",
"JB's Gourmet Spice Blends","Christian","Consumables","
Ozark, MO 65721
(36.999652, -93.213945)",,"https://jbspiceblends.com/",
"Jared’s Jams","Knox","Consumables","50756 State Highway 6
Edina, MO 63537
(40.166921, -92.173927)",,"https://www.facebook.com/Jareds-Jams-112525080431484",
"I.V. House, Inc.","St. Louis","Health and Medical","2072 Concourse Dr.
St. Louis, MO 63146
(38.697368, -90.436856)",,"https://www.ivhouse.com/",
"Ion Wave Technologies, Inc.","Greene","Electronics and Software","3653 South Ave.
Springfield, MO 65807
(37.147456, -93.294333)",,"https://ionwave.net/",
"Intraflo Products","Clay","Hardware, Industrial and Commercial, Outdoor and Farm","6512 Royal Street
Pleasant Valley, MO 64068
(39.212843, -94.483218)",,"https://intrafloproducts.com/",
"InStore Design Display","Clay","Hardware, Industrial and Commercial, PPE","105 W 26th Ave.
North Kansas City, MO 64116
(39.147703, -94.583001)",,"https://www.instoredesigndisplay.com/",
"Indigo Wild - Zum Bar Soap","Jackson","Artistries,Health and Medical,Home","3125 Wyandotte St.
Kansas City, MO 64111
(39.070242, -94.587789)",,"https://www.indigowild.com/",
"Indian Springs Brewing Company","Newton","Beverage","109 E. Main St.
Neosho, MO 64850
(36.868667, -94.368136)",,"http://www.indianspringsbrewing.com/",
"Impact Signs Awnings Wraps, Inc.","Pettis","Printing, Publishing, Packaging","22705 N. Hwy 65
Sedalia, MO 65301
(38.745879, -93.226233)",,"http://impact4800.com/",
"Husky Corporation","Franklin","Industrial and Commercial","2325 Husky Way
Pacific, MO 63069
(38.462209, -90.753338)",,"https://www.husky.com/",
"Hurtt Fabricating Corporation","Chariton","Hardware, Industrial and Commercial","26707 E. Scott Rd.
Marceline, MO 64658
(39.702134, -92.957921)",,"https://www.facebook.com/pages/Hurtt-Fabricating-Corp/135061513211450",
"Hummingbird Vineyard & Winery","Audrain","Beverage","16586 Audrain Road 953
Mexico, MO 65265
(39.098848, -91.999091)",,"https://hummingbirdwinery.com/",
"Hot Charlie's","St. Louis","Consumables","7548 Shadybridge Dr.
St. Louis, MO 63129
(38.421076, -90.328855)",,"http://www.hotcharlies.com",
"Horrmann Meats","Greene","Consumables","1537 W Battlefield Rd.
Springfield, MO 65807
(37.161165, -93.313191)",,"https://horrmannmeat.com/",
"Hook Solutions","Benton","Sporting Goods","23964 Hwy 65
Warsaw, MO 65355
(38.34214, -93.340413)",,"https://www.hooksolutions.com/sunshop/",
"Honeysuckle Acres","Cole","Artistries, Health and Medical, Consumables","
Henley, MO 65040
(38.344579, -92.323045)",,"https://honeysuckleacres.net/",
"Honey House Inc.","Newton","Consumables","19134 Hwy 59
Neosho, MO 64850
(36.800553, -94.396173)",,"https://www.facebook.com/bekemeiers",
"Hold Fast Woodworks","Clinton","Artistries, Home","7695 SE Sycamore Dr.
Holt, MO 64048
(39.453354, -94.341886)",,"https://holdfast-woodworks.com/",
"Hold Fast Brewing","Greene","Beverage","235 N. Kimbrough Ave.
Springfield, MO 65806
(37.20989, -93.286619)",,"https://www.hfbrewing.com/",
"H-J Family of Companies","Jefferson","Hardware, Industrial and Commercial","3010 High Ridge Blvd.
High Ridge, MO 63049
(38.459534, -90.536072)",,"http://www.h-j.com/",
"Hippie Holler Vapors","Laclede","Artistries","434 S. Jefferson Ave.
Lebanon, MO 65536
(37.677881, -92.660322)",,"http://hippieholler.com/",
"Hillyard, Inc.","Buchanan","Cleaning, Industrial and Commercial","302 N. 4th Street
St. Joseph, MO 64501
(39.768228, -94.855479)",,"https://www.hillyard.com/Pages/default.aspx",
"Hiland Dairy Foods Co., LLC","Greene","Consumables, Beverage","1133 E. Kearney St.
Springfield, MO 65803
(37.240654, -93.276341)",,"http://www.hilanddairy.com",
"HG Johnson Wood Products, LLC","Lawrence","Artistries, Home, Industrial and Commercial","416 W Commercial St.
Pierce City, MO 65723
(36.944493, -94.009891)",,"https://hgjohnsonwoodproducts.weebly.com/",
"H. E. Williams, Inc.","Jasper","Home, Industrial and Commercial, Outdoor and Farm","831 W. Fairview Ave.
Carthage, MO 64836
(37.154763, -94.323218)",,"https://www.hew.com/",
"Herbaria, LLC","St. Louis City","Artistries, Health and Medical, Home","2016 Marconi Ave.
St. Louis, MO 63110
(38.616159, -90.272468)",,"https://www.herbariasoap.com",
"Henschel Manufacturing Co.","Bollinger","Artistries, Outdoor and Farm, Apparel and Accessories","RR2 Hwy EE
Sedgewickville, MO 63781
(37.515542, -89.916694)",,"https://www.henschelhats.com/",
"Hendrickson's Inc","St. Charles","Consumables","2050 Exchange Dr.
St. Charles, MO 63303
(38.757715, -90.529774)",,"https://www.hendricksons.com",
"Haviland Corporation","Osage","Cleaning","200 S. Hwy U
Linn, MO 65051
(38.485833, -91.856981)",,"http://www.havilandcorp.com/",
"Hart I Beet Farms","Lincoln","Produce and Nurseries","349 Blackwell Ln.
Eolia, MO 63344
(39.208419, -90.915063)",,"http://www.hartbeetfarm.com/",
"Harold’s Famous Bee Co","Ste. Genevieve","Artistries Consumables AND Health & Medical","234 Market St.
Ste. Genevieve, MO 63670
(37.97874251, -90.04540626)",,"https://www.haroldsfamous.com/",
"Harleman MFG","Cedar","Outdoor and Farm, Industrial and Commercial","117 S. St. James St.
El Dorado Springs, MO 64744
(37.874856, -94.020906)",,"http://www.harlemanglobal.com/",
"Happy Tracks Farm","Clinton","Outdoor and Farm","4701 SW Dubois Rd.
Plattsburg, MO 64477
(39.502597, -94.498198)",,"https://www.happytracksfarm.com/index.html",
"Hann Made Calls, LLC","Henry","Outdoor and Farm, Sporting Goods","
Clinton, MO 64735
(38.370341, -93.774043)",,"https://www.hannmadecalls.com/",
"Hammons Products Company","Cedar","Consumables","105 Hammons Dr.
Stockton, MO 65785
(37.701639, -93.794625)",,"https://black-walnuts.com/",
"Halo and Cleaver, LLC","St. Louis","Consumables","1710 Fenpark Dr.
Fenton, MO 63026
(38.539328, -90.448332)",,"https://www.haloandcleaver.com/",
"Habitata Building Products, LLC dba Halcyon Shades","St. Louis","Industrial and Commercial, Home, PPE","6282 Olive Blvd.
University City, MO 63130
(38.660904, -90.301233)",,"https://halcyonshades.com/",
"Gunslinger Soap","Buchanan","Health and Medical, Home","2400 Frederick Ave.
St. Joseph, MO 64506
(39.776638, -94.831042)","Suite 303","https://www.gunslingersoap.com/",
"Gun It Brands, LLC","Jefferson","Beverage, Consumables","1 Liguori
Liguori, MO 63057
(38.342019, -90.409523)",,"https://www.gunitenergy.com/",
"Grow-Smart Quality Feed","Howell","Industrial and Commercial, Outdoor and Farm, Pet Care","1159 US Business 60-63
Willow Springs, MO 65793
(36.913661, -93.895931)",,"https://www.facebook.com/GROWSMARTFEEDS/",
"Grow-Smart Quality Feed","Howell","Industrial & Commercial AND Outdoor & Farm And Pet Care","1159 E Business Highway 60-63
Willow Springs, MO 65793
(37.0153591, -91.9994272)",,,
"Grindstone Valley Winery","DeKalb","Beverage","595 Clinton St.
Osborn, MO 64474
(39.748648, -94.356535)",,"https://www.grindstonevalleywinery.com/",
"Green Resources Consulting","Cass","PPE","
Cleveland, MO 64734
(38.6792, -94.593242)",,"https://www.getgreenresources.com/",
"Green Meadow Barn Company","Callaway","Artistries, Home","1626 Quail Run
Fulton, MO 65251
(38.877156, -92.133579)",,"https://www.greenmeadowbarncompany.com/",
"Green Dirt Farm, LLC","Platte","Consumables, Outdoor and Farm, Produce and Nurseries","1099 Welt St.
Weston, MO 64098
(39.417979, -94.892633)",,"https://greendirtfarm.com/",
"Gray Manufacturing Company, Inc.","Buchanan","Automotive, Industrial and Commercial","3501 S. Leonard Road
St. Joseph, MO 64503
(39.732777, -94.786311)",,"https://grayusa.com/",
"GOPO LLC","Callaway","Consumables","525 Court St.
Fulton, MO 65251
(38.848325, -91.948237)",,"https://www.gopogourmetpopcorn.com/",
"Goodman Manufacturing Co. Inc.","Webster","Consumables","3619 State Hwy OO
Marshfield, MO 65706
(37.313881, -92.966194)",,"https://www.goodmansvanilla.com",
"Gokey USA","Moniteau","Artistries, Home, Apparel and Accessories","300 E. Moniteau St.
Tipton, MO 65081
(38.655636, -92.774451)",,"www.gokeyusa.com",
"Global Steel Buildings","Howell","Outdoor and Farm, Industrial and Commercial","3946 State Route 14
West Plains, MO 65775
(36.803065, -91.936364)",,"http://www.globalsteelbuildings.com/",
"Giofre Apiaries","Callaway","Consumables","4209 Shady Ln.
Fulton, MO 65251
(38.909296, -92.119197)",,"http://www.thehoneyicecreampeople.com",
"Giddy-Up Soy Candles LLC","Osage","Home","142 Rehagen Ln.
Freeburg, MO 65035
(38.394661, -91.964073)",,"http://www.giddyupsoycandles.com/",
"Gasket Engineering","Jackson","Hardware","4500 E. 75th Terrace
Kansas City, MO 64132
(38.988356, -94.534633)",,"http://www.gasketeng.com/",
"Garage Graphics & Visuals (Elemoose)","Greene","Printing, Publishing, Packaging","2503 N. Neergard Ave.
Springfield, MO 65803
(37.242511, -93.242953)",,"https://www.elemoose.com/",
"Fringe Beerworks","Jackson","Beverage","224 SE Douglas St.
Lees Summit, MO 64063
(38.912817, -94.376557)",,"http://fringebeerworks.com/",
"Friendship Brewing Company","St. Charles","Beverage","100 Pitman Ave.
Wentzville, MO 63385
(38.810856, -90.851359)",,"https://www.friendshipbrewco.com/",
"Freedom Products Company, Inc.","Osage","Artistries, Home, Industrial and Commercial, Outdoor and Farm","4329 Hwy 50 East
Linn, MO 65051
(38.458067, -91.700115)",,"http://freedomwoodproducts.com/",
"Freddie Lee's Gourmet Sauce","St. Louis City","Consumables","1124 Lumiere PL Blvd
St. Louis, MO 63102
(38.635152, -90.185387)",,"https://freddieleesgourmetsauces.com/",
"Foxy Mfg Inc.","Butler","Cleaning, Hardware, Industrial and Commercial, Outdoor and Farm","2398 Highway 53
Poplar Bluff, MO 63901
(36.71996, -90.380036)",,"https://foxymfg.com/",
"Four Brothers Mead","Jefferson","Beverage","124 E. Main St.
Festus, MO 63028
(38.21954155, -90.39043754)",,"https://fourbrothersmead.com/",
"For Your Convenience","Phelps","Industrial and Commercial, Home","124 S. Seymour St.
St. James, MO 65559
(37.998013, -91.613018)",,"http://fyc.com/",
"Foreman Fabricators, Inc.","St. Louis City","Hardware, Industrial and Commercial","4605 McRee Ave.
St. Louis, MO 63110
(38.620245, -90.262704)",,"https://foremanfab.com/",
"Foam Fabricators","Cedar","Printing, Publishing, Packaging","417 W Industrial Dr.
El Dorado Springs, MO 64744
(37.872354, -94.032488)",,"http://www.foamfabricatorsinc.com/",
"Flying3Ranch","Hickory","Consumables, Outdoor and Farm","20462 State Hwy 83
Wheatland, MO 65779
(37.922178, -93.411707)",,"https://www.flying3beef.com/",
"FK Knives, LLC","Texas","Artistries","15045 Kile Rd.
Cabool, MO 65689
(37.171063, -92.024718)",,"https://sites.google.com/view/fkknives/home?authuser=3",
"Fitz's Bottling Company","St. Louis","Beverage","6605 Delmar Blvd.
University City, MO 63130
(38.656016, -90.305466)",,"https://fitzsrootbeer.com/",
