"license_number","licensee_name","dba_name","license_type","district","sub_district","county","street_number","street_name","city","state","zip_code","last_name","first_name","business_phone","renewal_date","latlng"
"274519","MICHEL MANAGED PROPERTIES LLC","POINTE OASIS","OPL","2","00","015","90","OASIS CIR","SUNRISE BEACH","MO","650795216","MICHEL","COURTNEY",,"03/23/2022",
"269933","OLD TOWN RESTAURANT COMPANY LLC","RED OVEN WOOD FIRED PIZZA","RBD","3","00","095","315","RUE SAINT FRANCOIS ST.","FLORISSANT","MO","630315035","PURGAHN","STEVEN",,"03/23/2022",
"280435","ELLISVILLE LIQUORS LLC","ST. LOUIS CELLARS AND TASTING ROOMS","SBD","3","00","095","12101B","& 12103 MANCHESTER, #12 & #13","DES PERES","MO","63131","PATEL YU","MINA",,"03/23/2022",
"246156","ORVINO IMPORTS & DISTRIBUTING INC.","ORVINO IMPORTS & DISTRIBUTING","22S","7","00","999","11927","W. SAMPLE ROAD","CORAL SPRINGS","FL","330653164","FLORA","JOHN",,"03/23/2022",
"275320","STOUT, SHANE R.","BOSSMAN'S LIQUOR","OPT","5","00","039","1423","E KEARNEY ST","SPRINGFIELD","MO","658034101",,,,"03/23/2022",
"184040","DANTARA LLC","DOMAIN STREET WINE BAR","RBD","3","00","092","3253","RUE ROYALE","ST. CHARLES","MO","63301","GILBERT","DANNA",,"03/23/2022",
"212646","WEBSTER SERVICE & WASH LLC","WEBSTER SERVICE & WASH","OPL","3","00","095","3157","S. BRENTWOOD BLVD.","WEBSTER GROVES","MO","63119","RODENBERG","DARRYL",,"03/23/2022",
"244074","URANUS INC.","URANUS","OPL","5","00","085","14400","HIGHWAY Z","ST. ROBERT","MO","655840721","KEEN","LOUIE",,"03/23/2022",
"273791","SHREE LAXMI KRUPPA LLC","ABC LIQUOR & WINE","SOP","3","00","095","12207","DORSETT RD.","MARYLAND HEIGHTS","MO","630432407","PATEL","KRUNAL",,"03/23/2022",
"279582","SHADOW LAKE LLC","SHADOW LAKE LLC","RBD","5","00","060","101","MAIN ST","NOEL","MO","64854","MILLER","ROBERT",,"03/23/2022",
"273051","ELLISVILLE LIQUORS LLC","DOGWOOD WINE AND SPIRITS SUPERSTORE","RBD","3","00","092","2601","HIGHWAY K STE B","O'FALLON","MO","63368","YU","MINA",,"03/23/2022",
"263735","CARROLL COUNTY MERCANTILE, LLC","CARROLL COUNTY MERCANTILE","5BDW","1","00","017","8","W. BENTON ST.","CARROLLTON","MO","646331203","BUHRMESTER","REX",,"03/23/2022",
"273380","CHICK N ELLYS LLC","CHICK N ELLYS","SBD","3","00","095","122","A S. CENTRAL AVE.","EUREKA","MO","63025","LEIBER","JENNIFER",,"03/23/2022","
,  
(38.5017, -90.627704)"
"251589","BKC INC","SCHOTTZIES BAR & GRILL","SBD","3","00","095","11428","CONCORD VILLAGE AVE","ST. LOUIS","MO","631236951","CARLSON","MICHAEL",,"03/23/2022","
,  
(38.5244868, -90.3560256)"
"178818","COUNTRY CLUB EXPRESS WASH LLC","COUNTRY CLUB EXPRESS CAR WASH","SOP","3","00","095","17195","CHESTERFIELD AIRPORT","CHESTERFIELD","MO","630051411","BLUESTONE","BARBARA",,"03/23/2022","
,  
(38.6690757, -90.5944945)"
"12300","FAVAZZA'S INC.","FAVAZZA'S","RBD","3","00","116","5201","SOUTHWEST AVE","ST LOUIS","MO","631391444","FAVAZZA","VITO",,"03/23/2022","
,  
(38.6114474, -90.2739125)"
"279583","SHADOW LAKE LLC","SHADOW LAKE LLC","SBD","5","00","060","101","MAIN ST","NOEL","MO","64854","MILLER","ROBERT",,"03/23/2022",
"273379","CHICK N ELLYS LLC","CHICK N ELLYS","RBD","3","00","095","122","A S. CENTRAL AVE.","EUREKA","MO","63025","LEIBER","JENNIFER",,"03/23/2022","
,  
(38.5017, -90.627704)"
"270123","LITER'S VP LLC","LITER'S VP","SBD","2","00","087","22450","HIGHWAY 19","CENTER","MO","63436","LITER","SUSAN",,"03/23/2022",
"243789","NOURISH CAFE & MARKET LLC","NOURISH CAFE & MARKET","5BDW","2","00","010","1201","E. BROADWAY, STE. B","COLUMBIA","MO","65201","LEMONE","KALLE",,"03/23/2022","
,  
(38.9517311, -92.3240714)"
"271135","REVOLUTIONS LANES AND FUN CENTER LLC","REVOLUTIONS LANES AND FUN CENTER","RBD","1","00","011","6938","KING HILL AVE.","ST. JOSEPH","MO","645042308","MENINI","BRIAN",,"03/23/2022",
"234319","CJV BROTHERS INC.","ICHIBAN STEAK HOUSE & SUSHI","SBD","5","00","085","240","MARSHALL DR., STE. 8","ST. ROBERT","MO","655844766","ZHENG","CHENJIE",,"03/23/2022",
"71922","CAPITOL FOODS INC.","SCHULTE'S FRESH FOODS","SOP","2","00","026","1904","SOUTHWEST BLVD","JEFFERSON CITY","MO","65109","SCHULTE","JOHN",,"03/23/2022","
,  
(38.55398599999999, -92.20020099999999)"
"280327","CHERRY HILL DENTAL INC.","CHERRY HILL DENTAL INC.","RBD","2","00","010","220","DIEGO DRIVE, STE. 201","COLUMBIA","MO","65203","GADBOIS","MARY",,"03/23/2022",
"262798","FOOLISH OWL GREENHOUSE LLC","FOOLISH OWL GREENHOUSE","OPL","2","00","066","28","HWY FF","ELDON","MO","65026","ST LOUIS SKOUBY","HEATHER",,"03/23/2022",
"230193","YRD GENERAL STORE LLC","YRD GENERAL STORE","OPL","2","00","015","75","WAVY LEAF DRIVE","LINN CREEK","MO","65052","TRUDEAU","JAY",,"03/23/2022",
"134488","ABERDEEN LINKS LLC","ABERDEEN GOLF CLUB","SBD","3","00","095","4111","CRESCENT RD","EUREKA","MO","630251630","DOLLARHIDE","ROCKNEY",,"03/23/2022","
,  
(38.533695, -90.619151)"
"30388","ST. FRANCIS XAVIER COUNCIL #6430","ST. FRANCIS XAVIER COUNCIL #6430","5BDW","2","00","026","7128","RT M","JEFFERSON CITY","MO","651019541","THOENEN","WAYNE",,"03/23/2022","
,  
(38.504437, -92.07280999999999)"
"98552","RIVERBOAT EXCURSIONS INC.","RIVERBOAT EXCURSIONS","SBD","2","00","064",,"CENTER STREET LANDING","HANNIBAL","MO","634013528","TERRY","STEVEN",,"03/23/2022",
"178809","BLUESTONE WENTZVILLE LLC","COUNTRY CLUB EXPRESS CAR WASH","OPL","3","00","092","1744","WENTZVILLE PARKWAY","WENTZVILLE","MO","633853455","BLUESTONE","BARBARA",,"03/23/2022","
,  
(38.8199321, -90.8774071)"
"250400","THEOS MIDTOWN LLC","THEOS MIDTOWN","RBD","2","00","026","620","W. MCCARTY STREET","JEFFERSON CITY","MO","651011520","MASTROGIANNIS","THEODORE",,"03/23/2022",
"227410","CHAYA LLC","SAWADDEE","5BDW","2","00","026","103","E. HIGH STREET","JEFFERSON CITY","MO","65101","CHAYA","PREECHA",,"03/23/2022",
"247254","PAN-ASIA MARKET II LLC","ASIAN MARKET","OPL","3","00","095","14246","MANCHESTER","MANCHESTER","MO","630114510","LIN","JIN",,"03/23/2022","
,  
(38.5907292, -90.5052535)"
"269813","SPENCER MANOR VINEYARDS AND WINERY LLC","SPENCER MANOR VINEYARDS AND WINERY","RBD","5","00","081","19134","COUNTY ROAD 1000","ST. JAMES","MO","655598464","SPENCER","KELLY",,"03/23/2022",
"217249","CLAYTON & BIG BEND SERVICE LLC","CLAYTON & BIG BEND SERVICE","OPL","3","00","095","7001","CLAYTON ROAD","RICHMOND HEIGHTS","MO","631171503","RODENBERG","DARRYL",,"03/23/2022","
,  
(38.6350116, -90.319345)"
"134487","ABERDEEN LINKS LLC","ABERDEEN GOLF CLUB","RBD","3","00","095","4111","CRESCENT RD","EUREKA","MO","630251630","DOLLARHIDE","ROCKNEY",,"03/23/2022","
,  
(38.533695, -90.619151)"
"269943","SPENCER MANOR VINEYARDS AND WINERY LLC","SPENCER MANOR VINEYARDS AND WINERY","WDS","5","00","081","19134","COUNTY ROAD 1000","ST. JAMES","MO","655598464","SPENCER","KELLY",,"03/23/2022",
"178817","COUNTRY CLUB EXPRESS WASH LLC","COUNTRY CLUB EXPRESS CAR WASH","OPL","3","00","095","17195","CHESTERFIELD AIRPORT","CHESTERFIELD","MO","630051411","BLUESTONE","BARBARA",,"03/23/2022","
,  
(38.6690757, -90.5944945)"
"260400","SPENCER MANOR VINEYARDS AND WINERY LLC","SPENCER MANOR VINEYARDS AND WINERY","22MS","5","00","081","19134","COUNTY ROAD 1000","ST. JAMES","MO","655598464","SPENCER","KELLY",,"03/23/2022",
"277292","BLUESTONE MEXICO LLC","COUNTRY CLUB CAR WASH","OPT","3","00","092","4200","MEXICO ROAD","ST. PETERS","MO","63376","BLUESTONE","BARBARA",,"03/23/2022",
"278852","FOX AND PEARL LLC","FOX AND PEARL","SBD","1","00","048","2143","SUMMIT ST","KANSAS CITY","MO","641082126","HULL","KRISTINE",,"03/23/2022",
"217250","CLAYTON & BIG BEND SERVICE LLC","CLAYTON & BIG BEND SERVICE","SOP","3","00","095","7001","CLAYTON ROAD","RICHMOND HEIGHTS","MO","631171503","RODENBERG","DARRYL",,"03/23/2022","
,  
(38.6350116, -90.319345)"
"274696","J AND J WINERY INC","J AND J WINERY","WDS","7","00","999","2747","NAPA VALLEY CORPORATE DR.","NAPA","CA","945586216","ARKING","JOSEPH",,"03/23/2022",
"27075","BENEVOLENT PROTECTIVE ORDER OF ELKS 2058","LODGE 2058 MANCHESTER","SBD","3","00","095","2242","MASON LANE","ST LOUIS","MO","630217801","BUCKNER","JOHN",,"04/19/2022",
"74617","F & E PACKAGE LIQUOR INC.","F & E PACKAGE LIQUOR","SOP","3","00","116","4332","NATURAL BRIDGE","ST LOUIS","MO","63115","HARRIS","ELOISE",,"04/20/2022",
"195410","BORGETTIS BAR & GRILL INC.","BORGETTIS BAR & GRILL","RBD","3","00","050","1667","S OLD HIGHWAY 141","FENTON","MO","630265736","BORGETTI","JOSEPH",,"04/22/2022",
"195257","BIG D FOODS INCORPORATED","SAVE A LOT","OPL","2","00","036","1100","N COMMERCIAL","ST. CLAIR","MO","630771013","SCHNETTGOECKE","PAUL",,"04/22/2022",
"232399","RM SNELLING LLC","WILLOWBEND","OPL","2","00","001","305","E. STATE HWY 6","BRASHEAR","MO","635330164","SNELLING","MELISSA",,"04/22/2022",
"59815","SOUTH BROADWAY ATHLETIC CLUB INC.","SOUTH BROADWAY ATHLETIC CLUB","SBD","3","00","116","2301","S 7TH STREET","ST LOUIS","MO","63104","WILKINS","KEVIN",,"04/22/2022","
,  
(38.6042023, -90.2049334)"
"232400","RM SNELLING LLC","WILLOWBEND","SOP","2","00","001","305","E. STATE HWY 6","BRASHEAR","MO","635330164","SNELLING","MELISSA",,"04/22/2022",
"266805","ROGERS RESTAURANTS OF MISSOURI INC.","STARVIN MARVINS RESTAURANT","RBDR","5","00","107","3400","HWY 76 WEST","BRANSON","MO","65616","ROGERS","DUANE",,"04/22/2022",
"251650","SMOKE & SIP INC.","SMOKE & SIP","RBD","3","00","095","411","RUE SAINT FRANCOIS ST.","FLORISSANT","MO","63031","BOWLSON","ANTHONY",,"04/22/2022","
,  
(38.7945071, -90.3283893)"
"9977","DEER CREEK CLUB INC.","DEER CREEK CLUB","RBD","3","00","095","9861","DEER CREEK HILL","ST LOUIS","MO","631241121","THALLER","RICHARD",,"04/19/2022","
,  
(38.629393, -90.38610899999999)"
"97182","RIVERVIEW RANCH INC.","RIVERVIEW RANCH","SOP","4","00","028",,"7945 HWY N","BOURBON","MO","65441","AHRENS","MARGARET",,"04/19/2022",
"251651","SMOKE & SIP INC.","SMOKE & SIP","SBD","3","00","095","411","RUE SAINT FRANCOIS ST.","FLORISSANT","MO","63031","BOWLSON","ANTHONY",,"04/22/2022","
,  
(38.7945071, -90.3283893)"
"27029","BENEVOLENT PROTECTIVE ORDER OF ELKS 2058","LODGE 2058 MANCHESTER","RBD","3","00","095","2242","MASON LANE","ST LOUIS","MO","630217801","BUCKNER","JOHN",,"04/19/2022",
"197712","GRAN TORINO, LLC","NIGHTSHIFT BAR & GRILL, THE","SBD","3","00","092","3979","MEXICO ROAD","ST. PETERS","MO","633766408","KOCH","NANCY",,"04/22/2022","
,  
(38.790697, -90.56875099999999)"
"279541","JM AND P LLC","TU CASA MEXICAN BAR AND GRILL","SBD","5","00","007","25-27","WEST DAKOTA ST.","BUTLER","MO","64730","MOLINA","ANA",,"04/22/2022",
"25852","F & E PACKAGE LIQUOR INC.","F & E PACKAGE LIQUOR","OPL","3","00","116","4332","NATURAL BRIDGE","ST LOUIS","MO","63115","HARRIS","ELOISE",,"04/20/2022",
"270762","BLONDIE'S GRILL LLC","BLONDIE'S GRILL","RBD","2","00","036","175","S. MAIN ST.","SAINT CLAIR","MO","63077","EALER","KERRI",,"04/22/2022",
"207045","HIGHLAND RETAIL LLC","MACADOODLES","SOP","5","00","107","483","BRANSON LANDING BLVD.","BRANSON","MO","656162087","BLANKENSHIP","CATHERINE",,"04/22/2022","
,  
(36.6477707, -93.21767039999999)"
"271450","FILL & GO LLC","FILL & GO","SOP","3","00","092","150","SALT LICK ROAD","ST PETERS","MO","63376","GILL","KHUSHDEEP",,"04/19/2022",
"236332","VILLAGE-BRH LLC, THE","VILLAGE BAR, THE","RBD","3","00","095","12247","MANCHESTER ROAD","DES PERES","MO","631314314","JACOBER","MATTHEW",,"04/20/2022",
"210426","DIRTY HARRYS PUB LLC","DIRTY HARRYS","SBD","1","00","048","3100","SOUTH 7 HIGHWAY","BLUE SPRINGS","MO","64014","DUNCAN","DALE",,"04/19/2022",
"10695","DEER CREEK CLUB INC.","DEER CREEK CLUB","SBD","3","00","095","9861","DEER CREEK HILL","ST LOUIS","MO","631241121","THALLER","RICHARD",,"04/19/2022","
,  
(38.629393, -90.38610899999999)"
"262700","KC EATERY LLC","LOTUS HOT POT AND GRILL","SBD","1","00","024","6591 A","N. OAK TRFY","GLADSTONE","MO","64118","NGUYEN","HANH DIEM",,"04/22/2022",
"236333","VILLAGE-BRH LLC, THE","VILLAGE BAR, THE","SBD","3","00","095","12247","MANCHESTER ROAD","DES PERES","MO","631314314","JACOBER","MATTHEW",,"04/20/2022",
"270259","BENEVOLENT PROTECTIVE ORDER OF ELKS 2651","LODGE 2651","SBD","2","00","036","35","E NORTH STREET","ST CLAIR","MO","630771458","LACKEY","EDWARD",,"04/19/2022",
"195411","BORGETTIS BAR & GRILL INC.","BORGETTIS BAR & GRILL","SBD","3","00","050","1667","S OLD HIGHWAY 141","FENTON","MO","630265736","BORGETTI","JOSEPH",,"04/22/2022",
"140082","BABES TAVERN & GARDEN LLC","BABES TAVERN & GARDEN","RBD","3","00","116","3215","IVANHOE","ST. LOUIS","MO","631392225","SCHMIDT","WILLIAM",,"04/19/2022","
,  
(38.605376, -90.3039447)"
"97181","RIVERVIEW RANCH INC.","RIVERVIEW RANCH","OPL","4","00","028",,"7945 HWY N","BOURBON","MO","65441","AHRENS","MARGARET",,"04/19/2022",
"228011","JACKSON LODGE NO 2702 LOYAL ORDER MOOSE","JACKSON LODGE NO 2702 LOYAL ORDER MOOSE","SBD","4","00","016","3812","E. JACKSON BLVD.","JACKSON","MO","637553710","GREEN","JOHN",,"04/22/2022","
,  
(37.361154, -89.622378)"
"279590","MAVERICK EVENTS KC LLC, THE","MAVERICK, THE","RBD","1","00","048","1911","BROADWAY BLVD","KANSAS CITY","MO","64108","CUSHING","MARK",,"04/19/2022",
"243453","JAZZY ENTERPRISE LLC","JAZZY B'S","RBD","1","00","048","1803","NE COLBERN ROAD","LEE'S SUMMIT","MO","64086","SIMPSON","BRANDON",,"04/22/2022","
,  
(38.945338, -94.337969)"
"268195","PARMER, TAMRA","THREE LEGGED MULE 2","5BD","5","00","046","12015","MO-101","CAULFIELD","MO","65626",,,,"04/20/2022",
"236632","RIVIERA TOO LLC","RIVIERA TOO","SBD","3","00","092","3025","HWY 94 NORTH","ST. CHARLES","MO","633010243","SANCHEZ","LINDA",,"04/22/2022",
"26432","ST. CHARLES BORROMEO CATHOLIC CHURCH",,"5BDW","3","00","092","534","N 5TH STREET","ST CHARLES","MO","63301","DOTSON","WILLIAM",,"04/22/2022",
"195067","RANDY C. MUNTON INC.","7-ELEVEN STORE #27408","SOP","3","00","116","6909","SOUTHWEST AVE","ST. LOUIS","MO","631432627","MUNTON","RANDY",,"04/22/2022","
,  
(38.613325, -90.308464)"
"210425","DIRTY HARRYS PUB LLC","DIRTY HARRYS","RBD","1","00","048","3100","SOUTH 7 HIGHWAY","BLUE SPRINGS","MO","64014","DUNCAN","DALE",,"04/19/2022",
"270763","BLONDIE'S GRILL LLC","BLONDIE'S GRILL","SBD","2","00","036","175","S. MAIN ST.","SAINT CLAIR","MO","63077","EALER","KERRI",,"04/22/2022",
"250142","CRISPY EDGE LLC","CRISPY EDGE","SBD","3","00","116","4168","JUNIATA ST.","ST. LOUIS","MO","631163931","DRESNER","DAVID",,"04/19/2022",
"195258","BIG D FOODS INCORPORATED","SAVE A LOT","SOP","2","00","036","1100","N COMMERCIAL","ST. CLAIR","MO","630771013","SCHNETTGOECKE","PAUL",,"04/22/2022",
"230154","MHZA INC.","QUICK STOP","OPL","3","00","050","1841","OLD HWY 21","ARNOLD","MO","630103207","ANWAR","MUHAMMAD",,"04/19/2022","
,  
(38.4430675, -90.4569076)"
"144584","AMERICAN LEGION 180","DANIEL BOONE POST 180","5BD","2","00","110",,"HWY 47","MARTHASVILLE","MO","633572864","MASTERSON","DENNIS",,"04/20/2022",
"259621","LIBERTY SHOPPE LLC","PIZZA SHOPPE","5BDW","1","00","024","8584","CHURCH RD.","KANSAS CITY","MO","64157","DOHERTY","NICHOLE",,"04/22/2022",
"207057","HIGHLAND RETAIL LLC","MACADOODLES","OPT","5","00","107","483","BRANSON LANDING BLVD.","BRANSON","MO","656162087","BLANKENSHIP","CATHERINE",,"04/22/2022","
,  
(36.6477707, -93.21767039999999)"
"280587","JM AND P LLC","TU CASA MEXICAN BAR AND GRILL","RBDR","5","00","007","25-27","WEST DAKOTA ST.","BUTLER","MO","64730","MOLINA","ANA",,"04/22/2022",
"195709","GRAN TORINO, LLC","NIGHTSHIFT BAR & GRILL, THE","RBD","3","00","092","3979","MEXICO ROAD","ST. PETERS","MO","633766408","KOCH","NANCY",,"04/22/2022","
,  
(38.790697, -90.56875099999999)"
"236519","DISCOUNT LIQUOR AND TOBACCO LLC","DISCOUNT LIQUOR AND TOBACCO","OPL","4","00","079","107","E. STE. MARIES STREET","PERRYVILLE","MO","63775","TAYLOR","CHUCK",,"04/22/2022","
,  
(37.7255367, -89.86071609999999)"
"273233","ARENA VALLEY VINEYARDS LLC","SNAKE RIVER WINERY","WDS","7","00","999","24013","ARENA VALLEY ROAD","PARMA","ID","836607034","DESEELHORST","SCOTT",,"04/22/2022",
"236631","RIVIERA TOO LLC","RIVIERA TOO","RBD","3","00","092","3025","HWY 94 NORTH","ST. CHARLES","MO","633010243","SANCHEZ","LINDA",,"04/22/2022",
"10801","KING DOH RESTAURANT INC.","KING DOH RESTAURANT","SBD","3","00","095","10045","MANCHESTER ROAD","WARSON WOODS","MO","631221825","SHIH","JOSEPH",,"04/19/2022","
,  
(38.6033541, -90.3873545)"
"271276","ST. AMAND TRADE, LLC","ANCIENT CRAFT IMPORTS","LS","7","00","999","208","EMPORIA AVE., STE A","PAXICO","KS","665260000","TOENJES","JOSEPH",,"04/19/2022",
"278055","VILLAGE-BRH LLC, THE","VILLAGE BAR, THE","RDC1","3","00","095","12247","MANCHESTER ROAD","DES PERES","MO","631314314","JACOBER","MATTHEW",,"04/20/2022",
"243454","JAZZY ENTERPRISE LLC","JAZZY B'S","SBD","1","00","048","1803","NE COLBERN ROAD","LEE'S SUMMIT","MO","64086","SIMPSON","BRANDON",,"04/22/2022","
,  
(38.945338, -94.337969)"
"274587","LOUNGE 42 LLC","6 LOUNGE, THE","RBD","1","00","048","6900","PROSPECT AVE","KANSAS CITY","MO","64132","CARTER","ALFIE",,"05/19/2022",
"284745","CAVE LOTO LLC, THE","CAVE BAR & GRILL, THE","SBD","2","00","015","220","FOREVER DR.","CAMDENTON","MO","65065","WILLOUGHBY","COREY",,"06/28/2022",
"264292","LAPA LLC","LAPA","SBD","2","00","001","2216","S. BALTIMORE ST.","KIRKSVILLE","MO","63501","RAMIREZ","ALVARO",,"05/19/2022",
"282644","C & L IMPORTS LLC","COASTAL CHARM BRANDS","22S","7","00","999","650","NORTH POINT ROAD","BALTIMORE","MD","21237","JACKSON","STEVEN",,"06/29/2022",
"283512","HAREE LLC","HAREE","OPL","3","00","050","3255","STATE HWY V","DE SOTO","MO","63020","PATEL","SHARLIN",,"05/24/2022",
"281907","TRIVEDI & RIAZ LLC","LIQUOR HOUZZ","OPT","1","00","048","1110","NW WOODS CHAPEL RD","BLUE SPRINGS","MO","64015","RIAZ","MOAZZAM",,"07/18/2022",
"281905","TRIVEDI & RIAZ LLC","LIQUOR HOUZZ","OPL","1","00","048","1110","NW WOODS CHAPEL RD","BLUE SPRINGS","MO","64015","RIAZ","MOAZZAM",,"07/18/2022",
"223062","SINCLAIRS RESTAURANT LLC","SINCLAIRS RESTAURANT","RBD","1","00","048","1402","NW HWY 7","BLUE SPRINGS","MO","640142238","MILLER","KENNETH",,"06/28/2022","
,  
(39.0347483, -94.2709896)"
"235701","LA AZOTEA LOUNGE LLC","LA AZOTEA LOUNGE","RBD","2","00","064","323","NORTH MAIN ST.","HANNIBAL","MO","63401","AZOTEA","APRIL",,"06/28/2022","
,  
(39.7114485, -91.3570462)"
"279839","COLGIN CELLARS LLC","COLGIN CELLARS","WDS","7","00","999","220","LONG RANCH ROAD","ST. HELENA","CA","94574","COLGIN","ANN",,"06/28/2022",
"262859","MELLOW B LLC","MELLOW MUSHROOM PIZZA BAKER/DUDE'S DAIQ","SBD","5","00","107","100","BRANSON LANDING BLVD.","BRANSON","MO","656162097","PAGANUCCI","BRIAN",,"06/28/2022",
"281774","SIP CHILLICOTHE LLC, THE","SIP CHILLICOTHE","5SBD","1","00","059","304","PARK LN","CHILLICOTHE","MO","64601","MCLEAN","LEA",,"06/28/2022",
"243659","DELEON PARTNERS, LLC","DELEON EVENT SPACE & CHAPEL, THE","RBD","1","00","048","3235","GILLHAM PLAZA","KANSAS CITY","MO","641091743","DELEON","JODIE",,"06/28/2022","
,  
(39.0676044, -94.5786868)"
"45900","EIGHTY HUNDRED CLAYTON CORPORATION","TROPICANA LANES","SBD","3","00","095","7960","CLAYTON ROAD","RICHMOND HEIGHTS","MO","631171327","DIFRANCO","COSTANTINO",,"06/28/2022","
,  
(38.6360566, -90.34212079999999)"
"268018","LA PALOMA LLC","LA PALOMA","SBD","5","00","039","1425","W BATTLEFIELD ST","SPRINGFIELD","MO","65807","PALMA ROSALES","MARTIN",,"06/28/2022",
"284705","QMKB HARBELLS LLC","HARBELL'S SPORTS BAR & GRILLE","RBD","5","00","039","315","PARK CENTRAL W.","SPRINGFIELD","MO","65806","BLAKENEY","MARLIN",,"06/28/2022",
"284737","SAUCY PORKA STL LLC","SAUCY PORKA","RBD","3","00","116","3900","LACLEDE AVE., STE. 1","ST. LOUIS","MO","63108","LE","PHIL",,"06/28/2022",
"78269","FLATBRANCH BREWING INC.","FLATBRANCH PUB & BREWING","RBD","2","00","010","115","S 5TH ST","COLUMBIA","MO","652014230","SMITH","THOMAS",,"04/19/2022",
"42632","AMVETS 6","POST 6 ALAN BLEST","RBD","3","00","116","2718","CLIFTON AVENUE","ST LOUIS","MO","631392713","DAVIS","BILLY",,"03/23/2022","
,  
(38.6120823, -90.292346)"
"283957","SHARKTOOTH & PUKA LLC","CHEZ CHARLIE","SBD","1","00","048","3809","BROADWAY BLVD.","KANSAS CITY","MO","641112507","ASHER","ROBERT",,"06/07/2022",
"269047","BH SMITH LLC","DRUNKEN MONKEY, THE","RBD","5","00","039","1816","W DIVISION ST","SPRINGFIELD","MO","658021523","SMITH","BRIAN",,"06/07/2022",
"250888","VANDER MILL LLC","VANDER MILL","22S","7","00","999","505","BALL AVE NE","GRAND RAPIDS","MI","495032011","VANDER HEIDE","PAUL",,"06/07/2022","
,  
(42.9716964, -85.6307025)"
"283993","OZARK VIKING MEADERY LLC","OZARK VIKING MEADERY","RBD","4","00","033","407","E 4TH ST","SALEM","MO","655601547","WATKINS","DANIEL",,"06/07/2022",
"279160","BROTHERS MARKET 16 LLC","BROTHERS MARKET","OPL","5","00","008","302","E MAIN ST","COLE CAMP","MO","65325","VESSAR","DONALD",,"06/07/2022",
"130161","LEBANON COMMUNITY GOLF & COUNTRY CLUB","LEBANON COMMUNITY GOLF & COUNTRY CLUB","RBDR","5","00","053",,"HWY 64 W","LEBANON","MO","655367544","MYERS","MIKE",,"06/06/2022",
"199472","BIG SPRING LIQUOR LLC","BIG SPRING LIQUOR","SOP","4","00","018","201","HWY 103","VAN BUREN","MO","63965","TERRY","MITCHELL",,"06/07/2022",
"210590","OF THE EARTH FARM DISTILLERY LLC","OF THE EARTH FARM DISTILLERY","LMS","1","00","089","17190","HIGHWAY 13","RICHMOND","MO","64085","BURNETT PIERCE","SARAH",,"06/07/2022","
,  
(39.40038370000001, -94.0037445)"
"264160","BARN-B-QUE LLC, THE","BARN-B-QUE SMOKEHOUSE, THE","RBDR","2","00","015","14","RAVENWOOD DR.","LAKE OZARK","MO","65049","BORDERS","WILLIAM",,"06/07/2022",
"283999","AZTECA VENUE LLC","AZTECA VENUE","5BD","5","00","073","13245","MONARK DR.","NEOSHO","MO","64850","CABRALES","SALVADOR",,"06/07/2022",
"272395","COURT YARD BAR N GRILL LLC, THE","COURT YARD BAR N GRILL, THE","RBD","3","00","095","7312","NATURAL BRIDGE RD.","ST. LOUIS","MO","631215026","RENFROE","TAMIKA",,"06/07/2022",
"283956","PAWNS AND PINTS LLC","PAWNS AND PINTS","SBD","1","00","048","613","WALNUT ST.","KANSAS CITY","MO","641051409","MURPHY","TIFFANY",,"06/07/2022",
"283968","HATCHET HOUSE AXE THROWING LLC","HATCHET HOUSE AXE THROWING","RBD","3","00","092","2015","CAMPUS DR.","SAINT CHARLES","MO","633011047","TAYLOR","KIARLA",,"06/07/2022",
"274608","BORDER BREWING COMPANY LLC","BORDER BREWING COMPANY","22MS","1","00","048","512","E 18TH ST","KANSAS CITY","MO","64108","MARTENS","ERIC",,"06/07/2022",
"125571","B HALLS INC.","B HALLS BAR & GRILL","RBD","3","00","092","3782","MONTICELLO PLAZA DR.","ST. CHARLES","MO","633048613","HALL","BRIAN",,"05/17/2022",
"267918","DRAFFEN, SHELLEY L.","DOWNTOWN CAFE","RBDR","2","00","068","116","WEST MONITEAU","TIPTON","MO","650810000",,,,"06/07/2022",
"224169","TH VENTURES INC.","HI DIVE LOUNGE","SBD","1","00","048","1411","WEST 39TH STREET","KANSAS CITY","MO","64111","NAUGLE","ERIC",,"04/22/2022","
,  
(39.0570118, -94.6031476)"
"241387","WHITE, DAKOTAH G.","CODYS ONE STOP","OPL","5","00","108","199","W. HIGHWAY B","RAYMONDVILLE","MO","655558414",,,,"06/07/2022","
,  
(37.3406362, -91.8463247)"
"253211","BIG SUGAR BEVERAGE LLC","RED MULE BARN","OPL","5","00","005","6111","S. HIGHWAY KK","SELIGMAN","MO","65745","SCHWARTZ","DENTIN",,"06/07/2022","
,  
(36.4989785, -94.11152899999999)"
"249456","KARAI LLC","KARAI","RBD","5","00","039","640","W. REPUBLIC RD., STE. 100","SPRINGFIELD","MO","65807","JUNG","YOUNG",,"06/07/2022","
,  
(37.1375669, -93.3005724)"
"270937","FLICKER LLC","FLICKER BAR","RBD","5","00","049","122","S. MAIN ST.","JOPLIN","MO","64801","SOWA","KELSEY",,"06/07/2022",
"281632","SOUL FLOWER WINE CO.","CADRE","22S","7","00","999","2195","CORBETT CANYON RD","ARROYO GRANDE","CA","934244974","NIVEN","JOHN",,"06/07/2022",
