"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","expense_type"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","STATE GRANTS (42200)","MAST PROGRAM (42240)","4607238","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM COMPANY 10 (49010)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM FUND 252 (49252)","1200000","1200000","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM FUND 283 (49283)","3600000","3600000","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM FUND 856 - CAPITAL ASSETS (49856)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM NEIGHBORHOOD BOND FUND 383 (49383)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM NO BURIAL GD (FD 801) (49801)","600000","600000","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","WATER SALES (47000)","WATER SUPPLY MEDICAL REIMB (47070)","375000","375000","General (101)","Tax Supported","REVENUE"
"2012","Human Services","Arts‚ Culture‚ Film‚ & Tourism (101-916)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Human Services","Arts‚ Culture‚ Film‚ & Tourism (101-916)","OTHER REVENUES (48200)","PAYROLL REIMBURSEMENT (48375)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Human Services","Human Services (101-917)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","30000","30000","General (101)","Tax Supported","REVENUE"
"2012","Information Technology","Data Processing (101-204)","DEPARTMENTAL REVENUE (43000)","D P REIMBURSE SCHOOL DEPARTMENT (43025)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Law Department / City Solicitor","Law Department (101-105)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Law Department / City Solicitor","Law Department (101-105)","OTHER REVENUES (48200)","PAYROLL REIMBURSEMENT (48375)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Board of Canvassers (101-904)","DEPARTMENTAL REVENUE (43000)","CERTIFIED LISTS (43270)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","ADVERTISING FEES (43590)","62000","62000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","CONDUCT BUSINESS 1-4 (43490)","5000","5000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","DANCE & EXHIBITIONS (43330)","161250","161250","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","DETECTIVES (43410)","200","200","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","DOG TAGS (43500)","5000","5000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","FOOD DISPENSERS (43460)","53000","53000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","FROZEN DESSERTS (43470)","2000","2000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","HACK CARRIERS BADGES (43480)","500","500","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","INTELIGENCE OFFICERS (43340)","1500","1500","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","JUNK GATHERERS (43350)","1500","1500","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","LAUNDRY (43450)","1500","1500","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","LICENSE TRANSFER (43510)","2000","2000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","LIQUOR LICENSES (43310)","668250","668250","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","LOST LICENSES (43520)","12000","12000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","215800","215800","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","PAWNBROKERS (43360)","10000","10000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","PEDDLERS BADGES (43530)","10000","10000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","SECOND HAND STORES (43370)","65000","65000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","SUNDAY PARKING (43440)","60000","60000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","SUNDAY SALES (43380)","10000","10000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","TOBACCO LICENSES (43320)","40000","40000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","MISCELLANEOUS RECEIPTS (48000)","BAD CHECKS (48010)","1000","1000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","AMUSEMENT CENTER (48202)","2000","2000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","BOUNCER REGISTRATION (48203)","10000","10000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","EXTENSION OF PREMISES FILE FEES (48209)","1500","1500","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","HACKNEY CARRIAGE DRIVE (48213)","5000","5000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","HACKNEY CARRIAGE MARK (48214)","2000","2000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","HACKNEY POWER VEHICLES (48215)","5000","5000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","MECHANICAL DEVICES (48218)","12000","12000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","MOTOR VEHICLE REPAIR (48219)","10000","10000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","PETROLEUM  STORAGE (48223)","15000","15000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","VALET LICENSES (48241)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Vital Statistics (101-903)","DEPARTMENTAL REVENUE (43000)","CERTIFIED COPIES (43002)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Vital Statistics (101-903)","DEPARTMENTAL REVENUE (43000)","MARRIAGE LICENSES (43260)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Vital Statistics (101-903)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Vital Statistics (101-903)","DEPARTMENTAL REVENUE (43000)","SEARCHING RECORDS (43082)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Vital Statistics (101-903)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","355000","355000","General (101)","Tax Supported","REVENUE"
"2012","Parks","North Burial Ground (101-710)","DEPARTMENTAL REVENUE (43000)","NO. BURIAL GROUNDS FEES (43860)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Parks","Superintendent of Parks (101-709)","INSURANCE CHARGES (46200)","MISCELLANEOUS REVENUE (46230)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Personnel / Human Resources","Personnel (101-212)","DEPARTMENTAL REVENUE (43000)","WITNESS FEES (43000)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Personnel / Human Resources","Personnel (101-212)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Planning & Urban Development","Planning & Urban Development (101-908)","FEDERAL GRANTS (42100)","FEDERAL GRANTS (42100)","2750262","2750262","General (101)","Tax Supported","REVENUE"
"2012","Planning & Urban Development","Planning & Urban Development (101-908)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Planning & Urban Development","Planning & Urban Development (101-908)","OTHER REVENUES (48200)","PAYROLL REIMBURSEMENT (48375)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Property Taxes","Gen Fund‚ Property Tax (101-000)","TAX REVENUES (41000)","PROPERTY TAX REVENUE (41000)","311392639","311392639","General (101)","Tax Supported","REVENUE"
"2012","Prov. Public Schools","Non Departmental-General Fund (101-000)","DEPARTMENTAL REVENUE (43000)","REIMBURSE SCHOOL DEPARTMENT (43020)","1700000","1700000","General (101)","Tax Supported","REVENUE"
"2012","Prov. Public Schools","Non Departmental-General Fund (101-000)","GRANTS IN AID-SCHOOL FUND (42600)","STATE OF R.I. EDUCATION AID (42602)","177307062","177121396","General (101)","Tax Supported","REVENUE"
"2012","Prov. Public Schools","Non Departmental-General Fund (101-000)","GRANTS IN AID-SCHOOL FUND (42600)","STATE OF RI MEDICAID REIMBURSEMENT (42680)","4250000.40","4250000","General (101)","Tax Supported","REVENUE"
"2012","Prov. Public Schools","Non Departmental-General Fund (101-000)","TUITION REVENUE (48700)","TUITION REVENUE (48705)","585000","585000","General (101)","Tax Supported","REVENUE"
"2012","Public Property & Purchasing","Public Property (101-1801)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Public Property & Purchasing","Public Property (101-1801)","RENTAL INCOME (45200)","RENTAL INCOME (45200)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Public Property & Purchasing","Public Property (101-1801)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM ARRA FUND 260 (49260)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Commissioner of Public Safety (101-301)","DEPARTMENTAL REVENUE (43000)","VIN VERIFICATION (43100)","50000","50000","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Communications (101-304)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","628000","628000","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Communications (101-304)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Communications (101-304)","MISCELLANEOUS RECEIPTS (48000)","TELEPHONE (48005)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Communications (101-304)","OTHER REVENUES (48200)","PAYROLL REIMBURSEMENT (48375)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Communications (101-304)","STATE GRANTS (42200)","STATE GRANT (42200)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Emergency Mgmt / Homeland Sec. (101-907)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Emergency Mgmt / Homeland Sec. (101-907)","OTHER REVENUES (48200)","CIVIL DEFENSE REIMBURSEMENT (48205)","140000","140000","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Fire (101-303)","DEPARTMENTAL REVENUE (43000)","FALSE FIRE ALARM BILLINGS REVENUE (43660)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Fire (101-303)","DEPARTMENTAL REVENUE (43000)","FIRE DEPARTMENT INSPECTIONS (43145)","50000","50000","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Fire (101-303)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Fire (101-303)","DEPARTMENTAL REVENUE (43000)","PLAN REVIEW FEES (43121)","400000","400000","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Fire (101-303)","DEPARTMENTAL REVENUE (43000)","RESCUE BILLINGS REVENUE (43122)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Fire (101-303)","INSURANCE CHARGES (46200)","MISCELLANEOUS REVENUE (46230)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Fire (101-303)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","BUREAU OF CRIME INDENTIFICATION (43112)","6500","6500","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","FALSE POLICE ALARM BILLINGS REVENUE (43662)","15000","15000","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","OFFICER COURT FEES (43111)","15000","15000","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","PARKING PERMITS (43155)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","POLICE - RED LIGHT CAMERAS (43850)","400000","400000","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","POLICE PHOTO COPY (43114)","7000","7000","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","REIMB FEDERAL GOVT COMM POLICE (43113)","6500","6500","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","FEDERAL GRANTS (42100)","FEDERAL GRANTS (42100)","716650","716650","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","FINES & FORFEITURES (44000)","FINES & PENALTIES (% STATE SUMMONS) (44030)","200000","200000","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","OTHER REVENUES (48200)","HACKNEY POWER VEHICLES (48215)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","OTHER REVENUES (48200)","MOTOR VEHICLE REPAIR (48219)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","OTHER REVENUES (48200)","PAYROLL REIMBURSEMENT (48375)","0","0","General (101)","Tax Supported","REVENUE"
"2012","Tangible Taxes","Gen Fund‚ Tangible Tax (101-000)","TAX REVENUES (41000)","TANGIBLE TAX REVENUE (41100)","0","0","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","AUCTIONEERS RETURN (43040)","0","0","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","CERTIFIED COPIES (43002)","0","0","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","DRAFT COPIES (43046)","0","0","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","FISHING LICENSES (43049)","0","0","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","NOTARY FEES (43044)","0","0","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","REGISTRATIONS - DBAS (43042)","0","0","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","TROUT LICENSES (43050)","0","0","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","ZONING BOOKS AND MAPS (43043)","0","0","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","ZONING CHANGES (43054)","0","0","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","15000","15000","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","OTHER REVENUES (48200)","LOBBYING REGISTRATION FEES (48390)","0","0","General (101)","Tax Supported","REVENUE"
"2013","City Council","Treasury (101-209)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","60","60","General (101)","Tax Supported","REVENUE"
"2013","City Council","Treasury (101-209)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","96","96","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Housing Court (101-110)","DEPARTMENTAL REVENUE (43000)","COURT COSTS (43070)","19999.91","20000","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Housing Court (101-110)","FINES & FORFEITURES (44000)","FINES & FORFEITS (44000)","3000","3000","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","ADDITIONAL PERCENTAGE (43068)","74581.94","74582","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","ADVERTISING REVENUE (43061)","24750","24750","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","AFFIDAVIT OF COMPLETED ADMIN. (43069)","4620","4620","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","CERTIFICATE OF APPOINTMENT (43066)","3435","3435","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","CERTIFIED COPIES (43002)","3644","3644","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","NAME CHANGE FEES (43062)","2940","2940","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","PETITION FOR ADMINISTRATION (43064)","8009.46","8009","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","PETITION FOR GUARDIANSHIP (43065)","3290","3290","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","PROBATE COURT FEES (43060)","4290","4290","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","PROBATE OF WILL (43067)","30992.23","30992","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","ABANDONED PROPERTIES REVENUE (43178)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","BUILDING INSPECTOR MISCELLANEOUS (43170)","9300","9300","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","ELECTRICAL (43173)","740000","740000","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","INSPECTION VIOLATIONS (43177)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","MECHANICAL (43174)","500000","500000","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","PLUMBING DRAIN GAS (43172)","181000","325245.01","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","STATE FEES - ADA (43175)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","STATE FEES - RADON (43176)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","STRUCTURE ZONING (43171)","2060000","2060000","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","INSURANCE CHARGES (46200)","MISCELLANEOUS REVENUE (46230)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","18000","18000","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Board (101-407)","DEPARTMENTAL REVENUE (43000)","BUILDING APPLICATION FEES (43185)","4392","4392","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Structures & Zoning (101-402)","DEPARTMENTAL REVENUE (43000)","INSPECTION VIOLATIONS (43177)","7200","17519.04","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Zoning Board of Review (101-406)","DEPARTMENTAL REVENUE (43000)","ZONING APPLICATION FEES & HOUSING (43180)","79999.92","80000","General (101)","Tax Supported","REVENUE"
"2013","Department of Public Works","Environmental Control (101-506)","DEPARTMENTAL REVENUE (43000)","GARBAGE RECEPTACLES (43196)","16400","16400","General (101)","Tax Supported","REVENUE"
"2013","Department of Public Works","Environmental Control (101-506)","DEPARTMENTAL REVENUE (43000)","RECYCLING BINS (43195)","20000","20000","General (101)","Tax Supported","REVENUE"
"2013","Department of Public Works","Environmental Control (101-506)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","175","175","General (101)","Tax Supported","REVENUE"
"2013","Department of Public Works","Highway (101-508)","DEPARTMENTAL REVENUE (43000)","CURBWORK (43215)","4300","4300","General (101)","Tax Supported","REVENUE"
"2013","Department of Public Works","Highway (101-508)","DEPARTMENTAL REVENUE (43000)","DUMPSTER FEES (43210)","75000","75000","General (101)","Tax Supported","REVENUE"
"2013","Department of Public Works","Highway (101-508)","DEPARTMENTAL REVENUE (43000)","PERMITS REVENUE (43230)","139999.92","140000","General (101)","Tax Supported","REVENUE"
"2013","Department of Public Works","Highway (101-508)","DEPARTMENTAL REVENUE (43000)","SIDEWALK CONTRACTORS (43220)","6800","6800","General (101)","Tax Supported","REVENUE"
"2013","Department of Public Works","Highway (101-508)","DEPARTMENTAL REVENUE (43000)","SIDEWLK STNDS; NEWS STNDS; ETC. (43225)","6500","6500","General (101)","Tax Supported","REVENUE"
"2013","Department of Public Works","Highway (101-508)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Department of Public Works","Highway (101-508)","STATE GRANTS (42200)","STATE GRANT (42200)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Department of Public Works","Public Works Administration (101-501)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Department of Public Works","Sewer Construction (101-511)","DEPARTMENTAL REVENUE (43000)","SEWER CONSTR & MAINT. DRAIN FEES (43240)","7350","7350","General (101)","Tax Supported","REVENUE"
"2013","Department of Public Works","Traffic Engineering (101-305)","DEPARTMENTAL REVENUE (43000)","PARKING CALE METERS (43166)","138500","138500","General (101)","Tax Supported","REVENUE"
"2013","Department of Public Works","Traffic Engineering (101-305)","DEPARTMENTAL REVENUE (43000)","PARKING METER CASH RETURNS (43160)","1749999.96","1750000","General (101)","Tax Supported","REVENUE"
"2013","Department of Public Works","Traffic Engineering (101-305)","DEPARTMENTAL REVENUE (43000)","PARKING METER REVENUE - PROVPASS (43165)","12000","12000","General (101)","Tax Supported","REVENUE"
"2013","Department of Public Works","Traffic Engineering (101-305)","DEPARTMENTAL REVENUE (43000)","PARKING PERMITS (43155)","600000","600000","General (101)","Tax Supported","REVENUE"
"2013","Department of Public Works","Traffic Engineering (101-305)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Department of Public Works","Traffic Engineering (101-305)","OTHER REVENUES (48200)","DETAIL SALARY REVENUE (48350)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Entity Revenue","Non-Departmental‚ Entity Revenue (101-000)","Orgs‚ RI‚ and Fed. pay/reimburse  (42000)","DISTRESSED CITY REVENUE (42009)","5143905.96","4804334","General (101)","Tax Supported","REVENUE"
"2013","Entity Revenue","Non-Departmental‚ Entity Revenue (101-000)","Orgs‚ RI‚ and Fed. pay/reimburse  (42000)","MEALS & BEVERAGES TAX (42015)","4099999.92","4100000","General (101)","Tax Supported","REVENUE"
