"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","actual_amount","fund","fund_type","expense_type"
"2017","Parks","Neighborhood Park Services (101-702)","EMPLOYEE BENEFITS (51000)","CITY OF PROVIDENCE PENSION EXPENSE (51850)","569424","569424","0","General (101)","Tax Supported","Employee Benefits"
"2017","City Courts","Municipal Court (101-106)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","13900","13900","0","General (101)","Tax Supported","Salaries"
"2017","City Courts","Municipal Court (101-106)","PERSONNEL SALARIES (50000)","SALARIES (50010)","550630","622495","0","General (101)","Tax Supported","Salaries"
"2017","City Courts","Municipal Court (101-106)","PERSONNEL SALARIES (50000)","WITNESS FEE (50370)","1800","1800","0","General (101)","Tax Supported","Salaries"
"2017","Department of Inspections & Standards","Bldg Inspection Prosecution (101-411)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","5105","5105","0","General (101)","Tax Supported","Salaries"
"2017","Department of Inspections & Standards","Bldg Inspection Prosecution (101-411)","PERSONNEL SALARIES (50000)","SALARIES (50010)","143027","143027","0","General (101)","Tax Supported","Salaries"
"2017","Department of Inspections & Standards","Building Administration (101-401)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","4800","4800","0","General (101)","Tax Supported","Salaries"
"2017","Department of Inspections & Standards","Building Administration (101-401)","PERSONNEL SALARIES (50000)","SALARIES (50010)","520462","520462","0","General (101)","Tax Supported","Salaries"
"2017","Parks","Roger Williams Park Services (101-708)","EMPLOYEE BENEFITS (51000)","LABORERS INT'L PENSION (51820)","45702","45702","0","General (101)","Tax Supported","Employee Benefits"
"2017","Department of Inspections & Standards","Structures & Zoning (101-402)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","29710","29710","0","General (101)","Tax Supported","Salaries"
"2017","Department of Inspections & Standards","Structures & Zoning (101-402)","PERSONNEL SALARIES (50000)","SALARIES (50010)","1086428","1086428","0","General (101)","Tax Supported","Salaries"
"2017","Department of Inspections & Standards","Zoning Board of Review (101-406)","PERSONNEL SALARIES (50000)","SALARIES (50010)","15500","15500","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Engineering & Sanitation (101-502)","PERSONNEL SALARIES (50000)","SALARIES (50010)","535264","535264","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Environmental Control (101-506)","PERSONNEL SALARIES (50000)","ALTERNATIVE WORK WEEK (50405)","1850","1850","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Environmental Control (101-506)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","19210","19210","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Environmental Control (101-506)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","15000","15000","0","General (101)","Tax Supported","Salaries"
"2017","Parks","Zoological Services (101-706)","EMPLOYEE BENEFITS (51000)","LOCAL 1033 BENEFITS EXPENSE (51999)","116520","116520","0","General (101)","Tax Supported","Employee Benefits"
"2017","Department of Public Works","Highway (101-508)","PERSONNEL SALARIES (50000)","DIFFERENTIAL PAY (50400)","9360","9360","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Highway (101-508)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","80000","80000","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Highway (101-508)","PERSONNEL SALARIES (50000)","SALARIES (50010)","2077166","2077166","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Parking Administration (101-516)","PERSONNEL SALARIES (50000)","SALARIES (50010)","171116","171116","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Public Works Administration (101-501)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","10387","10387","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Sewer Construction (101-511)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","7848","7848","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Sewer Construction (101-511)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","15000","15000","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Commissioner of Public Safety (101-301)","EMPLOYEE BENEFITS (51000)","TRANSFER TO ACTIVE MEDICAL INS FUND (59891)","97536","89441","0","General (101)","Tax Supported","Employee Benefits"
"2017","Finance Departments","Board of Tax Assessment&Review (101-208)","PERSONNEL SALARIES (50000)","SALARIES (50010)","16000","16000","0","General (101)","Tax Supported","Salaries"
"2017","Finance Departments","City Collector (101-205)","PERSONNEL SALARIES (50000)","SALARIES (50010)","704197","704197","0","General (101)","Tax Supported","Salaries"
"2017","Finance Departments","City Controller (101-202)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","21105","21105","0","General (101)","Tax Supported","Salaries"
"2017","Finance Departments","City Tax Assessor (101-207)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","18078","18078","0","General (101)","Tax Supported","Salaries"
"2017","Finance Departments","City Tax Assessor (101-207)","PERSONNEL SALARIES (50000)","SALARIES (50010)","985399","985399","0","General (101)","Tax Supported","Salaries"
"2017","Finance Departments","Finance (101-201)","PERSONNEL SALARIES (50000)","SALARIES (50010)","529672","451605","0","General (101)","Tax Supported","Salaries"
"2017","Finance Departments","Recorder of Deeds (101-901)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","7030","7030","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Commissioner of Public Safety (101-301)","EMPLOYEE BENEFITS (51000)","LOCAL 1033 BENEFITS EXPENSE (51999)","16992","16992","0","General (101)","Tax Supported","Employee Benefits"
"2017","Human Services","Arts‚ Culture‚ Film‚ & Tourism (101-916)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","4453","4453","0","General (101)","Tax Supported","Salaries"
"2017","Human Services","Arts‚ Culture‚ Film‚ & Tourism (101-916)","PERSONNEL SALARIES (50000)","SALARIES (50010)","267265","267265","0","General (101)","Tax Supported","Salaries"
"2017","Human Services","Housing Authority (101-1309)","PERSONNEL SALARIES (50000)","SALARIES (50010)","8000","8000","0","General (101)","Tax Supported","Salaries"
"2017","Human Services","Human Services (101-917)","PERSONNEL SALARIES (50000)","SALARIES-TEMPORARIES (50020)","22880","22880","0","General (101)","Tax Supported","Salaries"
"2017","Human Services","PERA (101-1311)","PERSONNEL SALARIES (50000)","SALARIES (50010)","45539","45539","0","General (101)","Tax Supported","Salaries"
"2017","Information Technology","Data Processing (101-204)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","20000","20000","0","General (101)","Tax Supported","Salaries"
"2017","Information Technology","Data Processing (101-204)","PERSONNEL SALARIES (50000)","SALARIES (50010)","1115470","914197","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Fire (101-303)","EMPLOYEE BENEFITS (51000)","1033 DENTAL (51572)","16260","16260","0","General (101)","Tax Supported","Employee Benefits"
"2017","Miscellaneous Departments","Board of Canvassers (101-904)","PERSONNEL SALARIES (50000)","ELECTION OFFICIALS (50150)","300000","300000","0","General (101)","Tax Supported","Salaries"
"2017","Miscellaneous Departments","Board of Canvassers (101-904)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","60000","60000","0","General (101)","Tax Supported","Salaries"
"2017","Miscellaneous Departments","Board of Canvassers (101-904)","PERSONNEL SALARIES (50000)","SALARIES (50010)","338213","338213","0","General (101)","Tax Supported","Salaries"
"2017","Miscellaneous Departments","Bureau of Licenses (101-905)","PERSONNEL SALARIES (50000)","DIFFERENTIAL PAY (50400)","1320","1320","0","General (101)","Tax Supported","Salaries"
"2017","Miscellaneous Departments","Bureau of Licenses (101-905)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","13544","13544","0","General (101)","Tax Supported","Salaries"
"2017","Miscellaneous Departments","Bureau of Licenses (101-905)","PERSONNEL SALARIES (50000)","SALARIES (50010)","402276","402276","0","General (101)","Tax Supported","Salaries"
"2017","Miscellaneous Departments","Vital Statistics (101-903)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","6164","6164","0","General (101)","Tax Supported","Salaries"
"2017","Recreation","Recreation (101-601)","EMPLOYEE BENEFITS (51000)","AUTO ALLOWANCE (51998)","7800","7800","0","General (101)","Tax Supported","Employee Benefits"
"2017","Parks","Botanical / Greenhouse (101-707)","PERSONNEL SALARIES (50000)","SALARIES (50010)","279356","279356","0","General (101)","Tax Supported","Salaries"
"2017","Parks","Forestry Services (101-703)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","12000","12000","0","General (101)","Tax Supported","Salaries"
"2017","Parks","Forestry Services (101-703)","PERSONNEL SALARIES (50000)","SALARIES (50010)","621935","621935","0","General (101)","Tax Supported","Salaries"
"2017","Parks","Neighborhood Park Services (101-702)","PERSONNEL SALARIES (50000)","SALARIES (50010)","1983860","1983860","0","General (101)","Tax Supported","Salaries"
"2017","Parks","Neighborhood Park Services (101-702)","PERSONNEL SALARIES (50000)","SALARIES-TEMPORARIES (50020)","332160","332160","0","General (101)","Tax Supported","Salaries"
"2017","Parks","North Burial Ground (101-710)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","30000","30000","0","General (101)","Tax Supported","Salaries"
"2017","Parks","North Burial Ground (101-710)","PERSONNEL SALARIES (50000)","SALARIES (50010)","377832","377832","0","General (101)","Tax Supported","Salaries"
"2017","Parks","Zoological Services (101-706)","PERSONNEL SALARIES (50000)","ALTERNATIVE WORK WEEK (50405)","78000","78000","0","General (101)","Tax Supported","Salaries"
"2017","Parks","Zoological Services (101-706)","PERSONNEL SALARIES (50000)","SALARIES (50010)","1335798","1335798","0","General (101)","Tax Supported","Salaries"
"2017","Recreation","Recreation (101-601)","EMPLOYEE BENEFITS (51000)","TRANSFER TO ACTIVE MEDICAL INS FUND (59891)","173388","173388","0","General (101)","Tax Supported","Employee Benefits"
"2017","Personnel / Human Resources","Personnel (101-212)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","2000","2000","0","General (101)","Tax Supported","Salaries"
"2017","Public Property & Purchasing","Public Property (101-1801)","PERSONNEL SALARIES (50000)","ALTERNATIVE WORK WEEK (50405)","2080","2080","0","General (101)","Tax Supported","Salaries"
"2017","Public Property & Purchasing","Public Property (101-1801)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","24786","24786","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Commissioner of Public Safety (101-301)","PERSONNEL SALARIES (50000)","SALARIES (50010)","644784","573985","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Communications (101-304)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","185044","185044","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Emergency Mgmt / Homeland Sec. (101-907)","PERSONNEL SALARIES (50000)","SALARIES (50010)","313428","313428","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Fire (101-303)","PERSONNEL SALARIES (50000)","DIFFERENTIAL PAY (50400)","6240","6240","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Fire (101-303)","PERSONNEL SALARIES (50000)","NON-UNION SEVERANCE (50610)","299102","299102","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Fire (101-303)","PERSONNEL SALARIES (50000)","SALARIES (50010)","26429907","25728571","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Police (101-302)","PERSONNEL SALARIES (50000)","ALTERNATIVE WORK WEEK (50405)","106704","106704","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Police (101-302)","PERSONNEL SALARIES (50000)","CALL BACK (50180)","1300000","1300000","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Police (101-302)","PERSONNEL SALARIES (50000)","HOLIDAY PAY POLICE FIRE (50330)","1420244","1420244","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Police (101-302)","PERSONNEL SALARIES (50000)","OVERTIME - SPECIAL EVENTS (50065)","175000","175000","0","General (101)","Tax Supported","Salaries"
"2017","City Council","Treasury (101-209)","EMPLOYEE BENEFITS (51000)","LABORERS INT'L PENSION (51820)","10220","10220","0","General (101)","Tax Supported","Employee Benefits"
"2017","Recreation","Recreation (101-601)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","30468","30468","0","General (101)","Tax Supported","Salaries"
"2017","Recreation","Recreation (101-601)","PERSONNEL SALARIES (50000)","SALARIES (50010)","760178","760178","0","General (101)","Tax Supported","Salaries"
"2017","City Council","Treasury (101-209)","G&A SERVICES (52100)","POSTAGE (52170)","25000","25000","0","General (101)","Tax Supported","Services"
"2017","City Council","City Council Members (101-102)","EMPLOYEE BENEFITS (51000)","TRANSFER TO ACTIVE MEDICAL INS FUND (59891)","162552","162552","0","General (101)","Tax Supported","Employee Benefits"
"2017","City Council","Archives (101-913)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","21927","21927","0","General (101)","Tax Supported","Services"
"2017","City Council","City Clerk (101-103)","G&A SERVICES (52100)","POSTAGE (52170)","72","72","0","General (101)","Tax Supported","Services"
"2017","City Council","City Clerk (101-103)","R&M OTHER (52910)","MAIN & SERVICE (52911)","15000","15000","0","General (101)","Tax Supported","Services"
"2017","City Council","City Council Administration (101-910)","TRAVEL & ENTERTAINMENT (53100)","TRANSPORTATION OF PERSONS-TRAINING (53110)","10000","10000","0","General (101)","Tax Supported","Services"
"2017","City Council","City Council Members (101-102)","G&A SERVICES (52100)","ADVERTISING/MARKETING (52175)","70000","70000","0","General (101)","Tax Supported","Services"
"2017","City Council","City Council Members (101-102)","G&A SERVICES (52100)","POSTAGE (52170)","7800","7800","0","General (101)","Tax Supported","Services"
"2017","City Council","City Council Members (101-102)","OTHER EXPENDITURES (55000)","CONTINGENCIES (55980)","0","1015000","0","General (101)","Tax Supported","Services"
"2017","City Council","Office of the Internal Auditor (101-911)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","65000","65000","0","General (101)","Tax Supported","Services"
"2017","City Council","Treasury (101-209)","G&A SERVICES (52100)","FISCAL AGENTS FEES (52205)","22040","22040","0","General (101)","Tax Supported","Services"
"2017","City Courts","Housing Court (101-110)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","1220","1220","0","General (101)","Tax Supported","Services"
"2017","City Courts","Municipal Court (101-106)","G&A SERVICES (52100)","FEES NOT CLASSIFIED (52120)","6500","6500","0","General (101)","Tax Supported","Services"
"2017","City Courts","Probate Court (101-107)","PROFESSIONAL FEES (53200)","MISCELLANEOUS PROFESSIONAL SERVICES (53227)","0","50000","0","General (101)","Tax Supported","Services"
"2017","Department of Inspections & Standards","Building Administration (101-401)","G&A SERVICES (52100)","ADVERTISING/MARKETING (52175)","18000","18000","0","General (101)","Tax Supported","Services"
"2017","Department of Inspections & Standards","Building Administration (101-401)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","7200","7200","0","General (101)","Tax Supported","Services"
"2017","Department of Inspections & Standards","Building Administration (101-401)","RENT (53000)","RENTAL OF LAND AND BUILDINGS (53000)","311964","311964","0","General (101)","Tax Supported","Services"
"2017","Department of Public Works","Environmental Control (101-506)","DEPARTMENTAL SERVICES (52000)","REFUSE PROCESSING (52020)","2200000","2200000","0","General (101)","Tax Supported","Services"
"2017","Department of Public Works","Environmental Control (101-506)","G&A SERVICES (52100)","STREET SWEEPING (52345)","250000","250000","0","General (101)","Tax Supported","Services"
"2017","Department of Public Works","Garage R&M Equipment (101-515)","R&M OTHER (52910)","REPAIRS TO AUTOS & TRUCKS (52912)","150000","150000","0","General (101)","Tax Supported","Services"
"2017","Department of Public Works","Parking Administration (101-516)","CONTRACT SERVICES (53400)","PRIVATE CONTRACTORS (53401)","513593","513593","0","General (101)","Tax Supported","Services"
"2017","Department of Public Works","Public Works Administration (101-501)","R&M OTHER (52910)","MAIN & SERVICE (52911)","10000","10000","0","General (101)","Tax Supported","Services"
"2017","Department of Public Works","Snow Removal (101-510)","RENT EQUIPMENT/OTHER (53010)","RENTALS NO CLASSIFIED (53011)","700000","700000","0","General (101)","Tax Supported","Services"
"2017","Finance Departments","City Collector (101-205)","G&A SERVICES (52100)","ADVERTISING/MARKETING (52175)","35000","35000","0","General (101)","Tax Supported","Services"
"2017","Finance Departments","City Collector (101-205)","G&A SERVICES (52100)","POSTAGE (52170)","119000","119000","0","General (101)","Tax Supported","Services"
"2017","Finance Departments","City Controller (101-202)","G&A SERVICES (52100)","POSTAGE (52170)","1700","1700","0","General (101)","Tax Supported","Services"
"2017","Finance Departments","City Tax Assessor (101-207)","CONTRACT SERVICES (53400)","CONTRACTUAL SERVICES/TRAINING (53425)","10000","10000","0","General (101)","Tax Supported","Services"
"2017","Finance Departments","City Tax Assessor (101-207)","G&A SERVICES (52100)","PRINTING (52210)","10000","10000","0","General (101)","Tax Supported","Services"
"2017","Finance Departments","Finance (101-201)","CONTRACT SERVICES (53400)","PRIVATE CONTRACTORS (53401)","69296","69296","0","General (101)","Tax Supported","Services"
"2017","Finance Departments","Finance (101-201)","TRAVEL & ENTERTAINMENT (53100)","TRAVEL (53105)","7500","7500","0","General (101)","Tax Supported","Services"
"2017","Finance Departments","Recorder of Deeds (101-901)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","3500","3500","0","General (101)","Tax Supported","Services"
"2017","Finance Departments","Retirement Office (101-203)","G&A SERVICES (52100)","POSTAGE (52170)","3500","3500","0","General (101)","Tax Supported","Services"
"2017","Finance Departments","Retirement Office (101-203)","R&M EQUIPMENT (52900)","REPAIRS TO OFFICE EQUIPMENT (52900)","11000","11000","0","General (101)","Tax Supported","Services"
"2017","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER EXPENDITURES (55000)","NEIGHBORHOOD REINVESTMENT (55981)","0","1000000","0","General (101)","Tax Supported","Services"
"2017","General (Non-Departmental)","Workers Compensation (101-227)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","80000","80000","0","General (101)","Tax Supported","Services"
"2017","Human Services","Arts‚ Culture‚ Film‚ & Tourism (101-916)","G&A SERVICES (52100)","POSTAGE (52170)","300","300","0","General (101)","Tax Supported","Services"
"2017","Human Services","Arts‚ Culture‚ Film‚ & Tourism (101-916)","OTHER EXPENDITURES (55000)","GRANT EXPENDITURES (55125)","139500","139500","0","General (101)","Tax Supported","Services"
"2017","Human Services","Human Relations (101-906)","G&A SERVICES (52100)","PRINTING (52210)","1200","1200","0","General (101)","Tax Supported","Services"
"2017","Human Services","Human Services (101-917)","CONTRACT SERVICES (53400)","CONTRACTUAL SERVICES (53420)","7500","7500","0","General (101)","Tax Supported","Services"
"2017","Human Services","Human Services (101-917)","G&A SERVICES (52100)","PRINTING (52210)","400","400","0","General (101)","Tax Supported","Services"
"2017","Human Services","PERA (101-1311)","CONTRACT SERVICES (53400)","PRIVATE CONTRACTORS (53401)","18000","18000","0","General (101)","Tax Supported","Services"
"2017","Human Services","PERA (101-1311)","TRAVEL & ENTERTAINMENT (53100)","TRAVEL (53105)","6000","6000","0","General (101)","Tax Supported","Services"
"2017","Information Technology","Data Processing (101-204)","G&A SERVICES (52100)","POSTAGE (52170)","100","100","0","General (101)","Tax Supported","Services"
"2017","Information Technology","Data Processing (101-204)","UTILITIES (52400)","TELEPHONE (52415)","22160","22160","0","General (101)","Tax Supported","Services"
"2017","Law Department / City Solicitor","Law Department (101-105)","G&A SERVICES (52100)","FEES NOT CLASSIFIED (52120)","1400004","1400004","0","General (101)","Tax Supported","Services"
"2017","Mayoral Offices","Mayor's Office (101-101)","G&A SERVICES (52100)","PRINTING (52210)","7200","7200","0","General (101)","Tax Supported","Services"
"2017","Department of Public Works","Sewer Construction (101-511)","EMPLOYEE BENEFITS (51000)","F.I.C.A. (51980)","32877","32877","0","General (101)","Tax Supported","Employee Benefits"
"2017","Mayoral Offices","Mayor's Office (101-101)","R&M EQUIPMENT (52900)","REPAIRS TO OFFICE EQUIPMENT (52900)","1800","1800","0","General (101)","Tax Supported","Services"
"2017","Miscellaneous Departments","Board of Canvassers (101-904)","G&A SERVICES (52100)","ADVERTISING/MARKETING (52175)","20000","20000","0","General (101)","Tax Supported","Services"
"2017","Miscellaneous Departments","Board of Canvassers (101-904)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","6000","6000","0","General (101)","Tax Supported","Services"
"2017","Miscellaneous Departments","Bureau of Licenses (101-905)","G&A SERVICES (52100)","ADVERTISING/MARKETING (52175)","36000","36000","0","General (101)","Tax Supported","Services"
"2017","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","2400","2400","0","General (101)","Tax Supported","Services"
"2017","Miscellaneous Departments","Vital Statistics (101-903)","G&A SERVICES (52100)","DUES & SUBSCRIPTIONS (52185)","80","80","0","General (101)","Tax Supported","Services"
"2017","Municipal Debt Financing","Non-Departmental‚ Debt Service (101-000)","G&A SERVICES (52100)","DEBT SERVICE - INTEREST (52201)","6451810","6451810","0","General (101)","Tax Supported","Services"
"2017","Municipal Debt Financing","Non-Departmental‚ Debt Service (101-000)","G&A SERVICES (52100)","PRINCIPAL PAYMENTS -  MASTER LEASES (52202)","1373409","1373409","0","General (101)","Tax Supported","Services"
"2017","Parks","Forestry Services (101-703)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","1000","1000","0","General (101)","Tax Supported","Services"
"2017","Parks","Neighborhood Park Services (101-702)","CONTRACT SERVICES (53400)","PRIVATE CONTRACTORS (53401)","132000","132000","0","General (101)","Tax Supported","Services"
"2017","Parks","Neighborhood Park Services (101-702)","R&M OTHER (52910)","REPAIRS TO AUTOS & TRUCKS (52912)","40000","40000","0","General (101)","Tax Supported","Services"
"2017","Parks","Roger Williams Park Services (101-708)","G&A SERVICES (52100)","DUES & SUBSCRIPTIONS (52185)","1000","1000","0","General (101)","Tax Supported","Services"
"2017","Parks","Superintendent of Parks (101-709)","G&A SERVICES (52100)","BUILDING INSURANCE (52100)","68000","68000","0","General (101)","Tax Supported","Services"
"2017","Parks","Superintendent of Parks (101-709)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","500","500","0","General (101)","Tax Supported","Services"
"2017","Department of Inspections & Standards","Electrical Installation (101-404)","EMPLOYEE BENEFITS (51000)","1033 DENTAL (51572)","3828","3828","0","General (101)","Tax Supported","Employee Benefits"
"2017","Personnel / Human Resources","Personnel (101-212)","CONTRACT SERVICES (53400)","PRIVATE CONTRACTORS (53401)","60000","60000","0","General (101)","Tax Supported","Services"
"2017","Personnel / Human Resources","Personnel (101-212)","G&A SERVICES (52100)","DUES & SUBSCRIPTIONS (52185)","1500","1500","0","General (101)","Tax Supported","Services"
"2017","Personnel / Human Resources","Personnel (101-212)","G&A SERVICES (52100)","POSTAGE (52170)","5150","5150","0","General (101)","Tax Supported","Services"
"2017","Personnel / Human Resources","Personnel (101-212)","RENT EQUIPMENT/OTHER (53010)","RENTALS NO CLASSIFIED (53011)","5000","5000","0","General (101)","Tax Supported","Services"
"2017","Planning & Urban Development","Planning & Urban Development (101-908)","G&A SERVICES (52100)","ADVERTISING/MARKETING (52175)","15000","15000","0","General (101)","Tax Supported","Services"
"2017","Planning & Urban Development","Planning & Urban Development (101-908)","G&A SERVICES (52100)","OTHER SERVICES (52125)","20000","20000","0","General (101)","Tax Supported","Services"
"2017","Planning & Urban Development","Planning & Urban Development (101-908)","G&A SERVICES (52100)","POSTAGE (52170)","4500","4500","0","General (101)","Tax Supported","Services"
"2017","Planning & Urban Development","Planning & Urban Development (101-908)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","1600","1600","0","General (101)","Tax Supported","Services"
"2017","Planning & Urban Development","Planning & Urban Development (101-908)","PROFESSIONAL FEES (53200)","MISCELLANEOUS PROFESSIONAL SERVICES (53227)","100000","100000","0","General (101)","Tax Supported","Services"
"2017","Planning & Urban Development","Planning & Urban Development (101-908)","RENT (53000)","RENTAL OF LAND AND BUILDINGS (53000)","390000","390000","0","General (101)","Tax Supported","Services"
"2017","Planning & Urban Development","Planning & Urban Development (101-908)","RENT EQUIPMENT/OTHER (53010)","RENTAL OF EQUIPMENT (53010)","28000","28000","0","General (101)","Tax Supported","Services"
"2017","Public Property & Purchasing","Public Property (101-1801)","G&A SERVICES (52100)","FEES NOT CLASSIFIED (52120)","1000000","1000000","0","General (101)","Tax Supported","Services"
"2017","Department of Inspections & Standards","Building Administration (101-401)","EMPLOYEE BENEFITS (51000)","TRANSFER TO ACTIVE MEDICAL INS FUND (59891)","119208","119208","0","General (101)","Tax Supported","Employee Benefits"
"2017","Public Property & Purchasing","Public Property (101-1801)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","8000","8000","0","General (101)","Tax Supported","Services"
"2017","Public Property & Purchasing","Public Property (101-1801)","R&M EQUIPMENT (52900)","REPAIRS TO OFFICE EQUIPMENT (52900)","2000","2000","0","General (101)","Tax Supported","Services"
"2017","Public Safety","Commissioner of Public Safety (101-301)","G&A SERVICES (52100)","FEES NOT CLASSIFIED (52120)","500","500","0","General (101)","Tax Supported","Services"
"2017","Public Safety","Commissioner of Public Safety (101-301)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","4400","4400","0","General (101)","Tax Supported","Services"
"2017","Department of Public Works","Environmental Control (101-506)","EMPLOYEE BENEFITS (51000)","F.I.C.A. (51980)","34957","34957","0","General (101)","Tax Supported","Employee Benefits"
"2017","Department of Public Works","Sewer Construction (101-511)","EMPLOYEE BENEFITS (51000)","DENTAL INSURANCE (51570)","1176","1176","0","General (101)","Tax Supported","Employee Benefits"
"2017","Public Safety","Communications (101-304)","G&A SERVICES (52100)","POSTAGE (52170)","1000","1000","0","General (101)","Tax Supported","Services"
"2017","Department of Inspections & Standards","Structures & Zoning (101-402)","EMPLOYEE BENEFITS (51000)","CITY OF PROVIDENCE PENSION EXPENSE (51850)","243780","243780","0","General (101)","Tax Supported","Employee Benefits"
"2017","Public Safety","Communications (101-304)","R&M EQUIPMENT (52900)","REPAIRS TO EQUIPMENT (52905)","8500","8500","0","General (101)","Tax Supported","Services"
"2017","Public Safety","Communications (101-304)","R&M OTHER (52910)","MAIN & SERVICE (52911)","461784","461784","0","General (101)","Tax Supported","Services"
"2017","Public Safety","Emergency Mgmt / Homeland Sec. (101-907)","G&A SERVICES (52100)","POSTAGE (52170)","100","100","0","General (101)","Tax Supported","Services"
"2017","Public Safety","Emergency Mgmt / Homeland Sec. (101-907)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","23045","23045","0","General (101)","Tax Supported","Services"
"2017","Public Safety","Emergency Mgmt / Homeland Sec. (101-907)","R&M OTHER (52910)","MAIN & SERVICE (52911)","52439","52439","0","General (101)","Tax Supported","Services"
"2017","Public Safety","Emergency Mgmt / Homeland Sec. (101-907)","R&M OTHER (52910)","REPAIRS TO AUTOS & TRUCKS (52912)","4500","4500","0","General (101)","Tax Supported","Services"
"2017","Public Safety","Fire (101-303)","G&A SERVICES (52100)","DUES & SUBSCRIPTIONS (52185)","1600","1600","0","General (101)","Tax Supported","Services"
"2017","Department of Public Works","Environmental Control (101-506)","EMPLOYEE BENEFITS (51000)","CITY OF PROVIDENCE PENSION EXPENSE (51850)","103200","103200","0","General (101)","Tax Supported","Employee Benefits"
"2017","Public Safety","Fire (101-303)","G&A SERVICES (52100)","POSTAGE (52170)","5000","5000","0","General (101)","Tax Supported","Services"
"2017","Public Safety","Fire (101-303)","PROFESSIONAL FEES (53200)","LEGAL EXPENSES (53200)","125000","125000","0","General (101)","Tax Supported","Services"
"2017","Department of Public Works","Sewer Construction (101-511)","EMPLOYEE BENEFITS (51000)","CITY OF PROVIDENCE PENSION EXPENSE (51850)","106416","106416","0","General (101)","Tax Supported","Employee Benefits"
"2017","Public Safety","Fire (101-303)","TRAVEL & ENTERTAINMENT (53100)","TRANSPORTATION OF PERSONS-TRAINING (53110)","2500","2500","0","General (101)","Tax Supported","Services"
