"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","actual_amount","fund","fund_type","expense_type"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","IN LIEU OF TAX ON EXEMPT PROPERTY (48320)","0","0","6000","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","PARKING SECURITIZATION (48380)","0","0","1000000","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","PAYMENT IN LIEU OF TAXES: COLLEGES‚UNIVERSITIES‚HOSPITALS (48321)","10700000","8795715","7881205.4500000002","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","PILOT - PROVIDENCE HOUSING AUTHORITY (48342)","0","0","68377","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","PORT OF PROVIDENCE (48362)","0","0","45991.4","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","PROVIDENCE PLACE MALL (48341)","200000","200000","300000","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","REIMB RETIREMENT JTPA (48229)","50000","50000","750","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","REIMBURSEMENT - W.S.B. (48227)","839200","839200","839166.96","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","ROOM TAX (48236)","1350000","1350000","1448761.18","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","STABILIZATION TREATY - ELECTRIC CO (48340)","5222222","5222222","5222222","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","TAX STABILIZATION PLAN - MISC (48239)","0","0","4659.2","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","RENTAL INCOME (45200)","RENTAL INCOME (45200)","20000","20000","14481","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","STATE GRANTS (42200)","MAST PROGRAM (42240)","4607238","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM COMPANY 10 (49010)","0","0","487397.06","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM FUND 252 (49252)","1200000","1200000","2111751.08","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM FUND 283 (49283)","3600000","3600000","3484532.31","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM FUND 856 - CAPITAL ASSETS (49856)","0","0","4740991.5199999996","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","SUNDAY SALES (43380)","10000","10000","74620","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM NEIGHBORHOOD BOND FUND 383 (49383)","0","0","1110374","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM NO BURIAL GD (FD 801) (49801)","600000","600000","400000","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","WATER SALES (47000)","WATER SUPPLY MEDICAL REIMB (47070)","375000","375000","0","General (101)","Tax Supported","REVENUE"
"2012","Human Services","Arts‚ Culture‚ Film‚ & Tourism (101-916)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","1550","General (101)","Tax Supported","REVENUE"
"2012","Human Services","Arts‚ Culture‚ Film‚ & Tourism (101-916)","OTHER REVENUES (48200)","PAYROLL REIMBURSEMENT (48375)","0","0","87084","General (101)","Tax Supported","REVENUE"
"2012","Human Services","Human Services (101-917)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","30000","30000","0","General (101)","Tax Supported","REVENUE"
"2012","Information Technology","Data Processing (101-204)","DEPARTMENTAL REVENUE (43000)","D P REIMBURSE SCHOOL DEPARTMENT (43025)","0","0","230000","General (101)","Tax Supported","REVENUE"
"2012","Law Department / City Solicitor","Law Department (101-105)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","1699.85","General (101)","Tax Supported","REVENUE"
"2012","Law Department / City Solicitor","Law Department (101-105)","OTHER REVENUES (48200)","PAYROLL REIMBURSEMENT (48375)","0","0","15","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Board of Canvassers (101-904)","DEPARTMENTAL REVENUE (43000)","CERTIFIED LISTS (43270)","0","0","272","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","ADVERTISING FEES (43590)","62000","62000","63981.75","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","CONDUCT BUSINESS 1-4 (43490)","5000","5000","4000","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","DANCE & EXHIBITIONS (43330)","161250","161250","170417","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","DOG TAGS (43500)","5000","5000","0","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","FOOD DISPENSERS (43460)","53000","53000","75575","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","FROZEN DESSERTS (43470)","2000","2000","1680","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","HACK CARRIERS BADGES (43480)","500","500","125","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","INTELIGENCE OFFICERS (43340)","1500","1500","0","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","JUNK GATHERERS (43350)","1500","1500","2300","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","LAUNDRY (43450)","1500","1500","2070","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","LICENSE TRANSFER (43510)","2000","2000","1500","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","LIQUOR LICENSES (43310)","668250","668250","879325","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","LOST LICENSES (43520)","12000","12000","0","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","215800","215800","101383.45","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","PAWNBROKERS (43360)","10000","10000","1600","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","PEDDLERS BADGES (43530)","10000","10000","19780","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","SECOND HAND STORES (43370)","65000","65000","15450","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","TOBACCO LICENSES (43320)","40000","40000","0","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","MISCELLANEOUS RECEIPTS (48000)","BAD CHECKS (48010)","1000","1000","-10138.959999999999","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","-32325","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","AMUSEMENT CENTER (48202)","2000","2000","325","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","BOUNCER REGISTRATION (48203)","10000","10000","8065","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","EXTENSION OF PREMISES FILE FEES (48209)","1500","1500","17720","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","HACKNEY CARRIAGE DRIVE (48213)","5000","5000","3565","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","HACKNEY CARRIAGE MARK (48214)","2000","2000","70","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","HACKNEY POWER VEHICLES (48215)","5000","5000","5030","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","MECHANICAL DEVICES (48218)","12000","12000","2625","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","MOTOR VEHICLE REPAIR (48219)","10000","10000","12920","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","PETROLEUM  STORAGE (48223)","15000","15000","3600","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","VALET LICENSES (48241)","0","0","250","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Vital Statistics (101-903)","DEPARTMENTAL REVENUE (43000)","CERTIFIED COPIES (43002)","0","0","286402.73","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Vital Statistics (101-903)","DEPARTMENTAL REVENUE (43000)","MARRIAGE LICENSES (43260)","0","0","8618","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Vital Statistics (101-903)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","0","0","8327.18","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Vital Statistics (101-903)","DEPARTMENTAL REVENUE (43000)","SEARCHING RECORDS (43082)","0","0","56","General (101)","Tax Supported","REVENUE"
"2012","Miscellaneous Departments","Vital Statistics (101-903)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","355000","355000","11870","General (101)","Tax Supported","REVENUE"
"2012","Parks","North Burial Ground (101-710)","DEPARTMENTAL REVENUE (43000)","NO. BURIAL GROUNDS FEES (43860)","0","0","246470.99","General (101)","Tax Supported","REVENUE"
"2012","Parks","Superintendent of Parks (101-709)","INSURANCE CHARGES (46200)","MISCELLANEOUS REVENUE (46230)","0","0","668927.57999999996","General (101)","Tax Supported","REVENUE"
"2012","Personnel / Human Resources","Personnel (101-212)","DEPARTMENTAL REVENUE (43000)","WITNESS FEES (43000)","0","0","169","General (101)","Tax Supported","REVENUE"
"2012","Personnel / Human Resources","Personnel (101-212)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","1296.69","General (101)","Tax Supported","REVENUE"
"2012","Planning & Urban Development","Planning & Urban Development (101-908)","FEDERAL GRANTS (42100)","FEDERAL GRANTS (42100)","2750262","2750262","2405074.2999999998","General (101)","Tax Supported","REVENUE"
"2012","Planning & Urban Development","Planning & Urban Development (101-908)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","11587.9","General (101)","Tax Supported","REVENUE"
"2012","Planning & Urban Development","Planning & Urban Development (101-908)","OTHER REVENUES (48200)","PAYROLL REIMBURSEMENT (48375)","0","0","30","General (101)","Tax Supported","REVENUE"
"2012","Property Taxes","Gen Fund‚ Property Tax (101-000)","TAX REVENUES (41000)","PROPERTY TAX REVENUE (41000)","311392639","311392639","245623087.25999999","General (101)","Tax Supported","REVENUE"
"2012","Public Property & Purchasing","Public Property (101-1801)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","7841.34","General (101)","Tax Supported","REVENUE"
"2012","Public Property & Purchasing","Public Property (101-1801)","RENTAL INCOME (45200)","RENTAL INCOME (45200)","0","0","128000.04","General (101)","Tax Supported","REVENUE"
"2012","Public Property & Purchasing","Public Property (101-1801)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM ARRA FUND 260 (49260)","0","0","8538.41","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Commissioner of Public Safety (101-301)","DEPARTMENTAL REVENUE (43000)","VIN VERIFICATION (43100)","50000","50000","66705","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Communications (101-304)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","628000","628000","557125.02","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Communications (101-304)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","18905.900000000001","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Communications (101-304)","MISCELLANEOUS RECEIPTS (48000)","TELEPHONE (48005)","0","0","10922.31","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Communications (101-304)","OTHER REVENUES (48200)","PAYROLL REIMBURSEMENT (48375)","0","0","471.5","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Communications (101-304)","STATE GRANTS (42200)","STATE GRANT (42200)","0","0","17070.59","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Emergency Mgmt / Homeland Sec. (101-907)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","7232.62","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Emergency Mgmt / Homeland Sec. (101-907)","OTHER REVENUES (48200)","CIVIL DEFENSE REIMBURSEMENT (48205)","140000","140000","185000","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Fire (101-303)","DEPARTMENTAL REVENUE (43000)","FALSE FIRE ALARM BILLINGS REVENUE (43660)","0","0","8750","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Fire (101-303)","DEPARTMENTAL REVENUE (43000)","FIRE DEPARTMENT INSPECTIONS (43145)","50000","50000","528966.98","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Fire (101-303)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","0","0","6186.63","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Fire (101-303)","DEPARTMENTAL REVENUE (43000)","PLAN REVIEW FEES (43121)","400000","400000","143040","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Fire (101-303)","DEPARTMENTAL REVENUE (43000)","RESCUE BILLINGS REVENUE (43122)","0","0","130871.16","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Fire (101-303)","INSURANCE CHARGES (46200)","MISCELLANEOUS REVENUE (46230)","0","0","14216.19","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Fire (101-303)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","18785.45","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","BUREAU OF CRIME INDENTIFICATION (43112)","6500","6500","3641","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","FALSE POLICE ALARM BILLINGS REVENUE (43662)","15000","15000","52232.7","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","OFFICER COURT FEES (43111)","15000","15000","950","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","PARKING PERMITS (43155)","0","0","50","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","POLICE - RED LIGHT CAMERAS (43850)","400000","400000","617148.03","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","POLICE PHOTO COPY (43114)","7000","7000","45405.75","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","DEPARTMENTAL REVENUE (43000)","REIMB FEDERAL GOVT COMM POLICE (43113)","6500","6500","0","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","FEDERAL GRANTS (42100)","FEDERAL GRANTS (42100)","716650","716650","0","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","FINES & FORFEITURES (44000)","FINES & PENALTIES (% STATE SUMMONS) (44030)","200000","200000","175637.25","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","6725.23","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","OTHER REVENUES (48200)","HACKNEY POWER VEHICLES (48215)","0","0","712.6","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","OTHER REVENUES (48200)","MOTOR VEHICLE REPAIR (48219)","0","0","2023.06","General (101)","Tax Supported","REVENUE"
"2012","Public Safety","Police (101-302)","OTHER REVENUES (48200)","PAYROLL REIMBURSEMENT (48375)","0","0","126117.23","General (101)","Tax Supported","REVENUE"
"2012","Tangible Taxes","Gen Fund‚ Tangible Tax (101-000)","TAX REVENUES (41000)","TANGIBLE TAX REVENUE (41100)","0","0","35910359.780000001","General (101)","Tax Supported","REVENUE"
"2012","Prov. Public Schools","Non Departmental-General Fund (101-000)","DEPARTMENTAL REVENUE (43000)","REIMBURSE SCHOOL DEPARTMENT (43020)","1700000","1700000","1700000","General (101)","Tax Supported","REVENUE"
"2012","Prov. Public Schools","Non Departmental-General Fund (101-000)","GRANTS IN AID-SCHOOL FUND (42600)","STATE OF R.I. EDUCATION AID (42602)","177307062","177121396","177121396","General (101)","Tax Supported","REVENUE"
"2012","Prov. Public Schools","Non Departmental-General Fund (101-000)","GRANTS IN AID-SCHOOL FUND (42600)","STATE OF RI MEDICAID REIMBURSEMENT (42680)","4250000.4000000004","4250000","4250000","General (101)","Tax Supported","REVENUE"
"2012","Prov. Public Schools","Non Departmental-General Fund (101-000)","TUITION REVENUE (48700)","TUITION REVENUE (48705)","585000","585000","585000","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","AUCTIONEERS RETURN (43040)","0","0","15389.29","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","CERTIFIED COPIES (43002)","0","0","354","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","DRAFT COPIES (43046)","0","0","581.25","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","FISHING LICENSES (43049)","0","0","2","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","0","0","22","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","NOTARY FEES (43044)","0","0","462.5","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","REGISTRATIONS - DBAS (43042)","0","0","3178.5","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","TROUT LICENSES (43050)","0","0","1.5","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","ZONING BOOKS AND MAPS (43043)","0","0","50","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","ZONING CHANGES (43054)","0","0","300","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","15000","15000","0","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","OTHER REVENUES (48200)","LOBBYING REGISTRATION FEES (48390)","0","0","75","General (101)","Tax Supported","REVENUE"
"2013","City Council","Treasury (101-209)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","60","60","53.3","General (101)","Tax Supported","REVENUE"
"2013","City Council","Treasury (101-209)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","96","96","150","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Housing Court (101-110)","DEPARTMENTAL REVENUE (43000)","COURT COSTS (43070)","19999.919999999998","20000","34209.75","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Housing Court (101-110)","FINES & FORFEITURES (44000)","FINES & FORFEITS (44000)","3000","3000","32319.5","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","ADDITIONAL PERCENTAGE (43068)","74581.94","74582","69789.149999999994","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","ADVERTISING REVENUE (43061)","24750","24750","20983.5","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","AFFIDAVIT OF COMPLETED ADMIN. (43069)","4620","4620","4050","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","CERTIFICATE OF APPOINTMENT (43066)","3435","3435","3005","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","CERTIFIED COPIES (43002)","3644","3644","4071.5","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","NAME CHANGE FEES (43062)","2940","2940","3270","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","PETITION FOR ADMINISTRATION (43064)","8009.46","8009","4139","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","PETITION FOR GUARDIANSHIP (43065)","3290","3290","2075","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","PROBATE COURT FEES (43060)","4290","4290","3326.98","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","DEPARTMENTAL REVENUE (43000)","PROBATE OF WILL (43067)","30992.23","30992","20794.72","General (101)","Tax Supported","REVENUE"
"2013","City Courts","Probate Court (101-107)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","23","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","ABANDONED PROPERTIES REVENUE (43178)","0","0","8400","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","BUILDING INSPECTOR MISCELLANEOUS (43170)","9300","9300","7040.17","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","ELECTRICAL (43173)","740000","740000","839719.29","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","INSPECTION VIOLATIONS (43177)","0","0","18130","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","MECHANICAL (43174)","500000","500000","594130.30000000005","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","0","0","1195.6500000000001","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","PLUMBING DRAIN GAS (43172)","181000","325245.01","195626.75","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","STATE FEES - ADA (43175)","0","0","-25868.5","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","STATE FEES - RADON (43176)","0","0","-314.91000000000003","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","DEPARTMENTAL REVENUE (43000)","STRUCTURE ZONING (43171)","2060000","2060000","2815377.1","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","INSURANCE CHARGES (46200)","MISCELLANEOUS REVENUE (46230)","0","0","1250","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Administration (101-401)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","18000","18000","48404.58","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Building Board (101-407)","DEPARTMENTAL REVENUE (43000)","BUILDING APPLICATION FEES (43185)","4392","4392","7040","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Structures & Zoning (101-402)","DEPARTMENTAL REVENUE (43000)","INSPECTION VIOLATIONS (43177)","7200","17519.04","0","General (101)","Tax Supported","REVENUE"
"2013","Department of Inspections & Standards","Zoning Board of Review (101-406)","DEPARTMENTAL REVENUE (43000)","ZONING APPLICATION FEES & HOUSING (43180)","79999.92","80000","47590","General (101)","Tax Supported","REVENUE"
"2013","Department of Public Works","Environmental Control (101-506)","DEPARTMENTAL REVENUE (43000)","GARBAGE RECEPTACLES (43196)","16400","16400","9150","General (101)","Tax Supported","REVENUE"
"2013","Department of Public Works","Environmental Control (101-506)","DEPARTMENTAL REVENUE (43000)","RECYCLING BINS (43195)","20000","20000","200","General (101)","Tax Supported","REVENUE"
