"loanrange","businessname","address","city","state","zip","naicscode","businesstype","raceethnicity","gender","veteran","nonprofit","jobsreported","dateapproved","lender","cd","location"
"d $350,000-1 million","LARAMORE ENTERPRISES CORP.","124 7th St SE","AUBURN","WA","98002","236118","Subchapter S Corporation","White","Male Owned","Non-Veteran",,"30","2020-04-28T00:00:00.000","Sound CU","WA-08","POINT (-122.227292 47.301134)"
"e $150,000-350,000","ORCA PACIFIC, INC.","280 44th St NW","AUBURN","WA","98001","453998","Corporation","Unanswered","Male Owned","Non-Veteran",,"19","2020-04-16T00:00:00.000","First Financial Northwest Bank","WA-09","POINT (-122.233408 47.3464)"
"c $1-2 million","DOXON MOTORS INC","3405 N. Auburn Way","Auburn","WA","98002","441110","Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-04-27T00:00:00.000","Idaho First Bank","WA-08","POINT (-122.222304 47.33823)"
"e $150,000-350,000","FOOD ADVENTURES, INC.","920 15th Street SW","AUBURN","WA","98001","722513","Corporation","Unanswered","Male Owned","Non-Veteran",,"34","2020-04-13T00:00:00.000","Bank of the Pacific","WA-09","POINT (-122.2405 47.295704)"
"e $150,000-350,000","NAVI PACIFIC CONSTRUCTION","3407 S 379TH CT","AUBURN","WA","98001","236115","Corporation","Unanswered","Unanswered","Unanswered",,"28","2020-05-01T00:00:00.000","Bank of America, National Association","WA-09","POINT (-122.290124 47.261873)"
"e $150,000-350,000","PINNACLE TRANSPORTATION INC.","1245 Auburn Way North","Auburn","WA","98002","488999","Corporation","Unanswered","Male Owned","Non-Veteran",,"31","2020-05-03T00:00:00.000","Celtic Bank Corporation","WA-08","POINT (-122.221472 47.319079)"
"c $1-2 million","RODARTE CONSTRUCTION INC","17 EAST VALLEY HWY E","AUBURN","WA","98092","237110","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-05-03T00:00:00.000","Wells Fargo Bank, National Association","WA-08","POINT (-122.229125 47.256097)"
"d $350,000-1 million","DOYON GOVERNMENT GROUP","3450 South 344th Way","AUBURN","WA","98001","561990","Corporation","Unanswered","Unanswered","Unanswered",,"22","2020-04-15T00:00:00.000","KeyBank National Association","WA-09","POINT (-122.290526 47.292402)"
"d $350,000-1 million","INDUSTRIAL BOLT & SUPPLY INC","740 Clay ST NW","AUBURN","WA","98001","339999","Corporation","Unanswered","Male Owned","Non-Veteran",,"0","2020-04-10T00:00:00.000","Heritage Bank","WA-09","POINT (-122.240906 47.314787)"
"e $150,000-350,000","ARMSTRONG LUMBER CO., INC","2709 AUBURN WAY","AUBURN","WA","98002","321113","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-30T00:00:00.000","Columbia State Bank","WA-08","POINT (-122.221574 47.330827)"
"e $150,000-350,000","SHAREWAY INDUSTRIES, INC.","2526 E ST NE","AUBURN","WA","98002","332710","Corporation","Unanswered","Male Owned","Unanswered",,"23","2020-04-14T00:00:00.000","Umpqua Bank","WA-08","POINT (-122.22408 47.329076)"
"c $1-2 million","UNIVERSAL REFRIGERATION, INC","4102 B PL NW","AUBURN","WA","98001","238220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-29T00:00:00.000","Columbia State Bank","WA-09","POINT (-122.231978 47.343388)"
"d $350,000-1 million","MUCKLESHOOT DEVELOPMENT CORPORATION","39015 172nd Avenue Southeast","AUBURN","WA","98092","445110","Corporation","Unanswered","Unanswered","Unanswered",,"30","2020-04-27T00:00:00.000","KeyBank National Association","WA-08","POINT (-122.112192 47.251329)"
"c $1-2 million","A & G MACHINE, INC","1231 37th St NW","AUBURN","WA","98001","336412","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"0","2020-04-28T00:00:00.000","Heritage Bank","WA-09","POINT (-122.248173 47.340501)"
"d $350,000-1 million","FREDDIES ASSOCIATES LLC","33 15th Street NE","Auburn","WA","98002","713210","Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered",,"155","2020-05-03T00:00:00.000","Harvest Small Business Finance, LLC","WA-08","POINT (-122.228503 47.320878)"
"e $150,000-350,000","DABS M&A LLC","22 42nd St NW Ste. B","AUBURN","WA","98001","336413","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"18","2020-04-12T00:00:00.000","First Interstate Bank","WA-09","POINT (-122.22995 47.344843)"
"d $350,000-1 million","EL DORADO WEST PROPERTY, LLC","2020 A ST SE STE 101","AUBURN","WA","98002","623312","Limited  Liability Company(LLC)","Unanswered","Unanswered","Non-Veteran",,,"2020-04-28T00:00:00.000","Columbia State Bank","WA-08","POINT (-122.228938 47.290208)"
"e $150,000-350,000","ORMOND, LLC","4718 B ST NW, Ste 104","AUBURN","WA","98001","541330","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-04-29T00:00:00.000","Columbia State Bank","WA-09","POINT (-122.232461 47.350092)"
"d $350,000-1 million","PUGET SOUND SYSTEMS, INC.","2707 West Valley Hwy N","Auburn","WA","98001","334111","Corporation","Unanswered","Male Owned","Non-Veteran",,"46","2020-04-27T00:00:00.000","Zions Bank, A Division of","WA-09","POINT (-122.249763 47.33181)"
"e $150,000-350,000","HUMAN RESOURCES OF AUBURN INC","2 AUBURN WAY N STE 102","AUBURN","WA","98002","812990","Corporation","Unanswered","Unanswered","Unanswered",,"52","2020-04-30T00:00:00.000","Bank of America, National Association","WA-08","POINT (-122.225778 47.307875)"
"e $150,000-350,000","PACIFIC WIRE GROUP, INC.","2201 R ST NW","AUBURN","WA","98001","332618","Subchapter S Corporation","White","Male Owned","Non-Veteran",,"16","2020-04-27T00:00:00.000","Commencement Bank","WA-09","POINT (-122.253769 47.327616)"
"e $150,000-350,000","MOLEN MAXILLOFACIAL SURGERY INC","1026 Harvey Road","AUBURN","WA","98002","621210","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-04-13T00:00:00.000","Heritage Bank","WA-08","POINT (-122.216773 47.317408)"
"e $150,000-350,000","ALL WEST FASTENERS INCORPORATED","4510 B ST NW, Ste A","Auburn","WA","98001","424990","Corporation","Unanswered","Unanswered","Unanswered",,"24","2020-04-15T00:00:00.000","Seattle Bank","WA-09","POINT (-122.232428 47.347931)"
"e $150,000-350,000","VAN SICLEN, STOCKS AND  FIRKINS","721 45th Street N.E.","AUBURN","WA","98002","541110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"15","2020-04-27T00:00:00.000","Columbia State Bank","WA-08","POINT (-122.221244 47.348242)"
"d $350,000-1 million","PACELINE ANESTHESIA, PLLC","37115 160TH AVE SE","AUBURN","WA","98092","621111","Partnership","Unanswered","Male Owned","Non-Veteran",,"18","2020-04-14T00:00:00.000","U.S. Bank, National Association","WA-08","POINT (-122.128651 47.26878)"
"d $350,000-1 million","NORTHWEST CONTRACT SERVICES, INC.","2 NORTH AUBURN WAY","AUBURN","WA","98071","561320","Corporation","Unanswered","Male Owned","Non-Veteran",,"24","2020-05-03T00:00:00.000","MUFG Union Bank, National Association","WA-08","POINT (-122.225778 47.307875)"
"b $2-5 million","IMAGINETICS LLC","3410 A ST SE","AUBURN","WA","98002","332313","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"287","2020-04-28T00:00:00.000","Flagstar Bank, FSB","WA-08","POINT (-122.228874 47.277938)"
"d $350,000-1 million","CK WORLDWIDE INC","3501 C St NE","AUBURN","WA","98002","333992","Corporation","White","Male Owned","Non-Veteran",,"35","2020-04-10T00:00:00.000","Commencement Bank","WA-08","POINT (-122.226562 47.339018)"
"d $350,000-1 million","SPIRITWOOD OPERATIONS, LLC","2020 A ST","AUBURN","WA","98002","623312","Limited  Liability Company(LLC)","Unanswered","Unanswered","Non-Veteran",,,"2020-04-27T00:00:00.000","Columbia State Bank","WA-08","POINT (-122.228938 47.290208)"
"e $150,000-350,000","SOUTHGATE ELECTRIC, INC","107 WASHINGTON BLVD","AUBURN","WA","98001","238210","Corporation","Unanswered","Unanswered","Unanswered",,"15","2020-04-27T00:00:00.000","KeyBank National Association","WA-09","POINT (-122.247218 47.278685)"
"d $350,000-1 million","TRI-WAY INDUSTRIES, INC.","506 44TH ST NW","AUBURN","WA","98001","336360","Corporation","Unanswered","Unanswered","Unanswered",,"39","2020-05-03T00:00:00.000","U.S. Bank, National Association","WA-09","POINT (-122.235937 47.346384)"
"e $150,000-350,000","CM ELECTRIC","34628 38TH AVE","AUBURN","WA","98001","238210","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-30T00:00:00.000","Columbia State Bank","WA-09","POINT (-122.285991 47.290672)"
"e $150,000-350,000","TACOMA SOUTH HOSPITALITY LLC","11813 SE 290TH PL","AUBURN","WA","98092","721110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"0","2020-05-05T00:00:00.000","Wells Fargo Bank, National Association","WA-08","POINT (-122.183258 47.342008)"
"d $350,000-1 million","RED-HEAD STEERING GEARS INC","4302 B ST NW STE D","AUBURN","WA","98001","811118","Corporation","Unanswered","Unanswered","Unanswered",,"49","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","WA-09","POINT (-122.232343 47.345709)"
"d $350,000-1 million","LUCID MANAGEMENT LLC","3310 Auburn Way N","Auburn","WA","98002","541611","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"46","2020-05-05T00:00:00.000","First Home Bank","WA-08","POINT (-122.222299 47.336939)"
"e $150,000-350,000","GUTTER & ROOF SOLUTIONS NW","20 37th St NE Suite A","Auburn","WA","98002","238160","Corporation","Unanswered","Unanswered","Unanswered",,"30","2020-04-15T00:00:00.000","Cross River Bank","WA-08","POINT (-122.226445 47.340152)"
"e $150,000-350,000","RTP3 INC.","1101 HARVEY RD NE","AUBURN","WA","98002","621610","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"120","2020-04-13T00:00:00.000","KeyBank National Association","WA-08","POINT (-122.217514 47.318013)"
"d $350,000-1 million","VERNON NELSON CONSTRUCTION, INC.","1 37th Street NW Suite G","AUBURN","WA","98001","238310","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"45","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","WA-09","POINT (-122.230704 47.340063)"
"e $150,000-350,000","BLACK DIAMOND IRON WORKERS LLC","30420 122nd PL SE","AUBURN","WA","98092","238120","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"13","2020-05-08T00:00:00.000","Mountain Pacific Bank","WA-08","POINT (-122.179018 47.329289)"
"e $150,000-350,000","WE CARE DAILY CLINICS, LLC","1220 M Street SE","AUBURN","WA","98002","621420","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"33","2020-04-29T00:00:00.000","KeyBank National Association","WA-08","POINT (-122.213396 47.296191)"
"e $150,000-350,000","BURKE GIBSON LLC","702 3RD ST SW","AUBURN","WA","98001","236220","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"40","2020-05-07T00:00:00.000","Bank of America, National Association","WA-09","POINT (-122.237982 47.305477)"
"e $150,000-350,000","WOODLAND VILLAGE OPERATIONS, LLC","2020 A ST SE Suite 101","AUBURN","WA","98002","531210","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-04-28T00:00:00.000","Columbia State Bank","WA-08","POINT (-122.228938 47.290208)"
"b $2-5 million","ALL NEW GLASS, INC.","319 D ST NW Suite 104","AUBURN","WA","98001","236220","Corporation","White","Male Owned","Unanswered",,"0","2020-04-07T00:00:00.000","Timberland Bank","WA-09","POINT (-122.23416 47.310636)"
"d $350,000-1 million","OMEGA SERVICES AND SUPPLY INC","3705 West Valley Hwy N","AUBURN","WA","98001","238350","Subchapter S Corporation","Unanswered","Male Owned","Unanswered",,,"2020-04-13T00:00:00.000","Banner Bank","WA-09","POINT (-122.249778 47.34086)"
"e $150,000-350,000","LOS JACALES INC","1525 A ST NE STE 100","AUBURN","WA","98002",,"Corporation","Unanswered","Unanswered","Unanswered",,"24","2020-05-03T00:00:00.000","Bank of America, National Association","WA-08","POINT (-122.228757 47.321957)"
"d $350,000-1 million","AUBURN VOLKSWAGEN, INC","3109 Auburn Way N","AUBURN","WA","98002","441110","Corporation","White","Male Owned","Non-Veteran",,"68","2020-04-13T00:00:00.000","KeyBank National Association","WA-08","POINT (-122.222297 47.335619)"
"e $150,000-350,000","J & D'S HYDRAULIC AND REPAIR CO., INC.","303  26TH ST NE","AUBURN","WA","98002","811111","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-13T00:00:00.000","Heritage Bank","WA-08","POINT (-122.224998 47.330082)"
"e $150,000-350,000","STANLEY CHO DDS PLLC","620 M ST","AUBURN","WA","98002","621210","Sole Proprietorship","Unanswered","Unanswered","Unanswered",,"19","2020-04-27T00:00:00.000","Kitsap Bank","WA-08","POINT (-122.213363 47.313971)"
"e $150,000-350,000","AGRISHOP INC.","308 W Main.","AUBURN","WA","98001","453998","Corporation","Unanswered","Unanswered","Unanswered",,"42","2020-06-03T00:00:00.000","Timberland Bank","WA-09","POINT (-122.233618 47.307555)"
"e $150,000-350,000","AUBURN FREE METHODIST CHURCH","1312 2ND ST SE","AUBURN","WA","98002","813110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","32","2020-04-12T00:00:00.000","Sound CU","WA-08","POINT (-122.211195 47.306785)"
"e $150,000-350,000","PRIORITY PLUMBING LLC","3002 B ST NW","AUBURN","WA","98001","238220","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"16","2020-04-15T00:00:00.000","Umpqua Bank","WA-09","POINT (-122.232214 47.333926)"
"e $150,000-350,000","DESTINATION DOORS, LLC","1517 22ND ST NW","AUBURN","WA","98001","238290","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"14","2020-04-15T00:00:00.000","Bank of America, National Association","WA-09","POINT (-122.25311 47.327321)"
"d $350,000-1 million","DYLAN MANUFACTURING INC","1702 PIKE ST NW Suite 1","AUBURN","WA","98001","336413","Corporation","White","Male Owned","Non-Veteran",,"33","2020-04-15T00:00:00.000","Umpqua Bank","WA-09","POINT (-122.252039 47.324312)"
"d $350,000-1 million","J. G. NEIL AND COMPANY INC","3500 W Valley Hwy N","AUBURN","WA","98001","722310","Corporation","White","Male Owned","Non-Veteran",,"27","2020-04-14T00:00:00.000","KeyBank National Association","WA-09","POINT (-122.248083 47.338488)"
"c $1-2 million","FLOYD PETERSON COMPANY","1102 D Street NE","AUBURN","WA","98002","424430","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"271","2020-04-11T00:00:00.000","KeyBank National Association","WA-08","POINT (-122.224886 47.318107)"
"e $150,000-350,000","GCD4 ENTERPRISES LLC","112 E MAIN STREET","AUBURN","WA","98002","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"0","2020-05-04T00:00:00.000","Wells Fargo Bank, National Association","WA-08","POINT (-122.228237 47.307426)"
"d $350,000-1 million","SEATTLE AUTOMOTIVE DISTRIBUTING INC","204 H ST","AUBURN","WA","98001","441310","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-28T00:00:00.000","Columbia State Bank","WA-09","POINT (-122.238475 47.309994)"
"d $350,000-1 million","ELITE FLOOR COVERINGS INC","3902 Auburn Way N","AUBURN","WA","98002","238330","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-28T00:00:00.000","Columbia State Bank","WA-08","POINT (-122.222332 47.34214)"
"d $350,000-1 million","MARK MORRIS INC","11838 286TH ST SE","AUBURN","WA","98092","238110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"37","2020-05-03T00:00:00.000","U.S. Bank, National Association","WA-08","POINT (-122.182438 47.345305)"
"e $150,000-350,000","RYAN POWER WASHING INC.","3260 B ST NW STE A","AUBURN","WA","98001","561720","Corporation","Unanswered","Unanswered","Unanswered",,"20","2020-05-03T00:00:00.000","Bank of America, National Association","WA-09","POINT (-122.232251 47.336469)"
"e $150,000-350,000","NORTH STAR AEROSPACE INC","1307 W. Valley Hwy N.","AUBURN","WA","98001","423860","Corporation","Unanswered","Unanswered","Unanswered",,"14","2020-04-28T00:00:00.000","HomeStreet Bank","WA-09","POINT (-122.24986 47.319664)"
"e $150,000-350,000","OSTLUND ELECTRIC, INC.","1006 A ST SE","AUBURN","WA","98002","238210","Corporation","Unanswered","Unanswered","Unanswered",,"8","2020-06-23T00:00:00.000","Umpqua Bank","WA-08","POINT (-122.228886 47.298351)"
"c $1-2 million","CASCADE SURGERY ASSOCIATES, PLLC","122 3rd St NE","AUBURN","WA","98002","621111","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"64","2020-04-15T00:00:00.000","Umpqua Bank","WA-08","POINT (-122.228202 47.310183)"
"e $150,000-350,000","AZTEC IMPORTS, INC","1904 B St NW Ste 110","AUBURN","WA","98001","424480","Subchapter S Corporation","Hispanic","Male Owned","Unanswered",,"0","2020-04-30T00:00:00.000","Banner Bank","WA-09","POINT (-122.232073 47.321242)"
"d $350,000-1 million","3D DRYWALL INC","30909 164TH AVE SE","AUBURN","WA","98092","236115","Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-06-10T00:00:00.000","Wells Fargo Bank, National Association","WA-08","POINT (-122.123481 47.324644)"
"e $150,000-350,000","GREENFIELD FOODS CORP.","502 BOUNDARY BLVD","AUBURN","WA","98001","311612","Corporation","Asian","Male Owned","Non-Veteran",,"36","2020-04-07T00:00:00.000","Bank of Hope","WA-09","POINT (-122.247259 47.293606)"
"c $1-2 million","A & B FABRICATORS, INC.","231 D ST NW","AUBURN","WA","98001","332999","Corporation","White","Male Owned","Unanswered",,"0","2020-04-07T00:00:00.000","Timberland Bank","WA-09","POINT (-122.234147 47.310014)"
"d $350,000-1 million","NEW ERA HR SOLUTIONS, INC.","903 East Main St","AUBURN","WA","98002","541612","Corporation","Unanswered","Unanswered","Unanswered",,"70","2020-04-14T00:00:00.000","Umpqua Bank","WA-08","POINT (-122.217842 47.307854)"
"e $150,000-350,000","NATURAL WAVE RC INC","4422 C St NE","Auburn","WA","98002","424410","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"13","2020-04-30T00:00:00.000","Cross River Bank","WA-08","POINT (-122.226853 47.346086)"
"e $150,000-350,000","COUNTRY MEADOW VILLAGE, INC","2020 A ST","AUBURN","WA","98002","623312","Corporation","Unanswered","Unanswered","Non-Veteran",,,"2020-04-28T00:00:00.000","Columbia State Bank","WA-08","POINT (-122.228938 47.290208)"
"d $350,000-1 million","DONOVAN BROTHERS, INC","1801 West Valley Hwy N Ste 101","AUBURN","WA","98001","236220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-04-10T00:00:00.000","Heritage Bank","WA-09","POINT (-122.249858 47.325294)"
"d $350,000-1 million","STATEWIDE PARKING LOT SERVICE INC.","33920 211TH PL SE","AUBURN","WA","98092","238990","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"19","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","WA-08","POINT (-122.061233 47.298526)"
"d $350,000-1 million","QUALITY FENCE BUILDERS, INC.","214 21st St SE","AUBURN","WA","98002","238990","Corporation","White","Female Owned","Non-Veteran",,"45","2020-04-12T00:00:00.000","KeyBank National Association","WA-08","POINT (-122.226634 47.290005)"
"e $150,000-350,000","SERVICE HYDRAULICS, INC","25 37TH ST NE","AUBURN","WA","98002","811219","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"20","2020-05-03T00:00:00.000","U.S. Bank, National Association","WA-08","POINT (-122.226555 47.340151)"
"e $150,000-350,000","VALLEY PUMP, INC.","202 8th St SE","AUBURN","WA","98002","238220","Corporation","Unanswered","Male Owned","Non-Veteran",,"10","2020-04-14T00:00:00.000","Zions Bank, A Division of","WA-08","POINT (-122.226688 47.300416)"
"d $350,000-1 million","U.S. TRANSMISSIONS, INC.","706-2nd Street NW","AUBURN","WA","98001","423840","Corporation","Unanswered","Unanswered","Unanswered",,"20","2020-04-11T00:00:00.000","KeyBank National Association","WA-09","POINT (-122.230786 47.311852)"
"d $350,000-1 million","CONTINENTAL DIRT CONTRACTORS INC.","1701 M STREET SE","AUBURN","WA","98002","238910","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-28T00:00:00.000","Columbia State Bank","WA-08","POINT (-122.213284 47.293437)"
"c $1-2 million","TLA ACQUISITION CORP","901 W MAIN ST SUITE A","AUBURN","WA","98001","448150","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-05-03T00:00:00.000","Wells Fargo Bank, National Association","WA-09","POINT (-122.241279 47.307807)"
"e $150,000-350,000","HOME SAFETY RESEARCH, INC.","1241 E. MAIN ST","AUBURN","WA","98002","561621","Corporation","Unanswered","Male Owned","Non-Veteran",,"19","2020-04-27T00:00:00.000","People's Bank of Seneca","WA-08","POINT (-122.212952 47.308052)"
"e $150,000-350,000","PACIFIC NORTHWEST RESTORATION INC. DBA 2 47 FLOOD &AMP;  FIR","3414 A ST SE STE 104","AUBURN","WA","98002",,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"24","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","WA-08","POINT (-122.228874 47.277514)"
"d $350,000-1 million","GRANNY'S INCORPORATED","1527 22ND ST NW","AUBURN","WA","98001","236116","Corporation","Unanswered","Unanswered","Unanswered",,"25","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","WA-09","POINT (-122.25279 47.327322)"
"e $150,000-350,000","ALLRED HEATING COOLING ELECTRIC LLC","505 F ST SE","AUBURN","WA","98002","238220","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"14","2020-04-15T00:00:00.000","Umpqua Bank","WA-08","POINT (-122.221425 47.302892)"
"e $150,000-350,000","MILL RIDGE VILLAGE","2020 A ST STE 201","AUBURN","WA","98002","623312","Corporation","Unanswered","Unanswered","Non-Veteran",,,"2020-04-28T00:00:00.000","Columbia State Bank","WA-08","POINT (-122.228938 47.290208)"
"e $150,000-350,000","CHET WILLIAMS CONSTRUCTION","12126 284TH ST SE","AUBURN","WA","98092","236220","Subchapter S Corporation","Unanswered","Male Owned","Unanswered",,"13","2020-05-03T00:00:00.000","U.S. Bank, National Association","WA-08","POINT (-122.179106 47.347102)"
"c $1-2 million","SCARFF MOTORS, INC.","501 Auburn Way N","AUBURN","WA","98002","441110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-04-11T00:00:00.000","Heritage Bank","WA-08","POINT (-122.226076 47.311691)"
"b $2-5 million","KIRBY ELECTRIC INC","4826 B Street NW Suite 101","AUBURN","WA","98001","238210","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"217","2020-06-30T00:00:00.000","United Business Bank","WA-09","POINT (-122.232461 47.350274)"
"d $350,000-1 million","NOA LLC","713 35th St NE","AUBURN","WA","98002","441110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"44","2020-04-28T00:00:00.000","Bank of America, National Association","WA-08","POINT (-122.221354 47.338415)"
"e $150,000-350,000","ASADERO SINALOA, INC.","5828 S 326TH CT","AUBURN","WA","98001","722511","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"33","2020-04-28T00:00:00.000","Commencement Bank","WA-09","POINT (-122.262112 47.309329)"
"d $350,000-1 million","HIGHPOINT VILLAGE, INC.","2020 A ST SE Suite 101","AUBURN","WA","98002","623312","Corporation","Unanswered","Unanswered","Non-Veteran",,,"2020-04-28T00:00:00.000","Columbia State Bank","WA-08","POINT (-122.228938 47.290208)"
"e $150,000-350,000","SOUND HOME IMPROVEMENTS INC","421 WARDE ST","AUBURN","WA","98001","444190","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-04-13T00:00:00.000","Heritage Bank","WA-09","POINT (-122.247598 47.278326)"
"d $350,000-1 million","PACIFIC AIR CARGO TRANSFER SYSTEMS, INC","3205 C St. NE","AUBURN","WA","98002","332919","Corporation","Unanswered","Male Owned","Non-Veteran",,"51","2020-04-09T00:00:00.000","First-Citizens Bank & Trust Company","WA-08","POINT (-122.226568 47.335629)"
"e $150,000-350,000","THE GREEN ROOM INC.","1302 29TH ST NW","AUBURN","WA","98001","561499","Corporation","Unanswered","Male Owned","Non-Veteran",,,"2020-04-27T00:00:00.000","Columbia State Bank","WA-09","POINT (-122.247315 47.333208)"
"e $150,000-350,000","GEM SHAVINGS, LLC","2731 ACADEMY DR SUITE A4","AUBURN","WA","98092","321113","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"26","2020-08-07T00:00:00.000","Commencement Bank","WA-08","POINT (-122.159389 47.28216)"
"d $350,000-1 million","BLANKENSHIP EQUIPMENT REPAIR, INC.","39307 AUBURN ENUMCLAW RD SE","AUBURN","WA","98092","423830","Corporation","Unanswered","Unanswered","Unanswered",,"24","2020-05-06T00:00:00.000","Umpqua Bank","WA-08","POINT (-122.11798 47.249865)"
"e $150,000-350,000","LUCKY MAN LLC","1408 LAKE TAPPS PKWY #E108","AUBURN","WA","98092","722511","Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran",,"0","2020-04-28T00:00:00.000","Idaho First Bank","WA-08","POINT (-122.198835 47.250074)"
"e $150,000-350,000","ELEPHANT CAR WASH, INC.","25 16TH STREET NE","AUBURN","WA","98071","811192","Corporation","Unanswered","Unanswered","Unanswered",,"25","2020-04-13T00:00:00.000","Kitsap Bank","WA-08","POINT (-122.219086 47.322245)"
"c $1-2 million","WILLIE CHO ENTERPRISES, INC.","33236 139th Ter. SE","AUBURN","WA","98092","722511","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"443","2020-04-12T00:00:00.000","KeyBank National Association","WA-08","POINT (-122.158067 47.302845)"
"d $350,000-1 million","EVERGREEN CONSTRUCTION SPECIALTIES, INC.","1410 37th St NW, Suite A","AUBURN","WA","98001","321911","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"70","2020-04-10T00:00:00.000","KeyBank National Association","WA-09","POINT (-122.249709 47.340545)"
"e $150,000-350,000","PERFECT CUP LLC","34053 MILITARY ROAD","AUBURN","WA","98001","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-05-03T00:00:00.000","Wells Fargo Bank, National Association","WA-09","POINT (-122.273435 47.295551)"
"e $150,000-350,000","OVERCOMER COVENANT CHURCH","33415 Military Rd S","AUBURN","WA","98001","813110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","48","2020-04-12T00:00:00.000","KeyBank National Association","WA-09","POINT (-122.27512 47.301794)"
"c $1-2 million","GMS METAL WORKS INC","1427 20th St NW 0.0","Auburn","WA","98001","332312","Subchapter S Corporation","Unanswered","Male Owned","Unanswered",,"95","2020-04-14T00:00:00.000","JPMorgan Chase Bank, National Association","WA-09","POINT (-122.251546 47.326146)"
"e $150,000-350,000","STRONG TRUCKING, INC.","37905 53rd Ave South","Auburn","WA","98001","484110","Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-04-29T00:00:00.000","Banner Bank","WA-09","POINT (-122.26885 47.262498)"
"d $350,000-1 million","VALLEY BUICK GMC, INC","3104 Auburn Way N","AUBURN","WA","98002","441110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"51","2020-04-28T00:00:00.000","KeyBank National Association","WA-08","POINT (-122.222292 47.335174)"
"b $2-5 million","CASCADE GASKET AND MANUFACTURING CO INC","1820 W Valley Hwy N","AUBURN","WA","98001","339991","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-10T00:00:00.000","Banner Bank","WA-09","POINT (-122.249856 47.325525)"
