"citation","incident","date","time","age","sex","code","code_description","day","violation_category","priority","last_30_days","neighborhood_association","neighborhood_xy"
"APD*0305DLWPT1","21126520","2021-09-22T00:00:00.000","09:57am","59","M","118000C0I0","SPEED VIOL-SCHOOL ZONE","WEDNESDAY","SPEEDING","2","false","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*0307DSW7L4","21156610","2021-11-17T00:00:00.000","12:20pm","69","F","117200A0I0","FAIL TO STOP-STOP SIGN","WEDNESDAY","STOPSIGN","3","false","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*CS105DLJQW","21124666","2021-09-18T00:00:00.000","11:43pm","33","M","040200100I","REGIS PLATE DISPLAY VIOLATION","SATURDAY","All Other","5","false","The Dunes","POINT (-73.8632178578 42.7057702039)"
"APD*0302FS172F","22117137","2022-08-17T00:00:00.000","03:12pm","43","M","040200300I","OPER TRAILER W/O REGIS PLATE","WEDNESDAY","All Other","5","true","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0302FK6H5Z","22082038","2022-06-14T00:00:00.000","03:47pm","33","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","TUESDAY","All Other","5","false",,
"APD*0306FBBG8R","22048010","2022-04-11T00:00:00.000","06:34am","26","M","03750T10I0","EQUIP VIOL-FRONT WINDSHIELD NON/TRANSPARENT","MONDAY","All Other","5","false","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"APD*0302FK64DB","22081944","2022-06-14T00:00:00.000","01:06pm","78","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","TUESDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0108FFZZVL","22065475","2022-05-15T00:00:00.000","11:20am","16","F","114200A0I0","RIGHT OF WAY VIOL:STOP-SIGN","SUNDAY","All Other","5","false",,
"APD*0307DLWPVK","21126519","2021-09-22T00:00:00.000","09:57am","27","M","120100A0I0","STOP/STAND/PARK VIOL HIGHWAY","WEDNESDAY","All Other","5","false",,
"APD*0301DLWBV3","21126460","2021-09-22T00:00:00.000","07:13am","50","M","120100A0I0","STOP/STAND/PARK VIOL HIGHWAY","WEDNESDAY","All Other","5","false",,
"APD*0305DLX07T","21126597","2021-09-22T00:00:00.000","12:03pm","20","M","118000C0I0","SPEED VIOL-SCHOOL ZONE","WEDNESDAY","SPEEDING","2","false","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*0307DLWR3Z","21126519","2021-09-22T00:00:00.000","09:57am","27","M","030600B00I","OPER MV W/O INSPECT CERTIFICAT","WEDNESDAY","All Other","5","false",,
"APD*0301DLW8J1","21126451","2021-09-22T00:00:00.000","06:38am","61","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5","false",,
"APD*0307DLWL21","21126496","2021-09-22T00:00:00.000","08:56am","65","F","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2","false","Washington Square","POINT (-73.7718254949 42.6617090681)"
"APD*0305DLWXKN","21126578","2021-09-22T00:00:00.000","11:38am","33","M","118000C0I0","SPEED VIOL-SCHOOL ZONE","WEDNESDAY","SPEEDING","2","false","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*0305DLWQPW","21126524","2021-09-22T00:00:00.000","10:10am","19","M","118000C0I0","SPEED VIOL-SCHOOL ZONE","WEDNESDAY","SPEEDING","2","false","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*0305DLWWN0","21126569","2021-09-22T00:00:00.000","11:20am","22","M","031901U0I0","OPERATING MOTOR VEHICLE WITHOUT INSURANCE","WEDNESDAY","All Other","5","false","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*TS03DLWTRZ","21126548","2021-09-22T00:00:00.000","10:56am","34","F","050900100I","OPERATE MV BY UNLICENSD DRIVER","WEDNESDAY","All Other","5","false",,
"APD*0307DLWQVD","21126519","2021-09-22T00:00:00.000","09:57am","27","M","112700A0I0","ONE WAY VIOL-DESIGNATED ROAD","WEDNESDAY","All Other","5","false",,
"APD*0305DLWVMP","21126561","2021-09-22T00:00:00.000","11:09am","19","F","118000C0I0","SPEED VIOL-SCHOOL ZONE","WEDNESDAY","SPEEDING","2","false","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*0307F27MG6","22011511","2022-01-25T00:00:00.000","09:14am","43","M","040200400I","OPER MV WITH IMPROPER PLATES","TUESDAY","All Other","5","false",,
"APD*0302FK62RN","22081929","2022-06-14T00:00:00.000","12:41pm","78","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","TUESDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0103DXV6KD","21174126","2021-12-24T00:00:00.000","04:00pm","37","F","240402A0I0","ATV VIOL:FAIL TO STOP","FRIDAY","All Other","5","false","West End","POINT (-73.7781040852 42.6749695802)"
"APD*0307F27LXC","22011511","2022-01-25T00:00:00.000","09:14am","43","M","11110D10I0","TRAFFIC DEVICE VIOL - PASSED RED LIGHT","TUESDAY","REDLIGHT","1","false",,
"APD*0308F584DD","22025268","2022-02-22T00:00:00.000","04:02pm","50","F","118000C0I0","SPEED VIOL-SCHOOL ZONE","TUESDAY","SPEEDING","2","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0307FK67WS","22081969","2022-06-14T00:00:00.000","01:00pm","19","M","030600B00I","OPER MV W/O INSPECT CERTIFICAT","TUESDAY","All Other","5","false",,
"APD*0307F27JH1","22011486","2022-01-25T00:00:00.000","08:34am","34","M","118000D0I0","SPEED VIOL  POSTED LIMIT","TUESDAY","SPEEDING","2","false",,
"APD*0306F57C8L","22025099","2022-02-22T00:00:00.000","10:19am","54","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","TUESDAY","All Other","5","false",,
"APD*0307DLWQPF","21126519","2021-09-22T00:00:00.000","09:57am","27","M","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","WEDNESDAY","All Other","5","false",,
"APD*0302DLFGBV","21124095","2021-09-17T00:00:00.000","11:01pm","19","M","112900A0I0","FOLLOWING TOO CLOSE","FRIDAY","All Other","5","false",,
"APD*ABS1F1XCC4","21157258","2021-11-18T00:00:00.000","02:21am","39","F","050900800I","FAIL TO NOTIFY CHANGE OF HOME","THURSDAY","All Other","5","false","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*HQ32F1X6DM","21157141","2021-11-18T00:00:00.000","02:21pm","50","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","THURSDAY","All Other","5","false","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*ABS1F1XC7X","21157258","2021-11-18T00:00:00.000","02:21am","39","F","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","THURSDAY","All Other","5","false","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*0302F57FQ3","22025115","2022-02-22T00:00:00.000","10:56am","22","M","030600B00I","OPER MV W/O INSPECT CERTIFICAT","TUESDAY","All Other","5","false","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*0302DVHLB1","21163598","2021-12-02T00:00:00.000","03:04pm","28","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","THURSDAY","All Other","5","false",,
"APD*CB03DQ58FW","21143323","2021-10-22T00:00:00.000","07:36pm","19","M","051101AUM3","AGGRAVATED UNLICENSED OPERATION OF A MOTOR VEHICLE-3RD","FRIDAY","All Other","5","false",,
"APD*0307DVGTR9","21163429","2021-12-02T00:00:00.000","09:17am","30","M","050900800I","FAIL TO NOTIFY CHANGE OF HOME","THURSDAY","All Other","5","false",,
"APD*0307DSW4ZR","21156591","2021-11-17T00:00:00.000","11:31am","61","M","050900800I","FAIL TO NOTIFY CHANGE OF HOME","WEDNESDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0307DVHB6G","21163543","2021-12-02T00:00:00.000","01:00pm","53","M","118000D0I0","SPEED VIOL  POSTED LIMIT","THURSDAY","SPEEDING","2","false","Normanskill Area","POINT (-73.8219262184 42.6453640853)"
"APD*0307DVGTDV","21163429","2021-12-02T00:00:00.000","09:17am","30","M","118000D0I0","SPEED VIOL  POSTED LIMIT","THURSDAY","SPEEDING","2","false",,
"APD*0101DQ4J93","21143209","2021-10-22T00:00:00.000","03:59pm","24","M","118000A0I0","SPEED VIOL-IMPRUDENT SPEED","FRIDAY","SPEEDING","2","false",,
"APD*TS03DVGRX1","21163422","2021-12-02T00:00:00.000","08:58am","30","F","03750T10I0","EQUIP VIOL-FRONT WINDSHIELD NON/TRANSPARENT","THURSDAY","All Other","5","false",,
"APD*0302DVHP28","21163613","2021-12-02T00:00:00.000","03:39pm","30","M","116300D0I0","ILL SIGNAL:PARKED","THURSDAY","All Other","5","false","No. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)"
"APD*0302DVHCRR","21163555","2021-12-02T00:00:00.000","01:26pm","57","M","030600B00I","OPER MV W/O INSPECT CERTIFICAT","THURSDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*TS03DVGZXW","21163452","2021-12-02T00:00:00.000","10:25am","35","M","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","THURSDAY","All Other","5","false",,
"APD*TS03DVH04S","21163452","2021-12-02T00:00:00.000","10:25am","35","M","040200400I","OPER MV WITH IMPROPER PLATES","THURSDAY","All Other","5","false",,
"APD*TS03DVH025","21163452","2021-12-02T00:00:00.000","10:25am","35","M","040200100I","REGIS PLATE DISPLAY VIOLATION","THURSDAY","All Other","5","false",,
"APD*0302FK6KNZ","22082056","2022-06-14T00:00:00.000","04:28pm","39","M","030600B00I","OPER MV W/O INSPECT CERTIFICAT","TUESDAY","All Other","5","false","West End","POINT (-73.7781040852 42.6749695802)"
"APD*0301FQJ160","22109232","2022-08-03T00:00:00.000","12:17pm","67","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5","true",,
"APD*0305DLWWC6","21126569","2021-09-22T00:00:00.000","11:20am","22","M","118000C0I0","SPEED VIOL-SCHOOL ZONE","WEDNESDAY","SPEEDING","2","false","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*0305DLWTHH","21126546","2021-09-22T00:00:00.000","10:52am","44","M","118000C0I0","SPEED VIOL-SCHOOL ZONE","WEDNESDAY","SPEEDING","2","false","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*0305DLWSX3","21126539","2021-09-22T00:00:00.000","10:44am","73","F","118000C0I0","SPEED VIOL-SCHOOL ZONE","WEDNESDAY","SPEEDING","2","false","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*0301DLWDLB","21126467","2021-09-22T00:00:00.000","07:39am","30","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5","false",,
"APD*0307DLWQL9","21126519","2021-09-22T00:00:00.000","09:57am","27","M","040200100I","REGIS PLATE DISPLAY VIOLATION","WEDNESDAY","All Other","5","false",,
"APD*0307DSW9GR","21156615","2021-11-17T00:00:00.000","12:33pm","55","F","0510007U0M","SUSPENSION/REVOCATION OF LIC & REG","WEDNESDAY","All Other","5","false","Hudson Park","POINT (-73.7660255299 42.6510030671)"
"APD*0307DSW6L4","21156601","2021-11-17T00:00:00.000","12:05pm","30","M","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2","false",,
"APD*0307DSW6S7","21156601","2021-11-17T00:00:00.000","12:05pm","30","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","WEDNESDAY","All Other","5","false",,
"APD*0308F58814","22025292","2022-02-22T00:00:00.000","05:00pm","54","M","11110D10I0","TRAFFIC DEVICE VIOL - PASSED RED LIGHT","TUESDAY","REDLIGHT","1","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0302DR440X","21147938","2021-10-31T00:00:00.000","09:58pm","24","M","1229C0300I","DRIVER/PASS W/O FRNT SEAT BELT","SUNDAY","All Other","5","false",,
"APD*0302DLF75P","21124038","2021-09-17T00:00:00.000","09:15pm","28","M","112800C0I0","SLOW TRAFFIC-FAIL KEEP RIGHT","FRIDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0302DR458N","21147946","2021-10-31T00:00:00.000","10:19pm","19","M","11110D10I0","TRAFFIC DEVICE VIOL - PASSED RED LIGHT","SUNDAY","REDLIGHT","1","false","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*0302DLFG39","21124095","2021-09-17T00:00:00.000","11:01pm","19","M","118000D0I0","SPEED VIOL  POSTED LIMIT","FRIDAY","SPEEDING","2","false",,
"APD*0302DLFC0H","21124074","2021-09-17T00:00:00.000","10:15pm","20","F","118000D0I0","SPEED VIOL  POSTED LIMIT","FRIDAY","SPEEDING","2","false","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*0305DLBDJG","21123513","2021-09-17T00:00:00.000","12:08am","60","F","03750A10I0","EQUIP VIOL-NO/INADEQUATE LIGHTS","FRIDAY","All Other","5","false","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"APD*0102DLFCXV","21124077","2021-09-17T00:00:00.000","10:29pm","22","M","121000A0I0","LEAVE MOTOR VEHICLE UNATTENDED","FRIDAY","All Other","5","false","Center Square","POINT (-73.7632947405 42.6541097581)"
"APD*0302DR45N0","21147946","2021-10-31T00:00:00.000","10:19pm","19","M","112800A0I0","FAILURE TO STAY IN SINGLE LANE","SUNDAY","All Other","5","false","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*0301DLD1C6","21123777","2021-09-17T00:00:00.000","12:20pm","26","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","FRIDAY","All Other","5","false",,
"APD*0107F58N5Z","22025355","2022-02-22T00:00:00.000","07:41pm","20","M","11110D10I0","TRAFFIC DEVICE VIOL - PASSED RED LIGHT","TUESDAY","REDLIGHT","1","false",,
"APD*0302DVHNVN","21163613","2021-12-02T00:00:00.000","03:39pm","30","M","116300D0I0","ILL SIGNAL:PARKED","THURSDAY","All Other","5","false",,
"APD*0302DR3XMZ","21147904","2021-10-31T00:00:00.000","08:37pm","61","M","037504000I","OPER M/V W/O STOP LIGHTS","SUNDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*TS04DR451F","21147945","2021-10-31T00:00:00.000","10:15pm","64","M","112800A0I0","FAILURE TO STAY IN SINGLE LANE","SUNDAY","All Other","5","false","Eagle Hill","POINT (-73.8202291732 42.6704089123)"
"APD*TS04DR48HH","21147967","2021-10-31T00:00:00.000","11:07pm","19","M","116300A0I0","ILL SIGNAL - UNSAFE/FAIL TO","SUNDAY","All Other","5","false","Eagle Hill","POINT (-73.8202291732 42.6704089123)"
"APD*0302DR3XGW","21147904","2021-10-31T00:00:00.000","08:37pm","61","M","116000E0I0","ILL U TURN:WRONG LANE","SUNDAY","All Other","5","false",,
"APD*0301F27HWS","22011482","2022-01-25T00:00:00.000","08:28am","39","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","TUESDAY","All Other","5","false",,
"APD*0302DR412D","21147919","2021-10-31T00:00:00.000","09:16pm","26","M","118000D0I0","SPEED VIOL  POSTED LIMIT","SUNDAY","SPEEDING","2","false","West End","POINT (-73.7781040852 42.6749695802)"
"APD*0302DR45TS","21147946","2021-10-31T00:00:00.000","10:19pm","19","M","116300D0I0","ILL SIGNAL:PARKED","SUNDAY","All Other","5","false","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*0302F57VSS","22025219","2022-02-22T00:00:00.000","02:07pm","26","M","1229C0300I","DRIVER/PASS W/O FRNT SEAT BELT","TUESDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*TS04DR427C","21147927","2021-10-31T00:00:00.000","09:33pm","17","F","050900200I","DRIVE MV W/O PROPER LICENSE","SUNDAY","All Other","5","false",,
"APD*0308F584Q9","22025268","2022-02-22T00:00:00.000","04:02pm","50","F","116300B0I0","ILL SIGNAL:LESS THAN 100 FEET","TUESDAY","All Other","5","false",,
"APD*CB02FMSBXS","22095393","2022-07-08T00:00:00.000","08:02pm","76","M","12270010I0","DRINKING ALCOHOL IN M/V ON HWY","FRIDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0302DR3W58","21147892","2021-10-31T00:00:00.000","08:17pm","54","M","118000D0I0","SPEED VIOL  POSTED LIMIT","SUNDAY","SPEEDING","2","false",,
"APD*CB02DR26GN",,"2021-10-31T00:00:00.000","02:53am","36","F","060001A0I0","OPER LEAVES SCENE OF PROPERTY DAMAGE ACC","SUNDAY","All Other","5","false","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*0302DLF93B","21124054","2021-09-17T00:00:00.000","09:46pm","31","F","117200A0I0","FAIL TO STOP-STOP SIGN","FRIDAY","STOPSIGN","3","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0301DLC97K","21123631","2021-09-17T00:00:00.000","06:48am","52","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","FRIDAY","All Other","5","false",,
"APD*0302DR41BC","21147919","2021-10-31T00:00:00.000","09:16pm","26","M","112800A0I0","FAILURE TO STAY IN SINGLE LANE","SUNDAY","All Other","5","false","West End","POINT (-73.7781040852 42.6749695802)"
"APD*0102DLFDVC","21124077","2021-09-17T00:00:00.000","10:29pm","22","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","FRIDAY","All Other","5","false","Center Square","POINT (-73.7632947405 42.6541097581)"
"APD*0302DLFF76","21124084","2021-09-17T00:00:00.000","10:48pm","34","M","118000D0I0","SPEED VIOL  POSTED LIMIT","FRIDAY","SPEEDING","2","false","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"APD*0302DLF6C0","21124031","2021-09-17T00:00:00.000","09:05pm","32","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","FRIDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0101DR33B4","21147746","2021-10-31T00:00:00.000","02:20pm","35","M","119607F00I","VIOLATION OF CONDITIONAL LIC","SUNDAY","All Other","5","false","West End","POINT (-73.7781040852 42.6749695802)"
"APD*0302F57VQV","22025219","2022-02-22T00:00:00.000","02:07pm","26","M","030600B00I","OPER MV W/O INSPECT CERTIFICAT","TUESDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0302DR3XQC","21147904","2021-10-31T00:00:00.000","08:37pm","61","M","03750A10I0","EQUIP VIOL-NO/INADEQUATE LIGHTS","SUNDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*TS04DR42MT","21147927","2021-10-31T00:00:00.000","09:33pm","17","F","03750040I0","EQUIP VIO:ILL HEADLAMP","SUNDAY","All Other","5","false",,
"APD*0302DLFG9T","21124095","2021-09-17T00:00:00.000","11:01pm","19","M","112800A0I0","FAILURE TO STAY IN SINGLE LANE","FRIDAY","All Other","5","false",,
"APD*0208DLFCW5",,"2021-09-17T00:00:00.000","10:28pm","23","M","112300000I","IMPROPER PASSING ON RIGHT","FRIDAY","All Other","5","false",,
"APD*0302DR3TB9","21147875","2021-10-31T00:00:00.000","07:50pm","52","M","116000E0I0","ILL U TURN:WRONG LANE","SUNDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0305DLBGRS","21123526","2021-09-17T00:00:00.000","12:39am","22","M","030600B00I","OPER MV W/O INSPECT CERTIFICAT","FRIDAY","All Other","5","false","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*CS09DR1QHS","21147608","2021-10-31T00:00:00.000","04:07am","44","F","121100A0I0","UNSAFE BACKING OF VEHICLE","SUNDAY","All Other","5","false",,
"APD*0302DR45KV","21147946","2021-10-31T00:00:00.000","10:19pm","19","M","112000A0I0","FAIL TO KEEP RIGHT-2 LANE ROAD","SUNDAY","All Other","5","false","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*0302DR3TH3","21147875","2021-10-31T00:00:00.000","07:50pm","52","M","116300D0I0","ILL SIGNAL:PARKED","SUNDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*CB02DR273C",,"2021-10-31T00:00:00.000","07:46am","36","F","119807AAM0","USED LEASED/RENTED/LOANED VEHICLE WITHOUT INTERLOCK DEVICE","SUNDAY","All Other","5","false","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*TS03DSVQT3","21156495","2021-11-17T00:00:00.000","08:42am","35","F","03750T10I0","EQUIP VIOL-FRONT WINDSHIELD NON/TRANSPARENT","WEDNESDAY","All Other","5","false",,
"APD*BF7626791","21163545","2021-12-02T00:00:00.000","01:01pm","43","F","112800A0I0","FAILURE TO STAY IN SINGLE LANE","THURSDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*SS207DVJ8J","21163745","2021-12-02T00:00:00.000","07:16pm","24","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","THURSDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0999F0NW10","22004562","2022-01-10T00:00:00.000","05:22pm","31","M","121300A0I0","DRIVING WITH OBSTRUCTED VIEW","MONDAY","All Other","5","false","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*0301F0N5DW",,"2022-01-10T00:00:00.000","01:21pm","63","M","118000D0I0","SPEED VIOL  POSTED LIMIT","MONDAY","SPEEDING","2","false",,
"APD*0302FS0TR5","22117046","2022-08-17T00:00:00.000","12:26pm","39","M","122500000I","AVOIDING INTERSECTION/LIGHT","WEDNESDAY","All Other","5","true","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*0301FQHH8W","22109124","2022-08-03T00:00:00.000","08:19am","50","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5","true",,
"APD*0303FS02SV","22116874","2022-08-17T00:00:00.000","06:42am","22","F","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2","true",,
"APD*0304FS0625","22116886","2022-08-17T00:00:00.000","07:31am","22","F","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2","true",,
"APD*0307F428QJ","22019809","2022-02-11T00:00:00.000","11:02am","28","M","030600B00I","OPER MV W/O INSPECT CERTIFICAT","FRIDAY","All Other","5","false","Campus Area","POINT (-73.8190201566 42.6848032061)"
"APD*0302DVHP28","21163613","2021-12-02T00:00:00.000","03:39pm","30","M","116300D0I0","ILL SIGNAL:PARKED","THURSDAY","All Other","5","false","No. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)"
"APD*SS207DVJ8J","21163745","2021-12-02T00:00:00.000","07:16pm","24","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","THURSDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0301F28237","22011629","2022-01-25T00:00:00.000","12:31pm","19","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","TUESDAY","All Other","5","false",,
"APD*0999F0NRPL","22004568","2022-01-10T00:00:00.000","05:33pm","18","M","118000A0I0","SPEED VIOL-IMPRUDENT SPEED","MONDAY","SPEEDING","2","false",,
"APD*0301FK61GZ","22081919","2022-06-14T00:00:00.000","12:22pm","42","M","118000D0I0","SPEED VIOL  POSTED LIMIT","TUESDAY","SPEEDING","2","false",,
"APD*0302FBC82Z","22048189","2022-04-11T00:00:00.000","12:23pm","26","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","MONDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*CB02FMS49H",,"2022-07-08T00:00:00.000","07:55pm","76","M","1192003U0M","OPER MV INTOXICATED 1ST OFF","FRIDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*TS03DVGZP3","21163452","2021-12-02T00:00:00.000","10:25am","35","M","031901U0I0","OPERATING MOTOR VEHICLE WITHOUT INSURANCE","THURSDAY","All Other","5","false",,
"APD*0302DLFG9T","21124095","2021-09-17T00:00:00.000","11:01pm","19","M","112800A0I0","FAILURE TO STAY IN SINGLE LANE","FRIDAY","All Other","5","false",,
"APD*0302DLF708","21124038","2021-09-17T00:00:00.000","09:15pm","28","M","118000D0I0","SPEED VIOL  POSTED LIMIT","FRIDAY","SPEEDING","2","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0305DLBDP6","21123513","2021-09-17T00:00:00.000","12:08am","60","F","030600B00I","OPER MV W/O INSPECT CERTIFICAT","FRIDAY","All Other","5","false","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"APD*0307DLCJNR","21123679","2021-09-17T00:00:00.000","08:38am","69","F","118000D0I0","SPEED VIOL  POSTED LIMIT","FRIDAY","SPEEDING","2","false","Campus Area","POINT (-73.8190201566 42.6848032061)"
"APD*0302DVH9D9","21163537","2021-12-02T00:00:00.000","12:51pm","85","M","030600B00I","OPER MV W/O INSPECT CERTIFICAT","THURSDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0205DQ6960","21143502","2021-10-23T00:00:00.000","04:13am","56","M","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","SATURDAY","All Other","5","false","Delaware Area","POINT (-73.7808874143 42.639906085)"
"APD*0307DLCPVR","21123711","2021-09-17T00:00:00.000","09:55am","38","M","118000D0I0","SPEED VIOL  POSTED LIMIT","FRIDAY","SPEEDING","2","false",,
"APD*0103F43MF1","22020097","2022-02-11T00:00:00.000","09:21pm","21","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","FRIDAY","All Other","5","false",,
"APD*TS03DWVGX2","21169764","2021-12-15T00:00:00.000","09:36am","18","M","031901U0I0","OPERATING MOTOR VEHICLE WITHOUT INSURANCE","WEDNESDAY","All Other","5","false",,
"APD*0302DWCT6K","21167560","2021-12-10T00:00:00.000","07:48pm","30","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","FRIDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*TS03DWVGT9","21169764","2021-12-15T00:00:00.000","09:36am","18","M","040200400I","OPER MV WITH IMPROPER PLATES","WEDNESDAY","All Other","5","false",,
"APD*TS03DWVGD4","21169764","2021-12-15T00:00:00.000","09:36am","18","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","WEDNESDAY","All Other","5","false",,
"APD*0305DLBGM4","21123526","2021-09-17T00:00:00.000","12:39am","22","M","03750A10I0","EQUIP VIOL-NO/INADEQUATE LIGHTS","FRIDAY","All Other","5","false","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*0302DLFH5S","21124102","2021-09-17T00:00:00.000","11:17pm","32","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","FRIDAY","All Other","5","false",,
"APD*0302DLFG39","21124095","2021-09-17T00:00:00.000","11:01pm","19","M","118000D0I0","SPEED VIOL  POSTED LIMIT","FRIDAY","SPEEDING","2","false",,
"APD*0302DLFC0H","21124074","2021-09-17T00:00:00.000","10:15pm","20","F","118000D0I0","SPEED VIOL  POSTED LIMIT","FRIDAY","SPEEDING","2","false","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*0301F0N7MX","22004466","2022-01-10T00:00:00.000","01:54pm","23","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","MONDAY","All Other","5","false",,
