"idnum","uniq_id","estratopri","upm","cluster","wt","income","risk","patience","prob_murder","gender","age","pol_finance","pol_qe","pol_quc","pol_concent","pol_wage_best","trust_general","trust_family","family_law","politicians_law","pol_corrupt","victim","education","employment","pol_importance","safety_city","safety_neigh","crime_prob","corrupt_prob","badgov_prob","pov_ineq_prob","trust_govt","country","currency","income_det"
"183","17010183","Mexico-North Area","26","51","1","1","28","1","Unknown","Men","19","Less money for police, subsidies for citizens (private security)","Increase police endowment (similar qualities)","Keep endowment (improve police training) reduce criminality 20% in 2 years","Deploy police evenly in all neighborhoods","Agree","Untrustworty","Trustworty","Usual","Somewhat usual","false","false","12","true","Important","Safe","Safe","Disagree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso","Less than 1,100"
"184","17010184","Mexico-North Area","27","54","1",,"26","20","Unknown","Women","40","More money for police (public security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Concentrate police in the most dangerous neighborhoods","Agree","Trusworthy","Trustworty","Usual","A bit usual","false","false","12","false","Important",,"Safe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"185","17010185","Mexico-East Area","51","103","1","7","28","13","Unknown","Women","22","More money for police (public security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods",,"Trusworthy","Trustworty","Usual","A bit usual","false","false","9","true","Important","Unsafe",,"Disagree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso","3,301 - 3,650"
"186","17010186","Mexico-East Area","55","112","1","4","28","5","Unknown","Women","56","More money for police (public security)","Improve police quality (Keep endowment)","Keep endowment (improve police training) reduce criminality 20% in 2 years","Concentrate police in the most dangerous neighborhoods",,"Untrustworty","Untrusworthy","Unusual","Unusual","false","false","9","true","Important","Unsafe","Safe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","2,101 - 2,450"
"187","17010187","Mexico-Central Area","10","20","1","13","28","1","Unknown","Men","41","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Concentrate police in the most dangerous neighborhoods","Disagree","Untrustworty","Trustworty","Unusual","Unusual","false","false","15","true","Important",,"Safe","Agree","Agree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso","6,201 - 7,050"
"188","17010188","Mexico-South Area","71","145","1","14","29","29","Known","Men","48","More money for police (public security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods","Agree","Untrustworty","Trustworty","Usual","Unusual","false","true","18","true","Important","Unsafe","Safe","Disagree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","7,051 - 8,400"
"189","17010189","Mexico-Central Area","1","2","1",,"28","1","Unknown","Men","49","More money for police (public security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Concentrate police in the most dangerous neighborhoods","Agree","Trusworthy","Trustworty","Usual","Unusual","false","false","24","false","Important","Unsafe","Safe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"190","17010190","Mexico-Central Area","9","18","1","13","28","13","Unknown","Women","48","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Concentrate police in the most dangerous neighborhoods",,"Untrustworty","Untrusworthy","Unusual","Unusual","false","true","16","true","Important","Unsafe","Unsafe","Disagree","Disagree","Agree","Disagree","Do not fullfill","Mexico","Mexican Peso","6,201 - 7,050"
"191","17010191","Mexico-North Area","26","52","1","16","8","32","Known","Men","25","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Untrustworty","Trustworty","Usual","Unusual","true","true","13","true","Not important","Unsafe","Unsafe","Disagree","Disagree","Disagree","Agree","Do not fullfill","Mexico","Mexican Peso","More than 11,050"
"192","17010192","Mexico-Central Area","2","4","1","3",,,"Unknown","Women","18","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Trusworthy","Untrusworthy","Unusual","Somewhat usual","true","true","12","true","Important","Safe","Safe","Agree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","1,601 - 2,100"
"193","17010193","Mexico-North Area","15","31","1",,"28","24","Known","Men","18","More money for police (public security)","Improve police quality (Keep endowment)",,"Concentrate police in the most dangerous neighborhoods","Agree","Trusworthy","Trustworty","Usual","Unusual","false","true","8","false","Important","Unsafe","Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"194","17010194","Mexico-East Area","61","124","1","6","8","25","Known","Women","32","More money for police (public security)","Improve police quality (Keep endowment)",,"Concentrate police in the most dangerous neighborhoods","Disagree","Untrustworty","Trustworty","Unusual","A bit usual","true","false","9","true","Important","Unsafe","Unsafe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","2,901 - 3,300"
"195","17010195","Mexico-East Area","47","94","1",,"27","1","Unknown","Men","66","More money for police (public security)","Improve police quality (Keep endowment)","Keep endowment (improve police training) reduce criminality 20% in 2 years","Concentrate police in the most dangerous neighborhoods","Agree","Trusworthy","Trustworty","Usual","Unusual","false","false","9","false","Important","Safe",,"Disagree","Disagree","Disagree","Agree","Do not fullfill","Mexico","Mexican Peso",
"196","17010196","Mexico-East Area","43","86","1","9","28","1","Known","Women","37",,,,"Concentrate police in the most dangerous neighborhoods",,"Trusworthy","Trustworty","Unusual","Unusual","false","false","12","true","Important","Safe","Safe","Disagree","Disagree","Disagree","Agree","Do not fullfill","Mexico","Mexican Peso","4,151 - 4,450"
"197","17010197","Mexico-North Area","26","52","1","15","28","27","Unknown","Men","55","More money for police (public security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Concentrate police in the most dangerous neighborhoods","Agree","Trusworthy","Trustworty","Usual","Unusual","false","true","9","true","Important","Unsafe","Unsafe","Agree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","8,401 - 11,050"
"198","17010198","Mexico-East Area","61","125","1",,"26","29","Unknown","Men","29","More money for police (public security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Untrustworty","Trustworty","Usual","A bit usual","false","true","18","false","Important",,"Safe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"199","17010199","Mexico-South Area","68","137","1","5","9","1","Unknown","Men","38","More money for police (public security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Trusworthy","Trustworty","Unusual","A bit usual","true","false","12","true","Important",,,"Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","2,451 - 2,900"
"200","17010200","Mexico-North Area","22","45","1","11","28","11","Unknown","Men","30","More money for police (public security)","Improve police quality (Keep endowment)","Keep endowment (improve police training) reduce criminality 20% in 2 years","Concentrate police in the most dangerous neighborhoods","Agree","Trusworthy","Trustworty","Usual","Somewhat usual","false","true","11","true","Important",,"Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","4,751 - 5,350"
"201","17010201","Mexico-East Area","45","90","1","1","28","29","Known","Women","38","More money for police (public security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods",,"Untrustworty","Trustworty","Usual","A bit usual","false","false","9","true","Important","Unsafe","Unsafe","Agree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso","Less than 1,100"
"202","17010202","Mexico-Central Area","7","14","1","14","9","1","Known","Men","29","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods",,"Trusworthy","Trustworty","Usual","Unusual","false","true","9","true","Not important",,"Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","7,051 - 8,400"
"203","17010203","Mexico-North Area","21","41","1","8","28","13","Known","Women","59","More money for police (public security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Disagree","Untrustworty","Trustworty","Usual","Unusual","false","true","9","true","Important","Unsafe","Unsafe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","3,651 - 4,150"
"204","17010204","Mexico-East Area","46","91","1","13","30","1","Known","Women","22","More money for police (public security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods","Agree","Trusworthy","Trustworty","Usual","A bit usual","false","true","12","true","Important",,"Unsafe","Disagree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso","6,201 - 7,050"
"205","17010205","Mexico-West Area","29","58","1","9","27","24","Unknown","Men","54","More money for police (public security)","Increase police endowment (similar qualities)",,"Concentrate police in the most dangerous neighborhoods","Agree","Untrustworty","Trustworty","Usual","Unusual","false","false","9","true","Important","Unsafe","Unsafe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","4,151 - 4,450"
"206","17010206","Mexico-North Area","14","29","1","13","7","31","Unknown","Men","40","More money for police (public security)","Improve police quality (Keep endowment)",,"Concentrate police in the most dangerous neighborhoods","Agree","Untrustworty","Trustworty","Usual","Unusual","true","true","11","true","Important","Safe","Safe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","6,201 - 7,050"
"207","17010207","Mexico-North Area","15","30","1",,"27","32","Unknown","Women","52","More money for police (public security)","Improve police quality (Keep endowment)",,"Concentrate police in the most dangerous neighborhoods",,"Trusworthy","Trustworty","Usual","A bit usual","false","false","12","true","Important","Safe","Safe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"208","17010208","Mexico-Central Area","8","15","1","12","26","1","Known","Men","29","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Trusworthy","Trustworty","Unusual","Unusual","true","true","11","true","Important",,"Safe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","5,351 - 6,200"
"209","17010209","Mexico-West Area","29","58","1","14","8","15","Unknown","Men","30","Less money for police, subsidies for citizens (private security)","Increase police endowment (similar qualities)",,"Deploy police evenly in all neighborhoods","Agree","Untrustworty","Trustworty","Usual","Unusual","true","true","12","true","Important",,"Unsafe","Disagree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso","7,051 - 8,400"
"210","17010210","Mexico-South Area","71","144","1","8","27","25","Unknown","Men","66","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Disagree","Trusworthy","Untrusworthy","Unusual","A bit usual","false","false","1","true","Important","Unsafe","Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","3,651 - 4,150"
"211","17010211","Mexico-North Area","26","52","1",,"25","13","Known","Women","18","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods",,"Untrustworty","Trustworty","Usual","A bit usual","false","false","12","false","Important","Unsafe","Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"212","17010212","Mexico-Central Area","8","16","1","14","28","1","Known","Women","30","More money for police (public security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Concentrate police in the most dangerous neighborhoods","Agree","Trusworthy","Trustworty","Usual","A bit usual","false","true","18","true","Important","Unsafe",,"Disagree","Disagree","Disagree","Agree","Fullfill","Mexico","Mexican Peso","7,051 - 8,400"
"213","17010213","Mexico-North Area","17","34","1",,"28","1","Unknown","Women","50","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods","Agree","Trusworthy","Trustworty","Unusual","A bit usual","false","false","12","false","Important","Safe","Safe","Agree","Disagree","Disagree","Agree","Fullfill","Mexico","Mexican Peso",
"214","17010214","Mexico-Central Area","13","28","1",,"29","2","Unknown","Men","20","More money for police (public security)",,"Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods",,"Untrustworty","Trustworty","Usual","Somewhat usual","false","true","12","false","Important","Safe","Safe","Agree","Agree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso",
"215","17010215","Mexico-North Area","14","29","1",,"29","1","Known","Women","24",,"Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods","Disagree","Untrustworty","Trustworty","Usual","Unusual","true","true","18","false","Important","Safe",,"Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"216","17010216","Mexico-Central Area","10","21","1","14","26","1","Unknown","Men","20","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Untrustworty","Trustworty","Usual","A bit usual","false","false","12","true","Important",,"Unsafe","Disagree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso","7,051 - 8,400"
"217","17010217","Mexico-Central Area","9","17","1",,"25","32","Unknown","Men","18","More money for police (public security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods",,"Trusworthy","Trustworty","Usual","A bit usual","false","true","13","false","Important","Unsafe","Unsafe","Disagree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"218","17010218","Mexico-North Area","14","29","1","1","28","1","Unknown","Women","48","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods","Disagree","Trusworthy","Trustworty","Usual","A bit usual","false","true","12","true","Important","Safe","Safe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","Less than 1,100"
"219","17010219","Mexico-North Area","22","44","1","2","28","1","Unknown","Women","19","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Trusworthy","Trustworty","Usual","A bit usual","false","false","9","true","Important","Safe","Safe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","1,100 - 1,600"
"220","17010220","Mexico-West Area","38","76","1","14","28","17","Known","Men","49","Less money for police, subsidies for citizens (private security)","Increase police endowment (similar qualities)",,"Concentrate police in the most dangerous neighborhoods","Disagree","Untrustworty","Trustworty","Usual","A bit usual","true","true","8","true","Important","Safe","Unsafe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","7,051 - 8,400"
"221","17010221","Mexico-North Area","21","41","1",,"28","16","Known","Women","43",,"Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods",,"Trusworthy","Trustworty","Usual","Somewhat usual","false","false","9","false","Important","Unsafe",,"Disagree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"222","17010222","Mexico-East Area","57","117","1","4","28","16","Unknown","Women","39","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Trusworthy","Untrusworthy","Unusual","A bit usual","true","true","6","true","Not important","Unsafe","Safe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","2,101 - 2,450"
"223","17010223","Mexico-Central Area","8","16","1","15","28","1","Unknown","Men","82","More money for police (public security)","Improve police quality (Keep endowment)","Keep endowment (improve police training) reduce criminality 20% in 2 years","Concentrate police in the most dangerous neighborhoods",,,"Trustworty","Usual","Unusual","true","true","24","false",,,,"Disagree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","8,401 - 11,050"
"224","17010224","Mexico-East Area","44","87","1",,"19","25","Unknown","Women","24","Less money for police, subsidies for citizens (private security)",,,"Concentrate police in the most dangerous neighborhoods",,"Untrustworty","Trustworty","Usual","Somewhat usual","false","false","18","false","Important",,"Unsafe","Agree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso",
"225","17010225","Mexico-South Area","66","135","1",,"28","1","Unknown","Women","43",,,,,"Disagree","Untrustworty","Trustworty","Usual","Unusual","true","true","10","false","Not important","Unsafe","Unsafe","Disagree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"226","17010226","Mexico-East Area","56","114","1","16","28","1","Known","Men","47","More money for police (public security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods","Agree","Untrustworty","Trustworty","Usual","Unusual","true","true","9","true","Important","Unsafe","Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","More than 11,050"
"227","17010227","Mexico-East Area","57","117","1","7","28","17","Unknown","Men","51",,,,"Deploy police evenly in all neighborhoods",,"Untrustworty","Trustworty","Unusual","Unusual","false","false","9","true","Not important","Unsafe","Unsafe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","3,301 - 3,650"
"228","17010228","Mexico-East Area","61","125","1","3","28","26","Unknown","Women","37","More money for police (public security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Trusworthy","Trustworty","Usual","Unusual","false","false","12","true","Important","Unsafe","Unsafe","Agree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","1,601 - 2,100"
"229","17010229","Mexico-South Area","70","142","1","0","26","1","Known","Women","49",,"Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods",,"Trusworthy","Trustworty","Usual","Somewhat usual","false","true","3","true","Not important","Unsafe","Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","No income"
"230","17010230","Mexico-North Area","21","41","1",,"28","1","Unknown","Women","41","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Concentrate police in the most dangerous neighborhoods",,"Untrustworty","Trustworty","Unusual","Somewhat usual","true","true","2","false","Important",,,"Agree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso",
"231","17010231","Mexico-South Area","73","149","1","14","29","26","Unknown","Men","35","More money for police (public security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Concentrate police in the most dangerous neighborhoods","Agree","Untrustworty","Trustworty","Usual","Unusual","false","false","9","true","Not important","Safe","Safe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","7,051 - 8,400"
"232","17010232","Mexico-Central Area","7","13","1","5","19","1","Unknown","Men","80","More money for police (public security)",,,,"Agree","Untrustworty","Trustworty","Usual","A bit usual","false","false","3","false","Important","Unsafe","Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","2,451 - 2,900"
"233","17010233","Mexico-Central Area","10","19","1",,"28",,"Unknown","Men",,"More money for police (public security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods","Agree","Untrustworty","Trustworty","Usual","Unusual","false","true","8","false","Not important","Unsafe","Safe","Disagree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso",
"234","17010234","Mexico-East Area","54","109","1","6","25","9","Unknown","Men","28","Less money for police, subsidies for citizens (private security)","Increase police endowment (similar qualities)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods","Agree","Untrustworty","Trustworty","Unusual","Unusual","false","false","18","true","Important",,"Safe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","2,901 - 3,300"
"235","17010235","Mexico-South Area","73","148","1",,"21","1","Unknown","Women","30","More money for police (public security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods",,"Untrustworty","Trustworty","Usual","A bit usual","false","false","9","false","Important",,"Safe","Disagree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso",
"236","17010236","Mexico-West Area","37","74","1","1","28","1","Known","Men","29","More money for police (public security)","Increase police endowment (similar qualities)",,"Deploy police evenly in all neighborhoods","Disagree","Untrustworty","Trustworty","Usual","Very usual","false","false","6","true","Important","Unsafe","Unsafe","Disagree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","Less than 1,100"
"237","17010237","Mexico-East Area","55","111","1",,"28","1","Unknown","Women","66","More money for police (public security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods","Disagree","Untrustworty","Trustworty","Unusual","A bit usual","false","true","6","false","Not important","Unsafe","Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"238","17010238","Mexico-East Area","59","120","1","5","28","20","Unknown","Women","49","Less money for police, subsidies for citizens (private security)","Increase police endowment (similar qualities)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods",,"Untrustworty","Untrusworthy","Unusual","Unusual","false","false","9","true","Important","Safe","Safe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","2,451 - 2,900"
"239","17010239","Mexico-East Area","47","94","1","2","30","1","Known","Women","25","More money for police (public security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods",,"Untrustworty","Trustworty","Usual","Unusual","false","true","18","true","Important","Unsafe","Unsafe","Agree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso","1,100 - 1,600"
"240","17010240","Mexico-Central Area","8","15","1",,"28","1","Unknown","Women","57","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Trusworthy","Trustworty","Usual","Unusual","false","false","6","true","Important","Unsafe","Unsafe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"241","17010241","Mexico-East Area","48","96","1","1","28","1","Unknown","Men","66","More money for police (public security)","Increase police endowment (similar qualities)",,,,"Untrustworty","Untrusworthy","Unusual","Unusual","false","true","1","true","Important","Safe","Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","Less than 1,100"
"242","17010242","Mexico-East Area","50","101","1","1","19","32",,"Women","70","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Untrustworty","Untrusworthy","Unusual","Unusual","false","true","0","true","Not important","Unsafe","Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","Less than 1,100"
"243","17010243","Mexico-East Area","57","116","1",,"8","1","Unknown","Women","29","More money for police (public security)","Improve police quality (Keep endowment)",,"Concentrate police in the most dangerous neighborhoods","Agree","Trusworthy","Trustworty","Usual","Unusual","false","true","18","false","Important","Unsafe","Unsafe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"244","17010244","Mexico-East Area","53","108","1",,"28","1","Known","Women","21","More money for police (public security)","Increase police endowment (similar qualities)",,"Deploy police evenly in all neighborhoods",,"Untrustworty","Untrusworthy","Unusual","Unusual","false","false","12","false","Important","Unsafe","Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"245","17010245","Mexico-South Area","71","144","1",,"23","21","Known","Men","19",,"Improve police quality (Keep endowment)",,"Concentrate police in the most dangerous neighborhoods",,"Untrustworty","Trustworty","Usual","Unusual","false","false","14","false","Important","Unsafe","Safe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"246","17010246","Mexico-North Area","26","53","1",,"25","13","Unknown","Women","35","Less money for police, subsidies for citizens (private security)",,,"Concentrate police in the most dangerous neighborhoods",,"Untrustworty","Trustworty","Usual","Unusual","true","true","9","false","Important","Unsafe","Unsafe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"247","17010247","Mexico-Central Area","7","14","1","1","28","11","Unknown","Men","39","Less money for police, subsidies for citizens (private security)","Increase police endowment (similar qualities)",,"Concentrate police in the most dangerous neighborhoods","Disagree","Untrustworty","Trustworty","Usual","Unusual","true","true","8","true","Important",,"Unsafe","Disagree","Agree","Agree","Disagree","Do not fullfill","Mexico","Mexican Peso","Less than 1,100"
"248","17010248","Mexico-North Area","17","34","1","2","12","29","Unknown","Men","23","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Concentrate police in the most dangerous neighborhoods","Agree","Trusworthy","Trustworty","Usual","A bit usual","false","false","12","true","Important","Safe","Safe","Agree","Disagree","Disagree","Agree","Do not fullfill","Mexico","Mexican Peso","1,100 - 1,600"
"249","17010249","Mexico-North Area","14","29","1","2","30","17","Known","Women","39","More money for police (public security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods",,"Trusworthy","Trustworty","Usual","A bit usual","true","true","19","true","Important","Safe","Safe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","1,100 - 1,600"
"250","17010250","Mexico-North Area","17","35","1","8","25","1","Unknown","Men","51","Less money for police, subsidies for citizens (private security)",,,"Concentrate police in the most dangerous neighborhoods","Disagree","Trusworthy","Trustworty","Unusual","Unusual","false","true","12","true","Important",,"Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","3,651 - 4,150"
"251","17010251","Mexico-East Area","48","96","1","1","8","1","Unknown","Women","35","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Untrustworty","Trustworty","Unusual","Unusual","false","false","0","true","Not important","Safe","Safe","Agree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso","Less than 1,100"
"252","17010252","Mexico-Central Area","13","27","1",,"28","1","Unknown","Women","29","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods","Disagree","Untrustworty","Trustworty","Usual","Unusual","false","false","18","false","Important","Unsafe","Safe","Agree","Disagree","Disagree","Agree","Do not fullfill","Mexico","Mexican Peso",
"253","17010253","Mexico-North Area","27","55","1","5","28","1","Unknown","Men","63","More money for police (public security)","Improve police quality (Keep endowment)",,"Concentrate police in the most dangerous neighborhoods","Agree","Trusworthy","Trustworty","Usual","A bit usual","false","false","9","false","Important","Safe","Safe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","2,451 - 2,900"
"254","17010254","Mexico-Central Area","9","17","1",,"28","1",,"Women","72","Less money for police, subsidies for citizens (private security)","Increase police endowment (similar qualities)",,"Deploy police evenly in all neighborhoods","Agree","Untrustworty","Trustworty","Usual","Unusual","true","true","0","false","Important","Unsafe",,"Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"255","17010255","Mexico-East Area","50","101","1","10","29","13","Unknown","Women","20","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)","Keep endowment (improve police training) reduce criminality 20% in 2 years","Deploy police evenly in all neighborhoods","Agree","Untrustworty","Trustworty","Usual","A bit usual","false","true","15","true","Important",,"Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","4,451 - 4,750"
"256","17010256","Mexico-Central Area","1","1","1","16","28","1","Unknown","Women","69","More money for police (public security)","Improve police quality (Keep endowment)","Keep endowment (improve police training) reduce criminality 20% in 2 years","Concentrate police in the most dangerous neighborhoods",,"Trusworthy","Trustworty","Usual","A bit usual","false","true","21","true","Important","Safe","Safe","Agree","Agree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso","More than 11,050"
