"figure_table","title","indicator","sub_indicator","year","quintile","country","value","source","notes"
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2131"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Egypt, Arab Rep.","1067.666","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2132"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"India","1074.708","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2133"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Bangladesh","1085.39","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure 5.2","How Teachers Spend their Time in the Classroom","A breakdown of teacher time off-task / National - Teacher social interaction or uninvolved ",,"01/01/",,"Brazil","3","Bruns and Luque (2015). ",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2134"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Rwanda","1103.644","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2135"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Gambia, The","1128.379","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2136"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Benin","1174.912","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2137"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Togo","1215.384","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure 5.2","How Teachers Spend their Time in the Classroom","A breakdown of teacher time off-task / National - Teacher out of the room",,"01/01/",,"Peru","11.1","Bruns and Luque (2015). ",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2138"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Tanzania","1321.887","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2139"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Zambia","1458.724","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2140"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Senegal","1489.039","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2141"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Mauritania","1592.702","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2142"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Pakistan","1613.182","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2143"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Sri Lanka","1622.697","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2144"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Ghana","1636.551","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2145"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Kenya","1666.847","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2146"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Cameroon","1814.955","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure 5.1","School Attendance, Latin America and the Caribbean, 1990–2035","School Attendance, Latin America and the Caribbean, 1990–2014 ","Children 5 years old","01/01/2000",,"Brazil",,"Authors’ calculations based on Inter-American Development Bank Harmonized Household Surveys.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2147"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Indonesia","1886.616","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2148"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Bolivia","1972.367","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2149"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Botswana","1988.027","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure 5.1","School Attendance, Latin America and the Caribbean, 1990–2038","School Attendance, Latin America and the Caribbean, 1990–2014 ","Children 6-9 years old","01/01/2002",,"Brazil",,"Authors’ calculations based on Inter-American Development Bank Harmonized Household Surveys.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2150"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Congo, Rep.","2052.386","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2151"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Cote d'Ivoire","2095.722","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2152"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Zimbabwe","2303.079","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2153"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Morocco","2363.502","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2154"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Syrian Arab Republic","2394.334","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2155"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Honduras","2670.753","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2156"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Philippines","2756.795","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2157"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Thailand","2840.233","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2158"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Paraguay","3021.467","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2159"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Guatemala","3603.131","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure 5.2","How Teachers Spend their Time in the Classroom","A breakdown of teacher time off-task / National - Teacher out of the room",,"01/01/",,"Brazil","5","Bruns and Luque (2015). ",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2160"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Peru","3676.943","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2161"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Jamaica","3759.269","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure 5.2","How Teachers Spend their Time in the Classroom","Time on instruction",,"01/01/",,"Jamaica","61","Bruns and Luque (2015). ",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2162"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Jordan","4060.774","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2163"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Dominican Republic","4122.132","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2164"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Korea, Rep.","4340.126","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2165"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Ecuador","4615.755","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2166"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Fiji","4700.133","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2167"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Mauritius","4758.608","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2168"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Brazil","4880.098","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2169"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Panama","5661.511","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2170"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Malaysia","5700.212","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2171"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Chile","6369.5","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2172"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Colombia","6465.888","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure 5.1","School Attendance, Latin America and the Caribbean, 1990–2036","School Attendance, Latin America and the Caribbean, 1990–2014","Children 6-9 years old","01/01/2001",,"Brazil","93.71803","Authors’ calculations based on Inter-American Development Bank Harmonized Household Surveys.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2173"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Turkey","6636.753","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure 5.2","How Teachers Spend their Time in the Classroom","Time on instruction",,"01/01/",,"Honduras","64","Bruns and Luque (2015). ",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2174"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Uruguay","8475.744","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2175"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Malta","8530.146","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2176"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Portugal","8935.289","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2177"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Venezuela, RB","9396.508","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2178"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Mexico","10645.05","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2179"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Singapore","11147.39","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2180"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Barbados","11653.11","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2181"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Ireland","11791.66","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2182"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Greece","11881.03","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2183"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Spain","12910.44","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2184"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"New Zealand","14965.32","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2185"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Austria","16625.4","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure 5.2","How Teachers Spend their Time in the Classroom","A breakdown of teacher time off-task / National - Teacher social interaction with students",,"01/01/",,"Jamaica","0.7","Bruns and Luque (2015). ",
"Figure 5.1","School Attendance, Latin America and the Caribbean, 1990–2039","School Attendance, Latin America and the Caribbean, 1990–2014"," Children 5 years old","01/01/2002",,"Brazil",,"Authors’ calculations based on Inter-American Development Bank Harmonized Household Surveys.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2186"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Japan","17075.45","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2187"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"United Kingdom","17100.94","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2188"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Finland","17219.69","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2189"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Italy","17528.78","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2190"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Sweden","18391.18","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2191"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Netherlands","19658.02","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2192"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Australia","19705.87","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2193"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Denmark","20150.15","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2194"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"France","20261.86","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2195"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Belgium","20262.21","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2196"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Trinidad and Tobago","21266.47","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2197"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Norway","21732.17","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
