"pais","delito","var","poblacion","a_o","a_o_date","num","location"
"México","ROBO","TASA BRUTA","108396211","2010","2010-01-01T00:00:00.000","680.43","(23.0, -102.0)"
"Colombia","SECUESTROS","TASA INDIRECTA","46581823","2012","2012-01-01T00:00:00.000","0.37","(4.0, -72.0)"
"Honduras","ROBO AUTOS","TASA BRUTA","1136871","2012","2012-01-01T00:00:00.000","31.29","(15.0, -86.5)"
"Panamá","SECUESTROS","CASOS","3537986","2008","2008-01-01T00:00:00.000","21","(9.0, -80.0)"
"Perú","DELITOS SEXUALES","CASOS","29132013","2009","2009-01-01T00:00:00.000","6751","(-10.0, -76.0)"
"Honduras","SECUESTROS","CASOS","8045990","2010","2010-01-01T00:00:00.000","71","(15.0, -86.5)"
"Colombia","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","46044601","2011","2011-01-01T00:00:00.000","13.16","(4.0, -72.0)"
"Uruguay","HOMICIDIOS TOTALES","TASA INDIRECTA","3344938","2009","2009-01-01T00:00:00.000","6.72","(-33.0, -56.0)"
"Paraguay","ROBO","TASA BRUTA","6672631","2012","2012-01-01T00:00:00.000","224.89","(-23.0, -58.0)"
"Bolivia","SECUESTROS","CASOS",,"2009","2009-01-01T00:00:00.000","111","(-17.0, -65.0)"
"Paraguay","ROBO AUTOS","TASA BRUTA","720279","2008","2008-01-01T00:00:00.000","49.95","(-23.0, -58.0)"
"Paraguay","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","6783374","2013","2013-01-01T00:00:00.000","16.420000000000002","(-23.0, -58.0)"
"Perú","HURTO","CASOS","30135875","2012","2012-01-01T00:00:00.000","75182","(-10.0, -76.0)"
"República Dominicana","SECUESTROS","TASA INDIRECTA","9755954","2009","2009-01-01T00:00:00.000","0.59","(19.0, -70.6667)"
"Colombia","SUICIDIOS","TASA BRUTA","40699428","2009","2009-01-01T00:00:00.000","4.53","(4.0, -72.0)"
"Panamá","MALTRATO DE NIÑOS NIÑAS ADOLESCENTES","TASA BRUTA","3527764","2009","2009-01-01T00:00:00.000","0.14000000000000001","(9.0, -80.0)"
"Uruguay","HOMICIDIOS TOTALES","TASA INDIRECTA","3380544","2012","2012-01-01T00:00:00.000","7.81","(-33.0, -56.0)"
"Colombia","HOMICIDIOS TOTALES","TASA INDIRECTA","47121089","2013","2013-01-01T00:00:00.000","30.23","(4.0, -72.0)"
"Nicaragua","HOMICIDIOS TOTALES","CASOS","5668877","2008","2008-01-01T00:00:00.000","736","(13.0, -85.0)"
"Jamaica","HOMICIDIOS TOTALES","TASA INDIRECTA","2690824","2010","2010-01-01T00:00:00.000","49.61","(18.25, -77.5)"
"Uruguay","VIOLENCIA INTRAFAMILIAR","CASOS","3392407","2013","2013-01-01T00:00:00.000","26086","(-33.0, -56.0)"
"Perú","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","30135875","2012","2012-01-01T00:00:00.000","2857","(-10.0, -76.0)"
"Bolivia","DELITOS SEXUALES","CASOS",,"2009","2009-01-01T00:00:00.000","2506","(-17.0, -65.0)"
"Honduras","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","8555072","2013","2013-01-01T00:00:00.000","65.14","(15.0, -86.5)"
"República Dominicana","MUERTES POR ARMA DE FUEGO TOTALES","TASA INDIRECTA","9755954","2009","2009-01-01T00:00:00.000","15.81","(19.0, -70.6667)"
"Chile","SECUESTROS","TASA INDIRECTA","16763470","2008","2008-01-01T00:00:00.000","1.44","(-30.0, -71.0)"
"República Dominicana","SUICIDIOS","TASA INDIRECTA","9074298","2012","2012-01-01T00:00:00.000","8.16","(19.0, -70.6667)"
"México","ROBO AUTOS","TASA BRUTA","33262998","2011","2011-01-01T00:00:00.000","69.27","(23.0, -102.0)"
"Costa Rica","HOMICIDIOS TOTALES","TASA BRUTA","4533894","2010","2010-01-01T00:00:00.000","11.62","(10.0, -84.0)"
"Bolivia","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS",,"2008","2008-01-01T00:00:00.000","1248","(-17.0, -65.0)"
"Chile","HOMICIDIOS TOTALES","TASA BRUTA","17402630","2012","2012-01-01T00:00:00.000","2.78","(-30.0, -71.0)"
"Honduras","SUICIDIOS","CASOS","6966701","2010","2010-01-01T00:00:00.000","323","(15.0, -86.5)"
"Panamá","VIOLENCIA INTRAFAMILIAR","CASOS","3787511","2012","2012-01-01T00:00:00.000","3581","(9.0, -80.0)"
"Panamá","SECUESTROS","TASA BRUTA","3537986","2008","2008-01-01T00:00:00.000","0.59","(9.0, -80.0)"
"Honduras","SUICIDIOS","TASA BRUTA","6966701","2010","2010-01-01T00:00:00.000","4.6399999999999997","(15.0, -86.5)"
"Uruguay","HURTO","CASOS","3334052","2008","2008-01-01T00:00:00.000","105629","(-33.0, -56.0)"
"Uruguay","ROBO","CASOS","3380544","2012","2012-01-01T00:00:00.000","15414","(-33.0, -56.0)"
"Guyana","DELITOS SEXUALES","TASA BRUTA","767083","2009","2009-01-01T00:00:00.000","9.26","(5.0, -59.0)"
"Bolivia","ROBO AUTOS","CASOS",,"2013","2013-01-01T00:00:00.000","5001","(-17.0, -65.0)"
"Paraguay","VIOLENCIA INTRAFAMILIAR","TASA BRUTA","6561785","2011","2011-01-01T00:00:00.000","59.51","(-23.0, -58.0)"
"El Salvador","HOMICIDIOS TOTALES","CASOS",,"2013","2013-01-01T00:00:00.000","2499","(13.8333, -88.9167)"
"Honduras","VIOLENCIA INTRAFAMILIAR","TASA BRUTA","8385072","2012","2012-01-01T00:00:00.000","160.05000000000001","(15.0, -86.5)"
"Jamaica","MUERTES POR ARMA DE FUEGO HOMBRES","CASOS","1343603","2013","2013-01-01T00:00:00.000","792","(18.25, -77.5)"
"El Salvador","ROBO","TASA BRUTA","6183002","2010","2010-01-01T00:00:00.000","86.79","(13.8333, -88.9167)"
"México","SECUESTROS","CASOS","107550697","2009","2009-01-01T00:00:00.000","1162","(23.0, -102.0)"
"Panamá","HURTO","CASOS","3661835","2010","2010-01-01T00:00:00.000","18262","(9.0, -80.0)"
"Nicaragua","ROBO AUTOS","CASOS","459406","2011","2011-01-01T00:00:00.000","313","(13.0, -85.0)"
"Paraguay","HURTO","TASA BRUTA","6672631","2012","2012-01-01T00:00:00.000","672.25","(-23.0, -58.0)"
"Costa Rica","SECUESTROS","TASA INDIRECTA","4713168","2013","2013-01-01T00:00:00.000","0.12","(10.0, -84.0)"
"Chile","HURTO","TASA BRUTA","16763470","2008","2008-01-01T00:00:00.000","1047.83","(-30.0, -71.0)"
"Chile","DELITOS SEXUALES","CASOS","17556815","2013","2013-01-01T00:00:00.000","14751","(-30.0, -71.0)"
"México","DELITOS SEXUALES","CASOS","107550697","2009","2009-01-01T00:00:00.000","33612","(23.0, -102.0)"
"Nicaragua","DELITOS SEXUALES","TASA BRUTA","5888945","2011","2011-01-01T00:00:00.000","60.64","(13.0, -85.0)"
"República Dominicana","MUERTES POR ARMA DE FUEGO TOTALES","CASOS","10257724","2013","2013-01-01T00:00:00.000","1249","(19.0, -70.6667)"
"Belice","MUERTES POR ARMA DE FUEGO TOTALES","CASOS","323598","2010","2010-01-01T00:00:00.000","80","(17.25, -88.75)"
"Panamá","VIOLENCIA INTRAFAMILIAR","CASOS","3661835","2010","2010-01-01T00:00:00.000","4707","(9.0, -80.0)"
"Colombia","SECUESTROS","CASOS","44978832","2009","2009-01-01T00:00:00.000","160","(4.0, -72.0)"
"Belice","MUERTES POR ARMA DE FUEGO TOTALES","TASA INDIRECTA","315082","2009","2009-01-01T00:00:00.000","14.58","(17.25, -88.75)"
"República Dominicana","SECUESTROS","CASOS","9755954","2009","2009-01-01T00:00:00.000","56","(19.0, -70.6667)"
"Paraguay","HOMICIDIOS TOTALES","TASA BRUTA","6672631","2012","2012-01-01T00:00:00.000","9.91","(-23.0, -58.0)"
"Chile","HURTO","TASA BRUTA","17094275","2010","2010-01-01T00:00:00.000","1093.83","(-30.0, -71.0)"
"Panamá","HOMICIDIOS HOMBRES","CASOS","1934264","2013","2013-01-01T00:00:00.000","593","(9.0, -80.0)"
"Colombia","HOMICIDIOS TOTALES","CASOS","44978832","2009","2009-01-01T00:00:00.000","15817","(4.0, -72.0)"
"Ecuador","MUERTES POR ARMA DE FUEGO TOTALES","TASA INDIRECTA","14204900","2010","2010-01-01T00:00:00.000","11.46","(-2.0, -77.5)"
"Uruguay","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","3380544","2012","2012-01-01T00:00:00.000","14.67","(-33.0, -56.0)"
"Paraguay","SECUESTROS","TASA BRUTA","6783374","2013","2013-01-01T00:00:00.000","0.04","(-23.0, -58.0)"
"República Dominicana","HOMICIDIOS TOTALES","TASA INDIRECTA","10257724","2013","2013-01-01T00:00:00.000","18.07","(19.0, -70.6667)"
"Perú","HOMICIDIOS TOTALES","TASA BRUTA","29797694","2011","2011-01-01T00:00:00.000","5.43","(-10.0, -76.0)"
"Guyana","HOMICIDIOS TOTALES","TASA BRUTA","787517","2010","2010-01-01T00:00:00.000","17.649999999999999","(5.0, -59.0)"
"México","VIOLENCIA INTRAFAMILIAR","CASOS","115618330","2011","2011-01-01T00:00:00.000","55641","(23.0, -102.0)"
"Ecuador","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","15266431","2011","2011-01-01T00:00:00.000","14.57","(-2.0, -77.5)"
"Perú","HOMICIDIOS TOTALES","TASA BRUTA","28807034","2008","2008-01-01T00:00:00.000","11.85","(-10.0, -76.0)"
"Nicaragua","ROBO","CASOS","5668875","2008","2008-01-01T00:00:00.000","33506","(13.0, -85.0)"
"Chile","HOMICIDIOS TOTALES","CASOS","17556815","2013","2013-01-01T00:00:00.000","553","(-30.0, -71.0)"
"Chile","HOMICIDIOS TOTALES","CASOS","17402630","2012","2012-01-01T00:00:00.000","484","(-30.0, -71.0)"
"Paraguay","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","6340639","2009","2009-01-01T00:00:00.000","1151","(-23.0, -58.0)"
"Panamá","HOMICIDIOS TOTALES","CASOS","3723821","2011","2011-01-01T00:00:00.000","759","(9.0, -80.0)"
"Chile","ROBO AUTOS","TASA BRUTA","4144074","2013","2013-01-01T00:00:00.000","753.36","(-30.0, -71.0)"
"Chile","VIOLENCIA INTRAFAMILIAR","TASA BRUTA","17094275","2010","2010-01-01T00:00:00.000","802.47","(-30.0, -71.0)"
"Honduras","SECUESTROS","TASA INDIRECTA","7876662","2009","2009-01-01T00:00:00.000","1.61","(15.0, -86.5)"
"Perú","SUICIDIOS","TASA BRUTA","26503626","2010","2010-01-01T00:00:00.000","2.97","(-10.0, -76.0)"
"Nicaragua","SECUESTROS","TASA INDIRECTA","5962782","2012","2012-01-01T00:00:00.000","0.02","(13.0, -85.0)"
"Nicaragua","SUICIDIOS","TASA INDIRECTA","5062174","2009","2009-01-01T00:00:00.000","4.3","(13.0, -85.0)"
"Perú","HURTO","CASOS","29797694","2011","2011-01-01T00:00:00.000","62389","(-10.0, -76.0)"
"Paraguay","ROBO AUTOS","CASOS","891146","2010","2010-01-01T00:00:00.000","4757","(-23.0, -58.0)"
"Costa Rica","ROBO","TASA BRUTA","4592149","2011","2011-01-01T00:00:00.000","880.35","(10.0, -84.0)"
"Guatemala","SUICIDIOS","CASOS","13209950","2013","2013-01-01T00:00:00.000","501","(15.5, -90.25)"
"República Dominicana","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","9625207","2008","2008-01-01T00:00:00.000","1854","(19.0, -70.6667)"
"Guatemala","MUERTES POR LESIONES DE TRÁNSITO HOMBRES","CASOS","7535237","2013","2013-01-01T00:00:00.000","1151","(15.5, -90.25)"
"Chile","DELITOS SEXUALES","TASA BRUTA","17402630","2012","2012-01-01T00:00:00.000","93.88","(-30.0, -71.0)"
"Colombia","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","44978832","2009","2009-01-01T00:00:00.000","13.58","(4.0, -72.0)"
"Perú","ROBO","TASA BRUTA","30475144","2013","2013-01-01T00:00:00.000","262.08999999999997","(-10.0, -76.0)"
"Honduras","HOMICIDIOS TOTALES","TASA BRUTA","8215313","2011","2011-01-01T00:00:00.000","86.47","(15.0, -86.5)"
"El Salvador","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","6183002","2010","2010-01-01T00:00:00.000","1044","(13.8333, -88.9167)"
"Bolivia","VIOLENCIA INTRAFAMILIAR","CASOS",,"2012","2012-01-01T00:00:00.000","60239","(-17.0, -65.0)"
"Honduras","ROBO","CASOS","8215313","2011","2011-01-01T00:00:00.000","24808","(15.0, -86.5)"
"Nicaragua","ROBO","TASA BRUTA","5888945","2011","2011-01-01T00:00:00.000","390.44","(13.0, -85.0)"
"Uruguay","DELITOS SEXUALES","CASOS","3334052","2008","2008-01-01T00:00:00.000","1188","(-33.0, -56.0)"
"Costa Rica","HOMICIDIOS TOTALES","TASA BRUTA","4404090","2008","2008-01-01T00:00:00.000","11.63","(10.0, -84.0)"
"México","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","107550697","2009","2009-01-01T00:00:00.000","8.25","(23.0, -102.0)"
"Nicaragua","HURTO","TASA BRUTA","5888945","2011","2011-01-01T00:00:00.000","160.62","(13.0, -85.0)"
"República Dominicana","HOMICIDIOS TOTALES","TASA INDIRECTA","9884371","2010","2010-01-01T00:00:00.000","23.39","(19.0, -70.6667)"
"Perú","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","29797694","2011","2011-01-01T00:00:00.000","12.99","(-10.0, -76.0)"
"Colombia","HOMICIDIOS TOTALES","TASA INDIRECTA","46044601","2011","2011-01-01T00:00:00.000","29.99","(4.0, -72.0)"
"República Dominicana","DELITOS SEXUALES","CASOS","9755954","2009","2009-01-01T00:00:00.000","8473","(19.0, -70.6667)"
"Perú","ROBO","TASA BRUTA","30135875","2012","2012-01-01T00:00:00.000","253.6","(-10.0, -76.0)"
"Colombia","ROBO","CASOS","44978832","2009","2009-01-01T00:00:00.000","80458","(4.0, -72.0)"
"República Dominicana","SECUESTROS","CASOS","9884371","2010","2010-01-01T00:00:00.000","38","(19.0, -70.6667)"
"México","ROBO AUTOS","CASOS","32338820","2010","2010-01-01T00:00:00.000","232010","(23.0, -102.0)"
"Jamaica","MUERTES POR ARMA DE FUEGO TOTALES","CASOS","2707805","2012","2012-01-01T00:00:00.000","796","(18.25, -77.5)"
"Nicaragua","MUERTES POR LESIONES DE TRÁNSITO MUJERES","CASOS","3054752","2013","2013-01-01T00:00:00.000","89","(13.0, -85.0)"
"El Salvador","VIOLENCIA INTRAFAMILIAR","TASA BRUTA","6183002","2010","2010-01-01T00:00:00.000","14.99","(13.8333, -88.9167)"
"Costa Rica","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","4404090","2008","2008-01-01T00:00:00.000","9.2200000000000006","(10.0, -84.0)"
"Paraguay","MUERTES POR ARMA DE FUEGO TOTALES","TASA INDIRECTA","6561785","2011","2011-01-01T00:00:00.000","6.77","(-23.0, -58.0)"
"Belice","SECUESTROS","TASA BRUTA","340792","2012","2012-01-01T00:00:00.000","0.88","(17.25, -88.75)"
"Honduras","SECUESTROS","TASA INDIRECTA","8045990","2010","2010-01-01T00:00:00.000","1","(15.0, -86.5)"
"Chile","ROBO AUTOS","CASOS","3548907","2011","2011-01-01T00:00:00.000","34741","(-30.0, -71.0)"
"Ecuador","DELITOS SEXUALES","CASOS","14204900","2010","2010-01-01T00:00:00.000","4876","(-2.0, -77.5)"
"Honduras","VIOLENCIA INTRAFAMILIAR","CASOS","7706907","2008","2008-01-01T00:00:00.000","13124","(15.0, -86.5)"
"Panamá","HURTO","CASOS","3537986","2008","2008-01-01T00:00:00.000","16608","(9.0, -80.0)"
"Chile","SUICIDIOS","TASA BRUTA","15997889","2011","2011-01-01T00:00:00.000","12.67","(-30.0, -71.0)"
"Belice","HOMICIDIOS TOTALES","TASA BRUTA","332084","2011","2011-01-01T00:00:00.000","37.340000000000003","(17.25, -88.75)"
"Belice","SECUESTROS","TASA BRUTA","323598","2010","2010-01-01T00:00:00.000","0.31","(17.25, -88.75)"
"Honduras","SUICIDIOS","CASOS","7133170","2011","2011-01-01T00:00:00.000","308","(15.0, -86.5)"
"México","SECUESTROS","CASOS","115618330","2011","2011-01-01T00:00:00.000","1327","(23.0, -102.0)"
"Jamaica","HURTO","TASA BRUTA","2690824","2010","2010-01-01T00:00:00.000","18.88","(18.25, -77.5)"
"Panamá","MUERTES POR ARMA DE FUEGO TOTALES","TASA INDIRECTA","3723821","2011","2011-01-01T00:00:00.000","14.86","(9.0, -80.0)"
"Belice","SECUESTROS","CASOS","340792","2012","2012-01-01T00:00:00.000","3","(17.25, -88.75)"
"Costa Rica","SECUESTROS","CASOS","4469337","2009","2009-01-01T00:00:00.000","5","(10.0, -84.0)"
"Panamá","MUERTES POR ARMA DE FUEGO TOTALES","CASOS","3723821","2011","2011-01-01T00:00:00.000","585","(9.0, -80.0)"
"Nicaragua","ROBO","TASA BRUTA","6036395","2013","2013-01-01T00:00:00.000","248.38","(13.0, -85.0)"
"Uruguay","SUICIDIOS","CASOS","3153980","2013","2013-01-01T00:00:00.000","444","(-33.0, -56.0)"
"Paraguay","HURTO","CASOS","6561785","2011","2011-01-01T00:00:00.000","41608","(-23.0, -58.0)"
"Panamá","ROBO","CASOS","3850735","2013","2013-01-01T00:00:00.000","8748","(9.0, -80.0)"
"Nicaragua","MUERTES POR ARMA DE FUEGO TOTALES","TASA INDIRECTA","5668877","2008","2008-01-01T00:00:00.000","4.18","(13.0, -85.0)"
"Chile","ROBO AUTOS","TASA BRUTA","3049520","2009","2009-01-01T00:00:00.000","91.37","(-30.0, -71.0)"
"Guyana","DELITOS SEXUALES","CASOS","767083","2009","2009-01-01T00:00:00.000","71","(5.0, -59.0)"
"Perú","ROBO","CASOS","29132013","2009","2009-01-01T00:00:00.000","48785","(-10.0, -76.0)"
"Costa Rica","SUICIDIOS","TASA INDIRECTA","4168143","2010","2010-01-01T00:00:00.000","8.66","(10.0, -84.0)"
"Nicaragua","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","5962782","2012","2012-01-01T00:00:00.000","679","(13.0, -85.0)"
"Uruguay","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","3334052","2008","2008-01-01T00:00:00.000","463","(-33.0, -56.0)"
"Guatemala","HOMICIDIOS TOTALES","CASOS","15438384","2013","2013-01-01T00:00:00.000","5253","(15.5, -90.25)"
"México","DELITOS SEXUALES","TASA BRUTA","107550697","2009","2009-01-01T00:00:00.000","31.25","(23.0, -102.0)"
"Colombia","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","47121089","2013","2013-01-01T00:00:00.000","13.71","(4.0, -72.0)"
"Chile","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","16763470","2008","2008-01-01T00:00:00.000","14.07","(-30.0, -71.0)"
"Paraguay","DELITOS SEXUALES","CASOS","6340639","2009","2009-01-01T00:00:00.000","3104","(-23.0, -58.0)"
"Nicaragua","SUICIDIOS","TASA INDIRECTA","5205784","2011","2011-01-01T00:00:00.000","5.54","(13.0, -85.0)"
"Costa Rica","DELITOS SEXUALES","TASA BRUTA","4713168","2013","2013-01-01T00:00:00.000","154.44","(10.0, -84.0)"
"Jamaica","SUICIDIOS","CASOS","2515998","2013","2013-01-01T00:00:00.000","53","(18.25, -77.5)"
"Belice","HURTO","CASOS","332084","2011","2011-01-01T00:00:00.000","1024","(17.25, -88.75)"
"El Salvador","HOMICIDIOS TOTALES","TASA INDIRECTA","6183002","2010","2010-01-01T00:00:00.000","61.35","(13.8333, -88.9167)"
"Uruguay","SECUESTROS","CASOS","3392407","2013","2013-01-01T00:00:00.000","20","(-33.0, -56.0)"
"Uruguay","ROBO","CASOS","3344938","2009","2009-01-01T00:00:00.000","11387","(-33.0, -56.0)"
"Panamá","MUERTES POR ARMA DE FUEGO TOTALES","TASA INDIRECTA","3600000","2009","2009-01-01T00:00:00.000","17.440000000000001","(9.0, -80.0)"
"Costa Rica","SUICIDIOS","TASA INDIRECTA","4227857","2011","2011-01-01T00:00:00.000","8.68","(10.0, -84.0)"
"Jamaica","SUICIDIOS","TASA BRUTA","2490995","2011","2011-01-01T00:00:00.000","1.97","(18.25, -77.5)"
"Paraguay","ROBO AUTOS","CASOS","720279","2008","2008-01-01T00:00:00.000","3598","(-23.0, -58.0)"
"Chile","HOMICIDIOS MUJERES","CASOS","8868748","2013","2013-01-01T00:00:00.000","74","(-30.0, -71.0)"
"Nicaragua","SUICIDIOS","TASA INDIRECTA","4992622","2008","2008-01-01T00:00:00.000","3.06","(13.0, -85.0)"
"El Salvador","SECUESTROS","CASOS","6183002","2010","2010-01-01T00:00:00.000","29","(13.8333, -88.9167)"
"República Dominicana","VIOLENCIA INTRAFAMILIAR","CASOS","9755954","2009","2009-01-01T00:00:00.000","52403","(19.0, -70.6667)"
"Paraguay","VIOLENCIA INTRAFAMILIAR","CASOS","6561785","2011","2011-01-01T00:00:00.000","3905","(-23.0, -58.0)"
"Colombia","MUERTES POR LESIONES DE TRÁNSITO MUJERES","CASOS","23857050","2013","2013-01-01T00:00:00.000","1179","(4.0, -72.0)"
"Costa Rica","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","4592149","2011","2011-01-01T00:00:00.000","594","(10.0, -84.0)"
"Honduras","HOMICIDIOS TOTALES","CASOS","7706907","2008","2008-01-01T00:00:00.000","4473","(15.0, -86.5)"
"Nicaragua","SECUESTROS","TASA BRUTA","6036395","2013","2013-01-01T00:00:00.000","0.08","(13.0, -85.0)"
"Ecuador","DELITOS SEXUALES","TASA BRUTA","15266431","2011","2011-01-01T00:00:00.000","34.33","(-2.0, -77.5)"
"El Salvador","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","6124704","2008","2008-01-01T00:00:00.000","40.03","(13.8333, -88.9167)"
"República Dominicana","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","10010590","2011","2011-01-01T00:00:00.000","18.309999999999999","(19.0, -70.6667)"
"Uruguay","VIOLENCIA INTRAFAMILIAR","CASOS","3334052","2008","2008-01-01T00:00:00.000","12450","(-33.0, -56.0)"
"Ecuador","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","14204900","2010","2010-01-01T00:00:00.000","1683","(-2.0, -77.5)"
"Paraguay","HURTO","CASOS","6230142","2008","2008-01-01T00:00:00.000","24874","(-23.0, -58.0)"
"Honduras","HOMICIDIOS TOTALES","CASOS","7876662","2009","2009-01-01T00:00:00.000","5265","(15.0, -86.5)"
"Jamaica","SUICIDIOS","TASA BRUTA","2459891","2009","2009-01-01T00:00:00.000","2.2799999999999998","(18.25, -77.5)"
"Jamaica","SUICIDIOS","CASOS","2443813","2008","2008-01-01T00:00:00.000","47","(18.25, -77.5)"
"Guyana","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","787517","2010","2010-01-01T00:00:00.000","4.83","(5.0, -59.0)"
"Ecuador","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","13805095","2008","2008-01-01T00:00:00.000","12.09","(-2.0, -77.5)"
"Belice","MUERTES POR ARMA DE FUEGO TOTALES","TASA INDIRECTA","332084","2011","2011-01-01T00:00:00.000","23.36","(17.25, -88.75)"
"Perú","ROBO AUTOS","TASA BRUTA","1640970","2008","2008-01-01T00:00:00.000","78.25","(-10.0, -76.0)"
"Honduras","HURTO","TASA BRUTA","8045990","2010","2010-01-01T00:00:00.000","60.13","(15.0, -86.5)"
"Chile","HURTO","TASA BRUTA","17248450","2011","2011-01-01T00:00:00.000","1206.6600000000001","(-30.0, -71.0)"
"Jamaica","MUERTES POR ARMA DE FUEGO TOTALES","CASOS","2690824","2010","2010-01-01T00:00:00.000","1087","(18.25, -77.5)"
"República Dominicana","VIOLENCIA INTRAFAMILIAR","CASOS","9625207","2008","2008-01-01T00:00:00.000","46366","(19.0, -70.6667)"
"Jamaica","HOMICIDIOS TOTALES","TASA BRUTA","2690824","2010","2010-01-01T00:00:00.000","53.78","(18.25, -77.5)"
"Colombia","SECUESTROS","TASA INDIRECTA","46044601","2011","2011-01-01T00:00:00.000","0.44","(4.0, -72.0)"
"Paraguay","DELITOS SEXUALES","CASOS","6230142","2008","2008-01-01T00:00:00.000","2776","(-23.0, -58.0)"
"Paraguay","SUICIDIOS","TASA BRUTA","6041823","2013","2013-01-01T00:00:00.000","6.14","(-23.0, -58.0)"
"Panamá","SUICIDIOS","CASOS","3297855","2010","2010-01-01T00:00:00.000","72","(9.0, -80.0)"
"Nicaragua","HOMICIDIOS TOTALES","CASOS","5815524","2010","2010-01-01T00:00:00.000","785","(13.0, -85.0)"
"Paraguay","SECUESTROS","TASA INDIRECTA","6783374","2013","2013-01-01T00:00:00.000","0.05","(-23.0, -58.0)"
"Uruguay","HOMICIDIOS TOTALES","TASA INDIRECTA","3356584","2010","2010-01-01T00:00:00.000","6.06","(-33.0, -56.0)"
"Perú","HURTO","TASA BRUTA","28807034","2008","2008-01-01T00:00:00.000","164.23","(-10.0, -76.0)"
"Nicaragua","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","5815524","2010","2010-01-01T00:00:00.000","7.02","(13.0, -85.0)"
"Guyana","SUICIDIOS","TASA INDIRECTA","695716","2009","2009-01-01T00:00:00.000","20.21","(5.0, -59.0)"
"Perú","HOMICIDIOS TOTALES","CASOS","29132013","2009","2009-01-01T00:00:00.000","4074","(-10.0, -76.0)"
"Chile","SECUESTROS","CASOS","17248450","2011","2011-01-01T00:00:00.000","327","(-30.0, -71.0)"
"El Salvador","DELITOS SEXUALES","CASOS","6216143","2011","2011-01-01T00:00:00.000","326","(13.8333, -88.9167)"
"Panamá","HOMICIDIOS TOTALES","CASOS","3537986","2008","2008-01-01T00:00:00.000","654","(9.0, -80.0)"
"República Dominicana","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","9755954","2009","2009-01-01T00:00:00.000","20.65","(19.0, -70.6667)"
"Jamaica","HOMICIDIOS TOTALES","TASA INDIRECTA","2714734","2013","2013-01-01T00:00:00.000","40.26","(18.25, -77.5)"
"República Dominicana","SUICIDIOS","CASOS","8946462","2011","2011-01-01T00:00:00.000","643","(19.0, -70.6667)"
"Perú","HOMICIDIOS TOTALES","TASA BRUTA","30475144","2013","2013-01-01T00:00:00.000","6.61","(-10.0, -76.0)"
"Panamá","SUICIDIOS","TASA INDIRECTA","3236581","2009","2009-01-01T00:00:00.000","2.12","(9.0, -80.0)"
"Chile","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","17094275","2010","2010-01-01T00:00:00.000","12.1","(-30.0, -71.0)"
"Costa Rica","SECUESTROS","CASOS","4404090","2008","2008-01-01T00:00:00.000","8","(10.0, -84.0)"
"Guyana","DELITOS SEXUALES","TASA BRUTA","767083","2008","2008-01-01T00:00:00.000","9.91","(5.0, -59.0)"
"El Salvador","DELITOS SEXUALES","CASOS","6124704","2008","2008-01-01T00:00:00.000","510","(13.8333, -88.9167)"
"Uruguay","ROBO","CASOS","3356584","2010","2010-01-01T00:00:00.000","13829","(-33.0, -56.0)"
"Uruguay","ROBO","CASOS","3368595","2011","2011-01-01T00:00:00.000","15003","(-33.0, -56.0)"
"Costa Rica","ROBO","CASOS","4533894","2010","2010-01-01T00:00:00.000","43185","(10.0, -84.0)"
"Paraguay","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","6451122","2010","2010-01-01T00:00:00.000","1218","(-23.0, -58.0)"
