"pa_s","categor_a","indicador","sub_indicador","respuesta","valor","porcentaje"
"Honduras","Salud sexual","Número de personas con las que un hombre ha tenido sexo (últimos 6 meses)",,"20","2","0.50"
"Honduras","Salud sexual","Número de personas con las que un hombre ha tenido sexo (últimos 6 meses)",,"No sabe, no recuerda","7","1.75"
"Honduras","Salud sexual","Número de personas con las que un hombre ha tenido sexo (últimos 6 meses)",,"No responde","12","3"
"Honduras","Demografía","Encuestas recolectadas por ciudad","La Ceiba",,"369",
"Honduras","Demografía","Encuestas recolectadas por ciudad","Choloma",,"193",
"Honduras","Demografía","Encuestas recolectadas por ciudad","El Progreso",,"372",
"Honduras","Demografía","Jóvenes por edad","11 a 15",,"293",
"Honduras","Demografía","Jóvenes por edad","16 a 20",,"370",
"Honduras","Demografía","Jóvenes por edad","21 a 25",,"152",
"Honduras","Demografía","Jóvenes por edad","26 a 30",,"93",
"Honduras","Demografía","Jóvenes por edad","31 a 35",,"26",
"Honduras","Demografía","Tener pareja","Pareja o novio/a (sin vivir juntos)",,"192",
"Honduras","Demografía","Tener pareja","Convives con tu pareja",,"103",
"Honduras","Demografía","Tener pareja","Estas legalmente casado/a",,"14",
"Honduras","Demografía","Tener pareja","No sabe, no recuerda",,"1",
"Honduras","Demografía","Tener pareja","No responde",,"1",
"Honduras","Demografía","Jóvenes por nivel educativo","Sin Estudios",,"12",
"Honduras","Demografía","Jóvenes por nivel educativo","Primaria",,"212",
"Honduras","Demografía","Jóvenes por nivel educativo","Secundaria/Ciclo",,"469",
"Honduras","Demografía","Jóvenes por nivel educativo","Bachillerato",,"213",
"Honduras","Demografía","Jóvenes por nivel educativo","Tecnico Universitario",,"9",
"Honduras","Demografía","Jóvenes por nivel educativo","Universitario",,"18",
"Honduras","Demografía","Jóvenes por nivel educativo","No responde",,"1",
"Honduras","Demografía","Grupo étnico","Afrodescendiente",,"44",
"Honduras","Demografía","Grupo étnico","Blanco/a",,"215",
"Honduras","Demografía","Grupo étnico","Indigena",,"12",
"Honduras","Demografía","Grupo étnico","Mestizo/a",,"433",
"Honduras","Demografía","Grupo étnico","Mulato/a",,"48",
"Honduras","Demografía","Grupo étnico","No sabe, no recuerda",,"178",
"Honduras","Demografía","Religión","Evangelica",,"609","65.20"
"Honduras","Demografía","Religión","Testigo de Jehova",,"10","1.07"
"Honduras","Demografía","Religión","Mormon",,"8","0.86"
"Honduras","Demografía","Religión","Creer en Dios pero no  identificado con ninguna",,"106","11.35"
"Honduras","Demografía","Religión","Ateo/a",,"3","0.32"
"Honduras","Demografía","Religión","Otra",,"13","1.39"
"Honduras","Demografía","Religión","No sabe, No recuerda",,"1","0.11"
"Honduras","Demografía","Religión","No responde",,"1","0.11"
