"pa_s","a_o_2","categor_a_indicador","nombre_indicador","puntaje"
"Perú","2011","Subsistema","Planificación","27"
"Perú","2015","Subsistema","Gestión de la Compensación","30"
"Perú","2015","Subsistema","Gestión del Desarrollo","40"
"Perú","2015","Subsistema","Gestión del Empleo","47"
"Perú","2015","Subsistema","Gestión del Rendimiento","33"
"Perú","2015","Subsistema","Gestión Relaciones Humanas y Sociales","25"
"Perú","2015","Subsistema","Organización de la Función de RRHH","60"
"Perú","2015","Subsistema","Organización del Trabajo","47"
"Perú","2015","Subsistema","Planificación","43"
"República Dominicana","2004","Índice","Capacidad funcional","24"
"República Dominicana","2004","Índice","Capacidad integradora","40"
"República Dominicana","2004","Índice","Consistencia estructural","23"
"República Dominicana","2004","Índice","Eficiencia","40"
"República Dominicana","2004","Índice","Índice de desarrollo del Servicio Civil","27"
"República Dominicana","2004","Índice","Mérito","7"
"República Dominicana","2012","Índice","Capacidad funcional","36"
"República Dominicana","2012","Índice","Capacidad integradora","55"
"República Dominicana","2012","Índice","Consistencia estructural","38"
"República Dominicana","2012","Índice","Eficiencia","40"
"República Dominicana","2012","Índice","Índice de desarrollo del Servicio Civil","39"
"República Dominicana","2012","Índice","Mérito","27"
"República Dominicana","2019","Índice","Capacidad funcional","44"
"República Dominicana","2019","Índice","Capacidad integradora","60"
"República Dominicana","2019","Índice","Consistencia estructural","40"
"República Dominicana","2019","Índice","Eficiencia","35"
"República Dominicana","2019","Índice","Índice de desarrollo del Servicio Civil","41"
"República Dominicana","2019","Índice","Mérito","27"
"República Dominicana","2004","Subsistema","Gestión de la Compensación","30"
"República Dominicana","2004","Subsistema","Gestión del Desarrollo","32"
"República Dominicana","2004","Subsistema","Gestión del Empleo","17"
"República Dominicana","2004","Subsistema","Gestión del Rendimiento","13"
"República Dominicana","2004","Subsistema","Gestión Relaciones Humanas y Sociales","40"
"República Dominicana","2004","Subsistema","Organización de la Función de RRHH","50"
"República Dominicana","2004","Subsistema","Organización del Trabajo","27"
"República Dominicana","2004","Subsistema","Planificación","17"
"República Dominicana","2012","Subsistema","Gestión de la Compensación","30"
"República Dominicana","2012","Subsistema","Gestión del Desarrollo","36"
"República Dominicana","2012","Subsistema","Gestión del Empleo","33"
"República Dominicana","2012","Subsistema","Gestión del Rendimiento","40"
"República Dominicana","2012","Subsistema","Gestión Relaciones Humanas y Sociales","55"
"República Dominicana","2012","Subsistema","Organización de la Función de RRHH","60"
"República Dominicana","2012","Subsistema","Organización del Trabajo","47"
"República Dominicana","2012","Subsistema","Planificación","27"
"República Dominicana","2019","Subsistema","Gestión de la Compensación","35"
"República Dominicana","2019","Subsistema","Gestión del Desarrollo","48"
"República Dominicana","2019","Subsistema","Gestión del Empleo","37"
"República Dominicana","2019","Subsistema","Gestión del Rendimiento","53"
"República Dominicana","2019","Subsistema","Gestión Relaciones Humanas y Sociales","60"
"República Dominicana","2019","Subsistema","Organización de la Función de RRHH","60"
"República Dominicana","2019","Subsistema","Organización del Trabajo","47"
"República Dominicana","2019","Subsistema","Planificación","23"
"Suriname","2017","Índice","Capacidad funcional","16"
"Suriname","2017","Índice","Capacidad integradora","30"
"Suriname","2017","Índice","Consistencia estructural","18"
"Suriname","2017","Índice","Diversity Management","0"
"Suriname","2017","Índice","Eficiencia","10"
"Suriname","2017","Índice","Índice de desarrollo del Servicio Civil","17"
"Suriname","2017","Índice","Management Capabilities","7"
"Suriname","2017","Índice","Mérito","13"
"Suriname","2017","Subsistema","Gestión de la Compensación","15"
"Suriname","2017","Subsistema","Gestión del Desarrollo","4"
"Suriname","2017","Subsistema","Gestión del Empleo","17"
"Suriname","2017","Subsistema","Gestión del Rendimiento","7"
"Suriname","2017","Subsistema","Gestión Relaciones Humanas y Sociales","30"
"Suriname","2017","Subsistema","Organización de la Función de RRHH","20"
"Suriname","2017","Subsistema","Organización del Trabajo","47"
"Suriname","2017","Subsistema","Planificación","10"
"Trinidad and Tobago","2017","Índice","Capacidad funcional","33"
"Trinidad and Tobago","2017","Índice","Capacidad integradora","30"
"Trinidad and Tobago","2017","Índice","Consistencia estructural","28"
"Trinidad and Tobago","2017","Índice","Diversity Management","40"
"Trinidad and Tobago","2017","Índice","Eficiencia","35"
"Trinidad and Tobago","2017","Índice","Índice de desarrollo del Servicio Civil","41"
"Trinidad and Tobago","2017","Índice","Management Capabilities","53"
"Trinidad and Tobago","2017","Índice","Mérito","80"
"Trinidad and Tobago","2017","Subsistema","Gestión de la Compensación","40"
"Trinidad and Tobago","2017","Subsistema","Gestión del Desarrollo","20"
"Trinidad and Tobago","2017","Subsistema","Gestión del Empleo","57"
"Trinidad and Tobago","2017","Subsistema","Gestión del Rendimiento","47"
"Trinidad and Tobago","2017","Subsistema","Gestión Relaciones Humanas y Sociales","30"
"Trinidad and Tobago","2017","Subsistema","Organización de la Función de RRHH","30"
"Trinidad and Tobago","2017","Subsistema","Organización del Trabajo","20"
"Trinidad and Tobago","2017","Subsistema","Planificación","33"
"Uruguay","2004","Índice","Capacidad funcional","50"
"Uruguay","2004","Índice","Capacidad integradora","40"
"Uruguay","2004","Índice","Consistencia estructural","45"
"Uruguay","2004","Índice","Eficiencia","45"
"Uruguay","2004","Índice","Índice de desarrollo del Servicio Civil","47"
"Uruguay","2004","Índice","Mérito","53"
"Uruguay","2013","Índice","Capacidad funcional","53"
"Uruguay","2013","Índice","Capacidad integradora","40"
"Uruguay","2013","Índice","Consistencia estructural","48"
"Uruguay","2013","Índice","Eficiencia","45"
"Uruguay","2013","Índice","Índice de desarrollo del Servicio Civil","52"
"Uruguay","2013","Índice","Mérito","73"
"Uruguay","2004","Subsistema","Gestión de la Compensación","50"
"Uruguay","2004","Subsistema","Gestión del Desarrollo","40"
"Uruguay","2004","Subsistema","Gestión del Empleo","53"
"Uruguay","2004","Subsistema","Gestión del Rendimiento","47"
"Uruguay","2004","Subsistema","Gestión Relaciones Humanas y Sociales","40"
"Uruguay","2004","Subsistema","Organización de la Función de RRHH","40"
"Uruguay","2004","Subsistema","Organización del Trabajo","53"
"Uruguay","2004","Subsistema","Planificación","50"
"Uruguay","2013","Subsistema","Gestión de la Compensación","50"
"Uruguay","2013","Subsistema","Gestión del Desarrollo","52"
"Uruguay","2013","Subsistema","Gestión del Empleo","63"
"Uruguay","2013","Subsistema","Gestión del Rendimiento","40"
"Uruguay","2013","Subsistema","Gestión Relaciones Humanas y Sociales","40"
"Uruguay","2013","Subsistema","Organización de la Función de RRHH","50"
"Uruguay","2013","Subsistema","Organización del Trabajo","53"
"Uruguay","2013","Subsistema","Planificación","50"
