"pais","idpilar","titulopilar","idcomponente","titulocomponente","idindicador","tituloindicador","idrequisito","t_tulorequisito","respuestarequisito","porcentaje","dias","promedio","titulosector","a_o_texto","a_o_fechayhora","id_paisrequisito"
"México","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","2","Existen procesos para garantizar la calidad de los indicadores del sistema de seguimiento sectorial","1","Metodologías para la elaboración de indicadores del sistema de seguimiento.","El requisito se cumple en su totalidad, es decir, existen metodologías definidas para la elaboración de indicadores y estas detallan requisitos de calidad que deben cumplir los indicadores.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","México42021"
"Rep. Domin.","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El sector cuenta con una visión de largo plazo que supere el periodo de gobierno","4","Existencia de líneas de base para medir el progreso de las metas sectoriales.","El requisito no se cumple.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Rep. Domin.41614"
"Haití","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","1","Inclusión de información sobre la producción de bienes y servicios.","El requisito no se cumple.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Haití42011"
"Haití","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se cuenta con un plan sectorial de mediano plazo que contiene los objetivos prioritarios","6","Definición de estrategias y programas para lograr los objetivos.","El requisito no se cumple.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Haití41626"
"Rep. Domin.","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","2","Existe una estrategia para mejorar la calidad de los bienes y servicios que produce el sector","3","Existencia de procedimientos y criterios institucionalizados para mejorar la calidad.","El requisito no se cumple.",,,,"Salud","2013","2013-01-01T00:00:00.000","Rep. Domin.41923"
"Rep. Domin.","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","22","SEGUIMIENTO DE LA GESTIÓN DEL GOBIERNO","5","Existen criterios y procedimientos institucionalizados para incorporar la información del sistema de seguimiento en la gestión del gobierno","2","Uso de la información del sistema de seguimiento para la toma de decisiones presupuestarias.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Rep. Domin.52252"
"Honduras","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","18","GESTIÓN SECTORIAL PARA LAS ADQUISICIONES Y COMPRAS PÚBLICAS","1","La gestión sectorial de compras públicas se realiza a través del sistema electrónico de adquisiciones y contrataciones públicas.","1","Porcentaje del valor de las compras sectoriales realizado a través del sistema electrónico de adquisiciones y contrataciones públicas.",,"0",,,"Salud","2013","2013-01-01T00:00:00.000","Honduras41811"
"Belice","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","2","PLANIFICACIÓN OPERATIVA Y VINCULACIÓN AL PRESUPUESTO","1","Los objetivos de la planificación se articulan en programas operativos","3","Elaboración de planes operativos anuales (POA) vinculados a la planificación.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Belice1213"
"El Salvador","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","8","RENDICIÓN DE CUENTAS PRESUPUESTARIAS A LA CIUDADANÍA","1","La información sobre el presupuesto está a disposición de la ciudadanía","3","Publicación expedita y clara de informes durante la ejecución presupuestaria.","El requisito se cumple parcialmente, es decir, se presentan informes durante la ejecución presupuestaria pero más de 6 días después de terminado el periodo del cual se reporta (o fuera de las fechas establecidas por la Ley), y/o estos no incluyen vínculos entre los montos presupuestados y las metas y objetivos establecidos en el plan nacional, y/o no van acompañados de esquemas, resúmenes y guías que faciliten la lectura y análisis por parte del público.",,,,,"2013","2013-01-01T00:00:00.000","El Salvador2813"
"Jamaica","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","2","PLANIFICACIÓN OPERATIVA Y VINCULACIÓN AL PRESUPUESTO","2","Existe armonización/vinculación entre la planificación y los programas del presupuesto","3","Proceso de armonización entre presupuesto y planificación.","El requisito se cumple parcialmente, es decir, existe un espacio de diálogo en el que la oficina de presupuesto y la oficina de planificación discuten los vínculos entre la planificación y el presupuesto, pero no existen actas, ni minutas de lo discutido.",,,,,"2013","2013-01-01T00:00:00.000","Jamaica1223"
"Paraguay","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El sector cuenta con una visión de largo plazo que supere el periodo de gobierno","2","Inclusión de un diagnóstico de la situación y de los problemas de la población.","El requisito no se cumple.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Paraguay41612"
"Haití","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","1","Existe una cartera de los bienes y servicios que produce el sector","3","Inclusión de costos de producción y de las unidades responsables de la producción de los bienes y servicios.","El requisito se cumple parcialmente, es decir, únicamente las metas producción detallan las unidades responsables, o los costos de producción, pero no ambos.",,,,"Educación","2013","2013-01-01T00:00:00.000","Haití41913"
"Guyana","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","2","Existen procesos para garantizar la calidad de los indicadores del sistema de seguimiento sectorial","1","Metodologías para la elaboración de indicadores del sistema de seguimiento.","El requisito no se cumple.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Guyana42021"
"México","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","2","Inclusión de información sobre la calidad de los bienes y servicios producidos.","El requisito se cumple en su totalidad, es decir, el sistema de información incluye información respecto a la calidad de más del 8% de los bienes y servicios que produce el sector (por ejemplo: pruebas estandarizadas de rendimiento escolar).",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","México42012"
"El Salvador","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","1","Existe un marco legal que regula el sistema de planificación","5","Definición de responsabilidades institucionales.","El requisito se cumple parcialmente, es decir, el marco legal o reglamentario que regula el sistema de planificación específica a todas las entidades responsables de la planificación, pero no incluye aspectos relevantes para el desempeño de la entidad o unidad normativa del sistema de planificación.",,,,,"2013","2013-01-01T00:00:00.000","El Salvador1115"
"Ecuador","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","6","EVALUACIÓN DE LA EFECTIVIDAD DEL GASTO","2","Existen procedimientos institucionalizados mediante los cuales las decisiones presupuestarias  se toman considerando los resultados que arroja el sistema de seguimiento y evaluación del desempeño del gasto público","2","Definición de procesos institucionalizados para el uso de la información de desempeño.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Ecuador2622"
"Bahamas","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","23","EVALUACIÓN DE LA GESTIÓN DEL GOBIERNO","5","Existen criterios y procedimientos institucionalizados para incorporar los resultados de las evaluaciones en la gestión del gobierno","3","Uso de la información de las evaluaciones para corregir la marcha de las instituciones, programas y proyectos.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Bahamas52353"
"Nicaragua","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","9","GESTIÓN PRESUPUESTARIA Y FINANCIERA","1","Existe un marco legal para la gestión presupuestaria y financiera","3","Regulación de la clasificación contable.","El requisito se cumple parcialmente, es decir, se definen normas y responsabilidades relacionadas al ordenamiento de la contabilidad de las instituciones públicas, pero estas no son plenamente consistentes con los estándares internacionales.",,,,,"2013","2013-01-01T00:00:00.000","Nicaragua3913"
"Guyana","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","5","Inclusión de indicadores de desempeño.","El requisito se cumple parcialmente, es decir, existe un sistema de información para el seguimiento de la gestión sectorial compuesto por indicadores de desempeño. Sin embargo, el sistema sólo contiene indicadores de desempeño de más del 5% de la gestión sectorial.",,,,"Salud","2013","2013-01-01T00:00:00.000","Guyana42015"
"Honduras","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","3","Las visiones de largo plazo y los planes de mediano plazo sectoriales se encuentran articulados","1","Articulación con la visión sectorial de largo plazo.","El requisito no se cumple.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Honduras41631"
"Colombia","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","14","AUDITORÍA INTERNA Y EXTERNA","4","Se realizan anualmente auditorías financieras externas en las instituciones públicas","1","Porcentaje del gasto auditado a través de auditorías financieras externas.",,"0.96",,,,"2013","2013-01-01T00:00:00.000","Colombia31441"
"Brasil","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","5","Inclusión de indicadores de desempeño.","El requisito se cumple parcialmente, es decir, existe un sistema de información para el seguimiento de la gestión sectorial compuesto por indicadores de desempeño. Sin embargo, el sistema sólo contiene indicadores de desempeño de más del 5% de la gestión sectorial.",,,,"Educación","2013","2013-01-01T00:00:00.000","Brasil42015"
"Trin. & Tob.","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","6","Los ministerios sectoriales cuentan con un plan propio de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas","2","Inclusión de un diagnóstico de la situación y de los problemas de la población.",,,,"3",,"2013","2013-01-01T00:00:00.000","Trin. & Tob.1162"
"Panamá","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","4","ESTRUCTURACIÓN DEL PRESUPUESTO DE GASTO CON BASE EN PROGRAMAS","4","El presupuesto de gasto del gobierno central se estructura con base en programas","1","Porcentaje del presupuesto de gasto estructurado con base en programas.",,"0",,,,"2013","2013-01-01T00:00:00.000","Panamá2441"
"Belice","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","5","El gobierno cuenta con un plan de gobierno de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas.","3","Definición de objetivos y metas a lograrse durante el período de gestión.","El requisito se cumple parcialmente, es decir, el plan de gobierno de mediano plazo cuenta con objetivos y metas a lograrse durante el período de gestión gubernamental. Sin embargo, los objetivos no están expresados como cambios o mejoras en las condiciones de vida de la población (resultados, impactos), y/o las metas no son una expresión cuantitativa de los objetivos que se pretenden alcanzar.",,,,,"2013","2013-01-01T00:00:00.000","Belice1153"
"México","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","3","Las visiones de largo plazo y los planes de mediano plazo sectoriales se encuentran articulados","2","Articulación efectiva de los planes de mediano plazo.","El requisito se cumple en su totalidad, es decir, el plan sectorial de mediano plazo está articulado con el plan nacional de mediano plazo. Para verificar el cumplimiento de esta condición, los objetivos y metas trazados en el plan sectorial de mediano plazo deben estar explícitamente vinculados a objetivos y metas del plan nacional de mediano plazo.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","México41632"
"Argentina","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se cuenta con un plan sectorial de mediano plazo que contiene los objetivos prioritarios","7","Articulación con la visión sectorial de largo plazo.","El requisito no se cumple.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Argentina41627"
"Barbados","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","23","EVALUACIÓN DE LA GESTIÓN DEL GOBIERNO","3","Existe un programa de evaluaciones que cuenta con financiamiento","1","Elaboración y financiamiento de un programa de evaluaciones.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Barbados52331"
"Costa Rica","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","15","SISTEMA NACIONAL DE INVERSIÓN PÚBLICA (SNIP)","1","Se dispone de un marco legal e institucional que establece un SNIP y la realización de evaluaciones ex -ante","3","Autonomía técnica de la entidad o unidad del gobierno encargada de las evaluaciones ex -ante.","El requisito se cumple en su totalidad, es decir, la entidad o unidad del gobierno encargada de las evaluaciones ex -ante dispone de un nivel de autonomía técnica respecto a las entidades o unidades que proponen proyectos de inversión.",,,,,"2013","2013-01-01T00:00:00.000","Costa Rica41513"
"Brasil","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","5","El gobierno cuenta con un plan de gobierno de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas.","5","Existencia de líneas de base para medir el progreso.","El requisito se cumple parcialmente, es decir, el plan de gobierno de mediano plazo cuenta con líneas de base para la medición del cumplimiento y definición de metas. Sin embargo, las líneas de base no incluyen la fuente primaria ni secundaria de información.",,,,,"2013","2013-01-01T00:00:00.000","Brasil1155"
"México","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","6","Difusión de los indicadores del sistema de información.","El requisito se cumple en su totalidad, es decir, toda la información sectorial está a disposición de la ciudadanía a través de Internet. Esta información incluye tanto la información estadística como los indicadores de desempeño.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","México42016"
"Trin. & Tob.","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","4","Existen mecanismos que incentivan la obtención de resultados institucionales a nivel sectorial","1","Utilización de incentivos monetarios individuales.","El requisito no se cumple.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Trin. & Tob.41941"
"Haití","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","4","ESTRUCTURACIÓN DEL PRESUPUESTO DE GASTO CON BASE EN PROGRAMAS","1","Existe un marco legal que regula el sistema presupuestario","1","Existencia de una Ley  (o decreto) y su respectivo reglamento.","El requisito se cumple en su totalidad, es decir, está en vigencia una ley (o decreto) y su respectivo reglamento que regula el ciclo presupuestario.",,,,,"2013","2013-01-01T00:00:00.000","Haití2411"
"Argentina","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","4","Inclusión de información sobre la cobertura de los bienes y servicios producidos.","El requisito se cumple en su totalidad, es decir, el sistema de información incluye estadísticas sobre la cobertura de más del 8% de los  bienes y servicios sectoriales(por ejemplo: número de estudiantes atendidos, número de pacientes atendidos en los pabellones hospitalarios, número de personas que reciben raciones alimenticias).",,,,"Educación","2013","2013-01-01T00:00:00.000","Argentina42014"
"Ecuador","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","4","Inclusión de información sobre la cobertura de los bienes y servicios producidos.","El requisito se cumple en su totalidad, es decir, el sistema de información incluye estadísticas sobre la cobertura de más del 8% de los  bienes y servicios sectoriales(por ejemplo: número de estudiantes atendidos, número de pacientes atendidos en los pabellones hospitalarios, número de personas que reciben raciones alimenticias).",,,,"Educación","2013","2013-01-01T00:00:00.000","Ecuador42014"
"Jamaica","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","4","Existen mecanismos que incentivan la obtención de resultados institucionales a nivel sectorial","4","Utilización de incentivos no monetarios individuales.","El requisito no se cumple.",,,,"Salud","2013","2013-01-01T00:00:00.000","Jamaica41944"
"Jamaica","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","14","AUDITORÍA INTERNA Y EXTERNA","1","Se dispone de un marco legal e institucional para el control interno","2","Existencia de una unidad de auditoría interna.","El requisito se cumple en su totalidad, es decir, en más del 8% de las instituciones del gobierno central existe una unidad de auditoría interna que esté encargada de revisar el cumplimiento de las actividades de control interno y que reporta directamente a la cabeza ministerial o a una entidad rectora del control interno.",,,,,"2013","2013-01-01T00:00:00.000","Jamaica31412"
"Bahamas","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","23","EVALUACIÓN DE LA GESTIÓN DEL GOBIERNO","4","Las evaluaciones ex –post cubren toda la acción del  gobierno","2","Porcentaje de los programas y proyectos evaluados durante el último año.",,"0",,,,"2013","2013-01-01T00:00:00.000","Bahamas52342"
"Barbados","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","3","El país cuenta con una visión de largo plazo que supere el periodo de gobierno.","5","Longitud del periodo para el cual se planifica.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Barbados1135"
"Rep. Domin.","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","22","SEGUIMIENTO DE LA GESTIÓN DEL GOBIERNO","4","El sistema de seguimiento cubre toda la acción del  gobierno","1","Porcentaje de los programas, proyectos y/o instituciones que se incluyen en el sistema de seguimiento de la gestión.",,"0",,,,"2013","2013-01-01T00:00:00.000","Rep. Domin.52241"
"Surinam","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se cuenta con un plan sectorial de mediano plazo que contiene los objetivos prioritarios","6","Definición de estrategias y programas para lograr los objetivos.","El requisito no se cumple.",,,,"Salud","2013","2013-01-01T00:00:00.000","Surinam41626"
"Haití","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","21","SISTEMA NACIONAL DE ESTADÍSTICAS","1","Se dispone de un marco legal e institucional para la generación de estadísticas nacionales","4","Autonomía técnica, administrativa y presupuestaria de la entidad rectora del SEN.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Haití52114"
"Guyana","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","4","Existen mecanismos que incentivan la obtención de resultados institucionales a nivel sectorial","4","Utilización de incentivos no monetarios individuales.","El requisito no se cumple.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Guyana41944"
"Colombia","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El sector cuenta con una visión de largo plazo que supere el periodo de gobierno","1","Existencia de una visión sectorial de largo plazo.","El requisito se cumple en su totalidad, es decir, el sector cuenta con una visión sectorial de largo plazo que está en vigencia durante más de una administración gubernamental.",,,,"Educación","2013","2013-01-01T00:00:00.000","Colombia41611"
"Colombia","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","2","Existe una estrategia para mejorar la calidad de los bienes y servicios que produce el sector","2","Recolección de información respecto a la calidad.","El requisito se cumple parcialmente, es decir, se recolecta información sobre la calidad de más del 5% de los bienes y servicios que produce el sector. Esta información debe incluir indicadores medibles y confiables.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Colombia41922"
"Guyana","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","5","Inclusión de indicadores de desempeño.","El requisito no se cumple.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Guyana42015"
"Perú","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","14","AUDITORÍA INTERNA Y EXTERNA","2","Se realizan actividades de control interno","1","Alcance de las actividades de control interno.",,,,,,"2013","2013-01-01T00:00:00.000","Perú31421"
"Brasil","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se cuenta con un plan sectorial de mediano plazo que contiene los objetivos prioritarios","6","Definición de estrategias y programas para lograr los objetivos.","El requisito se cumple parcialmente, es decir, el plan sectorial de mediano plazo cuenta con estrategias que se aplicarán durante el período de gestión para lograr los objetivos. Sin embargo, estas estrategias no se concretan en programas y proyectos.",,,,"Salud","2013","2013-01-01T00:00:00.000","Brasil41626"
"Barbados","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","12","SISTEMA INTEGRADO DE ADMINISTRACIÓN FINANCIERA (SIAF)","1","Existe un SIAF que integre los principales sistemas financieros","2","Definición de responsabilidades institucionales.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Barbados31212"
"Guatemala","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","5","FORMULACIÓN DE LA PERSPECTIVA PRESUPUESTARIA DE MEDIANO PLAZO","2","Se elaboran proyecciones presupuestales plurianuales consistentes con el  plan de gobierno","1","Elaboración de un Marco Fiscal de Mediano Plazo (MFMP).","El país cuenta con un Marco Fiscal de Mediano Plazo (MFMP), es decir, incluye para las proyecciones agregadas de ingresos y egresos, aspectos como:proyecciones del PIB, la inflación, los precios de los principales bienes de exportación y/o importación y el límite de la deuda pública.  Además, el MFMP cubre la totalidad del gobierno central, está articulado con el presupuesto anual y sus proyecciones se actualizan anualmente.",,,,,"2013","2013-01-01T00:00:00.000","Guatemala2521"
"El Salvador","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","23","EVALUACIÓN DE LA GESTIÓN DEL GOBIERNO","3","Existe un programa de evaluaciones que cuenta con financiamiento","1","Elaboración y financiamiento de un programa de evaluaciones.","El requisito se cumple parcialmente, es decir, existe un programa de evaluaciones con financiamiento anual. Sin embargo, el plan no establece las evaluaciones a ser realizadas para un periodo entre 3 y 5 años, sino únicamente las que serán realizadas durante el próximo año.",,,,,"2013","2013-01-01T00:00:00.000","El Salvador52331"
"Haití","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","5","FORMULACIÓN DE LA PERSPECTIVA PRESUPUESTARIA DE MEDIANO PLAZO","1","Existen reglas de responsabilidad fiscal","1","Existencia de una Ley de responsabilidad fiscal con metas cuantitativas o cuantificables.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Haití2511"
"Colombia","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","1","Existe una cartera de los bienes y servicios que produce el sector","1","Existencia de un catálogo de bienes y servicios.","El requisito no se cumple.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Colombia41911"
"Bahamas","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","23","EVALUACIÓN DE LA GESTIÓN DEL GOBIERNO","5","Existen criterios y procedimientos institucionalizados para incorporar los resultados de las evaluaciones en la gestión del gobierno","2","Uso de la información de las evaluaciones para la toma de decisiones presupuestarias.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Bahamas52352"
"Ecuador","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","6","Los ministerios sectoriales cuentan con un plan propio de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas","2","Inclusión de un diagnóstico de la situación y de los problemas de la población.",,,,"0.25",,"2013","2013-01-01T00:00:00.000","Ecuador1162"
"Panamá","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se cuenta con un plan sectorial de mediano plazo que contiene los objetivos prioritarios","7","Articulación con la visión sectorial de largo plazo.","El requisito no se cumple.",,,,"Educación","2013","2013-01-01T00:00:00.000","Panamá41627"
"Ecuador","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","10","ANÁLISIS, MITIGACIÓN Y CALIFICACIÓN DE RIESGO","2","Se definen mecanismos para mitigar los efectos de los riesgos fiscales","3","Vigencia de mecanismos de mitigación de riesgos fiscales.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Ecuador31023"
"Nicaragua","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","22","SEGUIMIENTO DE LA GESTIÓN DEL GOBIERNO","4","El sistema de seguimiento cubre toda la acción del  gobierno","1","Porcentaje de los programas, proyectos y/o instituciones que se incluyen en el sistema de seguimiento de la gestión.",,"0.75",,,,"2013","2013-01-01T00:00:00.000","Nicaragua52241"
"Belice","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","10","ANÁLISIS, MITIGACIÓN Y CALIFICACIÓN DE RIESGO","2","Se definen mecanismos para mitigar los efectos de los riesgos fiscales","2","Inclusión de los efectos de los riesgos identificados dentro del marco fiscal multianual.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Belice31022"
"Costa Rica","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","13","SISTEMA DE ADQUISICIONES Y CONTRATACIONES PÚBLICAS","1","Se dispone de un marco legal e institucional para los procesos de adquisiciones y contrataciones públicas","6","Porcentaje de entidades públicas que envían un plan anual de contrataciones.",,"0.79",,,,"2013","2013-01-01T00:00:00.000","Costa Rica31316"
"Honduras","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El sector cuenta con una visión de largo plazo que supere el periodo de gobierno","2","Inclusión de un diagnóstico de la situación y de los problemas de la población.","El requisito no se cumple.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Honduras41612"
"México","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se cuenta con un plan sectorial de mediano plazo que contiene los objetivos prioritarios","4","Existencia de un sistema de indicadores de desempeño para medir el progreso.","El requisito se cumple parcialmente, es decir, existe un sistema de indicadores de desempeño para medir el cumplimiento de las metas y objetivos del plan de mediano plazo, pero este no se aplica a todas las metas y objetivos del plan.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","México41624"
