"name","system_name","county","type","pension_opeb","fy","cap_status","url"
"City of Lincoln Park","MERS","Wayne","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-4/822180_2017_City_of_Lincoln_Park_MERS_Pension_651123_7.pdf"
"City of Lincoln Park","Police and Fire and Municipal Plan","Wayne","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/822180_2017_City_of_Lincoln_Park_OPEB_651139_7.pdf"
"City of Lincoln Park","Police and Fire and Municipal Plan LP","Wayne","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/822180_2017_City_of_Lincoln_Park_Police_and_Fire_Pension_651143_7.pdf"
"City of Luna Pier","MERS","Monroe","City","Pension","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/582010_City_of_Luna_Pier_-_MERS_2018_CAP_-_Form_5598_695359_7.pdf"
"City of Luna Pier","OPEB","Monroe","City","OPEB","2019","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/582010_City_of_Luna_Pier_-_MERS_RHFV_2019_CAP_712531_7.pdf"
"City of Madison Heights","General Employees OPEB Trust","Oakland","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/632110_2017_Geneal_Employees_OPEB__City_of_Madison_Heights_651243_7.pdf"
"City of Madison Heights","Police and Fire Employees OPEB Trust","Oakland","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/632110_2017_Police__Fire_OPEB_City_of_Madison_Heights_651244_7.pdf"
"City of Madison Heights","Police and Fire Pension System","Oakland","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/632110_2017_Police__Fire_Pension_System_City_of_Madison_Heights_651245_7.pdf"
"City of Manistique","MERS","Schoolcraft","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/772010_City_of_Manistique_-_MERS_2017_CAP_-_Form_5598_698600_7.pdf"
"City of Marine City","Retiree Health Care","St. Clair","City","OPEB","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/742020_2017_OPEB_City_of_Marine_City_651253_7.pdf"
"City of Marshall","Retiree healthcare Plan","Calhoun","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/City_of_Marshall_CAP_Review2_132030_2017_OPEB__669782_7.pdf"
"City of Marshall","MERS","Calhoun","City","Pension","2020","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/132030_City_of_Marshall_-_MERS_Pension_Plan_-_2020_CAP_731327_7.pdf"
"City of Marysville","Retiree Health Care","St. Clair","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-4/742030_2017_Pension_Marysville_651254_7.pdf"
"City of Marysville","Police Officers and Firefighters retirement system","St. Clair","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/742030_2017_Pension_Marysville_651254_7.pdf"
"City of Melvindale","Self Insured","Wayne","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Melvindale_1_Pension_Corrective_Action_Plan_CAP_672078_7.pdf"
"City of Melvindale","OPEB","Wayne","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/822200_City_of_Melvindale_-_City_of_Melvindale_-_Self_Insured_-2nd_CAP_2017_-_Form_5597_695349_7.pdf"
"City of Midland","MERS","Midland","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/562020_2017_Pension_City_of_Midland_651236_7.pdf"
"City of Milan","MERS","Washtenaw","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/812020_2017_Pension_City_of_Milan_651051_7.pdf"
"City of Montrose","OPEB","Genesee","City","OPEB","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/252065_2017_OPEB_City_of_Montrose_651272_7.pdf"
"City of Mount Clemens","Retiree Health Care Trust","Macomb","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/502050_2017_OPEB_City_of_Mount_Clemens_651276_7.pdf"
"City of Negaunee","MERS","Marquette","City","Pension","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/522030_City_of_Negaunee_-_MERS_2018_AP_-_Form_5598_696825_7.pdf"
"City of New Baltimore","Retiree Health Care Fund","Macomb","City","OPEB","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/502060_2017_OPEB_City_of_New_Baltimore_650557_7.pdf"
"City of North Muskegon","Retiree Healthcare Plan Trust","Muskegon","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/612040_City_of_North_Muskegon_OPEB_651218_7.pdf"
"City of Norton Shores","MERS","Muskegon","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/612050_2017_Pension_CIty_of_Norton_Shores_651238_7.pdf"
"City of Norway","MERS","Dickinson","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/222030_2017_Pension_City_of_Norway_CAP_649960_7.pdf"
"City of Oak Park","General Employees Retirement System","Oakland","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/632140_2017_General_Employees_Pension_Oak_Park_650967_7.pdf"
"City of Oak Park","Public Safety Retirement System","Oakland","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/632140_2017_Public_Safety_Pension_Oak_Park_650969_7.pdf"
"City of Oak Park","District Court Retiree Health Care System","Oakland","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/City_of_Oak_Park_District_Court_CAP_Review2_632140_2017_OPEB__669785_7.pdf"
"City of Oak Park","General Employees Retiree Health Care System","Oakland","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/City_of_Oak_Park_General_CAP_Review2_632140_2017_OPEB__667941_7.pdf"
"City of Oak Park","Public Safety Retiree Health Care System","Oakland","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-4/City_of_Oak_Park_Public_Safety_CAP_Review2_632140_2017_OPEB__667942_7.pdf"
"City of Parchment","Retire Healthcare Plan","Kalamazoo","City","OPEB","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/392030_City_of_Parchment_-_City_of_Parchment_Retiree_Healthcare_Plan_2018_CAP_-_Form_5597_695358_7.pdf"
"City of Pontiac","Retiree Health Care Plan","Oakland","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/632170_2017_OPEB_City_of_Pontiac_651246_7.pdf"
"City of Port Huron","MERS","St. Clair","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/742060_2017_Pension_City_of_Port_Huron_651255_7.pdf"
"City of River Rouge","OPEB","Wayne","City","OPEB","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/822230_City_of_River_Rouge_-_2018_OPEB_CAP_712527_7.pdf"
"City of Riverview","Retiree Health Care Benefits","Wayne","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/City_of_Riverview_OPEB_Corrective_Action_Plan_CAPPrimary_Unit_822240_672127_7.pdf"
"City of Rockwood","OPEB","Wayne","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/City_of_Rockwood_CAP_Review2_822250_2017_OPEB__667939_7.pdf"
"City of Rogers City","MERS","Presque Isle","City","Pension","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/712020_2017_Pension_City_of_Rogers_City_651249_7.pdf"
"City of Romulus","Employee Health Care Plan and Trust","Wayne","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/822260_2017_OPEB_City_of_Romulus_651263_7.pdf"
"City of Saginaw","OPEB","Saginaw","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/732020_2017_OPEB_City_of_Saginaw_651250_7.pdf"
"City of Saginaw","Defined Benefit Pension Plan","Saginaw","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/732020_2017_Pension_City_of_Saginaw_651252_7.pdf"
"City of Sault Ste Marie","Firemen and Policemen Retirement System","Chippewa","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/172010_2017__Pension_City_of_Sault_Ste_Marie_651257_7.pdf"
"City of South Lyon","OPEB Plan","Oakland","City","OPEB","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/632210_City_of_South_Lyon_-_City_of_South_Lyon_OPEB_Plan_2018_CAP_-_Form_5597_695353_7.pdf"
"City of Southfield","Retiree Health care Benefits Plan and Trust SERS Retirees","Oakland","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/632200_2017_OPEB_SERS__City_of_Southfield_639388_7.pdf"
"City of Southfield","Retiree Health care Benefits Plan and Trust Fire & Police Retirees","Oakland","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/632200_2017_OPEB_Police__Fire_City_of_Southfield_639389_7.pdf"
"City of Southgate","Employees Retiree Healthcare System","Wayne","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/822270_2017_OPEB_1_MERS_Southgate_651264_7.pdf"
"City of Southgate","Police and Fire Retiree Healthcare System","Wayne","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/822270_2017_OPEB_2_Police_and_Fire_Southgate_651265_7.pdf"
"City of St Clair","MERS","St. Clair","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/City_of_St_Clair_CAP_Review_742070_2017_Pension_672097_7.pdf"
"City of St Clair Shores","General Employees Retiree Health Care Trust","Macomb","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/502090_2017_OPEB_St_Clair_Shores_General_Employees_Retiree_Health_Care_Trust_651233_7.pdf"
"City of St Clair Shores","Police and Fire Retiree Health Care Trust","Macomb","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/502090_2017_OPEB_St_Clair_Shores_Police_and_Fire_Retiree_Health_Care_Trust_651234_7.pdf"
"City of St Ignace","MERS","Mackinac","City","Pension","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/492020_City_of_St_Ignace_-_MERS_2018_CAP_-_Form_5598_695319_7.pdf"
"City of St. Johns","MERS","Clinton","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/192030_2017_Pension_CIty_of_St_Johns_639378_7.pdf"
"City of Taylor","OPEB","Wayne","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/822280_2017_OPEB_City_of_Taylor_651318_7.pdf"
"City of Taylor","Employees Retirement System","Wayne","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/822280_2017_Pension_City_of_Taylor_General_Employees_651319_7.pdf"
"City of Taylor","Police and Fire Retirement System","Wayne","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/822280_2017_Pension_City_of_Taylor_Police_and_Fire_651321_7.pdf"
"City of Trenton","OPEB","Wayne","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/822290_2017_OPEB_City_of_Trenton_651266_7.pdf"
"City of Vassar","MERS","Tuscola","City","Pension","2019","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/792010_City_of_Vassar_-_MERS_CAP_2019_-_Form_5598_695321_7.pdf"
"City of Walled Lake","MERS","Oakland","City","Pension","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/632240_City_of_Walled_Lake_-_MERS_2018_CAP_-_Form_5598_695337_7.pdf"
"City of Walled Lake","Walled Lake Retiree Health Care Plan","Oakland","City","OPEB","2019","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/632240_City_of_Walled_Lake_-_MERS_2018_CAP_-_Form_5598_695337_7.pdf"
"City of Warren","Employee's Retirement Health","Macomb","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/502120_2017_City_of_Warren_City_Employees_OPEB_650558_7.pdf"
"City of Warren","Police and Fire Retirement Health Benefit","Macomb","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/502120_2017_City_of_Warren_Police_and_Fire_OPEB_650559_7.pdf"
"City of Wayne","Retiree Healthcare Plan","Wayne","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/822300_2017_OPEB_Wayne_651145_7.pdf"
"City of Wayne","MERS","Wayne","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/822300_2017_Pension_Wayne_651154_7.pdf"
"City of Westland","MERS","Wayne","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/822310_2017_Pension_Westland_651268_7.pdf"
"City of Westland","OPEB","Wayne","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/822310_2017_OPEB_Westland_651267_7.pdf"
"City of Woodhaven","Retiree Healthcare","Wayne","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/822320_2017_OPEB_City_of_Woodhaven_651155_7.pdf"
"City of Wyandotte","Retiree Health Care Plan","Wayne","City","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/822330_2017_OPEB_City_of_Wyandotte_651156_7.pdf"
"Community Mental Health Authority","Clinton Eaton Ingham CMH","Clinton","Authority","Pension","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/197504_2017_Pension_Community_Mental_Health_Authority_of_Clinton_Eaton_and_Ingham_Counties_651305_7.pdf"
"Copper Country Community Mental Health Services Board","OPEB","Baraga","Authority","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/CopperCountryCommunityMentalHealthOPEBCorrectiveActionPlanCAPNonPrimaryUnit0775016721327.pdf"
"Crawford County Road Commission","Retiree Health Funding Vehicle","Crawford","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-4/200100_2017_OPEB_Crawford_County_Road_CommissionCAP_Review2_651270_7.pdf"
"Davison Township","MERS RHFV","Genesee","Township","OPEB","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/251050_Davison_Township_-_Davison_Township_MERS_RHFV_2018_CAP_-_Form_5597_695355_7.pdf"
"Delta County Road Commission","MERS","Delta","Road Commission","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/210100_Delta_County_Road_Commission_-_MERS_-_2017_CAP_731346_7.pdf"
"Dexter Area Fire Department","Retiree Health Benefit Plan","Washtenaw","Authority","OPEB","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/817550_Dexter_Area_Fire_Department_-_Retiree_Health_Benefit_Plan_2018__CAP_-_Form_5597_695316_7.pdf"
"Dickinson County Road Commission","General Employee","Dickinson","Road Commission","OPEB","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/220100_Dickinson_County_Road_Commission_-_General_Employees_2018_CAP_-_FOrm_5597_698589_7.pdf"
"District Health Department No.4","MERS","Alpena","Authority","Pension","2019","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/047509_District_Health_Department_No_4_-_MERS_-_2019_CAP_731344_7.pdf"
"East China Charter Township","MERS","St. Clair","Township","Pension","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/741100_East_China_Township_-_MERS_2018_CAP_-_Form_5598_695326_7.pdf"
"Eastern Upper Peninsula Transportation Authority","MERS","Chippewa","Authority","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/177516_2017_Pension_Eastern_UP_Transportation_Authority_651304_7.pdf"
"Flint Charter Township","Retiree Medical Plan","Genesee","Township","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/251070_2017_OPEB_Flint_Charter_Township_650391_7.pdf"
"Genesee Charter Township","MERS","Genesee","Township","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Charter_Township_of_Genesee_CAP_Review_251110_2017_Pension_672122_7.pdf"
"Genesee County","Retirees Health Care Plan and Trust","Genesee","County","OPEB","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/Delta2/D/250000_Genesee_County_-_Genesee_County_Retirees_Health_Care_Pland_and_Trust_-_2018_CAP_-_F_695315.pdf"
"Genesee District Library","Retiree Medical","Genesee","Library","OPEB","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Genesee_District_Library_CAP_Review_258001_2017_OPEB_672112_7.pdf"
"Gladwin City Housing Commission","OPEB","Gladwin","Authority","OPEB","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/267505GladwinCityHousingCommissionHousingCommissionspayasyougoOPEBplan2018CAPForm55976953397.pdf"
"Gladwin City-County Transit","OPEB","Gladwin","Authority","OPEB","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/267506GladwinCityCountyTransitHousingCommissionPayasyougoOPEBPlan2018CAPFOrm55976953337.pdf"
"Gladwin County Road Commission","OPEB","Gladwin","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/260100_2017_OPEB_Gladwin_Road_Commission_651190_7.pdf"
"Gladwin County Road Commission","MERS","Gladwin","Road Commission","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/260100_2017_Pension_Gladwin_Road_Commission_651191_7.pdf"
"Gogebic County Road Commission","OPEB","Gogebic","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Gogebic_County_Road_Commission_CAP_Review_270100_2017_OPEB__669784_7.pdf"
"Grand Blanc Charter Township","Post-Employment Health Benefits","Genesee","Township","OPEB","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Charter_Township_of_Grand_Blanc_CAP_Review_251120_2017_OPEB_672113_7.pdf"
"Gratiot County Road Commission","Retiree Health Funding Vehicle","Gratiot","Road Commission","Pension","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/290100GratiotCountyRoadCommissionMunicipalEmployeesRetirementSystem2017CAPForm559716985797.pdf"
"Grosse Ile Township","Retiree Health Care Plan","Wayne","Township","OPEB","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Grosse_Ile_Township_OPEB_Corrective_Action_Plan_CAPPrimary_Unit_821030_672128_7.pdf"
