"informacindelaentidad_nombredelaentidad","informacindelaentidad_orden","uid"
"Alcaldía Municipal de Herveo","Territorial","2"
"E.S.P. Aguas de Manizales S.A.","Territorial","2"
"CÁMARA DE COMERCIO DEL PUTUMAYO","Nacional","2"
"E.S.E. Hospital San Rafael Pacho","Territorial","2"
"Alcaldía Municipal de Argelia Antioquia","Territorial","2"
"E.S.P. Empresas Publicas Municipales de la Ceja del Tambo","Territorial","2"
"Central de Inversiones S.A.","Nacional","2"
"E.S.E. Hospital Juan Pablo II Aratoca Santander","Territorial","2"
"E.S.P. Electrificadora de Santander S.A.","Nacional","2"
"Empresa Pública de Alcantarillado de Santander Empas S.A","Territorial","2"
"E.S.E. Hospital San Rafael de El Espinal","Territorial","2"
"U.A.E. De Salud David Molina Muñoz Oporapa","Territorial","2"
"Alcaldía Municipal de Jenesano","Territorial","2"
"Corporación Autónoma Regional de la Frontera Nororiental","Nacional","2"
"Alcaldía Municipal de Pore","Territorial","2"
"E.S.P. Empresa de Servicios Públicos La Unión","Territorial","2"
"Contraloría Departamental del Meta","Territorial","2"
"E.S.E. Hospital San José de San José del Guaviare","Territorial","2"
"Instituto de Deportes y Recreación Inder Medellín","Territorial","2"
"Alcaldía Municipal de Toledo","Territorial","2"
"Instituto Colombiano de Bienestar Familiar","Departamental","2"
"Unidad Administrativa Especial Junta Central de Contadores","Nacional","2"
"Alcaldía Municipal de Bolívar Cauca","Territorial","2"
"E.S.E. Hospital San Rafael Girardota","Territorial","2"
"Alcaldía Municipal de Yumbo","Nacional","2"
"Alcaldía Municipal de Garzón","Territorial","2"
"CAMARA DE COMERCIO DE DOSQUEBRADAS","Nacional","2"
"Área Metropolitana de Barranquilla","Territorial","2"
"Alcaldía Municipal de Manaure Balcón del Cesar","Nacional","2"
"Contraloría Departamental del Cauca","Nacional","2"
"Alcaldía Municipal de Candelaria Atlántico","Territorial","2"
"Fondo de Pasivo Social de Ferrocarriles Nacionales de Colombia","Nacional","2"
"Alcaldía Municipal de Alpujarra","Territorial","2"
"E.S.E. Hospital San Vicente de Paul Fresno","Territorial","2"
"Alcaldía Municipal de San Luis de Palenque","Territorial","2"
"Alcaldía Municipal de El Doncello","Territorial","2"
"Personería Municipal Villavicencio","Territorial","2"
"Alcaldía Municipal de Salazar de Las Palmas","Territorial","2"
"Alcaldía Municipal de Galán","Territorial","2"
"Fondo para el Financiamiento del Sector Agropecuario","Nacional","2"
"Corporación Autónoma Regional de Cundinamarca","Nacional","2"
"Alcaldía Municipal de Facatativá","Territorial","2"
"Consejo Nacional Electoral","Nacional","2"
"Ministerio de Educación Nacional - Icfes  Secretaría de Educacion y Cultura del Departamento del Cauca","Departamental","2"
"Contraloría Municipal de Envigado","Territorial","2"
"Secretaría Distrital de Ambiente","Territorial","2"
"Corporación Autónoma Regional de Los Valles del Sinú y del San Jorge","Territorial","2"
"Corporación Autónoma Regional de Los Valles del Sinú y del San Jorge","Nacional","2"
"Gobernación de Cundinamarca","Nacional","2"
"Alcaldía Municipal de Útica","Territorial","2"
"Cámara de Comercio de Santa Rosa de Cabal","Nacional","2"
"Corporación de la Industria Aeronáutica Colombiana S.A.","Nacional","2"
"Canal Regional de Televisión Tv Andina Ltda.","Territorial","2"
"Alcaldía Municipal de La Calera","Territorial","2"
"Cámara de Comercio de Buenaventura","Territorial","2"
"Unidad de Información y Análisis Financiero","Nacional","2"
"Transelca S.A. E.S.P.","Nacional","2"
"E.S.P. Centrales Eléctricas del Norte de Santander S.A.","Territorial","2"
"Alcaldía Municipal de Potosí","Territorial","2"
"Instituto de Cultura y Turismo de Manizales","Territorial","2"
"Alcaldía Municipal de Rovira","Territorial","2"
"Empresa de Aseo de Bucaramanga S.A. E.S.P.","Nacional","2"
"Club Militar","Nacional","2"
"Secretaría de Agricultura y Desarrollo Rural","Departamental","2"
"Corporación Colombiana de Investigación Agropecuaria","Nacional","2"
"Esp Aguas del Tequendama","Territorial","2"
"Alcaldía Municipal de Tauramena","Nacional","2"
"Centro Cultural Bacatá de Funza","Territorial","2"
"Concejo Municipal de Medellín","Territorial","2"
"Alcaldía Municipal de San Vicente del Caguan","Territorial","2"
"Cámara de Comercio de Magangué","Nacional","2"
"Federación Colombiana de Municipios","Territorial","2"
"Alcaldía Municipal de Carolina del Príncipe","Territorial","2"
"Alcaldía Municipal de Briceño Boyacá","Territorial","2"
"Cámara de Comercio de Arauca","Territorial","2"
"Cámara de Comercio de Bogotá","Territorial","2"
"Alcaldía Municipal de Puerto Colombia","Territorial","2"
"Contraloría Municipal de Villavicencio","Territorial","2"
"Instituto Municipal de Empleo y Fomento Empresarial Bucaramanga","Territorial","2"
"Secretaría Distrital del Hábitat","Territorial","2"
"Gobernación del Norte de Santander","Nacional","2"
"Aeropuerto Matecaña","Nacional","2"
"E.S.E. Red Salud del Centro del Municipio de Cali","Territorial","2"
"CONFECAMARAS","Territorial","2"
"E.S.E. Hospital Mario Gaitán Yanguas Soacha","Territorial","2"
"Alcaldía Municipal de Uribe","Territorial","2"
"Alcaldía Municipal de La Jagua del Pilar","Territorial","2"
"Sanatorio de Agua de Dios, Empresa Social del Estado","Nacional","2"
"Alcaldía Municipal de Imués","Territorial","2"
"Casa de Reposo Ancianato de Girardot","Territorial","2"
"CAMARA DE COMERCIO DEL AMAZONAS","Nacional","2"
"Instituto Municipal de Educación para El Trabajo y Desarrollo Humano","Territorial","2"
"Concejo Municipal de Chiquinquirá","Territorial","2"
"Oficina Cobertura educativa","Departamental","2"
"Instituto Finanaciero para El Desarrollo del Valle del Cauca","Territorial","2"
"Instituto para El Deporte y La Recreación de Yopal","Territorial","2"
"Departamento Administrativo Nacional de Estadística","Territorial","2"
"Alcaldía Municipal de Florida","Territorial","2"
"Instituto para La Investigación y La Preservación del Patrimonio Cultural y Natural del Valle del Cauca","Territorial","2"
"Alcaldía Municipal de Pijiño del Carmen","Territorial","2"
"Registraduria Nacional del Estado Civil","Internacional","2"
"Instituto Social de Vivienda de Medellín","Territorial","2"
"Alcaldía Municipal de Girardota","Territorial","2"
"Alcaldía Municipal de San Antonio del Tequendama Cundinamarca","Territorial","2"
"Universidad del Tolima","Territorial","2"
"Alcaldía Municipal de Capitanejo","Territorial","2"
"E.S.E. Hospital Sagrada Familia Toro Valle","Territorial","2"
"Ministerio de Educación Nacional","Territorial","2"
"Agencia Presidencial de Cooperación Internacional de Colombia","Nacional","2"
"Cámara de Comercio de Chinchiná","Territorial","2"
"Corporación Nacional para la Reconstrucción de la Cuenca del Río Páez y Zonas Aledañas","Nacional","2"
"Metro Línea S.A.","Territorial","2"
"Alcaldía Municipal de Solita","Territorial","2"
"Sociedad Fiduciaria de Desarrollo Agropecuario S.A.","Nacional","2"
"Alcaldía Municipal de Sevilla Valle","Territorial","2"
"Alcaldía Municipal de Sucre Cauca","Territorial","2"
"Alcaldía Distrital Especial, Turístico y Cultural de Riohacha","Territorial","2"
"Alcaldía Municipal de Ambalema","Territorial","2"
"Alcaldía Municipal de El Paso","Territorial","2"
"Unidad Central del Valle del Cauca","Nacional","2"
"Ejercito Nacional de Colombia","Nacional","2"
"Instituto Nacional para Ciegos","Nacional","2"
"Alcaldía Municipal de Santa Bárbara Antioquia","Territorial","2"
"E.S.E. Hospital Federico Lleras Acosta Ibagué","Territorial","2"
"Alcaldía Municipal de Santo Domingo Antioquia","Territorial","2"
"Emserchia - Empresa de Servicios Públicos de Chía","Territorial","2"
"Corporación Autónoma Regional de la Orinoquia","Territorial","2"
"Alcaldía Municipal de Pereira","Nacional","2"
"Agencia Nacional de Tierras","Nacional","2"
"Contraloría General del Municipio de Manizales","Territorial","2"
"Secretaría Distrital de Salud","Nacional","2"
"Fondo de Desarrollo de Proyectos de Cundinamarca","Territorial","2"
"Alcaldía Municipal de Usiacurí","Territorial","2"
"E.S.P. Empresas de Servicios Públicos de la Virginia","Territorial","2"
"Unidad Administrativa Especial de Servicios Públicos","Territorial","2"
"Instituto para El Deporte","Territorial","2"
"Alcaldía Municipal de Funza","Territorial","2"
"E.S.E. Hospital José Antonio Socarras Sánchez","Territorial","2"
"Alcaldía Municipal de Filandia","Territorial","2"
"Unidad Administrativa Especial de Pensiones del Departamento de Cundinamarca","Territorial","2"
"Contraloría Departamental del Huila","Territorial","2"
"Instituto Nacional de Cancerología, Empresa Social del Estado","Nacional","2"
"Alcaldía Municipal de Coromoro","Territorial","2"
"Alcaldía Municipal de Tame","Territorial","2"
"Alcaldía Municipal de San Pablo","Territorial","2"
"E.S.E. Hospital Universitario de Santander","Nacional","2"
"Empresa Colombiana de Productos Veterinarios Vecol S.A..","Nacional","2"
"E.S.P. Empresa de Acueducto y Alcantarillado Eamos Mosquera","Nacional","2"
"Corporación Autónoma Regional del Guavio","Territorial","2"
"Institución Universitaria Pascual Bravo","Territorial","2"
"Contraloría Departamental del Vichada","Territorial","2"
"Agencia del Inspector General de Tributos, Rentas y Contribuciones Parafiscales","Nacional","2"
"Alcaldía Municipal de San Pablo de Borbur","Territorial","2"
"E.S.E. Hospital San Vicente de Paul","Territorial","2"
"E.S.P. Empresas Públicas Municipales de Apia","Territorial","2"
"Alcaldía Municipal de San Francisco Cundinamarca","Territorial","2"
"E.S.E. Hospital San Antonio de Chía","Territorial","2"
"E.S.E. Hospital Nuestra Señora de la Candelaria Guarne","Territorial","2"
"Fondo Adaptación","Nacional","2"
"Consejo Profesional de Administración de Empresas","Nacional","2"
"E.S.E. Hospital San José Mariquita","Territorial","2"
"Alcaldía Municipal de Granada Meta","Territorial","2"
"E.S.E. Hospital Pio XII Colón","Territorial","2"
"Alcaldía Municipal de San Eduardo","Territorial","2"
"Centro de Formación Integral para El Trabajo","Territorial","2"
"Casa de La Cultura Jorge Eliecer Gaitán Meta","Territorial","2"
"Concejo Municipal Sogamoso Boyacá","Territorial","2"
"Servicios Postales Nacionales S.A.","Nacional","2"
"CONFECAMARAS","Nacional","2"
"Alcaldía Municipal de San Sebastián de Mariquita","Territorial","2"
"Alcaldía Municipal de Maicao","Territorial","2"
"Alcaldía Municipal de Mesetas","Territorial","2"
"E.S.P. Empresa Municipal de Servicios Públicos de Arauca Emserpa","Territorial","2"
"Concejo Municipal Oporapa Huila","Territorial","2"
"Alcaldía Municipal de Ciénega Boyacá","Territorial","2"
"Alcaldía Municipal de Puerto Guzmán","Territorial","1"
"Metro Sabanas S.A.S.","Territorial","1"
"Banco Inmobiliario de Folridablanca","Territorial","1"
"Contraloría Municipal de Pereira","Territorial","1"
"Alcaldía Municipal de Pitalito","Territorial","1"
"Corporación Autónoma Regional de Caldas","Nacional","1"
"E.S.E. Carmen Emilia Ospina","Nacional","1"
"Terminales de Transportes de Medellín S.A.","Territorial","1"
"Alcaldía Municipal de San Juan de Girón","Nacional","1"
"Caja de Prevision Social Municipal de Bucaramanga","Territorial","1"
"REGISTRADURÍA CAUCA","Departamental","1"
"Cámara de Comercio de Tunja","Territorial","1"
"Defensa Civil Colombiana","Nacional","1"
"Alcaldía Municipal de California","Territorial","1"
"Instituto Colombiano de Bienestar Familiar","Territorial","1"
"Contraloría General del Departamento del Chocó","Territorial","1"
"Alcaldía Municipal de Marsella","Territorial","1"
"Contraloría Departamental de Casanare","Territorial","1"
"Instituto de Desarrollo Urbano, Vivienda y Gestión Territorial de Chía","Territorial","1"
"Instituto Departamental de Acción Comunal y Participación Ciudadana","Territorial","1"
"Alcaldía Municipal de Choachí","Territorial","1"
"Instituto Departamental de Cultura y Turismo de Cundinamarca","Territorial","1"
"Cámara de Comercio de Aguachica","Internacional","1"
"Lotería de Cundinamarca","Territorial","1"
"Alcaldía Municipal de San Agustín","Territorial","1"
"Contraloría Municipal de Bello","Territorial","1"
"Alcaldía Municipal de Cepitá","Territorial","1"
"Alcaldía Municipal de San José Caldas","Territorial","1"
"Ministerio de Tecnologías de la Información y las Comunicaciones","Nacional","1"
"Contraloría General de La República","Nacional","1"
"Servicio Aéreo A Territorios Nacionales S.A.","Nacional","1"
"E.S.P. Electrificadora de Santander S.A","Nacional","1"
"Cámara de Comercio de La Guajira","Nacional","1"
"E.S.E. Hospital San Félix La Dorada","Territorial","1"
"Cámara de Comercio de Bucaramanga","Territorial","1"
"Alcaldía Municipal de San José de Cúcuta","Territorial","1"
"Alcaldía Municipal de Silvania","Territorial","1"
"Personería Municipal Rionegro Antioquia","Territorial","1"
"Secretaria de Hacienda","Departamental","1"
"Alcaldía Municipal de Saldaña","Territorial","1"
"Instituto de Transito del Atlántico","Territorial","1"
"Alcaldía Municipal de Paya","Territorial","1"
"Alcaldía Municipal de Tenza","Territorial","1"
"Personería Municipal de Mosquera","Territorial","1"
"E.S.E. Hospital Pedro Leon La Mesa","Territorial","1"
"Alcaldía Municipal de Bucarasica","Territorial","1"
"Instituto Departamental de Deportes del Cauca - Indeportes Cauca","Territorial","1"
"Instituto Nacional de Medicina Legal - Forensis","Departamental","1"
"Alcaldía Municipal de Salento","Territorial","1"
"Corporación Autónoma Regional del Tolima","Nacional","1"
"Industria Licorera del Cauca","Territorial","1"
"Minisitero de Ciencia, Tecnología e Innovación","Nacional","1"
"Hospital San Antonio de la Vega","Nacional","1"
"Alcaldía Municipal de Simacota","Territorial","1"
"Alcaldía Municipal de El Carmen de Viboral","Territorial","1"
"Fuente: DANE - GEIH  (Gran Encuesta Integrada de Hogares),  DANE ECV-2018  (Encuesta de Calidad de Vida), CNA-2017  (Censo Nacional Agropecuario), DNP, Mininterior, UPME, SED. ","Departamental","1"
"Alcaldía Municipal de San Juan de Girón","Territorial","1"
"Policia nacional de Colombia. ","Departamental","1"
"Alcaldía Municipal de Carmen de Carupa","Territorial","1"
"Fuentes:  terridata.dnp.gov.co - DANE Proyecciones de Población 2019 - IGAG  https://www.todacolombia.com/departamentos-de- colombia/cauca/subregiones.html","Departamental","1"
"Instituto de Transito y Transporte de Acacias Meta","Territorial","1"
"Personería Municipal Tunja Boyacá","Territorial","1"
"Aguas del Cesar S.A. E.S.P.","Territorial","1"
"Instituto Municipal de Deporte y Recreación Imder Puerto López","Territorial","1"
"Concejo Municipal de Sopó","Nacional","1"
"Alcaldía Municipal de Guapotá","Territorial","1"
"Cámara de Comercio de Palmira","Nacional","1"
"Alcaldía Municipal de Villa del Rosario","Territorial","1"
"Empresa Nacional Promotora de Desarrollo Territorial – Enterritorio","Nacional","1"
"Alcaldía Municipal de Becerril","Nacional","1"
"Administración Pública Cooperativa del Municipio de Encino","Territorial","1"
"E.S.E. Hospital Susana López de Valencia Popayán","Nacional","1"
"E.S.E. Hospital San Rafael Pacho","Nacional","1"
"Concejo Municipal Puerto Gaitán Meta","Territorial","1"
"Alcaldía Municipal de Planadas","Territorial","1"
"Fondo para el Financiamiento del Sector Agropecuario","Territorial","1"
"Asamblea Departamental de Boyacá","Territorial","1"
"Contraloría Municipal de Palmira","Territorial","1"
"Alcaldía Municipal de Palermo","Territorial","1"
"Alcaldía Municipal de Labateca","Territorial","1"
"ACUASAN E.I.C.E-E.S.P","Territorial","1"
"Autoridad Nacional de Acuicultura y Pesca","Territorial","1"
"Ministerio de Tecnologías de La Información y Las Comunicaciones","Territorial","1"
"Alcaldía Municipal de Isnos","Territorial","1"
"Secretaria Infraestructura","Departamental","1"
"Beneficencia de Antioquia Benedan","Territorial","1"
"Alcaldía Municipal de Páramo","Territorial","1"
"Agencia Nacional de Tierras","Departamental","1"
"Empresas Publicas Municipales de Armenia","Territorial","1"
"E.S.E. Hospital Susana López de Valencia Popayán","Territorial","1"
"Alcaldía Municipal de Fuente de Oro","Territorial","1"
"Instituto Financiero de Boyacá","Territorial","1"
"Alcaldía Municipal de El Dovio","Territorial","1"
"Alcaldía Municipal de Santa Isabel","Territorial","1"
"Concejo Municipal de Algarrobo Magdalena","Territorial","1"
"E.S.E. Hospital Rosario Pumarejo López","Territorial","1"
"Fuente: DANE - GEIH  (Gran Encuesta Integrada de Hogares), CNA  (Censo Nacional Agropecuario), DNP, BANCOLDEX, UPME, SED, ","Departamental","1"
"Concejo Municipal de Suesca","Territorial","1"
"Industria Licorera del Cauca","Departamental","1"
"Alcaldía Municipal de Belalcázar","Territorial","1"
"Alcaldía Municipal de Belén Boyacá","Nacional","1"
"Ministerio de Relaciones Exteriores","Internacional","1"
"Consejo Departamental Gestión del Riesgo y Desastre CDGRD","Departamental","1"
"Alcaldía Municipal de Piojó","Territorial","1"
"Contraloría General de Caldas","Territorial","1"
"Concejo Municipal de Ibagué","Nacional","1"
"Cámara de Comercio de Cucuta","Territorial","1"
"Alcaldía Municipal de Dolores","Territorial","1"
"Alcaldía Municipal de El Dovio","Nacional","1"
"E.S.E. Hospital del Sur Gabriel Jaramillo Piedrahita","Territorial","1"
"Superintendencia del Subsidio Familiar","Territorial","1"
"Contraloría Municipal de Yumbo","Nacional","1"
"E.S.P. Central Hidroelectrica de Caldas S.A. Chec","Nacional","1"
"Alcaldía Municipal de Floridablanca","Territorial","1"
"Alcaldía Municipal de Nariño","Nacional","1"
"Cámara de Comercio del Oriente Antioqueño","Territorial","1"
"E.S.E. Hospital Departamental Mario Correa Renjifo de Cali","Nacional","1"
"Cámara de Comercio de Barrancabermeja","Territorial","1"
"Instituto Municipal para la Recreación y El Deporte de Soacha","Territorial","1"
"Instituto Tolimense de Formación Técnica Profesional","Nacional","1"
"Alcaldía Municipal de Jamundí","Territorial","1"
"E.S.E. Unidad de Salud de Ibagué Usi","Nacional","1"
"Alcaldía Municipal de Garagoa","Territorial","1"
"Alcaldía Municipal de Girardot","Territorial","1"
"E.S.E. Hospital San Juan de Dios Armenia","Nacional","1"
"Alcaldía Municipal de Uribia","Territorial","1"
"Alcaldía Municipal de Trinidad","Territorial","1"
"Instituto de Planificación y Promoción de Soluciones Energéticas para Las Zonas no Interconectadas","Nacional","1"
"Alcaldía Municipal de Yondó","Territorial","1"
"E.S.P. Empresa de Aseo de Pereira S.A.","Territorial","1"
"Alcaldía Municipal de La Tebaida Quindío","Territorial","1"
"Alcaldía Municipal de Uribe","Nacional","1"
"Alcaldía Distrital de Barranquilla, Distrito Especial, Industrial y Portuario","Nacional","1"
"Secretaria de Salud departamental ","Departamental","1"
"E.S.E. Camu El Amparo","Territorial","1"
"Departamento Nacional de Planeacion y Departamento Administrativo Nacional de Estadisticas","Departamental","1"
"Alcaldía Municipal de Villavicencio","Territorial","1"
"E.S.E. Hospital Fernando Troconis","Territorial","1"
"Unidad Administrativa Especial de Aeronáutica Civil","Nacional","1"
"Alcaldía Municipal de Melgar Tolima","Territorial","1"
"Alcaldía Municipal de Fómeque","Territorial","1"
"Empresa Comunitaria Acueducto, Alcantarillado y Aseo Saravena – Arauca","Nacional","1"
"Alcaldía Municipal de San Luis Tolima","Territorial","1"
"Gobernación del Choco","Territorial","1"
"Alcaldía Municipal de Toro Valle del Cauca","Territorial","1"
"E.S.E. Carmen Emilia Ospina","Territorial","1"
"Administración Publica Cooperativa Onzagua","Territorial","1"
"E.S.P. Empresa de Servicios Públicos del Meta Edesa","Territorial","1"
"Cámara de Comercio de Tuluá","Nacional","1"
"Alcaldía Municipal de Palmas del Socorro","Territorial","1"
"Contraloría Municipal de Armenia","Territorial","1"
"Alcaldía Municipal de Manzanares","Territorial","1"
"U.F.P.S. Ocaña Universidad Francisco de Paula Santander","Territorial","1"
"E.S.P. Empresa de Servicios Públicos de Fusagasugá Emserfusa","Territorial","1"
"Alcaldía Municipal de Titiribí","Territorial","1"
"E.S.E. Hospital San Rafael Facatativá","Nacional","1"
"E.S.E. Hospital Regional de Duitama","Territorial","1"
"E.S.E. Hospital Integrado de Landázuri","Territorial","1"
"Universidad Tecnológica de Pereira","Nacional","1"
"Alcaldía Municipal de Albania Guajira","Territorial","1"
"E.S.P. Aseo Roldanillo S.A.","Nacional","1"
"Alcaldía Municipal de Mapiripán","Territorial","1"
"Alcaldía Municipal de Yotoco","Nacional","1"
"sistema Unico de Informacion de Servicios Publicos Domiciliarios - Aseo S.U.I.","Departamental","1"
"Alcaldía Municipal de Bucaramanga","Nacional","1"
"E.S.E. Hospital Geriátrico San Isidro Manizales","Territorial","1"
"Alcaldía Municipal de Duitama","Nacional","1"
"Camara Comercio del Cauca","Departamental","1"
"Corporación Autónoma Regional de Santander","Nacional","1"
"Dirección General de Sanidad Militar","Nacional","1"
"Alcaldía Municipal de la Dorada","Territorial","1"
"Cámara de Comercio de Tuluá","Territorial","1"
"Alcaldía Municipal de San Diego","Territorial","1"
"Alcaldía Municipal de La Argentina","Territorial","1"
"Corporación Autónoma Regional del Valle del Cauca","Territorial","1"
"Alcaldía Municipal de Santa Cruz de Lorica","Territorial","1"
"Alcaldía Municipal de La Celia","Territorial","1"
"E.S.E. Hospital Mental de Antioquia Homo","Territorial","1"
"Alcaldía Municipal de Sabanalarga Atlántico","Territorial","1"
"E.S.E. Hospital San Rafael Nivel II","Territorial","1"
"Centro de Diagnostico Automotor del Valle Ltda.","Territorial","1"
"Corporación para el Desarrollo Sostenible del Urabá","Nacional","1"
"Concejo Municipal San José del Guaviare","Territorial","1"
"Cámara de Comercio de Cartagena","Nacional","1"
"Concejo Municipal Riosucio Caldas","Territorial","1"
"Departamento Administrativo de la Defensoría del Espacio Público","Nacional","1"
"Agencia de Renovación del Territorio","Territorial","1"
"Centro de Habilitación del Niño Cehani","Territorial","1"
"Fondo de Desarrollo de la Educación Superior","Nacional","1"
"Instituto Purificense para la Recreación y El Deporte","Territorial","1"
"Alcaldía Municipal de La Vega Cundinamarca","Nacional","1"
"Empresa de Licores de Cundinamarca","Nacional","1"
"E.S.E. Hospital Sararí Saravena","Territorial","1"
"E.S.P. Empresa de Acueducto y Alcantarillado de Pereira S.A.","Territorial","1"
"Cámara de Comercio de La Guajira","Territorial","1"
"Gobernación de Boyacá","Nacional","1"
"Contraloría Municipal de Cúcuta","Territorial","1"
"E.S.E. Hospital San José Ortega","Territorial","1"
"Valor+ S.A.S.","Nacional","1"
"Instituto Municipal para El Deporte y La Recreación de Ibagué","Territorial","1"
"Concejo Municipal de Cucunubá","Territorial","1"
"Agencia para Las Alianzas Público Privadas","Nacional","1"
"Universidad del Magdalena","Nacional","1"
"Alcaldía Municipal de Castilla la Nueva","Nacional","1"
"Personería Municipal de Itagüí Antioquia","Nacional","1"
"Instituto de Infraestructura y Concesiones de Cundinamarca","Territorial","1"
"Sociedad de Acueductos y Alcantarillados del Huila Aguas del Huila S.A.","Territorial","1"
"Contraloría Departamental de Santander","Territorial","1"
"Alcaldía Municipal de Gutiérrez","Territorial","1"
"Alcaldía Municipal de Tibaná","Territorial","1"
"E.S.E. Hospital Universitario del Valle Evaristo García","Territorial","1"
"Empresas Varias de Medellín","Internacional","1"
"Personería Municipal de Barrancabermeja Santander","Territorial","1"
"E.S.P. Empresa de Servicios Públicos de Cajicá S.A.","Territorial","1"
"Alcaldía Municipal de Chinavita","Territorial","1"
"Universidad de Antioquia","Territorial","1"
"E.S.P. Empresas Varias de Caicedonia E.V.C.","Territorial","1"
"Camara de Comercio del Cauca","Departamental","1"
"E.S.E. Nuestra Señora de Las Mercedes de Saladoblanco","Territorial","1"
"Vallecaucana de Aguas S.A. E.S.P.","Nacional","1"
"Alcaldía Municipal de Santa María","Territorial","1"
"Gobernación del Atlántico","Nacional","1"
"E.S.E. Hospital San Jerónimo","Territorial","1"
"Alcaldía Municipal de Tausa","Territorial","1"
"Alcaldía Municipal de Santiago","Territorial","1"
"Hospital Regional Valle de Tenza","Territorial","1"
"Instituto para El Deporte y La Recreación de Casanare","Territorial","1"
"Notaria única de Pacho","Territorial","1"
"Alcaldía Municipal de Santa Lucia","Territorial","1"
"Gobernación del Putumayo","Nacional","1"
"CÁMARA DE COMERCIO DEL PIEDEMONTE ARAUCANO","Territorial","1"
"Alcaldía Municipal de Betania","Nacional","1"
"Alcaldía Municipal de Palestina Caldas","Nacional","1"
"Cámara de Comercio de Aguachica","Nacional","1"
"Ministerio de la Tecnología y la Comunicación - MINTIC.","Departamental","1"
"Alcaldía Municipal de Boyacá","Territorial","1"
"Ministerio de Educación Nacional - Icfes.  Secretaría de Educacion y Cultura del Departamento del Cauca","Departamental","1"
"Alcaldía Municipal de Sutamarchán","Territorial","1"
"Instituto Libanense para El Deporte y La Recreación Ilider","Territorial","1"
"Alcaldía Municipal de Puerto Gaitán","Territorial","1"
"Instituto Municipal de La Recreación y El Deporte de Zipaquirá","Territorial","1"
"Alcaldía Municipal de Medio San Juan","Territorial","1"
"Empresa Municipal de Renovación Urbana del Municipio de Santiago de Cali","Territorial","1"
"Corporación Autónoma Regional de la Frontera Nororiental","Territorial","1"
"Interconexión Eléctrica S.A. E.S.P.","Nacional","1"
"Alcaldía Municipal de Ráquira","Territorial","1"
"Aguas Regionales EPM S.A. E.S.P.","Territorial","1"
"E.S.E. Hospital Regional del Magdalena Medio","Territorial","1"
"Ministerio de Salud y Proteccion Social BDUA","Departamental","1"
"E.S.E. Hospital Manuel Elkin Patarroyo Santa Rosa del Sur","Territorial","1"
"Unidad Administrativa Especial de Catastro Distrital","Territorial","1"
"Alcaldía Municipal de Quipile","Territorial","1"
"Alcaldía Municipal de Calamar Guaviare","Territorial","1"
"E.S.E. Hospital Universitario Cari","Nacional","1"
"Contraloría General de la República","Departamental","1"
"Cámara de Comercio de Sogamoso","Territorial","1"
"Politécnico Colombiano Jaime Isaza Cadavid","Territorial","1"
"Hospital Departamental Psiquiátrico Universitario del Valle E.S.E.","Territorial","1"
"Empresa de Desarrollo Urbano de Barrancabermeja","Territorial","1"
"Concejo Municipal de Maicao Guajira","Territorial","1"
"Notaria Tercera del Círculo de Palmira","Territorial","1"
"Unidad de Víctimas Red Nacional de Información","Departamental","1"
"E.S.E. Empresa Social del Estado Instituto de Salud de Bucaramanga Isabu","Territorial","1"
"Universidad Industrial de Santander","Territorial","1"
"E.S.E. Hospital Emiro Quintero Cañizares Ocaña","Territorial","1"
"Empresa de Licores de Cundinamarca","Territorial","1"
"Concejo Municipal Palestina Caldas","Territorial","1"
"Sanatorio de Agua de Dios, Empresa Social del Estado","Territorial","1"
"E.S.E. Red Salud del Centro del Municipio de Cali","Nacional","1"
"Cámara de Comercio del Cauca","Nacional","1"
"Concejo Municipal de Angostura","Territorial","1"
"Alcaldía Municipal de Solano","Territorial","1"
"Instituto Departamental de Transito y Transporte del Quindío","Territorial","1"
"E.S.P. Empresa Municipal de Servicios Públicos Domiciliarios de Piedecuesta","Territorial","1"
"Secretaria de la Mujer","Departamental","1"
"Alcaldía Municipal de Restrepo","Territorial","1"
"Emcaservicios  S.A.   E.S.P.","Departamental","1"
"Alcaldía Municipal de Sutatausa","Nacional","1"
"Cámara de Comercio del Magdalena Medio","Territorial","1"
"Notaria 62 de Bogotá","Nacional","1"
"Concejo Municipal de Calarcá Quindío","Territorial","1"
"Alcaldía Municipal de Campoalegre","Territorial","1"
"Corporación Autónoma Regional del Tolima","Territorial","1"
"Gobernación del Quindío","Nacional","1"
"E.S.E. de Salud de Elías Huila","Territorial","1"
"Alcaldía Municipal de La Virginia","Territorial","1"
"Vallecaucana de Aguas S.A. E.S.P.","Territorial","1"
"Corporación Autónoma Regional de Boyacá","Territorial","1"
"Contraloría Municipal de Neiva","Territorial","1"
"E.S.P. Empresa Aguas de Facatativá","Territorial","1"
"Empresas Publicas de Medellín","Nacional","1"
"Contraloría Departamental de Cundinamarca","Territorial","1"
"Alcaldía Municipal de San Andrés Santander","Nacional","1"
"E.S.E. Hospital San Vicente de Paul Fómeque","Nacional","1"
"Concejo Municipal de Envigado","Territorial","1"
"Instituto de Cultura y Turismo de Bolívar","Nacional","1"
"Personería Municipal de Medellín","Nacional","1"
"Personería Municipal de Zipaquirá","Territorial","1"
"Instituto para El Fomento de La Recreación y El Deporte de Sogamoso","Territorial","1"
"E.S.E. Salud Sogamoso","Nacional","1"
"Lotería del Cauca","Departamental","1"
