"nombre","telefono_fijo","direcci_n","email","pagina_web"
"SEDE SIMON BOLIVAR","5829546","AV 29 NO 15-129 BARRIO SIMON BOLIVAR ANILLO VIAL OCCIDENTAL","coljulioperezferrero@semcucuta.gov.co","https://julioperezferrero.edu.co/web/"
"COL RAFAEL URIBE URIBE","5817361","AV 5 NO 7-48 BARRIO DOÑA NIDIA","colrafaeluribe@semcucuta.gov.co","https://colrafaeluribeuribe.edu.co/web/"
"ESC DOÑA NIDIA NO 62","5788476","AV 4 NO 7-55 BARRIO DOÑA NIDIA","colrafaeluribe@semcucuta.gov.co","https://colrafaeluribeuribe.edu.co/web/"
"ESC CARLOS RAMIREZ PARIS NO 78","5817361","AV 5 NO 4-04 BARRIO CARLOS RAMIREZ PARIS","colrafaeluribe@semcucuta.gov.co","https://colrafaeluribeuribe.edu.co/web/"
"COL BAS HOMBRES NUEVOS","5817361","AV 18 NO 4-24 BARRIO EL DESIERTO","colrafaeluribe@semcucuta.gov.co","https://colrafaeluribeuribe.edu.co/web/"
"COL CLAUDIA MARIA PRADA AYALA","5813939","CLL 2 NO 7-44 BARRIO NIÑA CECI","colclaudiamariaprada@semcucuta.gov.co","https://colclama.edu.co/web/"
"COL HERMANO RODULFO ELOY","5810796","CLL 9 NO 15-64 BARRIO BELISARIO","colclaudiamariaprada@semcucuta.gov.co","https://colclama.edu.co/web/"
"ESC SAN VICENTE DE PAUL NO 80","5814213","CLL 14 NO 12-70 BARRIO BELISARIO","colclaudiamariaprada@semcucuta.gov.co","https://colclama.edu.co/web/"
"INST TEC BUENA ESPERANZA","5666534","CORREG BUENA ESPERANZA","colbuenaesperanza@semcucuta.gov.co","https://www.institutotecnicobuenaesperanza.edu.co/"
"CENT EDUC LA ESPERANZA","5666534","CORREG LA ESPERANZA","colbuenaesperanza@semcucuta.gov.co","https://www.institutotecnicobuenaesperanza.edu.co/"
"ESC LOS REYES","5666534","CORREG BUENA ESPERANZA VEREDA LOS REYES","colbuenaesperanza@semcucuta.gov.co","https://www.institutotecnicobuenaesperanza.edu.co/"
"ESC NVA LA SUSANITA","5666534","VEREDA LA SUSANITA","colbuenaesperanza@semcucuta.gov.co","https://www.institutotecnicobuenaesperanza.edu.co/"
"ESC NVA EL PLOMO","5666534","VEREDA EL PLOMO","colbuenaesperanza@semcucuta.gov.co","https://www.institutotecnicobuenaesperanza.edu.co/"
"CENT EDUC LONDRES","5666534","VEREDA LONDRES","colbuenaesperanza@semcucuta.gov.co","https://www.institutotecnicobuenaesperanza.edu.co/"
"CENT EDUC LAS VACAS","5666534","VEREDA LAS VACAS","colbuenaesperanza@semcucuta.gov.co","https://www.institutotecnicobuenaesperanza.edu.co/"
"COL BAS SAN JOSE DE LA VEGA","5666534","VEREDA SAN JOSE DE LA VEGA CORREG BUENA ESPERANZA","colbuenaesperanza@semcucuta.gov.co","https://www.institutotecnicobuenaesperanza.edu.co/"
"ESC NVA RUR EL LIMONCITO","5666534","VEREDA EL LIMONCITO CORREG BUENA ESPERANZA","colbuenaesperanza@semcucuta.gov.co","https://www.institutotecnicobuenaesperanza.edu.co/"
"CENT EDUC CAMPO HERMOSO","5666534","VEREDA CAMPO HERMOSO","colbuenaesperanza@semcucuta.gov.co","https://www.institutotecnicobuenaesperanza.edu.co/"
"ESC NVA BRISAS DEL ORIENTE","5666534","VEREDA BRISAS DEL ORIENTE","colbuenaesperanza@semcucuta.gov.co","https://www.institutotecnicobuenaesperanza.edu.co/"
"INST TEC RAFAEL GARCIA HERREROS","5666700","CORREG PALMARITO HACIENDA SANTA MARIA","colrafaelgarciaherreros_rural@semcucuta.gov.co","NO APLICA"
"CENT EDUC MONTEVERDE","5666700","VEREDA MONTE VERDE CORREG PALMARITO","colrafaelgarciaherreros_rural@semcucuta.gov.co","NO APLICA"
"CENT EDUC 5 DE MAYO","5666700","VEREDA 5 DE MAYO CORREG PALMARITO","colrafaelgarciaherreros_rural@semcucuta.gov.co","NO APLICA"
"CENT EDUC EL AMPARO","5666700","VEREDA EL AMPARO CORREG PALMARITO","colrafaelgarciaherreros_rural@semcucuta.gov.co","NO APLICA"
"CENT EDUC LA PUNTA","5666700","VEREDA LA PUNTA CORREG BANCO DE ARENA","colrafaelgarciaherreros_rural@semcucuta.gov.co","NO APLICA"
"ESC RUR EL VEINTICINCO","5666700","VEREDA EL VEINTICINCO CORREG BANCO DE ARENA","colrafaelgarciaherreros_rural@semcucuta.gov.co","NO APLICA"
"CENT EDUC BANCO DE ARENA","5666700","VEREDA BANCO DE ARENA","colrafaelgarciaherreros_rural@semcucuta.gov.co","NO APLICA"
"CENT EDUC MIRAFLORES","5666700","VEREDA MIRAFLORES CORREG BANCO DE ARENA","colrafaelgarciaherreros_rural@semcucuta.gov.co","NO APLICA"
"CENT EDUC VIGILANCIA","5666700","VEREDA VIGILANCIA CORREG BANCO DE ARENA","colrafaelgarciaherreros_rural@semcucuta.gov.co","NO APLICA"
"CENT EDUC PUERTO LEON","5666700","VEREDA PUERTO LEON CORREG BANCO DE ARENA","colrafaelgarciaherreros_rural@semcucuta.gov.co","NO APLICA"
"COL FRAY MANUEL ALVAREZ","5768796","AV 2 NO 1-14 CORREG SAN FAUSTINO","colfraymanuelalvarez@semcucuta.gov.co","https://colfraymanuelalvarez.edu.co/web/"
"ESC RUR INTEGD SAN FAUSTINO","5768796","AV 2 NO 1-14 CORREG SAN FAUSTINO","colfraymanuelalvarez@semcucuta.gov.co","https://colfraymanuelalvarez.edu.co/web/"
"CENT EDUC CERRO TASAJERO","5768796","VEREDA PASO DE LOS RIOS","colfraymanuelalvarez@semcucuta.gov.co","https://colfraymanuelalvarez.edu.co/web/"
"CENT EDUC EL ARRAYAN","5768796","VEREDA EL ARRAYAN CORREG SAN FAUSTINO","colfraymanuelalvarez@semcucuta.gov.co","https://colfraymanuelalvarez.edu.co/web/"
"CENT EDUC EL DESCANSO","5768796","VEREDA EL DESCANSO CORREG RICAURTE","colfraymanuelalvarez@semcucuta.gov.co","https://colfraymanuelalvarez.edu.co/web/"
"CENT EDUC LA CHINA","5768796","VEREDA LA CHINA","colfraymanuelalvarez@semcucuta.gov.co","https://colfraymanuelalvarez.edu.co/web/"
"CENT EDUC LA FUNDERA","5768796","VEREDA LA FUNDERA CORREG SAN FAUSTINO","colfraymanuelalvarez@semcucuta.gov.co","https://colfraymanuelalvarez.edu.co/web/"
"CENT EDUC LA SABANA","5768796","VEREDA LA SABANA CORREG SAN FAUSTINO","colfraymanuelalvarez@semcucuta.gov.co","https://colfraymanuelalvarez.edu.co/web/"
"CENT EDUC LOS NEGROS","5768796","VEREDA LOS NEGROS CORREG RICAURTE","colfraymanuelalvarez@semcucuta.gov.co","https://colfraymanuelalvarez.edu.co/web/"
"CENT EDUC RICAURTE","5768796","CORREG RICAURTE","colfraymanuelalvarez@semcucuta.gov.co","https://colfraymanuelalvarez.edu.co/web/"
"CENT EDUC TIO JOSE","5768796","VEREDA SANTA CECILIA CORREG SAN FAUSTINO","colfraymanuelalvarez@semcucuta.gov.co","https://colfraymanuelalvarez.edu.co/web/"
"ESC RUR NUEVO PORVENIR","5768796","VIA A CORREG SAN FAUSTINO","colfraymanuelalvarez@semcucuta.gov.co","https://colfraymanuelalvarez.edu.co/web/"
"INST TEC JORGE GAITAN DURAN","5666518","CARRERA 4 NO 16-94 BARRIO OBRERO CORREG AGUACLARA","coljorgegaitanduran@semcucuta.gov.co","https://jorgegaitanduran.edu.co/portal/"
"ESC RUR INTEGD AGUA CLARA","5666518","BARRIO CENTRO CORREG AGUACLARA","coljorgegaitanduran@semcucuta.gov.co","https://jorgegaitanduran.edu.co/portal/"
"ESC NVA LA JARRA","5666518","VEREDA LA JARRA CORREG AGUACLARA","coljorgegaitanduran@semcucuta.gov.co","https://jorgegaitanduran.edu.co/portal/"
"CENT EDUC LA JAVILLA","5666518","VEREDA LA JAVILLA CORREG PUERTO VILLAMIZAR","coljorgegaitanduran@semcucuta.gov.co","https://jorgegaitanduran.edu.co/portal/"
"CENT EDUC LA TIGRA","5666518","VEREDA LA TIGRA CORREG AGUACLARA","coljorgegaitanduran@semcucuta.gov.co","https://jorgegaitanduran.edu.co/portal/"
"CENT EDUC SAN JOAQUIN","5666518","VEREDA SAN JOAQUIN CORREG AGUACLARA","coljorgegaitanduran@semcucuta.gov.co","https://jorgegaitanduran.edu.co/portal/"
"ESC NVA MINUTO DE DIOS","5666518","VEREDA MINUTO DE DIOS CORREG AGUACLARA","coljorgegaitanduran@semcucuta.gov.co","https://jorgegaitanduran.edu.co/portal/"
"ESC NVA ROSA BLANCA","5666518","VEREDA CAÑO MONO CORREG AGUACLARA","coljorgegaitanduran@semcucuta.gov.co","https://jorgegaitanduran.edu.co/portal/"
"CENT EDUC LOS CAMBULOS","5666518","VEREDA LOS CAMBULOS CORREG PUERTO VILLAMIZAR","coljorgegaitanduran@semcucuta.gov.co","https://jorgegaitanduran.edu.co/portal/"
"CENT EDUC PUERTO VILLAMIZAR","5666518","CORREG PUERTO VILLAMIZAR","coljorgegaitanduran@semcucuta.gov.co","https://jorgegaitanduran.edu.co/portal/"
"CENT EDUC CAMPO ALEGRE","5666518","VEREDA CAMPO ALEGRE CORREG AGUACLARA","coljorgegaitanduran@semcucuta.gov.co","https://jorgegaitanduran.edu.co/portal/"
"CENT EDUC NUEVA FRONTERA","5666518","VEREDA NUEVA FRONTERA","coljorgegaitanduran@semcucuta.gov.co","https://jorgegaitanduran.edu.co/portal/"
"CENT EDUC BAJO GUARAMITO","5666518","VEREDA BAJO GUARAMITO CORREG AGUACLARA","coljorgegaitanduran@semcucuta.gov.co","https://jorgegaitanduran.edu.co/portal/"
"COL BAS JAIME CARDENAS MONCADA","5666518","CORREG ALTO GUARAMITO","coljorgegaitanduran@semcucuta.gov.co","https://jorgegaitanduran.edu.co/portal/"
"CENT EDUC CARTAGENA","5666518","VEREDA LLANO SECO CORREG GUARAMITO","coljorgegaitanduran@semcucuta.gov.co","https://jorgegaitanduran.edu.co/portal/"
"CENT EDUC FUNDACION","5666518","VEREDA FUNDACION CORREG GUARAMITO","coljorgegaitanduran@semcucuta.gov.co","https://jorgegaitanduran.edu.co/portal/"
"ESC RUR LA FRONTERA","5666518","CORREG PUERTO VILLAMIZAR","coljorgegaitanduran@semcucuta.gov.co","https://jorgegaitanduran.edu.co/portal/"
"COL PUERTO NUEVO","5800548","KM 24 VIA A PUERTO SANTANDER","colpuertonuevo@semcucuta.gov.co","http://colpuertonuevo.blogspot.com/"
"ESC RUR PATILLALES","5800548","KM 7 VIA A PUERTO SANTANDER","colpuertonuevo@semcucuta.gov.co","http://colpuertonuevo.blogspot.com/"
"ESC RUR AGUA BLANCA","5800548","VEREDA AGUA BLANCA KM 14 VIA A PUERTO SANTANDER","colpuertonuevo@semcucuta.gov.co","http://colpuertonuevo.blogspot.com/"
"ESC RUR LA ARENOSA","5800548","VEREDA ORIPAYA KM 17 VIA A PUERTO SANTANDER","colpuertonuevo@semcucuta.gov.co","http://colpuertonuevo.blogspot.com/"
"ESC RUR LA ESPERANZA","5800548","KM 27 VIA A PUERTO SANTANDER","colpuertonuevo@semcucuta.gov.co","http://colpuertonuevo.blogspot.com/"
"ESC RUR ALTO VIENTO","5800548","KM 31 VIA A PUERTO SANTANDER","colpuertonuevo@semcucuta.gov.co","http://colpuertonuevo.blogspot.com/"
"ESC RUR BERLIN","5800548","VEREDA BERLIN CORREG AGUACLARA","colpuertonuevo@semcucuta.gov.co","http://colpuertonuevo.blogspot.com/"
"COL CAMILO TORRES","3112230042","VEREDA EL NUCLEO CAMILO TORRES CORREG BUENA ESPERANZA","colcamilotorres@semcucuta.gov.co","http://www.colcamilotorres.edu.co/"
"CENT EDUC BELLAVISTA","3112230042","VEREDA BELLAVISTA","colcamilotorres@semcucuta.gov.co","http://www.colcamilotorres.edu.co/"
"CENT EDUC JAIME PARDO LEAL","3112230042","VEREDA NUEVA MADRID","colcamilotorres@semcucuta.gov.co","http://www.colcamilotorres.edu.co/"
"CENT EDUC LA GRAN COLOMBIA","3112230042","VEREDA RESTAURACION CORREG AGUACLARA","colcamilotorres@semcucuta.gov.co","http://www.colcamilotorres.edu.co/"
"CENT EDUC SAN AGUSTIN DE LOS POZOS","3112230042","VEREDA SAN AGUSTIN DE LOS POZOS CORREG AGUACLARA","colcamilotorres@semcucuta.gov.co","http://www.colcamilotorres.edu.co/"
"CENT EDUC AGUALASAL","3107927043","VEREDA AGUALASAL","colagualasal@semcucuta.gov.co","NO APLICA"
"CENT EDUC LA HORTENSIA","3107927043","VEREDA LA HORTENSIA","colagualasal@semcucuta.gov.co","NO APLICA"
"ESC RUR EL SUSPIRO","3107927043","VEREDA EL SUSPIRO CORREG PALMARITO","colagualasal@semcucuta.gov.co","NO APLICA"
"CENT EDUC ESC RUR EL CARMEN DE TONCHALA","5666580 - 5666581","CORREG EL CARMEN DE TONCHALA","colcarmendetonchala@semcucuta.gov.co","https://www.cercarmendetonchala.edu.co/"
