"uid","name","description","owner","owner_uid","publication_stage","audience","approval_status","provenance","type","category","tags","url","api_endpoint","creation_date","last_data_updated_date","domain","derived_view","visits","downloads","row_count","column_count","contact_email","license","attribution","attribution_link","published_version_name","published_version_uid","parent_uid","commoncore_publisher","informacindedatos_fechaemisinddmmaaaa","commoncore_contactname","commoncore_language","commoncore_contactemail","commoncore_license","commoncore_issued","informacindelaentidad_sector","commoncore_references","informacindelaentidad_nombredelaentidad","commoncore_publicaccesslevel","commoncore_bureaucode","commoncore_describedby","commoncore_updatefrequency","informacindedatos_urlnormativa","informacindelaentidad_departamento","informacindelaentidad_autor","informacindelaentidad_orden","commoncore_programcode","commoncore_lastupdate","commoncore_homepage","commoncore_uniqueidentifier","informacindelaentidad_reaodependecia","informacindedatos_fechaemisinaaaammdd","informacindelaentidad_reaodependencia","informacindelaentidad_municipio","commoncore_geographiccoverage","informacindedatos_frecuenciadeactualizacin","informacindedatos_idioma","commoncore_theme","informacindedatos_coberturageogrfica","informacindedatos_urldocumentacin"
"4cph-59cb","Empresas de Transporte Público Colectivo y Masivo Habilitadas por el del AMB 2022","Listado de empresas de Transporte Colectivo y Masivo habilitadas por el Área Metropolitana de Barranquilla, vigentes para la vigencia 2022.","VANESSA GONZALEZ","vsxg-a9i9","published","private","pending","official","dataset","Transporte","habilitadas,empresas,colectivo,2022,amb,masivo","https://www.datos.gov.co/d/4cph-59cb","https://www.datos.gov.co/resource/4cph-59cb.json","2022-08-25T18:55:06.000","2022-08-25T19:21:31.000","www.datos.gov.co","false","1","0","28","5","vgonzalez@ambq.gov.co",,"ÁREA METROPOLITANA DE BARRANQUILLA",,,,,,,,,,,,"Función Pública",,"Área Metropolitana de Barranquilla",,,,,,"Atlántico",,"Territorial",,,,,,"2022-08-25","OFICINA DE TRANSPORTE PUBLICO INDIVIDUAL ","Barranquilla",,"No aplica","Español",,"Municipal",
"ec2r-4byk","VOLADURA DE OLEDUCTOS","Afectación a la infraestructura crítica:  voladura de oleoductos","johalda","g7xk-p77r","published","private","pending","official","dataset","Seguridad y Defensa","oleductos","https://www.datos.gov.co/d/ec2r-4byk","https://www.datos.gov.co/resource/ec2r-4byk.json","2022-07-18T05:24:09.000","2022-07-18T05:26:34.000","www.datos.gov.co","false","9","0","1074","6","johan.aldana@mindefensa.gov.co",,"Ministerio de Defensa Nacional","https://www.mindefensa.gov.co",,,,,,,,,,,"Defensa",,"Ministerio de Defensa Nacional",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2022-07-17","Observatorio de Derechos Humanos y Defensa Nacional","Bogotá D.C.",,"Mensual","Español",,"Nacional",
"pzte-synn","Inscritos por nacionalidad","Estudiantes inscritos por nacionalidad varios periodos","Universidad del Quindio","r9f9-nfit","published","private","pending","official","dataset","Educación","estrato socioeconómico,departamentos,género,ciudades,sedes,programas,nacionalidad,modalidad,metodología,facultades,jornada","https://www.datos.gov.co/d/pzte-synn","https://www.datos.gov.co/resource/pzte-synn.json","2022-08-26T14:57:16.000","2022-08-26T15:14:07.000","www.datos.gov.co","false","1","0","37195","16","datospersonales@uniquindio.edu.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2022-08-25","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","https://www.uniquindio.edu.co/"
"an3k-6ukx","REGISTRO_ACTIVOS_INFORMACION_ALCALDÍA 2022","REGISTRO_ACTIVOS_INFORMACION_ALCALDÍA 2022","sistemas@inirida-guainia.gov.co","jdge-tvxq","published","private","pending","official","dataset","Función pública",,"https://www.datos.gov.co/d/an3k-6ukx","https://www.datos.gov.co/resource/an3k-6ukx.json","2022-08-28T17:50:48.000","2022-08-28T18:48:34.000","www.datos.gov.co","false","0","0","92","6",,"Creative Commons Attribution | NoDerivatives 4.0 International License","Alcaldía de Inírida",,,,,,,,,,,,"Función Pública",,"Alcaldía Municipal de Puerto Inírida",,,,,,"Guainía",,"Territorial",,,,,,"2022-08-28","SECRETARÍAS DE DESPACHO","Inírida",,"Anual","Español",,"Municipal",
"b37f-xgnz","JUNTAS DE ACCION COMUNAL - MADRID","Lista de la Juntas de Acción Comunal en el Municipio de Madrid Cundinamarca","MUNICIPIO DE MADRID","ky4c-8wt2","published","private","pending","official","dataset","Participación ciudadana","juntas de acción comunal,jac,madrid","https://www.datos.gov.co/d/b37f-xgnz","https://www.datos.gov.co/resource/b37f-xgnz.json","2022-08-23T20:00:12.000","2022-08-23T20:09:20.000","www.datos.gov.co","false","1","0","79","6","sistemas@madrid-cundinamarca.gov.co","Creative Commons Attribution 4.0 International","Secretaria de Gobierno -Participacion Ciudadana",,,,,,,,,,,,"Función Pública",,"Alcaldía Municipal de Madrid",,,,,,"Cundinamarca",,"Territorial",,,,,,"2022-08-23","Secretaria de Gobierno ","Madrid",,"Trienio","Español",,"Municipal",
"kyny-vq2w","Activos de Información Datos abiertos","Este conjunto de datos involucra el diseño, establecimiento e implementación de un proceso que permita la identificación, valoración, clasificación y tratamiento de los activos de información más importantes de la entidad.","Planeacion Cremil","i3i3-hzc8","published","private","pending","official","dataset","Seguridad y Defensa","activos de información","https://www.datos.gov.co/d/kyny-vq2w","https://www.datos.gov.co/resource/kyny-vq2w.json","2022-08-26T15:58:41.000","2022-08-26T16:22:01.000","www.datos.gov.co","false","1","0","295","20","planeacion@cremil.gov.co",,"Caja de Retiro de las Fuerzas Militares",,,,,,,,,,,,"Defensa",,"Caja de Retiro de Las Fuerzas Militares",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"12-08-2022","Oficina Asesora de Planeación","Bogotá D.C.",,"Anual","Español",,"Nacional",
"jb6n-s8ni","Admitidos Histórico","Estudiantes admitidos varios periodos","Universidad del Quindio","r9f9-nfit","published","private","pending","official","dataset","Educación","estrato socioeconómico,modalidad,nacionalidad,programa,estado civil,metodología,jornada,facultad,sede,ciudades,departamentos","https://www.datos.gov.co/d/jb6n-s8ni","https://www.datos.gov.co/resource/jb6n-s8ni.json","2022-08-24T20:14:31.000","2022-08-24T21:03:43.000","www.datos.gov.co","false","2","0","18694","16","datospersonales@uniquindio.edu.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2022-08-24","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","https://www.uniquindio.edu.co/"
"fufc-mz5g","Esquema de Publicación de Información - OFICINA DE TRANSPARENCIA","Información Suministrada por la Oficina de TRANSPARENCIA – INFORME DE ACTIVIDADES de todas las Entidades que Tiene la ALCALDIA DE NEIVA.","Secretaria TIC","7ht6-gbyf","published","private","pending","official","dataset","Trabajo","oficina de transparencia de neiva.","https://www.datos.gov.co/d/fufc-mz5g","https://www.datos.gov.co/resource/fufc-mz5g.json","2022-08-25T14:37:58.000","2022-08-25T14:53:20.000","www.datos.gov.co","false","1","0","440","9",,"Creative Commons Attribution | NoDerivatives 4.0 International License","Oficina de Transparencia de Neiva",,,,,,,,,,,,"Organismos de control y vigilancia",,"Alcaldía Municipal de Neiva",,,,,,"Huila",,"Territorial",,,,,,"2022-08-24","Secretaria tic","Neiva",,"Anual","Español",,"Municipal",
"k2qf-h4dm","TARIFAS DE TRAMITES DE TRANSPORTE  2022","Listado de Tarifas de trámites de Transporte del AMB para la vigencia 2022.","VANESSA GONZALEZ","vsxg-a9i9","published","private","pending","official","dataset","Transporte","amb,tarifas,tramites,transporte,2022","https://www.datos.gov.co/d/k2qf-h4dm","https://www.datos.gov.co/resource/k2qf-h4dm.json","2022-08-25T19:33:16.000","2022-08-25T19:36:50.000","www.datos.gov.co","false","1","0","52","10","vgonzalez@ambq.gov.co",,"ÁREA METROPOLITANA DE BARRANQUILLA",,,,,,,,,,,,"Función Pública",,"Área Metropolitana de Barranquilla",,,,,,"Atlántico",,"Territorial",,,,,,"2022-08-25","OFICINA DE TRANSPORTE PUBLICO INDIVIDUAL ","Barranquilla",,"Anual","Español",,"Municipal",
"7af5-43zi","RAI Registro de Activos de Información - OFICINA DE TRANSPARENCIA","RAI Registro de Activos de Información dadol por la Oficina de Transparencia de la Alcaldia de Neiva.","Secretaria TIC","7ht6-gbyf","published","private","pending","official","dataset","Organismos de Control","avance de metas y rendición de cuentas garantizando la transparencia y acceso de la ciudadanía a la información pública","https://www.datos.gov.co/d/7af5-43zi","https://www.datos.gov.co/resource/7af5-43zi.json","2022-08-27T11:51:52.000","2022-08-27T12:04:42.000","www.datos.gov.co","false","1","0","493","5",,"Creative Commons Attribution | NoDerivatives 4.0 International License","Oficina de Transparencia de Neiva",,,,,,,,,,,,"Organismos de control y vigilancia",,"Alcaldía Municipal de Neiva",,,,,,"Huila",,"Territorial",,,,,,"2022-08-24","Secretaria tic","Neiva",,"Anual","Español",,"Municipal",
