"matr_cula","organizaci_n_jur_dica","categoria","est_matricula","raz_n_social","nit","fec_matricula","fec_renovacion","_ltimo_a_o_renovado","fec_constitucion","fec_disolucion","fec_vigencia","direcci_n","municipio","tel_fono_1","tel_fono_2","tel_fono_3","vigilancia","email","ciiu_actividad_1","ciiu_actividad_2","ciiu_actividad_3","ciiu_actividad_4","activo_total","representante_legal"
"S0503897","12","1","IA","Asociacion De Platanicultores De Puerto Miriam","9010372931","2016-12-15T00:00:00.000","2021-06-03T00:00:00.000","2021","2016-12-15T00:00:00.000","N/A","2036-10-13T00:00:00.000","Calle 2 N 12-65","Villanueva","3204963299","N/A","N/A","Gobernacion De Casanare","platanopuertomiriam@gmail.com","A0161 ** Actividades de apoyo a la agricultura","N/A","N/A","N/A","1,200,000","Rodriguez Campos Hermogenes"
"S0504213","12","1","II","Asociación Artesanos Tejedores De Paz","9012269431","2018-10-30T00:00:00.000","2018-10-30T00:00:00.000","2018","2018-10-30T00:00:00.000","N/A","2048-10-30T00:00:00.000","Calle 26 N. 19 A - 08","Yopal","3138071668","3167780748","N/A","Gobernacion De Casanare","artesanostejedoresdepaz2018@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","1,200,000","Ramirez Castaneda Maria Lucila"
"S0504226","12","1","IA","Club Leones De Colombia","9012342135","2018-11-22T00:00:00.000","2020-12-01T00:00:00.000","2020","2018-11-22T00:00:00.000","N/A","2118-09-09T00:00:00.000","Carrera 4 19-38","Mani","3123591229","N/A","N/A","Gobernacion De Casanare","shiwazukenergy@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.","N/A","N/A","1,200,000","Chiguasuque Granados Alvaro Geovanny"
"S0503409","12","1","II","Asociacion Altos Colinas De San Pedro","9007378494","2014-05-28T00:00:00.000","2019-03-19T00:00:00.000","2019","2014-03-30T00:00:00.000","N/A","99999999","Vereda Aeropuerto","Villanueva","3227012722","N/A","N/A","Gobernancion De Casanare","asosanpedro@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","1,200,000","Arevalo Daza Nixon Fabian"
"S0503307","12","1","II","Asociacion De Transportadores De Servicio Especial Carga Y Mano De Obra De Villanueva Casanare","9006507745","2013-09-02T00:00:00.000","2019-04-01T00:00:00.000","2019","2013-08-25T00:00:00.000","N/A","N/A","Cl 16 N 12-60","Villanueva","3134061615","3213962828","N/A","N/A","humberar@yahoo.com","S9499 ** Actividades de otras asociaciones n.c.p.","H4922 ** Transporte mixto","N7830 ** Otras actividades de provisión de talento humano","N7730 ** Alquiler y arrendamiento de otros tipos de maquinaria  equipo y bienes tangibles n.c.p.","1,200,000","Ardila Botero Humberto"
"S0501270","12","1","II","Corporacion Club Social Zapatoza","8440040182","2002-11-28T00:00:00.000","2019-03-28T00:00:00.000","2019","2002-09-26T00:00:00.000","N/A","N/A","Carrera 17 Nro 11-02","Aguazul","3112575130","N/A","N/A","Secretaria De Gobierno Departamental","niyi.amado@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.","N8130 ** Actividades de paisajismo y servicios de mantenimiento conexos","N/A","1,200,000","Amado Leon Marco Antonio"
"S0503962","12","1","IA","Fundacion Renacer Flor Amarillo","9010764394","2017-05-02T00:00:00.000","2021-12-13T00:00:00.000","2021","2017-05-02T00:00:00.000","N/A","N/A","Carrera 20 N. 16-65","Yopal","3102023632","3138520458","N/A","Gobernacion De Casanare","ruth1068@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","Q8720 ** Actividades de atencion residencial  para el cuidado de pacientes con retardo mental  enfermedad mental y consumo de sustancias psicoactivas","Q8699 ** Otras actividades de atencion de la salud humana","Q8790 ** Otras actividades de atencion en instituciones con alojamiento","1,205,000","Hernandez Ramirez Ruth Cecilia"
"S0504539","12","1","IA","Asociación De Profesionales Maniceños","9014704331","2021-03-10T00:00:00.000","2021-03-10T00:00:00.000","2021","2021-03-10T00:00:00.000","N/A","2041-02-23T00:00:00.000","Carrera 4  13  09","Mani","3212121821","N/A","N/A","Gobernación De Casanare","asociaciondeprofesionalesmani@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","1,260,000","Cahueño Barrera Jein Xiomara"
"S0504436","12","1","IA","Corporación Turistica El Mohán","9013841115","2020-05-26T00:00:00.000","2021-03-31T00:00:00.000","2021","2020-05-26T00:00:00.000","N/A","2040-05-25T00:00:00.000","Carrera 5 N 2 02","Tauramena","3124883509","3115327758","N/A","Gobernacion De Casanare","corporacionelmohan@gmail.com","N7912 ** Actividades de operadores turisticos","S9499 ** Actividades de otras asociaciones n.c.p.","N8230 ** Organizacion de convenciones y eventos comerciales","M7020 ** Actividades de consultoria de gestion","1,300,000","Cardenas Morales Heydi Julieth"
"S0502835","12","1","II","Fundacion Para El Desarrollo Social  La Educacion Y La Cultura Mano Amiga De Casanare","9003998028","2010-12-03T00:00:00.000","2018-03-15T00:00:00.000","2018","2010-12-03T00:00:00.000","N/A","99999999","Carrera 16A 36B 10","Yopal","3124096992","3124331786","N/A","N/A","manoamiga@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","1,300,000","Suarez Robayo Rodrigo"
"S0504091","12","1","II","Corporación Cívica Cultural Y Folclórica El Viejo Criollo","9011359303","2017-11-28T00:00:00.000","2018-09-24T00:00:00.000","2018","2017-11-28T00:00:00.000","N/A","N/A","Corregimiento Jagueyes Del Guirripa","San Luis De Palenque","3115978317","3214503269","N/A","Gobernacion De Casanare","corporacionelviejocriollo@gmail.com","R9007 ** Actividades de espectaculos musicales en vivo","P8553 ** Enseñanza cultural","R9002 ** Creacion musical","R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.","1,300,000","Heredia Orlando"
"S0501381","12","1","II","Asociacion De Usuarios Comerciantes De La Plaza De Mercado San San Jose De Pore Del Municipio De Pore.","8440043931","2003-07-14T00:00:00.000","2019-03-23T00:00:00.000","2019","2003-07-04T00:00:00.000","N/A","N/A","Carrera 15 N 4 Plaza De Mercado","Pore","3115688706","N/A","N/A","N/A","jairoelbertobernalmesa@yahoo.com","S9499 ** Actividades de otras asociaciones n.c.p.","G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados","G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados","G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco","1,304,076","Bernal Mesa Jairo Elberto"
"S0504133","12","1","IA","Fundacion Reforestadora De Colombia","9011744221","2018-04-13T00:00:00.000","2020-07-02T00:00:00.000","2020","2018-04-13T00:00:00.000","N/A","99999999","Calle 2 Sur 8 - 16","Paz De Ariporo","3105640415","N/A","N/A","Secretaria Departamental","funreforescol@gmail.com","O8413 ** Regulacion de las actividades de organismos que prestan servicios de salud  educativos  culturales y otros servicios sociales  excepto servicios de seguridad social","A0210 ** Silvicultura y otras actividades forestales","N/A","N/A","1,312,600","Lancheros Ibañez Floro Ovelio"
"S0501026","12","1","IA","Asociacion Caleidoscopio","8440029789","2001-07-04T00:00:00.000","2021-02-02T00:00:00.000","2021","2001-07-05T00:00:00.000","N/A","N/A","Carrera 16 No. 8 - 05","Tauramena","6247337","3112191789","N/A","Gobernacion","alexroa24@gmail.com","P8553 ** Enseñanza cultural","J6010 ** Actividades de programacion y transmision en el servicio de radiodifusion sonora","N/A","N/A","1,357,000","Roa Carrillo Ernesto Alexander"
"S0501903","12","1","IA","Asociacion De Adulto Mayor El Jardin De La Experiencia Del Municipio De Chameza Departamento De Casanare","9000937143","2006-07-05T00:00:00.000","2022-02-22T00:00:00.000","2021","2006-07-05T00:00:00.000","N/A","2026-06-21T00:00:00.000","Barrio El Centro","Chameza","3103353696","N/A","N/A","Gobernacion De Casanare","stellatorres123@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","1,400,000","Lemus Barreto Transito"
"S0503586","12","1","II","Asociacion De Transporte Especial Y Alquileres De Aguazul","9008835795","2015-08-31T00:00:00.000","2018-03-31T00:00:00.000","2018","2015-08-31T00:00:00.000","N/A","2035-07-25T00:00:00.000","Cr. 18A No. 21-72","Aguazul","3124804849","N/A","N/A","N/A","asotraesa@gmail.com","N7710 ** Alquiler y arrendamiento de vehiculos automotores","N7730 ** Alquiler y arrendamiento de otros tipos de maquinaria  equipo y bienes tangibles n.c.p.","H4921 ** Transporte de pasajeros","H4922 ** Transporte mixto","1,400,000","Camargo Sanchez Oscar"
"S0500231","12","1","IA","Asociacion De Mujeres Trabajadoras De Recetor  Entidad Sin Animo Delucro","9000777913","1997-07-04T00:00:00.000","2021-03-19T00:00:00.000","2021","1997-07-04T00:00:00.000","N/A","N/A","Carrera 2 No. 2-42","Recetor","3102692786","N/A","N/A","Gobernacion De Casanare","byolan4@yahoo.es","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","1,450,000","Cruz Cadena Yolanda"
"S0503805","12","1","II","Asociacion Dignidad Por Tamara En Liquidacion","9009815383","2016-06-17T00:00:00.000","2018-03-02T00:00:00.000","2018","2016-06-17T00:00:00.000","2021-05-26T00:00:00.000","2021-05-26T00:00:00.000","Carrera 9 No. 5-29","Tamara","3138428922","N/A","N/A","Gobernacion De Casanare","nandita154@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","A0210 ** Silvicultura y otras actividades forestales","O8413 ** Regulacion de las actividades de organismos que prestan servicios de salud  educativos  culturales y otros servicios sociales  excepto servicios de seguridad social","N/A","1,500,000","Velandia Duran Fernanda Claribeth"
"S0504057","12","1","II","Asociacion Via Alterna Nacional Yopal-Labranzagrande-Sogamoso En Liquidacion","9011172861","2017-09-21T00:00:00.000","2018-03-31T00:00:00.000","2018","2017-09-21T00:00:00.000","2021-09-13T00:00:00.000","2021-09-13T00:00:00.000","Carrera 29 33-21","Yopal","3103305698","N/A","N/A","N/A","viaalternanacional@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","1,500,000","Salazar Gutierrez Carlos Wilson"
"S0504044","12","1","IA","Asociacion De Profesionales Tecnicos En Transito Transporte Y Seguridad Vial De Colombia","9011110431","2017-08-31T00:00:00.000","2020-12-10T00:00:00.000","2020","2017-08-31T00:00:00.000","N/A","2022-08-18T00:00:00.000","Transversal 9C 13-23","Yopal","3502695367","N/A","N/A","Gobernacion De Casanare","yuquibe@hotmail.com","M7490 ** Otras actividades profesionales  cientificas y tecnicas n.c.p.","P8551 ** Formación para el trabajo","M7110 ** Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica","N/A","1,500,000","Quinceno Benavides Yubirley"
"S0504295","12","1","IA","Corporación Deportiva Llanos Orientales","9012852212","2019-05-17T00:00:00.000","2019-05-17T00:00:00.000","2019","2019-04-22T00:00:00.000","N/A","2023-04-22T00:00:00.000","Calle 31A 45-03","Yopal","3112500927","N/A","N/A","Gobernacion De Casanare","gojita.66@hotmail.com","R9319 ** Otras actividades deportivas","R9312 ** Actividades de clubes deportivos","N/A","N/A","1,500,000","Jimenez Tamara Gonzalo"
"S0504228","12","1","IA","Asociacion De Jovenes Emprendedores De Tauramena","9012342110","2018-11-23T00:00:00.000","2021-11-09T00:00:00.000","2021","2018-11-23T00:00:00.000","N/A","2023-10-30T00:00:00.000","Vereda Piñalito Alto Finca Santa Maria","Tauramena","3103269049","N/A","N/A","Gobernacion","santiago_parra2203@hotmail.com","M7020 ** Actividades de consultoria de gestion","A0161 ** Actividades de apoyo a la agricultura","G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados","N/A","1,500,000","Perez Hernandez Gustavo Adolfo"
"S0503680","12","1","II","Corporacion Para La Construccion Y El Desarrollo Sostenible","9009282051","2016-01-18T00:00:00.000","2018-03-31T00:00:00.000","2018","2016-01-18T00:00:00.000","N/A","2026-01-04T00:00:00.000","Calle 19 N 17-20","Yopal","3118917620","N/A","N/A","N/A","juankpositivo@hotmail.com","E3600 ** Captacion  tratamiento y distribucion de agua","G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados","J6110 ** Actividades de telecomunicaciones alambricas","F4390 ** Otras actividades especializadas para la construccion de edificios y obras de ingenieria civil","1,500,000","Perez Jaramillo Juan Carlos"
"S0503852","12","1","II","Asociacion De Escoltas Y Tecnicos Viales Del Casanare","9010066352","2016-09-07T00:00:00.000","2018-03-31T00:00:00.000","2018","2016-09-07T00:00:00.000","N/A","2026-05-09T00:00:00.000","Cra 29 No. 33-21","Yopal","3103305698","N/A","N/A","N/A","luzma_27@yahoo.es","H4921 ** Transporte de pasajeros","N/A","N/A","N/A","1,500,000","Salazar Gutierrez Carlos Wilson"
"S0504489","12","1","IA","Asociacion De Vivienda Comunitaria De Interes Social Villa Luna","9014245404","2020-10-22T00:00:00.000","2020-10-22T00:00:00.000","2020","2020-10-22T00:00:00.000","N/A","2030-02-08T00:00:00.000","Urbanización Villa Luz","Pore","3209139265","N/A","N/A","Gobernacion De Casanare","lorenzocallejas@yahoo.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","1,500,000","Suarez Suarez Jose Clevis"
"S0501835","12","1","II","Asociacion Departamental De Palmicultores De Casanare Adepalma","9000748387","2006-03-09T00:00:00.000","2018-03-27T00:00:00.000","2018","2006-03-09T00:00:00.000","N/A","2031-03-05T00:00:00.000","Calle 6 N 20 -36","Yopal","3108807403","N/A","N/A","N/A","jpserviciosyasesorias@hotmail.com","A0111 ** Cultivo de cereales (excepto arroz)  legumbres y semillas oleaginosas","P8551 ** Formación para el trabajo","N/A","N/A","1,500,000","Rojas Camargo Pedro Leonel"
"S0503258","12","1","IA","Asociacion De Volqueteros De La Chaparrera","9006265690","2013-06-14T00:00:00.000","2020-08-13T00:00:00.000","2020","2013-06-14T00:00:00.000","N/A","2033-06-02T00:00:00.000","Calle 5 N 5-30 Corr La Chaparrera","Yopal","3112475970","3123215821","N/A","Secretaria De Gobierno Departamental","esperanzamaldonado271974@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","1,500,000","Preciado Sanchez Willian"
"S0503584","12","1","IA","Asociacion De Mujeres Unidas Por Casanare","9008821861","2015-08-26T00:00:00.000","2020-09-16T00:00:00.000","2020","2015-08-26T00:00:00.000","N/A","2035-07-13T00:00:00.000","Vda Plan Brisas","Aguazul","3176982609","3158291871","N/A","Gobernación De Casanare","asmuc2014@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","1,500,000","Cely Naranjo Diana Marcela"
"S0503920","12","1","IA","Asociacion De Constructores Licaivi Del Upia","9010527349","2017-02-08T00:00:00.000","2019-06-25T00:00:00.000","2019","2016-12-21T00:00:00.000","N/A","2036-12-21T00:00:00.000","Vereda La Libertad Km 1 Via Barranca De Upia","Villanueva","3115251924","N/A","N/A","N/A","asolicaivi@gmail.com","F4290 ** Construccion de otras obras de ingenieria civil","F4210 ** Construccion de carreteras y vias de ferrocarril","N8130 ** Actividades de paisajismo y servicios de mantenimiento conexos","N/A","1,500,000","Carrascal Leguizamo Bairon Leonel"
"S0503933","12","1","II","Asociacion De Victimas Dejando Huellas De Corazon Por Un Nuevo Pais","9010623451","2017-03-08T00:00:00.000","2018-03-31T00:00:00.000","2018","2017-03-08T00:00:00.000","N/A","2037-02-19T00:00:00.000","Manzana M Lote 22","Yopal","3107664177","3227304261","N/A","N/A","asociavictimasdejandohuellas@gmail.com","A0121 ** Cultivo de frutas tropicales y subtropicales","A0141 ** Cria de ganado bovino y bufalino","A0150 ** Explotacion mixta (agricola y pecuaria)","A0122 ** Cultivo de platano y banano","1,500,000","Martinez Zubieta Mercy Judith"
"S0504163","12","1","IA","Asociacion De La Reserva Activa Y Veteranos De Las Fuerzas Militares Y Sociedad Civil De Colombia.","9011965096","2018-07-11T00:00:00.000","2020-07-02T00:00:00.000","2020","2018-07-11T00:00:00.000","N/A","2038-07-01T00:00:00.000","Carrera 46  31A-69","Yopal","3118637683","N/A","N/A","Gobernacion De Casanare","salvacamelos2009@hotmail.com","A0111 ** Cultivo de cereales (excepto arroz)  legumbres y semillas oleaginosas","A0126 ** Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos","A0144 ** Cria de ganado porcino","N/A","1,500,000","Morales Elaika Ruben Dario"
"S0504218","12","1","II","Corporación Alianza Cultural Para La Paz","9012294631","2018-11-08T00:00:00.000","2019-03-30T00:00:00.000","2019","2018-11-01T00:00:00.000","N/A","2038-11-08T00:00:00.000","Calle 19A N 13 - 65","Yopal","3102740102","N/A","N/A","Gobernacion De Casanare","corporacionalianzaculturalparalapaz@gmail.com","N8230 ** Organizacion de convenciones y eventos comerciales","P8551 ** Formación para el trabajo","G4759 ** Comercio al por menor de otros articulos domesticos en establecimientos especializados","N/A","1,500,000","Guevara Aya Diana Carolina"
"S0504445","12","1","IA","Asociacion De Entrenadores De Baloncesto De Casanare","9013896101","2020-06-16T00:00:00.000","2021-10-22T00:00:00.000","2021","2020-06-16T00:00:00.000","N/A","2040-05-05T00:00:00.000","Carrera 16 23-03","Yopal","3142877417","N/A","N/A","Gobernacion De Casanare","asebac.casanare@gmail.com","P8552 ** Enseñanza deportiva y recreativa","P8551 ** Formación para el trabajo","R9319 ** Otras actividades deportivas","R9311 ** Gestion de instalaciones deportivas","1,500,000","Guzman Cruz Eliecer"
"S0504112","12","1","IA","Asociacion De Volqueteros Del Municipio De Chameza Casanare","9011533357","2018-02-06T00:00:00.000","2020-01-23T00:00:00.000","2020","2018-01-25T00:00:00.000","N/A","2048-01-25T00:00:00.000","Calle 7 No 10-36","Chameza","3124248826","N/A","N/A","Gobernación De Casanare","sanivan06@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","H4922 ** Transporte mixto","N/A","N/A","1,500,000","Vargas Holguin Yuri Andrei"
"S0504303","12","1","IA","Asociacion De Seguridad Privada Del Casanare","9012950448","2019-06-11T00:00:00.000","2019-06-11T00:00:00.000","2019","2019-02-12T00:00:00.000","N/A","2049-02-19T00:00:00.000","Calle 18 No. 12-14","Aguazul","3115531414","3118449735","N/A","Gobernacion De Casanare","leidisitacorrea2711@hotmail.com","N8010 ** Actividades de seguridad privada","N8020 ** Actividades de servicios de sistemas de seguridad","N/A","N/A","1,500,000","Vanega Caicedo Arnoldo"
"S0504174","12","1","II","Asociación Junta Administradora De Acueducto Y Saneamiento Básico Comunitario Los Sabanales De Casanare E.S.P","9012040771","2018-08-09T00:00:00.000","2018-08-09T00:00:00.000","2018","2018-08-09T00:00:00.000","N/A","2050-05-19T00:00:00.000","Calle 28 26-26","Yopal","6343389","3125234306","N/A","Gobernacion De Casanare","alorca0601@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","1,500,000","Ortiz Cardona Alvaro"
"S0503121","12","1","II","Corporacion Vision Empresarial Progresista","9005227668","2012-05-09T00:00:00.000","2018-02-26T00:00:00.000","2018","2012-05-09T00:00:00.000","N/A","2062-03-18T00:00:00.000","Kilometro 1 Via Yopal Aguazul Margen Izquierda","Yopal","3133662732","N/A","N/A","N/A","visionandoconfuturo@gmail.com","P8551 ** Formación para el trabajo","G4669 ** Comercio al por mayor de otros productos n.c.p.","P8559 ** Otros tipos de educacion n.c.p.","P8553 ** Enseñanza cultural","1,500,000","Abril Abril Edilberto"
"S0503260","12","1","II","Asociacion Casanareña De Archivistas","9006606417","2013-06-20T00:00:00.000","2018-03-31T00:00:00.000","2018","2013-06-20T00:00:00.000","N/A","2112-04-02T00:00:00.000","Calle 25A N 14-54","Yopal","6347619","3143707216","3112452572","N/A","a.c.a.casanare@hotmail.com","R9101 ** Actividades de bibliotecas y archivos","O8413 ** Regulacion de las actividades de organismos que prestan servicios de salud  educativos  culturales y otros servicios sociales  excepto servicios de seguridad social","O8412 ** Actividades ejecutivas de la administracion publica","N/A","1,500,000","Rojas Gomez Maria Del Pilar"
"S0504381","12","1","IA","Asociacion Integral De Mujeres Emprendedoras Y Productivas De Aguazul Casanare","9013468508","2019-12-05T00:00:00.000","2021-03-03T00:00:00.000","2021","2019-12-05T00:00:00.000","N/A","2119-12-05T00:00:00.000","Calle 6 N 5A 11","Aguazul","3112614575","N/A","N/A","Gobernacion De Casanare","yasu1702@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","1,500,000","Salazar Urrego Yubis Alejandra"
"S0504532","12","1","IA","Fundacion Yo Soy Mi Projimo","9014662732","2021-03-03T00:00:00.000","2021-03-03T00:00:00.000","2021","2021-03-03T00:00:00.000","N/A","99999999","Carrera 15 N 15  23","Yopal","3105714385","N/A","N/A","Gobernacion De Casanare","sergeybernal@hotmail.com","S9491 ** Actividades de asociaciones religiosas","P8551 ** Formación para el trabajo","G4631 ** Comercio al por mayor de productos alimenticios","N7830 ** Otras actividades de provisión de talento humano","1,500,000","Bernal Gonzalez Serguey"
"S0504393","12","1","IA","Fundación Cultural Son Cuerdas","9013589001","2020-01-22T00:00:00.000","2020-01-22T00:00:00.000","2020","2019-12-12T00:00:00.000","N/A","99999999","Carrera 7 N 8 39","Trinidad","3222957304","N/A","N/A","Gobernación De Casanare","fundacioncsoncuerdas2017@gmail.com","P8553 ** Enseñanza cultural","R9007 ** Actividades de espectaculos musicales en vivo","R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.","J5920 ** Actividades de grabacion de sonido y edicion de musica","1,500,000","Bossa Rivero Jhonny Noe"
"S0502101","12","1","IA","Fundacion Hipoterapia Solidaria","9001637889","2007-07-23T00:00:00.000","2020-07-15T00:00:00.000","2020","2007-07-23T00:00:00.000","N/A","99999999","Km 4 Vereda La Upamena Finca Las Heliconias","Yopal","3118471702","3102025821","N/A","Gobernacion De Casanare","funhipoterapiasolidaria@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","1,500,000","Quintero Motta Liliam Jaidi"
"S0502063","12","1","IA","Fundacion Casa Integral De La Mujer","9001448291","2007-04-11T00:00:00.000","2021-10-05T00:00:00.000","2021","2007-04-11T00:00:00.000","N/A","99999999","Carrera 12 4 39","Tauramena","3124151490","N/A","N/A","Gobernación","fundacioncasaintegraldelamujer@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","R9007 ** Actividades de espectaculos musicales en vivo","N/A","N/A","1,500,000","Alfonso Turmeque Blanca Ines"
"S0500101","12","1","IA","Fundacion Para El Desarrollo Etnocultural  Social Y Productivo Kurumani","8440004171","1996-12-17T00:00:00.000","2020-03-11T00:00:00.000","2020","1996-11-20T00:00:00.000","N/A","99999999","Cra 19 N. 7/79 Oficina 02","Yopal","3118211208","N/A","N/A","Secretaria De Gobierno","kurumani@gmail.com","P8551 ** Formación para el trabajo","M7020 ** Actividades de consultoria de gestion","P8559 ** Otros tipos de educacion n.c.p.","G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco","1,500,000","Romero Sua Marisela"
"S0503688","12","1","IA","Fundacion Casa De Restauracion Abba Kadosh","9009291841","2016-01-25T00:00:00.000","2021-11-03T00:00:00.000","2021","2016-01-25T00:00:00.000","N/A","N/A","Calle 12 No. 8-25","Aguazul","3112722565","N/A","N/A","Gobernacion De Casanare","casaderestauracionyavenisi@hotmail.com","Q8720 ** Actividades de atencion residencial  para el cuidado de pacientes con retardo mental  enfermedad mental y consumo de sustancias psicoactivas","Q8790 ** Otras actividades de atencion en instituciones con alojamiento","R9319 ** Otras actividades deportivas","N/A","1,500,000","Colina Hernandez Alex Alfonso"
"S0503733","12","1","II","Fundacion Pastoral Social Divino Niño Aguazul","9009463468","2016-03-03T00:00:00.000","2018-03-31T00:00:00.000","2018","2016-03-03T00:00:00.000","N/A","N/A","Cr 15 N 19-29","Aguazul","6384596","N/A","N/A","N/A","fundacionpdna@outlook.com","Q8890 ** Otras actividades de asistencia social sin alojamiento","N/A","N/A","N/A","1,500,000","Hernandez Carnaval Hernando De Jesus"
"S0503320","12","1","IA","Fundacion Crecimiento Vida Y Desarrollo Funcrevi","9006599387","2013-09-27T00:00:00.000","2022-03-31T00:00:00.000","2021","2013-09-27T00:00:00.000","N/A","N/A","Carrera 8 N 7 - 22","Paz De Ariporo","3102201070","N/A","N/A","Goberdacion De Casanare","funcrevi@gmail.com","Q8810 ** Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas","Q8730 ** Actividades de atencion en instituciones para el cuidado de personas mayores y/o discapacitadas","G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados","R9319 ** Otras actividades deportivas","1,500,000","Orduz Tarache Maria Juliana"
"S0502662","12","1","IA","Organizacion Fundacion Zamaricote","9003179182","2009-10-14T00:00:00.000","2021-04-06T00:00:00.000","2021","2009-10-14T00:00:00.000","N/A","N/A","Calle 31A Transversal 7B-15","Yopal","3167599530","N/A","N/A","Gobernacion De Casanare","fraider87@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","1,500,000","Jaimes Duran Frayderley"
"S0500010","12","1","IA","Urbanizacion Maranatha U.M.  Entidad Sin Animo De Lucro","9000883283","1996-05-17T00:00:00.000","2020-09-15T00:00:00.000","2020","1996-05-17T00:00:00.000","N/A","N/A","Carrera 6 40 Bis-38","Yopal","3105602487","N/A","N/A","Gobernacion De Casanare","juanstevia@hotmail.com","F4290 ** Construccion de otras obras de ingenieria civil","N/A","N/A","N/A","1,500,000","Sanchez Salamanca Juan"
"S0501516","12","1","II","Ong Prevenir","8440048013","2004-03-10T00:00:00.000","2019-04-01T00:00:00.000","2019","2003-12-27T00:00:00.000","N/A","N/A","Torre 41 Apto 104","Yopal","3124986351","N/A","N/A","N/A","ong_prevenir1@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","1,500,000","Ernesto Rozo Gil"
"S0503961","12","1","II","Fundacion Apoyo Social Servicial Integral & Solidario De Colombia","9010763049","2017-04-27T00:00:00.000","2018-04-27T00:00:00.000","2018","2017-04-27T00:00:00.000","N/A","N/A","Calle 18 N. 3 - 49","Monterrey","3212503849","3213096657","N/A","N/A","fundacionassisco@outlook.com","Q8890 ** Otras actividades de asistencia social sin alojamiento","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","1,519,796","Novoa Toloza Oscar Alexander"
"S0503594","12","1","II","Asociacion De Productores De Piña Gold En Casanare","9008897015","2015-09-15T00:00:00.000","2018-09-04T00:00:00.000","2018","2015-09-15T00:00:00.000","N/A","2035-09-05T00:00:00.000","Calle 1B N. 24 - 35 Casa 29","Tauramena","3104824839","N/A","N/A","Gobernacion De Casanare","joseignaciobaquele@gmail.com","A0121 ** Cultivo de frutas tropicales y subtropicales","N/A","N/A","N/A","1,549,000","Miranda Perilla Edilberto"
"S0503408","12","1","II","Asociacion Agroindustrial De Victimas Unidas Por El Campo","9007361460","2014-05-28T00:00:00.000","2018-08-06T00:00:00.000","2018","2014-05-28T00:00:00.000","N/A","2113-05-14T00:00:00.000","Carrera. 23A No. 20-44","Yopal","3219880204","N/A","3107875303","Gobernacion De Casanare","unidosporelcampo2014@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","1,562,000","Otero Gil Deisy Alinedh"
