"uid","name","owner","owner_uid","publication_stage","audience","approval_status","provenance","type","category","tags","url","api_endpoint","creation_date","last_data_updated_date","domain","derived_view","visits","downloads","row_count","column_count","contact_email","license","attribution","attribution_link","published_version_name","published_version_uid","parent_uid","commoncore_publisher","informacindedatos_fechaemisinddmmaaaa","commoncore_contactname","commoncore_language","commoncore_contactemail","commoncore_license","commoncore_issued","informacindelaentidad_sector","commoncore_references","informacindelaentidad_nombredelaentidad","commoncore_publicaccesslevel","commoncore_bureaucode","commoncore_describedby","commoncore_updatefrequency","informacindedatos_urlnormativa","informacindelaentidad_departamento","informacindelaentidad_autor","informacindelaentidad_orden","commoncore_programcode","commoncore_lastupdate","commoncore_homepage","commoncore_uniqueidentifier","informacindelaentidad_reaodependecia","informacindedatos_fechaemisinaaaammdd","informacindelaentidad_reaodependencia","informacindelaentidad_municipio","commoncore_geographiccoverage","informacindedatos_frecuenciadeactualizacin","informacindedatos_idioma","commoncore_theme","informacindedatos_coberturageogrfica","informacindedatos_urldocumentacin"
"6qs5-a357","Repositorio de Carga Datos Abiertos (Solo Adminsitradores)","Ministerio de Tecnologías de la Información y las Comunicaciones","r4qn-dwdd","published","private","not_ready","official","dataset",,,"https://www.datos.gov.co/d/6qs5-a357","https://www.datos.gov.co/resource/6qs5-a357.json","2016-11-10T18:26:34.000","2018-05-08T21:14:52.000","www.datos.gov.co","false","254","30","58","2",,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,,,,,,,"No Aplica",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-10-11","Ministerio de Tecnologías de la Información y las Comunicaciones","Bogotá D.C.",,"Trienio","Español",,"Internacional",
"d2v8-vpdg","Indicadores Año 2016 2017 Ciudadanía Digital","Ministerio TIC Oficina TI Gestión de Informacion","cw5t-ib5h","published","private","not_ready","official","dataset","Ciencia, Tecnología e Innovación","apropiación,transformación,formación,ciudadanía,inclusión,innovación,cursos","https://www.datos.gov.co/d/d2v8-vpdg","https://www.datos.gov.co/resource/d2v8-vpdg.json","2017-09-08T19:51:26.000","2017-09-11T20:23:32.000","www.datos.gov.co","false","507","69","12672","18",,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones","http://www.ciudadaniadigital.gov.co",,,,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2017-08-31","Apropiacion","Bogotá D.C.",,"No aplica","Español",,"Nacional",
"nvip-qz3b","Empresas servicios TIC, cooperación, proporción","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","relaciones para realizar actividades conducentes a la innovación","https://www.datos.gov.co/d/nvip-qz3b",,"2016-07-14T22:52:19.000","2016-07-14T22:52:19.000","www.datos.gov.co","false","21","0",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-04-07 11:18:57.39",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-04-07","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
"ug38-yw94","Matriculados profesional TIC, IES","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","matriculados formación profesional tic","https://www.datos.gov.co/d/ug38-yw94",,"2016-07-14T22:41:50.000","2016-07-14T22:41:50.000","www.datos.gov.co","false","13","1",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-03-30 08:49:21.673",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-03-30","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
"kw29-nmmi","Programas especialización TIC, OCDE","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","programas especialización tic","https://www.datos.gov.co/d/kw29-nmmi",,"2016-07-14T22:44:41.000","2016-07-14T22:44:41.000","www.datos.gov.co","false","27","1",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-03-31 09:31:27.65",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-03-31","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
"f76e-xjpw","Montos proyectos CTI TIC, proporción","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","monto proyectos cti en tic","https://www.datos.gov.co/d/f76e-xjpw",,"2016-07-14T22:50:38.000","2016-07-14T22:50:38.000","www.datos.gov.co","false","25","1",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-04-05 10:13:06.8",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-04-05","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
"qqmm-gk6d","Procedencia fuentes de información, servicio TIC","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","fuentes de información para innovaciones","https://www.datos.gov.co/d/qqmm-gk6d",,"2016-07-14T22:51:47.000","2016-07-14T22:51:47.000","www.datos.gov.co","false","30","1",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-04-05 11:51:58.603",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-04-05","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
"55yq-w959","Matriculados técnicos TIC, IES","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","matriculados formación técnica profesional tic","https://www.datos.gov.co/d/55yq-w959",,"2016-07-14T22:42:34.000","2016-07-14T22:42:34.000","www.datos.gov.co","false","10","1",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-03-30 10:49:17.103",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-03-30","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
"jcru-azf4","Matriculados profesional TIC, proporción","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","matriculados formación profesional tic","https://www.datos.gov.co/d/jcru-azf4",,"2016-07-14T22:41:59.000","2016-07-14T22:41:59.000","www.datos.gov.co","false","12","1",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-03-30 09:15:20.303",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-03-30","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
"c859-imh8","Proporción empresas servicios, TIC relación SNCTI","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","fuentes de información para innovaciones","https://www.datos.gov.co/d/c859-imh8",,"2016-07-14T22:52:01.000","2016-07-14T22:52:01.000","www.datos.gov.co","false","29","1",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-04-07 11:02:23.967",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-04-07","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
"6gs3-snbw","Data Jam 2017 - OP MinSalud  Información de riesgos y situaciones de interés salud pública","datajam-02","8quf-hzp5","published","private","not_ready","official","href","DataJam",,"https://www.datos.gov.co/d/6gs3-snbw",,"2017-04-19T07:03:20.000","2017-04-19T07:03:20.000","www.datos.gov.co","false","4","0",,,"jlozano@cintel.org.co","Creative Commons Attribution | Share Alike 4.0 International","MinSalud",,,,,,,,,,,,"Salud y Protección Social",,"Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"Bogotá D.C",,"Nacional",,,,,,"2016-12-31","MinSalud","Bogotá D.C.",,"Anual","Español",,"Nacional",
"jtvz-kgpg","Comentarios Campaña #Activados","urnadecristal","e6y4-a8hd","published","private","not_ready","official","dataset","Participación ciudadana",,"https://www.datos.gov.co/d/jtvz-kgpg","https://www.datos.gov.co/resource/jtvz-kgpg.json","2020-01-17T15:05:01.000","2020-01-17T15:08:02.000","www.datos.gov.co","false","23","9","375","6",,"Creative Commons 1.0 Universal (Public Domain Dedication)","Urna de Cristal",,,,,,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-12-31","Urna de Cristal","Bogotá D.C.",,"No aplica","Español",,"Nacional",
"tu75-fi98","Calendario","tolima","idvw-ryup","unpublished","private","not_ready","official","calendar","Ciencia, Tecnología e Innovación",,"https://www.datos.gov.co/d/tu75-fi98","https://www.datos.gov.co/resource/tu75-fi98.json","2020-09-09T09:17:02.000","2020-09-09T09:45:51.000","www.datos.gov.co","true","2","0",,,,"Creative Commons Attribution 4.0 International","Canales Digitales oficiales de MINTIC",,,,"wunr-87ba",,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2020-08-17","Fomento Regional","Bogotá D.C.",,"Quincenal","Español",,"Nacional",
"vcm6-8ea3","Programas doctorado TIC, OCDE","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","programas doctorado tic","https://www.datos.gov.co/d/vcm6-8ea3",,"2016-07-14T22:42:52.000","2016-07-14T22:42:52.000","www.datos.gov.co","false","77","1",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-03-30 11:48:43.637",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-03-30","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
"kd87-dk43","Convocatorias para Competencias Gerenciales por Departamiento y Estrato","icetex","muaa-kj2j","unpublished","private","not_ready","official","chart","Educación",,"https://www.datos.gov.co/d/kd87-dk43","https://www.datos.gov.co/resource/kd87-dk43.json","2021-10-13T01:02:17.000","2018-07-27T21:34:40.000","www.datos.gov.co","true","0","0",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de La Información y Las Comunicaciones","https://www.datos.gov.co/d/qry8-fmtm","Convocatorias para Competencias Gerenciales por Departamiento y Estrato","ae6a-v5fa","qry8-fmtm",,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2018-07-27","Dirección de Desarrollo de la Industria TI","Bogotá D.C.",,"Semestral","Español",,"Nacional",
"xd4b-pp5u","Comentarios a la Campaña #DetectorDeTrámites en Gov.co","urnadecristal","e6y4-a8hd","published","private","not_ready","official","dataset","Participación ciudadana",,"https://www.datos.gov.co/d/xd4b-pp5u","https://www.datos.gov.co/resource/xd4b-pp5u.json","2019-08-21T19:32:37.000","2019-08-21T19:35:40.000","www.datos.gov.co","false","61","158","146","10",,"Open Data Commons Public Domain Dedication and License",,,,,,,,,,,,,"No Aplica",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-08-21","Urna de Cristal","Bogotá D.C.",,"No aplica","Español",,"Nacional",
"azex-zkvh","Prueba formulario","Ministerio de Tecnologías de la Información y las Comunicaciones","r4qn-dwdd","published","private","not_ready","official","dataset",,,"https://www.datos.gov.co/d/azex-zkvh","https://www.datos.gov.co/resource/azex-zkvh.json","2019-07-09T14:46:26.000","2019-07-09T14:53:22.000","www.datos.gov.co","false","9","0","7","6",,,,,,,,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-07-09","Dirección Gobierno Digital","Bogotá D.C.",,"Diaria","Español",,"Nacional",
"karz-ix3f","Reporte Directiva de Austeridad x Sector","Ministerio de Tecnologías de la Información y las Comunicaciones","r4qn-dwdd","published","private","approved","official","filter","Gastos Gubernamentales",,"https://www.datos.gov.co/d/karz-ix3f","https://www.datos.gov.co/resource/karz-ix3f.json","2019-03-29T19:40:16.000","2019-05-17T20:38:33.000","www.datos.gov.co","true","301","29","24",,,"Creative Commons Attribution | Share Alike 4.0 International","Presidencia de la República","https://austeridad.gov.co/",,,"xmfi-vufk",,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-03-24","Agencia Nacional Digital","Bogotá D.C.",,"Trimestral","Español",,"Nacional",
"i7xr-5dju","Avance Apertura de Conjunto de Datos Abiertos del PIDA","Ministerio de Tecnologías de la Información y las Comunicaciones","r4qn-dwdd","published","public","approved","official","chart","Ciencia, Tecnología e Innovación",,"https://www.datos.gov.co/d/i7xr-5dju","https://www.datos.gov.co/resource/i7xr-5dju.json","2021-08-04T01:11:52.000","2022-07-05T18:58:11.000","www.datos.gov.co","true","74","0",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones","https://www.datos.gov.co/d/v8aw-jabd",,,"m242-xfrg",,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,"https://bit.ly/DocHojaRuta","Bogotá D.C.",,"Nacional",,,,,,"2021-07-02","Dirección de Gobierno en línea ","Bogotá D.C.",,"Mensual","Español",,"Nacional","https://bit.ly/DocHojaRuta"
"3s7h-zzup","Gráfica por ciudad Beneficiarios Convenios Talento TI 2012 - 2016","Ismael Perdomo","7nac-bdu3","published","private","approved","official","chart","Ciencia, Tecnología e Innovación","mintic,talento ti,icetex","https://www.datos.gov.co/d/3s7h-zzup","https://www.datos.gov.co/resource/3s7h-zzup.json","2017-06-23T14:43:33.000","2017-06-23T15:16:45.000","www.datos.gov.co","true","104","5","514",,,"Creative Commons Attribution | Share Alike 4.0 International","Fortalencimiento a la Industria TI - FITI","http://www.talentoti.gov.co/",,,"y77w-v3k8",,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de la Información y Las Comunicaciones",,,,,"","Bogotá D.C.",,"Nacional",,,,,,"2017-06-23","Fortalencimiento a la Industria TI - FITI","Bogotá D.C.",,"Mensual","Español",,"Nacional",""
"wsrw-hr5d","ZONAS WIFI GRATIS PARA LA GENTE - 20190331","Dirección de Promoción TIC","7p6t-6b3u","published","private","not_ready","official","dataset","Ciencia, Tecnología e Innovación","puntos de internet,puntos de acceso a internet gratis,totems wifi.,totems wifi gratis,sitios wifi gratuitos,sitios wifi gratis,wifi gratis colombia,wifi gratis nacional,wifi territorio nacional,navegación gratis,zonas wifi por municipio,zonas wifi,zonas wifi por departamento,zonas wifi en colombia,internet gratuito,conexión gratis a internet,red pública de conexión a internet gratuito,ubicación zonas wifi gratis,conexión a internet,conexión gratis,internet wifi gratis,wifi,mintic wifi,mintic wifi gratis,zonas wi-fi,wi-fi,dirección de promoción tic wifi,wifi municipios,zonas wifi gratis para la gente,wifi gratis,hotspot gratis","https://www.datos.gov.co/d/wsrw-hr5d","https://www.datos.gov.co/resource/wsrw-hr5d.json","2019-12-13T18:45:00.000","2019-12-13T19:22:50.000","www.datos.gov.co","false","747","209","1916","23","aruiz@mintic.gov.co","Creative Commons Attribution 4.0 International","Ministerio de Tecnologias de la Informacion y las Comunicaciones/ Direccion de Promocion TIC",,,,,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"20190331","Ministerio de Tecnologias de la Información y las Comunicaciones/ Direccion de Promocion TIC","Bogotá D.C.",,"No aplica","Español",,"Nacional",
"x4zn-dc28","Comentarios Campaña #HoyYMañanaBEPS","urnadecristal","e6y4-a8hd","published","private","not_ready","official","dataset","Participación ciudadana",,"https://www.datos.gov.co/d/x4zn-dc28","https://www.datos.gov.co/resource/x4zn-dc28.json","2019-07-18T21:47:42.000","2019-07-18T21:52:30.000","www.datos.gov.co","false","40","11","76","6",,"Open Data Commons Public Domain Dedication and License",,,,,,,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-07-18","Urna de Cristal","Bogotá D.C.",,"No aplica","Español",,"Nacional",
"2xjh-t22j","Prueba activos de información","andresval","865h-e5xe","published","public","approved","official","dataset","Estadísticas Nacionales",,"https://www.datos.gov.co/d/2xjh-t22j","https://www.datos.gov.co/resource/2xjh-t22j.json","2022-09-07T20:15:25.000","2022-09-07T20:27:34.000","www.datos.gov.co","false","25","1","40850","35",,"Creative Commons Attribution 4.0 International","Mintic",,,,,,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2022-09-07","Dirección Gobierno digital","Bogotá D.C.",,"Semestral","Español",,"Nacional",
"3gyh-9fzn","Comparativo índice Gobierno Digital Fusagasugá 2019","oeduarte","gmwx-5xcj","published","public","approved","official","filter","Ciencia, Tecnología e Innovación",,"https://www.datos.gov.co/d/3gyh-9fzn","https://www.datos.gov.co/resource/3gyh-9fzn.json","2021-09-20T14:40:48.000","2021-10-15T16:25:10.000","www.datos.gov.co","true","62","9","9",,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones","https://www.datos.gov.co/d/4w7d-yduq",,,"4w7d-yduq",,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2021-03-23","Dirección de Gobierno Digital","Bogotá D.C.",,"Mensual","Español",,"Nacional",
"pr6w-5ijh","Asesorias en Teletrabajo","Ministerio TIC Oficina TI Gestión de Informacion","cw5t-ib5h","published","public","approved","official","dataset","Ciencia, Tecnología e Innovación",,"https://www.datos.gov.co/d/pr6w-5ijh","https://www.datos.gov.co/resource/pr6w-5ijh.json","2020-12-15T00:46:38.000","2021-07-02T16:29:36.000","www.datos.gov.co","false","424","55","16265","14","cparrap@mintic.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones","https://www.datos.gov.co/d/pr6w-5ijh",,,,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2021-01-15","Dirección de Apropiación de las TIC","Bogotá D.C.",,"Mensual","Español",,"Nacional",
"iddn-y45n","Vista Conjunto de Datos estratégicos de las entidades nacionales publicados en datos.gov.co","Ministerio de Tecnologías de la Información y las Comunicaciones","r4qn-dwdd","unpublished","private","not_ready","official","filter","Ciencia, Tecnología e Innovación",,"https://www.datos.gov.co/d/iddn-y45n","https://www.datos.gov.co/resource/iddn-y45n.json","2021-04-13T18:27:42.000","2022-09-12T00:17:15.000","www.datos.gov.co","true","2","0",,,,,,,"Vista Conjunto de Datos estratégicos de las entidades nacionales publicados en datos.gov.co","ustw-qgb4","eqka-zuvh",,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2021-09015","Gobierno Digtal ","Bogotá D.C.",,"No aplica","Español",,"Nacional",
"wzik-8u7v","Resultados campañas articuladas por Urna de Cristal en 2021","urnadecristal","e6y4-a8hd","published","public","approved","official","dataset","Estadísticas Nacionales",,"https://www.datos.gov.co/d/wzik-8u7v","https://www.datos.gov.co/resource/wzik-8u7v.json","2021-12-16T15:32:13.000","2021-12-16T15:49:36.000","www.datos.gov.co","false","32","4","3945","19","info@urnadecristal.gov.co","Open Data Commons Attribution License","Urna de Cristal","https://www.datos.gov.co/d/wzik-8u7v",,,,,,,,,,,"No Aplica",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2021-12-16","Urna de Cristal","Bogotá D.C.",,"No aplica","Español",,"Nacional",
"3jh6-ejzi","3. Tablero Brechas de cantidad - Déficit de demanda Programas de Educación- Estudio de identificación de brechas de capital humano para el sector TIC","lmedina","em8d-zexv","published","public","approved","official","dataset","Ciencia, Tecnología e Innovación","brecha.","https://www.datos.gov.co/d/3jh6-ejzi","https://www.datos.gov.co/resource/3jh6-ejzi.json","2020-09-14T16:56:03.000","2020-09-17T00:29:56.000","www.datos.gov.co","false","245","54","606","8","datosabiertos@mintic.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Gobierno Digital","https://www.datos.gov.co/d/3jh6-ejzi",,,,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-12-27","Gobierno Digital - Datos Abiertos","Bogotá D.C.",,"Trienio","Español",,"Nacional",
"muqi-ijt7","5. Tablero Brecha de pertinencia – Participación del sector productivo -  Estudio de identificación de brechas de capital humano para el sector TIC (Slide 6)","lmedina","em8d-zexv","published","public","approved","official","dataset","Ciencia, Tecnología e Innovación",,"https://www.datos.gov.co/d/muqi-ijt7","https://www.datos.gov.co/resource/muqi-ijt7.json","2020-09-14T16:58:26.000","2020-09-17T00:48:59.000","www.datos.gov.co","false","88","20","149","4","sebastian.pantoja@ipsos.com",,,"https://www.datos.gov.co/d/muqi-ijt7",,,,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-12-27","Contratista: Unión Temporal Ipsos - Ítaca","Bogotá D.C.",,"Trienio","Español",,"Nacional",
"5gwr-9wyw","Vista Número de Servidores y Ciudadanos Formados en Datos Abiertos","Ministerio de Tecnologías de la Información y las Comunicaciones","r4qn-dwdd","published","public","approved","official","filter","Ciencia, Tecnología e Innovación","datosabiertos,capacitaciones","https://www.datos.gov.co/d/5gwr-9wyw","https://www.datos.gov.co/resource/5gwr-9wyw.json","2021-07-23T19:21:32.000","2022-07-05T17:26:15.000","www.datos.gov.co","true","94","7","7",,"datosabiertos@mintic.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones","https://www.datos.gov.co/d/g4ch-dnpp",,,"g4ch-dnpp",,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2021-07-02","Dirección de Gobierno en línea ","Bogotá D.C.",,"Mensual","Español",,"Nacional",
"mbnf-bbt9","Puntos Vive Digital del Departamento del Cesar","Departamento del Cesar","8mem-2a4y","published","public","approved","official","filter","Ciencia, Tecnología e Innovación","pvd,beneficiario,conectividad,provvedor","https://www.datos.gov.co/d/mbnf-bbt9","https://www.datos.gov.co/resource/mbnf-bbt9.json","2021-03-16T14:51:28.000","2021-09-03T16:28:43.000","www.datos.gov.co","true","101","8","16",,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones","https://www.datos.gov.co/d/etr2-mkeu",,,"etr2-mkeu",,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2017-07-31","Dirección de Infraestructura ","Bogotá D.C.",,"Mensual","Español",,"Nacional",
"snje-38e4","Zonas Digitales urbanas en el Valle del Cauca basado en Conjunto de Datos Mintic","Alcaldía de Tulua","aif7-frcv","published","public","approved","official","chart","Ciencia, Tecnología e Innovación",,"https://www.datos.gov.co/d/snje-38e4","https://www.datos.gov.co/resource/snje-38e4.json","2022-07-19T18:12:49.000","2022-06-10T18:03:38.000","www.datos.gov.co","true","75","0",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones","https://www.datos.gov.co/d/wg2u-d8ji",,,"wg2u-d8ji",,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2021-01-15","Dirección de Infraestructura","Bogotá D.C.",,"Mensual","Español",,"Nacional",
"pfqh-5v7r","Telefonía fija ingresos","Ministerio TIC Oficina TI Gestión de Informacion","cw5t-ib5h","published","public","approved","official","dataset","Ciencia, Tecnología e Innovación","larga distancia internacional entrante_,proveedor,ingresos,telefonia local,telefonía local extendida,larga distancia nacional","https://www.datos.gov.co/d/pfqh-5v7r","https://www.datos.gov.co/resource/pfqh-5v7r.json","2018-05-31T21:34:20.000","2022-08-01T15:19:08.000","www.datos.gov.co","false","802","140","9110","8","jrodriguez@mintic.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones","http://colombiatic.mintic.gov.co/",,,,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,"http://colombiatic.mintic.gov.co/679/w3-multipropertyvalues-36345-36377.html","Bogotá D.C.",,"Nacional",,,,,," 2018-04-04","Oficina Asesora de Planeación y Estudios Sectoriales","Bogotá D.C.",,"Trimestral","Español",,"Nacional","http://colombiatic.mintic.gov.co/679/w3-propertyvalue-36343.html"
