"c_digo_sigep","nombre","nit","orden","nivel","clasificaci_n_org_nica","sector","naturaleza_jur_dica","tipo_de_vinculaci_n","divipola_municipio","municipio","divipola_departamento","departamento","direcci_n","email","tel_fono","pagina_web","a_o_reporte_aspa","mes_reporte_aspa","iniciativa","producto_1","url_1","descripci_n_1","insumos_1","producto_2","url_2","descripci_n_2","insumos_2"
"0236","COMISIÓN DE REGULACIÓN DE AGUA POTABLE Y SANEAMIENTO BÁSICO","830000212-6","Nacional","Central","Ejecutiva","Vivienda Ciudad y Territorio","Unidad Administrativa Especial sin Personería Jurídica","Adscripción","1","BOGOTÁ","11","Bogotá D.C","CARRERA 12 N°97-80 PISO 2","correo@cra.gov.co","57 (1) 4873820","http://www.cra.gov.co","2022","3","ND","Gráfico Promedio de cargo por consumo según el sector  desde enero 2017 a diciembre 2021 (Departamento de Antioquia), basado en Tarifas Para Servicios De Acueducto y Aguas Residuales - EPM","https://www.datos.gov.co/Funci-n-p-blica/Promedio-de-cargo-por-consumo-seg-n-el-sector/9kpe-fpc7","Gráfico Promedio de cargo por consumo según el sector  desde enero 2017 a diciembre 2021 (Departamento de Antioquia), basado en Tarifas Para Servicios De Acueducto y Aguas Residuales - EPM","https://www.datos.gov.co/Funci-n-p-blica/Promedio-de-cargo-por-consumo-seg-n-el-sector/9kpe-fpc7",,,,
"0235","COMISIÓN DE REGULACIÓN DE COMUNICACIONES","830002593-6","Nacional","Descentralizado","Ejecutiva","Tecnologías de la Información y las Comunicaciones","Unidad Administrativa Especial sin Personería Jurídica","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Calle 59 A bis No. 5 - 53 Edificio LINK Siete Sesenta Piso 9 Bogotá D.C","atencioncliente@crcom.gov.co; silvia.ramirez@crcom.gov.co","3198300","http://www.crcom.gov.co","2022","3","ND","Información de tráfico de internet por Covid-19","https://postdata.gov.co/dataset/tr%C3%A1fico-de-internet-covid-19","Información de tráfico de internet por Covid-19","https://postdata.gov.co/dataset/tr%C3%A1fico-de-internet-covid-19",,,,
"5254","COMISIÓN DE REGULACIÓN DE ENERGÍA Y GAS","900034993-1","Nacional","Central","Ejecutiva","Minas y Energía","Unidad Administrativa Especial sin Personería Jurídica","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Avenida, Calle 116 No. 7-15 Edificio Cusezar Interior 2 oficina 901","creg@creg.gov.co","6032020","http://www.creg.gov.co","2022","4","Datos Abiertos","Visualización basado en tarifas aplicadas de gas natural","https://www.datos.gov.co/Minas-y-Energ-a/Visualizaci-n-sin-t-tulo-Basado-en-Tarifas-aplicad/qzkz-3vyk","Visualización basado en tarifas aplicadas de gas natural","https://www.creg.gov.co/atencion-y-servicios-la-ciudadania/datos-abiertos/datos-abiertos",,,,
"4629","COMISION DE REGULACION DE INFRAESTRUCTURA DE TRANSPORTE",,"Nacional","Descentralizado","Ejecutiva","Transporte","Unidad Administrativa Especial con Personería Jurídica","Adscripción","1","BOGOTÁ","11","Bogotá D.C","VACIA",,"000",,"0","0","ND","ND",,"ND","ND",,,,
"8309","CORPORACIÓN AGENCIA NACIONAL DE GOBIERNO DIGITAL",,"Nacional","Descentralizado","Ejecutiva","Tecnologías de la Información y las Comunicaciones","Entidad descentralizada indirecta","Vinculación","1","BOGOTÁ","11","Bogotá D.C","VACIA",,"0000",,"0","0","ND",,,,"ND",,,,
"6412","CORPORACIÓN COLOMBIA INTERNACIONAL.","800186585-7","Nacional","Descentralizado","Ejecutiva","Agropecuario, Pesquero y de Desarrollo Rural","Sociedad de Economía Mixta","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Calle 16 # 6-66 Piso 7","jbautista@cci.org.co","3443111 Ext 154","http://www.cci.org.co/cci/cci_x/scripts/index.php","0","0","ND","ND",,"ND","ND",,,,
"6418","CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA","800194600-3","Nacional","Descentralizado","Ejecutiva","Agropecuario, Pesquero y de Desarrollo Rural","Sociedad de Economía Mixta","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Avenida el Dorado 42 - 42","atencionalcliente@corpoica.org.co","4227373","http://www.corpoica.org.co","2020","9","Datos Abiertos","Servicio para la realización de planes de fertilización -  AgroSavia","ND","Permite al productor rural solicitar un análisis de su suelo y mediante el uso de inteligencia artifial, recibir recomendaciones. A través de un servicio de mensajería el agricultor envía su muestra a Agrosavia y allí, esta pasa por un proceso de secado, identificado y muestreo. Equipos especializados se encargan de digitalizaar dicha información, que posteriormente es analizada or el algoritmo de IA (Watson IBM), el cual al finalizar el proceso de predicción, envía lla recomendación al productos. El agricultor tiene acceso a un portal que le permite ver el estado del proceso de su muestra y descargar su respectivo informe. Se han generado más de 14 mil muestras de suelos para cultivos de las cuales 8.000, que pertenecen a 2.000 usuarios, han pasado por IA. Gobernaciones, Alcaldías, productores rurales tienen acceso a este servicio, el cual ha analizado cultivos de café, cañas paneleras, cacao, entre otros.","https://www.datos.gov.co/d/ch4u-f3i5","ND","ND",,
"2711","CORPORACION DE ABASTECIMIENTOS DEL VALLE DEL CAUCA S. A. -CAVASA-","890304219","Nacional","Descentralizado","Ejecutiva",,"Establecimiento Público","Vinculación","130","CANDELARIA","76","Valle del Cauca","CARRETERA VIA A MERCALIPUERTO","financierocontable@cavasa.com.co","092-4484926,4484929,","http://www.cavasa.com.co","0","0","ND","ND",,"ND","ND",,,,
"6416","CORPORACIÓN DE ABASTOS DE BOGOTÁ S.A.","860028093-7","Nacional","Descentralizado","Ejecutiva","Agropecuario, Pesquero y de Desarrollo Rural","Sociedad de Economía Mixta","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Avenida carrera 80 No. 2-51 sur","atencioncliente@corabastos.com.co","4537188","http://www.corabastos.com.co","0","0","ND","ND",,"ND","ND",,,,
"8187","CORPORACIÓN DE ALTA TECNOLOGÍA PARA LA DEFENSA",,"Nacional","Descentralizado","Ejecutiva","Defensa","Instituto Científico y Tecnológico","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Cr 11 N 94a 25 Of 301",,"5717557352","http://www.codaltec.com","0","0","ND","ND",,"ND","ND",,,,
"8050","CORPORACIÓN DE CIENCIA Y TECNOLOGÍA PARA EL DESARROLLO DE LA INDUSTRIA NAVAL","900403616","Nacional","Descentralizado","Ejecutiva","Defensa","Sociedad de Economía Mixta","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Calle 26 No. 51 - 53 Torre Central Piso 5","contratacion@efr.com.co","7491962",,"0","0","ND","ND",,"ND","ND",,,,
"5293","CORPORACIÓN DE LA INDUSTRIA AERONÁUTICA COLOMBIANA S.A.","899.999.278-1","Nacional","Descentralizado","Ejecutiva","Defensa","Sociedad de Economía Mixta","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Avenida Calle 26 N° 103-08 Entrada 1 Interior 2","talentohumano@ciac.gov.co","4138312","http://www.ciac.gov.co","0","0","ND","ND",,"ND","ND",,,,
"5253","CORPORACIÓN NACIONAL PARA LA RECONSTRUCCIÓN DE LA CUENCA DEL RÍO PÁEZ Y ZONAS ALEDAÑAS","80023721-4","Nacional","Descentralizado","Ejecutiva","Interior","Establecimiento Público","Adscripción","1","POPAYÁN","19","Cauca","Calle 1AN No 2-39","info@nasakiwe.gov.co","57(2) 8235749","http://www.nasakiwe.gov.co","0","0","ND","ND",,"ND","ND",,,,
"7335","CORPORACIÓN PARA EL DESARROLLO DE LAS MICROEMPRESAS","800250713-7","Nacional","Descentralizado","Ejecutiva","Comercio, Industria y Turismo","Sociedad de Economía Mixta","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Calle 70a No. 10 - 46","comunicaciones@propais.org.co","(571) 795 6420, (571) 795","http://www.propais.org.co/","0","0","ND","ND",,"ND","ND",,,,
"0273","DEFENSA CIVIL COLOMBIANA","899999717","Nacional","Descentralizado","Ejecutiva","Defensa","Establecimiento Público","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Calle 52 No. 14-67","contactenos@defensacivil.gov.co","3199000","http://www.defensacivil.gov.co","2021","8","Datos Abiertos","Prónostico del Tiempo y Alerta Nacionales","https://portal-old.defensacivil.gov.co/index.php?idcategoria=285","https://www.datos.gov.co/Ambiente-y-Desarrollo-Sostenible/PRON-STICO-DEL-TIEMPO-Y-ALERTAS-ASOCIADAS-A-FEN-ME/st8p-pai8","ND",,,,
"0022","DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA","899999020","Nacional","Central","Ejecutiva","Función Pública","Departamento Administrativo","Cabeza","1","BOGOTÁ","11","Bogotá D.C","CARRERA 6 12-62","eva@funcionpublica.gov.co","739 5656","https://www.funcionpublica.gov.co/","2020","6","Datos Abiertos","Fichas de caracterización","https://www.funcionpublica.gov.co/web/sie/fichas-de-caracterizacion","En esta nueva herramienta los colombianos podrán acceder a la información relacionada con el tamaño y estructura de las entidades, la caracterización de los servidores públicos, los ahorros generados por la racionalización de trámites y la gestión y desempeño de cada una de las 205 entidades de la Rama Ejecutiva del orden nacional”","ND","Sistema de Información Estratégica (SIE)","https://www.funcionpublica.gov.co/web/sie","Herramienta diseñada para consolidar y disponer de manera centralizada los datos e información estadística que produce y administra Función Pública. El SIE tiene por objetivo consolidar la información estadística de Función Pública en un solo lugar, permitir el acceso de manera interactiva de la información estadística, automizar la generación de reportes para tomar decisiones e incentivar el uso y aprovechamiento de la información estadística","https://www.datos.gov.co/admin/assets?q=Departamento%20Administrativo%20de%20la%20Funci%C3%B3n%20P%C3%Bablica"
"0018","DEPARTAMENTO ADMINISTRATIVO DE LA PRESIDENCIA DE LA REPÚBLICA","899999083-0","Nacional","Central","Ejecutiva","Presidencia de la República","Departamento Administrativo","Cabeza","1","BOGOTÁ","11","Bogotá D.C","Calle 7 No. 6-54","orlandocorredor@presidencia.gov.co","3822800","http://www.presidencia.gov.co","2019","4","Datos Abiertos","Herramienta de austeridad","https://www.mintic.gov.co/portal/604/w3-article-100324.html","Durante el periodo se puso en funcionamiento una herramienta para consolidar la información sobre el cumplimiento de las medidas de austeridad señaladas en la Directiva Presidencial 09 de 2018. La información de esta solución está disponible en datos abiertos y permite la toma de decisiones a partir de la información que registran las diferentes entidades.","ND",,,,
"8043","DEPARTAMENTO ADMINISTRATIVO DIRECCIÓN NACIONAL DE INTELIGENCIA","900475460-8","Nacional","Central","Ejecutiva","Inteligencia Estratégica y Contrainteligencia","Departamento Administrativo","Cabeza","1","BOGOTÁ","11","Bogotá D.C","Edificio Torre 26 Calle 26 N°69-63","informacion@dni.gov.co","(057-1) 4278441 EXT 100","http://www.dni.gov.co/","0","0","ND","ND",,"ND","ND",,,,
"0020","DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA","899999027-8","Nacional","Central","Ejecutiva","Estadísticas","Departamento Administrativo","Cabeza","1","BOGOTÁ","11","Bogotá D.C","Carrera 59 No. 26 -70 Interior I - CAN","contacto@dane.gov.co; capenam@dane.gov.co","5978300 ext 2361","http://www.dane.gov.co/","2019","5","Datos Abiertos","Geoportal del 3er Censo Nacional Agropecuario","https://geoportal.dane.gov.co/geocna/index.html","Instrumento para divulgar los productos georreferenciados del sector agropecuario del país. Las estadísticas presentadas de forma espacial representan 113’008.623.9 Hectáreas del rural disperso para 32 Departamentos y 1.101 municipios, proporciona información de la distribución espacial de las variables temáticas del sector agropecuario del país a través de doce variables temáticas de simple consulta, permitiendo la descarga de cuadros departamentales y municipales.","https://www.datos.gov.co/Estad-sticas-Nacionales/Proyecciones-de-poblaci-n-por-Departamento-Colombi/5b7v-4tvp","Geovisor de vulnerabilidad del DANE","http://visor01.dane.gov.co/visor-vulnerabilidad/","El Departamento Administrativo Nacional de Estadística -DANE-, el Grupo de Ciencia de los Datos del Departamento Nacional Planeación DNP y la Unidad Analítica del IETS ponen a disposición del país un geovisor que permite conocer dónde se encuentra la población que, por sus características demográficas y su condición de salud, puede llegar a tener más complicaciones en caso de contagiarse del COVID-19. De esta manera, facilita la toma de decisiones en política pública y ayuda a focalizar las acciones de prevención y atención a la población en el marco de la emergencia sanitaria.","https://www.datos.gov.co/Estad-sticas-Nacionales/Medici-n-de-Pobreza-Multidimensional/rudq-z3px"
"8030","DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL","9000395338","Nacional","Central","Ejecutiva","Inclusión Social y Reconciliación","Departamento Administrativo","Cabeza","1","BOGOTÁ","11","Bogotá D.C","CALLE 7 No. 6-54","webmaster@presidencia.gov.co","596 0800 /01/02","http://www.prosperidadsocial.gov.co","2020","5","Datos Abiertos","Mapas de Ayuda Social en el País","https://coronaviruscolombia.gov.co/Covid19/estadisticas-covid-19/ayuda-social.html","Mapas de Ayuda Social en el País","https://www.datos.gov.co/Salud-y-Protecci-n-Social/DPS-UARIV-APP/kfuz-54pd/data","Repositorio Único de Fuentes de Información (RUFI)","ND","Lago de datos con almacenamiento ilimitdo, seguro y escalable para la consolidación  y centralización de fuentes de información externas e internas de tipo estructurado, no estructurado y de streaming, como herramienta base para la focalización y seguimiento de los programas misionales de la entidad, permitiendo la implementación del conjunto de registros administrativos de los hogares atendidos y el consolidado de beneficios recibidos por un hogar y/o persona.","ND"
"0021","DEPARTAMENTO NACIONAL DE PLANEACIÓN","899.999.011-0","Nacional","Central","Ejecutiva","Planeación","Departamento Administrativo","Cabeza","1","BOGOTÁ","11","Bogotá D.C","Calle 26 Numero 13 - 19","smontilla@dnp.gov.co","381 50 00","https://www.dnp.gov.co/","2020","5","Datos Abiertos","Terridata","https://terridata.dnp.gov.co/","TerriData es el repositorio, buscador y herramienta de visualizaicón de datos a nivel municipal, departamental y regional del país. El objetivo de este instrumento es contar con indicadores estandarizados y comparables que den cuenta de los resultados en diversas dimensiones socioeconómicas de todas las ET del país.","ND","Big Data & Analytics","ND","El Departamento Nacional de Planeación está desarrollando 3 proyectos de Analítica de Datos. Análisis e interacción con datos abiertos: Desarrollo de una librería para el análisis de calidad de datos e interacción con el portal de datos abiertos www.datos.gov.co esta librería se encuentra en un 90% de desarrollo. Análisis y mineria de texto: desarrollo de una librería para el análisis y minería de texto el cual se encuentra en un 80% de desarrollo. Análisis de los planes de ordenamiento territorial: Análisis de los planes de ordenamiento territorial de 24 departamentos para identificar su alineación con el cumplimiento de ODS y con políticas de equidad de género; esta librería se encuentra en un desarrollo del 15%.","www.datos.gov.co"
"8114","Dirección Centro Rehabilitación Inclusiva (dcri)",,"Nacional","No Aplica","Ejecutiva","Defensa","Especial","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Cl 21 N 44 40","contactenos@dcri.gov.co","5717465555","http://www.dcri.gov.co","0","0","ND","ND",,"ND","ND",,,,
"8017","DIRECCION DE BIENESTAR SOCIAL",,"Nacional","Central","Ejecutiva","Defensa","Especial","No Aplica","1","BOGOTÁ","11","Bogotá D.C","Cl 44 N 50 51",,"5715159111","http://www.policia.gov.co","0","0","ND","ND",,"ND","ND",,,,
"8063","DIRECCIÓN DE COMERCIO EXTERIOR",,"Nacional","Central","Ejecutiva","Comercio, Industria y Turismo","Especial","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Calle 28 No. 13A-15",,"6067676",,"0","0","ND","ND",,"ND","ND",,,,
"8018","DIRECCIÓN DE SANIDAD DE LA POLICÍA NACIONAL",,"Nacional","Central","Ejecutiva","Defensa","Especial","No Aplica","1","BOGOTÁ","11","Bogotá D.C","Carrera 10 No 27-51",,"3238555","http://www.sanidadfuerzasmilitares.mil.co/","0","0","ND","ND",,"ND","ND",,,,
"8010","Direccion Ejecutiva De La Justicia Penal Militar 1","899999003","Nacional","Central","Ejecutiva","Defensa","Especial","No Aplica","1","BOGOTÁ","11","Bogotá D.C","Avenida El Dorado Carrera 52 CAN","personaldejpm@gmail.com","2096647","http://www.justiciamilitar.gov.co","0","0","ND","ND",,"ND","ND",,,,
"8016","Direccion General De La Policia Nacional 1","8999999003-1","Nacional","Central","Ejecutiva","Defensa","Especial","No Aplica","1","BOGOTÁ","11","Bogotá D.C","Carrera 59 No. 26 - 21 CAN","lineadirecta@policia.gov.co","3159000","http://www.policia.gov.co","2021","11","Datos Abiertos","Capturas - Policia Nacional","https://politicacriminal.minjusticia.gov.co/PoliticaCriminalWebSite/Template.aspx?PaginaId=341","En esta sección el usuario puede encontrar reportes relacionados con la cantidad y cualidad de las capturas realizadas por la Policía Nacional desde 2010. Puede encontrar la información histórica, georreferenciada, por delitos y de acuerdo con algunas características del hecho y del posible autor.","https://www.datos.gov.co/Seguridad-y-Defensa/Reporte-Capturas-Polic-a-Nacional/3jdh-nmwu","ND","ND","ND","ND"
"8012","Direccion General De Sanidad Militar 1","899999003-1","Nacional","Central","Ejecutiva","Defensa","Especial","No Aplica","1","BOGOTÁ","11","Bogotá D.C","Carrera 10 No. 27 - 51 Residencias Tequendama Torre Norte Oficina 204","quejas.dgsm@sanidadfuerzasmilitares.mil.co","3238555","http://www.sanidadfuerzasmilitares.mil.co","0","0","ND","ND",,"ND","ND",,,,
"8009","Direccion General Maritima 1",,"Nacional","Central","Ejecutiva","Defensa","Especial","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Carrera 54 No. 26 - 50 Of. 102 CAN","dimar@dimar.mil.co","PBX: (571) 2 200490","http://www.dimar.mil.co","2021","5","Datos Abiertos","INFRAESTRUCTURA DE DATOS ESPACIALES MARÍTIMA, FLUVIAL Y COSTERA DE COLOMBIA","https://geohub-dimar.opendata.arcgis.com/","ND","https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr",,,,
"8110","DIRECCIÓN NACIONAL DE BOMBEROS","900.639.630-9","Nacional","Descentralizado","Ejecutiva","Interior","Unidad Administrativa Especial con Personería Jurídica","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Carrera 30 No 85 A 39","adrianagestionhumanadnb@gmail.com","2571166",,"0","0","ND","ND",,"ND","ND",,,,
"0876","DIRECCIÓN NACIONAL DE DERECHO DE AUTOR","800185929-2","Nacional","Descentralizado","Ejecutiva","Interior","Unidad Administrativa Especial con Personería Jurídica","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Calle 28 No. 13 A - 15 piso 17","info@derechodeautor.gov.co","3418177","http://www.derechodeautor.gov.co","0","0","ND","ND",,"ND","ND",,,,
"6139","ECOPETROL S.A.","89999906-8","Nacional","Descentralizado","Ejecutiva","Minas y Energía","Sociedad de Economía Mixta","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Carrera 13 No. 36 - 24","participacion.ciudadano@ecopetrol.com.co","2344000","http://www.ecopetrol.com.co",,,,,,,,,,,
"8013","Ejercito Nacional De Colombia 1","899999003-1","Nacional","Central","Ejecutiva","Defensa","Especial","No Aplica","1","BOGOTÁ","11","Bogotá D.C","Avenida El Dorado Carrera 52 CAN","atencionciudadanoejc@ejercito.mil.co","3150111","http://www.ejercito.mil.co","2022","1","Datos Abiertos","Mapa de visualización de Zonas y distritos militares del ejercito","https://www.datos.gov.co/Seguridad-y-Defensa/ZONAS-Y-DISTRITOS-MILITARES-EJERCITO-NACIONAL/jpus-ug29","Mapa de visualización de Zonas y distritos militares del ejercito geolocalizados","https://www.datos.gov.co/Seguridad-y-Defensa/ZONAS-Y-DISTRITOS-MILITARES-EJERCITO-NACIONAL/ii2p-naes/data",,,,
"6376","ELECTRIFICADORA DEL CAQUETÁ S.A. E.S.P.","891190127-3","Nacional","Descentralizado","Ejecutiva","Minas y Energía","Empresas de Servicios Públicos Domiciliarios - Mixtas","Vinculación","1","FLORENCIA","18","Caquetá","CARRERA 1 No. 35-99 BARRIO EL CUNDUY","g.cadena@electrocaqueta.com","(8) 4366400","http://www.electrocaqueta.com","0","0","ND","ND",,"ND","ND",,,,
"6379","ELECTRIFICADORA DEL HUILA S.A. E.S.P.","891180001-1","Nacional","Descentralizado","Ejecutiva","Minas y Energía","Empresas de Servicios Públicos Domiciliarios - Mixtas","Vinculación","1","NEIVA","41","Huila","Vía Neiva -Palermo Kilómetro 1","www.electrohuila.com.co/Login.aspx?ReturnUrl=%2fP_Q_R.aspx","098 753222","http://www.electrohuila.com.co","0","0","ND","ND",,"ND","ND",,,,
"6380","ELECTRIFICADORA DEL META S.A. E.S.P.","892002210-6","Nacional","Descentralizado","Ejecutiva","Minas y Energía","Empresas de Servicios Públicos Domiciliarios - Mixtas","Vinculación","1","VILLAVICENCIO","50","Meta","Calle 40 No. 32-35","gerencia@emsa-esp.com.co","516700707","http://www.emsa-esp.com.co","0","0","ND","ND",,"ND","ND",,,,
"6423","EMPRESA COLOMBIANA DE PRODUCTOS VETERINARIOS VECOL S.A..","899999002","Nacional","Descentralizado","Ejecutiva","Agropecuario, Pesquero y de Desarrollo Rural","Sociedad de Economía Mixta","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Avenida el Dorado No.82-93","vecol@vecol.com.co","514254800","http://www.vecol.com.co","0","0","ND","ND",,"ND","ND",,,,
"6464","EMPRESA DE ENERGÍA DEL AMAZONAS S.A. E.S.P.","8000336232","Nacional","Descentralizado","Ejecutiva","Minas y Energía","Empresas de Servicios Públicos Domiciliarios - Mixtas","Vinculación","1","LETICIA","91","Amazonas","Avenida Internacional No 8 - 81 (Leticia)","gerenciaeeasa@hotmail.com","0785927369",,"0","0","ND","ND",,"ND","ND",,,,
"4183","EMPRESA DE ENERGIA DEL ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA","900190527","Nacional","Descentralizado","Ejecutiva","Minas y Energía","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","1","SAN ANDRÉS","88","Archipiélago de San Andrés, Providencia y Santa Catalina","Av. Costa Rica No. 1A - 46","fpalaciosg@eedas.com.co","5128024 - 5128084",,"0","0","ND","ND",,"ND","ND",,,,
"3899","EMPRESA DE SERVICIOS PUBLICOS CENTRAL HIDROELECTRICA DE CALDAS S. A. -CHEC-","890800128","Nacional","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","1","MANIZALES","17","Caldas","Estación Uribe Via Chinchiná","malvaran@chec.com.co","8899000 extensión 2406","http://chec.com.co","0","0","ND","ND",,"ND","ND",,,,
"8072","EMPRESA DISTRIBUIDORA DEL PACÍFICO S.A. E.S.P.",,"Nacional","Descentralizado","Ejecutiva","Minas y Energía","Empresas de Servicios Públicos Domiciliarios - Mixtas","Vinculación","1","QUIBDÓ","27","Chocó","Carrera 7 N 24 - 76","hseq@dispac.com.co; dispac@dispac.gov.co","573","http://www.dispac.com.co","0","0","ND","ND",,"ND","ND",,,,
"0284","EMPRESA NACIONAL PROMOTORA DEL DESARROLLO TERRITORIAL","899999316","Nacional","Descentralizado","Ejecutiva","Planeación","Empresas Industriales y Comerciales del Estado","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Calle 26 No. 13 - 19","fonade@fonade.gov.co","5940407","http://www.fonade.gov.co","0","0","ND","ND",,"ND","ND",,,,
"1040","EMPRESA SOCIAL DEL ESTADO CENTRO DERMATOLÓGICO FEDERICO LLERAS ACOSTA","8002473506","Nacional","Descentralizado","Ejecutiva","Salud y Protección Social","Empresas Sociales del Estado","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Avenida 1 No. 13a 61","atencion1@dermatologia.gov.co","2428160","http://www.dermatologia.gov.co","0","0","ND","ND",,"ND","ND",,,,
"6406","EMPRESA URRÁ S.A. E.S.P.","800175746-9","Nacional","Descentralizado","Ejecutiva","Minas y Energía","Empresas de Servicios Públicos Domiciliarios - Mixtas","Vinculación","1","MONTERÍA","23","Córdoba","Carrera 3 No. 68 - 70","http://www.urra.com.co/Contacteno.php","(4) 7774578 7851474","http://www.urra.com.co/","0","0","ND","ND",,"ND","ND",,,,
"0276","ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA","899999054-7","Nacional","Descentralizado","Ejecutiva","Función Pública","Establecimiento Público","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Calle 44 No. 53 - 37 CAN","ximena.moreno@esap.edu.co","2202790","http://www.esap.edu.co","0","0","ND","ND",,"ND","ND",,,,
"0826","ESCUELA TECNOLÓGICA INSTITUTO TÉCNICO CENTRAL","860523694-6","Nacional","Descentralizado","Ejecutiva","Educación","Establecimiento Público","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Calle 13 No. 16-74","sgeneral@itc.edu.co","3443000","http://www.itc.edu.co","0","0","ND","ND",,"ND","ND",,,,
"6389","FIDUCIARIA COLOMBIANA DE COMERCIO EXTERIOR S.A.","800178148-8","Nacional","Descentralizado","Ejecutiva","Comercio, Industria y Turismo","Sociedad de Economía Mixta","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Calle 28 # 13 A 24 Pisos 6°, y 7° Torre B","fiducoldex@fiducoldex.com.co","3275500","http://www.fiducoldex.gov.co/","0","0","ND","ND",,"ND","ND",,,,
"5333","FIDUCIARIA LA PREVISORA S.A.","860525148-5","Nacional","Descentralizado","Ejecutiva","Hacienda y Crédito Público","Sociedad de Economía Mixta","Vinculación","1","BOGOTÁ","11","Bogotá D.C","CALLE 72 No. 10-03 Pisos 4, 5, 8 y 9","servicioalcliente@fiduprevisora.com.co","5945111","http://www.fiduprevisora.com.co/","0","0","ND","ND",,"ND","ND",,,,
"1321","FINANCIERA DE DESARROLLO NACIONAL","860509022-9","Nacional","Descentralizado","Ejecutiva","Hacienda y Crédito Público","Sociedad de Economía Mixta","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Carrera7 Nro. 71-51 Piso 6 Torre B","secretaria@fen.com","3264999",,"0","0","ND","ND",,"ND","ND",,,,
"5326","FINANCIERA DE DESARROLLO TERRITORIAL S.A.","800096329-1","Nacional","Descentralizado","Ejecutiva","Hacienda y Crédito Público","Sociedad de Economía Mixta","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Calle 103 No. 19-20","findeter@findeter.gov.co","6230311","http://www.findeter.gov.co","0","0","ND","ND",,"ND","ND",,,,
"8040","FONDO ADAPTACIÓN","900450205-8","Nacional","Descentralizado","Ejecutiva","Hacienda y Crédito Público","Especial","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Carrera 7 No. 71 - 52 Torre B Piso 8","info@fondoadaptacion.gov.co","(571) 4325400","http://sitio.fondoadaptacion.gov.co/","0","0","ND","ND",,"ND","ND",,,,
"6425","FONDO DE DESARROLLO DE LA EDUCACIÓN SUPERIOR","830 018 957 3","Nacional","Descentralizado","Ejecutiva","Educación","Sociedad de Economía Mixta","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Calle 57 No 8 B - 05 Interior 32","fodesep@fodesep.gov.co","3478616","http://www.fodesep.gov.co","0","0","ND","ND",,"ND","ND",,,,
"5325","FONDO DE GARANTÍAS DE ENTIDADES COOPERATIVAS","830053319-2","Nacional","Descentralizado","Ejecutiva","Hacienda y Crédito Público","Especial","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Carrera 13 No. 32 - 93 Int. 3 - Parque Residencial Bavaria","fogacoop@fogacoop.gov.co","3202727","http://www.fogacoop.gov.co","0","0","ND","ND",,"ND","ND",,,,
"5324","FONDO DE GARANTÍAS DE INSTITUCIONES FINANCIERAS","860530751","Nacional","Descentralizado","Ejecutiva","Hacienda y Crédito Público","Especial","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Carrera 7 No. 35 - 40","fogafin@fogafin.gov.co","3394240","http://www.fogafin.gov.co","0","0","ND","ND",,"ND","ND",,,,
