"cantidaddebeneficiarios","cantidadbeneficioconsolidado","cantidadultimobeneficio","codigodepartamentoatencion","codigomunicipioatencion","condicionsexual","discapacidad","estadobeneficiario","estadocivil","etnia","fechainscripcionbeneficiario","fechaultimobeneficioasignado","genero","nivelescolaridad","nombredepartamentoatencion","nombremunicipioatencion","pais","parentesco","rangoedad","tipoasignacionbeneficio","tipobeneficio","tipodocumento","tipopoblacion","rangovalorbeneficioconsolidadoasignado","rangovalorultimobeneficioasignado"
"1","2","1","27","27099","ND","NO","NO ACTIVO","SO","ND","2014-01-01","2015-01-01","Hombre","SIN ESPECIFICAR","CHOCO","BOJAYA","ND","ND","50-65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"2","4","1","27","27099","ND","NO","ACTIVO","Sin Información","INDIGENA","2015-10-01","2016-01-01","Mujer","ND","CHOCO","BOJAYA","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","85","85125","ND","ND","ACTIVO","Sin Información","INDIGENA","2015-12-01","2016-01-01","Mujer","ND","CASANARE","HATO COROZAL","COLOMBIA","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","86","86749","H-HOMBRE","NO","ACTIVO","CA","INDIGENA","2018-03-01","2018-01-01","Hombre","PREGRADO","PUTUMAYO","SIBUNDOY","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"5","2","1","27","27099","H-HOMBRE","NO","NO ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","SIN ESPECIFICAR","CHOCO","BOJAYA","ND","ND","50-65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","2","1","27","27001","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","CHOCO","QUIBDO","Colombia","ND","30-49","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","81","81300","ND","ND","ACTIVO","ND","INDIGENA","2016-05-01","2016-01-01","Mujer","ND","ARAUCA","FORTUL","Colombia","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"7","2","1","27","27099","ND","NO","ACTIVO","Sin Información","ND","2014-01-01","2015-01-01","Mujer","ND","CHOCO","BOJAYA","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","1","1","52","52835","M-MUJER","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2018-06-01","2018-01-01","Mujer","PRIMARIA","NARIÑO","SAN ANDRES DE TUMACO","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","4","1","27","27099","ND","NO","ACTIVO","UL","ND","2015-10-01","2016-01-01","Hombre","PRIMARIA","CHOCO","BOJAYA","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"3","2","1","27","27600","ND","NO","NO ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","ND","CHOCO","RIO QUITO","Colombia","ND","30-49","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","2","1","27","27787","ND","NO","ACTIVO","Sin Información","INDIGENA","2015-10-01","2016-01-01","Mujer","ND","CHOCO","TADO","ND","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","4","1","27","27250","ND","ND","ACTIVO","ND","INDIGENA","2016-01-01","2016-01-01","Hombre","ND","CHOCO","EL LITORAL DEL SAN JUAN","Colombia","ND","18-29","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","3.000.001 - 4.500.000","0 - 1.300.000"
"2","3","1","05","05837","ND","NO","ACTIVO","Sin Información","ND","2015-10-01","2016-01-01","Mujer","ND","ANTIOQUIA","TURBO","ND","ND","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","3","1","86","86320","ND","NO","ACTIVO","Sin Información","ND","2015-10-01","2016-01-01","Mujer","ND","PUTUMAYO","ORITO","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"3","2","1","05","05837","H-HOMBRE","NO","NO ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","ND","ANTIOQUIA","TURBO","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"3","1","1","76","76109","M-MUJER","NO","NO ACTIVO","UL","ROM O GITANO","2012-02-01","2013-01-01","Mujer","ND","VALLE","BUENAVENTURA","COLOMBIA","ND","30-49","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","2","1","19","19418","ND","NO","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Mujer","ND","CAUCA","LOPEZ","Colombia","ND","30-49","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","2","1","27","27099","ND","NO","ACTIVO","Sin Información","PALENQUERO","2014-01-01","2015-01-01","Mujer","ND","CHOCO","BOJAYA","ND","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"3","1","1","27","27099","H-HOMBRE","ND","ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Hombre","ND","CHOCO","BOJAYA","Colombia","ND","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"4","1","1","76","76109","H-HOMBRE","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2018-05-01","2018-01-01","Hombre","SECUNDARIA","VALLE","BUENAVENTURA","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","2","1","27","27001","H-HOMBRE","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","ND","CHOCO","QUIBDO","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"6","3","1","94","94001","ND","NO","ACTIVO","Sin Información","INDIGENA","2015-10-01","2016-01-01","Mujer","ND","GUAINIA","INIRIDA","ND","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","17","17614","ND","NO","ACTIVO","Sin Información","INDIGENA","2018-04-01","2018-01-01","Mujer","ND","CALDAS","RIOSUCIO","ND","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","19","19318","H-HOMBRE","NO","ACTIVO","CA","AFROCOLOMBIANO – NEGRO","2018-05-01","2018-01-01","Hombre","ND","CAUCA","GUAPI","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","44","44001","ND","ND","ACTIVO","ND","INDIGENA","2018-03-01","2018-01-01","Mujer","ND","LA GUAJIRA","RIOHACHA","Colombia","ND","18-29","RURAL","ESPECIE","TI","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","44","44847","ND","ND","ACTIVO","Sin Información","INDIGENA","2018-04-01","2018-01-01","Hombre","ND","LA GUAJIRA","URIBIA","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","2","1","19","19318","ND","NO","ACTIVO","Sin Información","ND","2015-10-01","2016-01-01","Mujer","ND","CAUCA","GUAPI","ND","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"15","2","1","99","99773","H-HOMBRE","NO","NO ACTIVO","UL","INDIGENA","2014-01-01","2014-01-01","Hombre","ND","VICHADA","CUMARIBO","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","2","1","27","27099","ND","ND","NO ACTIVO","ND","INDIGENA","2014-01-01","2015-01-01","Hombre","ND","CHOCO","BOJAYA","Colombia","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","2","1","27","27001","H-HOMBRE","NO","ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2016-01-01","2016-01-01","Hombre","SIN ESPECIFICAR","CHOCO","QUIBDO","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","27","27150","ND","ND","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2018-05-01","2018-01-01","Mujer","ND","CHOCO","CARMEN DEL DARIEN","Colombia","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","27","27001","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2017-01-01","Mujer","ND","CHOCO","QUIBDO","Colombia","ND","50-65","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000"
"2","2","1","27","27099","ND","NO","ACTIVO","Sin Información","ND","2014-01-01","2015-01-01","Hombre","ND","CHOCO","BOJAYA","ND","ND","50-65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","2","1","27","27001","ND","NO","ACTIVO","CA","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","CHOCO","QUIBDO","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"2","4","1","52","52079","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2017-01-01","Hombre","ND","NARIÑO","BARBACOAS","Colombia","ND","50-65","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000"
"16","3","1","44","44847","ND","NO","ACTIVO","Sin Información","INDIGENA","2015-10-01","2016-01-01","Mujer","ND","LA GUAJIRA","URIBIA","ND","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","27","27050","ND","ND","ACTIVO","Sin Información","ND","2015-10-01","2016-01-01","Hombre","PRIMARIA","CHOCO","ATRATO","Colombia","ND",">65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","27","27001","ND","NO","ACTIVO","Sin Información","ND","2016-01-01","2016-01-01","Mujer","ND","CHOCO","QUIBDO","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","20","20013","H-HOMBRE","NO","ACTIVO","VI","INDIGENA","2018-04-01","2018-01-01","Hombre","PRIMARIA","CESAR","AGUSTIN CODAZZI","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","2","1","19","19318","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","CAUCA","GUAPI","ND","ND","30-49","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","86","86001","ND","NO","ACTIVO","Sin Información","INDIGENA","2015-10-01","2016-01-01","Mujer","ND","PUTUMAYO","MOCOA","ND","ND","30-49","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","52","52835","H-HOMBRE","NO","ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2016-01-01","2016-01-01","Hombre","ND","NARIÑO","SAN ANDRES DE TUMACO","ND","ND","30-49","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","2","1","52","52250","ND","ND","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2014-01-01","2014-01-01","Mujer","ND","NARIÑO","EL CHARCO","Colombia","ND","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"3","1","1","76","76109","H-HOMBRE","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2018-04-01","2018-01-01","Hombre","ND","VALLE","BUENAVENTURA","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","27","27615","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2018-03-01","2018-01-01","Hombre","PRIMARIA","CHOCO","RIOSUCIO","Colombia","ND","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","4","1","52","52835","H-HOMBRE","NO","ACTIVO","CA","AFROCOLOMBIANO – NEGRO","2016-01-01","2016-01-01","Hombre","ND","NARIÑO","SAN ANDRES DE TUMACO","ND","ND","50-65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"18","2","1","99","99773","H-HOMBRE","NO","NO ACTIVO","UL","INDIGENA","2014-01-01","2014-01-01","Hombre","ND","VICHADA","CUMARIBO","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","4","1","27","27001","ND","NO","NO ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","CHOCO","QUIBDO","Colombia","ND","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","86","86760","ND","NO","ACTIVO","Sin Información","INDIGENA","2015-10-01","2017-01-01","Mujer","ND","PUTUMAYO","SANTIAGO","ND","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","2","1","27","27099","ND","NO","NO ACTIVO","Sin Información","ND","2014-01-01","2014-01-01","Hombre","PRIMARIA","CHOCO","BOJAYA","Colombia","ND",">65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","0 - 1.300.000"
"2","1","1","19","19418","ND","SI","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Mujer","ND","CAUCA","LOPEZ","COLOMBIA","ND","30-49","ASISTENCIA TECNICA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"2","2","1","44","44847","H-HOMBRE","NO","ACTIVO","Sin Información","INDIGENA","2016-05-01","2015-01-01","Hombre","SIN ESPECIFICAR","LA GUAJIRA","URIBIA","ND","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","54","54245","ND","ND","ACTIVO","ND","INDIGENA","2015-10-01","2016-01-01","Hombre","ND","NORTE DE SANTANDER","EL CARMEN","Colombia","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","2","1","27","27099","ND","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","PRIMARIA","CHOCO","BOJAYA","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"2","2","1","20","20621","ND","ND","NO ACTIVO","ND","INDIGENA","2014-01-01","2015-01-01","Hombre","ND","CESAR","LA PAZ","Colombia","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","1","1","19","19418","ND","ND","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2014-01-01","2014-01-01","Mujer","ND","CAUCA","LOPEZ","Colombia","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","3","1","19","19318","ND","NO","ACTIVO","Sin Información","ND","2015-10-01","2016-01-01","Mujer","ND","CAUCA","GUAPI","ND","ND","50-65","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","44","44560","M-MUJER","NO","ACTIVO","UL","INDIGENA","2018-03-01","2018-01-01","Mujer","PRIMARIA","LA GUAJIRA","MANAURE","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","27","27787","ND","NO","ACTIVO","Sin Información","ND","2015-12-01","2016-01-01","Mujer","SECUNDARIA","CHOCO","TADO","ND","ND","18-29","RURAL","ESPECIE","TI","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","20","20621","ND","ND","ACTIVO","ND","INDIGENA","2018-05-01","2018-01-01","Hombre","ND","CESAR","LA PAZ","Colombia","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","76","76109","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","VALLE","BUENAVENTURA","Colombia","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","76","76109","H-HOMBRE","NO","ACTIVO","CA","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Hombre","ND","VALLE","BUENAVENTURA","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","17","17614","H-HOMBRE","SI","ACTIVO","SO","INDIGENA","2018-02-01","2018-01-01","Hombre","PRIMARIA","CALDAS","RIOSUCIO","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"4","1","1","19","19022","H-HOMBRE","NO","ACTIVO","CA","INDIGENA","2018-03-01","2018-01-01","Hombre","PRIMARIA","CAUCA","ALMAGUER","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","2","1","27","27099","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","SECUNDARIA","CHOCO","BOJAYA","Colombia","ND",">65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"2","1","1","76","76109","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2018-04-01","2018-01-01","Mujer","ND","VALLE","BUENAVENTURA","Colombia","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","2","1","27","27001","H-HOMBRE","NO","NO ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","ND","CHOCO","QUIBDO","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"3","2","1","27","27099","M-MUJER","NO","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Mujer","ND","CHOCO","BOJAYA","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","1","1","27","27615","ND","ND","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2018-03-01","2018-01-01","Mujer","ND","CHOCO","RIOSUCIO","Colombia","ND","18-29","RURAL","ESPECIE","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","2","1","27","27001","ND","NO","NO ACTIVO","UL","ND","2014-01-01","2015-01-01","Hombre","PRIMARIA","CHOCO","QUIBDO","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"18","1","1","19","19418","H-HOMBRE","NO","NO ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","ND","CAUCA","LOPEZ","COLOMBIA","ND","50-65","ASISTENCIA TECNICA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","2","1","27","27099","ND","NO","NO ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2014-01-01","Hombre","ND","CHOCO","BOJAYA","Colombia","ND",">65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","0 - 1.300.000"
"1","2","1","27","27099","ND","NO","ACTIVO","Sin Información","ND","2015-10-01","2016-01-01","Mujer","ND","CHOCO","BOJAYA","ND","ND","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","19","19318","ND","NO","ACTIVO","Sin Información","ND","2018-05-01","2018-01-01","Hombre","ND","CAUCA","GUAPI","ND","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","2","1","27","27787","ND","NO","ACTIVO","Sin Información","INDIGENA","2016-01-01","2016-01-01","Hombre","ND","CHOCO","TADO","ND","ND","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","4","1","27","27099","ND","NO","ACTIVO","UL","ND","2015-10-01","2016-01-01","Hombre","SECUNDARIA","CHOCO","BOJAYA","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","94","94001","ND","ND","ACTIVO","ND","INDIGENA","2015-10-01","2016-01-01","Mujer","ND","GUAINIA","INIRIDA","Colombia","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","52","52612","ND","NO","ACTIVO","Sin Información","ND","2018-07-01","2018-01-01","Mujer","ND","NARIÑO","RICAURTE","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","2","1","27","27001","ND","NO","NO ACTIVO","Sin Información","ND","2014-01-01","2015-01-01","Hombre","PREGRADO","CHOCO","QUIBDO","Colombia","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","2","1","27","27099","ND","NO","NO ACTIVO","UL","ND","2014-01-01","2015-01-01","Hombre","PREGRADO","CHOCO","BOJAYA","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","4","1","27","27800","ND","ND","ACTIVO","ND","INDIGENA","2015-12-01","2017-01-01","Mujer","ND","CHOCO","UNGUIA","Colombia","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"3","2","1","27","27001","ND","NO","NO ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","ND","CHOCO","QUIBDO","Colombia","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","1","1","86","86749","ND","NO","NO ACTIVO","CA","INDIGENA","2018-03-01","2018-01-01","Hombre","PRIMARIA","PUTUMAYO","SIBUNDOY","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","2","1","44","44847","ND","NO","ACTIVO","Sin Información","INDIGENA","2015-10-01","2016-01-01","Mujer","ND","LA GUAJIRA","URIBIA","ND","ND","30-49","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000"
"2","3","1","76","76109","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","VALLE","BUENAVENTURA","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","2","1","27","27099","ND","NO","ACTIVO","Sin Información","PALENQUERO","2014-01-01","2015-01-01","Mujer","ND","CHOCO","BOJAYA","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","2","1","81","81794","ND","ND","ACTIVO","ND","INDIGENA","2016-05-01","2015-01-01","Hombre","ND","ARAUCA","TAME","Colombia","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","27","27099","ND","NO","ACTIVO","SO","ND","2015-10-01","2016-01-01","Hombre","SIN ESPECIFICAR","CHOCO","BOJAYA","ND","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"3","1","1","44","44560","ND","ND","ACTIVO","Sin Información","INDIGENA","2018-04-01","2018-01-01","Mujer","ND","LA GUAJIRA","MANAURE","ND","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","2","1","99","99773","M-MUJER","NO","NO ACTIVO","VI","INDIGENA","2014-01-01","2014-01-01","Mujer","ND","VICHADA","CUMARIBO","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","1","1","76","76109","M-MUJER","NO","ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2018-07-01","2018-01-01","Mujer","ND","VALLE","BUENAVENTURA","COLOMBIA","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","05","05873","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-12-01","2016-01-01","Mujer","ND","ANTIOQUIA","VIGIA DEL FUERTE","ND","ND",">65","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","27","27099","M-MUJER","SI","ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2018-04-01","2018-01-01","Mujer","SIN ESPECIFICAR","CHOCO","BOJAYA","ND","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","86","86749","ND","NO","ACTIVO","CA","INDIGENA","2018-03-01","2018-01-01","Hombre","PRIMARIA","PUTUMAYO","SIBUNDOY","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","20","20621","ND","ND","NO ACTIVO","ND","INDIGENA","2018-04-01","2018-01-01","Hombre","ND","CESAR","LA PAZ","Colombia","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
