"id","estado","fecha_de_actualizaci_n","t_tulo_de_la_categor_a_de","nombre_activo_de_informaci","idioma","medio_de_conservaci_n_y_o","formato","forma_de_consulta_o_acceso","fecha_de_generaci_n_de_la","lugar_de_publicaci_n_lugar","lugar_donde_se_encuentra","propietario","frecuencia_de_actualizaci","responsable_de_la_producci","responsable_de_la_informaci","tipo_documental","tiempo_de_publicaci_n_del","norma_de_publicaci_n","formato_de_publicaci_n","tiempo_de_conservaci_n","observaciones"
"72","ACTIVO","30-06-2021","PROCESOS","Procesos de Acción de Tutela","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico
 Audio 
Video 
Compresión 
Web 
Correo electrónico
Mensajería instantánea","Disponible","En el momento de generar la información.","N/A","Sistemas de Información (ORFEO,
Archivo Gestión Documental, Servidores de Almacenamiento Oficiales.","Gestión del conflicto jurídico","N/A","Dirección de Defensa Jurídica Nacional","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"73","ACTIVO","30-06-2021","MESA DE COORDINACIÓN","MESA DE COORDINACIÓN","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico
 Audio 
Video 
Compresión 
Correo electrónico
Mensajería instantánea","Disponible","En el momento de generar la información.","N/A","Sistemas de Información (ORFEO, 
Archivo Gestión Documental, Servidores de Almacenamiento Oficiales.","Gestión del conflicto jurídico","N/A","Dirección de Defensa Jurídica Nacional","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"74","ACTIVO","30-06-2021","MEDIACIÓN","MEDIACIÓN","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico
 Audio 
Video 
Compresión 
Correo electrónico
Mensajería instantánea","Publicado/Disponible","En el momento de generar la información.","Página web ANDJE","Sistemas de Información (ORFEO, SIGI,
Archivo Gestión Documental, Servidores de Almacenamiento Oficiales.","Gestión del conflicto jurídico","MENSUAL","Dirección de Defensa Jurídica Nacional","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"75","ACTIVO","30-06-2021","FICHAS TÉCNICAS","Ficha Técnica Instancia","Español","Electrónico","- Hoja de Cálculo","Disponible","8/1/15","N/A","Servidores de Almacenamiento Oficiales.","Gestión del conflicto jurídico","N/A","Dirección de Defensa Jurídica Nacional","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"76","ACTIVO","30-06-2021","EMBARGOS","Embargos","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico
 Compresión 
Web 
Correo electrónico
Mensajería instantánea","Disponible","En el momento de generar la información.","N/A","Sistemas de Información (ORFEO, 
Archivo Gestión Documental, Servidores de Almacenamiento Oficiales.","Gestión del conflicto jurídico","N/A","Grupo de Asesoría Territorial a municipios de 4a, 5a y 6a Categoría, Recuperación de recursos públicos y acción de repetición","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"77","ACTIVO","30-06-2021","PROCESOS","Documento Hoja de Cálculo de los procesos seleccionados","Español","Electrónico","Hoja de cálculo","Disponible","7/1/14","N/A","Servidores de Almacenamiento Oficiales.","Gestión del conflicto jurídico","N/A","Grupo de Asesoría Territorial a municipios de 4a, 5a y 6a Categoría, Recuperación de recursos públicos y acción de repetición","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"78","ACTIVO","30-06-2021","MEDIACIÓN","Documento Hoja de Cálculo  de Evaluación Casos de Mediación","Español","Electrónico","Texto","Disponible","A solicitud","N/A","Servidores de Almacenamiento Oficiales.","Gestión del conflicto jurídico","N/A","Dirección de Defensa Jurídica Nacional","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"79","ACTIVO","30-06-2021","DEMANDAS DE REPETICIÓN","Demandas por competencia residual de repetición","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico
 Compresión 
Correo electrónico
Mensajería instantánea","Disponible","En el momento de generar la información.","N/A","Sistemas de Información (ORFEO, 
Archivo Gestión Documental, Servidores de Almacenamiento Oficiales.","Gestión del conflicto jurídico","N/A","Grupo de Asesoría Territorial a municipios de 4a, 5a y 6a Categoría, Recuperación de recursos públicos y acción de repetición","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"80","ACTIVO","30-06-2021","CONCILIACIONES","Comité de conciliación","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico
 Audio 
Video 
Compresión 
Web 
Correo electrónico
Mensajería instantánea","Disponible","En el momento de generar la información.","N/A","Sistemas de Información (ORFEO, 
Archivo Gestión Documental, Servidores de Almacenamiento Oficiales.","Gestión del conflicto jurídico","N/A","Dirección de Defensa Jurídica Nacional","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"81","ACTIVO","30-06-2021","ACTAS","Actas de Reunión","Español","Electrónico/Físico","Texto","Disponible","En el momento de generar la información.","N/A","Sistema de Información - ORFEO, Archivo Gestión Documental
SIGI","Gestión del conflicto jurídico","N/A","Dirección de Defensa Jurídica Nacional","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"82","ACTIVO","30-06-2021","ACTAS","Actas de instancia de selección","Español","Electrónico/Físico","Texto
 Compresión 
Correo electrónico
Mensajería instantánea","Publicado/Disponible","1/1/14","Página web ANDJE","Sistemas de Información (ORFEO, SIGI 
Archivo Gestión Documental, Servidores de Almacenamiento Oficiales.","Gestión del conflicto jurídico","MENSUAL","Dirección de Defensa Jurídica Nacional","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"83","ACTIVO","30-06-2021","Planes","Resolución de adopción del
Plan Estratégico
Institucional Cuatrienal","Español","Electrónico/Físico","- Texto","Publicado/Disponible","6/1/11","Página web ANDJE","Archivo Gestión Documental
Servidores de Almacenamiento Oficiales","Direccionamiento estratégico","N/A","Oficina Asesora de Planeación","Direccionamiento estratégico","N/A","N/A","N/A","N/A","N/A",
"84","ACTIVO","30-06-2021","Repporte de Avance a la Gestión - FURAG","Reporte FURAG-Formulario Único de Reporte de Avance a la Gestión diligenciado","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico 
Web 
Correo electrónico
PDF","Disponible","1/1/14","N/A","Servidores de Almacenamiento Oficiales","Direccionamiento estratégico","Anual","Oficina Asesora de Planeación","Direccionamiento estratégico","N/A","N/A","N/A","N/A","N/A",
"85","ACTIVO","30-06-2021","Proyectos","Proyectos de inversión","Español","Electrónico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico 
Base de datos 
Compresión 
Web 
Correo electrónico","Publicado/Disponible","6/1/12","Página web ANDJE","Sistemas de Información SUIFP
Archivo Gestión Documental
Archivo dependencia
Servidores de Almacenamiento Oficiales","Direccionamiento estratégico","N/A","Oficina Asesora de Planeación","Direccionamiento estratégico","N/A","N/A","N/A","N/A","N/A",
"86","ACTIVO","30-06-2021","Planes","Plan Estratégico Institucional","Español","Electrónico","Texto
Hoja de cálculo 
Presentación
Base de Datos 
Documento gráfico 
Web 
Compresión
Correo electrónico","Publicado/Disponible","7/5/05","Página web ANDJE","Sistemas de Información SIGI, 
Archivo dependencia
Servidores de Almacenamiento Oficiales","Direccionamiento estratégico","Anual","Todos los procesos","Direccionamiento estratégico","N/A","N/A","N/A","N/A","N/A",
"87","ACTIVO","30-06-2021","Planes","Plan de Acción Institucional","Español","Electrónico/Físico","- Hoja de Cálculo
- Base de Datos","Publicado/Disponible","1/31/13","Página web ANDJE","Servidores de Almacenamiento Oficiales","Direccionamiento estratégico","Anual","Todos los procesos","Direccionamiento estratégico","N/A","N/A","N/A","N/A","N/A",
"88","ACTIVO","30-06-2021","Planes","Plan anticorrupción y atención al ciudadano","Español","Electrónico","Texto
Hoja de cálculo 
Presentación","Publicado/Disponible","12/1/13","Página web ANDJE","Servidores de Almacenamiento Oficiales","Direccionamiento estratégico","Anual","Todos los procesos","Direccionamiento estratégico","N/A","N/A","N/A","N/A","N/A",
"89","ACTIVO","30-06-2021","Planes","Plan MIPG","Español","Electrónico","Texto
Hoja de cálculo 
Presentación 
Base de datos 
Compresión 
Web 
Correo electrónico","Publicado/Disponible","1/1/17","Página web ANDJE","Servidores de Almacenamiento Oficiales","Direccionamiento estratégico","Anual","Todos los procesos","Direccionamiento estratégico","N/A","N/A","N/A","N/A","N/A",
"90","ACTIVO","30-06-2021","Manuales","Manual del Sistema Integrado de gestión","Español","Electrónico","Texto","Disponible","6/12/15","N/A","Sistemas de Información SIGI, 
Servidores de Almacenamiento Oficiales","Direccionamiento estratégico","N/A","Oficina Asesora de Planeación","Direccionamiento estratégico","N/A","N/A","N/A","N/A","N/A",
"91","ACTIVO","30-06-2021","Manuales","Manual de Políticas  Institucionales","Español","Electrónico","Texto
Base de datos","Publicado/Disponible","2/1/14","Página web ANDJE","Sistemas de Información SIGI, 
Servidores de Almacenamiento Oficiales","Direccionamiento estratégico","N/A","Oficina Asesora de Planeación","Direccionamiento estratégico","N/A","N/A","N/A","N/A","N/A",
"92","ACTIVO","30-06-2021","Informes","Informes de Gestión","Español","Electrónico/Físico","- Texto","Publicado/Disponible","1/31/13","Página Web Andje","- SERVIDORES DE ALMACENAMIENTO","Control de la Gestión","Trimestral","Oficina Asesora de Planeación","Control de la Gestión","N/A","N/A","N/A","N/A","N/A",
"93","ACTIVO","30-06-2021","Estudios","Estudios técnicos de rediseño institucional de la ANDJE","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Correo electrónico","Disponible","1/1/14","N/A","Sistemas de Información ORFEO
Servidores de Almacenamiento Oficiales","Direccionamiento estratégico","N/A","Oficina Asesora de Planeación
Secretaría General","Direccionamiento estratégico","N/A","N/A","N/A","N/A","N/A",
"94","ACTIVO","30-06-2021","Actos Administrativos","Lineamientos de planeación/Sistema Integrado de Gestión Institucional","Español","Electrónico/Físico","Texto","Publicado/Disponible","6/1/11","Página Web Andje","Sistemas de Información ORFEO
Archivo Gestión Documental
Servidores de Almacenamiento Oficiales","Direccionamiento estratégico","Anual","Oficina Asesora de Planeación","Direccionamiento estratégico","N/A","N/A","N/A","N/A","N/A",
"95","ACTIVO","30-06-2021","Software","Herramienta del Sistema Integrado de Gestión Institucional","N/A","N/A","Base de datos","N/A","12/1/13","N/A","N/A","Direccionamiento estratégico","N/A","Procesos ANDJE","Direccionamiento estratégico","N/A","N/A","N/A","N/A","N/A",
"96","ACTIVO","30-06-2021","Anteproyecto de presupuesto","Anteproyecto de presupuesto de la entidad","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Base de datos 
Correo electrónico","Publicado/Disponible","4/1/13","Página web ANDJE","Sistemas de Información SUIFP,SIIF
Archivo Gestión Documental
Archivo dependencia
Servidores de Almacenamiento Oficiales","Direccionamiento estratégico","Anual","Oficina Asesora de Planeación
Grupo de Gestión Financiera","Direccionamiento estratégico","N/A","N/A","N/A","N/A","N/A",
"97","ACTIVO","30-06-2021","Actos Administrativos","Acuerdos","Español","Físico","Texto","Publicado/Disponible","4/1/12","Página web ANDJE","Archivo Gestión Documental","Direccionamiento estratégico","N/A","Secretaria General","Direccionamiento estratégico","N/A","N/A","N/A","N/A","N/A",
"98","ACTIVO","30-06-2021","Actas","Actas de Consejo Directivo","Español","Electrónico/Físico","Texto
Presentación 
Correo electrónico
Mensajería instantánea","Disponible","6/1/11","N/A","Archivo Gestión Documental","Direccionamiento estratégico","N/A","Secretaria General","Direccionamiento estratégico","N/A","N/A","N/A","N/A","N/A",
"99","ACTIVO","30-06-2021","Actas","Actas de Consejo Asesor","Español","Electrónico/Físico","Texto
Presentación 
Correo electrónico
Mensajería instantánea","Disponible","6/1/11","N/A","Archivo Gestión Documental","Direccionamiento estratégico","N/A","Dirección General","Direccionamiento estratégico","N/A","N/A","N/A","N/A","N/A",
"100","ACTIVO","30-06-2021","Actas","Actas de Comité Institucional de Gestión y Desempeño -CIGD-","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Base de datos 
Compresión 
Web 
Correo electrónico","Disponible","9/1/16","N/A","Sistemas de Información SIGI
Archivo Gestión Documental
Servidores de Almacenamiento Oficiales","Direccionamiento estratégico","Trimestral","Oficina Asesora de Planeación","Direccionamiento estratégico","N/A","N/A","N/A","N/A","N/A",
"101","ACTIVO","30-06-2021","Informes","Informe de litigiosidad para Consejo a Ministros","Español","Electrónico/Físico","Texto
Presentación 
Compresión 
Correo electrónico","Publicado/Disponible","4/1/15","N/A","Servidores de Almacenamiento Oficiales","Direccionamiento estratégico","Anual","Dirección General","Direccionamiento estratégico","N/A","N/A","N/A","N/A","N/A",
"102","ACTIVO","30-06-2021","PROGRAMAS","Programa de aseguramiento y mejora de la Calidad","Español","Electrónico","- Hoja de Cálculo","Disponible","4/1/18","N/A","- ORFEO
- SIGI
- SERVIDORES DE ALMACENAMIENTO","Evaluación independiente","N/A","Evaluación independiente","Evaluación independiente","N/A","N/A","N/A","N/A","N/A",
"103","ACTIVO","30-06-2021","Plan Anual de Auditorias","Plan Anual de Auditoría","Español","Electrónico","Texto","Publicado/Disponible","4/1/13","Página web ANDJE","- SIGI
- SERVIDORES DE ALMACENAMIENTO","Evaluación independiente","Anual","Evaluación independiente","Evaluación independiente","N/A","N/A","N/A","N/A","N/A",
"104","ACTIVO","30-06-2021","Informes a Otras Entidades","Informe (de leyo)","Español","Electrónico","Texto","Publicado/Disponible","3/1/13","Página web ANDJE","- ORFEO
- SIGI
- SERVIDORES DE ALMACENAMIENTO","Evaluación independiente","Trimestral","Evaluación independiente","Evaluación independiente","N/A","N/A","N/A","N/A","N/A",
"105","ACTIVO","30-06-2021","Informes a Entes de Control","Informe","Español","Electrónico","Texto","Publicado/Disponible","3/1/13","Página web ANDJE","- ORFEO
- SIGI
- SERVIDORES DE ALMACENAMIENTO","Evaluación independiente","Cada vez que se genere","Evaluación independiente","Evaluación independiente","N/A","N/A","N/A","N/A","N/A",
"106","ACTIVO","30-06-2021","Informes a Otras Entidades","Informe (De seguimiento)","Español","Electrónico","Texto","Publicado/Disponible","3/1/13","Página web ANDJE","- ORFEO
- SIGI
- SERVIDORES DE ALMACENAMIENTO","Evaluación independiente","Mensual","Evaluación independiente","Evaluación independiente","N/A","N/A","N/A","N/A","N/A",
"107","ACTIVO","30-06-2021","ESTATUTOS","Estatuto de auditoria Interna","Español","Electrónico","Texto","Disponible","4/1/18","N/A","- SIGI
- SERVIDORES DE ALMACENAMIENTO","Evaluación independiente","N/A","Evaluación independiente","Evaluación independiente","N/A","N/A","N/A","N/A","N/A",
"108","ACTIVO","30-06-2021","Informes de auditoria interna","Informe de autoria","Español","Electrónico/Físico","Texto","Publicado/Disponible","4/1/13","Página web ANDJE","- ORFEO
- SIGI
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Evaluación independiente","Mensual","Evaluación independiente","Evaluación independiente","N/A","N/A","N/A","N/A","N/A",
"109","ACTIVO","30-06-2021","Informes de auditoria interna","Informe de Auditoria (Externas)","Español","Electrónico/Físico","Texto","Publicado/Disponible","6/1/13","Pagina web ANDJE
Página Entes de Control","- ORFEO
- SIGI
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Evaluación independiente","Cada vez que se genere","Evaluación independiente","Evaluación independiente","N/A","N/A","N/A","N/A","N/A",
"110","ACTIVO","30-06-2021","Informes de auditoria interna","Acta","Español","Electrónico","Texto","Disponible","10/1/12","N/A","- ORFEO
- SIGI
- SERVIDORES DE ALMACENAMIENTO","Evaluación independiente","N/A","Evaluación independiente","Evaluación independiente","N/A","N/A","N/A","N/A","N/A",
"111","ACTIVO","30-06-2021","Actas de Comité Institucional  de Coordinación de Control Interno","Acta de comité de coordinación de control interno.","Español","Electrónico","Texto","Disponible","10/1/12","N/A","- SIGI","Evaluación independiente","N/A","Evaluación independiente","Evaluación independiente","N/A","N/A","N/A","N/A","N/A",
"112","ACTIVO","30-06-2021","ACTAS","Actas Grupos Primarios*","Español","Electrónico","Texto","Disponible","4/1/13","N/A","- SIGI","Evaluación independiente","N/A","Todos","Evaluación independiente","N/A","N/A","N/A","N/A","N/A",
"113","ACTIVO","30-06-2021","Plan Anual de Auditorias","Mapa de aseguramiento","Español","Electrónico/Físico","Texto","Publicado/Disponible","4/1/13","Página Web Andje","- ORFEO
- SIGI
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Evaluación independiente","Mensual","Evaluación independiente","Evaluación independiente","N/A","N/A","N/A","N/A","N/A",
"114","ACTIVO","30-06-2021","Informes de auditoria interna","Papeles de trabajo","Español","Electrónico/Físico","- Texto
- Hoja de Cálculo
- Presentación","Publicado/Disponible","4/1/13","Página Web Andje","- ORFEO
- SIGI
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Evaluación independiente","Mensual","Evaluación independiente","Evaluación independiente","N/A","N/A","N/A","N/A","N/A",
"115","ACTIVO","30-06-2021","Informes a Entes de Control","Papeles de trabajo","Español","Electrónico/Físico","- Texto
- Hoja de Cálculo
- Presentación","Publicado/Disponible","4/1/13","Página Web Andje","- ORFEO
- SIGI
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Evaluación independiente","Mensual","Evaluación independiente","Evaluación independiente","N/A","N/A","N/A","N/A","N/A",
"116","ACTIVO","30-06-2021","Informes a Otras Entidades","Papeles de trabajo","Español","Electrónico/Físico","- Texto
- Hoja de Cálculo
- Presentación","Publicado/Disponible","4/1/13","Página Web Andje","- ORFEO
- SIGI
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Evaluación independiente","Mensual","Evaluación independiente","Evaluación independiente","N/A","N/A","N/A","N/A","N/A",
"117","ACTIVO","30-06-2021","CONTRATOS","Selección Abreviada por subasta inversa","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico 
Audio 
Animación 
Compresión 
Web 
Correo electrónico
Bases de Datos","Publicado/Disponible","8/1/12","Página web ANDJE
Página web SECOP I 
Página web SECOP II
Página 'SIGEP Web'","Sistemas de Información ORFEO, 
Archivo Gestión Documental
Servidores de Almacenamiento Oficiales
Colombia Compra Eficiente (SECOP II y SECOP II)
SIGEP Web
SIIF","Gestión contractual","Cada vez que se genere una nueva contratación por esta modalidad","Áreas de la Agencia que requieren la contratación de un bien o servicio, bajo esta modalidad de selección.

Grupo de Gestión Contractual","Gestión contractual","N/A","N/A","N/A","N/A","N/A",
"118","ACTIVO","30-06-2021","CONTRATOS","Selección Abreviada de menor cuantía","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico 
Audio 
Animación 
Compresión 
Web 
Correo electrónico
Bases de Datos","Publicado/Disponible","4/1/13","Página web SECOP I 
Página web SECOP II
Página 'SIGEP Web'","Sistemas de Información ORFEO, 
Archivo Gestión Documental
Servidores de Almacenamiento Oficiales
Colombia Compra Eficiente (SECOP II y SECOP II)
SIGEP Web
SIIF","Gestión contractual","Cada vez que se genere una nueva contratación por esta modalidad","Áreas de la Agencia que requieren la contratación de un bien o servicio, bajo esta modalidad de selección.

Grupo de Gestión Contractual","Gestión contractual","N/A","N/A","N/A","N/A","N/A",
"119","ACTIVO","30-06-2021","CONTRATOS","Mínima Cuantía","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico 
Audio 
Animación 
Compresión 
Web 
Correo electrónico
Bases de Datos","Publicado/Disponible","6/1/12","Página web SECOP I 
Página web SECOP II
Página 'SIGEP Web'","Sistemas de Información ORFEO, 
Archivo Gestión Documental
Servidores de Almacenamiento Oficiales
Colombia Compra Eficiente (SECOP II y SECOP II)
SIGEP Web
SIIF","Gestión contractual","Cada vez que se genere una nueva contratación por esta modalidad","Áreas de la Agencia que requieren la contratación de un bien o servicio, bajo esta modalidad de selección.

Grupo de Gestión Contractual","Gestión contractual","N/A","N/A","N/A","N/A","N/A",
"120","ACTIVO","30-06-2021","CONTRATOS","Licitación Pública","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico 
Audio 
Animación 
Compresión 
Web 
Correo electrónico
Bases de Datos","Publicado/Disponible","3/1/12","Página web ANDJE
Página web SECOP I 
Página web SECOP II
Página 'SIGEP Web'","Sistemas de Información ORFEO, 
Archivo Gestión Documental
Servidores de Almacenamiento Oficiales
Colombia Compra Eficiente (SECOP II y SECOP II)
SIGEP Web
SIIF","Gestión contractual","Cada vez que se genere una nueva contratación por esta modalidad","Áreas de la Agencia que requieren la contratación de un bien o servicio, bajo esta modalidad de selección.

Grupo de Gestión Contractual","Gestión contractual","N/A","N/A","N/A","N/A","N/A",
"121","ACTIVO","30-06-2021","INFORMES","Informe entes de control","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico 
Audio 
Animación 
Compresión 
Web 
Correo electrónico
Bases de Datos","Disponible","12/1/12","N/A","Servidores de Almacenamiento Oficiales","Gestión contractual","Mensual, Trimestral.","Grupo de Gestión Contractual

Áreas de la Agencia que consolidan y remiten los informes a los entes de control (Oficina Asesora Jurídica, Oficina de Control Interno, Secretaría General -Grupo de Talento Humano-).","Gestión contractual","N/A","N/A","N/A","N/A","N/A",
"122","ACTIVO","30-06-2021","CONVENIOS
CONTRATOS INTERADMINISTRATIVOS","Convenios/
Contratos Interadministrativos","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico 
Audio 
Animación 
Compresión 
Web 
Correo electrónico","Publicado/Disponible","3/1/12","Página Web ANDJE
Página web SECOP I 
Página web SECOP II","Sistemas de Información ORFEO, 
Archivo Gestión Documental
Servidores de Almacenamiento Oficiales","Gestión contractual","Cada vez que se genere una nueva contratación por esta modalidad","Áreas de la Agencia que requieren la contratación de un bien o servicio, bajo esta modalidad de selección.

Grupo de Gestión Contractual","Gestión contractual","N/A","N/A","N/A","N/A","N/A",
"123","ACTIVO","30-06-2021","CONTRATOS","Contratación Directa","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico 
Audio 
Animación 
Compresión 
Web 
Correo electrónico
Bases de Datos","Publicado/Disponible","3/1/12","Página web SECOP I 
Página web SECOP II
Página 'SIGEP Web'","Sistemas de Información ORFEO, 
Archivo Gestión Documental
Servidores de Almacenamiento Oficiales
Colombia Compra Eficiente (SECOP II y SECOP II)
SIGEP Web
SIIF","Gestión contractual","Cada vez que se genere una nueva contratación por esta modalidad","Áreas de la Agencia que requieren la contratación de un bien o servicio, bajo esta modalidad de selección.

Grupo de Gestión Contractual","Gestión contractual","N/A","N/A","N/A","N/A","N/A",
"124","ACTIVO","30-06-2021","CONTRATOS","Concurso de Méritos","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico 
Audio 
Animación 
Compresión 
Web 
Correo electrónico
Bases de Datos","Publicado/Disponible","12/1/12","Página web ANDJE
Página web SECOP I 
Página web SECOP II
Página 'SIGEP Web'","Sistemas de Información ORFEO, 
Archivo Gestión Documental
Servidores de Almacenamiento Oficiales
Colombia Compra Eficiente (SECOP II y SECOP II)
SIGEP Web
SIIF","Gestión contractual","Cada vez que se genere una nueva contratación por esta modalidad","Áreas de la Agencia que requieren la contratación de un bien o servicio, bajo esta modalidad de selección.

Grupo de Gestión Contractual","Gestión contractual","N/A","N/A","N/A","N/A","N/A",
"125","ACTIVO","30-06-2021","CONCEPTOS","Conceptos Internos dependencias","Español","Electrónico/Físico","- Texto
- Correo Electrónico","Disponible","1/2/19","N/A","- ORFEO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión contractual","Es eventual, cada vez que se genere una nueva solicitud","Grupo de Gestión Contractual","Gestión contractual","N/A","N/A","N/A","N/A","N/A",
"126","ACTIVO","30-06-2021","CONTRATOS","Acuerdos Marco de Precios","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico 
Audio 
Animación 
Compresión 
Web 
Correo electrónico
Bases de Datos","Publicado/Disponible","12/1/14","Página web Tienda Virtual del Estado Colombiano (TVEC)","Sistemas de Información ORFEO, 
Archivo Gestión Documental
Servidores de Almacenamiento Oficiales
Colombia Compra Eficiente (Tienda Virtual del Estado Colombiano -TVEC-)
SIGEP Web
SIIF","Gestión contractual","Cada vez que se genere una nueva contratación por esta modalidad","Áreas de la Agencia que requieren la contratación de un bien o servicio, bajo esta modalidad de selección.

Grupo de Gestión Contractual","Gestión contractual","N/A","N/A","N/A","N/A","N/A",
"127","ACTIVO","30-06-2021","ACTAS","Actas de Comité de Contratación","Español","Electrónico/Físico","Texto","Disponible","1/2/19","N/A","- ORFEO
- SIGI
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión contractual","Quincenal","Grupo de Gestión Contractual","Gestión contractual","N/A","N/A","N/A","N/A","N/A",
"128","ACTIVO","30-06-2021","PLANES DE TRANSFERENCIAS DOCUMENTALES","Transferencias Documentales Secundarias","Español","Electrónico/Físico","Texto (PDF)","Disponible","N/A","N/A","- ORFEO
- SIGI
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión documental","N/A","Gestión documental","Gestión documental","N/A","N/A","N/A","N/A","N/A",
"129","ACTIVO","30-06-2021","PLANES DE TRANSFERENCIAS DOCUMENTALES","Transferencias Documentales Primarias","Español","Electrónico/Físico","Texto (PDF)","Disponible","6/1/17","N/A","- ORFEO
- SIGI
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión documental","N/A","Gestión documental","Gestión documental","N/A","N/A","N/A","N/A","N/A",
"130","ACTIVO","30-06-2021","INSTRUMENTOS ARCHIVISTICOS","Tablas de Retención Documental - TRD","Español","Electrónico/Físico","- Texto
- Hoja de Cálculo
- Web","Publicado/Disponible","7/5/05","Página Web Andje","- ORFEO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL 
- ARCHIVO FÍSICO DEPENDECIA","Gestión documental","N/A","Gestión documental","Gestión documental","N/A","N/A","N/A","N/A","N/A",
"131","ACTIVO","30-06-2021","INSTRUMENTOS ARCHIVISTICOS","Tablas de Control de Acceso","Español","Electrónico","- Hoja de Cálculo","Publicado/Disponible","N/A","Página Web Andje","- ORFEO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL 
- ARCHIVO FÍSICO DEPENDECIA","Gestión documental","N/A","N/A","Gestión documental","N/A","N/A","N/A","N/A","N/A",
"132","ACTIVO","30-06-2021","SOFTWARE","Software Sistema de Gestión Documental ORFEO","N/A","N/A","- N/A","N/A","3/1/13","N/A","N/A","Gestión documental","N/A","Gestión documental","Gestión documental","N/A","N/A","N/A","N/A","N/A",
"133","ACTIVO","30-06-2021","INSTRUMENTOS ARCHIVISTICOS -Programas de gestión documental - PGD","Programa de Gestión Documental - PGD","Español","Electrónico","- Texto
- Web","Publicado/Disponible","7/6/05","Página web ANDJE","- SIGI
- SERVIDORES DE ALMACENAMIENTO","Gestión documental","Anual","Gestión documental","Gestión documental","N/A","N/A","N/A","N/A","N/A",
"134","ACTIVO","30-06-2021","CONSECUTIVOS DE COMUNICACIONES OFICIALES - Consecutivos de comunicaciones oficiales recibidas","Planillas para el control de entrega de documentos","Español","Electrónico/Físico","Texto","Disponible","5/28/13","N/A","- ORFEO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión documental","Diaria","Gestión documental","Gestión documental","N/A","N/A","N/A","N/A","N/A",
