"pais","numerodeplantasautorizadas","especies","razonsocial","productos","vigencia","observaciones"
"Emiratos Árabes Unidos","7.0","Bovina - Bufalina","002B - Alimentos Carnicos SAS Planta Aguachica","Carne bovina y bufalina refrigerada. Despojos refrigerados.","2022-06-21T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Para la certificacion Halal de los productos a exportar se debe trabajar con centros islamicos acreditados por ESMA entidad compétente de EAU para este tema. Los centros islamicos acreditados se pueden consultar en www.halal.ae EAU aprueba trabajar con centros islamicos ubicados en Estados Unidos o Brasil. Los centros islamicos ubicados en Colombia deben surtir el proceso de acreditacion y cancelar la tarifa correspondiente segun la informacion publicada en la pagina web del Ministerio de Cambio Climatico y Ambiente de EAU Los establecimientos nuevos que deseen aprobacion de eau para exportar deben realizar directamente el tramite ante el MOCCAE, Invima atiende y compaña la auditoria, se deben presentar minimo tres plantas en la auditoria. Se permite carne con hueso."
"Emiratos Árabes Unidos","7.0","Bovina - Bufalina","696BD - Colbeef S.A.S","Carne bovina y bufalina congelada y refrigerada","2023-06-20T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Para la certificacion Halal de los productos a exportar se debe trabajar con centros islamicos acreditados por ESMA entidad compétente de EAU para este tema. Los centros islamicos acreditados se pueden consultar en www.halal.ae EAU aprueba trabajar con centros islamicos ubicados en Estados Unidos o Brasil. Los centros islamicos ubicados en Colombia deben surtir el proceso de acreditacion y cancelar la tarifa correspondiente segun la informacion publicada en la pagina web del Ministerio de Cambio Climatico y Ambiente de EAU Los establecimientos nuevos que deseen aprobacion de eau para exportar deben realizar directamente el tramite ante el MOCCAE, Invima atiende y compaña la auditoria, se deben presentar minimo tres plantas en la auditoria. Se permite carne con hueso."
"Estados Unidos de America y Territorios Anexos (Puerto Rico, Islas Marianas del Norte, Guam, Islas Vírgenes Americanas, etc.)","No Aplica","Productos Procesados","MERCADO ABIERTO PARA LA EXPORTACIÓN DE ESTE TIPO DE PRODUCTOS. NO ES NECESARIO REALIZAR INSCRIPCIÓN O NOTIFICACIÓN ANTE EL INVIMA, EL TRAMITE LO REALIZA EL EXPORTADOR ANTE LA FDA. NO SE REQUIERE HABILITACION DE PLANTAS.","Alimentos Procesados competencia de la FDA *Pulpas de Fruta con o sin Azúcar, Jugos de Frutas Salsas de Fruta, Productos de Baja Acidez y Acidificados **Productos de la Pesca","No Aplica","Requisitos: 1. Registro ante FDA. 2. Garantía de inocuidad del producto. Esto incluye asegurarse de que cualquier ingrediente agregado, sea permitido por Estados Unidos. el producto debe ser manufacturado bajo las buenas practicas que le apliquen según su tipo tales como las buenas prácticas de manufactura, empaque y almacenamiento de alimentos (21 CFR 1 10) y cumplir con las directivas que establecen otros requisitos de inocuidad. Asegurarse cumplir normas y regulaciones de la FDA. 3. Para cada envío o exportación de alimentos se debe hacer una notificación previa a la FDA. 4. Los establecimientos deben tener en cuenta que la FDA, de forma potestativa, realiza seguimiento a los establecimientos que se encuentran en sus registros y que realizan exportación con destino a Estados Unidos y puede realizar visita a dichos establecimientos como resultado de los seguimientos. 5. Invima realiza inspección y certificación en puerto. *Los productos de los grupos: pulpas de fruta con o sin azúcar, jugos de frutas salsas de fruta, productos de baja acidez y acidificados, requieren tener implementado sistema HACCP. **para los productos de la pesca, el establecimiento debe contar con sistema haccp implementado."
"Estados Unidos de America y Territorios Anexos (Puerto Rico, Islas Marianas del Norte, Guam, Islas Vírgenes Americanas, etc.)","1.0","Derivados Lácteos","L18 - COOPERATIVA COLANTA - COLANTA (SAN PEDRO DE LOS MILAGROS ANTIOQUIA)","1. Leche y productos lácteos con un estándar de identidad previsto en 21 CFR parte 131, excluyendo 21 CFR 131.120 leche condensada azucarada. 2. Requesón (21 CFR 133.128) y requesón seco (21 CFR 131.129)2. 3. Suero y productos de suero como se definen en 21 CFR 184.1979, 184.1979a, 184.1979b, 184.1979c, y la sección 1., productos de suero de esta ordenanza. 4. Versiones modificadas de estos alimentos enumerados anteriormente en los artículos 1 y 2, de conformidad con 21 CFR 130.10- requisitos para alimentos nombrados por el uso de una declaración de contenido de nutrientes y un término estandarizado. 5. Leche y productos lácteos, tal como se definen en los puntos 1, 2, 3 y 4 anteriores, empaquetados en combinación con alimentos no incluidos en esta definición y debidamente etiquetados con una declaración de identidad para describir los alimentos en forma de paquete final por ejemplo, ""requesón con piña"" y ""leche descremada con esteroles vegetales"". 6. Los productos no incluidos en los ítems 1 a 5 son productos lácteos de grado ""A"" que tienen un mínimo de 2.0% de proteína de leche (nitrógeno Kjeldahl total (TKN) x 6.38) y un mínimo de sesenta y cinco por ciento (65%) en peso de leche, producto lácteo o una combinación de productos lácteos. 7. Una leche o un producto lácteo en el que la grasa de la leche o el producto lácteo ha sido sustituida en parte o en su totalidad por cualquier otra grasa animal o vegetal; siempre que se puedan incluir otras fuentes de grasa cuando se utilicen para fines actualmente aceptados en cualquier otra leche o producto lácteo de grado ""A"", como portadores de vitaminas y como ingrediente en emulsionantes y estabilizadores; 8. Productos a base de café donde el café o el agua es el ingrediente principal como se indica en la declaración de ingredientes; 9. Productos a base de té donde el té o el agua es el ingrediente principal como se indica en la declaración de ingredientes; 10. Productos dietéticos (excepto como se define aquí); 11. Fórmulas infantiles; 12. Helados u otros postres congelados; 13. Mantequilla; 14. Queso (estandarizado, excepto requesón (21 CFR 133.128) y requesón seco (21 CFR 131.129) 2, o no estandarizado); 15. Pudines.","01/01/2019 (certificacion PMO)","Requisitos: 1. Registro ante FDA. 2. Garantía de inocuidad del producto. Esto incluye asegurarse de que cualquier ingrediente agregado, sea permitido por Estados Unidos. el producto debe ser manufacturado bajo las buenas practicas que le apliquen según su tipo tales como las buenas prácticas de manufactura, empaque y almacenamiento de alimentos (21 CFR 1 10) y cumplir con las directivas que establecen otros requisitos de inocuidad. Asegurarse cumplir normas y regulaciones de la FDA. 3. Para cada envío o exportación de alimentos se debe hacer una notificación previa a la FDA. 4. Los establecimientos deben tener en cuenta que la FDA, de forma potestativa, realiza seguimiento a los establecimientos que se encuentran en sus registos y que realizan exportación con destino a Estados Unidos y puede realizar visita a dichos establecimientos como resultado de los seguimientos. 5. Invima realiza inspección y certificación en puerto. *Para los productos de esta categoría, se requiere que la planta gestione una certificacion PMO - Pasteurized Milk Ordinance ante la FDA. Para quesos, adicional a lo anterior, existe una guía voluntaria con recomendaciones como aplicar los principios HACCP en el caso de lácteos ""Dairy Grade A""."
"Ghana","4.0","Porcina","062PD - COOPERATIVA COLANTA - FRIGOCOLANTA S.A.","Carne de cerdo refrigerada o congelada, subproductos de carne de cerdo.","No Aplica","Para la Exportación se utiliza un modelo de certificado aprobado por la autoridad de Ghana.

Las plantas interesadas deben solicitar al Invima autorización para ser incluídos en la lista de plantas habilitadas para exportar a Ghana.

Las plantas interesadas deben cumplir lo reglamentado en el Decreto 1500 de 2007."
"Ghana","4.0","Porcina","006PD - FRIGOTUN","Carne de cerdo refrigerada o congelada, subproductos de carne de cerdo.","No Aplica","Para la Exportación se utiliza un modelo de certificado aprobado por la autoridad de Ghana.

Las plantas interesadas deben solicitar al Invima autorización para ser incluídos en la lista de plantas habilitadas para exportar a Ghana.

Las plantas interesadas deben cumplir lo reglamentado en el Decreto 1500 de 2007."
"Ghana","4.0","Porcina","001PD - FRIGORIFICO LA FAZENDA","Carne de cerdo refrigerada o congelada, subproductos de carne de cerdo.","No Aplica","Para la Exportación se utiliza un modelo de certificado aprobado por la autoridad de Ghana.

Las plantas interesadas deben solicitar al Invima autorización para ser incluídos en la lista de plantas habilitadas para exportar a Ghana.

Las plantas interesadas deben cumplir lo reglamentado en el Decreto 1500 de 2007."
"Ghana","4.0","Porcina","010P - SUPERCERDO PAISA","Carne de cerdo refrigerada o congelada, subproductos de carne de cerdo.","No Aplica","Para la Exportación se utiliza un modelo de certificado aprobado por la autoridad de Ghana.

Las plantas interesadas deben solicitar al Invima autorización para ser incluídos en la lista de plantas habilitadas para exportar a Ghana.

Las plantas interesadas deben cumplir lo reglamentado en el Decreto 1500 de 2007."
"Ghana","No Aplica","Leche y Productos Lácteos","Exportaciones autorizadas en base a un certificado acordado.

No se requiere autorización de la empresa.","Leche y Productos Lácteos","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Los establecimientos que pueden exportar Leche y Productos Lácteos a Ghana serán aquellos que cumplan con los requisitos de IVC de Invima. Requisitos: - Las instalaciones de procesamiento de las cuales se originan los productos han sido aprobadas para la exportación. - La leche líquida fresca suministrada a estas fábricas fue sometida a tratamiento térmico a temperaturas suficientes para destruir los microorganismos patógenos."
"Guatemala","1.0","Productos de la Pesca","0012-00 - GRUPO ALIMENTARIO DEL ATLÁNTICO S.A. GRALCO S.A.","Atún Crudo","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario genérico."
"Hong Kong","No Aplica","Carne y Subproductos","Exportaciones autorizadas en base a un certificado acordado. No se requiere autorización de la empresa.","Carne y Subproductos","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario genérico."
"India","No Aplica","Leche y Productos Lácteos","Exportaciones autorizadas en base a un certificado acordado. No se requiere autorización de la empresa.","Leche y Productos Lácteos","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional Requisitos: -La leche ha sido procesada a una temperatura que garantiza la destrucción de los organismos patógenos. -La leche no contiene residuos de medicamentos, de pesticidas ni de metales pesados por encima de los límites establecidos por la comisión del Codex Alimentarius"
"Israel","No Aplica","Productos de la Pesca","Exportaciones autorizadas en base a un certificado acordado. No se requiere autorización de la empresa.","Productos de la pesca procesados.","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Se deben tener en cuenta los siguientes requisitos: 1. No se requiere habiltiación de establecimientos por parte de la autoridad sanitaria de Israel, los establecimientos que pueden exportar son aquellos a los cuales el Invima les haya autorizado la comercialización de sus productos con destino a exportación; 2. El establecimiento debe tener implementado un programa con base en los principios HACCP; 3. Los establecimientos deben cumplir los requisitos sanitarios establecidos en el reglamento (EC) No 852/2004, en cuanto a condiciones de captura, manipulación, empaque, almacenamiento, rotulado y transporte; 4. Cumplir las garantías en cuanto a planes de control de residuos establecidas por el Reglamento (EU) 2017/625; 5. Cumplir con los controles establecidos en el anexo III del Reglamento (EC) No 2017/625."
"Israel","39.0","Productos de la Pesca","Los establecimientos que podrán exportar serán aquellos que se encuentren incluidos en la página web de la DG SANTE: https://webgate.ec.europa.eu/sanco/traces/output/CO/FFP_CO_en.pdf","Productos de la Pesca","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Se deben tener en cuenta los siguientes requisitos: -El establecimiento y/o el barco de captura debe tener implementado un programa con base en los principios HACCP en concordancia con el reglamento (EC) No 852/2004. -Los establecimientos deben cumplir los requisitos sanitarios establecidos en el reglamento (EC) No 852/2004, en cuanto a condiciones de captura, manipulación, empaque, almacenamiento, rotulado y transporte. -Cumplir las garantías en cuanto a planes de control de resiudos establecidas por el Reglamento (EU) 2017/625. -Cumplir con los controles establecidos en el anexo III del Reglamento (EC) No 2017/625."
"Israel","No Aplica","Leche y Productos Lácteos","Exportaciones autorizadas en base a un certificado acordado. No se requiere autorización de la empresa.","Leche y productos lácteos","No Aplica","Requisitos Sanitarios: *Los productos han recibido un tratamiento que inactiva la fiebre aftosa mediante alguno de los siguientes métodos: -Una temperatura mínima de 132 °C durante, por lo menos, un segundo en estado líquido (ultrapasteurización - UHT); -Si el pH es inferior a 7,0 una temperatura mínima de 72 °C durante, por lo menos 15 segundos en estado líquido (pasteurización rápida a alta temperatura - HTST); -(Si el pH es igual o superior a 7,0), se aplica la HTST dos veces; -Se mantiene un pH inferior a 6 durante, por lo menos, una hora; *Los establecimientos que exporten leche y productos lácteos deben estar bajo vigilancia e inspección del Invima. *El certificado deberá ser remitido a través de las compañías transportadoras hacia los puertos oficiales como parte de la documentación del cargamento. Otros Requisitos: *Los productos deben ser importados en Israel únicamente por un importador israelí registrado que cuente con la respectiva licencia otorgada por el Ministerio de Salud de Israel, esto de acuerdo a la clasificación de los productos (sensibles o no sensibles). En Israel la leche y productos lácteos son considerados “sensibles (sensitive foods)”. *Solamente un importador israelí puede aplicar por una licencia para importar un producto alimenticio."
"Jamaica","No Aplica","Leche y Productos Lácteos","Exportaciones autorizadas en base a un certificado acordado. No se requiere autorización de la empresa.","Mercado Actualmente Abierto para esta Categoria de Riesgo. No Requiere de Habilitación de Plantas","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Requisitos: 1. La materia prima procede de zonas certificadas por la oie como libres de fiebre aftosa con vacunación tipo A y O. 2. Para la inactivación de los virus presentes en la leche y la crema para consumo humano, uno de los procedimientos siguientes debe ser usado: -Un proceso de esterilización aplicando una temperatura mínima de 132°C por lo menos un segundo(UHT) o -Si la leche tiene un pH menor a 7.0, un proceso de esterilización aplicando un mínimo de temperatura de 72°C por lo menos durante 15 segundos (HTST) o -Si la leche tiene un pH de 7.0 o mas, el proceso HTST se aplica dos veces. 3. Los productos cumplen con las especificaciones tecnicas nacionales y son aptos para consumo humano."
"Jamaica","No Aplica","Productos Procesados","Exportaciones autorizadas en base a un certificado acordado. No se requiere autorización de la empresa.","Productos Lácteos Altamente Procesados. Productos Horneados sin Carne.","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario genérico en Inglés. Requisitos: 1. El Certificado Sanitario Genérico debe contener la siguiente mención: ""The undersigned official inspectors of the National Institute for Surveillance of Food and Medicines, certifies that the products, by-products or raw materials described above are fit for human consumption and are produced and commercialized in compliance with Colombian sanitary regulations"". 2. El interesado debe establecer contacto con la autoridad sanitaria de Jamaica: el Ministerio de Industria, Comercio , Agricultura y Pesca, -División de Servicios Veterinarios, al siguiente correo: vsdpermits@gmail.com, entidad a la que debe comunicar su intención de exportación y remitir en idioma inglés, la siguiente información: o Cuestionario diligenciado y soportes indicados en el mismo: -Acta de visita del Invima con concepto favorable. -Certificado HACCP vigente. -Evidencia que la planta o el proceso cumplen con estándares internacionales para ser aprobada o registrada ante la UE o la FDA de los EE. UU- número de registros o certificaciones. -Ficha técnica del producto. -Flujograma de proceso. -Programa de reducción de patógenos. 2. La División de Servicios Veterinarios verificará la información y emitirá un concepto sobre la aceptación de dicho producto en la isla. 3. En la comunicación que se establezca con la autoridad sanitaria de Jamaica se sugiere mantener al Invima en copia: iacostar@invima.gov.co 4. Una vez surtidos los pasos anteriores, se deben informar al Invima que se cuenta con la validación y Vb por parte de la autoridad sanitaria de Jamaica."
"Japón","7.0","Aves de Corral","004AD - OPERADORA AVICOLA COLOMBIA SAS","Carne Aviar","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Japon otorgó el reconocimiento del sistema de inspeccion de la carne de Colombia. No se requiere habilitacion de plantas. Invima aplica un procedimiento para aprobacion e inclusion de plantas en la lista oficial de establecimientos para la exportacion, la cual se envia a las autoridades japonesas."
"Japón","7.0","Aves de Corral","005AD - OPERADORA AVICOLA COLOMBIA SAS","Carne Aviar","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Japon otorgó el reconocimiento del sistema de inspeccion de la carne de Colombia. No se requiere habilitacion de plantas. Invima aplica un procedimiento para aprobacion e inclusion de plantas en la lista oficial de establecimientos para la exportacion, la cual se envia a las autoridades japonesas."
"Japón","7.0","Aves de Corral","054AD - AVIDESA MAC POLLO SA","Carne Aviar","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Japon otorgó el reconocimiento del sistema de inspeccion de la carne de Colombia. No se requiere habilitacion de plantas. Invima aplica un procedimiento para aprobacion e inclusion de plantas en la lista oficial de establecimientos para la exportacion, la cual se envia a las autoridades japonesas."
"Japón","7.0","Aves de Corral","069AD - INVERSIONES EL DORADO SAS","Carne Aviar","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Japon otorgó el reconocimiento del sistema de inspeccion de la carne de Colombia. No se requiere habilitacion de plantas. Invima aplica un procedimiento para aprobacion e inclusion de plantas en la lista oficial de establecimientos para la exportacion, la cual se envia a las autoridades japonesas."
"Japón","7.0","Aves de Corral","139AD - POLLOS EL BUCANERO SA","Carne Aviar","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Japon otorgó el reconocimiento del sistema de inspeccion de la carne de Colombia. No se requiere habilitacion de plantas. Invima aplica un procedimiento para aprobacion e inclusion de plantas en la lista oficial de establecimientos para la exportacion, la cual se envia a las autoridades japonesas."
"Japón","7.0","Aves de Corral","251AD - POLLOS EL BUCANERO SA","Carne Aviar","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Japon otorgó el reconocimiento del sistema de inspeccion de la carne de Colombia. No se requiere habilitacion de plantas. Invima aplica un procedimiento para aprobacion e inclusion de plantas en la lista oficial de establecimientos para la exportacion, la cual se envia a las autoridades japonesas."
"Japón","7.0","Aves de Corral","141AD - AVIDESA DE OCCIDENTE","Carne Aviar","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Japon otorgó el reconocimiento del sistema de inspeccion de la carne de Colombia. No se requiere habilitacion de plantas. Invima aplica un procedimiento para aprobacion e inclusion de plantas en la lista oficial de establecimientos para la exportacion, la cual se envia a las autoridades japonesas."
"Japón","No Aplica","Derivados Lácteos","Exportaciones autorizadas en base a un certificado acordado. No se requiere autorización de la empresa.","Productos Procesados","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Los establecimientos que pueden exportar Leche y Productos Lácteos a Japón serán aquellos que cumplan con los requisitos de IVC del Invima. Requisitos: Se ha llevado a cabo un tratamiento de inactivación del virus de la fiebre aftosa (FA) en los productos lácteos en cualquiera de las etapas de producción mediante alguno de los siguientes métodos: - Una temperatura mínima de 132 °C durante, por lo menos, un segundo en estado líquido (ultrapasteurización - UHT). - Si el pH es inferior a 7,0 una temperatura mínima de 72 °C durante, por lo menos 15 segundos en estado líquido (pasteurización rápida a alta temperatura - HTST). - (Si el pH es igual o superior a 7,0), se aplica la HTST dos veces. - Se mantiene un pH inferior a 6 durante, por lo menos, una hora."
"Jordania","11.0","Bovina","503BD - FRIGORÍFICO DEL SINÚ - FRIGOSINÚ S.A.","Carne Bovina y Subproductos Bovinos Destinados al Consumo Humano","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Solo se permite carne SIN hueso."
"Jordania","11.0","Bovina","696BD - COLBEEF S.A.S","Carne Bovina y Subproductos Bovinos Destinados al Consumo Humano","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Solo se permite carne SIN hueso."
"Jordania","11.0","Bovina","038DM - GANADERÍA MANZANARES S.A.S.","Carne Bovina y Subproductos Bovinos Destinados al Consumo Humano","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Solo se permite carne SIN hueso."
"Jordania","11.0","Bovina","680B - RED CÁRNICA S.A.S.","Carne Bovina y Subproductos Bovinos Destinados al Consumo Humano","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Solo se permite carne SIN hueso."
"Jordania","11.0","Bovina","073BD - CAMAGÜEY S.A.","Carne Bovina y Subproductos Bovinos Destinados al Consumo Humano","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Solo se permite carne SIN hueso."
"Jordania","11.0","Bovina","341BD - RED CÁRNICA S.A.S.","Carne Bovina y Subproductos Bovinos Destinados al Consumo Humano","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Solo se permite carne SIN hueso."
"Jordania","11.0","Bovina","452BD - COOPERATIVA INTEGRAL LECHERA DEL CESAR - COOLESAR","Carne Bovina y Subproductos Bovinos Destinados al Consumo Humano","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Solo se permite carne SIN hueso."
"Jordania","11.0","Bovina","002B - ALIMENTOS CARNICOS SAS PLANTA AGUACHICA","Carne Bovina y Subproductos Bovinos Destinados al Consumo Humano","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Solo se permite carne SIN hueso."
"Jordania","11.0","Bovina","034DM - ALIMENTOS CARNICOS SAS PLANTA ENVIGADO","Carne Bovina y Subproductos Bovinos Destinados al Consumo Humano","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Solo se permite carne SIN hueso."
"Jordania","11.0","Bovina","062B - FRIGORIFICOS GANADEROS DE COLOMBIA SA - FRIOGAN SA PLANTA COROZAL","Carne Bovina y Subproductos Bovinos Destinados al Consumo Humano","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Solo se permite carne SIN hueso."
"Jordania","11.0","Bovina","060BD - FRIGORÍFICOS GANADEROS DE COLOMBIA S.A. – FRIOGAN S.A. - PLANTA LA DORADA.","Carne Bovina y Subproductos Bovinos Destinados al Consumo Humano","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Solo se permite carne SIN hueso."
"El Líbano","13.0","Bovina","503BD - FRIGORÍFICO DEL SINÚ - FRIGOSINÚ S.A.","Carne Bovina y Subproductos Cárnicos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Se deben cumplir requisitos de certificación Halal. Los establecimientos pueden trabajar con Centros Islámicos ubicados en Colombia. Se debe dar cumplimiento con los requerimientos sanitarios descritos en el Decreto No. 1/828 de El Líbano. Se debe realizar registro del establecimiento que desea exportar a El LÍbano ante el Ministerio de Agricultura de este pais. Se permite carne con hueso."
"El Líbano","13.0","Bovina","696BD - COLBEEF S.A.S","Carne Bovina y Subproductos Cárnicos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Se deben cumplir requisitos de certificación Halal. Los establecimientos pueden trabajar con Centros Islámicos ubicados en Colombia. Se debe dar cumplimiento con los requerimientos sanitarios descritos en el Decreto No. 1/828 de El Líbano. Se debe realizar registro del establecimiento que desea exportar a El LÍbano ante el Ministerio de Agricultura de este pais. Se permite carne con hueso."
"El Líbano","13.0","Bovina","038DM - GANADERÍA MANZANARES S.A.S.","Carne Bovina y Subproductos Cárnicos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Se deben cumplir requisitos de certificación Halal. Los establecimientos pueden trabajar con Centros Islámicos ubicados en Colombia. Se debe dar cumplimiento con los requerimientos sanitarios descritos en el Decreto No. 1/828 de El Líbano. Se debe realizar registro del establecimiento que desea exportar a El LÍbano ante el Ministerio de Agricultura de este pais. Se permite carne con hueso."
"El Líbano","13.0","Bovina","680B - RED CÁRNICA S.A.S.","Carne Bovina y Subproductos Cárnicos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Se deben cumplir requisitos de certificación Halal. Los establecimientos pueden trabajar con Centros Islámicos ubicados en Colombia. Se debe dar cumplimiento con los requerimientos sanitarios descritos en el Decreto No. 1/828 de El Líbano. Se debe realizar registro del establecimiento que desea exportar a El LÍbano ante el Ministerio de Agricultura de este pais. Se permite carne con hueso."
"El Líbano","13.0","Bovina","073BD - CAMAGÜEY S.A.","Carne Bovina y Subproductos Cárnicos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Se deben cumplir requisitos de certificación Halal. Los establecimientos pueden trabajar con Centros Islámicos ubicados en Colombia. Se debe dar cumplimiento con los requerimientos sanitarios descritos en el Decreto No. 1/828 de El Líbano. Se debe realizar registro del establecimiento que desea exportar a El LÍbano ante el Ministerio de Agricultura de este pais. Se permite carne con hueso."
"El Líbano","13.0","Bovina","062BD - FRIGORÍFICOS GANADEROS DE COLOMBIA S.A. – FRIOGAN PLANTA COROZAL","Carne Bovina y Subproductos Cárnicos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Se deben cumplir requisitos de certificación Halal. Los establecimientos pueden trabajar con Centros Islámicos ubicados en Colombia. Se debe dar cumplimiento con los requerimientos sanitarios descritos en el Decreto No. 1/828 de El Líbano. Se debe realizar registro del establecimiento que desea exportar a El LÍbano ante el Ministerio de Agricultura de este pais. Se permite carne con hueso."
"El Líbano","13.0","Bovina","223BD - COOPERATIVA COLANTA - FRIGOCOLANTA S.A.","Carne Bovina y Subproductos Cárnicos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Se deben cumplir requisitos de certificación Halal. Los establecimientos pueden trabajar con Centros Islámicos ubicados en Colombia. Se debe dar cumplimiento con los requerimientos sanitarios descritos en el Decreto No. 1/828 de El Líbano. Se debe realizar registro del establecimiento que desea exportar a El LÍbano ante el Ministerio de Agricultura de este pais. Se permite carne con hueso."
"El Líbano","13.0","Bovina","060BD - FRIGORÍFICOS GANADEROS DE COLOMBIA S.A. – FRIOGAN S.A. - PLANTA LA DORADA.","Carne Bovina y Subproductos Cárnicos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Se deben cumplir requisitos de certificación Halal. Los establecimientos pueden trabajar con Centros Islámicos ubicados en Colombia. Se debe dar cumplimiento con los requerimientos sanitarios descritos en el Decreto No. 1/828 de El Líbano. Se debe realizar registro del establecimiento que desea exportar a El LÍbano ante el Ministerio de Agricultura de este pais. Se permite carne con hueso."
"El Líbano","13.0","Bovina","341BD - RED CÁRNICA S.A.S.","Carne Bovina y Subproductos Cárnicos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Se deben cumplir requisitos de certificación Halal. Los establecimientos pueden trabajar con Centros Islámicos ubicados en Colombia. Se debe dar cumplimiento con los requerimientos sanitarios descritos en el Decreto No. 1/828 de El Líbano. Se debe realizar registro del establecimiento que desea exportar a El LÍbano ante el Ministerio de Agricultura de este pais. Se permite carne con hueso."
"El Líbano","13.0","Bovina","069B - FRIGORÍFICO GUADALUPE S.A.S.","Carne Bovina y Subproductos Cárnicos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Se deben cumplir requisitos de certificación Halal. Los establecimientos pueden trabajar con Centros Islámicos ubicados en Colombia. Se debe dar cumplimiento con los requerimientos sanitarios descritos en el Decreto No. 1/828 de El Líbano. Se debe realizar registro del establecimiento que desea exportar a El LÍbano ante el Ministerio de Agricultura de este pais. Se permite carne con hueso."
"El Líbano","13.0","Bovina","002B - ALIMENTOS CARNICOS SAS PLANTA AGUACHICA","Carne Bovina y Subproductos Cárnicos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Se deben cumplir requisitos de certificación Halal. Los establecimientos pueden trabajar con Centros Islámicos ubicados en Colombia. Se debe dar cumplimiento con los requerimientos sanitarios descritos en el Decreto No. 1/828 de El Líbano. Se debe realizar registro del establecimiento que desea exportar a El LÍbano ante el Ministerio de Agricultura de este pais. Se permite carne con hueso."
"El Líbano","13.0","Bovina","061BD - FRIGORÍFICOS GANADEROS DE COLOMBIA S.A. PLANTA VILLAVICENCIO","Carne Bovina y Subproductos Cárnicos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Se deben cumplir requisitos de certificación Halal. Los establecimientos pueden trabajar con Centros Islámicos ubicados en Colombia. Se debe dar cumplimiento con los requerimientos sanitarios descritos en el Decreto No. 1/828 de El Líbano. Se debe realizar registro del establecimiento que desea exportar a El LÍbano ante el Ministerio de Agricultura de este pais. Se permite carne con hueso."
