"uid","name","description","owner","owner_uid","publication_stage","audience","approval_status","provenance","type","category","tags","url","api_endpoint","creation_date","last_data_updated_date","domain","derived_view","visits","downloads","row_count","column_count","contact_email","license","attribution","attribution_link","published_version_name","published_version_uid","parent_uid","commoncore_publisher","informacindedatos_fechaemisinddmmaaaa","commoncore_contactname","commoncore_language","commoncore_contactemail","commoncore_license","commoncore_issued","informacindelaentidad_sector","commoncore_references","informacindelaentidad_nombredelaentidad","commoncore_publicaccesslevel","commoncore_bureaucode","commoncore_describedby","commoncore_updatefrequency","informacindedatos_urlnormativa","informacindelaentidad_departamento","informacindelaentidad_autor","informacindelaentidad_orden","commoncore_programcode","commoncore_lastupdate","commoncore_homepage","commoncore_uniqueidentifier","informacindelaentidad_reaodependecia","informacindedatos_fechaemisinaaaammdd","informacindelaentidad_reaodependencia","informacindelaentidad_municipio","commoncore_geographiccoverage","informacindedatos_frecuenciadeactualizacin","informacindedatos_idioma","commoncore_theme","informacindedatos_coberturageogrfica","informacindedatos_urldocumentacin"
"cjsr-3kwd","Aprovechamiento persistente","Aprovechamiento persistente","Gobernacion del Cauca","rm2v-xy4i","published","public","approved","official","href","Ambiente y Desarrollo Sostenible","aprovechamiento,persistente","https://www.datos.gov.co/d/cjsr-3kwd",,"2018-12-10T16:56:57.000","2018-12-10T16:56:57.000","www.datos.gov.co","false","71","0",,,,"Creative Commons Attribution | NoDerivatives 4.0 International License","Corporación Autónoma Regional del Cauca C.R.C",,,,,,,,,,,,"Público",,"Corporación Autónoma Regional del Cauca C.R.C",,,,,"","Cauca",,"Departamental",,,,,"Ambiente y Desarrollo Sostenible","2018-10-30",,"No Aplica",,"Anual","Español",,"Municipal",""
"6fig-bbc5","Geolocalización Consultas Especializadas 2019","Consultas Médicas Especializadas Caldas  - Hospital Departamental Universitario Santa Sofía de Caldas","ESE Hospital Departamental Universitario Santa Sofía de Caldas","danj-8n8j","published","public","approved","official","dataset","Salud y Protección Social","cuidado de la salud y tratamientos médicos,consultas especializadas","https://www.datos.gov.co/d/6fig-bbc5","https://www.datos.gov.co/resource/6fig-bbc5.json","2020-01-29T20:22:11.000","2020-01-29T21:25:29.000","www.datos.gov.co","false","170","28","10196","11","planeacion@santasofia.com.co",,,"https://www.datos.gov.co/d/6fig-bbc5",,,,,,,,,,,"Salud y Protección Social",,"E.S.E. Hospital Departamental Santa Sofía de Caldas",,,,,,"Caldas",,"Territorial",,,,,,"2020/01/29","Hospital Departamental Universitario Santa Sofía de Caldas","Manizales",,"Anual","Español",,"Departamental",
"mmn3-6uzr","Resultado del Proceso Auditor de la Contraloría Departamental de Nariño correspondiente a las vigencias 2015-2016-2017-2018","El Conjunto de datos Abiertos es la consolidación de la información resultado de la interrelación del Proceso Auditor, del Proceso de Responsabilidad Fiscal, Proceso Coactivo y Proceso Administrativo Sancionatorio.","Contraloría Departamental de Nariño","962m-fgu8","published","public","approved","official","dataset","Organismos de Control",,"https://www.datos.gov.co/d/mmn3-6uzr","https://www.datos.gov.co/resource/mmn3-6uzr.json","2019-10-22T13:10:06.000","2019-10-31T21:55:25.000","www.datos.gov.co","false","196","41","781","39",,,,"https://www.datos.gov.co/d/mmn3-6uzr",,,,,,,,,,,"Organismos de control y vigilancia",,"Contraloría Departamental de Nariño",,,,,,"Nariño",,"Territorial",,,,,,"2019-10-31","Dirección Técnica","Pasto",,"Anual","Español",,"Departamental",
"7zwu-wswx","OPERADORES TURISTICOS CALIMA EL DARIEN","Aquí puedes encontrar los operadores de Servicios Turísticos de Calima El Darién.","CALIMA EL DARIEN","7jq3-mh2m","published","public","approved","official","dataset","Comercio, Industria y Turismo","turismo,sitios turísticos","https://www.datos.gov.co/d/7zwu-wswx","https://www.datos.gov.co/resource/7zwu-wswx.json","2020-10-13T19:59:29.000","2020-10-23T02:57:41.000","www.datos.gov.co","false","384","44","299","10","alcaldia@calimaeldarien-valle.gov.co",,,"https://www.datos.gov.co/d/7zwu-wswx",,,,,,,,,,,"Comercio, Industria y Turismo",,"Alcaldía Municipal de Calima del Darién",,,,,,"Valle del Cauca",,"Territorial",,,,,,"2020-10-13","SECRETARIA DE FOMENTO AL TURISMO Y LA CULTURA","Calima",,"Anual","Español",,"Nacional",
"gtg9-672t","Sistema de Información de Eventos de Violencia del Conflicto Armado SIEVCAC - Víctimas VS Violencia Sexual","Víctimas para el tipo de violencia VS Violencia Sexual, con corte a 30 de junio de 2022","CNMH","dhtv-h7gs","published","public","approved","official","dataset","Inclusión Social y Reconciliación","cnmh,victimas,centro nacional de memoria histórica","https://www.datos.gov.co/d/gtg9-672t","https://www.datos.gov.co/resource/gtg9-672t.json","2021-11-30T17:13:57.000","2022-07-14T20:38:21.000","www.datos.gov.co","false","219","28","16224","19","meyenberg.chaverra@cnmh.gov.co","Creative Commons Attribution 4.0 International","Observatorio de Memoria y Conflicto OMC","https://www.datos.gov.co/d/gtg9-672t",,,,,,,,,,,"Inclusión Social y Reconciliación",,"Centro de Memoria Histórica",,,,,"https://centrodememoriahistorica.gov.co/","Bogotá D.C.",,"Nacional",,,,,,"23-02-2021","Observatorio de Memoria y Conflicto OMC","Bogotá D.C.",,"Trimestral","Español",,"Nacional",
"senc-7n9r","Sacrificio De Ganado Bovino","Conjunto de datos que brinda información sobre producción y sacrificio de ganado en el valle del cauca","Gobernación del Valle del Cauca","upnp-kj8b","published","public","approved","official","dataset","Agricultura y Desarrollo Rural","carne,producción,sacrificio,ganado","https://www.datos.gov.co/d/senc-7n9r","https://www.datos.gov.co/resource/senc-7n9r.json","2018-01-19T20:23:34.000","2021-09-21T17:52:40.000","www.datos.gov.co","false","256","77","171","9",,"Creative Commons Attribution | Share Alike 4.0 International","secretaria de ambiente agricultura y pesca","http://www.valledelcauca.gov.co",,,,,,,,,,,"Función Pública",,"Gobernación del Valle del Cauca",,,,,,"Valle del Cauca",,"Territorial",,,,,,"10-02-2017","secretaria de ambiente agricultura y pesca","Cali",,"Anual","Español",,"Departamental",
"a46m-xdxd","Ubicación Sedes Prestadoras De  Servicios De Oncologia Habilitados En El Departamento Del Valle Del Cauca-1","Ubicación Sedes Prestadoras De  Servicios De Oncologia Habilitados En El Departamento Del Valle Del Cauca-","Gobernación del Valle del Cauca","upnp-kj8b","published","public","approved","official","map","Salud y Protección Social","cauca,habilitados,servicios,valle,oncologicos,prestadores,declarados","https://www.datos.gov.co/d/a46m-xdxd","https://www.datos.gov.co/resource/a46m-xdxd.json","2018-08-14T16:06:08.000","2018-08-14T16:06:11.000","www.datos.gov.co","false","15280","327","86",,,"Creative Commons 1.0 Universal (Public Domain Dedication)","Secretaria de Salud Gobernación del Valle del Cauca","http://www.valledelcauca.gov.co",,,,,,,,,,,"Salud y Protección Social",,"Gobernación del Valle del Cauca",,,,,"","Valle del Cauca",,"Territorial",,,,,,"2018-08-14","Secretaria de Salud Gobernación del Valle del Cauca","Cali",,"Anual","Español",,"Departamental",""
"cqvh-y5js","Densidad de Cultivos de Coca 2002","Información relacionada a los archivos cartográficos de la densidad de los cultivos de coca, detectados por el Sistema Integrado de Monitoreo de Cultivos Ilícitos-SIMCI, reportados para el período censal 2002.","Ministerio de Justicia y del Derecho","8ek4-hyhr","published","public","approved","official","dataset","Justicia y Derecho","cultivo ilícito,censo simci,observatorio de drogas de colombia,cultivos de coca,densidad de coca,hectáreas cultivadas coca","https://www.datos.gov.co/d/cqvh-y5js","https://www.datos.gov.co/resource/cqvh-y5js.json","2019-08-13T21:44:10.000","2019-08-13T21:57:59.000","www.datos.gov.co","false","346","108","31473","4","odc@minjusticia.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Observatorio de Drogas de Colombia","https://www.datos.gov.co/d/cqvh-y5js",,,,,,,,,,,"Justicia y del Derecho",,"Ministerio de Justicia y del derecho",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2003-07-01","Subdirección Estratégica y de Análisis","Bogotá D.C.",,"Anual","Español",,"Nacional","http://www.odc.gov.co/Portals/1/publicaciones/pdf/oferta/censos/OF02012002-censo-cultivos-coca-2002-estimado-intercensal-2003-.pdf"
"ir5x-hqy3","Plan de compras y contratación 2016 ESSA","Plan de compras y contratación 2016  de la Electrificadora de Santander S.A E.S.P","ESSAGrupoEPM","u65c-uh9c","published","public","approved","official","dataset","Minas y Energía","plan de compras y contratación,essa,2016","https://www.datos.gov.co/d/ir5x-hqy3","https://www.datos.gov.co/resource/ir5x-hqy3.json","2017-07-11T20:01:22.000","2017-07-11T20:12:49.000","www.datos.gov.co","false","150","66","137","6","essa@essa.com.co","Creative Commons Attribution | Share Alike 4.0 International","E.S.P. Electrificadora de Santander S.A.","https://www.datos.gov.co/d/ir5x-hqy3",,,,,,,,,,,"Minas y Energía",,"E.S.P. Electrificadora de Santander S.A.",,,,,,"Santander",,"Territorial",,,,,,"2016-01-01","Área Suministro y Soporte Administrativo","Bucaramanga",,"Anual","Español",,"Departamental",
"4y5w-y5sj","Resultados operativos realizados por la Policía Nacional en control a la explotación ilícita de yacimiento minero","","POLICÍA - DICAR","yvgz-36de","published","public","approved","official","dataset","Seguridad y Defensa","control,ilícita,yacimiento,operativos,minero,explotación","https://www.datos.gov.co/d/4y5w-y5sj","https://www.datos.gov.co/resource/4y5w-y5sj.json","2020-08-28T17:16:40.000","2022-07-08T21:37:08.000","www.datos.gov.co","false","450","312","1060","10","gobiernodigital@policia.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Policía Nacional de Colombia","https://www.policia.gov.co/",,,,,,,,,,,"Defensa",,"Dirección General de la Policía Nacional",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2020-09-30","DIRECCIÓN DE CARABINEROS Y SEGURIDAD RURAL","Bogotá D.C.",,"Trimestral","Español",,"Nacional",
"v9x8-hi59","Resultados sorteo 2793","Resultados sorteo 2793","Loteria del Quindio","23nr-ing7","published","public","approved","official","dataset",,,"https://www.datos.gov.co/d/v9x8-hi59","https://www.datos.gov.co/resource/v9x8-hi59.json","2022-05-16T16:50:47.000","2022-05-16T16:53:24.000","www.datos.gov.co","false","17","8","207","5",,,,"https://www.datos.gov.co/d/v9x8-hi59",,,,,,,,,,,"No Aplica",,"Lotería del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2021-01-13","sistemas","Armenia",,"Semanal","Español",,"Nacional",
"chgf-h9gj","Predios Municipio de Santa Sofía","Predios Municipio de Santa Sofía con Nombre de Propietario Ubicación, Cédula, Dirección, área.","alcaldia Municipal de Santa Sofía","mj6j-5hff","published","public","approved","official","dataset","Ordenamiento Territorial","predios","https://www.datos.gov.co/d/chgf-h9gj","https://www.datos.gov.co/resource/chgf-h9gj.json","2018-07-12T19:30:55.000","2018-07-12T20:08:56.000","www.datos.gov.co","false","280","380","5267","17","contactenos@santasofia-boyaca.gov.co",,,"https://www.datos.gov.co/d/chgf-h9gj",,,,,,,,,,,"No Aplica",,"Alcaldía Municipal de Santa Sofía",,,,,,"Boyacá",,"Territorial",,,,,,"2018-07-12","Tesorería","Santa Sofía",,"Anual","Español",,"Nacional",
"2tfk-dcha","Parque automotor","Información general del parque automotor registrado en la Secretaría de Movilidad.","ALCALDÍA DE MEDELLÍN","x6fv-8vwk","published","public","approved","official","href","Transporte","movilidad,medellín","https://www.datos.gov.co/d/2tfk-dcha",,"2020-10-23T15:57:18.000","2020-10-23T15:57:18.000","www.datos.gov.co","false","266","0",,,"gobierno.digital@medellin.gov.co","Creative Commons Attribution 4.0 International","Secretaría de Movilidad de la Alcaldía de Medellín",,,,,,,,,,,,"Transporte",,"Alcaldía Municipal de Medellín",,,,,,"Antioquia",,"Territorial",,,,,,"2020-04-28","Secretaría de Movilidad de la Alcaldía de Medellín","Medellín",,"Mensual","Español",,"Municipal",
"74ed-84fm","Encuesta Impacto Económico en los sectores Artísticos y Culturales 2020 Persona","Contiene los resultados de las encuesta aplicada a las organizaciones y personas del sector cultural, buscando identificar información que permita colaborar con estrategias para atender el sector.","ALCALDÍA DE MEDELLÍN","x6fv-8vwk","published","public","approved","official","href","Estadísticas Nacionales","economia,encuesta,sector cultural","https://www.datos.gov.co/d/74ed-84fm",,"2021-12-22T18:29:32.000","2021-12-22T18:29:32.000","www.datos.gov.co","false","52","0",,,"gobierno.digital@medellin.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Secretaría de Cultura Ciudadana - Subsecretaria de Ciudadanía Cultural",,,,,,,,,,,,"Estadísticas",,"Alcaldía Municipal de Medellín",,,,,,"Antioquia",,"Nacional",,,,,,"2020-12-31","Secretaría de Cultura Ciudadana - Subsecretaria de Ciudadanía Cultural","Medellín",,"No aplica","Español",,"Municipal",
"p7hc-wajb","DEBERES, DERECHOS, PROHIBICIONES Y FALTAS GRAVISIMAS FUNCIONARIOS PUBLICOS","Enlace a la  LEY 734 DE 2002 que trata sobre los deberes, derechos, prohibiciones y faltas gravísimas de los funcionarios públicos.","Gobernación del Atlántico","6q9z-wjn6","published","public","approved","official","href","Función pública","ley 734 de 2002,deberes,atlantico,prohibiciones,gobernación del atlantico,faltas,derechos","https://www.datos.gov.co/d/p7hc-wajb",,"2019-06-18T02:25:37.000","2019-06-18T02:25:37.000","www.datos.gov.co","false","238","0",,,"erua@atlantico.gov.co","Creative Commons Attribution 4.0 International","SECRETARÍA DE QUEJAS Y CONTROL DISCIPLINARIO","https://www.procuraduria.gov.co/guiamp/media/file/Macroproceso%20Disciplinario/L-734-02.htm",,,,,,,,,,,"Función Pública",,"Gobernación del Atlántico",,,,,,"Atlántico",,"Territorial",,,,,,"2019-06-17","Secretaría de Quejas y Control Disciplinario","Barranquilla",,"No aplica","Español",,"Nacional",
"7jac-5s68","Localización de los Centros de Culto del Municipio de Itagüí","Datos geolocalizados de iglesias católicas y cristianas ubicadas en el Municipio de Itagüí","Alcaldía de Itagüí","54wf-wxqk","published","public","approved","official","map","Cultura","telefono,dirección,iglesias,itagüí","https://www.datos.gov.co/d/7jac-5s68","https://www.datos.gov.co/resource/7jac-5s68.json","2017-09-12T21:47:32.000","2017-09-12T21:47:34.000","www.datos.gov.co","false","284","22",,,"gobiernoenlinea@itagui.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Alcaldía Municipal de Itagüí","http://www.itagui.gov.co",,,,,,,,,,,"No Aplica",,"Alcaldía Municipal de Itagüí",,,,,"http://www.itagui.gov.co/sitio/pagina/gaceta-municipal","Antioquia",,"Territorial",,,,,,"2017-09-12","Dirección Administrativa de Tecnologías y sistemas de la Información y las Comunicaciones","Itagui",,"No aplica","Español",,"Municipal","http://www.itagui.gov.co/alcaldia/datos_abiertos/0"
"qhnh-gr7x","Áreas con declaratoria de protección","Consolidación de las áreas con declaratoria de protección extraídas del RUNAP y del POT vigente","ALCALDÍA DE MEDELLÍN","x6fv-8vwk","published","public","approved","official","href","Ambiente y Desarrollo Sostenible","runap,declaratorias de proteccion,pot","https://www.datos.gov.co/d/qhnh-gr7x",,"2020-09-29T13:43:29.000","2020-09-29T13:43:29.000","www.datos.gov.co","false","176","0",,,"gobierno.digital@medellin.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Secretaría de Medio Ambiente",,,,,,,,,,,,"Ambiente y Desarrollo Sostenible",,"Alcaldía Municipal de Medellín",,,,,,"Antioquia",,"Territorial",,,,,,"2020-04-28","Secretaría de Medio Ambiente","Medellín",,"Anual","Español",,"Municipal",
"a9pw-ejvd","Residuos organicos Cota Cundinamarca","Ruta residuos orgánicos aprovechables municipio de Cota Cundinamarca 2021","ALCALDIA DE COTA","5ed8-jbf2","published","public","approved","official","dataset","Ambiente y Desarrollo Sostenible","manejo residuos,residuos organicos,pgirs","https://www.datos.gov.co/d/a9pw-ejvd","https://www.datos.gov.co/resource/a9pw-ejvd.json","2022-06-13T16:05:00.000","2022-06-13T16:11:47.000","www.datos.gov.co","false","40","7","105","8",,"Creative Commons Attribution | NoDerivatives 4.0 International License","Alcaldía de Cota Cundinamarca","https://www.datos.gov.co/d/a9pw-ejvd",,,,,,,,,,,"Ambiente y Desarrollo Sostenible",,"Alcaldía Municipal de Cota",,,,,,"Cundinamarca",,"Territorial",,,,,,"2022-06-03","Secretaría Agropecuaria, Medio Ambiente y Desarrollo Económico","Cota",,"Anual","Español",,"Municipal",
"8y6y-qf2v","Índice de información clasificada y de reserva 2022","Índice de información clasificada y de reserva 2022","Contraloría General del Cauca","e36m-pea5","published","public","approved","official","dataset","Organismos de Control",,"https://www.datos.gov.co/d/8y6y-qf2v","https://www.datos.gov.co/resource/8y6y-qf2v.json","2022-05-03T13:47:18.000","2022-05-03T13:53:46.000","www.datos.gov.co","false","23","4","44","13",,,,"https://www.datos.gov.co/d/8y6y-qf2v",,,,,,,,,,,"Organismos de control y vigilancia",,"Contraloría Departamental del Cauca",,,,,,"Cauca",,"Territorial",,,,,,"2022-05-03","COMUNICAICONES","Popayán",,"Anual","Español",,"Departamental",
"x638-86jp","CANTIDAD DE INFRACCIONES IMPUTADAS 1ER SEMESTRE 2019","Cantidad de infracciones imputadas del 1er semestre 2019 en el Municipio de Copacabana","Alcaldía Municipal de Copacabana","xxf6-axyg","published","public","approved","official","dataset","Transporte",,"https://www.datos.gov.co/d/x638-86jp","https://www.datos.gov.co/resource/x638-86jp.json","2019-11-14T19:15:35.000","2019-11-14T19:22:05.000","www.datos.gov.co","false","140","32","59","4","jaber.vasquez@yahoo.com",,"Jáber Vásquez Agudelo","https://www.datos.gov.co/d/x638-86jp",,,,,,,,,,,"Transporte",,"Alcaldía Municipal de Copacabana",,,,,,"Antioquia",,"Territorial",,,,,,"2019-11-14","Secretaría de Movilidad de Copacabana","Copacabana",,"Semestral","Español",,"Municipal",
"bxry-ht2s","OMISOS CONVERGENCIA EMPRESAS Y GOBIERNO","Este conjunto de datos contiene la información de las entidades que no reportaron en los periodos establecidos por la Contaduría General de la Nación.
Incluye Empresas y Gobierno","UNIDAD ADMINISTRATIVA ESPECIAL CONTADURÍA GENERAL DE LA NACIÓN","de9s-bgth","published","public","approved","official","dataset","Hacienda y Crédito Público","omision","https://www.datos.gov.co/d/bxry-ht2s","https://www.datos.gov.co/resource/bxry-ht2s.json","2020-12-23T17:43:27.000","2021-12-09T18:07:46.000","www.datos.gov.co","false","146","21","138","8","hramirez@contaduria.gov.co","Creative Commons Attribution | NoDerivatives 4.0 International License","UNIDAD ADMINISTRATIVA ESPECIAL CONTADURIA GENERAL DE LA NACIÓN","https://www.datos.gov.co/d/bxry-ht2s",,,,,,,,,,,"Hacienda y Crédito Público",,"Unidad Administrativa Especial Contaduría General de la Nación",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2020-09-30","Hacienda y Crédito Público","Bogotá D.C.",,"Trimestral","Español",,"Nacional",
"x3ym-hbuy","CORPOBOYACA INFORMACION COBRO DE TASAS POR UTILIZACION DE AGUAS Y RECURSOS HIDRICOS CUENCA ALTA RIO CHICAMOCHA 2018","FORMULARIO DE INFORMACIÓN RELACIONADA CON EL COBRO DE LAS TASAS POR UTILIZACIÓN DE AGUAS Y EL ESTADO DE LOS RECURSOS HÍDRICOS DE CUENCA ALTA DEL RÍO CHICAMOCHA AÑO 2018.","Corpoboyacá","mkuc-5uqp","published","public","approved","official","dataset","Ambiente y Desarrollo Sostenible","tasas de uso por agua tua","https://www.datos.gov.co/d/x3ym-hbuy","https://www.datos.gov.co/resource/x3ym-hbuy.json","2020-08-01T03:05:15.000","2020-08-01T03:57:37.000","www.datos.gov.co","false","199","39","845","50","aherrera@corpoboyaca.gov.co","Public Domain","Subdirección de Ecosistemas y Gestión Ambiental CORPOBOYACA","https://www.corpoboyaca.gov.co/proyectos/manejo-integral-del-recurso-hidrico/tasas-por-uso-de-agua/",,,,,,,,,,,"Ambiente y Desarrollo Sostenible",,"Corporación Autónoma Regional de Boyacá",,,,,,"Boyacá",,"Nacional",,,,,,"2020-07-31","Subdirección de Ecosistemas y Gestión Ambiental CORPOBOYACA.","Tunja",,"Anual","Español",,"Departamental",
"nxft-8xvh","RENDIMIENTO EN TONELADAS POR HECTÁREAS COSECHADAS  CON OTROS CULTIVOS TRANSITORIOS EN EL VALLE DEL CAUCA","RENDIMIENTO EN TONELADAS POR HECTÁREAS COSECHADAS  CON OTROS CULTIVOS TRANSITORIOS EN EL VALLE DEL CAUCA","Gobernación del Valle del Cauca","upnp-kj8b","published","public","approved","official","dataset","Agricultura y Desarrollo Rural","hectareas,rendimineto,transitorios,valle,cosechadas,toneladas,cultivos,cauca,otros","https://www.datos.gov.co/d/nxft-8xvh","https://www.datos.gov.co/resource/nxft-8xvh.json","2018-01-29T19:15:39.000","2021-09-22T17:22:30.000","www.datos.gov.co","false","453","68","128","26",,"Creative Commons 1.0 Universal (Public Domain Dedication)","SECRETARIA DE AMBIENTE AGRICULTURA Y PESCA","http://WWW.VALLEDELCAUCA.GOV.CO",,,,,,,,,,,"Función Pública",,"Gobernación del Valle del Cauca",,,,,,"Valle del Cauca",,"Territorial",,,,,,"23-01-2018","SECRETARIA DE AMBIENTE AGRICULTURA Y PESCA","Cali",,"Anual","Español",,"Departamental",
"hyep-wqn6","Defunciones Hospital General de Medellín 2020","Descripción de datos defunciones en el Hospital General de Medellín 2020.","Hospital General de Medellín","af39-grym","published","public","approved","official","dataset","Salud y Protección Social","medellín,hospital general,defunciones","https://www.datos.gov.co/d/hyep-wqn6","https://www.datos.gov.co/resource/hyep-wqn6.json","2021-09-30T15:27:30.000","2021-10-01T19:56:57.000","www.datos.gov.co","false","88","19","1457","16","comunicaciones@hgm.gov.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Hospital General de Medellín","https://www.datos.gov.co/d/hyep-wqn6",,,,,,,,,,,"Salud y Protección Social",,"E.S.E. Hospital General de Medellín",,,,,,"Antioquia",,"Nacional",,,,,,"2021-09-10","Oficina de Comunicaciones","Medellín",,"No aplica","Español",,"Nacional",
"8n6t-inuk","Comunas","Comunas de la zona urbana del Municipio de Santiago de Cali. Escala 1:2000","Alcaldía Municipal de Santiago de Cali","2xjx-npz6","published","public","approved","official","href","Ordenamiento Territorial","localidad,idesc,comuna,santiago,cali,servicios,wfs,wms,alcaldía,ogc","https://www.datos.gov.co/d/8n6t-inuk",,"2018-06-14T22:17:50.000","2018-06-14T22:17:50.000","www.datos.gov.co","false","297","0",,,"idesc@cali.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Alcaldía Municipal de Santiago de Cali","http://idesc.cali.gov.co/",,,,,,,,,,,"Planeación",,"Alcaldía Municipal de Santiago de Cali",,,,,,"Valle del Cauca",,"Territorial",,,,,,"2018-06-14","Departamento Administrativo de Planeación Municipal","Cali",,"No aplica","Español",,"Municipal",
"ajqv-fnaz","Findeter - Registro de Activos de Información - 2020","Consulte aquí el conjunto de datos sobre el Registro de Activos de Información de Findeter del 2020","Financiera de Desarrollo Territorial S.A","g8h2-nrn5","published","public","approved","official","dataset","Hacienda y Crédito Público","activos información,activos de información,findeter,registro de activos de información","https://www.datos.gov.co/d/ajqv-fnaz","https://www.datos.gov.co/resource/ajqv-fnaz.json","2020-11-15T00:29:58.000","2020-11-15T00:47:30.000","www.datos.gov.co","false","231","31","108","11","findeter@findeter.gov.co","Creative Commons Attribution 4.0 International","Financiera de Desarrollo Territorial S.A","https://www.datos.gov.co/d/ajqv-fnaz",,,,,,,,,,,"Hacienda y Crédito Público",,"Financiera de Desarrollo Territorial S.A.",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2020-11-12","Vicepresidencia de Riesgos","Bogotá D.C.",,"Anual","Español",,"Nacional",
"pfxf-ipa7","IDIC","Índice Departamental de Innovación para Colombia","Camilo Espinoza","k2p3-m94b","published","public","approved","official","dataset","Ciencia, Tecnología e Innovación","ciencia,indice,innovación,departamental","https://www.datos.gov.co/d/pfxf-ipa7","https://www.datos.gov.co/resource/pfxf-ipa7.json","2022-07-28T20:37:40.000","2022-07-28T20:47:52.000","www.datos.gov.co","false","46","11","192","113","lcristancho@dnp.gov.co","Public Domain","DNP",,,,,,,,,,,,"Planeación",,"Departamento Nacional de Planeación",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2022-05-01","DIDE","Bogotá D.C.",,"Anual","Español",,"Nacional","https://www.innovamos.gov.co/instrumentos/lanzamiento-indice-departamental-de-innovacion-para"
"wxd7-drge","Esquema de publicación","Esquema de publicación contenidos portal web.","Alejandro Posso","u6yc-8pf5","published","public","approved","official","dataset","Cultura","lajas,esculturas,icanh","https://www.datos.gov.co/d/wxd7-drge","https://www.datos.gov.co/resource/wxd7-drge.json","2022-03-08T17:03:12.000","2022-03-08T17:21:24.000","www.datos.gov.co","false","21","4","61","9","wposso@icanh.gov.co",,"ICANH","https://www.datos.gov.co/d/wxd7-drge",,,,,,,,,,,"Cultura",,"Instituto Colombiano de Antropología e Historia",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2021-11-20","TIC","Bogotá D.C.",,"Mensual","Español",,"Nacional",
"yt9f-v2f7","MEN_INDICE_PARIDAD_POR_GENERO_DISCAPACIDAD_ETC","Contiene los datos de los indices de paridad por género (IPG=F/M) y la cantidad de los indicadores de discapacidad EPBM Educación Prescolar, Básica y Media, por genero desagregados por Entidad Territorial Certificada ETC, del año 2020","Ministerio de Educación Nacional","ymvt-n7h8","published","public","approved","official","dataset","Educación","primaria,educacion,discapacidad,genero,educación preescolar básica y media","https://www.datos.gov.co/d/yt9f-v2f7","https://www.datos.gov.co/resource/yt9f-v2f7.json","2022-01-06T19:17:53.000","2022-01-06T19:33:52.000","www.datos.gov.co","false","130","19","97","63","planeacion@mineducacion.gov.co","Creative Commons Attribution | Share Alike 3.0 Unported","Ministerio de Educación Nacional","http://www.mineducacion.gov.co",,,,,,,,,,,"Educación",,"Ministerio de Educación Nacional",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2021-01-06","Oficina Asesora de Planeación y Finanzas","Bogotá D.C.",,"Anual","Español",,"Nacional",
"3439-5h4z","Permisos de ocupación de cauce en la jurisdicción de Corantioquia","Los permisos de ocupación de cauce en la jurisdicción de Corantioquia corresponden a permisos ambientales para uso y aprovechamiento de los recursos naturales renovables","Corantioquia","8s3g-z6ud","published","public","approved","official","dataset","Ambiente y Desarrollo Sostenible","autorizaciones,permisos,licencias ambientales,concesiones","https://www.datos.gov.co/d/3439-5h4z","https://www.datos.gov.co/resource/3439-5h4z.json","2020-12-24T03:47:46.000","2022-06-16T19:38:05.000","www.datos.gov.co","false","103","17","2388","15","protecciondedatos@corantioquia.gov.co",,"Subdirección de Sostenibilidad y Gestión Territorial","https://www.datos.gov.co/d/3439-5h4z",,,,,,,,,,,"Ambiente y Desarrollo Sostenible",,"Corporación Autónoma Regional del Centro de Antioquia",,,,,,"Antioquia",,"Territorial",,,,,,"2020-12-23","Corantioquia - Subdirección de Sostenibilidad y Gestión Territorial","Medellín",,"Semestral","Español",,"Departamental",
"igi5-xu6k","Registros de búsqueda de empleabilidad Palmira 2021","Registro de busqueda de empleabilidad en el municipio de Palmira en la vigencia 2021","Alcaldía Municipal de Palmira","nhmf-uurb","published","public","approved","official","dataset","Comercio, Industria y Turismo","empleabilidad,palmira,alcaldia de palmira","https://www.datos.gov.co/d/igi5-xu6k","https://www.datos.gov.co/resource/igi5-xu6k.json","2022-06-30T16:19:27.000","2022-06-30T16:23:44.000","www.datos.gov.co","false","33","8","668","16","jefferson.tejada@palmira.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Alcaldía de Palmira","https://www.datos.gov.co/d/igi5-xu6k",,,,,,,,,,,"Comercio, Industria y Turismo",,"Alcaldía Municipal de Palmira",,,,,,"Valle del Cauca",,"Territorial",,,,,,"2022-06-30","Dirección de emprendimiento y desarrollo empresarial","Palmira",,"Anual","Español",,"Municipal",
