"cantidaddebeneficiarios","cantidadbeneficioconsolidado","cantidadultimobeneficio","codigodepartamentoatencion","codigomunicipioatencion","estadobeneficiario","etnia","fechainscripcionbeneficiario","fechaultimobeneficioasignado","genero","nombredepartamentoatencion","nombremunicipioatencion","pais","rangoedad","tipoasignacionbeneficio","tipobeneficio","tipodocumento","valorbeneficioconsolidad","valorultimobeneficioasignado"
"1","0","0","76","76001","ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2007-01-01","Hombre","VALLE","CALI","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","50","50313","ACTIVO","ND","1900-01-01","2007-01-01","Hombre","META","GRANADA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","52","52356","ACTIVO","ND","1900-01-01","2016-01-01","Hombre","NARIÑO","IPIALES","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","68","68235","ACTIVO","ND","1900-01-01","2007-01-01","Mujer","SANTANDER","EL CARMEN DE CHUCURI","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","73","73483","NO ACTIVO","INDIGENA","1900-01-01","2014-01-01","Hombre","TOLIMA","NATAGAIMA","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","44","44650","NO ACTIVO","ND","1900-01-01","2006-01-01","Hombre","LA GUAJIRA","SAN JUAN DEL CESAR","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"4","0","0","52","52490","ACTIVO","ND","1900-01-01","2009-01-01","Hombre","NARIÑO","OLAYA HERRERA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","86","86001","ACTIVO","INDIGENA","1900-01-01","2008-01-01","Mujer","PUTUMAYO","MOCOA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","50","50573","NO ACTIVO","ND","1900-01-01","2008-01-01","Mujer","META","PUERTO LOPEZ","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","54","54001","NO ACTIVO","ND","1900-01-01","2009-01-01","Mujer","NORTE DE SANTANDER","CUCUTA","169","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","76","76233","NO ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2006-01-01","Hombre","VALLE","DAGUA","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"8","0","0","95","95001","NO ACTIVO","ND","1900-01-01","2007-01-01","ND","GUAVIARE","SAN JOSE DEL GUAVIARE","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","44","44090","ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2014-01-01","Hombre","LA GUAJIRA","DIBULLA","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","27","27745","ACTIVO","ND","1900-01-01","2008-01-01","Hombre","CHOCO","SIPI","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","70","70823","ACTIVO","ND","1900-01-01","2006-01-01","Mujer","SUCRE","TOLU VIEJO","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","86","86320","ACTIVO","INDIGENA","1900-01-01","2008-01-01","Mujer","PUTUMAYO","ORITO","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"7","0","0","44","44001","NO ACTIVO","ND","1900-01-01","2008-01-01","Mujer","LA GUAJIRA","RIOHACHA","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","81","81065","ACTIVO","ND","1900-01-01","2014-01-01","Hombre","ARAUCA","ARAUQUITA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"6","0","0","47","47605","ACTIVO","ND","1900-01-01","2008-01-01","Mujer","MAGDALENA","REMOLINO","COLOMBIA",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"4","0","0","47","47001","NO ACTIVO","ND","1900-01-01","2014-01-01","ND","MAGDALENA","SANTA MARTA","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","70","70508","ACTIVO","ND","1900-01-01","2007-01-01","Mujer","SUCRE","OVEJAS","169","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"4","0","0","50","50689","ACTIVO","ND","1900-01-01","2007-01-01","Mujer","META","SAN MARTIN","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","47","47570","ACTIVO","ND","1900-01-01","2005-01-01","Mujer","MAGDALENA","PUEBLOVIEJO","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","50","50689","ACTIVO","ND","1900-01-01","2007-01-01","Hombre","META","SAN MARTIN","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","76","76109","NO ACTIVO","INDIGENA","1900-01-01","2006-01-01","Hombre","VALLE","BUENAVENTURA","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","47","47053","NO ACTIVO","ND","1900-01-01","2006-01-01","Mujer","MAGDALENA","ARACATACA","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","50","50689","NO ACTIVO","ND","1900-01-01","2014-01-01","Mujer","META","SAN MARTIN","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","13","13001","ACTIVO","ND","1900-01-01","2011-01-01","Mujer","BOLIVAR","CARTAGENA","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","66","66170","ACTIVO","ND","1900-01-01","2014-01-01","Mujer","RISARALDA","DOSQUEBRADAS","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","54","54003","ACTIVO","ND","1900-01-01","2006-01-01","Hombre","NORTE DE SANTANDER","ABREGO","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","47","47660","ACTIVO","ND","1900-01-01","2009-01-01","Mujer","MAGDALENA","SABANAS DE SAN ANGEL","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"5","0","0","70","70713","ACTIVO","ND","1900-01-01","2008-01-01","Mujer","SUCRE","SAN ONOFRE","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","52","52250","ACTIVO","ND","1900-01-01","2006-01-01","Hombre","NARIÑO","EL CHARCO","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","86","86569","NO ACTIVO","ND","1900-01-01","2008-01-01","Hombre","PUTUMAYO","PUERTO CAICEDO","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","44","44090","ACTIVO","ND","1900-01-01","2008-01-01","Hombre","LA GUAJIRA","DIBULLA","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","47","47288","ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2006-01-01","Mujer","MAGDALENA","FUNDACION","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","76","76130","ACTIVO","ND","1900-01-01","2009-01-01","Mujer","VALLE","CANDELARIA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","47","47551","NO ACTIVO","ND","1900-01-01","2014-01-01","Hombre","MAGDALENA","PIVIJAY","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","50","50573","NO ACTIVO","ND","1900-01-01","2014-01-01","Hombre","META","PUERTO LOPEZ","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","52","52699","ACTIVO","ND","1900-01-01","2016-01-01","Mujer","NARIÑO","SANTACRUZ","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","50","50568","ACTIVO","ND","1900-01-01","2014-01-01","Hombre","META","PUERTO GAITAN","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","70","70508","NO ACTIVO","ND","1900-01-01","2009-01-01","ND","SUCRE","OVEJAS","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","52","52490","NO ACTIVO","ND","1900-01-01","2009-01-01","Hombre","NARIÑO","OLAYA HERRERA","169","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","50","50001","ACTIVO","ND","1900-01-01","2014-01-01","Hombre","META","VILLAVICENCIO","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","17","17495","NO ACTIVO","ND","1900-01-01","2013-01-01","ND","CALDAS","NORCASIA","169","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","47","47170","ACTIVO","ND","1900-01-01","2014-01-01","Hombre","MAGDALENA","CHIVOLO","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","63","63302","ACTIVO","ND","1900-01-01","2007-01-01","Hombre","QUINDIO","GENOVA","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","73","73217","ACTIVO","ND","1900-01-01","2007-01-01","Mujer","TOLIMA","COYAIMA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","47","47001","NO ACTIVO","ND","1900-01-01","2006-01-01","Hombre","MAGDALENA","SANTA MARTA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","66","66440","NO ACTIVO","ND","1900-01-01","2006-01-01","Hombre","RISARALDA","MARSELLA","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","76","76520","NO ACTIVO","ND","1900-01-01","2006-01-01","Hombre","VALLE","PALMIRA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","52","52490","ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2009-01-01","Mujer","NARIÑO","OLAYA HERRERA","169","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","85","85001","ACTIVO","ND","1900-01-01","2007-01-01","Mujer","CASANARE","YOPAL","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","70","70508","NO ACTIVO","ND","1900-01-01","2014-01-01","Mujer","SUCRE","OVEJAS","COLOMBIA",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","47","47053","ACTIVO","ND","1900-01-01","2014-01-01","Hombre","MAGDALENA","ARACATACA","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","76","76233","NO ACTIVO","ND","1900-01-01","2009-01-01","Hombre","VALLE","DAGUA","COLOMBIA",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","47","47189","NO ACTIVO","ND","1900-01-01","2014-01-01","Mujer","MAGDALENA","CIENAGA","COLOMBIA",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"5","0","0","47","47288","NO ACTIVO","ND","1900-01-01","2006-01-01","Mujer","MAGDALENA","FUNDACION","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","86","86885","ACTIVO","ROM","1900-01-01","2007-01-01","Mujer","PUTUMAYO","VILLAGARZON","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","70","70508","NO ACTIVO","ND","1900-01-01","2007-01-01","Mujer","SUCRE","OVEJAS","COLOMBIA",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"4","0","0","44","44430","NO ACTIVO","ND","1900-01-01","2008-01-01","Hombre","LA GUAJIRA","MAICAO","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","76","76109","ACTIVO","ND","1900-01-01","2006-01-01","ND","VALLE","BUENAVENTURA","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","86","86568","NO ACTIVO","ND","1900-01-01","2008-01-01","Hombre","PUTUMAYO","PUERTO ASIS","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","76","76828","ACTIVO","ND","1900-01-01","2008-01-01","Mujer","VALLE","TRUJILLO","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","76","76001","NO ACTIVO","INDIGENA","1900-01-01","2006-01-01","Hombre","VALLE","CALI","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","76","76041","ACTIVO","ND","1900-01-01","2014-01-01","Hombre","VALLE","ANSERMANUEVO","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","91","91001","NO ACTIVO","ND","1900-01-01","2008-01-01","Hombre","AMAZONAS","LETICIA","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","27","27099","ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2006-01-01","Mujer","CHOCO","BOJAYA","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","76","76001","NO ACTIVO","ND","1900-01-01","2006-01-01","Mujer","VALLE","CALI","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","47","47001","ACTIVO","ND","1900-01-01","2006-01-01","Mujer","MAGDALENA","SANTA MARTA","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","76","76001","ACTIVO","ND","1900-01-01","2005-01-01","Mujer","VALLE","CALI","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","47","47551","ACTIVO","ND","1900-01-01","2014-01-01","Hombre","MAGDALENA","PIVIJAY","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","70","70204","NO ACTIVO","ND","1900-01-01","2007-01-01","Mujer","SUCRE","COLOSO","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","68","68673","NO ACTIVO","ND","1900-01-01","2016-01-01","Hombre","SANTANDER","SAN BENITO","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","41","41396","NO ACTIVO","ND","1900-01-01","2006-01-01","Hombre","HUILA","LA PLATA","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","70","70823","ACTIVO","ND","1900-01-01","2008-01-01","Hombre","SUCRE","TOLU VIEJO","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","50","50573","NO ACTIVO","ND","1900-01-01","2007-01-01","Mujer","META","PUERTO LOPEZ","COLOMBIA",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","44","44279","ACTIVO","ND","1900-01-01","2007-01-01","Mujer","LA GUAJIRA","FONSECA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","86","86001","ACTIVO","INDIGENA","1900-01-01","2007-01-01","Hombre","PUTUMAYO","MOCOA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"7","0","0","47","47001","ACTIVO","ND","1900-01-01","2007-01-01","Hombre","MAGDALENA","SANTA MARTA","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","50","50251","NO ACTIVO","ND","1900-01-01","2014-01-01","Mujer","META","EL CASTILLO","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"5","0","0","18","18150","NO ACTIVO","ND","1900-01-01","2009-01-01","Hombre","CAQUETA","CARTAGENA DEL CHAIRA","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","52","52001","NO ACTIVO","ND","1900-01-01","2005-01-01","Hombre","NARIÑO","PASTO","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","17","17001","NO ACTIVO","ND","1900-01-01","2018-01-01","Mujer","CALDAS","MANIZALES","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","50","50573","ACTIVO","ND","1900-01-01","2014-01-01","Hombre","META","PUERTO LOPEZ","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","44","44650","ACTIVO","INDIGENA","1900-01-01","2007-01-01","Hombre","LA GUAJIRA","SAN JUAN DEL CESAR","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","52","52405","ACTIVO","ND","1900-01-01","2008-01-01","Mujer","NARIÑO","LEIVA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","73","73024","NO ACTIVO","ND","1900-01-01","2016-01-01","Mujer","TOLIMA","ALPUJARRA","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","63","63470","NO ACTIVO","ND","1900-01-01","2012-01-01","Mujer","QUINDIO","MONTENEGRO","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","68","68307","ACTIVO","ND","1900-01-01","2014-01-01","Hombre","SANTANDER","GIRON","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","44","44650","ACTIVO","ND","1900-01-01","2008-01-01","Mujer","LA GUAJIRA","SAN JUAN DEL CESAR","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","No Definido","0 - 1.500.000","0 - 1.300.000"
"1","0","0","66","66682","NO ACTIVO","ND","1900-01-01","2006-01-01","Mujer","RISARALDA","SANTA ROSA DE CABAL","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","86","86865","ACTIVO","ND","1900-01-01","2005-01-01","Mujer","PUTUMAYO","VALLE DEL GUAMUEZ","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","47","47268","NO ACTIVO","ND","1900-01-01","2008-01-01","Mujer","MAGDALENA","EL RETEN","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","47","47001","NO ACTIVO","ND","1900-01-01","2008-01-01","Hombre","MAGDALENA","SANTA MARTA","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","47","47189","NO ACTIVO","ND","1900-01-01","2014-01-01","Hombre","MAGDALENA","CIENAGA","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","86","86757","NO ACTIVO","ND","1900-01-01","2008-01-01","Mujer","PUTUMAYO","SAN MIGUEL","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"4","0","0","68","68176","ACTIVO","ND","1900-01-01","2014-01-01","Hombre","SANTANDER","CHIMA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","70","70508","NO ACTIVO","ND","1900-01-01","2014-01-01","Hombre","SUCRE","OVEJAS","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","68","68001","ACTIVO","ND","1900-01-01","2007-01-01","Mujer","SANTANDER","BUCARAMANGA","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","70","70001","NO ACTIVO","ND","1900-01-01","2007-01-01","Hombre","SUCRE","SINCELEJO","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","47","47001","NO ACTIVO","ND","1900-01-01","2008-01-01","Mujer","MAGDALENA","SANTA MARTA","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","47","47001","ACTIVO","ND","1900-01-01","2009-01-01","Hombre","MAGDALENA","SANTA MARTA","169","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","76","76001","ACTIVO","ND","1900-01-01","2009-01-01","Mujer","VALLE","CALI","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","47","47189","NO ACTIVO","ND","1900-01-01","2009-01-01","Mujer","MAGDALENA","CIENAGA","COLOMBIA",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","05","05045","NO ACTIVO","ND","1900-01-01","2009-01-01","Hombre","ANTIOQUIA","APARTADO","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","63","63001","NO ACTIVO","ND","1900-01-01","2007-01-01","Hombre","QUINDIO","ARMENIA","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","50","50251","NO ACTIVO","ND","1900-01-01","2007-01-01","Hombre","META","EL CASTILLO","COLOMBIA",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","54","54670","ACTIVO","ND","1900-01-01","2009-01-01","Hombre","NORTE DE SANTANDER","SAN CALIXTO","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
