"n_expediente","tiposervicio","a_o","asuntoexpediente","municipio","vereda","coordenada_x","coordenada_y","estado"
"AFAA-0054/17","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2017","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","SIACHOQUE","SAN JOSE",,,"Notificación realizada"
"AFAA-0055/17","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","LA UVITA","CANITAS",,,"Notificación realizada"
"AFAA-0055/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO DE ARBOLES AISLADOS","PAUNA","HONDA Y VOLCAN","5°55.99´38´´","73°20.46´59´´","Para Seguimiento"
"AFAA-0056/17","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2017","PERMISO DE APROVECHAMIENTOS DE ARBOLES ISLADOS","VILLA DE LEYVA","CAPILLA",,,"Notificación realizada"
"AFAA-0056/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","SAMACA","LOMA REDONDA",,,"Notificación realizada"
"AFAA-0057/17","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2017","Aprovechamiento Árboles Aislados por Construcción Obra","MIRAFLORES","ZONA URBANA",,,"Vigente"
"AFAA-0057/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","PAUNA","IBACAPI Y LA PEÑA",,,"Notificación realizada"
"AFAA-0058/17","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2017","Aprovechamiento de Arboles Aislados asociados a cultivos","MARIPI","SANTA ROSA",,,"En Espera Cumplimiento Requerimientos"
"AFAA-0058/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO DE ARBOLES AISLADOS","BRICEÑO","BUENAVISTA","5°3.69´41´´","73°54.4´54´´","Para Seguimiento"
"AFAA-0059/17","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2017","SOLICITUD APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","COPER","CANTINO",,,"Notificación realizada"
"AFAA-0059/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO DE ARBOLES AISLADOS","PAUNA","ESPERANZA","5°36´30.41´´","73°58´46.38´´","Para Generar Acto Administrativo"
"AFAA-0060/17","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2017","APROVECHAMIENTO FORESTAL DE ÁRBOLES AISLADOS","SAN PABLO DE BORBUR","CHIZO CENTRO",,,"Para Seguimiento"
"AFAA-0060/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO DE ARBOLES AISLADOS","PUERTO BOYACA","VELAZQUEZ","5°25´54´´","74°39´20´´","Para Notificación"
"AFAA-0061/17","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2017","SOLICITUD APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","SOGAMOSO","SAN JOSE",,,"Notificación realizada"
"AFAA-0061/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO DE ARBOLES AISLADOS","MARIPI","MARIPI VIEJO","5°33´51.65´´","74°2´52.28´´","Para Generar Acto Administrativo"
"AFAA-0062/17","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2017","Arboles Aislados asociados a sistema silvopastoril","BERBEO","BOMBITA",,,"Vigente"
"AFAA-0062/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO DE ARBOLES AISLADOS","COPER","RESGUARDO","5°38´28´´","74°9´3´´","Para Seguimiento"
"AFAA-0063/17","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2017","Aprovechamiento Árboles Aislados para Mantenimiento Vía Nacional","BERBEO","ZONA URBANA",,,"En Espera Cumplimiento Requerimientos"
"AFAA-0064/17","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2017","SOLICITUD APROVECHAMIENTO DE ARBOLES AISLADOS","SAMACA","RUCHICAL",,,"Notificación realizada"
"AFAA-0064/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO DE ARBOLES AISLADOS","PAUNA","TRAVESIA Y OTRO MUNDO",,,"En Espera Cumplimiento Requerimientos"
"AFAA-0065/17","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2017","Aprovechamiento Árboles Aislados por Construcción Obra","MIRAFLORES","ZONA URBANA",,,"Vigente"
"AFAA-0065/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","CUITIVA","AMARILLOS",,,"Notificación realizada"
"AFAA-0066/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","SORA","ZONA URBANA",,,"Para Firma Acto Administrativo"
"AFAA-0067/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO DE ARBOLES AISLADOS","PAUNA","ESPERANZA","5°36´18.84´´","73°58´58.23´´","Para Seguimiento"
"AFAA-0068/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO DE ARBOLES AISLADOS","PAUNA","CARACOL","5°40´39.55´´","73°59´17.24´´","Para Seguimiento"
"AFAA-0069/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO DE ARBOLES AISLADOS","PAUNA","CARACOL","5°35.54´40´´","74°2.11´0´´","Para Seguimiento"
"AFAA-0070/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO DE ARBOLES AISLADOS","PAUNA","CARACOL","5°41´11.00´´","73°59´39.41´´","Para Generar Acto Administrativo"
"AFAA-0071/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO DE ARBOLES AISLADOS","PAUNA","CARACOL","5°3.61´40´´","73°23.75´58´´","Para Notificación"
"AFAA-0072/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","PAUNA","TRAVESIA Y OTRO MUNDO",,,"Notificación realizada"
"AFAA-0073/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO DE ARBOLES AISLADOS","OTANCHE","BUENAVISTA",,,"Para Generar Acto Administrativo"
"AFAA-0074/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","SUTAMARCHAN","PEDREGAL",,,"Notificación realizada"
"AFAA-0075/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","OTANCHE","EL ROBLE",,,"Notificación realizada"
"AFAA-0076/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","SOGAMOSO","VILLITA Y MAL PASO",,,"Notificación realizada"
"AFAA-0077/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO DE ARBOLES AISLADOS","OTANCHE","PALENQUE",,,"Notificación realizada"
"AFAA-0078/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO DE ARBOLES AISLADOS","TIBASOSA","CHORRITO",,,"Notificación realizada"
"AFAA-0080/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO DE ARBOLES AISLADOS","OTANCHE","LOS BANCOS","5°22.84´43´´","74°16.95´12´´","Para Seguimiento"
"AFAA-0081/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO DE ARBOLES AISLADOS","SAN PABLO DE BORBUR","CHIZO CENTRO","5°38´22.16'","74°4´38.30´´","Para Seguimiento"
"AFAA-0082/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO DE ARBOLES AISLADOS","MARIPI","CARRERA","5°31´1.86´´","74°2´27.41´´","Para Notificación"
"AFAA-0083/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO DE ARBOLES AISLADOS","COPER","RESGUARDO","5°28´21´´","74°2´15.4´´","Para Notificación"
"AFAA-0084/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","PAIPA","LA BOLSA",,,"Notificación realizada"
"AFAA-0085/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO DE ARBOLES AISLADOS","PAUNA","CARACOL","5°41´4.73´´","73°59´56.94´´","Para Generar Acto Administrativo"
"AFAA-0086/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","OTANCHE","BUENAVISTA",,,"Notificación realizada"
"AFAA-0087/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","PAUNA","TRAVESIA Y OTRO MUNDO",,,"Para Generar Acto Administrativo"
"AFAA-0091/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","MONGUA","CENTRO",,,"Notificación realizada"
"AFAA-0092/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","SOTAQUIRA","CATOBA",,,"Notificación realizada"
"AFAA-0093/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","CUITIVA","LA VEGA",,,"Notificación realizada"
"AFAA-0094/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","TUNJA","ZONA URBANA",,,"Notificación realizada"
"AFAA-0095/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","PAIPA","SATIVA",,,"Notificación realizada"
"AFAA-0096/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO DE ARBOLES AISLADOS","PAUNA","TOPITO Y QUIBUCO","5´40´´23.73","74´2´´12.27","Para Seguimiento"
"AFAA-0097/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO DE ARBOLES AISLADOS","LA UVITA","CANITAS",,,"Notificación realizada"
"AFAA-0098/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO DE ARBOLES AISLADOS","PAIPA","SALITRE",,,"Notificación realizada"
"AFAA-0099/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO DE ARBOLES AISLADOS","SOGAMOSO","ZONA URBANA",,,"Concepto Emitido"
"AFAA-0100/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO DE ARBOLES AISLADOS","SOGAMOSO","ZONA URBANA",,,"Concepto Emitido"
"AFAA-0103/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO DE ARBOLES AISLADOS","PAIPA","SALITRE",,,"Notificación Acto Administrativo de Admisión y/o R"
"AFAA-0104/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO DE ARBOLES AISLADOS","PAIPA","CRUZ DE MURCIA",,,"Notificación realizada"
"AFAA-0105/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO DE ARBOLES AISLADOS","PAUNA","BOQUIPI",,,"Concepto Emitido"
"AFAA-0106/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO DE ARBOLES AISLADOS","PESCA","TOBOCA",,,"Notificación realizada"
"AFAA-0107/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","TOCA","SAN FRANCISCO",,,"Notificación realizada"
"AFAA-0108/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","TUTA","LEONERA",,,"Notificación realizada"
"AFAA-0109/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","OTANCHE","MIRADOR",,,"Concepto Emitido"
"AFAA-0110/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","OTANCHE","SAMAL",,,"Notificación realizada"
"AFAA-0111/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO DE ARBOLES AISLADOS","SOGAMOSO","ZONA URBANA",,,"Notificación realizada"
"AFAA-0131/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO DE ARBOLES AISLADOS","PAUNA","MANOTE",,,"Para Visita"
"AFAA-0132/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","OTANCHE","CUNCHALA",,,"Concepto Emitido"
"AFAA-0133/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","OTANCHE","CUNCHALA",,,"Concepto Emitido"
"AFAA-0134/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","SOATA","MOLINOS",,,"Notificación realizada"
"AFAA-0137/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO DE ARBOLES AISLADOS","PAUNA","TOPO GRANDE",,,"Para Visita"
"AFAA-0138/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","PAUNA","ESPERANZA",,,"Notificación Acto Administrativo de Admisión y/o R"
"AFAA-0139/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","TUNJA","ZONA URBANA",,,"Notificación realizada"
"AFAA-0140/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","PAUNA","TOPO GRANDE",,,"Notificación realizada"
"AFAA-0141/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","OTANCHE","ALTAZAR",,,"Para Visita"
"AFAA-0142/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","PAUNA","ESPERANZA",,,"Para Visita"
"AFAA-0143/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","ARCABUCO","ZONA URBANA",,,"Notificación realizada"
"AFAA-0146/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","TUNJA","PIRGUA",,,"Notificación realizada"
"AFAA-0148/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","DUITAMA","SURBA Y BONZA",,,"Para Visita"
"AFAA-0149/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","PAIPA","CANOCAS",,,"Notificación realizada"
"AFAA-0151/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","OTANCHE","SAN JOSE DE NAZARETH",,,"Para Visita"
"AFAA-0152/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","MARIPI","GUAYABAL",,,"Para Visita"
"AFAA-0153/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","LA UVITA","VARGAS","-72°34´17""","6°18´0""","Para Visita"
"AFAA-0154/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","TUNJA","ZONA URBANA",,,"Notificación realizada"
"AFAA-0159/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","OTANCHE","CHAQUIPAY",,,"Para Visita"
"AFAA-0160/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","TUNUNGUA","SANTA ROSA",,,"Para Visita"
"AFAA-0161/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","OTANCHE","SAN ANTONIO DE LA COBRE",,,"Para Visita"
"AFAA-0162/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","PAUNA","TRAVESIA Y OTRO MUNDO",,,"Para Visita"
"AFAA-0163/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","TUNJA","ZONA URBANA",,,"Notificación realizada"
"AFAA-0164/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","FIRAVITOBA","GOTUA",,,"Notificación realizada"
"AFAA-0165/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","SANTANA","SAN MARTIN",,,"Notificación realizada"
"AFAA-0170/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","PAIPA","PENA AMARILLA",,,"Notificación realizada"
"AFAA-0172/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","PAIPA","RIO ARRIBA",,,"Para Visita"
"AFAA-0173/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","PAIPA","QUEBRADA HONDA",,,"Para Generar Acto Administrativo"
"AFAA-0174/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","OTANCHE","CHAQUIPAY",,,"Para Visita"
"AFAA-0175/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","OTANCHE","SAN JOSE DE NAZARETH",,,"Para Visita"
"AFAA-0176/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","MONIQUIRA","ZONA URBANA",,,"Notificación realizada"
"AFAA-0177/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","SOLICITUD APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","OTANCHE","EL CARMEN",,,"Para Visita"
"AFAA-0178/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","PAUNA","TRAVESIA Y OTRO MUNDO",,,"Para Visita"
"AFAA-0184-18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","SIACHOQUE","TOCAVITA",,,"Para Visita"
"AFAA-0184/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","SIACHOQUE","ZONA URBANA",,,"Notificación Acto Administrativo de Admisión y/o R"
"AFAA-0185/18","Autorizaciones Aprovechamiento Forestal de Arboles Aislados","2018","APROVECHAMIENTO FORESTAL DE ARBOLES AISLADOS","BUSBANZA","ZONA URBANA",,,"Para Visita"
"CAPP-0001/02","Permiso Exploración Aguas Subterraneas","2002","RIO POMECA","ARCABUCO","CENTRO",,,"Para Firma Concepto"
"CAPP-0001/04","Permiso Exploración Aguas Subterraneas","2004","PERFORACION POZO","SACHICA","CENTRO","1.109.698-15","10.607.704-29","Acumulado"
"CAPP-0001/05","Permiso Exploración Aguas Subterraneas","2005","Pozo Profundo","PUERTO BOYACA","ZONA URBANA","1150201.13","946152.87","Para Generar Acto Administrativo"
"CAPP-0001/06","Permiso Exploración Aguas Subterraneas","2006","Pozo Profundo","TUNJA","PIRGUA","1081003","1105305","Archivo Definitivo"
"CAPP-0001/07","Permiso Exploración Aguas Subterraneas","2007","Pozo Profundo","FIRAVITOBA","MONJAS","1121880.00","1121689.00","En Espera Cumplimiento Requerimientos"
"CAPP-0001/08","Permiso Exploración Aguas Subterraneas","2008","EXPLORACION DE AGUAS","FIRAVITOBA","MONJAS","-72°59 22.1","5°42 5.1","Notificación realizada"
"OOCA-0022/00","Concesion De Aguas","2000","Nacimiento","Sin Información","CENTRO","NULL","NULL","Archivo Definitivo"
"CAPP-0001/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS SUBTERRANEAS","SORACA","ALTO NEGRO",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0001/11","Permiso Exploración Aguas Subterraneas","2011","AGUAS SUBTERRÁNEAS","NOBSA","BONZA",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0001/12","Permiso Exploración Aguas Subterraneas","2012","AGUAS SUBTERRANEAS","DUITAMA","ZONA URBANA",,,"Notificación realizada"
"CAPP-0001/13","Permiso Exploración Aguas Subterraneas","2013","USO DOMESTICO","SAMACA","ZONA URBANA",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0001/17","Concesión de Aguas Subterraneas","2017","CONCESION DE AGUAS POZO PROFUNDO","SUTAMARCHAN","ROA",,,"Notificación realizada"
"CAPP-0001/18","Concesion De Aguas","2018","SOLICITUD CONCESION DE AGUAS SUBTERRANEAS","PAIPA","CRUZ DE BONZA",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0001/19","Concesión de Aguas Subterraneas","2019","CONCESIÓN DE AGUAS SUBTERRÁNEAS","SORA","CASA BLANCA",,,"Para Generar Acto Administrativo"
"CAPP-0002/00","Permiso Exploración Aguas Subterraneas","2000","Pozo Profundo","TUNJA","PIRGUA",,,"En Tramite"
"CAPP-0002/07","Permiso Exploración Aguas Subterraneas","2007","Pozo Profundo","TUNJA","CHORRO BLANCO","1100574.83","1075990.83","En Espera Cumplimiento Requerimientos"
"CAPP-0002/08","Permiso Exploración Aguas Subterraneas","2008","AGUAS","SOGAMOSO","PANTANITOS","127039","1129698","Visita Etapa Probatoria"
"CAPP-0002/09","Permiso Exploración Aguas Subterraneas","2009","PERMISO MENOR","SOGAMOSO","PANTANITOS","1128083","1131143","Archivo Definitivo"
"CAPP-0002/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS","TOCA","CHORRERA",,,"Para Generar Acto Administrativo"
"CAPP-0002/11","Permiso Exploración Aguas Subterraneas","2011","AGUAS SUBTERRÁNEAS","SAMACA","LOMA REDONDA",,,"Notificación realizada"
"CAPP-0002/12","Permiso Exploración Aguas Subterraneas","2012","SOLICITUD DE PROSPECCION Y EXPLORACION DE AGUAS SUBTERRANEAS","SIACHOQUE","GUATICHA",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0002/13","Permiso Exploración Aguas Subterraneas","2013","concesion de aguas subterraneas","CUCAITA","PIJAOS",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0002/19","Concesión de Aguas Subterraneas","2019","PROSPECCIÓN Y EXPLORACIÓN DE AGUAS SUBTERRÁNEAS","COMBITA","SAN ONOFRE",,,"Para Generar Acto Administrativo"
"CAPP-0003/06","Permiso Exploración Aguas Subterraneas","2006","AGUAS Pozo Profundo","TUNJA","TRAS DEL ALTO","1074615.00","1105606.00","En Espera Cumplimiento Requerimientos"
"CAPP-0003/08","Permiso Exploración Aguas Subterraneas","2008","AGUAS","FIRAVITOBA","TINTAL","1119207","1123140","Para Revisión de Documento"
"CAPP-0003/09","Permiso Exploración Aguas Subterraneas","2009","AGUAS POZO PROFUNDO","PAIPA","RIO ARRIBA","1103260.00","1128552.00","Archivo Definitivo"
"CAPP-0003/10","Permiso Exploración Aguas Subterraneas","2010","PERMISO MENOR","VILLA DE LEYVA","EL ROBLE",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0003/11","Permiso Exploración Aguas Subterraneas","2011","AGUAS SUBTERRÁNEAS","SAMACA","LOMA REDONDA",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0003/12","Permiso Exploración Aguas Subterraneas","2012","SOLICITUD DE PROSPECCION Y EXPLORACION DE AGUAS SUBTERRANEAS","DUITAMA","SAN LORENZO",,,"Para Revisión de Documento"
"CAPP-0003/13","Permiso Exploración Aguas Subterraneas","2013","AGUAS SUBTERRANEAS","PUERTO BOYACA","ZONA URBANA",,,"Archivo Definitivo"
"CAPP-0003/18","Concesión de Aguas Subterraneas","2018","CONCESIÓN DE AGUAS SUBTERRANEAS","SACHICA","EL ESPINAL",,,"Notificación Acto Administrativo de Admisión y/o R"
"CAPP-0003/19","Concesión de Aguas Subterraneas","2019","CONCESIÓN DE AGUAS SUBTERRÁNEAS","SUTAMARCHAN","ERMITAÑO",,,"Para Generar Acto Administrativo"
"CAPP-0004/03","Permiso Exploración Aguas Subterraneas","2003","POZO PROFUNDO","TUNJA","RUNTA","1077649.00","1098893.00","En Espera Cumplimiento Requerimientos"
"CAPP-0004/07","Concesion De Aguas","2007","AGUAS","TUTA","HACIENDA","1120462","109472","Archivo Definitivo"
"CAPP-0004/08","Permiso Exploración Aguas Subterraneas","2008","AGUAS","FIRAVITOBA","TINTAL","1119742","1123160","Para Generar Acto Administrativo"
"CAPP-0004/09","Permiso Exploración Aguas Subterraneas","2009","EXPLOTACIO DE POZO PROFUNDO","COMBITA","SAN ISIDRO",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0004/10","Permiso Exploración Aguas Subterraneas","2010","PERMISO MENOR","COMBITA","SAN ONOFRE","1113250.00","1082681.00","Notificación realizada"
"CAPP-0004/11","Permiso Exploración Aguas Subterraneas","2011","EXPLORACION AGUAS SUBTERRANEAS","PUERTO BOYACA","PUERTO NIÑO",,,"Archivo Definitivo"
"CAPP-0004/12","Permiso Exploración Aguas Subterraneas","2012","PROSPECCION DE AGUAS SUBTERRANEAS","TOCA","TUNECA",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0004/13","Permiso Exploración Aguas Subterraneas","2013","PROSPECCION Y EXPLORACION AGUAS SUBTERRANEAS","SOTAQUIRA","MORAL",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0004/18","Permiso Exploración Aguas Subterraneas","2018","CONCESIÓN DE AGUAS SUBTERRANEAS","SACHICA","EL ESPINAL",,,"Para Firma Acto Administrativo"
