"tipo_documento","numero_documento","raz_n_social","pa_s","departamento_estado","ciudad","direcci_n","tel_fono","p_gina_web","correo_electr_nico","fuente_origen_del_dato","enlace_origen_del_dato","presta_de_tercero","portal_transaccional","nombre_de_la_prueba","descripci_n","documento_de_referencia","m_todo","fecha_de_actualizaci_n_de","acreditaci_n_vigente","equipos","tiempo_de_duraci_n_de_la"
"nit","800240712-7","servet sas","Colombia","Bogotá D.C.","Bogotá D.C.","Calle 5 B # 68 F 29 CASA","2621826","https://www.servetlaboratorio.com/","gerente@servetlab.com","No Aplica","No Aplica","No Aplica","No Aplica","Detección de Anticuerpos Contra el Virus de la Enfermedad de Newcastle (NDV) por la Técnica de Elisa","La prueba para la detección de anticuerpos contra el virus de la enfermedad de Newcastle (NDV, por sus siglas en inglés) medirá la cantidad de anticuerpos contra NDV en el suero de pollos. Las placas de micro-titulación se han recubierto previamente con antígeno de NDV inactivado. Se diluyen las muestras de suero de pollo y se agregan a los pocillos de micro-titulación, donde los anticuerpos contra el NDV presentes se unirán y formarán un complejo antígeno-anticuerpo.","No Aplica","Inserto kit para detección de anticuerpos contra el virus de la enfermedad de Newcastle (NDV).","2022/08/19 00:07:17.000","0","No Aplica","2"
"nit","900515809-7","QUALISYSTEM S.A.S.","Colombia","Bogotá D.C.","Bogotá D.C.","Carrera 81 B # 8 A 43","4120911","No Reporta","direcciontecnica@qualisystemlab.com","No Aplica","No Aplica","No Aplica","No Aplica","Valoración de Florfenicol en solución inyectable por HPLC.","Identificación y cuantificación por HPLC del analito Florfenicol frente a un estándar de trabajo de Florfenicol.","No Aplica","Florfenicol solución inyectable (Desarrollo interno QUALISYSTEM S.A.S)","2022/08/19 00:07:17.000","0","No Aplica","15"
"nit","805013591-8","ANGEL DIAGNOSTICA S.A.S","Colombia","Valle del Cauca","Cali","Avenida 2  # 22 Norte 19","6607070","www.angelbioindustrial.com","kedin.ramos@synlab.co","No Aplica","No Aplica","No Aplica","No Aplica","Recuento de Escherichia coli","Método horizontal para la enumeración de Escherichia coli por medio de la técnica de recuento de colonias","No Aplica","ISO 4832:2006","2022/08/19 00:07:17.000","1","No Aplica","72"
"nit","800087795-2","CORTEVA AGRISCIENCE DE COLOMBIA S.A.S","Colombia","Bogotá D.C.","Bogotá D.C.","Calle 113  # 7  21","3759345","www.corteva.co","andres.rivera@corteva.com","No Aplica","No Aplica","No Aplica","No Aplica","Determinación de humedad por metodología NIR","La aplicación de la radiación infraroja sobre una muestra a analizar, la cual en función de su composición absorberá una cierta cantidad de energía . Este proceso cumple con la ley de Lambert Beer, de modo que la absorbancia es directamente proporcional a la concentración de la humedad","No Aplica","Study Report NAFST-14-391. (QCPO-216 Interno)","2022/08/19 00:07:17.000","0","No Aplica","1"
"nit","800087795-2","CORTEVA AGRISCIENCE DE COLOMBIA S.A.S","Colombia","Bogotá D.C.","Bogotá D.C.","Calle 113  # 7  21","3759345","www.corteva.co","andres.rivera@corteva.com","No Aplica","No Aplica","No Aplica","No Aplica","Determinación de humedad por metodología NIR","La aplicación de la radiación infraroja sobre una muestra a analizar, la cual en función de su composición absorberá una cierta cantidad de energía . Este proceso cumple con la ley de Lambert Beer, de modo que la absorbancia es directamente proporcional a la concentración de la humedad","No Aplica","Study Report NAFST-14-391. (QCPO-216 Interno)","2022/08/19 00:07:17.000","0","No Aplica","1"
"nit","830057983-1","TECMOL FARMACEUTICA SAS","Colombia","Bogotá D.C.","Bogotá D.C.","Carrera 71 D # 6 D 59","5145821","www.tecmolfarmaceutica.com","tecmolfarmaceutica@yahoo.com","No Aplica","No Aplica","No Aplica","No Aplica","Técnica Volumétrica","Preparación de las muestras y del blanco, titulación.","No Aplica","Farmacopea vigente USP","2022/08/19 00:07:17.000","0","No Aplica","1"
"nit","830008716-2","PROQUIFAR S.A.S. PROFESIONALES QUIMICOS Y FARMACEUTICOS SAS","Colombia","Bogotá D.C.","Bogotá D.C.","Calle 19 A # 69 B 74","4862000","www.proquifar.com","proquifar@proquifar.com","No Aplica","No Aplica","No Aplica","No Aplica","Rotación óptica","Es una prueba que se realiza a algunas sustancias que son ópticamente activas dado que rotan el plano incidente de la luz polarizada de manera que la luz transmitida emerge en un ángulo cuantificable con respecto al plano de la luz incidente","No Aplica","Farmacopea USP vigente","2022/08/19 00:07:17.000","0","No Aplica","1"
"nit","900713050-3","Confía Control SAS","Colombia","Bogotá D.C.","Bogotá D.C.","Carrera 63  # 5 A 40","4477286","https://www.confia.com.co/","servicioalcliente@confia.com.co","No Aplica","No Aplica","No Aplica","No Aplica","Análisis para determinar el contenido de sólidos totales","La determinación de humedad puede ser el análisis más importante llevado a cabo en un producto alimentario y, sin embargo, puede ser el análisis del que es más difícil obtener resultados exactos y precisos. La materia seca que permanece en el alimento posterior a la remoción del agua se conoce como sólidos totales.

Se basa en evaporar el contenido de agua con el calentamiento de la muestra a una temperatura específica sin que se degraden el resto de componentes.","No Aplica","US ISO 6496 Animal feeding stuffs — Determination of moisture and other volatile matter content Firs","2022/08/19 00:07:17.000","0","No Aplica","5"
"nit","900079175-5","CROMANAL SAS","Colombia","Bogotá D.C.","Bogotá D.C.","Carrera 65 A # 18 A 23","571-4848800","www.cromanal.com","gerencia@cromanal.com","No Aplica","No Aplica","No Aplica","No Aplica","Glicerina","Cromatografía de gases: gas líquido, detector FID, Columna capilar","No Aplica","USP - CROMANAL","2022/08/19 00:07:17.000","0","No Aplica","6"
"nit","900079175-5","CROMANAL SAS","Colombia","Bogotá D.C.","Bogotá D.C.","Carrera 65 A # 18 A 23","571-4848800","www.cromanal.com","gerencia@cromanal.com","No Aplica","No Aplica","No Aplica","No Aplica","Octocrileno","Cromatografía de gases: gas líquido, detector FID, Columna capilar","No Aplica","USP - CROMANAL","2022/08/19 00:07:17.000","0","No Aplica","6"
"nit","900119338-1","Laboratorio Tecnianalisis S.A.S:","Colombia","Bogotá D.C.","Bogotá D.C.","Calle 73  # 20  81","(57)3118095666","www.tecnianalisis.com","luribe@tecnianalisis.com","No Aplica","No Aplica","No Aplica","No Aplica","Determinación de Densidad en fertilizantes y productos orgánicos usados como abonos o fertilizantes, enmiendas o acondicionadores de suelo.","De acuerdo a las características físicas de la muestras se emplea picnómetro o probeta para  determinar la densidad.","No Aplica","NTC 5527. Fertiilizantes, Análisis Fïsicos.  NTC 5167. Productos para la industria agrícola. Product","2022/08/19 00:07:17.000","0","No Aplica","1"
"nit","890984002-6","Universidad CES","Colombia","Antioquia","Medellín","Calle 10 A # 22  04","4440555","www.universidadces.edu.co","cevillegas@ces.edu.co","No Aplica","No Aplica","No Aplica","No Aplica","Detección del virus CTV (Citrus tristeza virus) mediante técnica ELISA","La técnica ELISA (ensayo por inmunoabsorción ligado a enzimas) se basa en la detección de un antígeno inmovilizado sobre una fase sólida mediante anticuerpos que directa o indirectamente producen una reacción cuyo producto puede ser medido mediante espectrofotometría.  Se han desarrollado múltiples variantes de este ensayo, entre ellas el ELISA-Compuesto, el cual está destinado a la detección cualitativa del analito objetivo a través de un protocolo 'sándwich directo' de triple anticuerpo. Al completar con éxito la prueba, las muestras que contienen el analito objetivo se volverán amarillas, mientras que los negativos permanecerán incoloros.","No Aplica","Compound-ELISA Reagent Set Agdia®","2022/08/19 00:07:17.000","0","No Aplica","80"
"nit","830074222-7","SYNGENTA S.A","Colombia","Bogotá D.C.","Bogotá D.C.","Calle 116 # 7 - 15 Oficina 601 B Oficina 601 B, Edificio Cusezar","6538777","https://www.syngenta.com.co/","CATALINA.SANTANA@SYNGENTA.COM","No Aplica","No Aplica","No Aplica","No Aplica","Determinación de Tiametoxam (TMX) en Centric/Actara 75/750 SG por HPLC
Código: CCMA-019","MATERIALES, REACTIVOS Y EQUIPOS
-	Balón aforado de 1000 mL.
-	Balones aforados de 100 mL.
-	Balones aforados de 50 mL.
-	Estándar analítico de thiamethoxam [tiametoxam] (TMX).
-	Acetonitrilo HPLC.
-	Ácido fosfórico (H3PO4) R.A.
-	Agua ultra pura.
-	Jeringa desechable de 5 mL.
-	Filtro para jeringa de nylon o PTFE de 25 mm x 0,2 µm.
-	Cromatógrafo de líquidos de alta resolución [HPLC] con Detector de Longitud de Onda Variable [VWD] o Detector de Arreglo de Diodos [DAD] (Hewlett Parckard 1100, Agilent 1260 o 1260 Infinity ).
-	Software para manejo del equipo y procesamiento de los datos (OpenLab ChemStation).

2.3	CONDICIONES DE OPERACIÓN
Instrumento	Cromatógrafo de líquidos de alta resolución [HPLC] Hewlett Packard 1100, Agilent 1260 Infinity o 1260 Infinity; con o sin automuestreador y Detector de Longitud de Onda Variable [VWD] o Detector de Arreglo de Diodos [DAD].
Columna	Poroshell 120 EC-C18 (Agilent Part No. 697975-902). 75 mm x 4,6 mm diámetro interno; 2,7 µm tamaño de partícula.
Temperatura de la columna	25 °C.
Flujo	1,2 mL/min.
Longitud de onda del detector	230 nm.
Ancho de banda (para DAD)	4 nm.
Loop de inyección	1 µL.
Duración de la corrida	15 minutos aproximadamente.
Software de procesamiento	Agilent OpenLab ChemStation (u otro conveniente).
Fase móvil (gradiente)	
Tiempo (Minutos)
0
4
6
7
9
10
13
H3PO4 acuoso 0,1 %
80
60
25
5
5
80
80
Acetonitrilo (%)
5
10
35
65
65
5
5	
Metanol(%)
15
30
40
30
30
15
15
IDENTIFICACIÓN
La identidad (especificidad) se establece simultáneamente con la determinación del contenido como se describe en la sección 2.5.
La identidad (especificidad) se confirma cuando en dos cromatogramas consecutivos, el tiempo de retención registrado para el pico de la sustancia de referencia no se desvía más de 0,2 minutos del registrado para el pico correspondiente en el cromatograma de la sustancia problema.
PROCEDIMIENTO
2.5.1	Preparación de las soluciones de referencia y problema
Las soluciones de referencia y problema contienen 0,55 mg/mL de tiametoxam aproximadamente.

2.5.1.1	Preparación de la solución de referencia
Pesar, por duplicado, aproximadamente de 25 - 30 mg de estándar analítico de tiametoxam en un balón aforado de 50 mL. Adicionar aproximadamente 40 mL de acetonitrilo y disolver. Completar volumen con acetonitrilo. Mezclar vigorosamente.
2.5.1.2	Preparación de la solución problema
Pesar, por duplicado, aproximadamente de 65 - 80 mg de Centric/Actara 75/750 SG en un balón aforado de 100 mL. Adicionar aproximadamente 80 mL de acetonitrilo y someter a ultrasonido durante 5 minutos o hasta disolución completa. Dejar atemperar y completar volumen con acetonitrilo. Filtrar con filtro para jeringa de nylon o PTFE de 25 mm x 0,2 µm.

El procedimiento arriba descrito podría variar siempre y cuando se alcance la concentración final con la misma precisión.
Se evaluó la estabilidad de la solución de referencia a temperatura ambiente. No se observó degradación en las sustancias de referencia después de 24 horas.

2.5.2	Determinación
	Llevar a cabo la siguiente secuencia de inyección:
…, C1, C1, C2, S1, S2, …
	C = Solución de referencia o de calibración (1, 2, …, n).
	S = Solución problema (1, 2, …, n).

La desviación entre dos inyecciones consecutivas de solución de referencia o de solución problema no debe ser mayor que 1 %.

2.6	CÁLCULOS
Los cálculos mostrados a continuación reflejan los requerimientos específicos del sistema de procesamiento datos utilizado durante el desarrollo del método. Se podrían emplear otras metodologías para efectuar los cálculos usando diferentes sistemas de procesamiento de datos y se deberían obtener resultados comparables.

2.6.1	Factor de respuesta RF

""RF = ""  F_C/(k×W_C ) "" "" 

	FC	= Área de pico de la sustancia de referencia en el cromatograma de la sustancia de referencia.
	WC	= Masa (en mg) del estándar analítico de interés, corregida por la pureza.
	k	= Factor que considera las diferentes preparaciones de las soluciones de referencia y de sustan-
		   cia problema.
		   2,0 para tiametoxam.

2.6.2	Contenido

""% p/p = ""  (F_S "" × "" 100 )/(W_S "" × "" RF) "" "" 

	FS	= Área de pico del ingrediente activo en el cromatograma de la solución problema.
	WS	= Masa de la muestra (mg).","No Aplica","Metodo Interno Código: CCMA-019","2022/08/19 00:07:17.000","0","No Aplica","3"
"nit","830016868-7","Agroavicola Sanmarino S.A.","Colombia","Bogotá D.C.","Bogotá D.C.","Kilómetro 11  #    RectaPalmira Cali","3907809","www.sanmarino.com.co","contacto@sanmarino.com.co","No Aplica","No Aplica","No Aplica","No Aplica","Cultivo Bacteriológico e Identificación de Staphylococcus aureus","Análisis en el cual se hace una siembra por inoculación directa en medios de cultivo tanto selectivos como no selectivos, después de la incubación, las colonias que se observen con las características de crecimiento compatibles con Pseudomonas aeruginosa se aíslan mediante repique para obtener un cultivo puro y se realizan pruebas de identificación bioquímica.","No Aplica","Manual Terrestre de la OIE 2018 (Método Interno AL-M02)","2022/08/19 00:07:17.000","0","No Aplica","72"
"nit","800087795-2","CORTEVA AGRISCIENCE DE COLOMBIA S.A.S","Colombia","Bogotá D.C.","Bogotá D.C.","Calle 113  # 7  21","3759345","www.corteva.co","andres.rivera@corteva.com","No Aplica","No Aplica","No Aplica","No Aplica","Determinación de Mancozeb por método primario","Una muestra de Dithane es descompuesta (con la evolución del bisulfuro de carbono) cuando se calienta en ácido sulfámico o ácido sulfúrico diluido.  A un tiempo de digestión exacto de 105 minutos, el cual debe ser estrictamente seguido.
El gas liberado (Impurezas de azufre y CS2) es absorbido en una trampa que contiene una solución de acetato de zinc para remover el sulfuro de hidrogeno formado durante la descomposición de la muestra. 
El bisulfuro de carbono (CS2) finalmente es absorbido en una solución de KOH metanólico para formar el Xantato de potasio.
Esta solución es neutralizada con   ácido acético, después se titula con solución de yodo 0,1N usando almidón como indicador para el punto final.  	La temperatura de la trampa de KOH metanólica debe ser regulada y mantenida entre 0ºC y 5ºC a través de un reflujo con el objetivo de obtener resultados confiables.","No Aplica","DAS-AM-C-181313_Study to reduce the time of analysis in A. Ingre. (QCPO-203 interno)","2022/08/19 00:07:17.000","0","No Aplica","3"
"nit","800087795-2","CORTEVA AGRISCIENCE DE COLOMBIA S.A.S","Colombia","Bogotá D.C.","Bogotá D.C.","Calle 113  # 7  21","3759345","www.corteva.co","andres.rivera@corteva.com","No Aplica","No Aplica","No Aplica","No Aplica","Determinación de Mancozeb por método primario","Una muestra de Dithane es descompuesta (con la evolución del bisulfuro de carbono) cuando se calienta en ácido sulfámico o ácido sulfúrico diluido.  A un tiempo de digestión exacto de 105 minutos, el cual debe ser estrictamente seguido.
El gas liberado (Impurezas de azufre y CS2) es absorbido en una trampa que contiene una solución de acetato de zinc para remover el sulfuro de hidrogeno formado durante la descomposición de la muestra. 
El bisulfuro de carbono (CS2) finalmente es absorbido en una solución de KOH metanólico para formar el Xantato de potasio.
Esta solución es neutralizada con   ácido acético, después se titula con solución de yodo 0,1N usando almidón como indicador para el punto final.  	La temperatura de la trampa de KOH metanólica debe ser regulada y mantenida entre 0ºC y 5ºC a través de un reflujo con el objetivo de obtener resultados confiables.","No Aplica","DAS-AM-C-181313_Study to reduce the time of analysis in A. Ingre. (QCPO-203 interno)","2022/08/19 00:07:17.000","0","No Aplica","3"
"nit","890900652-3","INVESA SA","Colombia","Antioquia","Envigado","Carrera 48  # 26 SUR 181","3342727","WWW.INVESA.COM","egomez@invesa.com","No Aplica","No Aplica","No Aplica","No Aplica","Determinación de 2,4-D en material técnico y producto formulado por HPLC","Cromatografía liquida de alta eficiencia con arreglo de diodos fase reversa","No Aplica","Método interno","2022/08/19 00:07:17.000","0","No Aplica","4"
"nit","901189834-6","Agrodiagnostico sas","Colombia","Bogotá D.C.","Bogotá D.C.","Carrera 18  # 55  20","6017033632","No Reporta","administracion@agrodiagnostico.com.co","No Aplica","No Aplica","No Aplica","No Aplica","Diagnóstico fitopatológico de hongos en material vegetal. Detección del hongo, agente causal de Marchitamientos vasculares.","Descripción del síntoma, observación al microscopio, aislamiento e identificación del fitopatógeno con claves taxonómicas","No Aplica","Claves Taxonómicas","2022/08/19 00:07:17.000","0","No Aplica","480"
"oth","80031231-7","Agrofuturo Paraguay SA","Paraguay","No Reporta","Villa Hayes","Ruta Transchaco Ramal Ruta 12 Vicepresidente Sanchez Chaco'i","+59521675090","No Reporta","registros@agrofuturo.com.py","No Aplica","No Aplica","No Aplica","No Aplica","Determinación de lufenuron grado técnico y producto formulado por cromatografía liquida (HPLC)","equipo: cromatógrafo liquido de alta eficiencia
reactivos: agua y acetonitrilo grados HPLC y ácido fosforico","No Aplica","Chemservice. Quality Control Method Lufenuron","2022/08/19 00:07:17.000","1","No Aplica","1"
"nit","860015542-6","Universidad de la Salle","Colombia","Bogotá D.C.","Bogotá D.C.","Carrera 5  # 59 a 44","3488000","No Reporta","iso17025@lasalle.edu.co","No Aplica","No Aplica","No Aplica","No Aplica","Determinación de humedad","La humedad y material volátil  es retirada del alimento o materia prima, mediante la acción del calor a temperatura hasta lograr peso constante, se expresa en porcentaje.","No Aplica","Official methods of analysis of AOAC international.  Metodo AOAC 930.15. (19th edition)","2022/08/19 00:07:17.000","0","No Aplica","6"
"nit","830052939-4","Agrilab Laboratorios SAS","Colombia","Bogotá D.C.","Bogotá D.C.","Calle 79 B # 70 - 16","5717454697","https://agrilab.com.co/","subgerencia@agrilab.com.co","No Aplica","No Aplica","No Aplica","No Aplica","Sodio total","Basado en NTC 1146 -EPA 7000B","No Aplica","Basado en NTC 1146 -EPA 7000B","2022/08/19 00:07:17.000","0","No Aplica","6"
"nit","830057983-1","TECMOL FARMACEUTICA SAS","Colombia","Bogotá D.C.","Bogotá D.C.","Carrera 71 D # 6 D 59","5145821","www.tecmolfarmaceutica.com","tecmolfarmaceutica@yahoo.com","No Aplica","No Aplica","No Aplica","No Aplica","Análisis Volumétrico","Determinación de una concentración desconocida de un reactivo a partir de un reactivo con concentración conocida.","No Aplica","Desarrollo interno","2022/08/19 00:07:17.000","0","No Aplica","2"
"nit","860026895-8","ITALCOL SA","Colombia","Cundinamarca","Funza","Kilómetro 13 VIA #  OCCIDENTE  FUNZA","4221360","No Reporta","alejandrorojas@italcol.com","No Aplica","No Aplica","No Aplica","No Aplica","Cuantificación de Calcio en Alimentos para animales y materias primas por Volumetría","Permanganometría","No Aplica","LCI-TA-012 BASADO EN ISO 6490-1 DETERMINACIÓN DE CALCIO TOTAL POR PERMANGANOMETRIA","2022/08/19 00:07:17.000","0","No Aplica","1"
"nit","830052939-4","Agrilab Laboratorios SAS","Colombia","Bogotá D.C.","Bogotá D.C.","Calle 79 B # 70 - 16","5717454697","https://agrilab.com.co/","subgerencia@agrilab.com.co","No Aplica","No Aplica","No Aplica","No Aplica","Aminoácido libre: Leucina (LEU).","Basado en Agilent Technologies: Improved Amino Acid Methods","No Aplica","Basado en Agilent Technologies: Improved Amino Acid Methods","2022/08/19 00:07:17.000","0","No Aplica","6"
"nit","860001942-8","Bayer S.A","Colombia","Bogotá D.C.","Bogotá D.C.","Avenida 9  # 57  52","3185358936","No Reporta","carlosaurel.patino@bayer.com","No Aplica","No Aplica","No Aplica","No Aplica","Determinaciòn de Ingrediente activo Metribuzin de manera independiente como únicos activos en materia prima y formulaciones de plaguicidas","Separaciòn y cuantificación de Metribuzin por cromatografía liquida de Alta eficiencia HPLC con detectores DAD y/o UV/VIS y estándar externo, en  formulaciones de plaguicidas","No Aplica","AM012107FF1","2022/08/19 00:07:17.000","0","No Aplica","2"
"nit","860049921-0","SGS COLOMBIA SAS","Colombia","Bogotá D.C.","Bogotá D.C.","Carrera 100  # 25 C 11","7422274","www.sgs.co","camilo.gaviria@sgs.com","No Aplica","No Aplica","No Aplica","No Aplica","Determinación metales totales","Determinación Metales totales por ICP/MS Digestión asistida por microondas-espectrometría de masas-plasma acoplado inductivamente","No Aplica","Metales totales SM 3030K-EPA 200.8","2022/08/19 00:07:17.000","1","No Aplica","5"
"nit","860049921-0","SGS COLOMBIA SAS","Colombia","Bogotá D.C.","Bogotá D.C.","Carrera 100  # 25 C 11","7422274","www.sgs.co","camilo.gaviria@sgs.com","No Aplica","No Aplica","No Aplica","No Aplica","Determinación metales totales","Determinación Metales totales por ICP/MS Digestión asistida por microondas-espectrometría de masas-plasma acoplado inductivamente","No Aplica","Metales totales SM 3030K-EPA 200.8","2022/08/19 00:07:17.000","1","No Aplica","5"
"nit","800247233-2","Doctor Calderón Asistencia Técnica Agrícola Ltda.","Colombia","Bogotá D.C.","Bogotá D.C.","Carrera 20  # 87  81","6222687","http://drcalderonlabs.com/","controldecalidad@drcalderonlabs.com","No Aplica","No Aplica","No Aplica","No Aplica","Potasio total","Se realiza el ataque de la muestra con una combinación de ácido nítrico y ácido perclórico. Consiste en medir la intensidad de la luz que emite la llama de Potasio al quemarse. La lectura de Potasio se lleva a cabo mediante emisión de llama, evitando interferencia de otros elementos mediante la adición de  Cloruro de Sodio 5.0 N.","No Aplica","Método modificado. NTC 5167. Productos para la industria Agrícola. Productos orgánicos usados como a","2022/08/19 00:07:17.000","0","No Aplica","4"
"nit","800018488-1","AGROZ S.A.","Colombia","Tolima","Espinal","Km 1 Via Espinal - Ibague","2483930","www.agroz.com.co","info@agroz.com.co","No Aplica","No Aplica","No Aplica","No Aplica","MÉTODO DE ANÁLISIS PARA MANGANESO POR ABSORCION ATOMICA 	CÓDIGO: TA-CC-101-CC","5.3 METODO DE ANALISIS POR ABSORCION ATOMICA

5.3.1 EQUIPOS Y REACTIVOS

•	Equipo de absorción atómica Agiltent 240FS AA
•	Balones aforados de 250 mL tipo A 
•	Balones aforados de 100 mL tipo A 
•	Balón aforado de 50 mL tipo A 
•	Pipeta aforada de 10 mL  
•	Pipeta aforada de 5 mL  
•	Pipeta aforada de 0.5 mL  
•	Pipeta aforada de 1.0 mL  
•	Pipeta aforada de 2.0 mL  
•	Pipeta aforada de 3.0 mL  
•	Agua destilada  
•	Acido sulfúrico concentrado  
•	Acido nítrico concentrado       
•	Estándar de 1000 ppm de Manganeso solución madre  




5.3.2 CONDICIONES ESPECTROFOTOMETRICAS

5.3.2.1 Espectrofotómetro Agilent 240FS AA

•	Lámpara                             : Manganeso
•	Longitud de onda               : 279.5 nm
•	Ancho de banda                 : 0.2 mm
•	Corriente de la lámpara      : 5.0 mA (60%)
•	Corrección de fondo           : BC OFF
•	Tipo de llama		         : Aire/Acetileno
•	Altura del quemador           : 13.5 mm
•	Flujo de aire / acetileno     : 13.50 L/min-2.00L/min respectivamente
•	Flujo por el capilar              : 6 – 8 mL/min







5.3.3. PREPARACION DE ESTANDARES (CURVA DE CALIBRACION): A partir de un estándar de Manganeso de 1000 ppm solución madre, preparar un estándar de 100 ppm. Para lo cual se debe tomar una alícuota de 5 mL de lo solución madre y llevar a balón volumétrico de 50 mL, completando volumen con agua destilada.

Preparar la curva de calibración a partir del estándar de 100 ppm como indica la siguiente tabla:

Concentración std	Alícuota solución patrón en balón aforado de 100 mL	Volumen final con agua destilada
0.5 ppm	0.5 mL	100 mL solución
1.0 ppm	1.0 mL	100 mL solución
1.5 ppm	1.5 mL	100 mL solución
2.0 ppm	2.0 mL	100 mL solución
3.0 ppm	3.0 mL	100 mL solución


5.3.4. Preparación de la muestra: 

•	Pesar 0.1 g de muestra en un Erlenmeyer cuello angosto 250 mL
•	Adicionar 10 mL de acido sulfúrico concentrado y 30 mL de acido nítrico concentrado
•	Calentar suavemente hasta que los vapores marrones disminuyan (110 ºC/2 h aprox.)
•	Calentar a 220 ºC por 45 min. (si la materia orgánica no es destruida, enfriar y adicionar 5 mL de acido nítrico concentrado y calentar a 220 ºC. Repetir este proceso hasta que la materia orgánica desaparezca y aparezcan vapores blancos)
•	Filtrar la solución con papel filtro schleicher & schuell 595 Ø 125 mm y recoger en balón aforado de 250 mL. Posteriormente completar volumen con agua destilada.
•	Tomar una alícuota de 5 mL de la solución anterior, llevar a balón aforado de 100 mL y completar volumen con agua destilada.


5.3.5. Análisis instrumental: Seleccionar en el espectrofotómetro de absorción atómica el método adecuado para el análisis de Manganeso y programar la secuencia necesaria de análisis, esperar el tiempo necesario para que el equipo alcance las condiciones adecuadas del método, posteriormente poner en marcha la secuencia de análisis, leyendo por triplicado la muestra, el límite de aceptación de las absorbancias obtenidas entre lecturas es de ±3%.","No Aplica","NA","2022/08/19 00:07:17.000","0","No Aplica","4"
"nit","830052939-4","Agrilab Laboratorios SAS","Colombia","Bogotá D.C.","Bogotá D.C.","Calle 79 B # 70 - 16","5717454697","https://agrilab.com.co/","subgerencia@agrilab.com.co","No Aplica","No Aplica","No Aplica","No Aplica","Yoduros","Método interno","No Aplica","Método interno","2022/08/19 00:07:17.000","0","No Aplica","2"
"nit","900875958-1","BIOGENUSS TECHNICAL SAS","Colombia","Cundinamarca","Cajicá","KM 2 VIA CHIA CAJICA VEREDA CANELON","8797972","https://biogenusslab.com/","biogenusst@gmail.com","No Aplica","No Aplica","No Aplica","No Aplica","DETERMINACION DE CARBONO ORGANICO TOTAL (TOC)","De acuerdo con Monografía, preparar las muestras e inyectarlas en el equipo calificado, el cuál realiza la lectura y genera el resultado.","No Aplica","Carbono Orgánico Total -capitulo general USP <643>","2022/08/19 00:07:17.000","0","No Aplica","2"
"nit","901263161-4","EMPIRIA LAB SAS","Colombia","Antioquia","Rionegro","ZONA FRANCA DE RIONEGRO BODEGA 84 VEREDA CHACHAFRUTO","6045611512","www.empirialabs.com","info@empirialabs.com","No Aplica","No Aplica","No Aplica","No Aplica","Análisis de Cannabinoides y Determinación de Potencia de Cannabinoides","Tratamiento de la muestras para su extracción
Extracción del material vegetal con Metanol
Dilución de la muestra
Análisis cromatográfico por HPLC/UV y UPLC/DAD","No Aplica","SOP 100-2","2022/08/19 00:07:17.000","1","No Aplica","2"
"nit","830115051-1","Laboratorio ALLCHEM COMPAÑIA LIMITADA","Colombia","Bogotá D.C.","Bogotá D.C.","Transversal 39  # 20 A 72","7450682","www.allchem.com.co","gerencia@allchem.com.co","No Aplica","No Aplica","No Aplica","No Aplica","Detección de Salmonella spp.","Se realiza en tres pasos : Preparación de la muestra, Pre enriquecimiento, enriquecimiento selectivo y aislamiento en medio selectivo. se reporta presencia/ausencia.","No Aplica","ISO 6579-2017","2022/08/19 00:07:17.000","0","No Aplica","72"
"nit","800194600-3","Corporación Colombiana de Investigación Agropecuaria AGROSAVIA","Colombia","Cundinamarca","Mosquera","Carrera 13 A # 28  38 Oficina218","4227300","https://www.agrosavia.co/","atencionalcliente@agrosavia.co","No Aplica","No Aplica","No Aplica","No Aplica","Determinación de la actividad biocontroladora de bioinsumos a base de Bacillus amyloliquefaciens sobre Fusarium oxysporum (método de antagonismo)","La evaluación de la actividad biocontroladora de agentes microbiales a base Bacillus amyloliquefaciens contra Fusarium oxysporum en condiciones “in vitro”, se realiza mediante la evaluación del antagonismo en condiciones de laboratorio con un diseño experimental completamente al azar. En dicho bioensayo se evalúan tres tratamientos, correspondientes a dos testigos absolutos (biocontrolador y patógeno) y otro correspondiente a la evaluación del efecto antagonista. Este efecto se evidencia a través del porcentaje de inhibición del crecimiento radial del patógeno por efecto del agente biocontrolador.","No Aplica","Método propio: GA-R-164","2022/08/19 00:07:17.000","0","No Aplica","480"
"nit","860001942-8","Bayer S.A","Colombia","Bogotá D.C.","Bogotá D.C.","Avenida 9  # 57  52","3185358936","No Reporta","carlosaurel.patino@bayer.com","No Aplica","No Aplica","No Aplica","No Aplica","Determinaciòn de Ingrediente activo Mancozeb de manera independiente como único activo en materia prima y formulaciones de plaguicidas","Método volumétrico en formulaciones de plaguicidas","No Aplica","AM006005MF1","2022/08/19 00:07:17.000","0","No Aplica","2"
"nit","900875958-1","BIOGENUSS TECHNICAL SAS","Colombia","Cundinamarca","Cajicá","KM 2 VIA CHIA CAJICA VEREDA CANELON","8797972","https://biogenusslab.com/","biogenusst@gmail.com","No Aplica","No Aplica","No Aplica","No Aplica","DETERMINACION DE pH","El pH se mide mediante un potenciometro calibrado y verificado con su respectivo electrodo, la muestra debe prepararse y medirse de acuerdo con el procedimiento","No Aplica","pH- Visible   -capitulo general USP <791>","2022/08/19 00:07:17.000","0","No Aplica","1"
