"codigo","tipo","nombre","deporte","direccion","telefono","municipio","departamento","paginaweb","email","ubicacion","razonsocial","claseubicacion","localidadcomuna","descripcion","latitud","longitud","urlimagen"
"2018","ESCENARIO","CANCHA DE MINIFUTBOL DE LA UNIVERSIDAD DEL VALLE","Recreativo y Educación Fisíca","CL 13 N? 100-00","3315193","CALI","VALLE DEL CAUCA","cesar.bolanos@univalle.edu.co","cesar.bolanos@univalle.edu.co","Universidad o centro de educaci? superior","UNIVERSIDAD DEL VALLE","Zona Urbana","COMUNA DIECISIETE","CANCHA DE MINIFUTBOL","3.369918976","-76.53086364","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/538.png"
"1201","ESCENARIO","CANCHA MULTIPLE BARRIO MINUTO DE DIOS","Recreativo y Deportivo","CL 30W KR7 BARRIO MINUTO DE DIOS","7822583","MONTERÍA","CORDOBA","www.monteria-cordoba.gov.co","www.monteria-cordoba.gov.co","Otro","ALCALDIA DE MONTERIA","Zona Urbana","SIN COMUNAS","CANCHA MULTIPLE","8.760670636","-75.89187482","http://www.visorgeocoldeportes.gov.co/images/escenarios/23001/11.png"
"1214","ESCENARIO","CANCHA FUTBOL BARRIO BUENAVISTA","Recreativo y Deportivo","CL 12A ENTRE 7 Y 8 BARRIO BUENAVISTA","7822583","MONTERÍA","CORDOBA","www.monteria-cordoba.gov.co","www.monteria-cordoba.gov.co","Otro","ALCALDIA DE MONTERIA","Zona Urbana","SIN COMUNAS","CANCHA DE FUTBOL","8.745793678","-75.89018083","http://www.visorgeocoldeportes.gov.co/images/escenarios/23001/24.png"
"1374","ESCENARIO","PISCINA DE CLAVADOS VILLA OLIMPICA","Deportivo","SECTOR VILLA OLIMPICA","3147606","PEREIRA","RISARALDA","areaescenarios@hotmail.com","areaescenarios@hotmail.com","Otro","SECRETARIA MUNICIPAL DE RECREACION Y DEPORTE","Zona Urbana","COMUNA OLIMPICA","PISCINA DE CLAVADOS","4.80772","-75.75290783","http://www.visorgeocoldeportes.gov.co/images/escenarios/66001\36.png"
"86","FEDERACIONES","FEDERACION DE RUGBY","RUGBY","CL 48 70-180 BARRIO ESTADIO",,"MEDELLÍN","ANTIOQUIA",,,,,,,,"6.2535855","-75.5895915",
"370","LIGAS","LIGA DE CICLISMO DEL CAUCA","CICLISMO","KR 14 6-43 SEGUNDO PISO BARRIO VALENCIA",,"POPAYÁN","CAUCA","gaval52@hotmail.com","gaval52@hotmail.com",,,,,,"2.442444038","-76.61351205",
"731","LIGAS","LIGA DE CICLISMO DE CASANARE","CICLISMO","CL 8 18-5 OFC 204",,"YOPAL","CASANARE","jomamo125@yahoo.es","jomamo125@yahoo.es",,,,,,"5.347887287","-72.402383",
"2132","ESCENARIO","PISTA DE TROTE DE LA UNIDAD DEPORTIVA ALBERTO GALINDO","Deportivo","CL 4 CON KR 52","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Complejo deportivo","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA DIECINUEVE","PISTA DE TROTE","3.404479618","-76.54459513","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/652.png"
"622","LIGAS","LIGA DE SQUASH DE SANTANDER","SQUASH","CENTRO MEDICO CARLOS ARDILA LULE CASA 308Á",,"BUCARAMANGA","SANTANDER",,,,,,,,"7.074062714","-73.11004369",
"1139","ESCENARIO","CANCHA MULTIPLE DEL COLEGIO CELCO","Deportivo","CL 21 11-36","7703207","SOGAMOSO","BOYACA",,,"Establecimiento educativo","COLEGIO CELCO","Zona Urbana","SIN COMUNAS","CANCHA MULTIPLE","5.723042296","-72.92455129","http://www.visorgeocoldeportes.gov.co/images/escenarios/"
"2076","ESCENARIO","CANCHA DE FUTBOL DE LA UNIVERSIDAD SANTIAGO DE CALI","Recreativo y Educación Fisíca","CL 5 N? 62-00","5183000","CALI","VALLE DEL CAUCA","www.usc.edu.co","www.usc.edu.co","Universidad o centro de educaci? superior","UNIVERSIDAD SANTIAGO DE CALI","Zona Urbana","COMUNA DIECINUEVE","CANCHA DE FUTBOL","3.402288642","-76.54860917","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/596.png"
"153","INDER","INDENORTE",,"CL 5 DG SANTANDER PISCINA OLIMPICA","5740720",,"NORTE DE SANTANDER",,"general@indenorte.gov.co",,,,,,"7.892849323","-72.50080076",
"1738","ESCENARIO","CANCHA DE FUTBOL DEL BARRIO OBRERO","Recreativo y Deportivo","CL 25 KR 8A","5566684","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Otro","SECRETARIA DE  RECREACION Y DEPORTES DE SANTIAGO DE CALI","Zona Urbana","COMUNA OCHO","CANCHA DE FUTBOL","3.45141161","-76.51841123","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/258.png"
"269","LIGAS","LIGA DE PATINAJE DE BOGOTA","PATINAJE","COLISEO EL CAMPIN ENTRADA 17","2552240","BOGOTÁ D.C.","BOGOTÁ D.C.","lipatinbogota@yahoo.com","lipatinbogota@yahoo.com",,,,,,"4.649087777","-74.07696234",
"1860","ESCENARIO","CANCHA MULTIPLE DEL COLEGIO SAN LUIS DE GONZAGA","Recreativo y Educación Fisíca","AV 10 NORTE N?14N-85","6611565","CALI","VALLE DEL CAUCA","www.colegiosanluisgonzaga.edu.co","www.colegiosanluisgonzaga.edu.co","Establecimiento educativo","COLEGIO SAN LUIS DE GONZAGA","Zona Urbana","COMUNA DOS","CANCHA MULTIPLE","3.461374942","-76.53654322","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/380.png"
"754","LIGAS","LIGA DE ATLETISMO DE AMAZONAS","ATLETISMO","KR 8 N° 13-50",,"LETICIA","AMAZONAS","atleamazonas@fecodatle.org","atleamazonas@fecodatle.org",,,,,,"-4.20855857","-69.94105544",
"45","CLUBES","CLUB AUTOMOVILISMO TUNJA RACING","AUTOMOVILISMO","DG  29B N°9B-16","582716249","TUNJA","BOYACA",,"catraautos1@yahoo.com",,,,,,"5.541303338","-73.3586551",
"191","LIGAS","LIGA DE SQUASH DE ANTIOQUIA","SQUASH","KR 70 N° 1-200 UNIDAD DEPORTIVA",,"MEDELLÍN","ANTIOQUIA","squashantioquia@hotmail.com","squashantioquia@hotmail.com",,,,,,"6.21093661","-75.59437247",
"430","LIGAS","LIGA DE AJEDREZ DE CHOCO","AJEDREZ","KR 5 N° 24-149B","3206371758","QUIBDÓ","CHOCO","fredydiazcordoba@yhoo.es","fredydiazcordoba@yhoo.es",,,,,,"5.688224848","-76.66033162",
"1672","ESCENARIO","CANCHA DE MICROFUTBOL DEL BARRIO LA BASE","Recreativo y Deportivo","KR 12 N? 56 35","3167072710","CALI","VALLE DEL CAUCA","0","0","Otro","JUNTA DE ACCION COMUNAL LA BASE","Zona Urbana","COMUNA OCHO","CANCHA DE MICROFUTBOL","3.449155076","-76.49501038","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/192.png"
"1295","ESCENARIO","CANCHA DE BALONCESTO DEL COLEGIO ANTONIO GALAN","Recreativo y Deportivo","KR 6 21A 35 BARRIO SAN ANTONIO","8350304","GIRARDOT","CUNDINAMARCA","www.girardot-cundinamarca.gov.vo","www.girardot-cundinamarca.gov.vo","Establecimiento educativo","COLEGIO ANTONIO GALAN","Zona Urbana","SIN COMUNAS","CANCHA DE BALONCESTO","4.298287167","-74.80034367","http://www.visorgeocoldeportes.gov.co/images/escenarios/"
"2357","ESCENARIO","CANCHA MULTIPLE DE LA FUNDACION COLEGIO SANTA ISABEL DE UNGRIA","Recreativo y Educación Fisíca","KR 54 41 47","0","CALI","VALLE DEL CAUCA","funcolesyhc2000@hotmail.com","funcolesyhc2000@hotmail.com","Establecimiento educativo","FUNDACION COLEGIO SANTA ISABEL DE UNGRIA","Zona Urbana","COMUNA DIECISEIS","CANCHA MULTIPLE","3.396989002","-76.51710865","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/877.png"
"1931","ESCENARIO","CANCHA MULTIPLE DEL BARRIO BARRANQUILLA","Recreativo y Deportivo","KR 1C CON CL 62","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Otro","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA CINCO","CANCHA MULTIPLE","3.475944365","-76.49408672","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/451.png"
"1385","ESCENARIO","CANCHA DE FUTBOL SINTETICA BARRIO BOSTON","Deportivo","KR 23 CON CL 29","3147606","PEREIRA","RISARALDA","areaescenarios@hotmail.com","areaescenarios@hotmail.com","Otro","SECRETARIA MUNICIPAL DE RECREACION Y DEPORTE","Zona Urbana","COMUNA BOSTON","CANCHA DE FUTBOL SINTETICA","4.800591333","-75.69691483","http://www.visorgeocoldeportes.gov.co/images/escenarios/66001\77.png"
"1000","ESCENARIO","CANCHA DE MINIFUTBOL INSTITUCION EDUCATIVA RAFAEL NU?EZ","Deportivo","TV 33 N? 19-02 BARRIO MARTINEZ MARTELO","3135748625","CARTAGENA DE INDIAS","BOLIVAR","lineyjimenez23@hotmail.com","lineyjimenez23@hotmail.com","Establecimiento educativo","INSTITUCION EDUCATIVA RAFAEL NU?EZ SEDE PRINCIPAL","Zona Urbana","UNIDAD COMUNERA DE GOBIERNO 9","CANCHA DE MINIFUTBOL","10.40772211","-75.52268113","http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/320.png"
"1282","ESCENARIO","CANCHA MULTIPLE ESCUELA YIRA CASTRO","Recreativo y Deportivo","TVS 3 B CL 22","8868181","FUSAGASUGÁ","CUNDINAMARCA","www.fusagasuga-cundinamarca.gov.co","www.fusagasuga-cundinamarca.gov.co","Establecimiento educativo","IDERF ALCALDIA DE FUSAGASUGA","Zona Urbana","SIN COMUNAS","CANCHA MULTIPLE","4.326428833","-74.36584083","http://www.visorgeocoldeportes.gov.co/images/escenarios/25290/44.png"
"1565","ESCENARIO","CANCHA DE FUTBOL N°1 CENTRO RECREATIVO SAN LUIS","Recreativo","CL 70 N? 1A 12","4465376","CALI","VALLE DEL CAUCA","www.cprcali.org","www.cprcali.org","Complejo recreativo","CORPORACION PARA LA RECREACION POPULAR","Zona Urbana","COMUNA CINCO","CANCHA DE FUTBOL","3.47767752","-76.48826261","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/85.png"
"514","LIGAS","LIGA DE VOLEIBOL DEL META","VOLEIBOL","KR 7 6-96 PUERTO LOPEZ",,"PUERTO LÓPEZ","META","livoleibol@yahoo.com","livoleibol@yahoo.com",,,,,,"4.086250164","-72.95551654",
"621","LIGAS","LIGA DE RUGBY DE SANTANDER","RUGBY","KR 47 N° 64-63 LA FLORESTA","6369400","BUCARAMANGA","SANTANDER","lsr@fecorugby.co","lsr@fecorugby.co",,,,,,"7.10727031","-73.10545588",
"2343","ESCENARIO","CANCHA MULTIPLE DEL POLIDEPORTIVO CIUDAD MODELO","Recreativo y Deportivo","KR 41 B 31 B 40","0","CALI","VALLE DEL CAUCA","www.cprcali.org","www.cprcali.org","Complejo recreativo","CORPORACION PARA LA RECREACION POPULAR","Zona Urbana","COMUNA ONCE","CANCHA MULTIPLE","3.416172302","-76.51248531","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/863.png"
"2454","ESCENARIO","CANCHA MULTIPLE DEL BARRIO JOSE MARIA CORBOBA","Recreativo y Deportivo","CL 32B CON KR 33B","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Otro","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA ONCE","CANCHA MULTIPLE","3.422116923","-76.51025428","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/974.png"
"2301","ESCENARIO","CANCHA MICRO FUTBOL DEL POLIDEPORTIVO EL GUABAL","Recreativo y Deportivo","KR 40 B 13 50","0","CALI","VALLE DEL CAUCA","avalda67@hotmail.com","avalda67@hotmail.com","Otro","JUNTA DE ACCION COMUNAL DEL BARRIO EL GUABAL","Zona Urbana","COMUNA DIEZ","CANCHA DE MICROFUTBOL","3.418001802","-76.5311939","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/821.png"
"1167","ESCENARIO","CANCHA MULTIPLE DEL BARRIO VILLA CARMENZA","Recreativo y Deportivo","CL 45 CON KR 35C","8720637","MANIZALES","CALDAS","secdesa@alcaldiamanizales.gov.co","secdesa@alcaldiamanizales.gov.co","Otro","SECRETARIA DE DEPORTES - ALCALDIA DE MANIZALES","Zona Urbana","COMUNA DIEZ","CANCHA MULTIPLE","5.060316333","-75.508587","http://www.visorgeocoldeportes.gov.co/images/escenarios/17001/117.png"
"1700","ESCENARIO","CANCHA DE BANQUITAS DEL COLEGIO MAYOR","Recreativo y Educación Fisíca","CL 35 N?10 20","4422910","CALI","VALLE DEL CAUCA","0","0","Establecimiento educativo","COLEGIO MAYOR","Zona Urbana","COMUNA OCHO","CANCHA DE BANQUITAS","3.450913837","-76.51026205","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/220.png"
"2462","ESCENARIO","CANCHA DE BALONCESTO DE LA INSTITUCION EDUCATIVA CALIXTO COMFANDI","Recreativo y Educación Fisíca","CL 71 CON TV 28E","0","CALI","VALLE DEL CAUCA","0","0","Establecimiento educativo","INSTITUCION EDUCATIVA CALIXTO COMFANDI","Zona Urbana","COMUNA TRECE","CANCHA DE BALONCESTO","3.426368549","-76.50012542","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/982.png"
"1843","ESCENARIO","CANCHA DE MICROFUTBOL DEL COLEGIO HISPANOAMERICANO","Recreativo y Educación Fisíca","AV 3C N? 35N-55","6613399","CALI","VALLE DEL CAUCA","rectoria@colegiohispano.edu.co","rectoria@colegiohispano.edu.co","Establecimiento educativo","COLEGIO HISPANOAMERICANO","Zona Urbana","COMUNA DOS","CANCHA DE MICROFUTBOL","3.473479089","-76.52234876","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/363.png"
"733","LIGAS","LIGA DE NATACION DE CASANARE","NATACION","CL 7 10-25 BARRIO EL PROGRESO",,"VILLANUEVA","CASANARE","luzmago00@hotmail.comáá","luzmago00@hotmail.comáá",,,,,,"4.608939423","-72.92404125",
"207","LIGAS","LIGA DE TAEKWONDO DEL ATLANTICO","TAEKWONDO","KR 46 N° 72-09",,"BARRANQUILLA","ATLANTICO","ligatkdatlantico@yahoo.com","ligatkdatlantico@yahoo.com",,,,,,"10.99450326","-74.80569077",
"665","LIGAS","LIGA DE ACTIVIDADES SUBACUATICAS DE TOLIMA","ACTIVIDADES SUBACUATICAS","CL 42 CON KR 5 PISCINAS OLIMPICAS","2641299","IBAGUÉ","TOLIMA",,,,,,,,"4.434818607","-75.21223822",
"320","LIGAS","LIGA DE TIRO Y CAZA DE BOYACA","TIRO Y CAZA","CL 19A N° 8-93",,"TUNJA","BOYACA",,,,,,,,"5.531980063","-73.3597025",
"1486","ESCENARIO","CANCHA DE BALONCESTO N°6 DE LA UNIDAD DEPORTIVA PANAMERICANA JAIME APARICIO","Deportivo","CL 9 N? 37A-01","5566412","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Complejo deportivo","SECRETARIA DE  RECREACION Y DEPORTES DE SANTIAGO DE CALI","Zona Urbana","COMUNA DIECINUEVE","CANCHA DE BALONCESTO","3.425045905","-76.53734632","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/6.png"
"1515","ESCENARIO","CANCHA MULTIPLE DE LA IGLESIA JESUCRISTO DE LOS ULTIMOS DIAS","Recreativo","KR 8 NORTE N?70-85","4401209","CALI","VALLE DEL CAUCA","0","0","Otro","IGLESIA JESUCRISTO DE LOS ULTIMOS DIAS","Zona Urbana","COMUNA SEIS","CANCHA MULTIPLE","3.48900832","-76.50157463","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/35.png"
"413","LIGAS","LIGA DE TEJO DE CORDOBA","TEJO","DG 6 N°10-03 BARRIO P-5","3116974664","MONTERÍA","CORDOBA","atlecordoba@fecodatle.org","atlecordoba@fecodatle.org",,,,,,"8.734852412","-75.88756087",
"2281","ESCENARIO","CANCHA DE FUTBOL DEL POLIDEPORTIVO SAN JUDAS","Recreativo y Deportivo","CL 23 CON KR 42","3175078870","CALI","VALLE DEL CAUCA","0","0","Otro","JUNTA DE ACCION COMUNAL DEL BARRIO SAN JUDAS TADEO","Zona Urbana","COMUNA DIEZ","CANCHA DE FUTBOL","3.414071917","-76.52310067","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/801.png"
"2017","ESCENARIO","CANCHA DE FUTBOL DE LA UNIVERSIDAD DEL VALLE","Recreativo y Educación Fisíca","CL 13 N? 100-00","3315193","CALI","VALLE DEL CAUCA","cesar.bolanos@univalle.edu.co","cesar.bolanos@univalle.edu.co","Universidad o centro de educaci? superior","UNIVERSIDAD DEL VALLE","Zona Urbana","COMUNA DIECISIETE","CANCHA DE FUTBOL","3.370525392","-76.53030781","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/537.png"
"1361","ESCENARIO","CANCHA DE TEJO DEL CLUB ZULIMA","Deportivo","AV 11AE CL 14N","5771038","CÚCUTA","NORTE DE SANTANDER","www.cucuta-nortedesantander.gov.co","www.cucuta-nortedesantander.gov.co","Club","INSTITUTO MUNICIPAL PARA LA RECREACION Y EL DEPORTE DE CUCUTA - IMRD","Zona Urbana","COMUNA NORORIENTAL","CANCHA DE TEJO","7.913738","-72.491254","http://www.visorgeocoldeportes.gov.co/images/escenarios/54001/56.png"
"1577","ESCENARIO","CANCHA MULTIPLE  DEL BARRIO SAN LUIS","Recreativo y Deportivo","KR 1A CL 73","5566684","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Otro","SECRETARIA DE  RECREACION Y DEPORTES DE SANTIAGO DE CALI","Zona Urbana","COMUNA SEIS","CANCHA MULTIPLE","3.481721683","-76.48534844","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/97.png"
"1054","ESCENARIO","CANCHA MULTIPLE DEL BARRIO LA CALLEJA","Deportivo","CL 36A Y 36B CON KR 16","7442297","TUNJA","BOYACA","recreacionydeportetunja@irdet.gov.co","recreacionydeportetunja@irdet.gov.co","Otro","JUNTA DE ACCION COMUNAL DEL BARRIO LA CALLEJA","Zona Urbana","SIN COMUNAS","CANCHA MULTIPLE","5.549813667","-73.3650655","http://www.visorgeocoldeportes.gov.co/images/escenarios/15001/1.png"
"1950","ESCENARIO","CANCHA DE MINIFUTBOL DEL BARRIO METROPOLITANO","Recreativo y Deportivo","CL 69  CON KR 1ABIS","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Otro","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA CINCO","CANCHA DE MINIFUTBOL","3.478689917","-76.49004176","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/470.png"
"881","ESCENARIO","CANCHA DE SQUASH N° 3 COMPLEJO RAQUETERO","Deportivo","AV EL LAGO KR 29B N? 17-22 PIE DE LA POPA","0","CARTAGENA DE INDIAS","BOLIVAR","www.idercartagenadeindias.info.co","www.idercartagenadeindias.info.co","Complejo deportivo","INSTITUTO DISTRITAL DE DEPORTE Y RECREACION DE CARTAGENA - IDER","Zona Urbana","UNIDAD COMUNERA DE GOBIERNO 2","CANCHA DE SQUASH","10.419334","-75.53861283","http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/184.png"
"150","INDER","INDEPORTES GUAVIARE",,"AV LOS COLONIZADORES 23-56 BARRIO LA ESPERANZA","5840226",,"GUAVIARE",,"inder_guaviare@yahoo.com;sanpasavi@yahoo.es",,,,,,"2.564529283","-72.63718806",
"321","LIGAS","LIGA DE CICLISMO DE BOYACA","CICLISMO","AV ORIENTAL CON CL 32 COLISEO CUBIERTO OFIC 105 INDEPORTES BOYACA",,"TUNJA","BOYACA","luisargemirocamargo@hotmail.com","luisargemirocamargo@hotmail.com",,,,,,"5.541082923","-73.35527605",
"2391","ESCENARIO","CANCHA MULTIPLE DE LA INSTITUCION EDUCATIVA JOSE MARIA CARBONELL","Recreativo y Educación Fisíca","CL 13 N?32 88","4854553","CALI","VALLE DEL CAUCA","josemariacarbonell@cali.edu.co","josemariacarbonell@cali.edu.co","Establecimiento educativo","INSTITUCION EDUCATIVA JOSE MARIA CARBONELL","Zona Urbana","COMUNA DIEZ","CANCHA MULTIPLE","3.424477092","-76.53035123","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/911.png"
"2382","ESCENARIO","PISCINA DEL POLIDEPORTIVO EL DIAMANTE","Recreativo y Deportivo","KR 31 N? 41 00","0","CALI","VALLE DEL CAUCA","www.cprcali.org","www.cprcali.org","Complejo recreativo","CORPORACION PARA LA RECREACION POPULAR","Zona Urbana","COMUNA TRECE","PISCINA","3.420872376","-76.50268796","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/902.png"
"1008","ESCENARIO","CANCHA MULTIPLE INSTITUCION EDUCATIVA SAN JUAN DE DAMASCO","Deportivo","BARRIO AMBERES PRIMER CLJON","0","CARTAGENA DE INDIAS","BOLIVAR","sanjuandamasco@hotmail.com","sanjuandamasco@hotmail.com","Establecimiento educativo","INSTITUCION EDUCATIVA SAN JUAN DE DAMASCO","Zona Urbana","UNIDAD COMUNERA DE GOBIERNO 9","CANCHA MULTIPLE","10.40444633","-75.5156775","http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/333.png"
"1770","ESCENARIO","COLISEO EVANGELISTA MORA","Deportivo","KR 34 DG 31-50","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Complejo deportivo","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA DIECINUEVE","COLISEO","3.428515926","-76.5398232","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/290.png"
"1498","ESCENARIO","CANCHA DE TENIS N°5 DE LA LIGA DE TENIS DEL VALLE","Deportivo","CL 9 N? 37-00","5566684","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Club","SECRETARIA DE  RECREACION Y DEPORTES DE SANTIAGO DE CALI","Zona Urbana","COMUNA DIECINUEVE","CANCHA DE TENIS","3.42329145","-76.53563377","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/18.png"
"1063","ESCENARIO","CANCHA MULTIPLE DEL PARQUE PINZON","Deportivo","KR 9 CON CL 23","7408031","TUNJA","BOYACA","recreacionydeportetunja@irdet.gov.co","recreacionydeportetunja@irdet.gov.co","Otro","INSTITUTO PARA LA RECREACION Y EL DEPORTE DE TUNJA - IRDET","Zona Urbana","SIN COMUNAS","CANCHA MULTIPLE","5.5359925","-73.3596295","http://www.visorgeocoldeportes.gov.co/images/escenarios/15001/10.png"
"786","ESCENARIO","CANCHA MULTIPLE DEL COLEGIO JORGE NOCOLAS ABELLO","Deportivo","KR 25 N? 58 -113","3790628","BARRANQUILLA","ATLANTICO","cjorgenabello@sedbarranquilla.gov.co","cjorgenabello@sedbarranquilla.gov.co","Establecimiento educativo","COLEGIO JORGE NICOLAS ABELLO","Zona Urbana","SIN COMUNAS","CANCHA MULTIPLE PLACA CUBIERTA","10.97300267","-74.80146517","http://www.visorgeocoldeportes.gov.co/images/escenarios/08001/197.png"
"1845","ESCENARIO","GIMNASIO DEL CLUB DEPORTIVO CALI SEDE URBANA","Deportivo","CL 34 N? 2BN-75","6880808","CALI","VALLE DEL CAUCA","auribe@deportivocali.com.co","auribe@deportivocali.com.co","Club","CLUB DEPORTIVO CALI SEDE URBANA","Zona Urbana","COMUNA DOS","GIMNASIO","3.471689185","-76.52523991","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/365.png"
"1809","ESCENARIO","CANCHA DE FUTBOL DEL POLIDEPORTIVO LA MERCED","Recreativo y Deportivo","CL 52 NORTE CON AV 2A NORTE","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Complejo deportivo","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA CUATRO","CANCHA DE FUTBOL","3.480612959","-76.50994317","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/329.png"
"2242","ESCENARIO","CANCHA DE VOLEIBOL DE LA UNIDAD PANAMERICANA JAIME APARICIO","Deportivo","CL 9 CON KR 37A","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Complejo deportivo","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA DIECINUEVE","CANCHA DE VOLEIBOL","3.423395459","-76.53691693","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/762.png"
"2172","ESCENARIO","CAMPO DE GOLF DEL CLUB CAMPESTRE DE CALI","Recreativo y Deportivo","CL 5A CON KR 100","3336000","CALI","VALLE DEL CAUCA","directorrh@campestrecali.org","directorrh@campestrecali.org","Club","CLUB CAMPESTRE DE CALI","Zona Urbana","COMUNA VEINTIDOS","CAMPO DE GOLF","3.368752145","-76.54662435","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/692.png"
"2416","ESCENARIO","CANCHA DE BALONCESTO DE LA INSTITUCION EDUCATIVA SUSANA VELAZCO","Recreativo y Educación Fisíca","KR 33B CON CL 30","0","CALI","VALLE DEL CAUCA","institucionalievilladelsur@cali.edu.co","institucionalievilladelsur@cali.edu.co","Establecimiento educativo","INSTITUCION EDUCATIVA SUSANA VELAZCO","Zona Urbana","COMUNA ONCE","CANCHA DE BALONCESTO","3.423674178","-76.51320654","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/936.png"
"1784","ESCENARIO","CANCHA MULTIPLE DEL BARRIO CIUDAD ALAMOS","Recreativo y Deportivo","AV 2A CON CL 59A NORTE","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Otro","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA DOS","CANCHA MULTIPLE","3.483829786","-76.50530972","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/304.png"
"1756","ESCENARIO","CANCHA DE FUTBOL N°2 DE LA UNIDAD DEPORTIVA PANAMERICANA","Deportivo","CL 9 N? 37A-01","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Complejo deportivo","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA DIECINUEVE","CANCHA DE FUTBOL","3.42549322","-76.53443472","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/276.png"
"2251","ESCENARIO","CANCHA DE HOCKEY DEL COLISEO EVANGELISTA MORA","Deportivo","DG 32 KR 34","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Complejo deportivo","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA DIECINUEVE","CANCHA DE HOCKEY","3.423879018","-76.5351561","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/771.png"
