"pais","conceptozoosanitarioica","numerointerno","numeroacumulado","nombrecodigoestablecimiento","direccion","especie","productos"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","10","10","VREDELAAN, 7  -  8820 TORHOUT -
WEST- VLAANDEREN","VREDELAAN, 7  -  8820 TORHOUT -
WEST- VLAANDEREN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","11","11","PRINS BOUDEWIJNLAAN, 22 -  9991
MALDEGEM -  OOST- VLAANDEREN","PRINS BOUDEWIJNLAAN, 22 -  9991
MALDEGEM -  OOST- VLAANDEREN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","12","12","PRINS BOUDEWIJNLAAN, 22 -  9991
MALDEGEM -  OOST- VLAANDEREN","PRINS BOUDEWIJNLAAN, 22 -  9991
MALDEGEM -  OOST- VLAANDEREN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","13","13","BRUGGESTRAAT, 140/A -  8755
RUISELEDE -  WEST- VLAANDEREN","BRUGGESTRAAT, 140/A -  8755
RUISELEDE -  WEST- VLAANDEREN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","14","14","OMMEGANG WEST (WRB) 9 -  8840
STADEN -  WEST- VLAANDEREN","OMMEGANG WEST (WRB) 9 -  8840
STADEN -  WEST- VLAANDEREN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","15","15","OMMEGANG WEST (WRB) 9 -  8840
STADEN -  WEST- VLAANDEREN","OMMEGANG WEST (WRB) 9 -  8840
STADEN -  WEST- VLAANDEREN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","16","16","KOMENSTRAAT(WIJTSCH), 73 -  8953
HEUVELLAND -  WEST- VLAANDEREN","KOMENSTRAAT(WIJTSCH), 73 -  8953
HEUVELLAND -  WEST- VLAANDEREN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","17","17","KOMENSTRAAT(WIJTSCH), 73 -  8953
HEUVELLAND -  WEST- VLAANDEREN","KOMENSTRAAT(WIJTSCH), 73 -  8953
HEUVELLAND -  WEST- VLAANDEREN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","18","18","WINKELOM,  52 -  2440 GEEL  -
ANTWERPEN","WINKELOM,  52 -  2440 GEEL  -
ANTWERPEN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","19","19","WINKELOM,  52 -  2440 GEEL  -
ANTWERPEN","WINKELOM,  52 -  2440 GEEL  -
ANTWERPEN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","20","20","RUE DE MERCKHOF, 44 -  4880 AUBEL
-  LIÈGE","RUE DE MERCKHOF, 44 -  4880 AUBEL
-  LIÈGE","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","21","21","BLOEMSTRAAT (AB), 56 -  2920
KALMTHOUT -  ANTWERPEN","BLOEMSTRAAT (AB), 56 -  2920
KALMTHOUT -  ANTWERPEN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","22","22","BLOEMSTRAAT (AB), 56 -  2920
KALMTHOUT -  ANTWERPEN","BLOEMSTRAAT (AB), 56 -  2920
KALMTHOUT -  ANTWERPEN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","23","23","JOHN LIJSENSTRAAT, 55  -  2321
HOOGSTRATEN -  ANTWERPEN","JOHN LIJSENSTRAAT, 55  -  2321
HOOGSTRATEN -  ANTWERPEN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","24","24","JOHN LIJSENSTRAAT, 55  -  2321
HOOGSTRATEN -  ANTWERPEN","JOHN LIJSENSTRAAT, 55  -  2321
HOOGSTRATEN -  ANTWERPEN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","25","25","ZUIDSTRAAT, 34 -  9970 KAPRIJKE -
OOST- VLAANDEREN","ZUIDSTRAAT, 34 -  9970 KAPRIJKE -
OOST- VLAANDEREN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","26","26","STEENWEG OP DEINZE, 49- B  -  9880
AALTER -  OOST- VLAANDEREN","STEENWEG OP DEINZE, 49- B  -  9880
AALTER -  OOST- VLAANDEREN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","27","27","TENHOVESTRAAT, 10 -  8700 TIELT  -
WEST- VLAANDEREN","TENHOVESTRAAT, 10 -  8700 TIELT  -
WEST- VLAANDEREN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","28","28","RUE DE MERCKHOF, 110 -  4880 AUBEL
-  LIÈGE","RUE DE MERCKHOF, 110 -  4880 AUBEL
-  LIÈGE","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","29","29","DE AREND, 7 -  8210 ZEDELGEM -
WEST- VLAANDEREN","DE AREND, 7 -  8210 ZEDELGEM -
WEST- VLAANDEREN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","30","30","BALLINGSWEG, 5- 1 -  9620 ZOTTEGEM
-  OOST- VLAANDEREN","BALLINGSWEG, 5- 1 -  9620 ZOTTEGEM
-  OOST- VLAANDEREN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","31","31","AMBACHTENLAAN, 16 -  9080
LOCHRISTI -  OOST- VLAANDEREN","AMBACHTENLAAN, 16 -  9080
LOCHRISTI -  OOST- VLAANDEREN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","32","32","SKALDENSTRAAT, 112 -  9042 GENT  -
OOST- VLAANDEREN","SKALDENSTRAAT, 112 -  9042 GENT  -
OOST- VLAANDEREN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","33","33","SKALDENSTRAAT, 112 -  9042 GENT  -
OOST- VLAANDEREN","SKALDENSTRAAT, 112 -  9042 GENT  -
OOST- VLAANDEREN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","34","34","HOUTELWEG, 1 -  2310 RIJKEVORSEL -
ANTWERPEN","HOUTELWEG, 1 -  2310 RIJKEVORSEL -
ANTWERPEN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","35","35","BOOMSTRAAT, 1 -  8890 MOORSLEDE -
WEST- VLAANDEREN","BOOMSTRAAT, 1 -  8890 MOORSLEDE -
WEST- VLAANDEREN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","36","36","BLOEMSTRAAT (AB), 56 -  2920
KALMTHOUT -  ANTWERPEN","BLOEMSTRAAT (AB), 56 -  2920
KALMTHOUT -  ANTWERPEN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","37","37","AMBACHTENLAAN 16 -  9080
LOCHRISTI -  OOST- VLAANDEREN","AMBACHTENLAAN 16 -  9080
LOCHRISTI -  OOST- VLAANDEREN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","38","38","AVENUE MERCURY, 5 -  4650
CHAINEUX -  LIÈGE","AVENUE MERCURY, 5 -  4650
CHAINEUX -  LIÈGE","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","39","39","HEIKENSSTRAAT 5 -  9240 ZELE  -
OOST- VLAANDEREN","HEIKENSSTRAAT 5 -  9240 ZELE  -
OOST- VLAANDEREN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","40","40","AKKERSTRAAT 4A -  8750 WINGENE
(ZWEVEZELE) -  WEST- VLAANDEREN","AKKERSTRAAT 4A -  8750 WINGENE
(ZWEVEZELE) -  WEST- VLAANDEREN","PORCINO","DERIVADOS CÁRNICOS DE PORCINO: EMBUTIDOS; PLASMA POLVO DE PORCINO, HEMOGLOBINA DE PORCINO, EXTRACTO PROTÉICO DE CERDO"
"BÉLGICA","RECONOCIMIENTO  DE  LA  EQUIVALENCIA  DEL  SISTEMA  DE  INSPECCIÓN,  VIGILANCIA  Y CONTROL SANITARIO PARA LOS GRUPOS 1, 2, 8, 9, 10 Y 15, Y TENIENDO EN CUENTA QUE BÉLGICA TIENE UN CONCEPTO ZOOSANITARIO FAVORABLE DEL ICA PARA LECHE Y DERIVADOS LÁCTEOS, OVOPRODUCTOS EN POLVO Y DERIVADOS CÁRNICOS DE PORCIN
(EMBUTIDOS, EXTRACTO PROTEICO, PLASMA EN POLVO Y HEMOGLOBINA EN POLVO),","41","41","MATHONET -  GABRIEL -  PONT-
BORGUEUSE HÉ 1-  4960 MALMEDY  - LÌEGE","MATHONET -  GABRIEL -  PONT-
BORGUEUSE HÉ 1-  4960 MALMEDY  - LÌEGE","PRODUCTOS DE LA PESCA","FILETES DE TRUCHA AHUMADOS, MOUSSE DE TRUCHA AHUMADOS"
