"bancarizado","codigodepartamentoatencion","codigomunicipioatencion","discapacidad","estadobeneficiario","etnia","fechainscripcionbeneficiario","genero","nivelescolaridad","nombredepartamentoatencion","nombremunicipioatencion","pais","tipoasignacionbeneficio","tipobeneficio","tipodocumento","tipopoblacion","rangobeneficioconsolidadoasignado","rangoultimobeneficioasignado","fechaultimobeneficioasignado","rangoedad","titular","cantidaddebeneficiarios"
"ND","52","52001","ND","ACTIVO","ND","2012-11-01","Mujer","ND","NARIÑO","PASTO","Colombia","MONETARIO","ND","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"ND","08","08001","ND","ACTIVO","ND","2012-11-01","Hombre","ND","ATLANTICO","BARRANQUILLA","Colombia","ND","EDUCACIÓN PRIMARIA","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","9"
"ND","52","52323","ND","ACTIVO","ND","2012-12-01","Hombre","ND","NARIÑO","GUALMATAN","Colombia","ND","ND","No Definido","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"ND","68","68655","ND","ACTIVO","ND","2012-10-01","Hombre","ND","SANTANDER","SABANA DE TORRES","Colombia","ND","EDUCACIÓN SECUNDARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","23","23686","NO","ACTIVO","ND","2013-01-01","Hombre","SECUNDARIA","CORDOBA","SAN PELAYO","ND","ND","EDUCACIÓN SECUNDARIA","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","55"
"ND","54","54553","ND","ACTIVO","ND","2012-11-01","Mujer","ND","NORTE DE SANTANDER","PUERTO SANTANDER","Colombia","MONETARIO","ND","CC","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","23","23555","NO","ACTIVO","ND","2013-10-01","Mujer","PRIMARIA","CORDOBA","PLANETA RICA","ND","ND","EDUCACIÓN PRIMARIA","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","157"
"NO","13","13442","NO","ACTIVO","ND","2012-11-01","Mujer","SECUNDARIA","BOLIVAR","MARIA LA BAJA","ND","ND","EDUCACIÓN SECUNDARIA","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","3"
"ND","52","52022","ND","ACTIVO","ND","2017-05-01","Hombre","ND","NARIÑO","ALDANA","Colombia","MONETARIO","ND","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"ND","11","11001","ND","ACTIVO","ND","2016-09-01","Hombre","ND","BOGOTA","BOGOTA D.C.","Colombia","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","41","41396","ND","NO ACTIVO","INDIGENA","2013-07-01","Mujer","ND","HUILA","LA PLATA","Colombia","ND","ND","CC","INDIGENAS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","2"
"ND","27","27615","ND","ACTIVO","ND","2012-12-01","Mujer","ND","CHOCO","RIOSUCIO","Colombia","ND","EDUCACIÓN PRIMARIA","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","47","47288","ND","ACTIVO","ND","2012-10-01","Mujer","ND","MAGDALENA","FUNDACION","Colombia","MONETARIO","ND","No Definido","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","23","23660","NO","ACTIVO","ND","2012-11-01","Hombre","ND","CORDOBA","SAHAGUN","ND","MONETARIO","ND","CC","DESPLAZADOS","> 6.000.001","0 - 1.300.000","2018-01-01",">65","SI","1"
"NO","08","08549","NO","ACTIVO","ND","2016-08-01","Mujer","PRIMARIA","ATLANTICO","PIOJO","ND","ND","EDUCACIÓN PRIMARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
,"20","20175","NO","ACTIVO","ND","2017-05-01","Hombre","SIN ESPECIFICAR","CESAR","CHIMICHAGUA","ND","MONETARIO","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","2017-01-01","18-29","NO","1"
"NO","73","73770","NO","ACTIVO","ND","2015-01-01","Hombre","ND","TOLIMA","SUAREZ","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"ND","27","27372","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2015-07-01","Mujer","ND","CHOCO","JURADO","ND","MONETARIO","NUTRICIÓN","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"NO","13","13667","NO","NO ACTIVO","ND","2012-12-01","Hombre","ND","BOLIVAR","SAN MARTIN DE LOBA","ND","ND","EDUCACIÓN SECUNDARIA","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","70","70670","NO","ACTIVO","ND","2016-11-01","Mujer","PRIMARIA","SUCRE","SAMPUES","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","19","19364","NO","NO ACTIVO","ND","2013-02-01","Mujer","ND","CAUCA","JAMBALO","ND","ND","ND","CC","INDIGENAS","0 - 1.500.000","0 - 1.300.000","1900-01-01","50-65","SI","1"
"ND","08","08560","ND","ACTIVO","ND","2016-09-01","Mujer","ND","ATLANTICO","PONEDERA","Colombia","MONETARIO","NUTRICIÓN","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","13","13001","NO","NO ACTIVO","ND","2012-10-01","Mujer","ND","BOLIVAR","CARTAGENA","Colombia","MONETARIO","ND","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","2015-01-01","18-29","SI","2"
"NO","86","86760","NO","ACTIVO","ND","2017-01-01","Hombre","SECUNDARIA","PUTUMAYO","SANTIAGO","ND","ND","EDUCACIÓN SECUNDARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","23","23580","NO","ACTIVO","ND","2013-01-01","Hombre","ND","CORDOBA","PUERTO LIBERTADOR","ND","ND","ND","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","19","19022","NO","ACTIVO","ND","2017-09-01","Mujer","ND","CAUCA","ALMAGUER","ND","ND","NUTRICIÓN MENOR","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","05","05847","NO","ACTIVO","ND","2016-03-01","Mujer","ND","ANTIOQUIA","URRAO","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","19","19318","NO","ACTIVO","ND","2013-02-01","Mujer","SECUNDARIA","CAUCA","GUAPI","ND","ND","EDUCACIÓN SECUNDARIA","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","12"
"NO","13","13836","NO","NO ACTIVO","ND","2012-12-01","Hombre","ND","BOLIVAR","TURBACO","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","23","23350","NO","NO ACTIVO","ND","2016-08-01","Mujer","ND","CORDOBA","LA APARTADA","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2017-01-01","30-49","SI","1"
"NO","05","05031","NO","ACTIVO","ND","2018-10-01","Mujer","ND","ANTIOQUIA","AMALFI","ND","ND","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","50-65","NO","1"
"NO","25","25513","NO","ACTIVO","ND","2013-01-01","Mujer","PRIMARIA","CUNDINAMARCA","PACHO","ND","ND","EDUCACIÓN PRIMARIA","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
,"13","13442","NO","ACTIVO","ND","2018-02-01","Mujer","ND","BOLIVAR","MARIA LA BAJA","Colombia","MONETARIO","NUTRICIÓN","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"NO","05","05380","NO","ACTIVO","ND","2017-03-01","Hombre","PRIMARIA","ANTIOQUIA","LA ESTRELLA","ND","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","95","95025","ND","ACTIVO","ND","2013-01-01","Mujer","ND","GUAVIARE","EL RETORNO","Colombia","ND","EDUCACIÓN PRIMARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","4"
"SI","23","23466","NO","ACTIVO","ND","2013-10-01","Mujer","ND","CORDOBA","MONTELIBANO","ND","MONETARIO","ND","CC","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"ND","73","73449","ND","ACTIVO","ND","2012-10-01","Hombre","ND","TOLIMA","MELGAR","Colombia","ND","EDUCACIÓN PRIMARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","23","23466","NO","ACTIVO","ND","2013-10-01","Mujer","ND","CORDOBA","MONTELIBANO","ND","MONETARIO","ND","CC","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","05","05250","NO","ACTIVO","ND","2016-12-01","Mujer","PRIMARIA","ANTIOQUIA","EL BAGRE","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"NO","23","23079","NO","ACTIVO","ND","2013-02-01","Mujer","SECUNDARIA","CORDOBA","BUENAVISTA","ND","ND","EDUCACIÓN SECUNDARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","68"
"ND","47","47001","NO","NO ACTIVO","ND","2013-07-01","Hombre","ND","MAGDALENA","SANTA MARTA","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"SI","25","25290","NO","NO ACTIVO","ND","2012-10-01","Hombre","ND","CUNDINAMARCA","FUSAGASUGA","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2015-01-01","50-65","SI","1"
"SI","23","23500","NO","NO ACTIVO","ND","2013-02-01","Mujer","ND","CORDOBA","MOÑITOS","ND","MONETARIO","ND","CC","ND","0 - 1.500.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"SI","23","23500","NO","NO ACTIVO","ND","2013-02-01","Mujer","ND","CORDOBA","MOÑITOS","ND","MONETARIO","ND","CC","ND","0 - 1.500.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"SI","23","23500","NO","NO ACTIVO","ND","2013-02-01","Mujer","ND","CORDOBA","MOÑITOS","ND","MONETARIO","ND","CC","ND","0 - 1.500.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"SI","23","23500","NO","NO ACTIVO","ND","2013-02-01","Mujer","ND","CORDOBA","MOÑITOS","ND","MONETARIO","ND","CC","ND","0 - 1.500.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"SI","23","23500","NO","NO ACTIVO","ND","2013-02-01","Mujer","ND","CORDOBA","MOÑITOS","ND","MONETARIO","ND","CC","ND","0 - 1.500.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"SI","23","23500","NO","NO ACTIVO","ND","2013-02-01","Mujer","ND","CORDOBA","MOÑITOS","ND","MONETARIO","ND","CC","ND","0 - 1.500.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"SI","23","23500","NO","NO ACTIVO","ND","2013-02-01","Mujer","ND","CORDOBA","MOÑITOS","ND","MONETARIO","ND","CC","ND","0 - 1.500.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"NO","15","15808","NO","ACTIVO","ND","2012-10-01","Mujer","PRIMARIA","BOYACA","TINJACA","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","63","63401","SI","ACTIVO","ND","2015-11-01","Mujer","PRIMARIA","QUINDIO","LA TEBAIDA","ND","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","27","27001","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2014-03-01","Hombre","ND","CHOCO","QUIBDO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"ND","44","44650","ND","ACTIVO","ND","2012-11-01","Mujer","ND","LA GUAJIRA","SAN JUAN DEL CESAR","Colombia","ND","EDUCACIÓN SECUNDARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"ND","81","81065","ND","NO ACTIVO","ND","2012-11-01","Hombre","ND","ARAUCA","ARAUQUITA","Colombia","ND","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"SI","19","19532","NO","ACTIVO","ND","2012-12-01","Hombre","ND","CAUCA","PATIA","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","25","25785","NO","ACTIVO","ND","2013-01-01","Hombre","ND","CUNDINAMARCA","TABIO","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2016-01-01","30-49","NO","1"
"SI","47","47268","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-11-01","Mujer","ND","MAGDALENA","EL RETEN","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","47","47268","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-11-01","Mujer","ND","MAGDALENA","EL RETEN","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","76","76111","NO","ACTIVO","ND","2012-10-01","Hombre","SECUNDARIA","VALLE","GUADALAJARA DE BUGA","ND","ND","EDUCACIÓN SECUNDARIA","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","11"
"NO","05","05125","NO","ACTIVO","ND","2013-09-01","Hombre","TRANSICION","ANTIOQUIA","CAICEDO","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","63","63401","NO","ACTIVO","ND","2012-10-01","Mujer","ND","QUINDIO","LA TEBAIDA","ND","MONETARIO","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","2018-01-01",">65","SI","1"
,"52","52019","NO","ACTIVO","ND","2017-05-01","Mujer","ND","NARIÑO","ALBAN","Colombia","MONETARIO","NUTRICIÓN","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","63","63401","NO","ACTIVO","ND","2012-10-01","Mujer","ND","QUINDIO","LA TEBAIDA","ND","MONETARIO","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"ND","99","99524","ND","NO ACTIVO","ND","2013-01-01","Mujer","ND","VICHADA","LA PRIMAVERA","Colombia","ND","NUTRICIÓN MENOR","TI","ND","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","05","05854","NO","ACTIVO","ND","2012-11-01","Mujer","ND","ANTIOQUIA","VALDIVIA","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","95"
"NO","20","20001","NO","ACTIVO","ND","2012-10-01","Mujer","ND","CESAR","VALLEDUPAR","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"ND","19","19517","ND","ACTIVO","ND","2013-02-01","Hombre","ND","CAUCA","PAEZ","Colombia","MONETARIO","ND","CC","INDIGENAS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"ND","23","23466","ND","NO ACTIVO","ND","2012-10-01","Mujer","ND","CORDOBA","MONTELIBANO","Colombia","ND","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","41","41660","SI","ACTIVO","ND","2012-11-01","Mujer","ND","HUILA","SALADOBLANCO","ND","ND","ND","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","47","47001","NO","ACTIVO","ND","2012-11-01","Mujer","SECUNDARIA","MAGDALENA","SANTA MARTA","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","138"
"NO","52","52678","NO","ACTIVO","ND","2012-11-01","Mujer","ND","NARIÑO","SAMANIEGO","ND","MONETARIO","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","20","20013","NO","ACTIVO","ND","2012-11-01","Mujer","ND","CESAR","AGUSTIN CODAZZI","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","437"
"SI","25","25148","NO","ACTIVO","ND","2013-07-01","Mujer","ND","CUNDINAMARCA","CAPARRAPI","ND","MONETARIO","ND","CC","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"ND","44","44078","ND","ACTIVO","ND","2013-01-01","Hombre","ND","LA GUAJIRA","BARRANCAS","Colombia","ND","ND","CC","INDIGENAS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
,"47","47001","NO","ACTIVO","ND","2017-07-01","Mujer","ND","MAGDALENA","SANTA MARTA","Colombia","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"NO","88","88001","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-11-01","Mujer","SECUNDARIA","SAN ANDRES","SAN ANDRES","COLOMBIA","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"ND","13","13442","ND","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-12-01","Mujer","ND","BOLIVAR","MARIA LA BAJA","Colombia","MONETARIO","NUTRICIÓN","CC","SISBEN","> 6.000.001","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","85","85263","NO","ACTIVO","ND","2013-01-01","Mujer","ND","CASANARE","PORE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2015-01-01","30-49","NO","1"
"NO","68","68276","NO","ACTIVO","ND","2015-02-01","Hombre","TRANSICION","SANTANDER","FLORIDABLANCA","ND","ND","TRANSICIÓN","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","52","52079","NO","ACTIVO","ND","2016-04-01","Hombre","TRANSICION","NARIÑO","BARBACOAS","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","23","23464","NO","NO ACTIVO","ND","2013-10-01","Hombre","ND","CORDOBA","MOMIL","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2015-01-01","18-29","NO","1"
"NO","05","05736","NO","ACTIVO","ND","2012-10-01","Mujer","ND","ANTIOQUIA","SEGOVIA","ND","MONETARIO","ND","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000","2017-01-01","50-65","SI","1"
"ND","44","44560","ND","ACTIVO","ND","2012-11-01","Mujer","ND","LA GUAJIRA","MANAURE","Colombia","ND","EDUCACIÓN PRIMARIA","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","15","15135","NO","NO ACTIVO","ND","2013-01-01","Mujer","ND","BOYACA","CAMPOHERMOSO","Colombia","MONETARIO","NUTRICIÓN","CC","ND","1.500.001 - 3.000.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"SI","15","15135","NO","NO ACTIVO","ND","2013-01-01","Mujer","ND","BOYACA","CAMPOHERMOSO","Colombia","MONETARIO","NUTRICIÓN","CC","ND","1.500.001 - 3.000.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"ND","47","47001","NO","ACTIVO","ND","2016-10-01","Mujer","ND","MAGDALENA","SANTA MARTA","Colombia","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","23","23670","NO","NO ACTIVO","INDIGENA","2013-02-01","Mujer","ND","CORDOBA","SAN ANDRES SOTAVENTO","ND","MONETARIO","ND","CC","INDIGENAS","0 - 1.500.000","0 - 1.300.000","2014-01-01","50-65","SI","1"
"NO","19","19585","NO","ACTIVO","ND","2012-12-01","Mujer","ND","CAUCA","PURACE","ND","MONETARIO","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","2015-01-01","18-29","SI","1"
"NO","05","05541","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-10-01","Hombre","ND","ANTIOQUIA","PEÑOL","ND","ND","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","30-49","NO","1"
"NO","50","50313","NO","ACTIVO","ND","2014-11-01","Mujer","ND","META","GRANADA","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","52","52022","NO","ACTIVO","INDIGENA","2013-01-01","Hombre","ND","NARIÑO","ALDANA","ND","MONETARIO","ND","CC","INDIGENAS","1.500.001 - 3.000.000","0 - 1.300.000","2015-01-01","30-49","NO","1"
"NO","52","52022","NO","ACTIVO","INDIGENA","2013-01-01","Hombre","ND","NARIÑO","ALDANA","ND","MONETARIO","ND","CC","INDIGENAS","1.500.001 - 3.000.000","0 - 1.300.000","2015-01-01","30-49","NO","1"
"NO","52","52022","NO","ACTIVO","INDIGENA","2013-01-01","Hombre","ND","NARIÑO","ALDANA","ND","MONETARIO","ND","CC","INDIGENAS","1.500.001 - 3.000.000","0 - 1.300.000","2015-01-01","30-49","NO","1"
"NO","08","08372","NO","NO ACTIVO","ND","2012-11-01","Hombre","ND","ATLANTICO","JUAN DE ACOSTA","ND","ND","NUTRICIÓN MENOR","RC","ND","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","18"
"NO","54","54344","NO","NO ACTIVO","ND","2012-12-01","Mujer","SECUNDARIA","NORTE DE SANTANDER","HACARI","ND","ND","ND","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","2"
"ND","23","23466","ND","ACTIVO","ND","2012-11-01","Mujer","ND","CORDOBA","MONTELIBANO","Colombia","MONETARIO","NUTRICIÓN","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2014-01-01","30-49","SI","1"
"NO","68","68770","NO","ACTIVO","ND","2015-02-01","Mujer","PRIMARIA","SANTANDER","SUAITA","ND","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","05","05284","NO","NO ACTIVO","AFROCOLOMBIANO – NEGRO","2012-10-01","Mujer","ND","ANTIOQUIA","FRONTINO","ND","ND","ND","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","2"
"NO","08","08758","NO","ACTIVO","ND","2018-07-01","Mujer","ND","ATLANTICO","SOLEDAD","ND","MONETARIO","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"ND","08","08606","ND","ACTIVO","ND","2012-11-01","Mujer","ND","ATLANTICO","REPELON","Colombia","ND","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","3"
"ND","68","68001","ND","ACTIVO","ND","2012-11-01","Hombre","ND","SANTANDER","BUCARAMANGA","Colombia","ND","EDUCACIÓN PRIMARIA","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","3"
"NO","13","13001","NO","ACTIVO","ND","2012-10-01","Mujer","ND","BOLIVAR","CARTAGENA","ND","MONETARIO","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","2018-01-01",">65","NO","1"
"SI","19","19142","NO","ACTIVO","INDIGENA","2013-02-01","Mujer","ND","CAUCA","CALOTO","ND","MONETARIO","ND","CC","INDIGENAS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"ND","70","70508","ND","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","OVEJAS","Colombia","MONETARIO","ND","CC","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","50","50568","NO","ACTIVO","ND","2018-03-01","Hombre","ND","META","PUERTO GAITAN","ND","ND","ND","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","23","23068","NO","ACTIVO","ND","2013-01-01","Mujer","ND","CORDOBA","AYAPEL","ND","MONETARIO","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"SI","23","23068","NO","ACTIVO","ND","2013-01-01","Mujer","ND","CORDOBA","AYAPEL","ND","MONETARIO","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"SI","23","23068","NO","ACTIVO","ND","2013-01-01","Mujer","ND","CORDOBA","AYAPEL","ND","MONETARIO","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"SI","23","23068","NO","ACTIVO","ND","2013-01-01","Mujer","ND","CORDOBA","AYAPEL","ND","MONETARIO","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"SI","23","23068","NO","ACTIVO","ND","2013-01-01","Mujer","ND","CORDOBA","AYAPEL","ND","MONETARIO","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"SI","23","23068","NO","ACTIVO","ND","2013-01-01","Mujer","ND","CORDOBA","AYAPEL","ND","MONETARIO","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"SI","23","23068","NO","ACTIVO","ND","2013-01-01","Mujer","ND","CORDOBA","AYAPEL","ND","MONETARIO","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"NO","05","05101","NO","ACTIVO","ND","2012-10-01","Mujer","TRANSICION","ANTIOQUIA","CIUDAD BOLIVAR","ND","ND","TRANSICIÓN","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","11"
"NO","70","70713","NO","ACTIVO","ND","2015-09-01","Mujer","PRIMARIA","SUCRE","SAN ONOFRE","ND","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","4"
