"tipo_de_misi_n","continente","pa_s","estado_misi_n","decreto_de_apertura","observaciones"
"CONSULADO AD HONOREM","EUROPA","ALEMANIA","CERRADA","DECRETO #394 DE 1889 NOMBRAMIENTO DE UN CÓNSUL EN KARLSRUHE","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","FRANCIA","CERRADA","DECRETO #463 DE 1893 NOMBRAMIENTO DE UN CÓNSUL EN LA ROCHELLE","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","BRASIL","CERRADA","DECRETO #1899 DE 1933 NOMBRAMIENO DE UN CÓNSUL EN BENJAMIN CONSTANT","(NO REGISTRA)"
"EMBAJADA","EUROPA","SAN MARINO","CERRADA","DECRETO #2677 DEL 2003 NOMBRAMIENTO DE UN EMBAJADOR ANTE SAN MARINO","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","ESTADOS UNIDOS","CERRADA","DECRETO #2302 DE 1979 NOMBRAMIENTO DE UN CÓNSUL EN CORAL GLABES","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ALEMANIA","CERRADA","DECRETO #958 DE 1888 NOMBRAMIENTO DE UN CÓNSUL EN ELBERFELD","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","BRASIL","CERRADA","DECRETO #1287 DE 1939 NOMBRAMIENTO DE UN CÓNSUL EN PORTO ALEGRE","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ITALIA","CERRADA","DECRETO #2122 DE 1979 CREACIÓN DE UN CONSULADO EN CARRARA","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","BAHAMAS","ABIERTA","DECRETO #76 DE 2018 CREACIÓN DE UN CONSULADO EN NASSAU","(NO REGISTRA)"
"CONSULADO AD HONOREM","ASIA","JAPON","ABIERTA","DECRETO #1525 DE 2011 CREACIÓN DE UN CONSULADO EN NAGOYA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","JAPON","ABIERTA","DECRETO #893 DE 1919 NOMBRAMIENO DE UN CÓNSUL EN KOBE","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","ECUADOR","CERRADA","DECRETO #2079 DE 1993 CREACIÓN DE UN CONSULADO EN TUNGURAHUA","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","ESTADOS UNIDOS","CERRADA","DECRETO #617 DE 1913 NOMBRAMIENTO DE UN CÓNSUL EN JACKSONVILLE","(NO REGISTRA)"
"CONSULADO","ASIA","CHINA","ABIERTA","DECRETO DE 1 DE MAYO DE 1855 NOMBRASE AL SEÑOR DOMINGO SAMUDIO CÓNSUL DE LA NUEVA GRANADA EN EL PUERTO Y DISTRITO DE CANTON (CHINA)","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","CHILE","CERRADA","DECRETO #1049 DE 1913 NOMBRAMIENTO DE UN CÓNSUL EN CHILE","(NO REGISTRA)"
"CONSULADO AD HONOREM","AFRICA","LIBERIA","ABIERTA","DECRETO #1794 DE 2016 CREACIÓN DE UN CONSULADO EN MONROVIA","(NO REGISTRA)"
"EMBAJADA","AMÉRICA","VENEZUELA","ABIERTA","TRATADO NUM. 16 - JULIO 23 DE 1842, NOMBRAMIENTO DE LINO DE POMBO, ENVIADO EXTRAORDINARIO Y MINISTRO PLENIPOTENCIARIO EN VENEZUELA 1842. &#58; RECOPILACIÓN DE LEYES DE LA NUEVA GRANADA. FORMADA I PUBLICADA EN CUMPLIMIENTO DE LA LEI DE 4 DE MAYO DE 1843 I POR COMISION DEL PODER EJECUTIVO POR LINO DE POMBO ... CONTIENE TODA LA LEJISLACIÓN NACIONAL VIJENTE HASTA EL AÑO DE 1844 INCLUSIVE. (BOGOTÁ, IMPR. DE Z. SALAZAR, POR V. MARTINEZ, 1845), PP. 449.","(NO REGISTRA)"
"CONSULADO","EUROPA","ESPAÑA","ABIERTA","DECRETO #824 DE 1891 SOBRE NOMBRAMIENTO DE VARIOS EMPLEADOS CONSULARES","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","BRASIL","CERRADA","DECRETO #2195 DE 1995 CREACIÓN DE UN CONSULADO EN JOINVILLE","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","GRAN BRETAÑA","CERRADA","DECRETO DE 1865 NOMBRAMIENO DE UN CÓNSUL EN BAYONA","(NO REGISTRA)"
"EMBAJADA","EUROPA","ITALIA","ABIERTA","DECRETO 31 DE JULIO DE 1861, TOMAS CIPRIANO DE MOSQUERA MINISTRO PLENIPOTENCIARIO ANTE LOS GOBIERNOS DE FRANCIA, PAISES BAJOS E ITALIA.","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","BRASIL","ABIERTA","DECRETO #1052 DE 1911 NOMBRAMIENTO DE UN CÓNSUL EN FORTALEZA","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","REPUBLICA DOMINICANA","CERRADA","DECRETO 1856 NOMBRAMIENTO DE UN CÓNSUL EN SANTO DOMINGO","(NO REGISTRA)"
"CONSULADO","AMÉRICA","PANAMA","ABIERTA","DECRETO #2348 DE 2015 POR MEDIO DEL CUAL SE MODIFICAN PARCIALMENTE LAS DISPOSICIONES GENERAL DE LAS CONCURRENCIAS DE LAS MISIONES DIPLOMÁTICAS Y LAS CIRCUNSCRIPCIONES DE COLOMBIA ACREDITADAS EN EL EXTERIOR, DE QUE TRATAN LOS CAPÍTULOS 1 Y 2 DEL TÍTULO 1 DE LA PARTE 2 DEL LIBRO 2 DEL DECRETO 1067 DE 2015.","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","DINAMARCA","CERRADA","DECRETO 1849 NOMBRAMIENO DE UN CÓNSUL EN COPENAGUE","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","SALVADOR","CERRADA","DECRETO #213 DE 1876 NOMBRAMIENTO DE UN CÓNSUL EN SAN SALVADOR","(NO REGISTRA)"
"CONSULADO","AMÉRICA","ESTADOS UNIDOS","CERRADA","DECRETO #2009 DE 1918 NOMBRAMIENTO DE UN CÓNSUL EN ROCHESTER","(NO REGISTRA)"
"CONSULADO","EUROPA","FRANCIA","CERRADA","DECRETO DE 1850 NOMBRAMIENO DE UN CÓNSUL EN EL HARVE","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","ESTADOS UNIDOS","CERRADA","DECRETO DE 1858 NOMBRAMIENTO DE UN CÓNSUL EN MANCHESTER (ESTADOS UNIDOS)","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","ECUADOR","CERRADA","DECRETO #695 DE 1987 CREACIÓN DE UN CONSULADO EN MANTA","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","ESTADOS UNIDOS","CERRADA","DECRETO #791 DE 1974 CREACIÓN DE UN CONSULADO EN VENECIA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ITALIA","ABIERTA","DECRETO DE 1866 NOMBRAMIENTO DE UN CÓNSUL EN FLORENCIA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","UCRANIA","CERRADA","DECRETO #1402 DE 2001 CREACIÓN DE UN CONSULADO EN KIEV","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","ESTADOS UNIDOS","CERRADA","DECRETO #877 DE 1914 NOMBRAMIENTO DE UN CÓNSUL EN SAINT THOMAS","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","ESTADOS UNIDOS","CERRADA","DECRETO #1179 DE 1932 NOMBRAMIENTTO DE UN CÓNSUL EN PASADENA","(NO REGISTRA)"
"EMBAJADA","ÁFRICA","GHANA","ABIERTA","DECRETO #1538 DE 2013 POR MEDIO DEL CUAL SE ESTABLECEN LAS CONCURRENCIAS DE LAS MISIONES DIPLOMÁTICAS DE COLOMBIA ACREDITADAS EN EL EXTERIOR.","(NO REGISTRA)"
"EMBAJADA","AMÉRICA","BRASIL","ABIERTA","GACETA DE COLOMBIA, BOGOTA 20 DOMINGO 19 DE MARZO, NOMBRAMIENTOS DEL PODER EJECUTIVO, CORONEL LEANDRO PALACIO DEL DEPARTAMENTO DE VENEZUELA ENVIADO EXTRAORDINARIO Y MINISTRO PLENIPOTENCIARIO DE LA REPUBLICA EN LA CORTE DE RIO DE JANEIRO DEL IMPERIO DEL BRASIL.","(NO REGISTRA)"
"EMBAJADA","AMÉRICA","PANAMA","ABIERTA","DECRETO #834 DE 1924 POR EL CUAL SE HACE UN NOMBRAMIENTO EN EL SERVICIO DIPLOMÁTICO","(NO REGISTRA)"
"CONSULADO AD HONOREM","ASIA","PAKISTAN","ABIERTA","DECRETO #658 DE 1996 CREACIÓN DE UN CONSULADO EN ISLAMABAD","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ALEMANIA","CERRADA","DECRETO #2245 DE 1931 NOMBRAMIENTO DE UN CÓNSUL EN  HIDESHEIM","(NO REGISTRA)"
"CONSULADO","AMÉRICA","TRINIDAD Y TOBAGO","CERRADA","DECRETO #353 DE 1922 NOMBRAMIENTO DE UN CÓNSUL EN TRINIDAD Y TOBAGO","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ALEMANIA","CERRADA","DECRETO #741 DE 1959  CREACIÓN DE UN CONSULADO EN DUSSELDORF","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","GUYANA","ABIERTA","*SE DESCONOCE EL ACTO ADMINISTRATIVO DE APERTURA DE LA MISIÓN DIPLOMÁTICA","(NO REGISTRA)"
"EMBAJADA","ASIA","INDIA","ABIERTA","DECRETO #1446 DE 1959 POR EL CUAL SE ESTABLECE UNA MISION PERMANENTE EN INDIA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ALEMANIA","CERRADA","DECRETO #775 DE 1913 NOMBRAMIENTO DE UN CÓNSUL EN BRESLAU","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","GRAN BRETAÑA","CERRADA","DECRETO DE 1861 NOMBRAMIENO DE UN CÓNSUL EN MANCHESTER (GRAN BRETAÑA)","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ALEMANIA","ABIERTA","DECRETO #2937 DE 1992 NOMBRAMIENO DE UN CÓNSUL EN  HAMBURGO","(NO REGISTRA)"
"CONSULADO","AMÉRICA","ESTADOS UNIDOS","CERRADA","DECRETO DE 1853 NOMBRAMIENTO DE UN CÓNSUL EN BALTIMORE","(NO REGISTRA)"
"EMBAJADA","ASIA","CHINA","ABIERTA","DECRETO #329 POR EL CUAL SE ADICIONA EL DECRETO 276 DEL 12 DE FEBRERO DE 1963 Y SE NOMBRA UN EMBAJADOR EXTRAORDINARIO Y PLENIPOTENCIARIO ANTE LA REPUBLICA DE CHINA","(NO REGISTRA)"
"EMBAJADA","EUROPA","CHECOSLOVAQUIA","CERRADA","DECRETO #848 DE 1934 POR EL CUAL SE CREA UNA MISIÓN DIPLOMÁTICA EN CHECOSLOVAQUIA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESPAÑA","CERRADA","DECRETO #657 DE 1890 NOMBRAMIENTO DE UN CÓNSUL EN  JEREZ DE LA FRONTERA","(NO REGISTRA)"
"EMBAJADA","AMÉRICA","SANTA LUCIA","CERRADA","DECRETO #1358 DEL 1992 NOMBRAMIENTO DE UN EMBAJADOR ANTE SAN MARINO","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ALEMANIA","CERRADA","DECRETO #2431 DE 1982 CREACIÓN DE UN CONSULADO EN SAARBRUKEN","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESPAÑA","CERRADA","DECRETO #1052 DE 2000 CREACIÓN DE UN CONSULADO EN MERIDA (ESPAÑA)","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","GEORGIA","ABIERTA","*SE DESCONOCE EL ACTO ADMINISTRATIVO DE APERTURA DE LA MISIÓN DIPLOMÁTICA","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","VENEZUELA","CERRADA","DECRETO 1856 NOMBRAMIENTO DE UN CÓNSUL EN SAN FERNANDO DE APURE","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","VENEZUELA","CERRADA","DECRETO #407 DE 1926 NOMBRAMIENTO DE UN CÓNSUL EN POTOSI","(NO REGISTRA)"
"EMBAJADA","ÁFRICA","TANZANIA","CERRADA","DECRETO #85 DEL 1998 NOMBRAMIENTO DE UN EMBAJADOR ANTE TANZANIA","(NO REGISTRA)"
"EMBAJADA","ÁFRICA","TANZANIA","CERRADA","DECRETO #85 DEL 1998 NOMBRAMIENTO DE UN EMBAJADOR ANTE TANZANIA","(NO REGISTRA)"
"CONSULADO","AMÉRICA","ECUADOR","ABIERTA","DECRETO #818 DE 1989 POR EL CUAL SE CREA UN CONSULADO Y UN CARGO EN EL SERVICIO EXTERIOR DE LA REPÚBLICA","(NO REGISTRA)"
"CONSULADO","EUROPA","ITALIA","ABIERTA","DECRETO #646 DE 1880 POR EL CUAL SE NOMBRAN VARIOS CÓNSULES","(NO REGISTRA)"
"CONSULADO","ASIA","SINGAPUR","CERRADA","DECRETO EN #327 DE 1919 NOMBRAMIENTO DE UN CÓNSUL EN SINGAPUR","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","SUIZA","CERRADA","DECRETO #2245 DE 1936 SUPRESIÓN DE CARGOS EN EL CONSULADO DE WINTERTHUR","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","SUIZA","CERRADA","DECRETO #12 DE 1917 NOMBRAMIENTO DE UN CÓNSUL EN NEUCHATEL","(NO REGISTRA)"
"EMBAJADA","ASIA","KUWAIT","CERRADA","DECRETO #2932 DEL 1985 NOMBRAMIENTO DE UN EMBAJADOR ANTE KUWAIT","(NO REGISTRA)"
"CONSULADO","AMÉRICA","HONDURAS","CERRADA","*SE DESCONOCE EL ACTO ADMINISTRATIVO DE APERTURA DE LA MISIÓN DIPLOMÁTICA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","FRANCIA","CERRADA","DECRETO DE 1862 NOMBRAMIENTO DE UN CÓNSUL EN BOULOGNE SUR MER","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","PERU","CERRADA","DECRETO #1481 DE 1917 CREACIÓN DE UN CONSULADO EN MOLLENDO","(NO REGISTRA)"
"EMBAJADA","OCEANÍA","AUSTRALIA","ABIERTA","CREACION EMBAJADA DECRETO #742 DE 1989 POR MEDIO DEL CUAL SE CREA UNA EMBAJADA Y UNOS CARGOS EN EL SERVICIO EXTERIOR DE LA REPUBLICA.","(NO REGISTRA)"
"CONSULADO","EUROPA","ALEMANIA","ABIERTA","DECRETO DEL 18 DE JUNIO DE 1872 POR EL CUAL SE NOMBRA CÓNSUL GENERAL EN BERLIN","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","FRANCIA","CERRADA","DECRETO #653 DE 1910 NOMBRAMIENTO DE UN CÓNSUL EN COGNAC","(NO REGISTRA)"
"EMBAJADA","ASIA","AZERBAIYAN","ABIERTA","DECRETO #2348 DE 2015 POR MEDIO DEL CUAL SE MODIFICAN PARCIALMENTE LAS DISPOSICIONES GENERALES DE LAS CONCURRENCIAS DE LAS MISIONES DIPLOMATICAS Y LAS CIRCUNSCRIPCIONES DE COLOMBIA ACREDITADAS EN EL EXTERIOR, DE QUE TRATAN LOS CAPITULOS 1 Y 2 DEL TITULO 1 DE LA PARTE 2 DEL LIBRO 2 DEL DECRETO 1067 DE 2015.","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","ESTADOS UNIDOS","CERRADA","DECRETO #330 DE 1918 NOMBRAMIENTO DE UN CÓNSUL EN GULFPORT","(NO REGISTRA)"
"EMBAJADA","ÁFRICA","COSTA DE MARFIL","CERRADA","DECRETO #346 DE 1974 POR EL CUAL SE CREA UNA MISIÓN DIPLOMÁTICA EN COSTA DE MARFIL","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ITALIA","CERRADA","DECRETO #548 DE 1926 NOMBRAMIENTO DE UN CÓNSUL EN PARMA","(NO REGISTRA)"
"EMBAJADA","AMÉRICA","COSTA RICA","ABIERTA","ENVIADOS EXTRAORDINARIOS, CENTRO AMÉRICA. SANTANDER Y EL CONGRESO DE 1823 ACTAS Y CORRESPONDENCIA SENADO, BIBLIOTECA DE LA PRESIDENCIA DE LA REPÚBLICA, ADMINISTRACIÓN VIRGILIO BARCO COLOMBIA, BOGOTÁ, 1989. PP.37-42.","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","SUECIA","CERRADA","DECRETO #1835 DE 1995 NOMBRAMIENTO DE UN CÓNSUL EN  GOTEMBURGO","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ITALIA","CERRADA","DECRETO #935 DE 1915 CREACIÓN DE UN CONSULADO EN BOLONIA","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","ESTADOS UNIDOS","CERRADA","DECRETO #534 DE 1885 NOMBRAMIENTO DE UN CÓNSUL EN CHARLESTON","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESTADOS UNIDOS","CERRADA","DECRETO #1447 DE 1926 NOMBRAMIENTO DE UN CÓNSUL EN NASWILL","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESPAÑA","CERRADA","DECRETO #818 DE 1925 NOMBRAMIENTO DE UN CÓNSUL EN ALMERIA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","GRAN BRETAÑA","CERRADA","DECRETO #803 DE 1929 SE DECLARA AD HOREM VARIOS CONSULADOS EN GRAN BRETAÑA","(NO REGISTRA)"
"CONSULADO","AMÉRICA","ESPAÑA","ABIERTA","DECRETO #372 DE 1886 SOBRE EL NOMBRAMIENTO DE UN VICE-CÓNSUL EN MADRID","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","IRLANDA","CERRADA","DECRETO DE 1853 NOMBRAMIENO DE UN CÓNSUL EN DUBLÍN","(NO REGISTRA)"
"EMBAJADA","ASIA","SIRIA","CERRADA","DECRETO #7 DEL 1992 NOMBRAMIENTO DE UN EMBAJADOR ANTE SIRIA","(NO REGISTRA)"
"EMBAJADA","EUROPA","GRAN BRETAÑA","ABIERTA","ENVIADOS EXTRAORDINARIOS, GRAN BRETAÑA. SANTANDER Y EL CONGRESO DE 1823 ACTAS Y CORRESPONDENCIA SENADO, BIBLIOTECA DE LA PRESIDENCIA DE LA REPÚBLICA, ADMINISTRACIÓN VIRGILIO BARCO COLOMBIA, BOGOTÁ, 1989. PP.37-42.","(NO REGISTRA)"
"CONSULADO","OCEANÍA","AUSTRALIA","ABIERTA","DECRETO #535 DE 1880 POR EL CUAL SE HACEN UNOS NOMBRAMIENTOS","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESPAÑA","CERRADA","DECRETO #580 DE 1895 NOMBRAMIENO DE UN CÓNSUL EN ALICANTE","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","CHILE","CERRADA","DECRETO #876 DE 1913 NOMBRAMIENTO DE UN CÓNSUL EN TALAL","(NO REGISTRA)"
"EMBAJADA","EUROPA","BOSNIA Y HERZEGOVINA","CERRADA","DECRETO #412 DEL 1997 NOMBRAMIENTO DE UN EMBAJADOR ANTE BOSNIA Y HERZEGOVINA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ALEMANIA","CERRADA","DECRETO #781 DE 1908 NOMBRAMIENTO DE UN CÓNSUL EN OSAABRACK","(NO REGISTRA)"
"EMBAJADA","ASIA","FIDJI","CERRADA","DECRETO #1771 DEL 1989 NOMBRAMIENTO DE UN EMBAJADOR ANTE FIDJI","(NO REGISTRA)"
"CONSULADO","AMÉRICA","VENEZUELA","ABIERTA","DECRETO #161 DE 1974 POR EL CUAL SE DICTAN UNAS DISPOSICIONES EN EL SERVICIO CONSULAR.","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","HONDURAS","CERRADA","DECRETO #1392 DE 1936 NOMBRAMIENTO DE UN CÓNSUL  EN PUERTO CORTES","(NO REGISTRA)"
"CONSULADO","AMÉRICA","VENEZUELA","ABIERTA","DECRETO #2942 DE 1953 POR EL CUAL SE DICTAN VARIAS DISPOSICIONES EN EL SERVICIO CONSULAR.","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","FRANCIA","CERRADA","DECRETO #1213 DE 1923 NOMBRAMIENTO DE UN CÓNSUL EN SAINT NAZAIRE","(NO REGISTRA)"
"EMBAJADA","ÁFRICA","UGANDA","CERRADA","DECRETO #2862 DE 2003 NOMBRAMIENTO DE UN EMBAJADOR ANTE UGANDA","(NO REGISTRA)"
"EMBAJADA","ASIA","ISRAEL","ABIERTA","DECRETO #899 DE 1963 POR EL CUAL SE NOMBRAN JEFES DE MISIONES DIPLOMÁTICAS ANTE LOS GOBIERNOS DE NICARAGUA E ISRAEL","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","FRANCIA","CERRADA","DECRETO #346 DE 1934 NOMBRAMIENO DE UN CÓNSUL EN ESTRASBURGO","(NO REGISTRA)"
"EMBAJADA","ÁFRICA","MAURITANIA","CERRADA","DECRETO #1339 DEL 1992 NOMBRAMIENTO DE UN EMBAJADOR ANTE MAURITANIA","(NO REGISTRA)"
"EMBAJADA","AMÉRICA","ANTIGUA Y BARBUDA","CERRADA","DECRETO #102 DE 1998 DE NOMBRAMIENTO DE UN EMBAJADOR NO RESIDENTE ANTE LA REPÚBLICA DE ANTIGUA Y BARBUDA","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","CUBA","CERRADA","DECERTO #1165 DE 1945 CREACIÓN DE UN CONSULADO EN CAMAGÜEY","(NO REGISTRA)"
"CONSULADO","AMÉRICA","ESTADOS UNIDOS","CERRADA","*SE DESCONOCE EL ACTO ADMINISTRATIVO DE APERTURA DE LA MISIÓN DIPLOMÁTICA","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","ESTADOS UNIDOS","CERRADA","DECRETO #1477 DE 1976 NOMBRAMIENTO DE UN CÓNSUL EN SPOKANE","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","GRAN BRETAÑA","CERRADA","DECRETO #1052 DE 1911 NOMBRAMIENTO DE UN CÓNSUL EN NEWCASTLE (GRAN BRETAÑA)","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","SAN MARINO","ABIERTA","DECRETO #2485 DE 2018 CREACIÓN DE UN CONSULADO EN SAN MARINO","(NO REGISTRA)"
"CONSULADO AD HONOREM","ASIA","INDONESIA","CERRADA","DECRETO #321 DE 2003 CREACIÓN DE UN CONSULADO EN YAKARTA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESPAÑA","CERRADA","DECRETO #425 DE 1924 NOMBRAMIENTO DE UN CÓNSUL REUS","(NO REGISTRA)"
"EMBAJADA","AMÉRICA","HONDURAS","ABIERTA","DECRETO #1648 DE 1918 POR EL CUAL SE HACE UN NOMBRAMIENTO DIPLOMÁTICO DE COSTA RICA, HONDURAS Y NICARAGUA","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","ESTADOS UNIDOS","CERRADA","DECRETO #1222 DE 1925 NOMBRAMIENTO DE UN CÓNSUL EN BRIDGE - PORT","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","ESTADOS UNIDOS","CERRADA","DECRETO #2108 DE 1919 NOMBRAMIENO DE UN CÓNSUL EN BERKELEY","(NO REGISTRA)"
"EMBAJADA","ASIA","TIMOR ORIENTAL","CERRADA","DECRETO #1734 DEL 2003 NOMBRAMIENTO DE UN EMBAJADOR ANTE TIMOR ORIENTAL","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","ESTADOS UNIDOS","CERRADA","DECRETO #1474 DE 1924 NOMBRAMIENTO DE UN CÓNSUL EN  INDIANAPOLIS","(NO REGISTRA)"
"EMBAJADA","EUROPA","SERBIA Y MONTENEGRO","CERRADA","DECRETO #3507 DEL 1992 NOMBRAMIENTO DE UN EMBAJADOR ANTE SAN MARINO","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","ESTADOS UNIDOS","CERRADA","DECRETO #882 DE 1973 CREACIÓN DE UN CONSULADO EN SAN DIEGO","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","GRAN BRETAÑA","CERRADA","DECRETO #394 DE 1889 NOMBRAMIENTO DE UN CÓNSUL EN JERSEY","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","SALVADOR","CERRADA","DECRETO #656 DE 1890 NOMBRAMIENTO DE UN CÓNSUL EN SANTA ANA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","FRANCIA","CERRADA","DECRETO #903 DE 1926 NOMBRAMIENO DE UN CÓNSUL EN BIARRITZ","(NO REGISTRA)"
"CONSULADO","AMÉRICA","ESTADOS UNIDOS","ABIERTA","DECRETO #2492 DE 1977 POR EL CUAL SE DICTAN UNAS DISPOSICIONES EN EL SERIVICIO EXTERIOR.","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","BRASIL","CERRADA","DECRETO #2437 DE 1939 NOMBRAMIENTO DE UN CÓNSUL EN SALVADOR DE BAHÍA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","FRANCIA","CERRADA","DECRETO #142 DE 1909 NOMBRAMIENO DE UN CÓNSUL EN MONTPELLIER","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","MEXICO","CERRADA","DECRETO #1953 DE 1918 NOMBRAMIENTO DE UN CÓNSUL EN TAMPICO","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESPAÑA","CERRADA","DECRETO #134 DE 1882 CREACIÓN DE UN CONSULADO EN LA CORUÑA","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","CHILE","CERRADA","*SE DESCONOCE EL ACTO ADMINISTRATIVO DE APERTURA DE LA MISIÓN DIPLOMÁTICA","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","MÉXICO","CERRADA","DECRETO DE 1857 NOMBRAMIENTO DE UN CÓNSUL EN ACAPULCO","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","HUNGRÍA","CERRADA","DECRETO #628 DE 1908 NOMBRAMIENTO DE UN CÓNSUL EN BUDAPEST","(NO REGISTRA)"
"EMBAJADA","EUROPA","SUECIA","ABIERTA","ENVIADOS EXTRAORDINARIOS, SUECIA. SANTANDER Y EL CONGRESO DE 1823 ACTAS Y CORRESPONDENCIA SENADO, BIBLIOTECA DE LA PRESIDENCIA DE LA REPÚBLICA, ADMINISTRACIÓN VIRGILIO BARCO COLOMBIA, BOGOTÁ, 1989. PP.37-42.","(NO REGISTRA)"
"EMBAJADA","ÁFRICA","NIGERIA","CERRADA","DECRETO #783 DEL 1979 NOMBRAMIENTO DE UN EMBAJADOR ANTE NIGERIA","(NO REGISTRA)"
"CONSULADO","AMÉRICA","CHILE","ABIERTA","DECRETO #51 DE 1923 POR EL CUAL SE APRUEBA UN NOMBRAMIENTO EN EL SERVICIO CONSULAR","(NO REGISTRA)"
"EMBAJADA","EUROPA","SUIZA","ABIERTA","DECRETO #143 DE 1884, ESTABLECIMIENTO DE UNA LEGACIÓN DE 3A CLASE EN LA CONFEDERACIÓN SUIZA","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","ANTIGUA Y BARBUDA","CERRADA","*SE DESCONOCE EL ACTO ADMINISTRATIVO DE APERTURA DE LA MISIÓN DIPLOMÁTICA","(NO REGISTRA)"
