"codigo_pvd","id_dircon","region","dane_dpto","depto","dane_mun","municipio","tipo_pvd","proveedor_conectividad","fecha_instalacion_conectividad","tipo_beneficiario","direccion","nombre_pvd","nombre_de_contacto_1_ente_territorial","telefono_de_contacto_1","correo_de_contacto_1","nombre_de_contacto_2","telefono_de_contacto_2","correo_de_contacto_2","estado","ancho_de_banda","inaugurado","fecha_inauguracion","inaugurado_por","longitud","latitud","no_de_contrato_operador","anio_del_contrato_operador","contrato_contratista","vigencia_del_contrato","contrato_proveedor","vigencia_contrato_proveedor","contrato_ejecutor","vigencia_contrato_ejecutor","fase_h","fase_n","costo_fase_h","costo_fase_n","costo","fechacorte","indicador_aspa","vigencia"
"69135","69135","Regi�n Llano","50","META","50001","VILLAVICENCIO","TIPO C","UNI�N TEMPORAL CLARO","2015-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL VILLAVICENCIO PONAL",,,,,,,"CERRADO","4096",,"1900-01-01","NA","5,42078600","-71,73169400","6672015-18097",,"6672015-2162859",,"6672015-18097",,"0",,"FASE 1 ETAPA 2",,,,"324713082,91","2015-12-31","4144","2015-12-31"
"18264","18264","Regi�n Llano","85","CASANARE","85010","AGUAZUL","TIPO PLUS FASE2","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL  CAMILO TORRES RESTREPO",,,,,,,"CERRADO","6144",,"1900-01-01","GOBERNACI�N","5,17458100","-72,54775800","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"PLUS FASE 2",,,,"445808531,70","2015-12-31","4144","2015-12-31"
"70352","70352","Regi�n Centro Orient","11","BOGOTA","11001","BOGOTA, D.C.","TIPO D","UNI�N TEMPORAL CLARO","2017-12-31","OTRO",,"PUNTO VIVE DIGITAL ALCALDIA LOCAL KENNEDY - ANDALUCIA",,,,,,,"CERRADO","4096",,"1900-01-01","NA","4,65356780","-74,13913080","6672015-18097",,"6672015-2162858",,"6672015-18097",,"0",,"FASE 1 ETAPA 2",,,,"294044100,68","2017-12-31","4144","2017-12-31"
"69143","69143","Regi�n Centro Orient","54","NORTE DE SANTANDER","54261","EL ZULIA","TIPO C","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","OTRO",,"PUNTO VIVE DIGITAL EL ZULIA GOBERNACIN DE NORTE DE SANTANDER",,,,,,,"CERRADO","4096",,"1900-01-01","NA","7,93661810","-72,60485000","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"FASE 1 ETAPA 2",,,,"324713082,91","2015-12-31","4144","2015-12-31"
"69149","69149","Regi�n Caribe","13","BOLIVAR","13001","CARTAGENA","TIPO D","UNI�N TEMPORAL CLARO","2015-12-31","BIBLIOTECA Y/O CASA DE CULTURA",,"PUNTO VIVE DIGITAL CARTAGENA ALCALDA",,,,,,,"CERRADO","4096",,"1900-01-01","NA","10,26248000","-75,55508000","6672015-18097",,"6672015-2162855",,"6672015-18097",,"0",,"FASE 1 ETAPA 2",,,,"294044100,68","2015-12-31","4144","2015-12-31"
"68714","68714","Regi�n Centro Orient","68","SANTANDER","68081","BARRANCABERMEJA","TIPO A","UNI�N TEMPORAL CLARO","2013-12-31","OTRO",,"PUNTO VIVE DIGITAL BARRANCABERMEJA",,,,,,,"CERRADO","6144",,"1900-01-01","MINISTRO DIEGO MOLANO","7,06405000","-73,83934200","6672015-18097",,"6672015-2162859",,"6672015-18097",,"0",,"FASE 0",,,,"637234560,71","2013-12-31","4144","2013-12-31"
"13030","13030","Regi�n Pac�fico","19","CAUCA","19001","POPAYAN","TIPO PLUS FASE2","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL  SEDE INEM",,,,,,,"CERRADO","6144",,"1900-01-01","VICEMINISTRA MARIA CAROLINA HOYOS","2,44866400","-76,60988000","6672015-18102",,"6672015-2162856",,"6672015-18102",,"0",,"PLUS FASE 2",,,,"445195093,11","2015-12-31","4144","2015-12-31"
"69661","69661","Regi�n Centro Orient","15","BOYACA","15236","CHIVOR","TIPO D","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","OTRO",,"PUNTO VIVE DIGITAL CHIVOR ALCALDIA DE CHIVOR",,,,,,,"CERRADO","4096",,"1900-01-01","NA","4,88895700","-73,36991500","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"FASE 1 ETAPA 2",,,,"294044100,68","2015-12-31","4144","2015-12-31"
"17489","17489","Regi�n Pac�fico","76","VALLE DEL CAUCA","76001","CALI","TIPO PLUS FASE2","UNI�N TEMPORAL CLARO","2015-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL  INSTITUCION EDUCATIVA MANUEL MARIA MALLARINO",,,,,,,"CERRADO","6144",,"1900-01-01","NA","3,45771700","-76,48832700","6672015-18097",,"6672015-2162856",,"6672015-18097",,"0",,"PLUS FASE 2",,,,"445195093,11","2015-12-31","4144","2015-12-31"
"16386","16386","Regi�n Centro Orient","68","SANTANDER","68081","BARRANCABERMEJA","TIPO PLUS FASE2","UNI�N TEMPORAL CLARO","2015-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL  INSTITUTO TECNICO EN COMUNICACION BARRANCABERMEJA",,,,,,,"CERRADO","6144",,"1900-01-01","VICEMINISTRA MARIA CAROLINA HOYOS","7,05730500","-73,85380700","6672015-18097",,"6672015-2162859",,"6672015-18097",,"0",,"PLUS FASE 2",,,,"445808531,70","2015-12-31","4144","2015-12-31"
"13518","13518","Regi�n Caribe","23","CORDOBA","23001","MONTERIA","TIPO PLUS FASE2","UNI�N TEMPORAL CLARO","2016-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL  INSTITUCION EDUCATIVA CRISTOBAL COLON",,,,,,,"CERRADO","6144",,"1900-01-01","NA","8,73747400","-75,88819600","6672015-18097",,"6672015-2162855",,"6672015-18097",,"0",,"PLUS FASE 2",,,,"476358330,42","2016-12-31","4144","2016-12-31"
"69693","69693","Regi�n Centro Orient","54","NORTE DE SANTANDER","54174","CHITAGA","TIPO D","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","OTRO",,"PUNTO VIVE DIGITAL CHITAGA GOBERNACION DE N.SANTANDER",,,,,,,"CERRADO","4096",,"1900-01-01","NA","4,15560300","-73,65812700","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"FASE 1 ETAPA 2",,,,"294044100,68","2015-12-31","4144","2015-12-31"
"12651","12651","Regi�n Centro Orient","15","BOYACA","15790","TASCO","TIPO PLUS FASE2","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL  IE JORGE GUILLERMO MOJICA MARQUEZ - SEDE PRINCIPAL",,,,,,,"CERRADO","6144",,"1900-01-01","NA","5,90999100","-72,78213600","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"PLUS FASE 2",,,,"445808531,70","2015-12-31","4144","2015-12-31"
"70017","70017","Regi�n Centro Orient","68","SANTANDER","68081","BARRANCABERMEJA","TIPO PLUS FASE2","UNI�N TEMPORAL CLARO","2015-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL  CENT AUXILIAR DE SERVICIOS DOC",,,,,,,"CERRADO","6144",,"1900-01-01","VICEMINISTRA MARIA CAROLINA HOYOS","7,06415900","-73,84966000","6672015-18097",,"6672015-2162859",,"6672015-18097",,"0",,"PLUS FASE 2",,,,"445808531,70","2015-12-31","4144","2015-12-31"
"13867","13867","Regi�n Centro Orient","25","CUNDINAMARCA","25290","FUSAGASUGA","TIPO PLUS PILOTO","UNI�N TEMPORAL CONECTANDO COLOMBIA","2014-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL MANUEL HUMBERTO CRDENAS VLEZ",,,,,,,"CERRADO","6144",,"1900-01-01","VICEMINISTRA MARIA CAROLINA HOYOS","4,34717900","-74,36768200","6672015-18102",,"6672015-2162858",,"6672015-18102",,"0",,"PLUS PILOTO",,,,"571233958,87","2014-12-31","4144","2014-12-31"
"69658","69658","Regi�n Caribe","08","ATLANTICO","08001","BARRANQUILLA","TIPO A","UNI�N TEMPORAL CLARO","2015-12-31","OTRO",,"PUNTO VIVE DIGITAL BARRANQUILLA ALCALDA DE BARRANQUILLA",,,,,,,"CERRADO","6144",,"1900-01-01","VICEMINISTRA MARIA CAROLINA HOYOS","10,95628200","-74,77962000","6672015-18097",,"6672015-2162855",,"6672015-18097",,"0",,"FASE 1 ETAPA 2",,,,"402343429,06","2015-12-31","4144","2015-12-31"
"69948","69948","Regi�n Centro Orient","15","BOYACA","15762","SORA","TIPO D","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL SORA ALCALDA DE SORA",,,,,,,"CERRADO","4096",,"1900-01-01","NA","5,56611600","-73,45064500","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"FASE 1 ETAPA 2",,,,"294044100,68","2015-12-31","4144","2015-12-31"
"70333","70333","Regi�n Caribe","20","CESAR","20001","VALLEDUPAR","TIPO D","UNI�N TEMPORAL CLARO","2016-12-31","BASE MILITAR",,"PUNTO VIVE DIGITAL CRM-EJUPA-Valledupar",,,,,,,"CERRADO","4096",,"1900-01-01","NA","10,46452777","-73,27863888","6672015-18097",,"6672015-2162855",,"6672015-18097",,"0",,"FASE 1 ETAPA 2",,,,"294044100,68","2016-12-31","4144","2016-12-31"
"18232","18232","Regi�n Centro Sur","18","CAQUETA","18592","PUERTO RICO","TIPO PLUS FASE2","UNI�N TEMPORAL CONECTANDO COLOMBIA","2016-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL  ACEVEDO Y GOMEZ",,,,,,,"CERRADO","6144",,"1900-01-01","NA",",00000000","-75,15328400","6672015-18102",,"6672015-2162858",,"6672015-18102",,"0",,"PLUS FASE 2",,,,"457945373,49","2016-12-31","4144","2016-12-31"
"69930","69930","Regi�n Eje Cafetero","05","ANTIOQUIA","05847","URRAO","TIPO PLUS FASE2","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","OTRO",,"PUNTO VIVE DIGITAL CIUDADELA EL PENDERISCO",,,,,,,"CERRADO","6144",,"1900-01-01","NA","6,32127777","-76,13433333","6672015-18102",,"6672015-2162857",,"6672015-18102",,"0",,"PLUS FASE 2",,,,"476358330,42","2015-12-31","4144","2015-12-31"
"68614","68614","Regi�n Centro Sur","73","TOLIMA","73671","SALDA�A","TIPO B","UNI�N TEMPORAL CONECTANDO COLOMBIA","2014-12-31","ALCALD�A",,"PUNTO VIVE DIGITAL SALDAA",,,,,,,"CERRADO","6144",,"1900-01-01","NA","4,68317700","-74,03762000","6672015-18102",,"6672015-2162858",,"6672015-18102",,"0",,"FASE 1",,,,"373599674,00","2014-12-31","4144","2014-12-31"
"68593","68593","Regi�n Centro Sur","73","TOLIMA","73001","IBAGUE","TIPO D","UNI�N TEMPORAL CLARO","2014-12-31","BIBLIOTECA Y/O CASA DE CULTURA",,"PUNTO VIVE DIGITAL IBAGUE BIBLIOTECA_CASACULTURA SANTOFIMIO CAICEDO",,,,,,,"CERRADO","4096",,"1900-01-01","ALCALDIA","4,44223300","-75,19494900","6672015-18097",,"6672015-2162858",,"6672015-18097",,"0",,"FASE 1",,,,"294044100,68","2014-12-31","4144","2014-12-31"
"68689","68689","Regi�n Centro Orient","15","BOYACA","15238","DUITAMA","TIPO B","UNI�N TEMPORAL CONECTANDO COLOMBIA","2012-12-31","OTRO",,"PUNTO VIVE DIGITAL DUITAMA COMFABOY",,,,,,,"CERRADO","6144",,"1900-01-01","MINISTRO DIEGO MOLANO","5,83037500","-73,03398100","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"FASE 0",,,,"870127457,99","2012-12-31","4144","2012-12-31"
"68583","68583","Regi�n Pac�fico","52","NARI�O","52838","TUQUERRES","TIPO C","UNI�N TEMPORAL CONECTANDO COLOMBIA","2014-12-31","OTRO",,"PUNTO VIVE DIGITAL TUQUERRES",,,,,,,"CERRADO","4096",,"1900-01-01","NA","1,08013600","-77,61557800","6672015-18102",,"6672015-2162856",,"6672015-18102",,"0",,"FASE 1",,,,"324713082,91","2014-12-31","4144","2014-12-31"
"68422","68422","Regi�n Eje Cafetero","05","ANTIOQUIA","05212","COPACABANA","TIPO A","UNI�N TEMPORAL CLARO","2014-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL COPACABANA",,,,,,,"CERRADO","6144",,"1900-01-01","VICEMINISTRA MARIA CAROLINA HOYOS","6,34600000","-75,50536111","6672015-18097",,"6672015-2162857",,"6672015-18097",,"0",,"FASE 1",,,,"402343429,06","2014-12-31","4144","2014-12-31"
"69711","69711","Regi�n Centro Orient","15","BOYACA","15332","GsICAN","TIPO A","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","BIBLIOTECA Y/O CASA DE CULTURA",,"PUNTO VIVE DIGITAL GUICAN ALCALDIA DE GUICAN",,,,,,,"CERRADO","6144",,"1900-01-01","NA","6,46053900","-72,41194800","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"FASE 1 ETAPA 2",,,,"402343429,06","2015-12-31","4144","2015-12-31"
"68718","68718","Regi�n Centro Orient","68","SANTANDER","68679","SAN GIL","TIPO C","UNI�N TEMPORAL CONECTANDO COLOMBIA","2012-12-31","OTRO",,"PUNTO VIVE DIGITAL SAN GIL CASA DE LA CULTURA",,,,,,,"CERRADO","4096",,"1900-01-01","MINISTRO DIEGO MOLANO","6,55399200","-73,13354300","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"FASE 0",,,,"675945011,41","2012-12-31","4144","2012-12-31"
"68731","68731","Regi�n Centro Orient","54","NORTE DE SANTANDER","54001","CUCUTA","TIPO A","UNI�N TEMPORAL CONECTANDO COLOMBIA","2012-12-31","OTRO",,"PUNTO VIVE DIGITAL CUCUTA CIAF",,,,,,,"CERRADO","6144",,"1900-01-01","VICEMINISTRA MARIA CAROLINA HOYOS","7,88728000","-72,47318300","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"FASE 0",,,,"906142565,15","2012-12-31","4144","2012-12-31"
"13009","13009","Regi�n Pac�fico","19","CAUCA","19001","POPAYAN","TIPO PLUS FASE2","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL  SEDE INSTITUTO TECNICO INDUSTRIAL",,,,,,,"CERRADO","6144",,"1900-01-01","ALCALDIA","2,44751300","-76,59799400","6672015-18102",,"6672015-2162856",,"6672015-18102",,"0",,"PLUS FASE 2",,,,"445195093,11","2015-12-31","4144","2015-12-31"
"69152","69152","Regi�n Centro Orient","54","NORTE DE SANTANDER","54099","BOCHALEMA","TIPO C","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","OTRO",,"PUNTO VIVE DIGITAL BOCHALEMA ALCALDA",,,,,,,"CERRADO","4096",,"1900-01-01","ALCALDIA","7,26889400","-72,64184700","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"FASE 1 ETAPA 2",,,,"324713082,91","2015-12-31","4144","2015-12-31"
"68502","68502","Regi�n Centro Orient","25","CUNDINAMARCA","25035","ANAPOIMA","TIPO D","UNI�N TEMPORAL CONECTANDO COLOMBIA","2014-12-31","OTRO",,"PUNTO VIVE DIGITAL ANAPOIMA",,,,,,,"CERRADO","4096",,"1900-01-01","VICEMINISTRA MARIA CAROLINA HOYOS","4,54729450","-74,54202750","6672015-18102",,"6672015-2162858",,"6672015-18102",,"0",,"FASE 1",,,,"294044100,68","2014-12-31","4144","2014-12-31"
"68694","68694","Regi�n Pac�fico","19","CAUCA","19142","CALOTO","TIPO B","UNI�N TEMPORAL CONECTANDO COLOMBIA","2012-12-31","OTRO",,"PUNTO VIVE DIGITAL CALOTO",,,,,,,"CERRADO","6144",,"1900-01-01","MINISTRO DIEGO MOLANO","3,03676000","-76,40816000","6672015-18102",,"6672015-2162856",,"6672015-18102",,"0",,"FASE 0",,,,"922266982,99","2012-12-31","4144","2012-12-31"
"68687","68687","Regi�n Eje Cafetero","05","ANTIOQUIA","05001","MEDELLIN","TIPO A","UNI�N TEMPORAL CLARO","2012-12-31","OTRO",,"PUNTO VIVE DIGITAL SAN CRISTOBAL",,,,,,,"CERRADO","6144",,"1900-01-01","VICEMINISTRA MARIA CAROLINA HOYOS","6,27822222","-75,63458333","6672015-18097",,"6672015-2162857",,"6672015-18097",,"0",,"FASE 0",,,,"945844812,28","2012-12-31","4144","2012-12-31"
"69037","69037","Regi�n Pac�fico","76","VALLE DEL CAUCA","76113","BUGALAGRANDE","TIPO B","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","OTRO",,"PUNTO VIVE DIGITAL BUGALAGRANDE ED. RAFAEL ARIAS",,,,,,,"CERRADO","6144",,"1900-01-01","NA","4,21175600","-76,15745800","6672015-18102",,"6672015-2162856",,"6672015-18102",,"0",,"FASE 1 ETAPA 2",,,,"373599674,00","2015-12-31","4144","2015-12-31"
"69016","69016","Regi�n Eje Cafetero","17","CALDAS","17388","LA MERCED","TIPO D","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","OTRO",,"PUNTO VIVE DIGITAL LA MERCED ALCALDA",,,,,,,"CERRADO","4096",,"1900-01-01","NA","5,40027777","-75,54736111","6672015-18102",,"6672015-2162857",,"6672015-18102",,"0",,"FASE 1 ETAPA 2",,,,"294044100,68","2015-12-31","4144","2015-12-31"
"15914","15914","Regi�n Centro Orient","54","NORTE DE SANTANDER","54810","TIBU","TIPO PLUS FASE2","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL  COL INTEG FRANCISCO JOSE DE CALDAS",,,,,,,"CERRADO","6144",,"1900-01-01","NA","8,08483900","-72,79981700","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"PLUS FASE 2",,,,"445808531,70","2015-12-31","4144","2015-12-31"
"68521","68521","Regi�n Centro Orient","25","CUNDINAMARCA","25599","APULO","TIPO B","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","ALCALD�A",,"PUNTO VIVE DIGITAL APULO",,,,,,,"CERRADO","6144",,"1900-01-01","NA","4,51852700","-74,59403900","6672015-18102",,"6672015-2162858",,"6672015-18102",,"0",,"FASE 1",,,,"373599674,00","2015-12-31","4144","2015-12-31"
"68431","68431","Regi�n Eje Cafetero","05","ANTIOQUIA","05541","PE�OL","TIPO A","UNI�N TEMPORAL CONECTANDO COLOMBIA","2014-12-31","ALCALD�A",,"PUNTO VIVE DIGITAL EL PEOL",,,,,,,"CERRADO","6144",,"1900-01-01","JUAN DAVID OLARTE TORRES","6,21766666","-75,24350000","6672015-18102",,"6672015-2162857",,"6672015-18102",,"0",,"FASE 1",,,,"402343429,06","2014-12-31","4144","2014-12-31"
"68591","68591","Regi�n Centro Sur","73","TOLIMA","73001","IBAGUE","TIPO A","UNI�N TEMPORAL CLARO","2014-12-31","ALCALD�A",,"PUNTO VIVE DIGITAL IBAGUE SAN PEDRO ALEJANDRINO",,,,,,,"CERRADO","6144",,"1900-01-01","NA","4,15560300","-73,65812700","6672015-18097",,"6672015-2162858",,"6672015-18097",,"0",,"FASE 1",,,,"402343429,06","2014-12-31","4144","2014-12-31"
"10344","10344","Regi�n Eje Cafetero","05","ANTIOQUIA","05030","AMAGA","TIPO PLUS FASE2","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL  ESCUELA NORMAL SUPERIOR VICTORIANO TORO ECHEVE",,,,,,,"CERRADO","6144",,"1900-01-01","NA","6,04938888","-75,70016666","6672015-18102",,"6672015-2162857",,"6672015-18102",,"0",,"PLUS FASE 2",,,,"476358330,42","2015-12-31","4144","2015-12-31"
"13091","13091","Regi�n Pac�fico","19","CAUCA","19212","CORINTO","TIPO PLUS FASE2","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL  I.E. NUCLEO TECNICO AGROPECUARIO - SEDE PRINCI",,,,,,,"CERRADO","6144",,"1900-01-01","NA","3,17381700","-76,25460900","6672015-18102",,"6672015-2162856",,"6672015-18102",,"0",,"PLUS FASE 2",,,,"445195093,11","2015-12-31","4144","2015-12-31"
"70002","70002","Regi�n Centro Orient","54","NORTE DE SANTANDER","54125","CACOTA","TIPO D","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","OTRO",,"PUNTO VIVE DIGITAL CACOTA CARRERA 3 NO. 4 - 56",,,,,,,"CERRADO","4096",,"1900-01-01","NA","7,26889100","-72,64183900","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"FASE 1 ETAPA 2",,,,"294044100,68","2015-12-31","4144","2015-12-31"
"68602","68602","Regi�n Centro Sur","73","TOLIMA","73236","DOLORES","TIPO D","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","ALCALD�A",,"PUNTO VIVE DIGITAL DOLORES",,,,,,,"CERRADO","4096",,"1900-01-01","NA","4,53648400","-75,68479610","6672015-18102",,"6672015-2162858",,"6672015-18102",,"0",,"FASE 1",,,,"294044100,68","2015-12-31","4144","2015-12-31"
"68726","68726","Regi�n Llano","85","CASANARE","85001","YOPAL","TIPO A","UNI�N TEMPORAL CONECTANDO COLOMBIA","2013-12-31","BIBLIOTECA Y/O CASA DE CULTURA",,"PUNTO VIVE DIGITAL YOPAL CENTRO DE SERVICIOS EDUCATIVOS LA TRIADA",,,,,,,"CERRADO","6144",,"1900-01-01","MINISTRO DIEGO MOLANO","5,33650700","-72,40458700","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"FASE 0",,,,"906297561,94","2013-12-31","4144","2013-12-31"
"68873","68873","Regi�n Eje Cafetero","05","ANTIOQUIA","05021","ALEJANDRIA","TIPO D","UNI�N TEMPORAL CONECTANDO COLOMBIA","2014-12-31","OTRO",,"PUNTO VIVE DIGITAL ALCALDIA ALEJANDRIA",,,,,,,"CERRADO","4096",,"1900-01-01","NA","6,37747222","-75,14102777","6672015-18102",,"6672015-2162857",,"6672015-18102",,"0",,"FASE 1",,,,"294044100,68","2014-12-31","4144","2014-12-31"
"70398","70398","Regi�n Centro Orient","11","BOGOTA","11001","BOGOTA, D.C.","TIPO D","UNI�N TEMPORAL CLARO","2017-12-31","OTRO",,"PUNTO VIVE DIGITAL SUR BRITALIA",,,,,,,"CERRADO","4096",,"1900-01-01","NA","8,98416666","-74,16638888","6672015-18097",,"6672015-2162858",,"6672015-18097",,"0",,"FASE 1 ETAPA 2",,,,"294044100,68","2017-12-31","4144","2017-12-31"
"34285","34285","Regi�n Centro Orient","25","CUNDINAMARCA","25645","SAN ANTONIO DEL TEQUENDAMA","TIPO PLUS FASE2","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL  INSTITUCIN EDUCATIVA DEPARTAMENTAL MARIANO SANTAMARA",,,,,,,"CERRADO","6144",,"1900-01-01","VICEMINISTRA MARIA CAROLINA HOYOS",",59467590",",00000000","6672015-18102",,"6672015-2162858",,"6672015-18102",,"0",,"PLUS FASE 2",,,,"457945373,49","2015-12-31","4144","2015-12-31"
"69844","69844","Regi�n Centro Sur","73","TOLIMA","73352","ICONONZO","TIPO A","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL ICONONZO CERES ICONOZO",,,,,,,"CERRADO","6144",,"1900-01-01","NA","4,17766100","-74,53413200","6672015-18102",,"6672015-2162858",,"6672015-18102",,"0",,"FASE 1 ETAPA 2",,,,"402343429,06","2015-12-31","4144","2015-12-31"
"68698","68698","Regi�n Caribe","23","CORDOBA","23001","MONTERIA","TIPO A","UNI�N TEMPORAL CLARO","2012-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL MONTERIA",,,,,,,"CERRADO","6144",,"1900-01-01","MINISTRO DIEGO MOLANO","8,73865300","-75,89731700","6672015-18097",,"6672015-2162855",,"6672015-18097",,"0",,"FASE 0",,,,"643936505,47","2012-12-31","4144","2012-12-31"
"68695","68695","Regi�n Pac�fico","19","CAUCA","19573","PUERTO TEJADA","TIPO C","UNI�N TEMPORAL CONECTANDO COLOMBIA","2012-12-31","OTRO",,"PUNTO VIVE DIGITAL PUERTO TEJADA",,,,,,,"CERRADO","4096",,"1900-01-01","VICEMINISTRA MARIA CAROLINA HOYOS","3,22795500","-76,41863500","6672015-18102",,"6672015-2162856",,"6672015-18102",,"0",,"FASE 0",,,,"694765729,96","2012-12-31","4144","2012-12-31"
"69150","69150","Regi�n Centro Orient","15","BOYACA","15189","CIENEGA","TIPO D","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","OTRO",,"PUNTO VIVE DIGITAL CIENEGA ALCALDA",,,,,,,"CERRADO","4096",,"1900-01-01","NA","5,40751000","-73,29400800","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"FASE 1 ETAPA 2",,,,"294044100,68","2015-12-31","4144","2015-12-31"
"68437","68437","Regi�n Eje Cafetero","05","ANTIOQUIA","05670","SAN ROQUE","TIPO D","UNI�N TEMPORAL CONECTANDO COLOMBIA","2014-12-31","BIBLIOTECA Y/O CASA DE CULTURA",,"PUNTO VIVE DIGITAL SAN ROQUE",,,,,,,"CERRADO","4096",,"1900-01-01","NA","6,48508333","-75,02022222","6672015-18102",,"6672015-2162857",,"6672015-18102",,"0",,"FASE 1",,,,"294044100,68","2014-12-31","4144","2014-12-31"
"69700","69700","Regi�n Centro Orient","15","BOYACA","15362","IZA","TIPO C","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","BIBLIOTECA Y/O CASA DE CULTURA",,"PUNTO VIVE DIGITAL IZA ALCALDIA DE IZA",,,,,,,"CERRADO","4096",,"1900-01-01","NA","5,61230100","-72,97926800","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"FASE 1 ETAPA 2",,,,"324713082,91","2015-12-31","4144","2015-12-31"
"68518","68518","Regi�n Centro Orient","25","CUNDINAMARCA","25491","NOCAIMA","TIPO D","UNI�N TEMPORAL CONECTANDO COLOMBIA","2014-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL NOCAIMA",,,,,,,"CERRADO","4096",,"1900-01-01","NA","5,12427000","-74,38521300","6672015-18102",,"6672015-2162858",,"6672015-18102",,"0",,"FASE 1",,,,"294044100,68","2014-12-31","4144","2014-12-31"
"69044","69044","Regi�n Eje Cafetero","17","CALDAS","17653","SALAMINA","TIPO D","UNI�N TEMPORAL CONECTANDO COLOMBIA","2015-12-31","SEDE EDUCATIVA",,"PUNTO VIVE DIGITAL SALAMINA ALCALDA",,,,,,,"CERRADO","4096",,"1900-01-01","NA","4,86280555","-74,05597222","6672015-18102",,"6672015-2162857",,"6672015-18102",,"0",,"FASE 1 ETAPA 2",,,,"294044100,68","2015-12-31","4144","2015-12-31"
"69950","69950","Regi�n Centro Orient","15","BOYACA","15480","MUZO","TIPO D","UNI�N TEMPORAL CONECTANDO COLOMBIA","2016-12-31","OTRO",,"PUNTO VIVE DIGITAL MUZO ALCALDIA DE MUZO",,,,,,,"CERRADO","4096",,"1900-01-01","NA","5,53163700","-74,10568000","6672015-18101",,"6672015-2162859",,"6672015-18101",,"0",,"FASE 1 ETAPA 2",,,,"294044100,68","2016-12-31","4144","2016-12-31"
