"a_o","cod_dane_departamento","departamento","cod_secretaria","secretaria","cod_dane_municipio","municipio","codigo_dane","nombre_establecimiento","cod_sector","sector","cod_caracter","caracter","cod_calendario","calendario","direccion","barrio_vereda","telefono","fax","email","rector","web","total_matricula","cantidad_sedes"
"2021","5","ANTIOQUIA","7692","APARTADO","5045","APARTADÓ","305045000988","CORPORACIÓN COLEGIO AMERICANO DE APARTADÓ","807","NO OFICIAL","817.000000",,"874","A","CL 94 96 A 22 <EOF>","PUEBLO NUEVO","8287691","8287691","secretaria@colamericanoapartado.com","MARGUIURY KATE GOMEZ MENDOZA",,"251","1"
"2020","5","ANTIOQUIA","7692","APARTADO","5045","APARTADÓ","305045000988","CORPORACIÓN COLEGIO AMERICANO DE APARTADÓ","1002","NO_OFICIAL","817",,"52","A","CL 94 96 A 22","PARROQUIAL","8287691","8287691","secretaria@colamericanoapartado.com","DORIS MARÍA SUÁREZ QUINTERO",,"319","1"
"2018","5","ANTIOQUIA","7692","APARTADO","5045","APARTADÓ","305045000988","CORPORACIÓN COLEGIO AMERICANO DE APARTADÓ","1002","NO_OFICIAL","817",,"52","A","CL 94 96 A 22","PARROQUIAL","8287691","8287691","secretaria@colamericanoapartado.com","DORIS MARÍA SUÁREZ QUINTERO",,"329","1"
"2019","5","ANTIOQUIA","7692","APARTADO","5045","APARTADÓ","305045001674","COLEGIO DIVINO NIÑO","1002","NO_OFICIAL","817",,"52","A","KR 68 107 A 46","B. DIANA CARDONA","3147486127","826 07 54","divino754@yahoo.com.mx","ASPRILLA PEREZ MARIA POLONIA",,"78","1"
"2021","5","ANTIOQUIA","7692","APARTADO","5045","APARTADÓ","305045001674","COLEGIO DIVINO NIÑO","807","NO OFICIAL","963.000000",,"874","A","KR 68 107 A 46","B. DIANA CARDONA","826 07 54","826 07 54","divinonino@apartado.gov.co","ASPRILLA PEREZ MARIA POLONIA",,"128","1"
"2020","5","ANTIOQUIA","7692","APARTADO","5045","APARTADÓ","305045001674","COLEGIO DIVINO NIÑO","1002","NO_OFICIAL","817",,"52","A","KR 68 107 A 46","B. DIANA CARDONA","3147486127","826 07 54","divino754@yahoo.com.mx","ASPRILLA PEREZ MARIA POLONIA",,"29","1"
"2018","5","ANTIOQUIA","7692","APARTADO","5045","APARTADÓ","305045001674","COLEGIO DIVINO NIÑO","1002","NO_OFICIAL","817",,"52","A","KR 68 107 A 46","B. DIANA CARDONA","826 07 54","826 07 54","divino754@yahoo.com.mx","ASPRILLA PEREZ MARIA POLONIA",,"94","1"
"2019","5","ANTIOQUIA","7692","APARTADO","5045","APARTADÓ","305045010151","COLEGIO ALEGRÍA DE APRENDER","1002","NO_OFICIAL","817",,"52","A","CL 96 95 35","PUEBLO NUEVO","8284902","8282912","colegioalegriadeaprender2015@gmail.com","RENTERIA MOSQUERA YANCY ZAMARYS",,"40","1"
"2021","5","ANTIOQUIA","7692","APARTADO","5045","APARTADÓ","305045010151","COLEGIO ALEGRÍA DE APRENDER","807","NO OFICIAL","817.000000",,"874","A","CL 96 95 33","B/PUEBLO NUEVO","8284902","8282912",,"RENTERIA MOSQUERA YANCY ZAMARYS","alegriadeaprender@apartado.gov.co","30","1"
"2020","5","ANTIOQUIA","7692","APARTADO","5045","APARTADÓ","305045010151","COLEGIO ALEGRÍA DE APRENDER","1002","NO_OFICIAL","817",,"52","A","CL 96 95 35","PUEBLO NUEVO","8284902","8282912","colegioalegriadeaprender2015@gmail.com","RENTERIA MOSQUERA YANCY ZAMARYS",,"28","1"
"2018","5","ANTIOQUIA","7692","APARTADO","5045","APARTADÓ","305045010151","COLEGIO ALEGRIA DE APRENDER","1002","NO_OFICIAL","817",,"52","A","CL 96 95 35","PUEBLO NUEVO","8284902","8282912","colegioalegriadeaprender2015@gmail.com","RENTERIA MOSQUERA YANCY ZAMARYS",,"39","1"
"2019","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305079000600","COLEGIO COOPERATIVO SIMON BOLIVAR (P)","1002","NO_OFICIAL","817",,"52","A","KR 11 15 41",,"4063026","4067557","comunicacionesccsb@gmail.com","AGUDELO SIERRA HALLYS CRISTINA","www.colegiocooperativo.com","349","1"
"2021","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305079000600","COLEGIO COOPERATIVO SIMON BOLIVAR","807","NO OFICIAL","817.000000",,"874","A","KR 11 15 41 <EOF>",,"4063026","4067557","comunicacionesccsb@gmail.com","AGUDELO SIERRA HALLYS CRISTINA","www.colegiocooperativo.com","42354","1"
"2020","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305079000600","COLEGIO COOPERATIVO SIMON BOLIVAR","1002","NO_OFICIAL","817",,"52","A","KR 11 15 41",,"4063026","4067557","comunicacionesccsb@gmail.com","AGUDELO SIERRA HALLYS CRISTINA","www.colegiocooperativo.com","363","1"
"2018","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305079000600","COLEGIO COOPERATIVO SIMON BOLIVAR (P)","1002","NO_OFICIAL","817",,"52","A","KR 11 15 41",,"4063026","4067557","comunicacionesccsb@gmail.com","AGUDELO SIERRA HALLYS CRISTINA","www.colegiocooperativo.com","368","1"
"2019","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305079000901","COLEGIO FORMANDO LIDERES","1002","NO_OFICIAL","963",,"52","A","CL 9 15 37","CL 9 15 37","4062065","4061363","pequenoslideres@une.net.co","SIERRA AGUDELO DIANA MARIA",,"100","1"
"2021","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305079000901","COLEGIO FORMANDO LIDERES","807","NO OFICIAL","963.000000",,"874","A","CL 9 15 37","CL 9 15 37","4062065","4061363","pequenoslideres@une.net.co","SIERRA AGUDELO DIANA MARIA",,"11583","1"
"2020","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305079000901","COLEGIO FORMANDO LIDERES","1002","NO_OFICIAL","963",,"52","A","CL 9 15 37","CL 9 15 37","4062065",,"pequenoslideres@une.net.co","SIERRA AGUDELO DIANA MARIA",,"100","1"
"2018","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305079000901","COLEGIO FORMANDO LIDERES","1002","NO_OFICIAL","963",,"52","A","CL 9 15 37","CL 9 15 37","4062065","4061363","pequenoslideres@une.net.co","SIERRA AGUDELO DIANA MARIA",,"97","1"
"2019","5","ANTIOQUIA","3760","BELLO","5088","BELLO","305088000248","INSTITUCION EDUCATIVA COLEGIO UNIVERSIDAD VIRTUAL DE COLOMBIA","1002","NO_OFICIAL","817",,"52","A","KR 56 43 06","BRR. SANTA ANA","3192279","000","colegio.cuvic@gmail.com","ANA LIBORIA RAMOS GONZALEZ","000","3051","1"
"2021","5","ANTIOQUIA","3760","BELLO","5088","BELLO","305088000248","INSTITUCION EDUCATIVA COLEGIO UNIVERSIDAD VIRTUAL DE COLOMBIA","807","NO OFICIAL","817.000000",,"874","A","KR 56 43 06","BRR. SANTA ANA","3192279","000","colegio.cuvic@gmail.com","ANA LIBORIA RAMOS GONZALEZ","000","2602","1"
"2020","5","ANTIOQUIA","3760","BELLO","5088","BELLO","305088000248","INSTITUCION EDUCATIVA COLEGIO UNIVERSIDAD VIRTUAL DE COLOMBIA","1002","NO_OFICIAL","817",,"52","A","CL 47 48 38","MANCHESTER","3113780953-  322 19 79","000","secretaria.academica@colegiouvic.edu.co","LINA MARIA RIVERA LONDOÑO","000","2888","1"
"2018","5","ANTIOQUIA","3760","BELLO","5088","BELLO","305088000248","INSTITUCION EDUCATIVA COLEGIO UNIVERSIDAD VIRTUAL DE COLOMBIA","1002","NO_OFICIAL","817",,"52","A","KR 56 43 06","BRR. SANTA ANA","3192279","000","colegio.cuvic@gmail.com","ANA LIBORIA RAMOS GONZALEZ","000","2211","1"
"2021","5","ANTIOQUIA","3760","BELLO","5088","BELLO","305088001848","COLEGIO ANA MARIA JANER","807","NO OFICIAL","818.000000",,"874","A","DG 53 43 81","BRR. PANAMERICANO","4816868","4827087","colbello@gmail.com","HNA. EDILMA DE JESUS MORALES GAVIRIA","000","644","1"
"2020","5","ANTIOQUIA","3760","BELLO","5088","BELLO","305088001848","COLEGIO ANA MARIA JANER","1002","NO_OFICIAL","2432",,"52","A","DG 53 43 81","BARRIO NIQUIA","4816868","4827087","amjaner@gmail.com","GLADIS ESTELLA SERNA ECHEVERRI","000","676","1"
"2019","5","ANTIOQUIA","3760","BELLO","5088","BELLO","305088020753","COLEGIO CAMPESTRE MONTAIGNE","1002","NO_OFICIAL","817",,"52","A","AV 26 52 200","NORTE AMERICA","3136805007",,"secretariamontaigne@gmail.com","MIGUEL DARIO CORDOBA RESTREPO",,"132","1"
"2021","5","ANTIOQUIA","3760","BELLO","5088","BELLO","305088020753","COLEGIO CAMPESTRE MONTAIGNE","807","NO OFICIAL","817.000000",,"874","A","AV 26 52 200","BUENAVISTA","4449828",,"colegiocampestremontaigne@gmail.com","DIANA PATRICIA GOMEZ GARCIA",,"156","1"
"2020","5","ANTIOQUIA","3760","BELLO","5088","BELLO","305088020753","COLEGIO CAMPESTRE MONTAIGNE","1002","NO_OFICIAL","817",,"52","A","AV 26 52 200","NORTE AMERICA","3136805007",,"secretariamontaigne@gmail.com","MIGUEL DARIO CORDOBA RESTREPO",,"149","1"
"2018","5","ANTIOQUIA","3760","BELLO","5088","BELLO","305088020753","COLEGIO CAMPESTRE MONTAIGNE","1002","NO_OFICIAL","817",,"52","A","AV 26 52 200","BUENAVISTA","4449828",,"colegiocampestremontaigne@gmail.com","DIANA PATRICIA GOMEZ GARCIA",,"83","1"
"2019","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305101000597","I.E. COLEGIO COOPERATIVO ALEJANDRINO RESTREPO","1002","NO_OFICIAL","817",,"52","A","KR 51 52 87",,"8412802",,"cooperativo.rectoria@gmail.com","VELEZ TOBON JUAN ALVARO","www.colegiocooperativoar.edu.co","245","1"
"2021","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305101000597","I.E. COLEGIO COOPERATIVO ALEJANDRINO RESTREPO","807","NO OFICIAL","817.000000",,"874","A","KR 51 52 87",,"8412802",,"cooperativo.rectoria@gmail.com","VELEZ TOBON JUAN ALVARO","www.colegiocooperativoar.edu.co","28431","1"
"2020","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305101000597","I.E. COLEGIO COOPERATIVO ALEJANDRINO RESTREPO","1002","NO_OFICIAL","817",,"52","A","KR 51 52 87",,"8412802",,"cooperativo.rectoria@gmail.com","VELEZ TOBON JUAN ALVARO","www.colegiocooperativoar.edu.co","213","1"
"2018","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305101000597","I.E. COLEGIO COOPERATIVO ALEJANDRINO RESTREPO","1002","NO_OFICIAL","817",,"52","A","KR 51 52 87",,"8412802",,"cooperativo.rectoria@gmail.com","VELEZ TOBON JUAN ALVARO","www.colegiocooperativoar.edu.co","250","1"
"2019","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305129000002","COLEGIO TERCER MILENIO","1002","NO_OFICIAL","817",,"52","A","CL 122 S 54 120","B. LA AGUACATALA","2782646","2781222","colegiotercermilenio@gmail.com","JORGE ALBERTO CANO AGUDELO","www.milenista.edu.co","846","1"
"2021","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305129000002","COLEGIO TERCER MILENIO","807","NO OFICIAL","817.000000",,"874","A","CL 122 S 54 120","B. LA AGUACATALA","2782646","2781222","colegiotercermilenio@gmail.com","JORGE ALBERTO CANO AGUDELO","www.milenista.edu.co","106704","1"
"2020","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305129000002","COLEGIO TERCER MILENIO","1002","NO_OFICIAL","817",,"52","A","CL 122 S 54 120","B. LA AGUACATALA","2782646","2781222","colegiotercermilenio@gmail.com","JORGE ALBERTO CANO AGUDELO","www.milenista.edu.co","882","1"
"2018","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305129000002","COLEGIO TERCER MILENIO","1002","NO_OFICIAL","817",,"52","A","CL 122 S 54 120","B. LA AGUACATALA","2782646","2781222","colegiotercermilenio@gmail.com","JORGE ALBERTO CANO AGUDELO","www.milenista.edu.co","854","1"
"2019","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305129007023","COLEGIO COMFAMA","1002","NO_OFICIAL","963",,"52","A","CL 129 S 49 24",,"2156594","2781135","mtrujillo@comfama.com.co","MARGARITA MARIA TRUJILLO ZEA","www.comfama.com","422","1"
"2021","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305129007023","COLEGIO COMFAMA","807","NO OFICIAL","963.000000",,"874","A","CL 129 S 49 24 <EOF>","PARQUE","2156594","2781135","mtrujillo@comfama.com.co","MARGARITA MARIA TRUJILLO ZEA","www.comfama.com","49608","1"
"2020","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305129007023","COLEGIO COMFAMA","1002","NO_OFICIAL","963",,"52","A","CL 129 S 49 24",,"2156594","2781135","mtrujillo@comfama.com.co","PALACIO SALAZAR ANDREY MAURICIO","www.comfama.com","404","1"
"2018","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305129007023","COLEGIO COMFAMA","1002","NO_OFICIAL","963",,"52","A","CL 129 S 49 24","PARQUE","2156594","2781135","mtrujillo@comfama.com.co","MARGARITA MARIA TRUJILLO ZEA","www.comfama.com","410","1"
"2021","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305129800009","COLEGIO CAMPESTRE MONTEALEGRE","807","NO OFICIAL","-",,"874","A","KR 50 108 S 151 IN 102",,"3064207",,"clamarve@gmail.com","VELEZ LONDOO CLAUDIA MARCELA",,"8658","1"
"2020","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305129800009","COLEGIO CAMPESTRE MONTEALEGRE","1002","NO_OFICIAL","-",,"52","A","KR 50 108 S 151 IN 102",,"3064207",,"preescolarmontealegre2@gmail.com","VELEZ LONDOÑO CLAUDIA MARCELA",,"49","1"
"2019","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305147800008","COLEGIO MONSEÑOR ALFONSO URIBE JARAMILLO","1002","NO_OFICIAL","817",,"52","A","KR 73 80 06","MARIA CANO","5699090 ext 672",,"serdep.sec@uco.edu.co","AGUDELO MESA ANGEL DAVID",,"145","1"
"2019","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305148000838","COLEGIO MONSEÑOR RAMON ARCILA RAMIREZ","1002","NO_OFICIAL","817",,"52","A","CL 27 30 75","DIVINO NIÑO","5432506","5432506","coreducar@une.net.co","GIRALDO RAMIREZ SANDRA",,"139","1"
"2021","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305148000838","COLEGIO MONSEÑOR RAMON ARCILA RAMIREZ","807","NO OFICIAL","817.000000",,"874","A","CL 27 30 75 <EOF>","DIVINO NIÑO","5432506","5432506","coreducar@une.net.co","GIRALDO TOBON VIRGINIA ELENA",,"20475","1"
"2020","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305148000838","COLEGIO MONSEÑOR RAMON ARCILA RAMIREZ","1002","NO_OFICIAL","817",,"52","A","CL 27 30 75","DIVINO NIÑO","5432506","5432506","secretariacolegiomrar@gmail.com","ROJAS ALVAREZ HENRY ALBERTO",,"142","1"
"2018","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305148000838","COLEGIO MONSEÑOR RAMON ARCILA RAMIREZ","1002","NO_OFICIAL","817",,"52","A","CL 27 30 75 <EOF>","DIVINO NIÑO","5432506","5432506","coreducar@une.net.co","GIRALDO TOBON VIRGINIA ELENA",,"129","1"
"2019","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305148000927","COLEGIO COMFAMA","1002","NO_OFICIAL","963",,"52","A","CL 15 25 27","CENTRO","5668757","2156594","preescolarelcarmen@hotmail.com","MARGARITA MARIA TRUJILLO ZEA",,"111","1"
"2021","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305148000927","COLEGIO COMFAMA","807","NO OFICIAL","963.000000",,"874","A","CL 15 25 27 <EOF>","CENTRO","5668757","2156594","preescolarelcarmen@hotmail.com","MARGARITA MARIA TRUJILLO ZEA",,"13806","1"
"2020","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305148000927","COLEGIO COMFAMA","1002","NO_OFICIAL","963",,"52","A","CL 15 25 27","CENTRO","5668757","2156594","preescolarelcarmen@hotmail.com","PALACIO SALAZAR ANDREY MAURICIO",,"120","1"
"2018","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305148000927","COLEGIO COMFAMA","1002","NO_OFICIAL","963",,"52","A","CL 15 25 27","CENTRO","5668757","2156594","preescolarelcarmen@hotmail.com","MARGARITA MARIA TRUJILLO ZEA",,"118","1"
"2019","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305148000951","COLEGIO MONSEÑOR ALFONSO URIBE JARAMILLO","1002","NO_OFICIAL","963",,"52","A","IND CASA CURAL",,"5699090 ext 672",,,"VARGAS GAVIRIA ARACELLY",,"59","1"
"2020","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305148000951","COLEGIO MONSEÑOR ALFONSO URIBE JARAMILLO","1002","NO_OFICIAL","817",,"52","A","KR 30 30 20","CASA CURAL","5699090 ext 672",,"serdep.sec@uco.edu.co","AGUDELO MESA ANGEL DAVID",,"31","1"
"2019","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305148000994","COLEGIO ANGLO ESPAÑOL","1002","NO_OFICIAL","817",,"52","A","VDA AGUAS CLARA","VDA AGUAS CLARA","5623540 - 5610647","5623540","angloesp@gmail.com","OROZCO PALACIO RUBEN DARIO",,"277","1"
"2021","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305148000994","COLEGIO ANGLO ESPAÑOL","807","NO OFICIAL","817.000000",,"874","A","CL 32 29 20","BRR EL EDEN","5432073","5623540","angloesp@gmail.com","TORRES SALAZAR OBERTO",,"33462","1"
"2020","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305148000994","COLEGIO ANGLO ESPAÑOL","1002","NO_OFICIAL","817",,"52","A","VDA AGUAS CLARA","VDA AGUAS CLARA","5623540 - 5610647","5623540","angloesp@gmail.com","OROZCO PALACIO RUBEN DARIO",,"261","1"
"2018","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305148000994","COLEGIO ANGLO ESPAÑOL","1002","NO_OFICIAL","817",,"52","A","VDA AGUAS CLARA","VDA AGUAS CLARA","5623540 - 5610647","5623540","angloesp@gmail.com","OROZCO PALACIO RUBEN DARIO",,"301","1"
"2019","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305154001463","COLEGIO LA INMACULADA","1002","NO_OFICIAL","817",,"52","A","CL 30 21 50","LA YE","8393053",,"colegioinmaculada2007@yahoo.es","HERNANDEZ VELASQUEZ BELISARIO DAVID",,"490","1"
"2021","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305154001463","COLEGIO LA INMACULADA","807","NO OFICIAL","817.000000",,"874","A","CL 30 21 50","LA YE","8393053",,"colegioinmaculada2007@yahoo.es","HERNANDEZ VELASQUEZ BELISARIO DAVID",,"49842","1"
"2020","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305154001463","COLEGIO LA INMACULADA","1002","NO_OFICIAL","817",,"52","A","CL 30 21 50","LA YE","8390008",,"colegioinmaculada2007@yahoo.es","HERNANDEZ VELASQUEZ BELISARIO DAVID",,"463","1"
"2018","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305154001463","COLEGIO LA INMACULADA","1002","NO_OFICIAL","817",,"52","A","CL 30 21 50","LA YE","8393053",,"colegioinmaculada2007@yahoo.es","HERNANDEZ VELASQUEZ BELISARIO DAVID",,"508","1"
"2019","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305154001722","COLEGIO LOS SAUCES","1002","NO_OFICIAL","817",,"52","A","KR 20 1 187","SECTOR EL LAGO","8391283","8391283","colegiolossauces@gmail.com","GUERRERO RAMÍREZ MARIA RUBIELA",,"347","1"
"2021","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305154001722","COLEGIO LOS SAUCES","807","NO OFICIAL","817.000000",,"874","A","KR 20 1 187 <EOF>","SECTOR EL LAGO","8391283","8391283","colegiolossauces@gmail.com","GUERRERO RAMÍREZ MARIA RUBIELA",,"40365","1"
"2020","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305154001722","COLEGIO LOS SAUCES","1002","NO_OFICIAL","817",,"52","A","KR 20 1 187","SECTOR EL LAGO","8391283","8391283","colegiolossauces@gmail.com","GUERRERO RAMIREZ MARIA RUBIELA",,"341","1"
"2018","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305154001722","COLEGIO LOS SAUCES","1002","NO_OFICIAL","817",,"52","A","KR 20 1 187 <EOF>","SECTOR EL LAGO","8391283","8391283","colegiolossauces@gmail.com","GUERRERO RAMÍREZ MARIA RUBIELA",,"356","1"
"2019","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305154002036","COLEGIO MILITAR CENTRO EDUCATIVO EL TESORO DEL SABER","1002","NO_OFICIAL","817",,"52","A","KR 23 B CL 11 A","BARRIO MIRADOR DE VALVERDE","8392925","839 29 25","corpoesparro@yahoo.com","FABIAN ALBERTO ESCOBAR JARABA","colegiomilitareltesoro.jimdo.com","1205","1"
"2021","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305154002036","COLEGIO MILITAR CENTRO EDUCATIVO EL TESORO DEL SABER","807","NO OFICIAL","817.000000",,"874","A","KR 23 B CL 11 A","BARRIO MIRADOR DE VALVERDE","8392925","839 29 25","corpoesparro@yahoo.com","FABIAN ALBERTO ESCOBAR JARABA","colegiomilitareltesoro.jimdo.com","117702","1"
"2020","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305154002036","COLEGIO MILITAR CENTRO EDUCATIVO EL TESORO DEL SABER","1002","NO_OFICIAL","817",,"52","A","KR 23 B CL 11 A","BRR MIRADOR DE VALVERDE","8392925",,"corpoesparro@yahoo.com","FABIAN ALBERTO ESCOBAR JARABA","colegiomilitareltesoro.jimdo.com","1059","1"
"2018","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305154002036","COLEGIO MILITAR CENTRO EDUCATIVO EL TESORO DEL SABER","1002","NO_OFICIAL","817",,"52","A","KR 23 B CL 11 A","BARRIO MIRADOR DE VALVERDE","8392925","839 29 25","corpoesparro@yahoo.com","FABIAN ALBERTO ESCOBAR JARABA","colegiomilitareltesoro.jimdo.com","1242","1"
"2019","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305154800081","COLEGIO MONSEÑOR ALFONSO URIBE JARAMILLO","1002","NO_OFICIAL","817",,"52","A","IND CORREG. CUTURU",,"5699090 ext 672",,"serdep.sec@uco.edu.co","AGUDELO MESA ANGEL DAVID",,"23","1"
"2019","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305172001403","COLEGIO DIOCESANO LAURA MONTOYA","1002","NO_OFICIAL","817",,"52","A","KR 105 10 2","MONTECARLO","8253160",,"coldiolamo@gmail.com","CHAVERRA PALACIOS SEMENEWI",,"508","1"
"2021","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305172001403","COLEGIO DIOCESANO LAURA MONTOYA","807","NO OFICIAL","817.000000",,"874","A","KR 105 10 2","MONTECARLO","8259662 - 8253160",,,"JOSE FERNANDO VEGA VASQUEZ",,"58500","1"
"2020","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305172001403","COLEGIO DIOCESANO LAURA MONTOYA","1002","NO_OFICIAL","817",,"52","A","KR 105 10 2","MONTECARLO","8253160",,"coldiolamo@gmail.com","CHAVERRA PALACIOS SEMENEWI",,"479","1"
"2018","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305172001403","COLEGIO DIOCESANO LAURA MONTOYA","1002","NO_OFICIAL","817",,"52","A","KR 105 10 2","MONTECARLO","8253160",,"coldiolamo@gmail.com","CHAVERRA PALACIOS SEMENEWI",,"656","1"
"2019","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305197001629","COLEGIO MONSEÑOR ALFONSO URIBE JARAMILLO","1002","NO_OFICIAL","817",,"52","A","CASA CURAL","CASA CURAL","8348155",,,"GALLEGO ZULUAGA MARTHA CECILIA",,"35","1"
"2020","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305197001629","COLEGIO MONSEÑOR ALFONSO URIBE JARAMILLO","1002","NO_OFICIAL","817",,"52","A","CL 21 19 49","CASA CURAL","5699090 ext 672",,"serdep.sec@uco.edu.co","AGUDELO MESA ANGEL DAVID",,"6","1"
"2019","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305212000031","COLEGIO LA ASUNCION","1002","NO_OFICIAL","817",,"52","A","KR 49 48 19","BARRIO  SIMÓN BOLIVAR","2748008","2742244","instasuncion@hotmail.com","MARGARITA MARIA SIERRA JARAMILLO",,"674","1"
"2021","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305212000031","COLEGIO LA ASUNCION","807","NO OFICIAL","817.000000",,"874","A","KR 49 48 19","BARRIO  SIMÓN BOLIVAR","2748008","2742244","instasuncion@hotmail.com","MARGARITA MARIA SIERRA JARAMILLO",,"67509","1"
"2020","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305212000031","COLEGIO LA ASUNCION","1002","NO_OFICIAL","817",,"52","A","KR 49 48 19","BR SIMÓN BOLIVAR","2748008","2742244","instasuncion@hotmail.com","MARGARITA MARIA SIERRA JARAMILLO",,"616","1"
"2018","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305212000031","COLEGIO LA ASUNCION","1002","NO_OFICIAL","817",,"52","A","KR 49 48 19","BARRIO  SIMÓN BOLIVAR","2748008","2742244","instasuncion@hotmail.com","MARGARITA MARIA SIERRA JARAMILLO",,"689","1"
"2019","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305212000057","COLEGIO COOPERATIVO JUAN DEL CORRAL","1002","NO_OFICIAL","817",,"52","A","KR 40 48 114",,"2742422","27457 05","coojuandelcorral@gmail.com","JHON JAIRO OSORIO ECHEVERRI",,"431","1"
"2021","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305212000057","COLEGIO COOPERATIVO JUAN DEL CORRAL","807","NO OFICIAL","817.000000",,"874","A","KR 40 48 114",,"2742422","27457 05","coojuandelcorral@gmail.com","JHON JAIRO OSORIO ECHEVERRI",,"48906","1"
"2020","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305212000057","COLEGIO COOPERATIVO JUAN DEL CORRAL","1002","NO_OFICIAL","817",,"52","A","KR 40 48 114",,"2742422","27457 05","coojuandelcorral@gmail.com","JHON JAIRO OSORIO ECHEVERRI",,"426","1"
"2018","5","ANTIOQUIA","3758","ANTIOQUIA","5120","CÁCERES","305212000057","COLEGIO COOPERATIVO JUAN DEL CORRAL","1002","NO_OFICIAL","817",,"52","A","KR 40 48 114",,"2742422","27457 05","coojuandelcorral@gmail.com","JHON JAIRO OSORIO ECHEVERRI",,"455","1"
