"item","expediente","empresa","direccion","telefono","correo_electronico","tramite","no_resolucion_y_fecha","descripci_n","estado","aceites_usados","gasolina","nafta","petroleo_crudo","acpm","destilado","varsol","combustoleo","gas_natural","lodos_de_producci_n_borras","aguas_de_producci_n","ar_domesticas","rs_contaminados_con","condensado","butil_caustica","hipoclorito_de_sodio","detergente_industrial","corrosivos_low_cor","yodo","anhidro_aftalico","potasa_caustica","acido_nitrico","acido_clorhidrico","cloro","cloruro_de_sodio","soda_caustica","hidrocarburo_gnc","aceite_de_palma","hipoclorito_de_sodio_1","jarabe_de_maiz","aceite_hidraulico","acido_fosforico","acido_acetico","bicarbonato_de_sodio","butanediol","hidroxido_de_calcio","carbonato_de_calcio","carbonato_de_potasio","clorato_de_potasio","cloruro_de_calcio","formiato_de_potasio","etil_glicol","hipoclorito_de_calcio","hipoclorito_de_sodio_2","nitrato_de_potasio","nitrato_de_magnesio_liquido","alcohol_etileno_normal","monoxido_de_carbono","sulfato_de_potasio","thinner","tolueno","xileno","aceite_de_motor","estopas_trapos_geomembranas","envases_de_pintura","diluyente","baterias","tonner_y_cartucho_usado_de","tubos_flourescentes","madera_contaminada_con","filtros_contaminados_con","material_contaminado_con","manguera_contaminada_con","bolsas_de_cemento","icopor_contaminado_con","pvc_contaminado_con","residuos_de_aparatos","escombros","llantas","empaques_de_quimicos","fluidos_o_tierra_contaminada","rs_ordinarios","residuos_organicos","residuos_especiales","residuos_aceitosos_aguas","jet_a1","liquido_desintegrador_m_o","salmueras_y_fluidos_salinos","residuos_de_la_produccion","residuos_de_plaguicidas","residuos_desinfectantes","pinturas_y_barnices","cal","barita","flocs","estibas_contaminadas","metales_contaminados","hidroxido_de_sodio","dioxido_de_silicio","antiespumante_base_glicol","carbon_activado","cloruro_de_potasio","silicato_de_aluminio","metano","butano","propileno","disolvente_n4","dioxido_de_azufre","dioxido_de_nitrogeno","manganato_de_potasio","aserrin","cascara_de_nuez","nitrogeno_comprimido","aga_mix","oxido_nitroso","hexafloruro_de_azufre","helio","argon_comprimido","oxigeno_comprimido","dioxido_de_carbono","nitron","propanol","isobutanol","perlita_aislamiento_termico"
"23","3.5.2.11.017.013","GLOBAL DE LOGISTICA Y SERVICIOS S.A.S.","CLLE 15 No. 1-127 - VILAVICENCIO","317 515 7252","gerencia@globallogistics.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.018.0266 28/02/2018","Por medio de la cual se acoge el concepto técnico PM-GA 3.44.17.4426 del 26 de diciembre de 2017 con el cual se aprueba el plan de contingencias para el manejo de derrames de hidrocarburos, derivados y sustancias nocivas a favor de la empresa GLOBAL DE LOGÍSTICA Y SERVICIOS INTEGRALES MONTOYA BAEZ S.A.S, identificada con Nit 900264082-1, en jurisdicción del departamento del Meta.","ACTIVO","-","-","x","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"24","3.5.2.11.017.018","SERVICIO DE TRANSPORTES FERNANDEZ S.A.S.","MZ 2, CASA 2 BARRIO LAGUITOS - SAN CARLOS DE GUAROA","3204686510","servitransfernande79@hotmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.018.1560 31/07/2018","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.18.1807 del 17 de mayo de 2018 y se aprueba el plan de contingencias para las operaciones de transporte terrestre de hidrocarburos, residuos sólidos, residuos peligrosos y sustancias nocivas, a la empresa SERVICIO DE TRANSPORTES FERNANDEZ S.A.S identificada con Nit 900522599-4","ACTIVO","-","x","x","x","x","-","-","-","-","x","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"25","3.5.2.11.011.001","SOLUCIONES ECOLOGICAS E INGENIERIA S.A.","CLL 31 # 14-44 BARR LOS ROSALES - VILLAVICENCIO","666 1169","solucionesecologicas2005@yahoo.es","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.12.2227 DE 2012 PS-GJ.1.2.6.013.1961 DEL 2013","por medio del cual se ordena el registro como movilizador de aceites usados de la empresa SOLUCIONES ECOLÓGICAS S. A E.S.P CON NIT900116844-3, de conformidad con la resolución No. 735 del año 2006, expedida por Cormacarena, en la cual se adopta el manual de normas y procedimientos para la gestión de aceites usados en el departamento del meta y se dictan otras disposiciones.","ACTIVO","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"26","3.5.2.11.011.003","INSAM LTDA","MZ A CASA 35 -  EL PROGRESO - CASTILLA LA NUEVA","675 1308- 3202141923","insamltda@hotmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.11.1306 DE 31 DE AGOSTO DE 2011","por medio del cual se aprueba el plan de contingencias para el transporte de residuos peligrosos presentado por la sociedad INSAM LTDA ante Cormacarena","ACTIVO","-","-","-","-","-","-","-","-","-","X","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"27","3.5.2.11.011.007","RH GROUP S.A.S.","CLL 20 # 82-52 OFIC 439, CENTRO EMPRESARIAL HAYUELOS - BOGOTA","320 239 0279","luisfredy.ruis@rhgroup.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.17.0843 DE 01 DE JUNIO DE 2017","Por medio del cual se acoge el concepto técnico No.PM.GA.3.44.17.973 del 08 de mayo de 2017 y se aprueba el plan de contingencias para las operaciones de transporte terrestre de hidrocarburos, derivados y sustancias nocivas, a la empresa RH GROUP S.A.S, identificada con NIT.900394217-6","ACTIVO","-","X","X","X","X","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"28","3.5.2.11.012.008","CENTALS S.A.S. ESP","CRA 11 # 21-36 VILLANUEVA - CASANARE","313 448 7823","centalssas@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.15.1935 del 30 de octubre 2015","Por medio del cual se acoge el concepto técnico No. PM-GA3.44.15.1921 de fecha 27 de agosto de 2015, y se aprueba el plan de contingencias presentado por la empresa CENTALS CENTRO DE SERVICIOS AMBIENTALES S.A.S., Nit 900.363252-1 y se dictan otras disposiciones.","ACTIVO","-","-","-","-","-","-","-","-","-","-","-","X","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"29","3.5.2.11.013.002","PETROLSERVICES Y  CIA S EN C","CRA 7P # 36-37 - NEIVA HUILA","322 340 9399 - 875 0301","seguridadfisica.petrol@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","Resolucion 1.2.6.15.1517 de 20 de agosto de 2015","Por medio del cual se acoge el concepto tecnico No.PM.GA.3.44.15.1679 del 29 de julio de 2015 y se aprueba el plan de contingencias para las operaciones de transporte terrestre en tractocamiones de hidrocarburos, derivados y liquidos de la empresa PETROL SERVICE CIA S EN C.","ACTIVO","-","X","X","X","X","X","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"30","3.5.2.11.013.008","TRANSPORTES RIAÑO LTDA","CLL 1 # 6A - 100 BRR EL CERRITO - BOGOTA","893 2380","gerenciaadministrativa@transportesriano.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ 1.2.6.16 1378  5/OCT/2016","por medio del cual se acoge el concepto tecnico No. PM.GA.3.44.16.2411 del 29 de octubre de 2015 y se aprueba el plan de contingencias para el transporte terrestre en tractocamiones cisternas de hidrocarburos, derivados y liquidos en general, a la empresa TRANSPORTES RIAÑO S.A.S, identificada con Nit 900080306.5","ACTIVO","-","-","x","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"31","3.5.2.11.013.009","TRANSHICOL S.A.S.","CLLE 32 # 5-61","310 779 3971","gerencia@transhicol.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.017.0193 de 8/3/201","Por medio del cual se acoge el concepto tecnico No. PM.GA.3.44.17.123 del 24 de enero de 2017 y se aprueba el plan de contingencias para el transporte de hidrocarburos, sus derivados y demas mercancias peligrosas a nivel nacional, a la empresa TRANSHICOL S.A.S, identificada con Nit. 900454872-9.","ACTIVO","-","x","x","x","x","-","-","x","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","X","X","X","X","X","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"32","3.5.2.11.013.012","ECOSOLUCIONES LTDA","CRA 13 # 96-67 OFC 202 - BOGOTA","3134232537","jfmolina@ecosoluciones.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ 1..6.15.1184 06/jul/2015","Por medio del cual se acoge el concepto tecnico No. PM-GA 3.44.15.1254 de fecha 12 de junio de 2015 y se aprueba el plan de contingencia presentado por la empresa ECOSOLUCIONES S.A.S identificada con Nit. 900.013.989-1 y se dictan otras disposiciones.","ACTIVO","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","X","-","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"33","3.5.2.11.013.018","COOPERATIVA DE TRANSPORTADORES DEL SUR","CLL 200 # 21-73 ANILLO VIAL FLORIDABLANCA -  SANTANDER","639 9000 EXT 147","Auxiliarhseq@cotrasur.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PM-GJ.1.2.6.16.1867 07/FEB/016","por medio del cual se acoge el concepto tecnico No.PM.GA.3.44.16.2181 del 10 de noviembre de 2016 y se aprueba el plan nacional de contingencias para el transporte terrestre en tractocamiones cisternas de hidrocarburos, derivados y liquidos en general a la COOPERATIVA DE TRANSPORTADORES DEL SUR, identificada con Nit 890200219-3","ACTIVO","-","x","x","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"34","3.5.2.11.013.024","JBER INGENIERIA S.A.S.","CLL 86 BIS A # 15-22 OFI 201 - BOGOTA","236 0238","Administrativo@jberingenieria.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ 1.2.6.16.0753  22/JUN/2016","Por medio del cual se acoge el concepto tecnico No. PM.GA.3.44.16.536 del 01 de abril de 2016 y se aprueba el plan de contingencias para el transporte terrestre de tractocamiones cisternas de hidrocarburos, derivados y liquidos en general a la empresa JBER INGENIERIA S.A.S, identificada con Nit 900234337-6","ACTIVO","-","x","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"35","3.5.2.11.013.029","TRANSPORTES DEL NORTE S.A.","CLL 110 # 9- 25 PISO 10 OFIC 601 - BOGOTA","637 9668","Info@ptl.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ. 1.2.6.16.1866   30/01/2017 - PS-GJ.1.2.6.16.0631","Por medio del cual se acoge el concepto No. PM.GA.3.44.16.334 del 16 de febrero de 2016 y se aprueba el plan de contingencias para el transporte terrestre en tractocamiones cisternas de hidrocarburos, derivados y liquidos. A la empresa TRANSPORTES DEL NORTE SA. identificada con Nit 830094294-2","ACTIVO","-","x","x","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"36","3.5.2.11.013.031","TRANSPORTE LOGISTICO INTERNACIONAL DE CARGA S.A.S.","CALLE 16 # 115-02 OFI 301-302","320 832 8209 - 314 229 9473","gerenciaamin@hicarga.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ 1.2.6.014.1025 DEL 22 DE JULIO DE 2014","Por medio del cual se acoge el concepto tecnico PM-GA.3.44.14.1412 del 24 de junio de 2014 y se aprueba el plan de contingencia para el transporte de hidrocarburos y sustancias peligrosas en carro tanque a la empresa TRANSPORTE LOGISTICO INTERNACIONAL DE CARGAS S.A.S., con Nit No 900.387.614-8 en el departamento del Meta","ACTIVO","-","x","x","x","x","-","-","-","-","-","x",,,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"37","3.5.2.11.013.032","MONTAJES Y CONSTRUCCIONES FERMAR LTDA","CRA 19 # 55 - 59 URIBE URIBE","6023465","Fermar@fermarltda.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ.1.2.6.15.0106 de 13 Feb de 2015                       Res.1.2.6.15.0271              Res.1.2.6.15.0139","Por medio del cual se acoge el concepto tecnico No.PM-GA3.44.15.93 de enero26 de 2015 y se aprueba el plan de contingencia presentado por la empresa MONTAJES Y CONSTRUCCIONES FERMAR LTDA. Nit 800.143.237-1 y se dictan otras disposiciones","ACTIVO","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"38","3.5.2.11.013.034","ECOSERVICES COMPANY S.A.S.","CRR 40 # 5A - 271 SUR HACIENDA ROSA BLANCA CANAGUAY TORRE 3 - 602 VILLAVICENCIO","313 245 3178 - 310 2574058","ecoservices.company@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ 1.2.6.17.0087 11 enero de 2017  y PS-GJ 1.2.6.17.1218 06 julio de 2017","Por medio del cual se acoge el concepto tecnico No. PM.GA.3.44.17.26 del 11 de enero de 2017 y se aprueba el plan de contingencias para el transporte terrestre de residuos solidos peligrosos industriales, a la empresa ECOSERVICES COMPANY S.A.S identificada con Nit. 900361049-3.","ACTIVO","-","x","-","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"39","3.5.2.11.013.035","CORRECUPERAR SERVICES S.A. E.S.P.","CLL 2 SUR # 28-57 BOSQUES DE ROSA BLANCA","311 502 5675","Info@correcuperarservices.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ 1.26.16. 1556","Por medio del cual se acoge el concepto tecnico No. PM.GA.3.44.16.1692 del 12 de septiembre de 2016 y se aprueba el plan de contingencias para el transporte terrestre en tractocamiones cisternas de hidrocarburos, derivados y liquidos en general a la empresa CORRECUPERAR SERVICES S.A E.S.P, identificada con Nit 900389674-9","ACTIVO","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","X","X","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"40","3.5.2.11.013.036","PETROMOVIL DE COLOMBIA S.A.","CLLE 21 # 13 - 30 BUCARAMANGA  - SANTANDER","318 209 8032","carolinacaimona22@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ 1.2.6.14. 1865  DEL 29 DE OCTUBRE DE 2014","Por medio del cual se acoge el concepto tecnico PM-GA 3.44.14.2402 del 20 de octubre de 2014 y se aprueba el plan de contingencias presentado por la empresa PETROMOVIL DE COLOMBIA S.A identificada con Nit 900.233.700-2 y se dictan otras disposiciones.","ACTIVO","-","-","-","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"41","3.5.2.11.013.041","ADISPETROL S.A","AVENIDA TRONCAL DE OCCIDNETE # 18 - 76 MZ A LOTE 2 PARQUE INDUSTRIAL / MOSQUERA  - CUNDINAMARCA","267 38 38 EXT 3122","dpatino@adpsa.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ. 1.2.6,15.393 del 09 de marzo de 2015","por el cual se acoge el concepto tecnico PM-GA 3.44.14.2780 del 15 de diciembre de 2014 y se aprueba el plan de contingencias presentado por la empresa ADISPETROL identificada con Nit 860.054.978-1 y se dictan otras disposiciones","ACTIVO","-","x","-","x","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"42","3.5.2.11.013.046","SETIP INGENIERIA S.A.","CLL 15 NO. 92-70 OFIC 501 BOGOTA","236 9254","info@setipingenieria.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.017.1250 de 24 de junio de 2017","Por medio del cual se acoge el concepto tecnico No. PM.GA.3.44.17.975 del 08 de mayo de 2017 y se aprueba el plan de contingencias para el transporte de hidrocarburos a la empresa SETIP INGENIERIA S.A identificada con Nit 830092876-1","ACTIVO","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"43","3.5.2.11.013.047","FORWARD CARGO SERVICES","AV EL DORADO NO. 68C - 61 EDIF TORRE CENTRAL OF. 330 - BOGOTA","427 1967","info@fwcargo.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.017.0498 de 7/04/2017","Por medio del cual se acoge el concepto tecnico No. PM.GA.3.44.17.617 del 27 de marzo de 2017 y se aprueba el plan de contingencias para las operaciones de transporte terrestre de hidrocarburos, derivados y sustancias nocivas, a la empresa TRANSPORTES FORWARD S.A.S identificada con Nit 900243606-0","ACTIVO","-","x","x","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"44","3.5.2.11.013.056","LIMA TRANSPORTES S.A.","VIA 40 # 85 -470 BARRANQUILLA ATLANTICO","(5) 3870079","Administracion@limatransportes.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ 1.2.6.17.0892 de 05/06/2017","Por medio del cual se acoge el concepto tecnico No. PM.GA.3.44.17.401 del 28 de febrero de 2017 y se aprueba el plan de contingencias para las operaciones de transporte terrestre en tractocamion cisterna de hidrocarburos, derivados y liquidos en jusrisdiccion de CORMACARENA, a la empresa LIMA TRANSPORTES S.A identificada con Nit.900177052-8.","ACTIVO","-","x","x","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"45","3.5.2.11.013.057","TRANSPORTES MULTICARGA S.A.S.","CRA 07 # 40-33 YOPAL - CASANAARE","6355348- 3208328203","Administracion@transmulticarga.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.017.0663 de 04/05/2017","Por medio del cual se acoge el concepto tecnico No.PM.GA.3.44.17.383 del 23 de febrero de 2017 y se aprueba el plan de contingencia para las operaciones de transporte terrestre en tractocamiones cisterna de hidrocarburos y derivados, a la empresa TRANSPORTES MULTICARGA S.A.S, identificada con Nit 900364353.","ACTIVO","-","x","x","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"46","3.5.2.11.013.058","TRANSPORTES B.C.S. S.A.S.","CRR 10 # 9- 32 Brr SANTA TERESA  -CASTILLA LA NUEVA","320 234 0944","Transbcsg@hotmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.017.1720  07 noviembre de 2017                      RES. 1.2.6.16.0583","Por medio del cual se acoge el concepto tecnico No.PM.GA.3.44.17.2266 del 14 de agosto de 2017 y se aprueba la actualización del plan de contingencias para el transporte terrestre de hidrocarburos, derivados y líquidos en general, otorgado mediante resolución PS-GJ.1.2.6.16.0583 del 26 de mayo de 2016 a favor de la empresa TRANSPORTES B.C.S S.A.S,identificada con Nit 900464554-4.","ACTIVO","-","-","-","x","-","-","-","-","-","x","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
