"cantidaddebeneficiarios","cantidadbeneficioconsolidado","cantidadultimobeneficio","codigodepartamentoatencion","codigomunicipioatencion","condicionsexual","discapacidad","estadobeneficiario","estadocivil","etnia","fechainscripcionbeneficiario","fechaultimobeneficioasignado","genero","nivelescolaridad","nombredepartamentoatencion","nombremunicipioatencion","pais","rangoedad","tipoasignacionbeneficio","tipobeneficio","tipodocumento","tipopoblacion","rangovalorbeneficioconsolidadoasignado","rangovalorultimobeneficioasignado"
"1","1","1","54","54001","M-MUJER","NO","NO ACTIVO","ND","ND","2016-03-01","2015-01-01","Mujer","ND","NORTE DE SANTANDER","CUCUTA","COLOMBIA","30-49","INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","23","23001","ND","NO","NO ACTIVO","UL","ND","2016-08-01","2016-01-01","Mujer","SECUNDARIA","CORDOBA","MONTERIA","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"2","4","1","11","11001","M-MUJER","NO","NO ACTIVO","SO","ND","2018-03-01","2018-01-01","Mujer","ND","BOGOTA","BOGOTA D.C.","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","4","1","08","08001","ND","ND","NO ACTIVO","ND","ND","2017-11-01","2018-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","1","1","25","25754","H-HOMBRE","NO","NO ACTIVO","SO","ND","2017-10-01","2018-01-01","Hombre","ND","CUNDINAMARCA","SOACHA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","08","08001","M-MUJER","SI","NO ACTIVO","SO","ND","2016-02-01","2017-01-01","Mujer","SECUNDARIA","ATLANTICO","BARRANQUILLA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"35","3","1","11","11001","ND","NO","ACTIVO","Sin Información","ND","2016-05-01","2017-01-01","Mujer","ND","BOGOTA","BOGOTA D.C.","ND","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"2","5","1","11","11001","M-MUJER","NO","NO ACTIVO","ND","INDIGENA","2018-05-01","2018-01-01","Mujer","SECUNDARIA","BOGOTA","BOGOTA D.C.","COLOMBIA","06-17","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","11","11001","M-MUJER","NO","NO ACTIVO","ND","INDIGENA","2018-05-01","2018-01-01","Mujer","TECNICO","BOGOTA","BOGOTA D.C.","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","1","1","11","11001","H-HOMBRE","NO","NO ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2018-05-01","2017-01-01","Hombre","SECUNDARIA","BOGOTA","BOGOTA D.C.","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"4","4","1","11","11001","H-HOMBRE","NO","NO ACTIVO","SO","ND","2017-12-01","2018-01-01","Hombre","ND","BOGOTA","BOGOTA D.C.","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","3","1","13","13244","ND","NO","NO ACTIVO","ND","ND","2016-02-01","2017-01-01","Hombre","ND","BOLIVAR","EL CARMEN DE BOLIVAR","Colombia","06-17","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","RC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","25","25899","ND","NO","NO ACTIVO","UL","ND","2016-02-01","2015-01-01","Hombre","ND","CUNDINAMARCA","ZIPAQUIRA","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","5","1","54","54001","M-MUJER","NO","NO ACTIVO","UL","ND","2017-11-01","2018-01-01","Mujer","ND","NORTE DE SANTANDER","CUCUTA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","54","54001","H-HOMBRE","NO","NO ACTIVO","ND","ND","2016-03-01","2016-01-01","Hombre","ND","NORTE DE SANTANDER","CUCUTA","COLOMBIA",">65","INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","13","13001","H-HOMBRE","NO","NO ACTIVO","UL","ND","2018-01-01","2018-01-01","Hombre","ND","BOLIVAR","CARTAGENA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","1","1","11","11001","ND","NO","NO ACTIVO","SO","ND","2016-07-01","2015-01-01","Mujer","TECNICO","BOGOTA","BOGOTA D.C.","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","12","1","13","13001","H-HOMBRE","NO","NO ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2017-12-01","2018-01-01","Hombre","ND","BOLIVAR","CARTAGENA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","10","1","76","76001","H-HOMBRE","NO","NO ACTIVO","ND","ND","2017-12-01","2018-01-01","Hombre","ND","VALLE","CALI","COLOMBIA","50-65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"5","1","1","76","76001","H-HOMBRE","NO","NO ACTIVO","ND","ND","2016-05-01","2016-01-01","Hombre","ND","VALLE","CALI","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","08","08001","ND","NO","NO ACTIVO","VI","ND","2016-02-01","2015-01-01","Hombre","ND","ATLANTICO","BARRANQUILLA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","3","1","25","25754","M-MUJER","NO","NO ACTIVO","SO","ND","2018-02-01","2018-01-01","Mujer","ND","CUNDINAMARCA","SOACHA","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","1","1","18","18001","ND","NO","NO ACTIVO","SO","ND","2016-02-01","2015-01-01","Mujer","ND","CAQUETA","FLORENCIA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","25","25307","ND","NO","NO ACTIVO","SO","ND","2016-02-01","2015-01-01","Hombre","ND","CUNDINAMARCA","GIRARDOT","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","4","1","08","08001","M-MUJER","NO","NO ACTIVO","ND","ND","2017-10-01","2018-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","8","1","11","11001","H-HOMBRE","NO","NO ACTIVO","ND","ND","2017-12-01","2018-01-01","Hombre","ND","BOGOTA","BOGOTA D.C.","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","23","23001","H-HOMBRE","NO","NO ACTIVO","ND","ND","2016-05-01","2017-01-01","Hombre","ND","CORDOBA","MONTERIA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","8","1","08","08001","M-MUJER","NO","NO ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2017-12-01","2018-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","41","41078","ND","ND","ACTIVO","SO","ND","2016-02-01","2015-01-01","Hombre","ND","HUILA","BARAYA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","25","25899","ND","NO","NO ACTIVO","DI","ND","2016-02-01","2015-01-01","Hombre","ND","CUNDINAMARCA","ZIPAQUIRA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"2","4","1","08","08001","ND","ND","ACTIVO","Sin Información","ND","2017-11-01","2018-01-01","Hombre","ND","ATLANTICO","BARRANQUILLA","Colombia","50-65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","6","1","25","25740","ND","ND","NO ACTIVO","ND","ND","2018-05-01","2018-01-01","Mujer","ND","CUNDINAMARCA","SIBATE","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","RC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","05","05001","ND","NO","NO ACTIVO","Sin Información","ND","2015-10-01","2015-01-01","Mujer","ND","ANTIOQUIA","MEDELLIN","Colombia","18-29","INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION","ESPECIE","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","11","11001","ND","NO","NO ACTIVO","UL","ND","2016-05-01","2015-01-01","Hombre","TECNOLOGO","BOGOTA","BOGOTA D.C.","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","3","1","66","66001","H-HOMBRE","NO","NO ACTIVO","ND","ND","2016-05-01","2017-01-01","Hombre","ND","RISARALDA","PEREIRA","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","08","08001","ND","ND","ACTIVO","Sin Información","ND","2017-11-01","2018-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","Colombia","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"2","1","1","08","08001","ND","NO","NO ACTIVO","DI","ND","2016-02-01","2015-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","3","1","70","70473","ND","NO","NO ACTIVO","SO","ND","2018-05-01","2018-01-01","Mujer","SIN ESPECIFICAR","SUCRE","MORROA","ND","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","1","1","73","73504","ND","ND","NO ACTIVO","ND","INDIGENA","2016-02-01","2015-01-01","Hombre","ND","TOLIMA","ORTEGA","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"2","5","1","76","76364","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2017-12-01","2018-01-01","Mujer","ND","VALLE","JAMUNDI","ND","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","05","05001","ND","NO","NO ACTIVO","Sin Información","ND","2017-11-01","2018-01-01","Hombre","ND","ANTIOQUIA","MEDELLIN","ND","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","3","1","25","25754","H-HOMBRE","NO","NO ACTIVO","SO","ND","2018-04-01","2018-01-01","Hombre","ND","CUNDINAMARCA","SOACHA","COLOMBIA","50-65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"6","1","1","13","13001","ND","NO","NO ACTIVO","UL","ND","2016-02-01","2015-01-01","Mujer","ND","BOLIVAR","CARTAGENA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"2","1","1","73","73001","ND","NO","NO ACTIVO","SO","ND","2016-02-01","2015-01-01","Hombre","ND","TOLIMA","IBAGUE","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"4","4","1","05","05001","ND","NO","ACTIVO","Sin Información","ND","2018-04-01","2018-01-01","Mujer","ND","ANTIOQUIA","MEDELLIN","ND","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"2","7","1","11","11001","M-MUJER","NO","NO ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2018-05-01","2018-01-01","Mujer","SECUNDARIA","BOGOTA","BOGOTA D.C.","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","6","1","11","11001","M-MUJER","NO","NO ACTIVO","UL","ND","2017-10-01","2018-01-01","Mujer","ND","BOGOTA","BOGOTA D.C.","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","05","05837","ND","ND","ACTIVO","SO","ND","2016-05-01","2016-01-01","Mujer","SECUNDARIA","ANTIOQUIA","TURBO","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","2","1","13","13006","ND","NO","ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Hombre","ND","BOLIVAR","ACHI","ND","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","3","1","76","76001","M-MUJER","NO","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2018-05-01","2018-01-01","Mujer","SECUNDARIA","VALLE","CALI","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"2","1","1","54","54001","ND","NO","NO ACTIVO","ND","ND","2016-03-01","2015-01-01","Mujer","ND","NORTE DE SANTANDER","CUCUTA","COLOMBIA","30-49","INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","66","66001","M-MUJER","NO","ACTIVO","ND","ND","2016-05-01","2017-01-01","Mujer","ND","RISARALDA","PEREIRA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","11","11001","ND","NO","NO ACTIVO","SO","ND","2018-11-01","2018-01-01","Hombre","ND","BOGOTA","BOGOTA D.C.","ND","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"7","4","1","05","05001","H-HOMBRE","NO","NO ACTIVO","SO","ND","2017-10-01","2018-01-01","Hombre","ND","ANTIOQUIA","MEDELLIN","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","17","17001","ND","NO","NO ACTIVO","CA","ND","2016-01-01","2015-01-01","Mujer","SECUNDARIA","CALDAS","MANIZALES","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"2","4","1","08","08001","M-MUJER","NO","NO ACTIVO","UL","ND","2017-10-01","2018-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","4","1","08","08001","ND","ND","ACTIVO","ND","ND","2017-05-01","2018-01-01","Hombre","ND","ATLANTICO","BARRANQUILLA","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","3","1","13","13001","ND","NO","ACTIVO","Sin Información","ND","2017-02-01","2017-01-01","Mujer","ND","BOLIVAR","CARTAGENA","ND","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"2","9","1","08","08001","ND","NO","ACTIVO","Sin Información","ND","2018-02-01","2018-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","ND","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","17","17001","M-MUJER","NO","NO ACTIVO","SO","ND","2016-05-01","2017-01-01","Mujer","SIN ESPECIFICAR","CALDAS","MANIZALES","ND","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","10","1","08","08433","ND","ND","NO ACTIVO","ND","ND","2017-12-01","2018-01-01","Mujer","ND","ATLANTICO","MALAMBO","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","08","08001","M-MUJER","NO","NO ACTIVO","UL","ND","2017-10-01","2018-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","2","1","08","08001","H-HOMBRE","NO","NO ACTIVO","UL","ND","2018-05-01","2018-01-01","Hombre","ND","ATLANTICO","BARRANQUILLA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","25","25754","H-HOMBRE","NO","NO ACTIVO","SO","ND","2018-03-01","2018-01-01","Hombre","ND","CUNDINAMARCA","SOACHA","COLOMBIA","50-65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","76","76001","ND","NO","NO ACTIVO","Sin Información","ND","2016-02-01","2015-01-01","Mujer","ND","VALLE","CALI","ND","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","3","1","68","68081","ND","NO","ACTIVO","Sin Información","INDIGENA","2018-11-01","2018-01-01","Hombre","ND","SANTANDER","BARRANCABERMEJA","ND","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","4","1","08","08001","H-HOMBRE","NO","NO ACTIVO","UL","ND","2017-11-01","2018-01-01","Hombre","ND","ATLANTICO","BARRANQUILLA","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","13","13212","ND","NO","ACTIVO","Sin Información","ND","2016-05-01","2017-01-01","Mujer","ND","BOLIVAR","CORDOBA","ND","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"5","2","1","11","11001","M-MUJER","NO","NO ACTIVO","UL","ND","2018-04-01","2018-01-01","Mujer","ND","BOGOTA","BOGOTA D.C.","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","4","1","23","23001","M-MUJER","NO","NO ACTIVO","ND","ND","2016-05-01","2017-01-01","Mujer","ND","CORDOBA","MONTERIA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","05","05887","ND","NO","NO ACTIVO","Sin Información","ND","2018-11-01","2018-01-01","Mujer","ND","ANTIOQUIA","YARUMAL","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","3","1","76","76001","ND","ND","ACTIVO","ND","ND","2018-05-01","2018-01-01","Mujer","ND","VALLE","CALI","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","76","76001","M-MUJER","NO","ACTIVO","UL","INDIGENA","2018-11-01","2018-01-01","Mujer","SECUNDARIA","VALLE","CALI","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","2","1","08","08001","M-MUJER","NO","NO ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2018-05-01","2018-01-01","Mujer","TECNICO","ATLANTICO","BARRANQUILLA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"3","1","1","76","76001","ND","ND","ACTIVO","Sin Información","ND","2015-10-01","2015-01-01","Hombre","ND","VALLE","CALI","Colombia","30-49","INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"3","4","1","05","05001","M-MUJER","NO","NO ACTIVO","CA","ND","2018-01-01","2018-01-01","Mujer","ND","ANTIOQUIA","MEDELLIN","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","1","1","76","76001","ND","ND","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2016-05-01","2016-01-01","Mujer","ND","VALLE","CALI","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","6","1","20","20013","ND","ND","ACTIVO","ND","ND","2018-05-01","2018-01-01","Hombre","ND","CESAR","AGUSTIN CODAZZI","Colombia",">65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","3","1","05","05147","M-MUJER","NO","NO ACTIVO","ND","ND","2017-10-01","2018-01-01","Mujer","ND","ANTIOQUIA","CAREPA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","6","1","11","11001","ND","ND","NO ACTIVO","ND","ND","2018-08-01","2018-01-01","Hombre","ND","BOGOTA","BOGOTA D.C.","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","2","1","05","05001","ND","ND","ACTIVO","ND","ND","2018-04-01","2018-01-01","Mujer","ND","ANTIOQUIA","MEDELLIN","Colombia",">65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","11","1","68","68432","ND","NO","NO ACTIVO","Sin Información","ND","2017-12-01","2018-01-01","Mujer","ND","SANTANDER","MALAGA","ND","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","TI","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","3","1","50","50001","ND","ND","ACTIVO","Sin Información","ND","2017-12-01","2018-01-01","Mujer","ND","META","VILLAVICENCIO","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"2","4","1","25","25754","ND","NO","ACTIVO","Sin Información","ND","2017-11-01","2018-01-01","Mujer","ND","CUNDINAMARCA","SOACHA","ND","50-65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"4","1","1","54","54001","ND","NO","NO ACTIVO","ND","ND","2015-11-01","2015-01-01","Mujer","ND","NORTE DE SANTANDER","CUCUTA","COLOMBIA","30-49","INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","76","76001","M-MUJER","NO","ACTIVO","SO","INDIGENA","2018-10-01","2018-01-01","Mujer","SECUNDARIA","VALLE","CALI","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","5","1","27","27025","ND","ND","NO ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2017-12-01","2018-01-01","Mujer","ND","CHOCO","ALTO BAUDO","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","3","1","08","08001","M-MUJER","NO","NO ACTIVO","UL","ND","2017-11-01","2018-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","11","11001","ND","ND","NO ACTIVO","ND","ND","2016-05-01","2017-01-01","Mujer","ND","BOGOTA","BOGOTA D.C.","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"6","3","1","27","27001","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2017-05-01","2018-01-01","Mujer","ND","CHOCO","QUIBDO","ND","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
