"a_o","nombredepartamento","nombremunicipio","codigoestablecimiento","nombreestablecimiento","zona","direccion","telefono","codigo_etc","tipo_establecimiento","etnias","sector","genero","niveles","jornada","caracter","especialidad","grados","modelos_educativos","modelos","discapacidades","idiomas","numero_de_sedes","estado","prestador_de_servicio","propiedad_planta_fisica","resguardo","matricula_contratada","calendario","internado","estrato_socio_economico","correo_electronico"
"2016","SANTANDER","BUCARAMANGA","368001003167","COL  FEDERICO OZANAM                                                                                ","URBANA","CL 108 23 B 04","6361141","SONIA ESTHER CARVAJAL VALERO","INSTITUCION EDUCATIVA",,,,"MEDIA,BÁSICA SECUNDARIA","COMPLETA",,"ACADÉMICA","6,7,8,9,10,11","EDUCACIÓN TRADICIONAL","NO APLICA",,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"contacto@colfedericoozaman.edu.co"
"2016","SANTANDER","BUCARAMANGA","368001006930","COL PSICOPEDAG DE BUCARAMANGA- COLPSIBU                                                             ","URBANA","CR 9 NO 67A-10 BARRIO BUCARAMANGA","6416333","ERIKA LILIANA DAZA BENITEZ","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,TARDE",,,"-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"colpsibu@latinmail.com                            "
"2016","SANTANDER","BUCARAMANGA","168001004601","IE SANTO ANGEL","URBANA","CL 9 18 C 04","6731080-6401844","LUIS GERMAN CIFUENTES JEREZ","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE",,"ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,CAFAM",,,,"1",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,"ESTRATO 1","gercijer05@hotmail.com"
"2016","SANTANDER","BUCARAMANGA","368001005712","INST PEDAG EMANUEL                                                                                  ","URBANA","KR 28 35 57","6343966","BETSY HELENA MORENO RODRIGUEZ","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"COMERCIAL,ACADÉMICA","-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,"ESTRATO 4","instemanuel@hotmail.com"
"2016","SANTANDER","BUCARAMANGA","368001000028","COL  NTRA SRA DEL PERPETUO SOCORRO","URBANA","KR 17 51 46","6424851 - 6305996","FRANCISCO ISAZA DIAZ","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,NOCTURNA,TARDE,FIN DE SEMANA",,"OTRO,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,CAFAM,SAT,SER",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,"ESTRATO 3","Colperpetuo@gmail.com"
"2016","SANTANDER","BUCARAMANGA","168001000398","I E TEC NACIONAL DE COMERCIO","URBANA","CL 55 DIAG 14 54","6443837 - 6443890","YURBIN BUITRAGO REY","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE",,"COMERCIAL,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,CAFAM,SAT",,,,"2",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,"ESTRATO 3","instenalco98@hotmail.com"
"2016","SANTANDER","BUCARAMANGA","168001006396","IE GUSTAVO COTE URIBE","URBANA","KR 5 15 D 23","6732742","CLAUDIA BIBIANA FORERO MANTILLA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE,FIN DE SEMANA",,"ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,"1",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"coteuribe25@yahoo.com"
"2016","SANTANDER","BUCARAMANGA","368001006484","COLEGIO METROPOLITANO REAL DE MINAS   ","URBANA","CL 64 A 17 A 02","6416037","BLANCA MAGNOLIA AREVALO PEÑA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"COMERCIAL,ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,"ESTRATO 4","colmetroreall@hotmail.com.co                            "
"2016","SANTANDER","BUCARAMANGA","368001005569","JARD INF EL CLUB DE LOS SIMPSON                                                                     ","URBANA","CL 62 5 33","6444609","MARTHA CONSUELO LEON CURREA","CENTRO EDUCATIVO",,,,"PREESCOLAR","MAÑANA,TARDE",,"ACADÉMICA","-3","EDUCACIÓN TRADICIONAL",,"NO APLICA","INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,"ESTRATO 4","stefy_lamas@hotmail.com marconsul@hotmail.com"
"2016","SANTANDER","BUCARAMANGA","168001005691","IE LUIS CARLOS GALAN SARMIENTO","URBANA","CL 59 38 W 00","6416520-6441660","DANNY LUZ ALGARIN TORRES","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE",,"ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CAFAM",,,,"1",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,"ESTRATO 2","insluiscarlosgalan@hotmail.com"
"2016","SANTANDER","BUCARAMANGA","368001006158","COL  BOSTON","URBANA","KR 27 51 61","6431077-6572660","MARIA ESTELA RUIZ GALEANO","CENTRO EDUCATIVO",,,,"MEDIA,BÁSICA SECUNDARIA","MAÑANA,NOCTURNA",,"ACADÉMICA","6,7,8,9,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,CAFAM,SER",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"colbostonbuca@hotmail.com"
"2016","SANTANDER","BUCARAMANGA","368001005127","COL  ARCO IRIS                                                                                      ","URBANA","CL 103 19 06","6316491","LUZ EUGENIA REYES OVIEDO","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,TARDE",,,"-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"arieleba@yahoo.es"
"2016","SANTANDER","BUCARAMANGA","368001006212","INST EDUC FUNDACION ESTRUCTURAR                                                                     ","URBANA","KR 23 A 22 B 48","6404926 6730992","OLGA VILLAMIZAR ROJAS","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA,PRIMERA INFANCIA","MAÑANA,COMPLETA,TARDE",,"COMERCIAL,ACADÉMICA","-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","ENTORNO INSTITUCIONAL,ESCUELA NUEVA,ENTORNO COMUNIDAD,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,ENTORNO FAMILIAR",,,"INGLÉS","1",,"FUNDACION O CORPORACIONES","FUNDACION O CORPORACIONES","NO APLICA","NO","A",,"ESTRATO 2","estructurar@camaradirecta.com-(administracion o coordinacion@fundacionestructurar.org)"
"2016","SANTANDER","BUCARAMANGA","368001007693","COLEGIO INFANTIL MI RONDITA DE PAZ","URBANA","KR 25 W 64 43","6416101","LILIA ESTHER ARIZA ROCHA","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,TARDE",,,"-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"linico_m@hotmail.com"
"2016","SANTANDER","BUCARAMANGA","568001009390","JARD INF DUCKY CHILDS CENTER                                                                        ","URBANA","CR 41 NO 34A-219","6352232","YOBANA GRATERON MORALES","CENTRO EDUCATIVO",,,,"PREESCOLAR","MAÑANA",,,"-3","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"duckychildscenter@hotmail.com                     "
"2016","SANTANDER","BUCARAMANGA","368001006875","GIMNASION INFANTIL SAN FELIPE","URBANA","SIN DIRECCION","6",,"CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,TARDE",,,"-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"YA@HOTMAIL.COM"
"2016","SANTANDER","BUCARAMANGA","368001006011","COLEGIO BILINGUE NIÑO GENIO","URBANA","SIN DIRECCION","6",,"CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","TARDE",,,"0,1,2,3,4,5,6,24","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"YA@HOTMAIL.COM"
"2016","SANTANDER","BUCARAMANGA","368001000117","MANUEL ELKIN PATARROYO                                                                              ","URBANA","CR 30 CLL 51-41 BARRIO SOTOMAYOR","6430199","CARMEN LEONOR IBARRA SANTOS","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,TARDE,FIN DE SEMANA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,"ESTRATO 2","sabiocaldas@terra.com.co                          "
"2016","SANTANDER","BUCARAMANGA","368001005933","COL GIMN PONTEVEDRA                                                                                 ","URBANA","CL 51 28 49","6477224","SONIA CRISTINA LEON AYALA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"OTRO","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,"ESTRATO 3","rectoria@ginmasiopontevedra.net"
"2016","SANTANDER","BUCARAMANGA","168001001483","I E CLUB UNION","URBANA","CL 3 A 10 36","6719716-6719228","EDGAR HERNANDEZ HERNANDEZ","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA",,"ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,GRUPOS JUVENILES CREATIVOS,ACELERACIÓN DEL APRENDIZAJE,SER HUMANO",,,,"5",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"ieclubunion@hotmail.com"
"2016","SANTANDER","BUCARAMANGA","168001002633","I   E JOSE CELESTINO MUTIS","URBANA","KR 3 W 57 14","6412721 6411470","ESPERANZA TOLOZA LEON","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE",,"COMERCIAL,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL",,,,"1",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"colcelestinomutis@hotmail.com"
"2016","SANTANDER","BUCARAMANGA","368001007154","COLEGIO INTEGRAL DE CAPACITACION DE SANTANDER","URBANA","CL 34 20 30","6422102 - 6421563 ","FLORENTINO MONARES VERA","CENTRO EDUCATIVO",,,,"MEDIA,BÁSICA SECUNDARIA","MAÑANA,COMPLETA,FIN DE SEMANA",,"ACADÉMICA","23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,"ESTRATO 4","colincades@gmail.com"
"2016","SANTANDER","BUCARAMANGA","368001006298","COL  MUNDO CONSTRUCTIVO                                                                             ","URBANA","CLL 84 NO 24ª - 60","6363107","EMILSE CARREÑO VASQUEZ","CENTRO EDUCATIVO",,,,"PREESCOLAR","TARDE",,,"-3","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"                                                  "
"2016","SANTANDER","BUCARAMANGA","368001800008","COLEGIO EL NIÑO INVESTIGADOR NO.2","URBANA","KR 30 17 40",,"MARIA DEL ROSARIO CABALLERO CARVAJAL","CENTRO EDUCATIVO",,,,,,,,,,,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,
"2016","SANTANDER","BUCARAMANGA","368001005496","PREESC CIUDADELA INFANTIL                                                                           ","URBANA","DG 56 NO 3-25","6444472","MONICA ROJO MATEUS","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,,"-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"colciudadelainfantil@hotmail.com                  "
"2016","SANTANDER","BUCARAMANGA","368001003230","COL SAN LAUREANO                                                                                    ","URBANA","CL 42 13 33","6422485","ALICIA URIBE DE SANTOS","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,"ESTRATO 3","colsanlaureano@gmail.com"
"2016","SANTANDER","BUCARAMANGA","368001005411","FUND COL ADELINA CARDENAS DE MENDOZA                                                                ","URBANA","KR 23 36 73","6347593","AMIRA GOMEZ VILLAMIZAR","INSTITUCION EDUCATIVA",,,,"MEDIA,BÁSICA SECUNDARIA","COMPLETA",,"COMERCIAL,ACADÉMICA","6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"FUNDACION O CORPORACIONES","FUNDACION O CORPORACIONES","NO APLICA","NO","A",,"ESTRATO 3","coladelina@terra.com.co                           "
"2016","SANTANDER","BUCARAMANGA","168001001947","I E ACAD SANTA MARIA GORETTI","URBANA","CL DE LOS ESTUDIANTES 9 67","6414635 - 6444838","ANA ISABEL PINO SANCHEZ","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,"PEDAGOGICO,COMERCIAL,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,,"3",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"gorettisantamaria@hotmail.com"
"2016","SANTANDER","BUCARAMANGA","368001007146","CENT EDUC PAULO FREIRE                                                                              ","URBANA","CL 21 27 25","6832280","NANCY SANTO DOMINGO GUARIN","CENTRO EDUCATIVO",,,,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","NOCTURNA,FIN DE SEMANA",,"ACADÉMICA","21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS",,,"INGLÉS","1",,"FUNDACION O CORPORACIONES","FUNDACION O CORPORACIONES","NO APLICA","NO","A",,"ESTRATO 4","fundaideando@gmail.com"
"2016","SANTANDER","BUCARAMANGA","368001007456","COLEGIO INTEGRADO RAYITO DE LUZ","URBANA","CL 62 16 W 22","6802222 3103214033","AURORA VARGAS SEPULVEDA","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,TARDE",,"ACADÉMICA","-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A","NINGUNO","ESTRATO 2","colirayito@hotmail.com"
"2016","SANTANDER","BUCARAMANGA","168001002421","IE NUESTRA SEÑORA DEL PILAR","URBANA","AV LOS ESTUDIANTES 9 323","6445665 EXT 101-104-111","DORA BIBIANA SOLANO DALLOS","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA",,"COMERCIAL,ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,SER HUMANO",,,,"7",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,"ESTRATO 4","rectoriacolpilar@gmail.com"
"2016","SANTANDER","BUCARAMANGA","168001001203","IE CAMACHO CARREÑO","URBANA","CL 41 8 15","6429372 - 6428427","PEDRO ARNULFO PINILLA DIAZ","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,"ACADÉMICA","-2,0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23","POST PRIMARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,CAFAM,SAT,SER,SER HUMANO",,,,"2",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"iecamacho1952@hotmail.com"
"2016","SANTANDER","BUCARAMANGA","368001004015","COL  SAN BARTOLOME                                                                                  ","URBANA","KR 11 42 36","6302911","HERNANDO DURAN ALMEIDA","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,"ESTRATO 3","sanbartolome_3@hotmail.com                        "
"2016","SANTANDER","BUCARAMANGA","368001006051","LIC  REY DAVID                                                                                      ","URBANA","TV 21 50 47","6738796","JACQUELINE LOZADA JIMENEZ","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,"ESTRATO 1","liceoreydavid@yahoo.com.mx"
"2016","SANTANDER","BUCARAMANGA","368001006301","COLEGIO HARVARD                    ","URBANA","KR 36 53 32","6431864","MIGUEL ANGEL CASTAÑEDA","INSTITUCION EDUCATIVA",,,,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA",,"ACADÉMICA","6,7,8,9,10,11,21,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,"ESTRATO 6","colegioharvard_bga@yahoo.es"
"2016","SANTANDER","BUCARAMANGA","368001008002","MI PARQUE MAGICO - PREESCOLAR","URBANA","CL 62 17 E 100","6444494-6913100","CHANNY MAXINE MATIZ RODRIGUEZ","CENTRO EDUCATIVO",,,,"PREESCOLAR","ÚNICA",,,"-3","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,
"2016","SANTANDER","BUCARAMANGA","368001007979","COLEGIO ADVENTISTA LIBERTAD NORTE","URBANA","KR 20 6 47","6914332","MIGUEL ANGEL BUENO GARCIA","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA",,,"-2,-1,0,1,2,3,4,5,6,7,8","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"miangelbueno5@gmail.com "
"2016","SANTANDER","BUCARAMANGA","368001006506","JARD INFANTIL KID´S PARK","URBANA","KR 41 42 23","6359071","MARIA CLAUDIA MONTANINI HINESTROZA","CENTRO EDUCATIVO",,,,"PREESCOLAR","MAÑANA,COMPLETA,TARDE",,,"-3","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,"ESTRATO 5","secretaria@kidspark.edu.co"
"2016","SANTANDER","BUCARAMANGA","168001003052","JARD INF JOHN F. KENNEDY","URBANA","KR 12 16 36","6719244 - 6716253","HNA ROSA HELENA LOZANO FIGUEROA","CENTRO EDUCATIVO",,,,"PREESCOLAR","MAÑANA,COMPLETA",,,"-3","EDUCACIÓN TRADICIONAL",,,,"1",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"jarjohnkennedy@hotmail.com"
"2016","SANTANDER","BUCARAMANGA","368001002772","COL COOP DE  PROFESORES DE SANTANDER COOPROFESORES                                                  ","URBANA","AV 87 NO 23-165","63.613.066.363.084","FLOR ELBA GARCIA GOMEZ","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"FUNDACION O CORPORACIONES","FUNDACION O CORPORACIONES","NO APLICA","NO","A",,,"fundacoop_4@hotmail.com                           "
"2016","SANTANDER","BUCARAMANGA","368001007405","FUNDACION CAMPESTRE GIMNASION MCI    ","URBANA","SIN DIRECCION","64270","JJ","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,,"-2,-1,0,1,2,3,4,5,7,8","EDUCACIÓN TRADICIONAL",,,,"1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"ya@hotmail.com"
"2016","SANTANDER","BUCARAMANGA","368001002501","COL SAGRADO CORAZON DE MARIA                                                                        ","URBANA","CLL 35  CR 8  CASA 68","6304852","CARMENZA LOPEZ VALDIVIEZO","INSTITUCION EDUCATIVA",,,,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA",,"ACADÉMICA","1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"coldecodema@yahoo.com.es                          "
"2016","SANTANDER","BUCARAMANGA","368001008011","INST  FUNDESOL                                                                                      ","URBANA","KR 18 36 24","6704677","DRA. YOLANDA JAIMES PINTO","CENTRO EDUCATIVO",,,,"MEDIA,BÁSICA SECUNDARIA","NOCTURNA,FIN DE SEMANA",,"ACADÉMICA","23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"fundesol@hotmail.com"
"2016","SANTANDER","BUCARAMANGA","268001002301","CENT EDUC RURAL LA MALAÑA","RURAL","VIA ACUEDUCTO KM 1","6343445","ANA HAIDEE CACERES VILLAMIZAR","CENTRO EDUCATIVO",,,,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA",,"ACADÉMICA","0,1,2,3,4,5,6,21,22,23,24","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL,SER HUMANO",,,,"3",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,,"lamalana@terra.com.co"
"2016","SANTANDER","BUCARAMANGA","368001000711","COL  SANTA MARIA MAGGIORE                                                                           ","URBANA","CLL 18 NO. 24-55","63.287.786.328.788","LIC. MARIA NUBIA DULCEY C.","INSTITUCION EDUCATIVA",,,,"MEDIA,BÁSICA SECUNDARIA","MAÑANA",,"COMERCIAL,ACADÉMICA","6,7,8,9,10,11","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"colmaggiore@epm.net.co                            "
"2016","SANTANDER","BUCARAMANGA","168001006205","IE ORIENTE MIRAFLORES","URBANA,RURAL","KM 2  VIA PAMPLONA NO. 50-46","6329111- 6329161","YOLANDA FLOREZ SERRANO","INSTITUCION EDUCATIVA",,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE,FIN DE SEMANA",,"COMERCIAL,AGROPECUARIO,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,CAFAM,SER HUMANO",,,,"6",,"OFICIAL","OFICIAL","NO APLICA","NO","A",,"ESTRATO 2","orientemiraflores@gmail.com"
"2016","SANTANDER","BUCARAMANGA","368001000907","COL  ATENAS                                                                                         ","URBANA","CR 26 NO 33-73","64.510.926.454.952","NELLY RIVEROS LONDOÑO","INSTITUCION EDUCATIVA",,,,"MEDIA","FIN DE SEMANA",,"ACADÉMICA","10,11","EDUCACIÓN TRADICIONAL",,,"INGLÉS","1",,"PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","A",,,"                                                  "
