"municipio","codigo_prestador","razon_social","codigo_habilitacion","codigo_municipio","nombre_de_sede","gerente","zona","direccion","barrio","telefono","fax","email","fecha_apertura","nit","dv","ese","nivel","caracter","sede_principal","horario_lunes","horario_martes","horario_miercoles","horario_jueves","horario_viernes","horario_sabado","horario_domingo"
"MACANAL","1542500343","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MACANAL","1542500343","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MACANAL","ESPERANZA PARRA RODRIGUEZ","URBANA","CALLE 4 No. 7 - 24",,"7590178","7590178","contactenos@esecentrodesaluddemacanal.gov.co","2006-11-16T00:00:00.000","820000857","1","SI","1","MUNICIPAL","SI","08 a 18","08 a 18","08 a 18","08 a 18","08 a 18","00 a 00","00 a 00"
"MARIPÍ","1544200356","EMPRESA SOCIAL DEL ESTADO RAFAEL SALGADO DE MARIPI","1544200356","01","EMPRESA SOCIAL DEL ESTADO RAFAEL SALGADO DE MARIPI","CLAUDIA PATRICIA JARAMILLO QUIROGA","URBANA","CALLE 3 3-20","CENTRO","8021808","8081808","centrodesaludrafaelsalgado@gmail.com","2011-09-13T00:00:00.000","820003291","5","SI","1","MUNICIPAL","SI","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"MARIPÍ","1544200356","EMPRESA SOCIAL DEL ESTADO RAFAEL SALGADO DE MARIPI","1544200356","04","PUESTO DE SALUD DE ZULIA","CLAUDIA PATRICIA JARAMILLO QUIROGA","RURAL","INSPECCION DE ZULIA","INSPECCION DE ZULIA","3105771908","3105771908","centrodesaludrafaelsalgado@gmail.com","2015-01-09T00:00:00.000","820003291","5","SI","1","MUNICIPAL","NO","00 a 00","00 a 00","08 a 16","00 a 00","00 a 00","00 a 00","00 a 00"
"MARIPÍ","1544200356","EMPRESA SOCIAL DEL ESTADO RAFAEL SALGADO DE MARIPI","1544200356","05","PUESTO DE SALUD DE SANTA ROSA","CLAUDIA PATRICIA JARAMILLO QUIROGA","RURAL","INSPECCION DE SANTA ROSA","INSPECCION DE SANTA ROSA","3105771908","3105771908","centrodesaludrafaelsalgado@gmail.com","2015-01-09T00:00:00.000","820003291","5","SI","1","MUNICIPAL","NO","08 a 16","00 a 00","00 a 00","00 a 00","00 a 00","00 a 00","00 a 00"
"MIRAFLORES","1545500726","HOSPITAL REGIONAL DE MIRAFLORES EMPRESA SOCIAL DEL ESTADO","1545500726","01","HOSPITAL REGIONAL DE MIRAFLORES E.S.E.","SONIA PATRICIA RODRIGUEZ NIÑO","URBANA","CALLE 4 No. 5-45","EL CAMELLON","(098)7331347","(098)7330152","hospitalmiraflores@hotmail.com","2006-11-16T00:00:00.000","800152970","3","SI","2","DEPARTAMENTAL","SI","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24",
"MONGUA","1546400575","E.S.E CENTRO DE SALUD SAN JERONIMO DE MONGUA","1546400575","01","E.S.E CENTRO DE SALUD SAN JERONIMO DE MONGUA","RODRIGO EMILIO DIAZ SERRANO","URBANA","Cra 4 No. 4 - 33","centro","3203020498","3203020498","sanjeronimongua@hotmail.com","2011-09-06T00:00:00.000","826002930","0","SI","1","MUNICIPAL","SI","07 a 16","07 a 16","07 a 16","07 a 16","07 a 16","00 a 00","00 a 00"
"MONGUÍ","1546600764","EMPRESA SOCIAL DEL ESTADO HOSPITAL LAS MERCEDES DE MONGUI","1546600764","01","EMPRESA SOCIAL DEL ESTADO HOSPIATAL LAS MERCEDES DE MONGUI","ERLY JOHANNA GUTIERREZ CACERES","URBANA","KRA 5 7-00","DIVINA MISERICORDIA","(098) 7782061","(098) 7782061","calidadhlasmercedes@gmail.com","2006-11-15T00:00:00.000","826002777","1","SI","1","MUNICIPAL","SI","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"MONIQUIRÁ","1546900823","HOSPITAL REGIONAL DE MONIQUIRA ESE","1546900823","01","HOSPITAL REGIONAL DE MONIQUIRA ESE","LUIS CARLOS OLARTE CONTRERAS","URBANA","Calle 4 A No. 9-101","Barrio Ricaurte","7282630","7282630","contactenos@hrm.gov.co","2006-11-15T00:00:00.000","891800395","1","SI","2","DEPARTAMENTAL","SI","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"MOTAVITA","1547600373","EMPRESA SOCIAL DEL ESTADO. CENTRO DE SALUD DE MOTAVITA","1547600373","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE MOTAVITA","ANGELA XIOMARA HOYOS GOMEZ","URBANA","cra 2 No. 1-87",,"987400556","987400556","ese@motavita-boyaca.gov.co","2006-11-15T00:00:00.000","820003404","0","SI","1","MUNICIPAL","SI","8 a.m. - 5 p.m.","8 a.m. -5 p.m.","8 a.m.- 5 p.m.","8 a.m. - 5 p.m.","8 a.m. -5 p.m.",,
"MUZO","1548000506","EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA","1548000506","01","EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA","MYRIAM JANNETH CABARCAS CASTILLO","URBANA","KR 6 7-80","SANTA ANA","987256060","987256740","esehospitalsantaana@yahoo.com","2006-11-15T00:00:00.000","800254850","6","SI","1","MUNICIPAL","SI","8am 12:30pm 2 a 6pm","8am 12:30pm 2 a 6pm","8am 12:30pm 2 a 6pm","8am 12:30pm 2 a 6pm","8am 12:30pm 2 a 6pm","no hay prestacion",
"NOBSA","1549100708","EMPRESA SOCIAL DEL ESTADO UNIDAD DE SALUD ""SALUD NOBSA""","1549100708","01","EMPRESA SOCIAL DEL ESTADO UNIDAD DE SALUD ""SALUD NOBSA""","CARMEN LUZ MARTINEZ BARRAZA","URBANA","Carrera 3 # 10 - 135","JERONIMO HOLGUIN","987773017","987773017","gerencia@ese-nobsa-boyaca.gov.co","2006-11-10T00:00:00.000","826002019","5","SI","1","MUNICIPAL","SI","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"NOBSA","1549100708","EMPRESA SOCIAL DEL ESTADO UNIDAD DE SALUD ""SALUD NOBSA""","1549100708","02","EMPRESA SOCIAL DEL ESTADO UNIDAD DE SALUD ""SALUD NOBSA"" CENTRO DE ATENCION NAZARETH","CARMEN LUZ MARTINEZ BARRAZA","RURAL","CENTRO","NAZARETH","7773017","7773017","gerencia@ese-nobsa-boyaca.gov.co","2006-11-10T00:00:00.000","826002019","5","SI","1","MUNICIPAL","NO","07 a 17","00 a 00","00 a 00","00 a 00","07 a 17","00 a 00","00 a 00"
"NUEVO COLÓN","1549400706","Empresa Social del Estado Centro de Salud Nuevo Colón","1549400706","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD NUEVO COLON","RUBY MARYORY CARO ARIAS","URBANA","CARRERA 3 No. 2 - 16","CENTRO URBANO","3118082003","3118082003","esenuevocolon@yahoo.com","2011-09-01T00:00:00.000","820003328","9","SI","1","MUNICIPAL","SI","08 a 17","08 a 17","08 a 17","08 a 17","08 a 17","00 a 00","00 a 00"
"OICATÁ","1550000666","EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD OICATÁ","1550000666","01","EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD OICATÁ","JOSE ANDRES RAMIREZ SUAREZ","URBANA","CENTRO","CENTRO","3122862796","3122862796","eseoicata@yahoo.com","2006-10-16T00:00:00.000","820003973","1","SI","1","MUNICIPAL","SI","8-12 13-17","8-12 13-17","8-12 13-17","8-12 13-17","8-12 13-17",,
"OTANCHE","1550700632","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD MANUEL ELKIN PATARROYO","1550700632","01","ESE CENTRO DE SALUD MANUEL ELKIN PATARROYO","SANDRA MILENA GONZALEZ SANCHEZ","URBANA","CARRERA 5 NUMERO 5-04","CENTRO","7259788","7259252","centrodesaludotanche@yahoo.es","2011-09-07T00:00:00.000","820004318","1","SI","1","MUNICIPAL","SI","08 a 18","08 a 18","08 a 18","08 a 18","08 a 18","08 a 12","08 a 12"
"PACHAVITA","1551100832","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD ""NUESTRA SEÑORA DE GUADALUPE""","1551100832","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD ""NUESTRA SEÑORA DE GUADALUPE""","FIDELA MARIA CASTRO BARRIOS","URBANA","KR 2 No 2-51","CENTRO","(098)7592075","(098)7592075","esepachavita1@gmail.com","2006-11-16T00:00:00.000","820003516","7","SI","1","MUNICIPAL","SI","08 a 05","08 a 05","07 a 04","08 a 05","08 a 05","00 a 00","00 a 00"
"PÁEZ","1551400659","Empresa Social del Estado Jorge González Olmos","1551400659","01","Empresa Social del Estado Centro de Salud Jorge González Olmos","ADRIANA MARCELA CEPEDA REYES","URBANA","Calle 3b Nº 3-63","Centro","3118118044- 3118118023",,"esepaez@yahoo.es","2006-10-31T00:00:00.000","820003915","2","SI","1","MUNICIPAL","SI","08 a 18","08 a 18","08 a 18","07 a 18","08 a 17","00 a 00","00 a 00"
"PAIPA","1551600732","E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA","1551600732","01","E.S.E. HOSPITAL SAN VICENTE DE PAÚL","GERMAN FRANCISCO PERTUZ GONZALEZ","URBANA","CARRERA 20 # 21-37","CENTRO","7855906 ext 100",,"hospitalpaipa@yahoo.com","2011-09-02T00:00:00.000","891855209","4","SI","1","MUNICIPAL","SI","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"PAIPA","1551600732","E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA","1551600732","02","CENTRO DE SALUD DE PALERMO","JOSE RAMON MERCHAN RUIZ","RURAL","CORREGIMIENTO DE PALERMO","PALERMO","7850110","7850110","hospitalpaipa@yahoo.com","2011-09-02T00:00:00.000","891855209","4","SI","1","MUNICIPAL","NO","07 a 17","07 a 17","07 a 17","07 a 17","07 a 17","07 a 17","07 a 17"
"PAJARITO","1575900798","HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO","1551800798","03","UNIDAD BASICA DE ATENCION DEL MUNICIPIO DE PAJARITO","SHEYLA FANORY CAICEDO RINCON","URBANA","CALLE 2 Nº 4 - 00","CENTRO","7847055 987726048","7847055 987726048","gerencia@hospitalsogamoso.gov.co","2015-06-19T00:00:00.000","891855039","9","SI","2","DEPARTAMENTAL","NO","08 a 18","08 a 18","08 a 18","08 a 18","08 a 18","00 a 00","00 a 00"
"PANQUEBA","1533200584","E.S.E. HOSPITAL ANDRES GIRARDOT DE GUICAN","1552200584","03","PUESTO DE SALUD DE PANQUEBA","CARLOS ALBERTO CORREDOR SIACHOQUE","URBANA","CENTRO","CENTRO","3124015805",,"esehag@gmail.com","2006-11-15T00:00:00.000","891855439","1","SI","1","MUNICIPAL","NO","08 a 18","08 a 18","08 a 18","08 a 18","08 a 17","00 a 00","00 a 00"
"PAUNA","1553100507","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD EDGAR ALONSO PULIDO SOLANO","1553100507","01","CENTRO DE SALUD EDGAR ALONSO PULIDO SOLANO","FABIAN ARLEY PARRA RAMIREZ","URBANA","CALLE 7 No 3-46","SAN ROQUE","3132961549 3132948951",,"secretaria@esepaunaboyaca.gov.co","2006-11-16T00:00:00.000","820002916","5","SI","1","MUNICIPAL","SI","08 a 17","08 a 17","08 a 17","08 a 17","00 a 00","00 a 00","08 a 14"
"PAYA","1553300753","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE PAYA","1553300753","01","EMPRESA SOCIAL DEL CENTRO DE SALUD DE PAYA","CLAUDIA ISABEL SALAMANCA ARIZA","URBANA","CENTRO","CENTRO","3208468038","3208468038","centrodesalud@paya-boyaca.gov.co","2006-11-16T00:00:00.000","826002226","3","SI","1","MUNICIPAL","SI","08 a 06","08 a 06","08 a 06","08 a 06","08 a 06","00 a 00","00 a 00"
"PAYA","1553300753","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE PAYA","1553300753","02","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE PAYA INSPECCION DE MORCOTE","CLAUDIA ISABEL SALAMANCA ARIZA","RURAL","MORCOTE","INPECCION DE MORCOTE","3208468038",,"centrodesalud@paya-boyaca.gov.co","2006-11-16T00:00:00.000","826002226","3","SI","1","MUNICIPAL","NO","08 a 06","08 a 06","08 a 06","08 a 06","08 a 06","00 a 00","00 a 00"
"PAZ DE RÍO","1553701086","EMPRESA SOCIAL DEL ESTADO SALUD PAZ DE RIO","1553701086","01","ESE SALUD PAZ DE RIO","JAIRO ARTURO CAMARGO HERNANDEZ","URBANA","KR 4 No 7-32","COLONIAL","987865132","987865132","esesaludpaz@hotmail.com","2011-09-14T00:00:00.000","826002718","5","SI","1","MUNICIPAL","SI","08 a 18","08 a 18","08 a 18","08 a 18","08 a 18","08 a 00","00 a 00"
"PESCA","1554200782","E.S.E. SALUD PESCA","1554200782","01","E.S.E. SALUD PESCA PRODUCTIVA","RODRIGUEZ LOPEZ MAGDA LIZZETH","URBANA","KR1 CL6","LA CAMPIÑA","3202865029","3202865029","esepesca@gmail.com","2006-11-15T00:00:00.000","826002031","4","SI","1","MUNICIPAL","SI","07 a 18","07 a 18","07 a 18","07 a 18","07 a 18","00 a 00","00 a 00"
"PISBA","1555000811","EMPRESA SOCIAL DEL ESTADO NUESTRA SEÑORA DEL ROSARIO DE PISBA","1555000811","01","EMPRESA SOCIAL DEL ESTADO NUESTRA SEÑORA DEL ROSARIO DE PISBA","Yuly Milena Gutiérrez Moreno","URBANA","CENTRO","CENTRO","3134618481- 3214160307","3134618481","esedepisbaboyaca2018@gmail.com","2006-11-16T00:00:00.000","826002963","3","SI","1","MUNICIPAL","SI","8 -12 - 2- 5","8 -12 - 2- 5","8 -12 - 2- 5","8 -12 - 2- 5",,,"8 -12 - 2- 5"
"PUERTO BOYACÁ","1557200807","EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSE CAYETANO VASQUEZ","1557200807","01","EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSE CAYETANO VASQUEZ","CARLOS JULIO ORTEGA OLAYA","URBANA","KR 5 No 26-2 avenida santander","AVENIDA SANTANDER","7386533-3158680203","7386584","hospijcv@yahoo.com","2006-11-15T00:00:00.000","891800570","2","SI","2","DEPARTAMENTAL","SI","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"PUERTO BOYACÁ","1557200807","EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSE CAYETANO VASQUEZ","1557200807","02","PUESTO DE SALUD PUEBLO NUEVO","CARLOS JULIO ORTEGA OLAYA","URBANA","PUEBLO NUEVO","PUEBLO NUEVO","7386127","7386121","hospijcv@yahoo.com","2007-09-19T00:00:00.000","891800570","2","SI","2","DEPARTAMENTAL","NO","7:00-1:00 Y 2:00-6:00PM","7:00-1:00 Y 2:00-6:00PM","7:00-1:00 Y 2:00-6:00PM","7:00-1:00 Y 2:00-6:00PM","7:00-1:00 Y 2:00-6:00PM","7:00-1:00",
"QUÍPAMA","1558000813","ESE CENTRO DE SALUD NUESTRA SEÑORA DE LA PAZ","1558000813","01","ESE CENTRO DE SALUD NUESTRA SEÑORA DE LA PAZ","SANDRA YASMILE ALVARADO MARIÑO","URBANA","CRA 9 # 2-102","EL DORADO","310 8840517 310 8840521","3108840518","esequipama@yahoo.es","2011-10-04T00:00:00.000","820002854","7","SI","1","MUNICIPAL","SI","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"QUÍPAMA","1558000813","ESE CENTRO DE SALUD NUESTRA SEÑORA DE LA PAZ","1558000813","02","PUESTO DE SALUD LA FLORESTA","MARIA ISABEL NIÑEZ FLORIAN","RURAL","CENTRO POBLADO",,"310 8840517","310 8840518","esequipama@yahoo.es","2011-10-04T00:00:00.000","820002854","7","SI","1","MUNICIPAL","NO","00 a 00","00 a 00","00 a 00","08 a 14","00 a 00","00 a 00","00 a 00"
"RAMIRIQUÍ","1559900712","ESE HOSPITAL SAN VICENTE DE RAMIRIQUI","1559900712","01","ESE HOSPITAL SAN VICENTE DE RAMIRIQUÍ","JUAN PABLO ALVAREZ NAJAR","URBANA","KR 3 # 7-21","LOS LIBERTADORES","987327546","987327608","secretaria@hospitalramiriqui.gov.co","2006-11-16T00:00:00.000","891800644","9","SI","1","MUNICIPAL","SI","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24",
"RÁQUIRA","1560000810","ESE CENTRO DE SALUD SAN ANTONIO DE LA PARED DE RAQUIRA","1560000810","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN ANTONIO DE LA PARED","YULI PAULIN RUSSI CASTELLANOS","URBANA","CALLE 1A 5-10","CENTRO","987357280","387357216","gerencia.eseraquira@gmail.com","2011-09-06T00:00:00.000","820000886","3","SI","1","MUNICIPAL","SI","08 a 18","08 a 18","08 a 18","08 a 18","07 a 15","00 a 00","00 a 00"
"RONDÓN","1562101140","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN RAFAEL","1562101140","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN RAFAEL","DENNIS ANDREY ARIAS DOMINGUEZ","URBANA","KR 4 No 1 - 52","CENTRO","3124334027","3133979132","eserondon@hotmail.com","2006-11-15T00:00:00.000","820003444","5","SI","1","MUNICIPAL","SI","08 a 18","08 a 18","08 a 18","08 a 18","08 a 15","00 a 00","00 a 00"
"SABOYÁ","1563200812","ESE CENTRO DE SALUD SAN VICENTE FERRER","1563200812","01","ESE CENTRO DE SALUD SAN VICENTE FERRER","ARYENIS BALLESTEROS RODRIGUEZ","URBANA","KR 11 5-20","CENTRO","3103377510",,"esesaboyasanvicente@msn.com","2006-11-14T00:00:00.000","820003431","1","SI","1","MUNICIPAL","SI","07 a 16","07 a 16","07 a 16","07 a 16","07 a 16","08 a 12","00 a 00"
"SÁCHICA","1563800688","EMPRESA SOCIAL DEL ESTADO CENTRO DE SACHICA","1563800688","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE SACHICA","DIANA IBETH SANCHEZ AVILA","URBANA","Kr 3 No 6-05","CENTRO","3203059797","3203059797","e.s.e.sachica.boy@hotmail.com","2006-11-16T00:00:00.000","820004060","5","SI","1","MUNICIPAL","SI","08 a 17","08 a 17","08 a 17","08 a 17","08 a 17","00 a 00","00 a 00"
"SAMACÁ","1564600787","EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA MARTA DE SAMACA","1564600787","01","EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA MARTA DE SAMACA","ADRIANA XIMENA GALINDO SANDOVAL","URBANA","calle 4ª No. 2-18",,"987372008","987372008","esehospitalsamaca@hotmail.com","2006-11-16T00:00:00.000","891800335","8","SI","1","MUNICIPAL","SI","8 a12 y 2 a 6","8 a12 y 2 a 6","8 a12 y 2 a 6","8 a12 y 2 a 6","8 a12 y 2 a 6","00 a 24",
"SAN EDUARDO","1566000703","ese centro de salud jaime diaz perez","1566000703","01","ESE CENTRO DE SALUD JAIME DIAZ PEREZ","ANGY VIVIANA VARGAS ALVAREZ","URBANA","CALLE 5 5-01","CENTRO","7403065","7403065","esejaimediazperez@saneduardo-boyaca.gov.co","2011-09-05T00:00:00.000","820003906","6","SI","1","MUNICIPAL","SI","07 a 18","07 a 18","07 a 18","07 a 18","07 a 18","00 a 00","00 a 00"
"SAN JOSÉ DE PARE","1566400749","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE DE PARE","1566400749","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN JOSE DE PARE","WILMAN GIOVANNI VELASCO BARON","URBANA","CARRERA 3 No. 2 -56","CENTRO","7297206","7297206","ctrosaludsjp@hotmail.com ó esesanjosedepareboyaca@gmail.com","2006-11-15T00:00:00.000","820003360","5","SI","1","MUNICIPAL","SI","07 a 17","07 a 17","07 a 17","07 a 17","07 a 16","00 a 00","00 a 00"
"SAN LUIS DE GACENO","1566700804","ESE HOSPITAL SAN FRANCISCO","1566700804","01","EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO","CELY CRISTANCHO DALILA ANDREA","URBANA","CALLE 3 Nº 5 - 50","CENTRO","6248025","6248046","sanpachosalud@yahoo.com","2011-09-08T00:00:00.000","860060016","4","SI","1","DEPARTAMENTAL","SI","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"SAN MATEO","1575300332","EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA","1567300332","02","CENTRO DE SALUD DE SAN MATEO","JULIO CESAR PIÑEROS CRUZ","URBANA","CALLE 5 # 4a","CENTRO","098 - 2795080 EXT. 2009 CELULAR 3112873715",,"correspondencia@hospisoata.gov.co","2006-11-16T00:00:00.000","891800611","6","SI","2","DEPARTAMENTAL","NO","8 HORAS","8 HORAS","8 HORAS","8 HORAS","8 HORAS","8 HORAS",
"SAN MIGUEL DE SEMA","1567600581","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN MIGUEL DEL MUNICIPIO DE SAN MIGUEL DE SEMA","1567600581","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN MIGUEL","BLANCA FLOR CRUZ ARCOS","URBANA","CL 4 3 57","CENTRO","3112377762",,"esesanmiguel1@gmail.com","2006-11-16T00:00:00.000","820003401","9","SI","1","MUNICIPAL","SI","07 a 17","07 a 17","07 a 17","07 a 17","07 a 15","00 a 00","00 a 00"
"SAN PABLO DE BORBUR","1568100603","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN PABLO DE BORBUR","1568100603","01","Empresa Social del Estado Centro de SAlud San Pablo de Borbur","GIOVANNA XIMENA FORERO SANTANA","URBANA","calle 2 No. 1-41","Centro","7258142","7258142","esetesoreriasanpablo@gmail.com","2011-08-30T00:00:00.000","820003422","3","SI","1","MUNICIPAL","SI","08 a 17","08 a 17","08 a 17","08 a 17","08 a 17","00 a 00","08 a 12"
"SANTA MARÍA","1566700804","ESE HOSPITAL SAN FRANCISCO","1569000804","02","CENTRO DE SALUD DE SANTA MARIA","CELY CRISTANCHO DALILA ANDREA","URBANA","CENTRO","CENTRO","7520061","7520061","sanpachosalud@yahoo.com","2011-09-08T00:00:00.000","860060016","4","SI","1","DEPARTAMENTAL","NO","07 a 18","07 a 15","07 a 18","07 a 18","07 a 15","00 a 00","00 a 00"
"SANTANA","1568600845","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTANA","1568600845","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTANA","DALMIS GIOVANNI LEON QUITIAN","URBANA","Vereda Santa Barbara",,"987289584","987289584","ese.santanaboyaca@hotmail.com","2011-09-12T00:00:00.000","820003632","3","SI","1","MUNICIPAL","SI","07 a 18","07 a 18","07 a 18","07 a 18","07 a 18","00 a 00","00 a 00"
"SANTA ROSA DE VITERBO","1523800664","EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE DUITAMA","1569300664","02","HOSPITAL REGIONAL DE DUITAMA SEDE SANTA ROSA DE VITERBO","LIFAN MAURICIO CAMACHO MOLANO","URBANA","KR5 4-89","SAN CAYETANO","7632323","7632323","santarosadeviterbo@hrd.gov.co","2006-11-15T00:00:00.000","891855438","4","SI","2","DEPARTAMENTAL","NO","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"SANTA SOFÍA","1569600687","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA SOFIA","1569600687","01","ESE CENTRO DE SALUD SANTA SOFIA","ADRIANA MARCELA MUNEVAR AVILA","URBANA","CRA 2 # 4-88","CENTRO","3114961290 - 3114961365",,"santasofiapyp@outlook.com","2011-09-02T00:00:00.000","820003284","3","SI","1","MUNICIPAL","SI","08 a 17","08 a 17","08 a 17","08 a 17","00 a 00","00 a 00","08 a 13"
"SATIVANORTE","1575300332","EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA","1572000332","06","CENTRO DE SALUD DE SATIVANORTE","JULIO CESAR PIÑEROS CRUZ","URBANA","CL 5 No. 4 Esquina","CENTRO","098 - 2795080 EXT. 2008 CELULAR 3104783718",,"correspondencia@hospisoata.gov.co","2006-11-16T00:00:00.000","891800611","6","SI","2","DEPARTAMENTAL","NO","07 a 17","07 a 15","07 a 17","07 a 17","07 a 17","00 a 00","00 a 00"
"SATIVASUR","1523800664","EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE DUITAMA","1572300664","03","Unidad Básica de Atención del Municipio de Sativasur","LIFAN MAURICIO CAMACHO MOLANO","URBANA","CL 3 Nº 3-27","Centro","7632323","7632323","gerencia@hrd.gov.co","2015-06-19T00:00:00.000","891855438","4","SI","2","DEPARTAMENTAL","NO","08 a 18","08 a 18","08 a 18","08 a 18","08 a 18","08 a 12","00 a 00"
"SIACHOQUE","1574000699","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SIACHOQUE","1574000699","01","EMPRESA SOCIAL DEL ESTADO CENTRO SALUD SIACHOQUE","HEIDY JOHANA CORREA CARREÑO","URBANA","CRA 5 #2-03","CENTRO","7319093","7319093","gerenciaesesiachoque@yahoo.es","2006-11-15T00:00:00.000","820003684","6","SI","1","MUNICIPAL","SI","08 a 17","08 a 17","08 a 17","08 a 17","08 a 17","08 a 12","00 a 00"
"SOATÁ","1575300332","EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA","1575300332","01","EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA","JULIO CESAR PIÑEROS CRUZ","URBANA","KR 7 No. 6-31","NUEVO MUNDO","098 - 2795080 EXT. 2003",,"correspondencia@hospisoata.gov.co","2006-11-16T00:00:00.000","891800611","6","SI","2","DEPARTAMENTAL","SI","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24",
"SOCHA","1575700808","EMPRESA SOCIAL DEL ESTADO HOSPITAL SAGRADO CORAZON DE JESUS DE SOCHA","1575700808","01","EMPRESA SOCIAL DEL ESTADO HOSPITAL SAGRADO CORAZON DE JESUS DE SOCHA","MORALES DIANA CAROLINA","URBANA","KR 7 6-68","LA FLORIDA","(57) (098) 7874016","(57) (098) 7874397","esesocha@gmail.com","2006-11-17T00:00:00.000","881862576","5","SI","1","MUNICIPAL","SI","08 a 17","08 a 17","08 a 17","08 a 17","08 a 17","08 a 12","00 a 17"
"SOCOTÁ","1575500776","ESE CENTRO DE SALUD SAN ANTONIO DE SOCOTÁ","1575500776","01","ESE CENTRO DE SALUD SAN ANTONIO DE SOCOTÁ","JHON ALEXANDER PEREZ BELLO","URBANA","CENTRO URBANO","CENTRO","3212093101","3212093101","esecentrodesaludsocota@gmail.com","2006-11-14T00:00:00.000","826002060","8","SI","1","MUNICIPAL","SI","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"SOGAMOSO","1500100842","UNIDAD DE POLITICA SOCIAL, SERVICIOS DE SALUD, PSICOLOGIA Y TRABAJO SOCIAL UPTC","1575900842","03","UNIVERSIDAD PEDAGOGICA TECNOLOGICA DE COLOMBIA-UPTC-SOGAMOSO","PIEDAD ROCÍO CUESTA CASTILLO","URBANA","CALLE 4 SUR No 15- 134",,"7705450 extension 2653","7706740","piedad.cuesta@uptc.edu.co","2006-11-15T00:00:00.000","891800330","1","NO",,"DEPARTAMENTAL","NO","8-12 Y 2-6","8-12 Y 2-6","8-12 Y 2-6","8-12 Y 2-6","8-12 Y 2-6",,
