"instituci_n","sede","jornada","grado","grupo","modelo","estado","total"
"IE LAS TOLDAS","LAS MINAS","COMPLETA","GRADO 0","1","NUEVA ESCUELA","MATRICULADO","6"
"IE LAS TOLDAS","LAS MINAS","COMPLETA","PRIMERO","101","NUEVA ESCUELA","MATRICULADO","8"
"IE LAS TOLDAS","LAS MINAS","COMPLETA","SEGUNDO","201","NUEVA ESCUELA","MATRICULADO","6"
"IE LAS TOLDAS","LAS MINAS","COMPLETA","TERCERO","301","NUEVA ESCUELA","MATRICULADO","6"
"IE LAS TOLDAS","LAS MINAS","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","8"
"IE LAS TOLDAS","LAS MINAS","COMPLETA","QUINTO","501","NUEVA ESCUELA","MATRICULADO","7"
"IE LAS TOLDAS","LAS TOLDAS","COMPLETA","GRADO 0","1","NUEVA ESCUELA","MATRICULADO","10"
"IE LAS TOLDAS","LAS TOLDAS","COMPLETA","PRIMERO","101","NUEVA ESCUELA","MATRICULADO","10"
"IE LAS TOLDAS","LAS TOLDAS","COMPLETA","SEGUNDO","201","NUEVA ESCUELA","MATRICULADO","9"
"IE LAS TOLDAS","LAS TOLDAS","COMPLETA","TERCERO","301","NUEVA ESCUELA","MATRICULADO","10"
"IE LAS TOLDAS","LAS TOLDAS","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","18"
"IE LAS TOLDAS","LAS TOLDAS","COMPLETA","QUINTO","501","NUEVA ESCUELA","MATRICULADO","14"
"IE LAS TOLDAS","LAS TOLDAS","COMPLETA","SEXTO","601","POST","MATRICULADO","18"
"IE LAS TOLDAS","LAS TOLDAS","COMPLETA","SEXTO","602","POST","MATRICULADO","18"
"IE LAS TOLDAS","LAS TOLDAS","COMPLETA","SEPTIMO","701","POST","MATRICULADO","20"
"IE LAS TOLDAS","LAS TOLDAS","COMPLETA","SEPTIMO","702","POST","MATRICULADO","28"
"IE LAS TOLDAS","LAS TOLDAS","COMPLETA","OCTAVO","801","POST","MATRICULADO","32"
"IE LAS TOLDAS","LAS TOLDAS","COMPLETA","NOVENO","901","POST","MATRICULADO","21"
"IE LAS TOLDAS","LAS TOLDAS","COMPLETA","DÉCIMO","1001","EDUCACIÓN TRADICIONAL","MATRICULADO","41"
"IE LAS TOLDAS","LAS TOLDAS","COMPLETA","ONCE","1101","EDUCACIÓN TRADICIONAL","MATRICULADO","17"
"IE LAS TOLDAS","LAS TOLDAS","NOCTURNA","CICLO 4 ADULTOS","2401","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y","MATRICULADO","30"
"IE LAS TOLDAS","LAS TOLDAS","NOCTURNA","CICLO 5 ADULTOS","2501","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y","MATRICULADO","25"
"IE LAS TOLDAS","LAS TOLDAS","NOCTURNA","CICLO 5 ADULTOS","2501","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y","MATRICULADO","25"
"IE LAS TOLDAS","LAS TOLDAS","NOCTURNA","CICLO 5 ADULTOS","2502","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y","MATRICULADO","28"
"IE LAS TOLDAS","LAS TOLDAS","NOCTURNA","CICLO 5 ADULTOS","2503","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y","MATRICULADO","22"
"IE LAS TOLDAS","LOURDES","COMPLETA","GRADO 0","1","NUEVA ESCUELA","MATRICULADO","5"
"IE LAS TOLDAS","LOURDES","COMPLETA","PRIMERO","101","NUEVA ESCUELA","MATRICULADO","7"
"IE LAS TOLDAS","LOURDES","COMPLETA","SEGUNDO","201","NUEVA ESCUELA","MATRICULADO","3"
"IE LAS TOLDAS","LOURDES","COMPLETA","TERCERO","301","NUEVA ESCUELA","MATRICULADO","9"
"IE LAS TOLDAS","LOURDES","COMPLETA","CUARTO","401","NUEVA ESCUELA","MATRICULADO","14"
"IE LAS TOLDAS","LOURDES","COMPLETA","QUINTO","501","NUEVA ESCUELA","MATRICULADO","5"
