"year","month","month_order","department","request_type","count","date"
"2017","September","9","Engineering","EN-Railroad R-O-W Maintenanc","2","2017-09-01T00:00:00.000"
"2017","July","7","General Services","GS-Auto Inspection","1","2017-07-01T00:00:00.000"
"2019","April","4","Shelby County","SC-Mayors Action Center(MIS)","13","2019-04-01T00:00:00.000"
"2018","November","11","Environmental Maintenance","EMI-Repair Miscellaneous","5","2018-11-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Solid Waste Fees","31","2018-11-01T00:00:00.000"
"2017","November","11","Solid Waste Management","SWM-Missing Lease Cart","7","2017-11-01T00:00:00.000"
"2017","April","4","Flood Control","PW (FC)-Flood Control - Weeds","1","2017-04-01T00:00:00.000"
"2017","November","11","Police Services","PD-Criminal Activity","6","2017-11-01T00:00:00.000"
"2017","May","5","Shelby County","SCHD-Food Establishment","2","2017-05-01T00:00:00.000"
"2019","June","6","Street Maintenance","PW (SM)-Right of Way Weeds","72","2019-06-01T00:00:00.000"
"2018","December","12","Drain Maintenance","PW (DM)-Replace","2","2018-12-01T00:00:00.000"
"2019","January","1","Police Services","PD-Quality of Life Issues","3","2019-01-01T00:00:00.000"
"2018","February","2","Engineering","EN-Curb Ramp Request","1","2018-02-01T00:00:00.000"
"2017","July","7","Shelby County","SCHD-Food Borne Illness","1","2017-07-01T00:00:00.000"
"2017","October","10","Storm Water","PW (SW)-Storm Water","6","2017-10-01T00:00:00.000"
"2017","March","3","Solid Waste Management","SWM-Bin on wheels","1","2017-03-01T00:00:00.000"
"2020","March","3","Storm Water","PW (SW)-Storm Water","4","2020-03-01T00:00:00.000"
"2017","November","11","Grounds Maintenance","CW-Weeds Vacant Lots","45","2017-11-01T00:00:00.000"
"2019","May","5","Parks and Neighborhoods","PN-Trash Litter","2","2019-05-01T00:00:00.000"
"2018","April","4","Street Maintenance","PW (SM)-Trees Trimming","20","2018-04-01T00:00:00.000"
"2018","December","12","Shelby County","SCHD-Exterior Conditions","8","2018-12-01T00:00:00.000"
"2017","December","12","Engineering","EN-New Signs","1","2017-12-01T00:00:00.000"
"2019","April","4","311","TDOT – Miscellaneous","22","2019-04-01T00:00:00.000"
"2017","August","8","Environmental Maintenance","EMI-Repair Miscellaneous","6","2017-08-01T00:00:00.000"
"2018","April","4","Environmental Maintenance","EMI-Sewer Miscellaneous","9","2018-04-01T00:00:00.000"
"2017","October","10","Engineering","EN-Sidewalk Inspection","14","2017-10-01T00:00:00.000"
"2017","December","12","Solid Waste Management","SWM-Miscellaneous","6","2017-12-01T00:00:00.000"
"2018","March","3","Police Services","PD-Abandoned Vehicles","6","2018-03-01T00:00:00.000"
"2018","January","1","Police Services","PD-Quality of Life Issues","3","2018-01-01T00:00:00.000"
"2019","December","12","Street Maintenance","PW (SM)-Trees Trimming","11","2019-12-01T00:00:00.000"
"2019","January","1","Engineering","EN-Railroad R-O-W Maintenanc","1","2019-01-01T00:00:00.000"
"2019","January","1","Drain Maintenance","PW (DM)-Flooding","17","2019-01-01T00:00:00.000"
"2020","January","1","Environmental Maintenance","EMI-Repair Miscellaneous","5","2020-01-01T00:00:00.000"
"2019","August","8","Solid Waste Management","SWM-Burnt Cart","5","2019-08-01T00:00:00.000"
"2017","November","11","Solid Waste Management","SWM-Picker Pile","1640","2017-11-01T00:00:00.000"
"2017","April","4","Shelby County","SCHD-Food Establishment","1","2017-04-01T00:00:00.000"
"2017","February","2","Engineering","EN-Curb Ramp Construction","1","2017-02-01T00:00:00.000"
"2019","November","11","CE Commercial","COMM - Miscellaneous","12","2019-11-01T00:00:00.000"
"2018","February","2","Engineering","EN-Curb Ramp Construction","1","2018-02-01T00:00:00.000"
"2019","October","10","Police Services","PD-Criminal Activity","7","2019-10-01T00:00:00.000"
"2019","July","7","Drain Maintenance","PW (DM)-Drain Inlet Clogged","108","2019-07-01T00:00:00.000"
"2018","January","1","Environmental Maintenance","EMI-Sewage Spill/Overflow","3","2018-01-01T00:00:00.000"
"2017","September","9","Environmental Maintenance","EMI-Sewer Miscellaneous","2","2017-09-01T00:00:00.000"
"2020","January","1","Storm Water","PW (SW)-Storm Water","4","2020-01-01T00:00:00.000"
"2017","October","10","Solid Waste Management","SWM-Garbage Missed","642","2017-10-01T00:00:00.000"
"2017","May","5","General Services","GS-Tree Removal","5","2017-05-01T00:00:00.000"
"2018","March","3","Shelby County","MSCCE-Building Codes","5","2018-03-01T00:00:00.000"
"2019","March","3","Environmental Maintenance","EMI-Repair Miscellaneous","7","2019-03-01T00:00:00.000"
"2017","October","10","Fire Services","FS-Miscellaneous","1","2017-10-01T00:00:00.000"
"2018","April","4","Animal Shelter","EX-Animal Service","72","2018-04-01T00:00:00.000"
"2019","August","8","Environmental Maintenance","EMI-Manhole Cover Problem","8","2019-08-01T00:00:00.000"
"2017","October","10","Engineering","EN-Miscellaneous","3","2017-10-01T00:00:00.000"
"2017","December","12","Environmental Maintenance","EMI-Sewer Miscellaneous","1","2017-12-01T00:00:00.000"
"2018","December","12","Shelby County","SCHD-Dirty Dog Yard","1","2018-12-01T00:00:00.000"
"2017","June","6","Solid Waste Management","SWM-Burnt Cart","4","2017-06-01T00:00:00.000"
"2019","July","7","Street Maintenance","PW (SM)-Trees in Street","63","2019-07-01T00:00:00.000"
"2018","January","1","Solid Waste Management","SWM-Missing Cart","365","2018-01-01T00:00:00.000"
"2018","November","11","Shelby County","SCHD-Dirty Dog Yard","2","2018-11-01T00:00:00.000"
"2017","November","11","Shelby County","SCHD-Foul Odor","1","2017-11-01T00:00:00.000"
"2017","September","9","Drain Maintenance","PW (DM)-Flooding","1","2017-09-01T00:00:00.000"
"2018","November","11","Environmental Maintenance","EMI-Street Sinking","1","2018-11-01T00:00:00.000"
"2019","December","12","Drain Maintenance","PW (DM)-Drain Inlet Repair","9","2019-12-01T00:00:00.000"
"2019","December","12","Engineering","EN-Sidewalk Inspection","14","2019-12-01T00:00:00.000"
"2019","August","8","Solid Waste Management","SWM-Switched Cart","12","2019-08-01T00:00:00.000"
"2018","March","3","Engineering","EN-Railroad Inspection","2","2018-03-01T00:00:00.000"
"2017","October","10","Solid Waste Management","SWM-Recycling Missed","331","2017-10-01T00:00:00.000"
"2017","December","12","Drain Maintenance","PW (DM)-Drain Inlet Repair","9","2017-12-01T00:00:00.000"
"2019","October","10","Engineering","EN-Speed Hump Request","25","2019-10-01T00:00:00.000"
"2018","April","4","Engineering","EN-Traffic Sign Obstruction","1","2018-04-01T00:00:00.000"
"2019","April","4","Solid Waste Management","SWM-Missing Cart","494","2019-04-01T00:00:00.000"
"2018","February","2","Drain Maintenance","PW (DM)-Drain Ditches","3","2018-02-01T00:00:00.000"
"2018","March","3","Shelby County","SCHD-Illegal Dumping","3","2018-03-01T00:00:00.000"
"2022","June","6","Drain Maintenance","PW (DM)-PREVENTATIVE MAINTENANCE","52","2022-06-01T00:00:00.000"
"2019","May","5","Solid Waste Management","SWM-Burnt Cart","5","2019-05-01T00:00:00.000"
"2019","November","11","Solid Waste Management","SWM-Carts Out After-hours","64","2019-11-01T00:00:00.000"
"2018","April","4","Solid Waste Management","SWM-Switched Cart","15","2018-04-01T00:00:00.000"
"2018","March","3","311","MCSC-Miscellaneous","3","2018-03-01T00:00:00.000"
"2017","May","5","Shelby County","SCHD-Illegal Dumping","1","2017-05-01T00:00:00.000"
"2019","April","4","Solid Waste Management","SWM-Recycling Missed","354","2019-04-01T00:00:00.000"
"2019","April","4","Engineering","EN-Speed Hump Request","51","2019-04-01T00:00:00.000"
"2018","January","1","Solid Waste Management","SWM-Switched Cart","4","2018-01-01T00:00:00.000"
"2017","November","11","Shelby County","SCHD-Food Establishment","1","2017-11-01T00:00:00.000"
"2018","February","2","Solid Waste Management","SWM-Garbage Waiver Request","30","2018-02-01T00:00:00.000"
"2017","April","4","Shelby County","SCHD-Foul Odor","1","2017-04-01T00:00:00.000"
"2018","November","11","Shelby County","SCHD-Rodent Control","34","2018-11-01T00:00:00.000"
"2018","April","4","Parks and Neighborhoods","PN-Trash Litter","1","2018-04-01T00:00:00.000"
"2019","April","4","Solid Waste Management","SWM-Garbage Missed","750","2019-04-01T00:00:00.000"
"2017","November","11","Environmental Maintenance","EMI-Sewer Miscellaneous","2","2017-11-01T00:00:00.000"
"2017","August","8","Code Enforcement","CE-Downtown Cleanup","1","2017-08-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Switched Cart","16","2018-11-01T00:00:00.000"
"2017","April","4","Drain Maintenance","PW (DM)-Replace","1","2017-04-01T00:00:00.000"
"2018","October","10","Engineering","EN-Railroad R-O-W Maintenanc","1","2018-10-01T00:00:00.000"
"2018","February","2","Police Services","PD-Criminal Activity","10","2018-02-01T00:00:00.000"
"2019","April","4","Solid Waste Management","SWM-Dead Animal Collection","329","2019-04-01T00:00:00.000"
"2019","April","4","Police Services","PD-Abandoned Vehicles","12","2019-04-01T00:00:00.000"
"2018","February","2","Engineering","EN-Traffic Sign Obstruction","1","2018-02-01T00:00:00.000"
"2018","September","9","Drain Maintenance","PW (DM)-Drain Inlet Repair","26","2018-09-01T00:00:00.000"
"2017","November","11","Shelby County","SCHD-Illegal Dumping","1","2017-11-01T00:00:00.000"
"2017","July","7","Engineering","EN-New Signs","3","2017-07-01T00:00:00.000"
"2018","January","1","Solid Waste Management","SWM-Service Quality","141","2018-01-01T00:00:00.000"
"2018","April","4","Code Enforcement","CE-Accumulation of Stagnant","1","2018-04-01T00:00:00.000"
"2019","April","4","Shelby County","SCHD-Mosquitoes","1","2019-04-01T00:00:00.000"
"2017","September","9","Shelby County","SCHD-Illegal Dumping","3","2017-09-01T00:00:00.000"
"2018","April","4","Engineering","EN-Traffic Sight Obstruction","2","2018-04-01T00:00:00.000"
"2018","October","10","Shelby County","SCHD-Living Conditions","1","2018-10-01T00:00:00.000"
"2019","June","6","Drain Maintenance","PW (DM)-Concrete Channel Lini","64","2019-06-01T00:00:00.000"
"2018","December","12","Environmental Maintenance","EMI-Cave In","19","2018-12-01T00:00:00.000"
"2018","December","12","Street Maintenance","PW (SM)-Street/Pavement Inspection","17","2018-12-01T00:00:00.000"
"2018","April","4","Code Enforcement","CE-Vehicle Violations","231","2018-04-01T00:00:00.000"
"2018","January","1","Animal Shelter","EX-Animal Service","64","2018-01-01T00:00:00.000"
"2018","February","2","Shelby County","SCHD-Dirty Dog Yard","1","2018-02-01T00:00:00.000"
"2018","August","8","Code Enforcement","CE-Substandard,Derelict Struc","15","2018-08-01T00:00:00.000"
"2017","March","3","Shelby County","SCHD-Miscellaneous","2","2017-03-01T00:00:00.000"
"2017","December","12","Engineering","EN-Traffic Signal Operation","5","2017-12-01T00:00:00.000"
"2017","May","5","Code Enforcement","CE-Recreational Vehicle Illeg","2","2017-05-01T00:00:00.000"
"2018","February","2","Solid Waste Management","SWM-Miscellaneous","11","2018-02-01T00:00:00.000"
"2018","February","2","Storm Water","PW (SW)-Storm Water","3","2018-02-01T00:00:00.000"
"2019","April","4","Solid Waste Management","SWM-Solid Waste Fees","37","2019-04-01T00:00:00.000"
"2018","January","1","Engineering","EN-Miscellaneous","1","2018-01-01T00:00:00.000"
"2017","December","12","Shelby County","SCHD-Illegal Dumping","1","2017-12-01T00:00:00.000"
"2018","November","11","Street Maintenance","PW (SM)-Trees Trimming","15","2018-11-01T00:00:00.000"
"2018","February","2","Fire Services","FS-Fire Hydrants","7","2018-02-01T00:00:00.000"
"2018","December","12","311","MCSC-Miscellaneous","2","2018-12-01T00:00:00.000"
"2017","March","3","Drain Maintenance","PW (DM)-Drain Inlet Repair","4","2017-03-01T00:00:00.000"
"2017","April","4","Environmental Maintenance","EMI-Sewage Spill/Overflow","2","2017-04-01T00:00:00.000"
"2017","July","7","Solid Waste Management","SWM-Bin on wheels","3","2017-07-01T00:00:00.000"
"2018","October","10","Fire Services","FS-Fire Hydrants","6","2018-10-01T00:00:00.000"
"2017","February","2","Police Services","PD-Abandoned Vehicles","6","2017-02-01T00:00:00.000"
"2017","September","9","Police Services","PD-Traffic Violations","2","2017-09-01T00:00:00.000"
"2018","May","5","Solid Waste Management","SWM-Leased Cart Labeling","2","2018-05-01T00:00:00.000"
"2018","February","2","Solid Waste Management","SWM-Missing Lease Cart","8","2018-02-01T00:00:00.000"
"2017","December","12","Engineering","EN-Curb/Gutter Repair","1","2017-12-01T00:00:00.000"
"2017","May","5","Solid Waste Management","SWM-Authorize Garbage Waiv","1","2017-05-01T00:00:00.000"
"2017","August","8","311","MCSC-Miscellaneous","6","2017-08-01T00:00:00.000"
"2018","February","2","Solid Waste Management","SWM-Cart Repair","665","2018-02-01T00:00:00.000"
"2019","November","11","Street Maintenance","PW (SM)-Trees Trimming","3","2019-11-01T00:00:00.000"
"2019","March","3","Street Maintenance","PW (SM)-Roadside Litter","73","2019-03-01T00:00:00.000"
"2017","July","7","Solid Waste Management","SWM-Miscellaneous","8","2017-07-01T00:00:00.000"
"2018","February","2","Shelby County","SCHD-Foul Odor","4","2018-02-01T00:00:00.000"
"2018","March","3","Drain Maintenance","PW (DM)-Drain Inlet Clogged","99","2018-03-01T00:00:00.000"
"2019","February","2","Solid Waste Management","SWM-By SWF Fee Code","1","2019-02-01T00:00:00.000"
"2018","March","3","Fire Services","FS-Miscellaneous","1","2018-03-01T00:00:00.000"
"2018","January","1","Engineering","EN-Railroad Inspection","1","2018-01-01T00:00:00.000"
"2017","December","12","Street Maintenance","PW (SM)-Edge of Street Damage","1","2017-12-01T00:00:00.000"
"2018","March","3","Engineering","EN-Miscellaneous","2","2018-03-01T00:00:00.000"
"2017","December","12","Police Services","PD-Traffic Violations","3","2017-12-01T00:00:00.000"
"2017","December","12","Grounds Maintenance","CW-Weeds Vacant Houses","9","2017-12-01T00:00:00.000"
"2019","March","3","Police Services","PD-Quality of Life Issues","7","2019-03-01T00:00:00.000"
"2017","January","1","Solid Waste Management","SWM-Leased Cart Delivery","3","2017-01-01T00:00:00.000"
"2019","July","7","Solid Waste Management","SWM-Pick-Up Extra Cart","45","2019-07-01T00:00:00.000"
"2017","June","6","Engineering","EN-Miscellaneous","2","2017-06-01T00:00:00.000"
"2017","November","11","Grounds Maintenance","CW-Miscellaneous","3","2017-11-01T00:00:00.000"
"2019","December","12","Drain Maintenance","PW (DM)-Concrete Channel Lini","2","2019-12-01T00:00:00.000"
"2017","August","8","Engineering","EN-Miscellaneous","1","2017-08-01T00:00:00.000"
"2018","January","1","Solid Waste Management","SWM-Code Violation","1","2018-01-01T00:00:00.000"
"2017","October","10","Street Maintenance","PW (SM)-Trees Trimming","20","2017-10-01T00:00:00.000"
"2017","November","11","Street Maintenance","PW (SM)-Street Cracking/Crumbling","12","2017-11-01T00:00:00.000"
"2019","February","2","Code Enforcement","CE-Open Storage and Furnishin","2","2019-02-01T00:00:00.000"
"2019","May","5","Engineering","EN-Traffic Sign Obstruction","1","2019-05-01T00:00:00.000"
"2018","October","10","Drain Maintenance","PW (DM)-Reset","3","2018-10-01T00:00:00.000"
"2017","November","11","Environmental Maintenance","EMI-Repair Miscellaneous","5","2017-11-01T00:00:00.000"
"2019","August","8","Flood Control","PW (FC)-Flood Control - Weeds","1","2019-08-01T00:00:00.000"
"2019","February","2","Environmental Maintenance","EMI-Cave In","46","2019-02-01T00:00:00.000"
"2018","April","4","Engineering","EN-Traffic Signal Maintenance","13","2018-04-01T00:00:00.000"
"2017","August","8","Solid Waste Management","SWM-Authorize Garbage Waiv","1","2017-08-01T00:00:00.000"
"2017","April","4","Solid Waste Management","SWM-Leased Cart Labeling","1","2017-04-01T00:00:00.000"
"2017","December","12","Engineering","EN-Traffic Signal Maintenance","9","2017-12-01T00:00:00.000"
"2017","November","11","Street Maintenance","PW (SM)-Street/Pavement Inspection","14","2017-11-01T00:00:00.000"
"2019","March","3","Environmental Maintenance","EMI-Street Sinking","2","2019-03-01T00:00:00.000"
"2018","February","2","Solid Waste Management","SWM-Missing Cart","348","2018-02-01T00:00:00.000"
"2017","February","2","Drain Maintenance","PW (DM)-Claim","1","2017-02-01T00:00:00.000"
"2018","February","2","Solid Waste Management","SWM-Leased Cart Delivery","3","2018-02-01T00:00:00.000"
"2018","March","3","Solid Waste Management","SWM-Recycle Cart Delivery","302","2018-03-01T00:00:00.000"
"2018","April","4","Engineering","EN-Maintain Markings","2","2018-04-01T00:00:00.000"
"2018","February","2","Shelby County","MSCCE-Zoning Codes","31","2018-02-01T00:00:00.000"
"2017","September","9","Solid Waste Management","SWM-Miscellaneous","9","2017-09-01T00:00:00.000"
"2017","November","11","Engineering","EN-Miscellaneous","4","2017-11-01T00:00:00.000"
"2019","April","4","Solid Waste Management","SWM-Cart Repair","915","2019-04-01T00:00:00.000"
"2018","January","1","Engineering","EN-Speed Hump Request","7","2018-01-01T00:00:00.000"
"2019","April","4","Engineering","EN-Miscellaneous","3","2019-04-01T00:00:00.000"
"2017","September","9","Engineering","EN-Curb/Gutter Repair","3","2017-09-01T00:00:00.000"
"2018","February","2","Parks and Neighborhoods","PN-Roadways in Parks","2","2018-02-01T00:00:00.000"
"2017","October","10","Solid Waste Management","SWM-Miscellaneous","5","2017-10-01T00:00:00.000"
"2017","February","2","Street Maintenance","PW (SM)-Right of Way Weeds","2","2017-02-01T00:00:00.000"
"2018","May","5","Police Services","PD-Criminal Activity","3","2018-05-01T00:00:00.000"
"2017","March","3","Shelby County","SCHD-Living Conditions","2","2017-03-01T00:00:00.000"
"2019","May","5","Engineering","EN-Railroad R-O-W Maint. 2","3","2019-05-01T00:00:00.000"
"2018","May","5","Engineering","EN-Traffic Sight Obstruction","1","2018-05-01T00:00:00.000"
"2018","March","3","Street Maintenance","PW (SM)-Alley Cutting","2","2018-03-01T00:00:00.000"
"2017","May","5","General Services","GS-Miscellaneous","12","2017-05-01T00:00:00.000"
"2017","November","11","Police Services","PD-Traffic Violations","2","2017-11-01T00:00:00.000"
"2017","December","12","Solid Waste Management","SWM-Leased Cart Labeling","2","2017-12-01T00:00:00.000"
"2017","June","6","Solid Waste Management","SWM-Code Violation","1","2017-06-01T00:00:00.000"
"2017","December","12","Street Maintenance","PW (SM)-Alley Debris","8","2017-12-01T00:00:00.000"
"2017","July","7","311","MCSC-Miscellaneous","13","2017-07-01T00:00:00.000"
"2017","October","10","Drain Maintenance","PW (DM)-Cavity","9","2017-10-01T00:00:00.000"
"2017","January","1","311","MCSC-Miscellaneous","1","2017-01-01T00:00:00.000"
"2017","May","5","Code Enforcement","CE-Open Storage and Furnishin","9","2017-05-01T00:00:00.000"
"2017","December","12","Shelby County","SCHD-Rodent Control","22","2017-12-01T00:00:00.000"
"2018","April","4","Environmental Maintenance","EMI-Sewer Backup","132","2018-04-01T00:00:00.000"
"2018","March","3","Parks and Neighborhoods","PN-Equipment","7","2018-03-01T00:00:00.000"
"2019","July","7","Solid Waste Management","SWM-SWF Discount Prog.Request","16","2019-07-01T00:00:00.000"
"2018","December","12","Engineering","EN-Curb Ramp Request","1","2018-12-01T00:00:00.000"
"2017","April","4","Engineering","EN-Miscellaneous","1","2017-04-01T00:00:00.000"
"2018","January","1","Solid Waste Management","SWM-Burnt Cart","9","2018-01-01T00:00:00.000"
"2017","October","10","Engineering","EN-Speed Hump Request","20","2017-10-01T00:00:00.000"
"2017","October","10","Engineering","EN-New Signs","6","2017-10-01T00:00:00.000"
"2018","February","2","Street Maintenance","PW (SM)-Edge of Street Damage","5","2018-02-01T00:00:00.000"
"2019","April","4","Drain Maintenance","PW (DM)-Cavity","35","2019-04-01T00:00:00.000"
"2018","December","12","Engineering","EN-New Signs","2","2018-12-01T00:00:00.000"
"2019","May","5","Solid Waste Management","SWM-Code Violation","1","2019-05-01T00:00:00.000"
"2017","April","4","Environmental Maintenance","EMI-Sewer Miscellaneous","3","2017-04-01T00:00:00.000"
"2017","November","11","Engineering","EN-Curb/Gutter Repair","1","2017-11-01T00:00:00.000"
"2018","November","11","Street Maintenance","PW (SM)-Right of Way Weeds","13","2018-11-01T00:00:00.000"
"2019","July","7","Animal Shelter","EX-Animal Service","104","2019-07-01T00:00:00.000"
"2017","May","5","Drain Maintenance","PW (DM)-Drain Ditches","9","2017-05-01T00:00:00.000"
"2018","April","4","Engineering","EN-New Markings","5","2018-04-01T00:00:00.000"
"2017","September","9","Storm Water","PW (SW)-Storm Water","10","2017-09-01T00:00:00.000"
"2019","April","4","Code Enforcement","CE-Vacant Lot Code Violation","7","2019-04-01T00:00:00.000"
"2018","April","4","Street Maintenance","PW (SM)-Edge of Street Damage","3","2018-04-01T00:00:00.000"
"2018","May","5","Parks and Neighborhoods","PN-Roadways in Parks","1","2018-05-01T00:00:00.000"
"2019","August","8","Solid Waste Management","SWM-Carts Out After-hours","129","2019-08-01T00:00:00.000"
"2018","September","9","Street Maintenance","PW (SM)-Edge of Street Damage","3","2018-09-01T00:00:00.000"
"2018","March","3","Solid Waste Management","SWM-Burnt Cart","1","2018-03-01T00:00:00.000"
"2018","November","11","Street Maintenance","PW (SM)-Alley Debris","10","2018-11-01T00:00:00.000"
"2018","February","2","Grounds Maintenance","CW-Weeds Vacant Lots","16","2018-02-01T00:00:00.000"
"2017","October","10","Code Enforcement","CE-Weeds Occupied Property","117","2017-10-01T00:00:00.000"
"2018","November","11","Drain Maintenance","PW (DM)-Drain Ditches","2","2018-11-01T00:00:00.000"
"2018","October","10","Drain Maintenance","PW (DM)-Concrete Channel Lini","19","2018-10-01T00:00:00.000"
"2018","October","10","Drain Maintenance","PW (DM)-Drain/Ditch Maint.","19","2018-10-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Miscellaneous","10","2018-11-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Garbage Waiver Request","25","2018-11-01T00:00:00.000"
"2017","August","8","Grounds Maintenance","CW-Miscellaneous","1","2017-08-01T00:00:00.000"
"2019","July","7","Drain Maintenance","PW (DM)-Drain Ditches","13","2019-07-01T00:00:00.000"
"2017","December","12","Solid Waste Management","SWM-Illegal Dumping","35","2017-12-01T00:00:00.000"
"2018","November","11","Drain Maintenance","PW (DM)-Drain/Ditch Maint.","11","2018-11-01T00:00:00.000"
"2018","November","11","Code Enforcement","CE-Weeds Occupied Property","29","2018-11-01T00:00:00.000"
"2018","March","3","Parks and Neighborhoods","PN-Signage in Parks","2","2018-03-01T00:00:00.000"
"2017","October","10","Code Enforcement","CE-Vehicle Violations","192","2017-10-01T00:00:00.000"
"2017","November","11","Solid Waste Management","SWM-Contaminated Recycle Cart","53","2017-11-01T00:00:00.000"
"2017","December","12","Shelby County","MSCCE-Zoning Codes","20","2017-12-01T00:00:00.000"
"2017","October","10","Environmental Maintenance","EMI-Repair Miscellaneous","6","2017-10-01T00:00:00.000"
"2018","October","10","Street Maintenance","PW (SM)-Alley Cutting","14","2018-10-01T00:00:00.000"
"2018","February","2","Engineering","EN-Curb/Gutter Repair","2","2018-02-01T00:00:00.000"
"2017","July","7","Solid Waste Management","SWM-Leased Cart Pickup","5","2017-07-01T00:00:00.000"
"2018","November","11","Animal Shelter","EX-Animal Service","76","2018-11-01T00:00:00.000"
"2018","February","2","Street Maintenance","PW (SM)-Roadside Litter","34","2018-02-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Service Quality","86","2018-11-01T00:00:00.000"
"2018","April","4","Fire Services","FS-Fire Hydrants","6","2018-04-01T00:00:00.000"
"2017","June","6","Engineering","EN-Curb Ramp Construction","2","2017-06-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Garbage Missed","499","2018-11-01T00:00:00.000"
"2018","April","4","Shelby County","SCHD-Living Conditions","1","2018-04-01T00:00:00.000"
"2017","December","12","Solid Waste Management","SWM-Cart Lease Application","59","2017-12-01T00:00:00.000"
"2017","January","1","Solid Waste Management","SWM-Miscellaneous","17","2017-01-01T00:00:00.000"
"2018","November","11","Engineering","EN-Miscellaneous","1","2018-11-01T00:00:00.000"
"2019","February","2","Street Maintenance","PW (SM)-Potholes","1112","2019-02-01T00:00:00.000"
"2018","February","2","Solid Waste Management","SWM-Picker Pile","1556","2018-02-01T00:00:00.000"
"2018","January","1","Solid Waste Management","SWM-Recycle Cart Repair","109","2018-01-01T00:00:00.000"
"2017","June","6","Shelby County","SCHD-Foul Odor","5","2017-06-01T00:00:00.000"
"2017","November","11","Solid Waste Management","SWM-Miscellaneous","3","2017-11-01T00:00:00.000"
"2017","May","5","Environmental Maintenance","EMI-Sewer Miscellaneous","2","2017-05-01T00:00:00.000"
"2019","January","1","Solid Waste Management","SWM-Missing Lease Cart","8","2019-01-01T00:00:00.000"
"2019","July","7","Solid Waste Management","SWM-Garbage Waiver Request","35","2019-07-01T00:00:00.000"
"2019","April","4","Environmental Maintenance","EMI-Manhole Cover Problem","11","2019-04-01T00:00:00.000"
"2018","January","1","Shelby County","SCHD-Rodent Control","25","2018-01-01T00:00:00.000"
"2018","April","4","Engineering","EN-Curb/Gutter Repair","4","2018-04-01T00:00:00.000"
"2017","December","12","Engineering","EN-Maintain Signs","12","2017-12-01T00:00:00.000"
"2018","March","3","Solid Waste Management","SWM-Cart Lease Application","100","2018-03-01T00:00:00.000"
"2017","July","7","Environmental Maintenance","EMI-Sewer Miscellaneous","1","2017-07-01T00:00:00.000"
"2017","June","6","Engineering","EN-Traffic Signal Operation","2","2017-06-01T00:00:00.000"
"2017","September","9","Solid Waste Management","SWM-Missing Recycle Cart","30","2017-09-01T00:00:00.000"
"2018","April","4","Street Maintenance","PW (SM)-Alley Debris","25","2018-04-01T00:00:00.000"
"2017","June","6","Shelby County","SCHD-Miscellaneous","1","2017-06-01T00:00:00.000"
"2017","November","11","Environmental Maintenance","EMI-Sewer Odor","4","2017-11-01T00:00:00.000"
"2017","October","10","Solid Waste Management","SWM-Dead Animal Collection","311","2017-10-01T00:00:00.000"
"2019","February","2","Street Maintenance","PW (SM)-Graffiti","2","2019-02-01T00:00:00.000"
"2018","October","10","Engineering","EN-Construction Inspection","2","2018-10-01T00:00:00.000"
"2018","December","12","Engineering","EN-Miscellaneous","2","2018-12-01T00:00:00.000"
"2019","January","1","Street Maintenance","PW (SM)-Alley Cutting","2","2019-01-01T00:00:00.000"
"2018","May","5","Shelby County","MSCCE-Sign Ordinances","9","2018-05-01T00:00:00.000"
"2017","March","3","Shelby County","SCHD-Defective Plumbing","1","2017-03-01T00:00:00.000"
"2018","December","12","Code Enforcement","CE-Vehicle Violations","147","2018-12-01T00:00:00.000"
"2018","November","11","Environmental Maintenance","EMI-Sewer Miscellaneous","7","2018-11-01T00:00:00.000"
"2017","May","5","Fire Services","FS-Miscellaneous","1","2017-05-01T00:00:00.000"
"2017","May","5","Environmental Maintenance","EMI-Sewage Spill/Overflow","2","2017-05-01T00:00:00.000"
"2017","September","9","Engineering","EN-Maintain Markings","5","2017-09-01T00:00:00.000"
"2018","May","5","Engineering","EN-Maintain Markings","3","2018-05-01T00:00:00.000"
"2017","September","9","Environmental Maintenance","EMI-Repair Miscellaneous","10","2017-09-01T00:00:00.000"
"2018","January","1","Street Maintenance","PW (SM)-Potholes","619","2018-01-01T00:00:00.000"
"2017","August","8","Solid Waste Management","SWM-Miscellaneous","6","2017-08-01T00:00:00.000"
"2017","December","12","Solid Waste Management","SWM-Pick-Up Extra Cart","23","2017-12-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Leased Cart Pickup","1","2018-11-01T00:00:00.000"
"2017","March","3","Environmental Maintenance","EMI-Street Sinking","3","2017-03-01T00:00:00.000"
"2018","March","3","Shelby County","SCHD-Rodent Control","17","2018-03-01T00:00:00.000"
"2018","April","4","Solid Waste Management","SWM-Garbage Waiver Request","31","2018-04-01T00:00:00.000"
"2017","September","9","Fire Services","FS-Fire Hydrants","8","2017-09-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-SWF Discount Prog.Request","9","2018-11-01T00:00:00.000"
