"resource_id","resource_name","resource_url","description","archived","format","type","runtime","subject_areas","authoring_organization","intended_audiences","record_modified","resource_revised"
"L000927112","From Movies to Meals: Senior Services and Spaces at Your Local Library","https://youtu.be/AxRh9UmHxz8","Libraries often are the de facto senior centers of our growing - and aging - communities.  The Marion Public Library embraces this role through program design, community feedback, and strategic partnerships.  In addition to ""traditional"" library programming, the library works to meet the nutritional and social needs of seniors through twice-weekly congregate meals as well as a monthly mobile food pantry visit.Speakers:Dawn Cline is the Outreach Services Coordinator at the Marion Public Library. A Marion native, her work includes serving as the library liaison to multiple community groups. Cline was instrumental in bringing senior meals to the Marion Library Spring 2018.Madeline Jarvis is the Adult and Information Services Coordinator at the Marion Public Library. Her work includes overseeing tween, teen, and adult programming; collection development; and wearing many hats.","false","MP4 Video","Webinar","53","Senior Health","Network of the National Library of Medicine","User","2020-05-28T00:00:00.000","2019-03-15T00:00:00.000"
"L001630112","From Problem to Prevention: Evidence-based public health","https://nnlm.gov/training/class-catalog/problem-prevention-evidence-based-public-health","Curious about evidence-based public health (EBPH) but not sure where to start? This 1 hour webinar explains the basics of evidence-based public health (EBPH) and highlight essentials of the EBPH process such as identifying the problem, forming a question, searching the literature, and evaluating the intervention.  The purpose of this class is to provide an introduction to the world of evidence based public health and to give those already familiar with EBPH useful information that can be applied in their practices.Curious about evidence-based public health (EBPH) but not sure where to start? This 1 hour webinar explains the basics of evidence-based public health (EBPH) and highlight essentials of the EBPH process such as identifying the problem, forming a question, searching the literature, and evaluating the intervention.  The purpose of this class is to provide an introduction to the world of evidence based public health and to give those already familiar with EBPH useful information that can be applied in their practices.","false","HTML","On-Demand Course","60","Public Health","Network of the National Library of Medicine","User","2022-02-18T00:00:00.000","2020-02-26T00:00:00.000"
"L00231080","Fundamentals of the NLM Classification Tutorial","https://www.nlm.nih.gov/tsd/cataloging/trainingcourses/classification/intro_010.html","A 9-module training course on using the NLM classification.","false","HTML","Tutorial",,"NLM Classification","Cataloging and Metadata Management Section, LO/TSD","User","2021-04-19T00:00:00.000","2021-04-16T00:00:00.000"
"L00608080","GEO2R: Analyze GEO Data","https://www.youtube.com/watch?v=EUPmGWS8ik0","A tutorial on how to use GEO2R to analyze microarray data in GEO and retrieve a list of differentially expressed genes.","false","MP4 Video","YouTube Video","5","Genetics and Molecular Biology; Developmental Biology; Microbiology; Immunology; Agriculture; Cancer","Training Team, NCBI","User","2020-06-15T00:00:00.000","2012-04-23T00:00:00.000"
"L00596080","GenBank Submissions","https://youtube.com/playlist?list=PL7dF9e2qSW0ZqrXzouzddPYXXZdbr-RCz","A series of webinars presented from December 17, 2014 to April 13, 2016 outlining use of BankIt, a web-based submission tool at NCBI to submit sequence data to the GenBank database.","false","MP4 Video","YouTube Video","58","Genetics and Molecular Biology; Bioinformatics; Developmental Biology; Microbiology; Immunology; Agriculture; Cancer","Training Team, NCBI","User","2022-06-07T00:00:00.000","2021-03-05T00:00:00.000"
"L001763112","General Pilot FAQs","https://www.ncbi.nlm.nih.gov/pmc/about/nihpreprints-faq/#genfaq","A look at some of the details of pilot implementation, such as inclusion in PubMed, and search strategies.","false","HTML","Page",,"PubMed Central; Preprints","National Library of Medicine","User","2020-09-11T00:00:00.000","2020-06-28T00:00:00.000"
"L00604080","Genetic Testing Registry Tutorials","https://www.youtube.com/playlist?list=PL1C4A2AFF811F6F0B","Tutorials on how to use NCBI's Genetic Testing Registry including navigating the home page, basic and advanced search functions, locating tests, and migrating laboratory and test data from GeneTests to GTR.","false","MP4 Video","YouTube Video","27","Genetics and Molecular Biology; Developmental Biology; Cancer","Training Team, NCBI","User","2020-06-15T00:00:00.000","2015-03-20T00:00:00.000"
"L002365112","Genetics 101","https://nnlm.gov/training/class-catalog/genetics-101-0","This class is intended to cover the fundamentals of understanding genetics specifically the Central Dogma of Molecular Biology and is geared toward medical, hospital, and academic librarians, but everyone is welcome. This is an online, asynchronous class.","false","HTML","Tutorial Source Page",,"Genetics and Molecular Biology; Other","Network of the National Library of Medicine","User; Trainer","2022-02-18T00:00:00.000","2021-08-24T00:00:00.000"
"L001531112","Genome Data Viewer: Analyzing Remote BAM Alignment Files and Other Tips","https://www.youtube.com/watch?v=KaLgr6dIcQs","This video shows you how to upload remote BAM files, and succinctly demonstrates handy viewer settings, such as Pileup display options, and highlights the very helpful tooltips.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-17T00:00:00.000","2020-01-08T00:00:00.000"
"L002141112","Genome Data Viewer: Introducing Table View, a New Way to Navigate Assemblies","https://www.youtube.com/watch?v=QJRAoUChK3w","Provides a very brief refresher on the Genome Data Viewer's home page, then introduces a new way to view and download assemblies. Table view offers an  easier way to see all the assemblies available for one organism, and for larger taxonomic groups.","false","MP4 Video","YouTube Video","3","Genetics and Molecular Biology; Other","Training Team, NCBI","User","2021-04-29T00:00:00.000","2021-03-05T00:00:00.000"
"L002081112","Genome Data Viewer: Navigate Exons and Find CDS Positions","https://www.youtube.com/watch?v=EVNABwOCt_s","Shows you different ways to explore exons in gene transcripts, find CDS and protein positions, use HGVS-like expressions to locate positions, and download exon sequence.","false","MP4 Video","YouTube Video","4","Genetics and Molecular Biology; Other","Training Team, NCBI","User","2021-04-29T00:00:00.000","2021-02-04T00:00:00.000"
"L001521112","Genome Data Viewer: Tips for Zooming to Chromosomal Regions","https://www.youtube.com/watch?v=4WRUNovZ-aA&t=2s","The Genome Data Viewer, or GDV, is NCBI's genome browser. We continue to update and add new functions, including the Chromosome Region Selector, the focus of this video.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-17T00:00:00.000","2020-06-12T00:00:00.000"
"L00605080","Genome Workbench Tutorials","https://www.youtube.com/playlist?list=PL7dF9e2qSW0aQs_Id9JxVoeVKlMrtxTsq","Tutorials on the Genome Workbench including using phylogenetic trees, using ProSplign, loading a genome, and searching and viewing a gene.","false","MP4 Video","YouTube Video","95","Genetics and Molecular Biology; Bioinformatics; Developmental Biology; Microbiology; Immunology; Agriculture; Cancer","Training Team, NCBI","User","2022-07-29T00:00:00.000","2022-07-29T00:00:00.000"
"L001530112","Genome Workbench: The Update Sequence Feature","https://www.youtube.com/watch?v=5BH3hXyHxOk","This video describes a feature, added to Genome Workbench in late 2019, that allows you to easily update your GenBank sequences. The first of two demonstrations goes into detail on the update feature options, and the second demo, at about 4 minutes 30 seconds in the video, is an example of importing features.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-17T00:00:00.000","2020-02-12T00:00:00.000"
"L002644112","Genome Workbench: Update Sequence","https://www.youtube.com/watch?v=1SQ9tGxM4Bs","How to update your GenBank sequences with new annotation or sequence.","false","MP4 Video","YouTube Video","7","Genetics and Molecular Biology; Other","Training Team, NCBI","User; Trainer","2021-12-29T00:00:00.000","2021-11-26T00:00:00.000"
"L000742112","Genomic Data Sharing Policy and dbGaP submissions","https://www.youtube.com/watch?v=aGnFLTHCE04&feature=youtu.be","In this webinar, presented mainly for NIH intramural investigators engaged in GWAS and other genomic research efforts at NIH, you will learn about working with your Genomics Program Administrator to register your study in dbGaP and how to prepare your project metadata files, phenotypes, and molecular data for submission to dbGaP. Although this presentation is intended for NIH intramural researchers, it will also help those outside NIH who plan to submit data to dbGaP.","false","MP4 Video","YouTube Video","49","My NCBI","Training Team, NCBI","Developer","2020-06-15T00:00:00.000","2016-02-08T00:00:00.000"
"L002807112","Getting Started with NCBI Data in Python","https://www.nlm.nih.gov/oet/ed/ncbi/2021_12_python.html","On December 14, the NCBI Education Team provided a workshop on Getting Started with NCBI Data in Python. Training materials from this event are available on this page.  Learn how to tackle bigger biomolecular datasets more reliably with the power of Python programming. This workshop is designed for biologists without programming experience. Our examples will use genomic, transcript, and protein sequence data, but the programming skills will be broadly relevant for all biologists.","false","HTML","Webinar Source Page","167","Genetics and Molecular Biology; NCBI Workshops","Training Team, NCBI","User","2022-02-18T00:00:00.000","2021-12-14T00:00:00.000"
"L003142112","Getting Started with NCBI Data in Python","https://www.nlm.nih.gov/oet/ed/ncbi/2022_04_python.html","On April 19, the NCBI Education Team provided a workshop on Getting Started with NCBI Data in Python. Training materials from this event are available on this page.","false","HTML","Webinar Source Page","168","Genetics and Molecular Biology; NCBI Workshops","Training Team, NCBI","User; Trainer","2022-07-15T00:00:00.000","2022-04-19T00:00:00.000"
"L002321112","Getting the Full Picture with ClinicalTrials.gov","https://www.nlm.nih.gov/oet/ed/ct/full_picture.html","Kristina Elliott from the National Library of Medicine discusses the role of <a href=""https://clinicaltrials.gov/"">ClinicalTrials.gov</a> in making the results of clinical research transparent to the public. This presentation was created for the 2018 Medical Library Association (MLA) Annual meeting.","false","MP4 Video","Video Tutorial","15","ClinicalTrials.gov","Office of Engagement and Training","User; Trainer","2021-08-10T00:00:00.000","2018-05-13T00:00:00.000"
"L002961112","Getting the Most Out of DOCLINE","https://www.youtube.com/watch?v=uui_qW1-0qo","A 30 minute webinar on the features of DOCLINE, the interlibrary loan request routing system.","false","MP4 Video","YouTube Video","28","DOCLINE","Network of the National Library of Medicine","User","2022-03-31T00:00:00.000","2020-05-13T00:00:00.000"
"L000884112","Getting the Right Information to Patients Using MedlinePlus Connect","https://www.nlm.nih.gov/bsd/disted/video/clin_info/medline_plus_connect.html","As part of the series, Clinical Information, Librarians and the NLM: from Health Data Standards to Better Health, Jennifer Jentsch from the MedlinePlus team at the U.S. National Library of Medicine describes how terminology standards make patient educational materials accessible through electronic health record systems, health apps, and other systems via MedlinePlus Connect.","false","MP4 Video","Webinar","28","MedlinePlus; Terminology; Clinical Medicine","Office of Engagement and Training","User; Developer","2020-06-17T00:00:00.000","2019-11-25T00:00:00.000"
"L000973112","Getting the Right Information to Patients Using MedlinePlus Connect: Tutorial","https://nnlm.gov/training/class-catalog/getting-right-information-patients-using-medlineplus-connect","This one-hour training session with videos and exercises is intended to introduce you to what MedlinePlus Connect does and how, and point you to resources for implementing MedlinePlus Connect at your institution.","false","HTML","On-Demand Course","60","MedlinePlus; Clinical Medicine; Consumer Health; Health Care Technology","Office of Engagement and Training","User; Trainer; Developer","2022-02-18T00:00:00.000","2021-09-01T00:00:00.000"
"L001641112","Grants and Proposal Writing-On Demand","https://nnlm.gov/training/class-catalog/grants-and-proposal-writing","Designed for beginning grant proposal writers, this class presents a general overview of the grant and funding processes as well as the level of detail required in a successful proposal.","false","HTML","On-Demand Course",,"Data Science","Network of the National Library of Medicine","User","2022-02-18T00:00:00.000","2021-10-28T00:00:00.000"
"L00706080","HIV/AIDS Information Resources from NLM - Training Manual","https://www.nlm.nih.gov/oet/ed/aids/HIV-AIDS_Resources_Manual.pdf","This training manual provides a comprehensive overview and guided practice to help you become familiar with searching for HIV/AIDS information from NLM and other trusted and reliable sources. Also available in Spanish.  http://aids.nlm.nih.gov","false","PDF","Pamphlet",,"ClinicalTrials.gov; MedlinePlus; PubMed; Consumer Health; HIV/AIDS; Public Health","National Library of Medicine","User","2020-07-08T00:00:00.000","2020-07-08T00:00:00.000"
"L00112080","Health Economics Information Resources : A Self-Study Course","https://www.nlm.nih.gov/nichsr/edu/healthecon/","A self-study course on Health Economics Information Resources created from modules originally presented at the Medical Library Association as a Continuing Education workshop on May 18, 2002 in Dallas, Texas, by Moira Napper, University of Aberdeen, Health Economics Research Unit (HERU), and Jean Newland, Lippincott Library @ Wharton, Wharton School, University of Pennsylvania.","false","MP4 Video","Quick Tour",,"Health Services Research","NICHSR","User","2022-02-18T00:00:00.000","2016-02-23T00:00:00.000"
"L002802112","Health Literacy On Demand","https://nnlm.gov/training/class-catalog/health-literacy-demand","Health Literacy On Demand is a 1-hour narrated tutorial with activities where you can learn about: • The definitions of personal and organizational health literacy • Communication practices you can do to improve health literacy • 3 resources that you can use to improve health literacy","false","HTML","On-Demand Course","60","Consumer Health; Public Health","Network of the National Library of Medicine","User; Trainer","2022-02-18T00:00:00.000","2021-10-11T00:00:00.000"
"L001642112","Health Statistics on the Web","https://nnlm.gov/training/class-catalog/health-statistics-web","In this 1 hour webinar you will learn the difference between data and statistics, key features and use of health statistics, steps to finding health statistics, and sources of health statistics at the local, state and national level. The importance and relevance of health statistics in various contexts will be discussed. You will have the opportunity to become familiar with the features and scope of several statistics resources through the use of examples.","false","HTML","On-Demand Course","60","Public Health","Network of the National Library of Medicine","User","2022-02-18T00:00:00.000","2022-03-02T00:00:00.000"
"L000926112","Health and Nutrition Literacy: The Social Determinants of Health, Healing, and Patient Safety","https://youtu.be/ncxeJ2o3tx0","Guest Speaker: Teresa Wagner, DPH, Assistant Professor and Senior Fellow, SaferCare Texas, University of North Texas Health Science CenterDescription:  Healthy People 2020 recognizes that, ""Health starts in our homes, schools, workplaces, neighborhoods, and communities."" We know that taking care of ourselves by eating well and staying active, avoiding smoking & nicotine, getting immunizations and screening tests, adequate sleep and having access to healthcare when we are sick all influence our health. These factors are called the Social Determinants of Health and play out in our overall health and wellness.The ability to understand these factors and how they interact with, ""the resources and supports available in our homes, neighborhoods, and communities; the quality of our schooling; the safety of our workplaces; the cleanliness and quality of our water, food, and air; and the nature of our social interactions and relationships"" plays a key role in our health healing & ultimately reflects in our recovery response to healthcare services. This presentation will not only explain these intersections of life, health literacy and society but also offer community-based and programmatic solutions.Objectives: Upon completion of this session, attendees will be able to:-Describe Health Literacy & Identify Issues Related-Identify Health Literacy as a Barrier to Proper Nutrition & Health Behavior-Analyze how these Impact Health, Healing & Patient Safety-Develop Solutions within the Community/Healthcare Continuum","false","MP4 Video","Webinar","53","Public Health; Senior Health","Network of the National Library of Medicine","User","2020-05-28T00:00:00.000","2019-03-15T00:00:00.000"
"L000922112","Healthy Aging: Connecting Older Adults to Health Information","https://youtu.be/cC0xywlm1Rk","Did you know that the 65+ population will outnumber children for the first time in history by 2020? Given the rapid growth of this demographic, this ""train the trainer"" class is designed to help librarians assist their older adult patrons find health information. Discover techniques for teaching older adults to use computers and to find health information on the Internet; learn about usability and accessibility issues that impact older adults; brainstorm library programs on senior health topics; and find out about some recommended health websites for older adults.","false","MP4 Video","Webinar","96","Consumer Health","Network of the National Library of Medicine","User; Trainer","2020-05-28T00:00:00.000","2019-03-15T00:00:00.000"
"L00256080","How PubMed Works","https://nnlm.gov/training/class-catalog/how-pubmed-works","How PubMed Works is a series of four 90-minute classes presented via WebEx.","false","HTML","Webinar Source Page","360","PubMed","Network of the National Library of Medicine","User; Trainer","2022-02-18T00:00:00.000","2022-04-06T00:00:00.000"
"L001741112","How PubMed Works - On Demand","https://nnlm.gov/training/class-catalog/how-pubmedr-works-demand","Are you new to PubMed? Maybe you'd like a refresher. This on-demand, 4 module online class walks through all the parts of the PubMed interface. Each module is designed to take approximately 90 minutes to complete, and each is worth 1.5 MLA CE credits.  You can start and stop at your convenience, and take only the modules that interest you. Each module is made up of a pre and post-test, a recording and an assignment.","false","HTML","On-Demand Course","360","PubMed","Network of the National Library of Medicine","User; Trainer","2022-02-18T00:00:00.000","2021-09-01T00:00:00.000"
"L002284112","How PubMed Works: Automatic Term Mapping (ATM)","https://youtu.be/MQ-ttxlkN2U","How PubMed Works is a series of four classes intended for librarians, other information professionals, and anyone interested in learning in-depth about PubMed.  The Automatic Term Mapping (ATM) class describes the contents of the 3 translation tables used to map your terms and takes an in-depth look at Search Details.  This is a recording of the lecture component of the ATM class.","false","MP4 Video","YouTube Video","55","PubMed","Network of the National Library of Medicine","User; Trainer","2021-07-28T00:00:00.000","2020-04-21T00:00:00.000"
"L002281112","How PubMed Works: Introduction","https://youtu.be/4fac8W7ItZM","How PubMed Works is a series of four classes intended for librarians, other information professionals, and anyone interested in learning in-depth about PubMed.  The Introduction class provides overviews about finding articles by a specific author, articles on a specific subject. The class also explores the Advanced Search Builder and Search History.  This is a recording of the lecture component of the Introduction.","false","MP4 Video","YouTube Video","46","PubMed","Network of the National Library of Medicine","User; Trainer","2021-07-28T00:00:00.000","2020-06-04T00:00:00.000"
"L002283112","How PubMed Works: Medical Subject Headings (MeSH)","https://youtu.be/o6CTfdx85ys","How PubMed Works is a series of four classes intended for librarians, other information professionals, and anyone interested in learning in-depth about PubMed.  The Medical Subject Heading (MeSH) class explores a critical component of PubMed retrieval: The controlled vocabulary. It also describes the different components of the MeSH database and the 4 types of MeSH terms.  This is a recording of the lecture component of the MeSH class.","false","MP4 Video","YouTube Video","39","PubMed","Network of the National Library of Medicine","User; Trainer","2021-07-28T00:00:00.000","2020-06-17T00:00:00.000"
"L002282112","How PubMed Works: Selection","https://youtu.be/ZrZAEf8wlk0","How PubMed Works is a series of four classes intended for librarians, other information professionals, and anyone interested in learning in-depth about PubMed.  The Selection class covers issues and concerns surrounding the current publishing landscape; the selection criteria for the different components of the PubMed database and NLM responsibilities and practices in collecting and providing access to the biomedical literature.  This is a recording of the lecture component of the Selection class.","false","MP4 Video","YouTube Video","37","PubMed","Network of the National Library of Medicine","User; Trainer","2021-07-28T00:00:00.000","2020-06-05T00:00:00.000"
"L001564112","How To Adjust Graph Display Settings in NCBI's Genome Data Viewer","https://www.youtube.com/watch?v=mzHxUQbJDGw","This video introduces enhancements to our genome browser, the Genome Data Viewer (GDV).  These new settings allow you to customize graph displays in any NCBI resource incorporating our Sequence Viewer, including dbSNP, Gene and the GDV.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-18T00:00:00.000","2019-02-14T00:00:00.000"
"L001563112","How To Identify Your 16S rRNA Sequences","https://www.youtube.com/watch?v=1q8MlSheJPc","This quick tutorial shows you how to use BLAST to identify your 16S sequences, and provides a few BLAST search tips. NCBI provides a curated database of 16S sequences from well-supported type material that is a subset of the BLAST nt database.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-18T00:00:00.000","2019-02-16T00:00:00.000"
"L00690080","How the National Library of Medicine Can Add Value to Your mHealth app","https://escholarship.umassmed.edu/ner/52/","Numerous systematic reviews of health-related mobile apps reveal they lack evidence based content. A major challenge to including evidence based content in apps is how to efficiently find accurate, credible, and vetted content. The National Library of Medicine houses the largest biomedical library in the world and provides numerous expert-developed online resources on disease and health education. In this webinar, Susan Halpin of the National Library of Medicine will introduce attendees to those resources, give examples of how they can and have been used in mobile apps, and discuss funding opportunities offered by the NLM.","false","MP4 Video","Webinar","62","MedlinePlus; Clinical Medicine; Health Care Technology","Network of the National Library of Medicine","User; Developer","2020-05-28T00:00:00.000","2019-01-04T00:00:00.000"
"L001528112","How to Access SRA Data on Google Cloud Platform","https://www.youtube.com/watch?v=RNmBINl0bxc","This is a brief tutorial on how to establish a virtual machine instance on Google Cloud Platform, then install, configure, and test the SRA Toolkit within your instance. The emphasis is on the SRA Toolkit, not on the details of launching and connecting to an instance.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-17T00:00:00.000","2020-03-01T00:00:00.000"
"L001529112","How to Access SRA Data with Amazon Web Services","https://www.youtube.com/watch?v=rjjrHnZfymU","This is a brief tutorial on how to establish a virtual machine instance with Amazon Web Services, then install, configure, and test the SRA Toolkit within your instance. The emphasis is on the SRA Toolkit, not on the details of launching and connecting to an instance.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-17T00:00:00.000","2020-03-01T00:00:00.000"
"L00582080","How to Find Disease-Related Variants in ClinVar (NCBI Minute)","http://youtu.be/H09-0pP48Us","ClinVar is NCBI's repository for human variation and its relationship to health and disease. ClinVar is an essential resource for basic researchers, clinicians and genetic counselors. In this NCBI Minute you will learn how to rapidly find variants related to human disease in the NCBI ClinVar resource as well as how to download batches of variants and related information in .xml and .vcf format.","false","MP4 Video","Webinar","10","Genetics and Molecular Biology; Bioinformatics; Clinical Medicine; Developmental Biology; Immunology; Cancer","Training Team, NCBI","User","2020-05-28T00:00:00.000","2016-05-27T00:00:00.000"
"L001538112","How to Find HSDB Data in PubChem","https://www.youtube.com/watch?v=2NXG6ZkHcvM","TOXNET data is moving to PubChem. This video shows you how to find HSDB-specific data in PubChem.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-17T00:00:00.000","2019-09-12T00:00:00.000"
"L000865112","How to Manage Your Library Journal Holdings in DOCLINE","https://www.nlm.nih.gov/docline/doclinehelp/tutorials/holdings/index.html","Tutorial on reviewing and updating your library journal holdings in DOCLINE.","false","MP4 Video","Quick Tour",,"DOCLINE","Office of Engagement and Training","User","2022-03-31T00:00:00.000","2019-01-17T00:00:00.000"
"L000864112","How to Manage Your Library Profile in DOCLINE","https://www.nlm.nih.gov/docline/doclinehelp/tutorials/profile/index.html","Tutorial on reviewing and updating your library profile in DOCLINE","false","MP4 Video","Quick Tour",,"DOCLINE","Office of Engagement and Training","User","2022-03-31T00:00:00.000","2020-02-04T00:00:00.000"
"L000882112","How to Place an Interlibrary Loan Borrow Request Using DOCLINE","https://www.nlm.nih.gov/docline/doclinehelp/tutorials/borrow_request/index.html","This 10-minute tutorial walks users through how to place a DOCLINE request using a PubMed ID (PMID), a journal unique identifier, or manually with citation information.","false","MP4 Video","Quick Tour","10","DOCLINE","Office of Engagement and Training","User","2022-03-31T00:00:00.000","2022-03-30T00:00:00.000"
"L001601112","How to Run an NCBI-Style Hackathon at Your Institution","https://www.youtube.com/watch?v=GoqwWuWi12w","This hour-long webinar will show you how to plan and run an NCBI-Style Hackathon at your own institution. NCBI organizes 2-3 day Hackathons at sites throughout the United States. In these events, participants work in small collaborative groups on workflows, scripts or applications to create bioinformatic solutions to problems in fields such as text mining, next-gen sequence analysis, medical informatics, and many others. Code from Hackathon projects is available on the public NCBI Hackathon GitHub site.","false","MP4 Video","YouTube Video",,"Other","Training Team, NCBI","User","2020-06-19T00:00:00.000","2018-02-16T00:00:00.000"
"L000883112","How to Update an Interlibrary Loan Request to Lend Materials Using DOCLINE","https://www.nlm.nih.gov/docline/doclinehelp/tutorials/lend/","This video demonstrates how to receipt and update an ILL request via DOCLINE 6.","false","MP4 Video","Quick Tour","3","DOCLINE","Office of Engagement and Training","User","2019-03-13T00:00:00.000","2019-03-04T00:00:00.000"
"L00611080","How to Use the Conserved Domain Database","https://www.ncbi.nlm.nih.gov/Structure/cdd/docs/cdd_how_to.html","This page provides quick start guides for using the conserved domain database including identifying the putative function of a protein sequence, identifying the specific amino acids in a protein sequence that are putatively involved in functions such as binding or catalysis, as mapped from conserved domain annotations to the query sequence, viewing a protein query sequence embedded within the multiple sequence alignment of a domain model, interactively viewing the 3D structure of a conserved domain, finding other proteins with similar domain architecture, and interactively viewing the phylogenetic sequence tree for a conserved domain model of interest, with or without a query sequence embedded.","false","HTML","Help Page or FAQ",,"Genetics and Molecular Biology; Bioinformatics; Developmental Biology; Microbiology; Immunology; Agriculture; Cancer","Training Team, NCBI","User","2018-12-17T00:00:00.000","2018-01-12T00:00:00.000"
"L000863112","How to Verify that your Google Account works in DOCLINE","https://www.nlm.nih.gov/docline/doclinehelp/tutorials/check_account/","Tutorial on verifying that your Google Account works in DOCLINE.","false","MP4 Video","Quick Tour","2","DOCLINE","Office of Engagement and Training","User","2022-03-31T00:00:00.000","2019-01-17T00:00:00.000"
"L000782112","How to upload and analyze dbGaP data in the cloud","https://www.youtube.com/watch?v=wBGPWCviZS0&feature=youtu.be","Through this webinar, you will learn how to initialize the SRA toolkit for streaming dbGaP next-gen sequence data to cloud services such as Amazon Web Services and how to use an NCBI-created Amazon Machine Image to analyze these data.","false","MP4 Video","YouTube Video","17","My NCBI; Data Management","Training Team, NCBI","User; Trainer; Developer","2018-11-14T00:00:00.000","2016-02-10T00:00:00.000"
"L003061112","Identifying Clinically Relevant Genes in Bacterial Genomes","https://www.nlm.nih.gov/oet/ed/ncbi/2022_05_genome.html","This workshop will show you how to mine publicly available bacterial pathogen sequence data on the NCBI website and how to identify clinically relevant genes in your own sequences using downloadable programs such as PGAP and AMRFinderPlus.","false","HTML","Webinar Source Page","90","Genetics and Molecular Biology; NCBI Workshops","Training Team, NCBI","User; Trainer","2022-06-15T00:00:00.000","2022-06-15T00:00:00.000"
"L000887112","Improving the Quality of Hospital Patient Care: The Value Set Authority Center","https://www.nlm.nih.gov/bsd/disted/video/clin_info/vsac.html","As part of the series, Clinical Information, Librarians and the NLM: from Health Data Standards to Better Health, Maureen Madden from the U.S. National Library of Medicine provides an overview of the Value Set Authority Center and its role in clinical quality measurement.","false","MP4 Video","Video Tutorial","34","VSAC; Terminology","Office of Engagement and Training","User; Developer","2020-07-09T00:00:00.000","2019-11-25T00:00:00.000"
"L00617080","Insider's Guide to Accessing NLM Data: EDirect for PubMed","https://goo.gl/5giq6E","This series of workshops introduces new users to the basics of using EDirect to access exactly the PubMed data you need, in the format you need. Over the course of five 90-minute sessions, you will learn how to use EDirect commands in a Unix environment to access PubMed, design custom output formats, create basic data pipelines to get data quickly and efficiently, and develop simple strategies for solving real-world PubMed data-gathering challenges. No prior Unix knowledge is required.","false","HTML","Webinar Source Page","450","PubMed; Data Science","Office of Engagement and Training","User; Developer","2018-08-02T00:00:00.000","2018-03-19T00:00:00.000"
"L00615080","Insider's Guide to Accessing NLM Data: Welcome to E-utilities for PubMed","https://dataguide.nlm.nih.gov/classes.html#welcome-to-e-utilities","Want to do more with PubMed? Want to extract just the PubMed data you need, in the format you want? Dreaming of creating your own PubMed tool or interface, but do not know where to start? This is the first in the Insider's Guide series of webinars about more powerful and flexible ways of accessing NLM data, starting with an introduction to the Application Programming Interfaces (APIs) for PubMed and other NCBI databases. This series is geared toward librarians and other information specialists who have experience using PubMed via the traditional Web interface, but now want to dig deeper. This class will start with the very basics of APIs, before showing you how to get started using the E-utilities API to search and retrieve records from PubMed. The class will also showcase some specific tools and utilities that information specialists can use to work with E-utilities, helping to prepare you for subsequent Insider's Guide classes. We will finish by looking at some practical examples of E-utilities in the real world, and hopefully inspire you to get out and put these lessons to use!","false","MP4 Video","Quick Tour","60","PubMed; Data Science","Office of Engagement and Training","User; Developer","2018-08-01T00:00:00.000","2018-02-13T00:00:00.000"
"L001569112","Interactive Visualization of NCBI Annotations for Variant Interpretation","https://www.youtube.com/watch?v=oKPWx9aRRoI","This video employs the NCBI's Variation Viewer to evaluate and prioritize variants from a fictitious patient's genetic test results. The demonstration is based on a CoLab presentation at ASHG 2018.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-18T00:00:00.000","2018-12-07T00:00:00.000"
"L002182112","Introducing GaPTools for dbGaP Submitters","https://www.youtube.com/watch?v=yxpMU8Ngpeg","Introduces new standalone software called GaPTools, which you can use to check your data before submitting to dbGaP.","false","MP4 Video","YouTube Video","4","Genetics and Molecular Biology","Training Team, NCBI","User; Trainer","2021-04-30T00:00:00.000","2021-04-21T00:00:00.000"
"L000829112","Introducing Magic-BLAST, NCBI's Next-Gen Sequence Alignment Program","https://www.youtube.com/watch?v=LrOHT73czZw&feature=youtu.be","Modern sequence analysis including genome annotation, expression analysis and variant calling often involves aligning next-gen sequence reads to a genome assembly or a set of full-length RNA transcripts. This task has special requirements that are not met by traditional alignment and search programs such as BLAST. NCBI now has magic-BLAST, a specialized tool for mapping large next-generation RNA or DNA sequencing runs in a variety of formats against a whole genome or transcriptome. In this webinar, you will learn to use magic-BLAST to align next-gen RNA and DNA sequencing runs to genomic and transcript sequences and to understand the options available for magic-BLAST.","false","MP4 Video","YouTube Video","20","My NCBI","Training Team, NCBI","User; Trainer","2018-12-12T00:00:00.000","2017-04-23T00:00:00.000"
