"name","description","feature","year","classification","latitude","longitude","location"
"Stadium Road","This road was named for its proximity to Clarke Stadium, which was the home field of the Edmonton Eskimos until Commonwealth Stadium was built in 1978.","Road","1947",,"53.5570772","-113.4759879","POINT (-113.4759879 53.5570772)"
"Turner Link","Herbert G. Turner (d. 1963) was a leading member of Edmonton's music community and was active in local labour organizations. He was born in Oxford, England around 1883, and came to Edmonton in 1907. To begin with, Turner worked as a manual labourer for the city, but by 1913 he had won several awards for his singing, had opened a speech and singing studio, and was employed as chief clerk in the provincial secretary's department. Soon, Turner's involvement in labour organizations saw him become the secretary-manager of the Edmonton Musicians Protective Association, Local 390, a position he held from 1914 until 1963. Over the years he was also on the executive of the Edmonton and District Labour Council, the Edmonton Labour Temple, the Alberta Federation of Labour, and was president of the Alberta Registered Music Teachers' Association and its Edmonton chapter. Turner was active in the Alberta Music Festival early on, serving for many years as the event's secretary. In addition, he participated in many local choirs and musical societies (both singing and directing), produced hit musicals, and organized an orchestra. Among the other groups he actively participated in were the Edmonton Exhibition Association, and the John Howard Society. In 1953, Turner was selected by the Edmonton Junior Chamber of Commerce to receive their annual Citizen of the Year award.","Road","2001",,"53.4465758","-113.5821185","POINT (-113.5821185 53.4465758)"
"Quesnell Crescent","See Quesnell Heights.","Road","1959",,"53.508416","-113.573159","POINT (-113.573159 53.508416)"
"Lorne Street Park","Lorne Street, now 92 Street, was named in about 1908. It may have been named after John Douglas Sutherland Campbell (1845-1914), the Marquess  of Lorne, fifth governor general of Canada (1878-1883), who was later the ninth Duke of Argyll. Lorne Street Park is located in the Alberta Avenue neighbourhood and has an area of 0.1 ha. See Argyll.","Park","2000",,"53.5747841","-113.5036069","POINT (-113.5036069 53.5747841)"
"Michaels Park","This park is in the Michaels Park neighbourhood and has an area of 3.02 ha. See Michaels Park neighbourhood.","Park","1983",,"53.4794912","-113.44831","POINT (-113.44831 53.4794912)"
"Grandisle Point","The name of this road refers to the nearby location of the Big Island; Grandisle is French for ""big island."" In the early 1900s, the island, 25.7 km upstream from Edmonton and 28.3 ha. in size, was a popular recreation and picnic spot. For one dollar, Edmontonians could take The City of Edmonton, a sternwheeler owned by John Walter, to the tree-covered island. Picnicking on the island stopped in 1914 and by 1918 the island was abandoned. It was eventually logged. Grandisle Point was previously known as Riverview Crescent.","Road","1982",,"53.4364053","-113.6591404","POINT (-113.6591404 53.4364053)"
"Hollick-Kenyon Road","See Hollick-Kenyon.","Road","1991",,"53.6211122","-113.4255039","POINT (-113.4255039 53.6211122)"
"Osland Close","Major Andrew Osland (1920-1979) was an internationally accredited boxing official who was involved in Edmonton boxing for 40 years. Osland began boxing as an army recruit and in 1969 became the first president of the Canadian Amateur Boxing Association. He was an official at numerous boxing events, including the Canadian championships, the Pan-American Games and the Montreal Olympics. In 1974 and 1978 he chaired the boxing committee for the Commonwealth Games.","Road","1987",,"53.4628733","-113.5568238","POINT (-113.5568238 53.4628733)"
"La Perle Park","This park is in the La Perle neighbourhood and has an area of 2.09 ha. See La Perle.","Park","1985",,"53.5318457","-113.645351","POINT (-113.645351 53.5318457)"
"Buchanan Close","This road is named in honour of two men, both of whom were named Buchanan but were not related. John Alexander Buchanan was a Canadian senator and a long-time Edmonton resident. James McIntyre Buchanan was a pioneer boat builder. John Alexander Buchanan (1887-1970) was born in Ontario and came to Edmonton in 1910, where he worked for the federal government. He did considerable survey work in the Peace River country and the Northwest Territories. Buchanan was a prominent member of the Conservative Party and was appointed to the Senate in 1959, retiring six years later. James McIntyre Buchanan was born in Scotland in 1884 and came to Edmonton in 1911. He and a partner founded the Alberta Motor Boat Company and manufactured boats used by the Hudson's Bay Company and the RCMP. He died in the late 1930s.","Road","1988","Commemorative (local)","53.4678556","-113.5756631","POINT (-113.5756631 53.4678556)"
"Sheriff Robertson Park","Walter Scott Robertson (1841-1915) was the first sheriff of Edmonton. The Robertson family moved west from Ontario in the early 1880s and established their first residence overlooking the North Saskatchewan River, on the site of the Hotel Macdonald. Robertson also built Robertson Hall, one of Edmonton's first cultural venues. After being involved in business for several years, he became the first sheriff of Edmonton in 1905. While acting as sheriff, Robertson was also the manager of the Canada Life Assurance Company. In 1912, Robertson commissioned architect Alfred M. Calderon, who was responsible for the design of the landmark LeMarchand Mansion, 11523-100 Avenue, to design his retirement home in Cromdale. The Sheriff Robertson Park is in the Cromdale neighbourhood and has an area of 0.98 ha.","Park","2001",,"53.544389","-113.4909267","POINT (-113.4909267 53.544389)"
"Forest Capital Trail","The City of Edmonton was designated the National Forestry Capital of Canada for 1994. Forest Capital Trail marks this honour.","Walkway","1994",,"53.5415219","-113.506617","POINT (-113.506617 53.5415219)"
"Joyce Crescent","Annie C. Joyce (1891-1970) worked at the Edmonton Public Library for 41 years. She was born in Scotland and came to Edmonton in 1913. Joyce joined the library soon after arriving in the city. In 1916 she was appointed cataloguer and in 1953 became assistant librarian. Among her many accomplishments, Joyce helped establish the city's bookmobile service. She retired in 1954. Joyce Crescent was originally named Joyce Street.","Road","1980",,"53.4856065","-113.4096609","POINT (-113.4096609 53.4856065)"
"Westwood","The Westwood area was annexed by Edmonton in 1910 and remained largely rural until after WWII, when it underwent large-scale development. The northern portion of Westwood was once called Northcote.","Neighbourhood","CU",,"53.5752053","-113.4975128","POINT (-113.4975128 53.5752053)"
"Dartmouth Cove","The name Dartmouth Cove originates from either the city of Dartmouth, named for Sir William Legge, the Earl of Dartmouth, in Nova Scotia or from its English namesake. Names in the Donsdale neighbourhood conform to the theme of celebrating Edmonton's connection with Britain.","Road","1997",,"53.488713","-113.631916","POINT (-113.631916 53.488713)"
"Strathearn Drive","This road was formerly called Saskatchewan Drive East but, because of confusion between this name and Saskatchewan Drive, was changed in 1952.  The existing Strathearn Drive was renamed to Strathearn Crescent while Saskatchewan Drive East was renamed Strathearn Drive. See Strathearn.","Road","1952",,"53.5358968","-113.4641292","POINT (-113.4641292 53.5358968)"
"Bearspaw","Chief Masgwaahsid (Bear's Paw) of the Stoney Band was born about 1835. He signed Treaty No. 7 at Blackfoot Crossing on September 22, 1877. It was Bear's Paw's authority that averted an armed confrontation when negotiations leading to the signing of this treaty were being conducted beside the Bow River. Neighbourhood names in the Kaskitayo area honour Aboriginal leaders.","Neighbourhood","1978","Commemorative (Stoney Chief Masgwaahsid)","53.4430154","-113.4999748","POINT (-113.4999748 53.4430154)"
"Hunter's Run","See Hunter's Close.","Road","1996",,"53.458888","-113.5950768","POINT (-113.5950768 53.458888)"
"McLean Court","Alexander ""Dan"" McLean (1896-1969) played an active role in the development of aviation in Alberta. He was born in Maxville, Ontario, but came to Innisfail in 1907 and attended school in Calgary. In 1917, he enlisted in the Royal Flying Corps and was transferred to England, where he was a flying instructor until the end of WWI. McLean returned to Alberta, attended the University of Alberta, and joined the Canadian Air Force Reserve in 1919. Ten years later he became Inspector of the Western Airways for the federal government, and organized the construction of the first airways system on the prairies. McLean also conducted an aerial survey of a Rocky Mountain flyway from Vancouver to Alberta via the Crowsnest Pass. In 1935, he began a survey of possible flight paths from northwest Canada to Alaska. McLean's knowledge and expertise became invaluable during WWII, when he participated in the British Commonwealth Air Training Plan. McLean advocated the construction of a chain of modern airports equipped with such features as night lighting on the runways, weather reporting and radio communication.","Road","2002",,"53.42637","-113.528238","POINT (-113.528238 53.42637)"
"Kainai Park","Names in the Kaskitayo area are in honour of Aboriginal culture. Kainai is a Blackfoot word meaning ""many chiefs."" The Kainai Chieftainship is bestowed by the Blood (of the Blackfoot Nation) upon distinguished persons in recognition of their work with Aboriginal people. This honour may be held by only 40 living persons at a time. Edward, the Prince of Wales, was the first to receive the Kainai Chieftainship in 1919, and Charles, the present Prince of Wales, has also been honoured and bears the name of Chief Red Crow. The Kainai Park is in the Sweet Grass neighbourhood and has an area of 0.39 ha.","Park","1982",,"53.4654837","-113.5367614","POINT (-113.5367614 53.4654837)"
"Kinnaird Ravine","This ravine was originally called Rat Creek Ravine, after the creek of the same name that ran through the ravine. It eventually became known as Kinnaird Ravine, most likely after nearby Kinnaird Street, now 82 Street. The name was in common usage before it was adopted by the Names Advisory Committee in 1967. See Kinnaird Park.","Ravine","CU",,"53.5428686","-113.4471702","POINT (-113.4471702 53.5428686)"
"Central McDougall","John Alexander McDougall (1879-1928) was an early Edmonton businessman who was twice elected mayor (town mayor in 1897; city mayor in 1908). He also served as an MLA, on the senate of the University of Alberta, the school board and city council. McDougall was born in Ontario and came to Edmonton in 1879, opening the first general store on Jasper Avenue. In 1897 McDougall went into partnership with Richard Secord (1860-1935). Together, they ran a fur trading business and, later, a finance company. During the real estate boom of 1912, the Hudson's Bay Company (then the owner of this neighbourhood) paved 3.2 km of Portage Avenue (present-day Kingsway) and offered lots for sale. In 1913 McDougall School was built at 10930-107 Street.","Neighbourhood","CU","Commemorative (local)","53.554212","-113.5020377","POINT (-113.5020377 53.554212)"
"Yellowhead Trail","The Yellowhead Trail, which passes through Edmonton, is part of the nearly 3,200-kilometre-long Yellowhead Highway that
connects Winnipeg in the East to Massett on the Queen Charlotte Islands in the west. The highway is an amalgamation of
many highways that originated as historic Aboriginal and fur trade routes. Before construction of the roads, the
Canadian Northern Railway and the Grand Trunk Pacific forged their ways through the Yellowhead Pass between 1912 and
1914.

In the late 1910s and early 1920s the Edmonton Area Good Roads Association became involved in the first concerted effort
to build automobile roads to the Rocky Mountains and beyond, and encouraged development of what would become a key
section of the Yellowhead Highway. In 1947 the inaugural conference of the Trans Canada Highway System (Yellowhead
Route) took place.

The Yellowhead Highway takes its name from Yellowhead Pass, the lowest crossing of the Continental Divide on the North
American continent. The mountain pass was used for centuries by Aboriginal people and was first mentioned in European
accounts around 1826. It was for many years the route used by fur traders travelling to the New Caledonia Department (an
area beyond the Rocky Mountains in northern British Columbia) of the Hudson’s Bay Company (HBC). HBC documents used the
name Tête-Jaune, or Yellowhead, for Pierre Hatsinaton, sometimes called Pierre Bostonais, who was a Métis guide and
trapper who worked in the area of the pass now known as Yellowhead.","Road","CU",,"53.5805757","-113.5312857","POINT (-113.5312857 53.5805757)"
"Decker Way","Dr. George Edward Decker (1909-1984) was born in Saskatchewan and received his Doctorate of Dental Surgery from the University of Alberta in 1932. After completing his two-year internship at the University Hospital, he went on to practise dentistry for the next 43 years in Lacombe, Lloydminster and Edmonton. During WWII, Dr. Decker served in the Canadian Dental Corps. He continued to serve in the reserve unit of the corps until 1957, reaching the rank of lieutenant-colonel. Dr. Decker was also chairman of the Canadian Dental Association's Council and executive director and registrar of the association from 1961 to 1976. As well, Dr. Decker lectured at the University of Alberta, was editor of the ADA News Information from 1976 to 1982, was a fellow of the International College of Dentists, and served as president of the Edmonton and District Dental Society, the University of Alberta Dental Alumni Association, the Kinsmen Club and the Rotary Club.","Road","2001",,"53.4831325","-113.6366193","POINT (-113.6366193 53.4831325)"
"Hamptons, The","This neighbourhood is under development. ""The Hamptons"" is best known as the fashionable residential area on Long Island, New York, but the name originates in the United Kingdom. Early connections include London's Hampton Court, the favourite residence of King Henry VIII (reigned 1509-1547).","Neighbourhood","1998",,"53.4903333","-113.6776881","POINT (-113.6776881 53.4903333)"
"O'Connor Place","George Bligh O'Connor (1883-1957) was a chief justice of the Alberta Supreme Court. Born and educated in Ontario, O'Connor came to Edmonton after being called to the bar in 1905. He joined an Edmonton law firm and was made King's Counsel in 1913. O'Connor became a member of the Supreme Court in 1941. In 1944 he was named chairman of the Wartime Labour Relations Board and was later appointed chairman of the Canada Labour Relations Board. In 1950 he was named chief justice. O'Connor received an honorary degree from the University of Alberta in 1952.","Road","1984",,"53.4656799","-113.5692668","POINT (-113.5692668 53.4656799)"
"McCauley","Matthew McCauley (1850-1930), a pioneer liveryman and stagecoach operator, was the Town of Edmonton’s first mayor. He
was born in Ontario and came to Fort Saskatchewan in 1879. Two years later he moved to Edmonton where he established a
livery stable and butcher shop. McCauley organized Edmonton’s first public school in 1881 and was a founding member (and
served for 18 years) of Edmonton’s school board.

It was not until 1882 that a system of land titles and homestead grants was introduced in western Canada. Prior to this,in the absence of legal title, local residents led by McCauley protected their claims by force. McCauley was captain of what was known as “McCauley’s Vigilantes,” a group of local men who forcibly removed the property of newcomers who
attempted to squat on land cleared by the area’s first settlers. On at least two occasions, the shack of a claim-jumper who failed to heed warnings from the vigilantes was pushed over the banks of the North Saskatchewan River and the newcomer was driven out. In 1892, when the federal government sought to transfer the Land Titles Office from Edmonton to Strathcona, McCauley used his hastily gathered volunteers to stop the planned move.

When Edmonton was incorporated as a town in 1892, McCauley became mayor by acclamation and was re-elected in 1893 and
1894. In 1905, the year that Alberta became a province, he was elected to the first provincial legislature, representing
Vegreville. He resigned after only a year to become warden of Edmonton’s first federal prison, working there from 1906
to 1911. McCauley School (on McCauley Street, present-day 107A Avenue) was opened in this neighbourhood in 1912.
McCauley lived in British Columbia from 1912 to 1925 and then moved to Sexsmith, Alberta. McCauley, the father of 12
children, lived to the age of 80 and died on his farm is the Peace Country.","Neighbourhood","CU",,"53.5551041","-113.4839538","POINT (-113.4839538 53.5551041)"
"Rehwinkel Road","See Rehwinkel Close.","Road","1988",,"53.4728892","-113.5820046","POINT (-113.5820046 53.4728892)"
"Glenora","The development of the Glenora neighbourhood began in 1906. Land originally owned by Malcolm Groat was bought by Montreal businessman and developer James Carruthers. Carruthers named the area and persuaded the city to bridge Groat Ravine at 102 Avenue. Carruthers placed a caveat on the development, dictating housing standards in the area. The regulations were implemented in order to ensure that Glenora would be an upscale development. In 1909 the Alberta Government built Government House in Glenora as the official residence of the lieutenant-governor.","Neighbourhood","CU",,"53.5458731","-113.5558792","POINT (-113.5558792 53.5458731)"
"Ronning Gate","See Ronning Close.","Road","1986",,"53.4751093","-113.5913007","POINT (-113.5913007 53.4751093)"
"Brander Gardens","Brander Gardens was named in honour of the gardener George Brander (d. 1933). Brander came to Edmonton from Nova Scotia
in 1921 and soon established a peony garden in the Bonnie Doon area. George and his son, prominent Edmontonian Dr. James
Frederick Brander (1879-1963), founded the Silver Heights Peony Garden in 1923. The garden, located at 93 Avenue and 85
Street in Bonnie Doon, was a major tourist attraction and the source of most of the peonies in Alberta until the 1940s.
In 2002, Fort Edmonton Park completed a recreation of the peony garden, including 26 varieties of peonies.","Neighbourhood","1965","Commemorative (local)","53.4949569","-113.5802972","POINT (-113.5802972 53.4949569)"
"Lakewood Road South","See Lakewood.","Road","1974",,"53.4547892","-113.4537812","POINT (-113.4537812 53.4547892)"
"Whitemud Ravine Nature Reserve","This park includes the entire Whitemud and Blackmud Creek Ravine system. The City constructed trails and creek crossings in the reserve to enable pedestrian recreation in the area while protecting the ravine from uncontrolled public use. See Whitemud Creek.","Park","1990",,"53.544389","-113.4909267","POINT (-113.4909267 53.544389)"
"Forbes Way","See Forbes Close.","Road","1989",,"53.4695096","-113.5929845","POINT (-113.5929845 53.4695096)"
"Beverly Heights","This neighbourhood was subdivided around 1912 and named after the nearby train station. See Beverly.","Neighbourhood","1912","Commemorative (Railway Station)","53.565927","-113.4040835","POINT (-113.4040835 53.565927)"
"Weir Industrial","James White Weir was a pioneer boat builder, and has been credited as being the originator of the use of skis on light aircraft for winter landing conditions in remote areas. Weir's wooden boats were used on the North Saskatchewan River and helped open the north to trade and settlement. Northern bush pilots and the Royal Canadian Mounted Police used his skis and sleds to reach distant northern communities.","Neighbourhood","1974",,"53.512703","-113.4053877","POINT (-113.4053877 53.512703)"
"Brander Gardens Park","This park is in the Brander Gardens neighbourhood and has an area of 2.02 ha.","Park","1984","Commemorative (local)","53.4738191","-113.5409631","POINT (-113.5409631 53.4738191)"
"Jane Salisbury Park","Jane Thompson Salisbury was a Grand Matron of the Order of the Eastern Star. Salisbury was born in Québec and came to Edmonton as a child. She joined the Order of the Eastern Star in 1953 and was grand matron from 1976 to 1982. Salisbury spent almost 30 years doing volunteer work for elderly people living in the Cromdale neighbourhood. From 1949 to 1987, as part of a project run by the Order of the Eastern Star, senior citizens were housed in cottages on this site. The Jane Salisbury Park is in the Cromdale neighbourhood and has an area of 0.59 ha.","Park","1990",,"53.5599595","-113.4579652","POINT (-113.4579652 53.5599595)"
"Pardee Bay","Marjorie Pardee (d. 1966) was the provincial commissioner of the Girl Guides of Canada. Pardee was born in Ontario and came to Edmonton in 1905. She was a Girl Guide leader for 13 years and served as commissioner from 1933 to 1946. Pardee died at the age of 82.","Road","1990",,"53.5174556","-113.6657802","POINT (-113.6657802 53.5174556)"
"Fraser Park","Fraser Park is in the Fraser neighbourhood and has an area of 3.04 ha. See Fraser.","Park","1986",,"53.610417","-113.3741565","POINT (-113.3741565 53.610417)"
"Wedgewood Crescent","This roadway has existed since the 1960s but the name was made official in 1988. See Wedgewood Heights.","Road","1988",,"53.4802351","-113.6382452","POINT (-113.6382452 53.4802351)"
"Overlanders","In June 1862, 150 people, including one woman, left Winnipeg for the Cariboo Gold fields in present-day British Columbia. They used Red River carts to transport their possessions and supplies westward across the prairies. Settlers who made this journey were called ""Overlanders."" They reached Fort Edmonton in July, traded their carts for pack horses and continued their journey with Aboriginal guides across the Rocky Mountains. Most reached their destination in October 1862 and settled in the vicinity of the Cariboo Gold fields. The neighbourhood name of Overlanders is compatible with the naming theme of the Hermitage subdivision, which honours early settlers.","Neighbourhood","1981",,"53.5805048","-113.3889737","POINT (-113.3889737 53.5805048)"
"Dovercourt Crescent","See Dovercourt.","Road","1955",,"53.5736774","-113.5585202","POINT (-113.5585202 53.5736774)"
"Newton","Pioneer Anglican minister Canon William Newton came to Canada, from England, in 1840 and arrived at the Edmonton settlement in 1875. That same year he built a church, a home and a hospital ten kilometres east of Fort Edmonton, that he called Hermitage. The Rev. Newton continued to live there in his home for the next 25 years.","Neighbourhood","1954",,"53.5763403","-113.4229603","POINT (-113.4229603 53.5763403)"
"Wolf Willow Ravine","The ravine is named for Wolf Willow Farm, which was located in the area from the mid-1930s to the early 1970s. The farm, covering 194 ha., was owned by Curtis and Edith Munson. Curtis Munson (d. 1980) was born in the United States, attended Yale University and served in the US Army during WWI before immigrating to Edmonton. In Edmonton, he formed Sterling Collieries and the Coal Valley Mining Company, which sold coal to the Canadian National Railway. Munson was also a part-owner of the Edmonton Bulletin newspaper. The farm likely took its name from the wolf willow, a locally abundant shrub. The flowers of the silvery-leafed bush are yellow and have a fragrant scent. The name Wolf Willow Ravine replaces the original name of Westridge Ravine. The ravine has also been called the Edith Ravine, after Edith Munson.","Ravine","1972",,"53.5061591","-113.6068526","POINT (-113.6068526 53.5061591)"
"Blue Quill","In the 1910s, the northeast portion of the Blue Quill neighbourhood was known as Edmonton Place. See Blue Quill subdivision.","Neighbourhood","1974","Commemorative (local)","53.4573777","-113.5271719","POINT (-113.5271719 53.4573777)"
"Confederation Park","This 10.72-ha. park, in the Royal Gardens neighbourhood, commemorates the 1967 centenary of Canada's confederation. It was established with the cooperation of the Public School Board, the Separate School Board and the City of Edmonton Parks and Recreation Department.","Park","1965",,"53.544389","-113.4909267","POINT (-113.4909267 53.544389)"
"William Bramley-Moore Park","Dr. William Bramley-Moore (1906-1976) was registrar of the Alberta College of Physicians and Surgeons for 21 years. He was born on a homestead near Lloydminster and came to Edmonton in 1910. Bramley-Moore graduated from the University of Alberta in 1931. Following several years of general practice in Alberta and BC, he joined the Royal Canadian Medical Corps at the beginning of WWII and served in India, Burma and Europe. After the war, Bramley-Moore became registrar of the Alberta College of Physicians and Surgeons and held the post until 1967. He was the president of the Canadian Medical Council in 1965, an executive director and secretary-treasurer of the Alberta Division of the Canadian Medical Association, and lectured in medical economics at the University of Alberta. Bramley-Moore was a member of the boards of the Glenrose Hospital and the Edmonton Regional Hospital. The William Bramley-Moore Park is in the Brookside neighbourhood and has an area of 0.49 ha.","Park","1984",,"53.485455","-113.5683805","POINT (-113.5683805 53.485455)"
"Galland Close","Arthur Galland (b. 1872) left Ontario at the age of 19 and moved west, first to Saskatchewan, then Winnipeg, Manitoba, and later, in 1913, to Edmonton. In Edmonton, he was employed by the Arctic Ice Company. After two years, Galland purchased an interest in the company and eventually became the owner and manager.","Road","2000",,"53.4990457","-113.6705816","POINT (-113.6705816 53.4990457)"
"Steele Crescent","This road was named after two brothers, James Bond Steele and Sir Samuel Benfield Steele, who were born in Purbrook, Canada West (present-day Ontario), and came to Alberta in the latter part of the 19th century. James Bond Steele was one of the first teachers in the Edmonton area. His brother, Sam Steele (1849-1919), arrived in 1874. He was a member of the original North West Mounted Police (NWMP), formed in 1873. Steele, though only in his early twenties, was a veteran soldier, having served in the militia during the 1866 Fenian invasions and taken part in the Red River Expedition in 1870. He was made a sergeant-major in the NWMP and five years later commissioned as an officer. From 1898 to 1899 Steele was superintendent of the NWMP in the Yukon. In 1900 he went overseas as commander of Lord Strathcona's Horse, a regiment formed to fight in the Boer War, and stayed on to serve with the South African Constabulary. Steele served as a major-general in WWI and was knighted in 1918. He retired at the end of the war and died only a few months later in London, England.","Road","1969",,"53.6048206","-113.4226222","POINT (-113.4226222 53.6048206)"
"Abbottsfield","This northeast neighbourhood's name was derived by extending the name of Abbott School, which was named for WWI veteran Abe Abbott. After moving to Beverly in 1912, Abbott was the caretaker of Beverly School from 1922 to 1958. Abbott School was opened in 1960 as an Edmonton Public elementary school.","Neighbourhood","1964","Commemorative (local WWI veteran)","53.5740503","-113.3890286","POINT (-113.3890286 53.5740503)"
"Riverdale","In 1881, Richard Hardisty (1831-1889) and Daniel Robert Fraser (1851-1920) established a saw and a grist mill in this area, on the flats beside the river. In 1889 the name of the company was changed to D.R. Fraser & Company, and this district became known as Fraser Flats or Fraser's Flat. In 1910 residents of the area voted to change their community's name to Riverdale.","Neighbourhood","CU",,"53.5430577","-113.4730049","POINT (-113.4730049 53.5430577)"
"Terwillegar Drive","See Terwillegar Heights.","Road","1972",,"53.4584154","-113.5897416","POINT (-113.5897416 53.4584154)"
"Cromdale","Cromdale is one of Edmonton's oldest inner-city neighbourhoods. Its development began soon after a streetcar line was extended from the city's central business district east along Jasper Avenue, north on Kinnaird Street (82 Street) and then east again on Pine Avenue (112 Avenue). Cromdale, meaning ""crooked valley,"" is also a place in Scotland. Over the past century, parts of Cromdale have had different names. The area north of Jasper Avenue and east of Kinnaird (now 82) Street was once known as Cromdale Place. The area north of Jasper Avenue and east of 78 Street was originally called View Point. Among the historical residences are the oldest house on Jasper Avenue, the house of the first woman professional photographer in western Canada, and the homes of two former Edmonton mayors and of Edmonton's first sheriff.","Neighbourhood","CU",,"53.5580061","-113.4665202","POINT (-113.4665202 53.5580061)"
"Mary finlay Park","Mary A. finlay (1884-1970) was superintendent of the Beulah Home for unmarried mothers from 1922 until her retirement in 1964. She was born in Ontario and came to Edmonton in 1909, where she helped start the Beulah Mission. From 1914 to 1922 finlay took a leave of absence, but continued her evangelistic work. In 1962 the Junior Chamber of Commerce named her Citizen of the Year; in 1963 a scholarship for advanced study in social welfare and related fields was established in her name. The Mary finlay Park is in the Forest Heights neighbourhood and has an area of 0.72 ha.","Park","1984",,"53.54338","-113.452048","POINT (-113.452048 53.54338)"
"Guardian Road","The road's name reflects the area naming theme of monastic images and the Glastonbury neighbourhood theme of roads beginning with the letter ""G."" ""Guardian"" is defined not only as being one that guards, but also as a superior of a Franciscan monastery.","Road","1990",,"53.507921","-113.6710287","POINT (-113.6710287 53.507921)"
"Bell Court","James ""Jimmy"" Bell (d. 1967) was manager of Edmonton's municipal airport from 1930 until his retirement in 1962. Born in Yorkshire, England, and a graduate of Leeds University, Jimmy Bell was a civil engineer who emigrated to Canada in 1911. Two years later, he was hired by the City of Edmonton engineering department. During WWI, Bell enlisted with the 63rd Battalion that was raised in Edmonton. While in London, he considered transferring to the Royal Engineers, but a friend convinced him to join the Royal Flying Corps instead. From 1928, Bell was involved with the Edmonton and Northern Alberta Aero Club, and was one of the first directors of the Edmonton Flying Club when it was formed in 1944. Bell recalled that when he became manager of Edmonton's airfield in 1930, it was nothing more than a strip of grass. During World War II, Bell assisted in ferrying American planes through Edmonton to the Soviet Union. As a result of this ""unstinting co-operation rendered American forces landing in Edmonton,"" Bell was presented with the Medal of Freedom by the United States Air Force in 1947.","Road","2002","Commemorative (local)","53.417973","-113.5157578","POINT (-113.5157578 53.417973)"
"Carlisle","The Carlisle neighbourhood in the Warwick subdivision is named after a famous castle in England, in accordance with the naming theme of the Castle Downs area in which it is located. In the early 1900s, a portion of the Carlisle neighbourhood was named GTP Addition. The original Carlisle Castle is located south of England's border with Scotland; construction of the castle was begun in 1093 by King William II. Carlisle was the backdrop for several historical events. In the 1800s Carlisle Castle went through extensive renovations and is today one of the best preserved castles in England.","Neighbourhood","1972","Comemerative (Castle in Englian)","53.604123","-113.523848","POINT (-113.523848 53.604123)"
"Donsdale Crescent","See Donsdale.","Road","1997",,"53.4820446","-113.6315457","POINT (-113.6315457 53.4820446)"
"Reid Place","See Reid Close.","Road","1986",,"53.472319","-113.5923834","POINT (-113.5923834 53.472319)"
"Dechene Way","See Dechene.","Road","1986",,"53.4894566","-113.6342068","POINT (-113.6342068 53.4894566)"
"Stirling","The Stirling subdivision is named after a castle that played an important role in the history of Scotland from the 12th to the 18th centuries. The name follows the theme used by the developers of the Castle Downs area, who named subdivisions and neighbourhoods after famous castles.","Subdivision","1973",,"53.6201209","-113.5015017","POINT (-113.5015017 53.6201209)"
"Clareview Campus","See Clareview Business Park.","Neighbourhood","CU",,"53.6030405","-113.4046651","POINT (-113.4046651 53.6030405)"
"Glengarry Park","This park is in the Glengarry neighbourhood and has an area of 8.77 ha. The name was in common usage before the Names Advisory Committee approved it. See Glengarry.","Park","1967",,"53.5958826","-113.4755474","POINT (-113.4755474 53.5958826)"
"Airway Park","Located across from the Edmonton City Centre Airport to the south, this 5.0 ha. Park with athletic grounds allows people to watch the planes fly over.","Park","1964","Descriptive","53.5608104","-113.51336","POINT (-113.51336 53.5608104)"
"Millbourne Road West","See Millbourne.","Road","1972",,"53.4775814","-113.4582757","POINT (-113.4582757 53.4775814)"
"Cormack Crescent","Barbara Villy Cormack (1903-1991) and her husband, Col. Eric Wyld Cormack (1899-1987), helped establish the Edmonton,
Strathcona County, Alberta and Canadian Associations for the Mentally Retarded, now known as the Alberta and Canadian
Associations for Community Living, as well as the Winnifred Stewart and Robin Hood Schools for the Mentally Retarded.
The couple began their lengthy involvement with mentally handicapped children after their youngest son was born with
Down’s syndrome.

Barbara Cormack was born in England and came to Canada in 1914. She authored several books, including 'Seed Time and
Harvest', and 'Beyond the Classroom: The first 60 years of the University of Alberta’s Department of Extension'. She was
also involved with the Girl Guides in Alberta, and received an Alberta Achievement Award, an honorary degree from the
University of Alberta, and was a member of the Order of Canada.

Eric Cormack was born in Scotland and came to canada after serving in WWI. He had 50 years of decorated service with the
British and Canadian armies. The Eric Cormack Centre, which specializes in educating people with developmental
disabilities, was named in his honour. He was also awarded the Alberta Acheivement Award in 1978, the Order of Canada in
1983 was made an Honorary Doctor of Laws by his alma mater, the University of Alberta.","Road","1989",,"53.4632648","-113.5720954","POINT (-113.5720954 53.4632648)"
"Beacon Heights Park","This 0.34-ha. park serves the Beacon Heights neighbourhood. See Beacon Heights.","Park","2000","Unknown","53.5687155","-113.4130982","POINT (-113.4130982 53.5687155)"
