"ebuilder_number","asset_type","project_name","profile_number","scope","update","approved_budget_m","approved_profile_schedule","forecasted_completion_date","current_phase","scope_status","budget_status","schedule_status","contact","email_address","phone_number","profile_name","ward","neighbourhood","address","standalone_composite","latitude","longitude","location","budget_status_text","schedule_status_text","scope_status_text","website_url","project_image","scope_and_update","forecasted_budget","initiative_image","citywide"
"eB-10669","Facility","EPS William Nixon Scenario Training Seacan Village Settlement Restoration","CM-11-0000","This project involves structural work at the Constable William Nixon Memorial Training Centre. Work includes design and construction to fix a settlement issue that occured at the foundation of a number of seacans at the training centre.","The project has been cancelled due to the changed of use for the seacan village. The Edmonton Police Service will determine the future requirements for their training needs and operation at a later date.","210311","2022-12-31T00:00:00.000","2022-07-15T00:00:00.000","Development Design","Red","Green","Red","Manuel Quilala","Manuel.Quilala@Edmonton.Ca","780-203-8403",,"Dene","Clover Bar Area","William Nixon Scenario Training",,"53.587803","-113.333635","MULTIPOINT ((-113.333635 53.587803))","Budget - The project is currently on budget.","Schedule - The project is more than 30% over its original targeted schedule.","Scope - The project has exceeded its original scope by more than 10%.",,,"This project involves structural work at the Constable William Nixon Memorial Training Centre. Work includes design and construction to fix a settlement issue that occured at the foundation of a number of seacans at the training centre.<h3>Latest Update:</h3>The project has been cancelled due to the changed of use for the seacan village. The Edmonton Police Service will determine the future requirements for their training needs and operation at a later date.<h3>Contact Information:</h3><b>Contact:</b> Manuel Quilala<br /><b>Email:</b> Manuel.Quilala@Edmonton.Ca<br /><b>Phone:</b> 780-203-8403","140000","https://i.imgur.com/xOhBLee.png","No"
"eB-10260","Facility","Ambleside Fuel Station","15-28-4200, 15-28-4200,15-28-4300","The project includes the design and construction of the Ambleside Fuel Station. It will include access roads to the fuel station, gas pumps, an underground storage tank, a storage building to house the meters, washrooms and a light vehicle car wash at the fuel station.","Construction of the Ambleside Fuel Station has reached 60% completion. Work is progressing but weather has delayed some site work. This project is forecasted to be complete by the end of Q4 2022.","16948000","2021-06-01T00:00:00.000","2022-11-25T00:00:00.000","Build","Green","Green","Red","Terry Bohaichuk","Terry.Bohaichuk@Edmonton.Ca","780-619-6951",,"pihêsiwin","Ambleside",,"Standalone","53.42545","-113.576529","MULTIPOINT ((-113.576529 53.42545))","Budget - The project is currently on budget.","Schedule - The project is more than 20% over its original targeted schedule.","Scope - The project is within the scope approved in the project charter.",,,"The project includes the design and construction of the Ambleside Fuel Station. It will include access roads to the fuel station, gas pumps, an underground storage tank, a storage building to house the meters, washrooms and a light vehicle car wash at the fuel station.<h3>Latest Update:</h3>Construction of the Ambleside Fuel Station has reached 60% completion. Work is progressing but weather has delayed some site work. This project is forecasted to be complete by the end of Q4 2022.<h3>Contact Information:</h3><b>Contact:</b> Terry Bohaichuk<br /><b>Email:</b> Terry.Bohaichuk@Edmonton.Ca<br /><b>Phone:</b> 780-619-6951","16947771","https://i.imgur.com/JugcfNf.png","No"
"eB-10708","Facility","Iron Works Building Rehabilitation","21-10-9103","The Edmonton Iron Works Building, located at 10419 - 96 Street, is a complex of attached buildings of varying types and ages, with the original structure dating back to 1909. It is listed on the Inventory of Historic Resources in Edmonton and its rehabilitation and revitalization has been identified as a priority.  Work for this project witl proceed in 3 phases: Phase 1 - (Design & Construct) Envelope Rehabilitation, roof replacement and envelope stabilization Phase 2 - (Design & Construct) Base Building, design and construction Phase 3 - (Design) Tenant Fit-Up (Administration is securing an anchor tenant)","The Iron Works Building Rehabilitation Phase 1 construction is 51% complete with remediation work ongoing. The phase 2 Interior design has been re-submitted to the City for review. The Phase 2 tender pricing is anticipated in early Q3 2022.","14000000","2023-12-31T00:00:00.000","2023-12-31T00:00:00.000","Build","Green","Green","Green","Michael Schneider","Michael.Schneider@Edmonton.Ca","780-999-7452",,"O-day'min","Boyle Street","10419 - 96 Street NW",,"53.54865272","-113.4840309","MULTIPOINT ((-113.4840309 53.54865272))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.",,,"The Edmonton Iron Works Building, located at 10419 - 96 Street, is a complex of attached buildings of varying types and ages, with the original structure dating back to 1909. It is listed on the Inventory of Historic Resources in Edmonton and its rehabilitation and revitalization has been identified as a priority.  Work for this project witl proceed in 3 phases: Phase 1 - (Design & Construct) Envelope Rehabilitation, roof replacement and envelope stabilization Phase 2 - (Design & Construct) Base Building, design and construction Phase 3 - (Design) Tenant Fit-Up (Administration is securing an anchor tenant)<h3>Latest Update:</h3>The Iron Works Building Rehabilitation Phase 1 construction is 51% complete with remediation work ongoing. The phase 2 Interior design has been re-submitted to the City for review. The Phase 2 tender pricing is anticipated in early Q3 2022.<h3>Contact Information:</h3><b>Contact:</b> Michael Schneider<br /><b>Email:</b> Michael.Schneider@Edmonton.Ca<br /><b>Phone:</b> 780-999-7452","14000000","https://i.imgur.com/xOhBLee.png","No"
"eB-10828","Transportation","Poundmaker Industrial Neighbourhood Overlay","CM-25-0000","The project addresses deteriorating collector/local road conditions and provides preventative renewal measures to ensure and maintain the safety of road users.  The scope of the project includes spot concrete repair of curbs, sidewalks and crossings, in addition to rehabilitation and repaving of the roads. The work will correct drainage issues and improve drivability and longevity of the roadways.","Construction is anticipated to begin in July and be complete by the end of the year.  Additional project information can be found online at edmonton.ca/industrialneighbourhoodrenewal","1795000","2022-11-30T00:00:00.000","2022-11-30T00:00:00.000","Build","Green","Green","Green","Adnan Akram","Adnan.Akram@Edmonton.Ca","780-496-4055",,"Nakota Isga","Poundmaker Industrial","Poundmaker Industrial Neighbourhood Overlay",,"53.55218363","-113.6460181","MULTIPOINT ((-113.6460181 53.55218363))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.",,,"The project addresses deteriorating collector/local road conditions and provides preventative renewal measures to ensure and maintain the safety of road users.  The scope of the project includes spot concrete repair of curbs, sidewalks and crossings, in addition to rehabilitation and repaving of the roads. The work will correct drainage issues and improve drivability and longevity of the roadways.<h3>Latest Update:</h3>Construction is anticipated to begin in July and be complete by the end of the year.  Additional project information can be found online at edmonton.ca/industrialneighbourhoodrenewal<h3>Contact Information:</h3><b>Contact:</b> Adnan Akram<br /><b>Email:</b> Adnan.Akram@Edmonton.Ca<br /><b>Phone:</b> 780-496-4055","1795000","https://i.imgur.com/xOhBLee.png","No"
"eB-10521","Transportation","Yellowhead Trail- Mainline - 156 Street to St. Albert Trail","21-20-9301","Yellowhead Trail is becoming a freeway with 3 lanes of free-flowing traffic in each direction. The Yellowhead Trail Freeway Conversion Program will be implemented through a combination of large and small projects that supports efficient delivery of each phase of planning, design and construction. and minimizes impacts to road users, residents and businesses.   This project includes the removal of the existing at-grade intersections at 149 Street and 142 Street, construction of one-way service roads parallel to Yellowhead Trail to provide access to existing businesses and roadways, as well as construction of minor improvements to the existing 156 Street and St. Albert Trail interchanges. 149 Street and 142 Street will have right-in/right-out access to the new service road, which provides access to the new freeway.","Construction of the 156 Street to St. Albert Trail project began in June 2021 and will continue through to the end of 2023. Current construction activities includes utility relocations between 156 Street and 142 Street, and the installation of drainage infrastructure between 142 Street and 156 Street. Replacement of the Dovercourt noise wall is underway as well. It is anticipated that access to Yellowhead Trail eastbound from 142 Street will be restored by the end of 2022. Yellowhead Trail has been reduced to 2 travel lanes in both directions to accommodate construction in the area. In addition, the following traffic impacts are in place until later fall of 2022: westbound Yellowhead Trail 156 Street off-ramp closures,149 Street closure between Yellowhead Trail and 128 Avenue, westbound traffic under St. Albert Trail has been crossed over to the eastbound side to allow for construction under the north end of the bridge. Business access is maintained throughout the site.     Project information will continue to be shared primarily through newsletters, bulletins and the project's website.","129307275","2023-11-01T00:00:00.000","2023-11-01T00:00:00.000","Build","Green","Green","Green","John Phong","John.Phong@Edmonton.Ca","780-217-4227",,"Anirniq","Dominion Industrial","Yellowhead trail 156 Street-St. Albert Trail",,"53.581213","-113.570347","MULTIPOINT ((-113.570347 53.581213))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.","http://edmonton.ca/yellowhead156streettostalberttrail/",,"Yellowhead Trail is becoming a freeway with 3 lanes of free-flowing traffic in each direction. The Yellowhead Trail Freeway Conversion Program will be implemented through a combination of large and small projects that supports efficient delivery of each phase of planning, design and construction. and minimizes impacts to road users, residents and businesses.   This project includes the removal of the existing at-grade intersections at 149 Street and 142 Street, construction of one-way service roads parallel to Yellowhead Trail to provide access to existing businesses and roadways, as well as construction of minor improvements to the existing 156 Street and St. Albert Trail interchanges. 149 Street and 142 Street will have right-in/right-out access to the new service road, which provides access to the new freeway.<h3>Latest Update:</h3>Construction of the 156 Street to St. Albert Trail project began in June 2021 and will continue through to the end of 2023. Current construction activities includes utility relocations between 156 Street and 142 Street, and the installation of drainage infrastructure between 142 Street and 156 Street. Replacement of the Dovercourt noise wall is underway as well. It is anticipated that access to Yellowhead Trail eastbound from 142 Street will be restored by the end of 2022. Yellowhead Trail has been reduced to 2 travel lanes in both directions to accommodate construction in the area. In addition, the following traffic impacts are in place until later fall of 2022: westbound Yellowhead Trail 156 Street off-ramp closures,149 Street closure between Yellowhead Trail and 128 Avenue, westbound traffic under St. Albert Trail has been crossed over to the eastbound side to allow for construction under the north end of the bridge. Business access is maintained throughout the site.     Project information will continue to be shared primarily through newsletters, bulletins and the project's website.<h3>Contact Information:</h3><b>Contact:</b> John Phong<br /><b>Email:</b> John.Phong@Edmonton.Ca<br /><b>Phone:</b> 780-217-4227","129307275","https://i.imgur.com/xOhBLee.png","No"
"eB-10649","Open Space","Keswick West Park Development","21-30-9305","This project includes the base-level development of a new school park located on the west side of the Keswick neighbourhood. The site will include a new public elementary/junior high school. Base-level development includes site grading, grass and tree planting and sports field development (baseball/softball and soccer fields).","Construction re-commenced in spring 2022. Grading, topsoil placement, tree and shrub planting, the baseball diamond, shared use paths and lighting are complete. Sod, concrete and site furniture are to follow. Construction completion is anticipated for fall 2022.  This project will continue to advance concurrently with the Keswick East Park Development project. Further information can be found on the project website at https://www.edmonton.ca/projects_plans/parks_recreation/keswick-east-and-west-park","2573320","2022-09-30T00:00:00.000","2022-09-30T00:00:00.000","Build","Green","Green","Green","Luke Franklin","Luke.Franklin@Edmonton.Ca","780-217-2790",,"pihêsiwin","Keswick","1905/1707 182 Street SW (Ward 9)",,"53.415828","-113.636527","MULTIPOINT ((-113.636527 53.415828))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.","http://edmonton.ca/keswickeastandwest/",,"This project includes the base-level development of a new school park located on the west side of the Keswick neighbourhood. The site will include a new public elementary/junior high school. Base-level development includes site grading, grass and tree planting and sports field development (baseball/softball and soccer fields).<h3>Latest Update:</h3>Construction re-commenced in spring 2022. Grading, topsoil placement, tree and shrub planting, the baseball diamond, shared use paths and lighting are complete. Sod, concrete and site furniture are to follow. Construction completion is anticipated for fall 2022.  This project will continue to advance concurrently with the Keswick East Park Development project. Further information can be found on the project website at https://www.edmonton.ca/projects_plans/parks_recreation/keswick-east-and-west-park  <h3>Contact Information:</h3><b>Contact:</b> Luke Franklin<br /><b>Email:</b> Luke.Franklin@Edmonton.Ca<br /><b>Phone:</b> 780-217-2790","2573320","https://i.imgur.com/xOhBLee.png","No"
"eB-10871","Facility","Rollie Miles Recreation Centre","CM-10-1010","This project is in the development phase which consists of closing Scona Pool, which is near the end of its life cycle, and developing a small recreation facility that responds to the facility assessment, demographics and community needs. Scona Pool will be demolished and the space will be returned to parkland. This new recreation centre will include a fitness area, gymnasium, multi-purpose room and an aquatic element with a lane and teaching pool. The proposed location for the facility is identified in the Rollie Miles Park Master Plan.  The building currently leased to the Edmonton Federation of Community Leagues will also be demolished. The existing tennis courts will be rebuilt further west to allow sufficient space for the recreation centre. Consideration for pickleball use will be explored through public engagement. A multipurpose court with dedicated lights will support basketball, ball/roller hockey, toddler cycling, and other uses. Winter activities in the park will include skating on the outdoor rink (multipurpose court), and a ""freezeway"" is also proposed extending out from the rink and forming a loop around the park. A signalized intersection at 104 Street and 71 Avenue will be created to provide access to a new parking lot of approximately 186 stalls.  Based on public consultation, the community preferred the Rollie Miles Recreation Centre to be a 5670 square meter facility that includes an 8 lane pool with a teaching pool and change areas, a single court gymnasium, one multipurpose room, a fitness centre and washrooms and storage to support exterior spaces, including the outdoor skating loop. This phase of the project will review existing utility services, what is needed for the new facility (and related amenities) and create a plan for upgrades or changes.","Consultant procurement is nearing completion and future public engagement activities are being planned for the project. The project teams for Rollie Miles Park Renewal and the Rollie Miles Recreation Centre project maintain close communication to ensure coordination and alignment.","2366000","2023-09-30T00:00:00.000","2023-09-30T00:00:00.000","Development Design","Green","Green","Green","Mike Kuntz","Mike.Kuntz@Edmonton.Ca","780-915-7440",,"papastew","Queen Alexandra","10450 72 Avenue NW",,"53.50895779816088","-113.50051553346863","MULTIPOINT ((-113.500515533469 53.508957798161))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.","http://www.edmonton.ca//RollieMilesRec","https://www.edmonton.ca/sites/default/files/public-files/feature-images/Rollie-Miles-Rec-Centre-800x494.jpg","This project is in the development phase which consists of closing Scona Pool, which is near the end of its life cycle, and developing a small recreation facility that responds to the facility assessment, demographics and community needs. Scona Pool will be demolished and the space will be returned to parkland. This new recreation centre will include a fitness area, gymnasium, multi-purpose room and an aquatic element with a lane and teaching pool. The proposed location for the facility is identified in the Rollie Miles Park Master Plan.  The building currently leased to the Edmonton Federation of Community Leagues will also be demolished. The existing tennis courts will be rebuilt further west to allow sufficient space for the recreation centre. Consideration for pickleball use will be explored through public engagement. A multipurpose court with dedicated lights will support basketball, ball/roller hockey, toddler cycling, and other uses. Winter activities in the park will include skating on the outdoor rink (multipurpose court), and a ""freezeway"" is also proposed extending out from the rink and forming a loop around the park. A signalized intersection at 104 Street and 71 Avenue will be created to provide access to a new parking lot of approximately 186 stalls.  Based on public consultation, the community preferred the Rollie Miles Recreation Centre to be a 5670 square meter facility that includes an 8 lane pool with a teaching pool and change areas, a single court gymnasium, one multipurpose room, a fitness centre and washrooms and storage to support exterior spaces, including the outdoor skating loop. This phase of the project will review existing utility services, what is needed for the new facility (and related amenities) and create a plan for upgrades or changes.<h3>Latest Update:</h3>Consultant procurement is nearing completion and future public engagement activities are being planned for the project. The project teams for Rollie Miles Park Renewal and the Rollie Miles Recreation Centre project maintain close communication to ensure coordination and alignment.<h3>Contact Information:</h3><b>Contact:</b> Mike Kuntz<br /><b>Email:</b> Mike.Kuntz@Edmonton.Ca<br /><b>Phone:</b> 780-915-7440","2366000","https://i.imgur.com/xOhBLee.png","No"
"eB-10073","Facility","Kihciy Askiy Sacred Earth","15-21-3400","Kihciy askiy (""Sacred Earth"" in Cree) in Whitemud Park will provide a natural setting for Indigenous peoples and communities in the capital region to host spiritual ceremonies, sweat lodges, cultural camps and talking circles; grow medicinal herbs, and facilitate intergenerational learning in an appropriately designed outdoor learning space.","Construction is approximately 60% complete. Finishing work to the Pavilion Building is currently underway. Foundation work for the Storage Building is complete, and landscaping for the remaining site is in progress. A public information session was held on February 22, 2022 and the presentation recording and question and answer document can be found on the kihchiy askiy website (edmonton.ca/kihciyaskiy). The current forecasted completion date for the construction portion of the project is Q4 2022. Recent building permit issues due to limiting distance between buildings also has led slight delays in the completion date.","6510000","2022-09-30T00:00:00.000","2022-12-30T00:00:00.000","Build","Green","Green","Yellow","Chelsea Burden","Chelsea.Burden@Edmonton.Ca","587-784-6726",,"papastew","River Valley Whitemud",,"Standalone","53.500768","-113.562173","MULTIPOINT ((-113.562173 53.500768))","Budget - The project is currently on budget.","Schedule - The project is over its original targeted schedule by less than 20%.","Scope - The project is within the scope approved in the project charter.","http://edmonton.ca/kihciyaskiy",,"Kihciy askiy (""Sacred Earth"" in Cree) in Whitemud Park will provide a natural setting for Indigenous peoples and communities in the capital region to host spiritual ceremonies, sweat lodges, cultural camps and talking circles; grow medicinal herbs, and facilitate intergenerational learning in an appropriately designed outdoor learning space.<h3>Latest Update:</h3>Construction is approximately 60% complete. Finishing work to the Pavilion Building is currently underway. Foundation work for the Storage Building is complete, and landscaping for the remaining site is in progress. A public information session was held on February 22, 2022 and the presentation recording and question and answer document can be found on the kihchiy askiy website (edmonton.ca/kihciyaskiy). The current forecasted completion date for the construction portion of the project is Q4 2022. Recent building permit issues due to limiting distance between buildings also has led slight delays in the completion date.<h3>Contact Information:</h3><b>Contact:</b> Chelsea Burden<br /><b>Email:</b> Chelsea.Burden@Edmonton.Ca<br /><b>Phone:</b> 587-784-6726","6510000","https://i.imgur.com/JugcfNf.png","No"
"eB-10831","Transportation","Sheffield Industrial Neighbourhood Overlay","CM-25-0000","The project addresses deteriorating collector/local road conditions and provides preventative renewal measures to ensure and maintain the safety of road users.   The scope of the project includes spot concrete repair of curbs, sidewalks and crossings, in addition to rehabilitation and repaving of the roads. The work will correct drainage issues and improve drivability and longevity of the roadways.","Construction is underway and is on schedule for completion by the end of the construction season.   Additional project information can be found online at edmonton.ca/industrialneighbourhoodrenewal","1430000","2022-11-30T00:00:00.000","2022-11-01T00:00:00.000","Build","Green","Green","Green","Dalpreet Virdi","Dalpreet.Virdi@Edmonton.Ca","780-496-4055",,"Nakota Isga","Sheffield Industrial",,,"53.56080956","-113.5968296","MULTIPOINT ((-113.5968296 53.56080956))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.",,,"The project addresses deteriorating collector/local road conditions and provides preventative renewal measures to ensure and maintain the safety of road users.   The scope of the project includes spot concrete repair of curbs, sidewalks and crossings, in addition to rehabilitation and repaving of the roads. The work will correct drainage issues and improve drivability and longevity of the roadways.<h3>Latest Update:</h3>Construction is underway and is on schedule for completion by the end of the construction season.   Additional project information can be found online at edmonton.ca/industrialneighbourhoodrenewal<h3>Contact Information:</h3><b>Contact:</b> Dalpreet Virdi<br /><b>Email:</b> Dalpreet.Virdi@Edmonton.Ca<br /><b>Phone:</b> 780-496-4055","1430000","https://i.imgur.com/xOhBLee.png","No"
"eB-10527","Transportation","Yellowhead Trail - Mainline - 82 Street to 50 Street","CM-99-0060","Yellowhead Trail is becoming a freeway with 3 lanes of free-flowing traffic in each direction. The Yellowhead Trail Freeway Conversion Program will be implemented through a combination of large and small projects that supports efficient delivery of each phase of planning, design and construction and minimizes impacts to road users, residents and businesses.    This project includes the removal of the signalized at-grade intersection at 66 Street and Yellowhead Trail. This includes the removal of several existing substandard road and alley access to Yellowhead Trail. Off corridor network improvements to improve access to the freeway and the adjacent neighbourhoods will also be completed.","The Yellowhead Trail and 66 Street Area concept planning study was completed in February 2020. The project is currently on hold pending the status of other priority locations along the corridor. It is anticipated that the design phase of the project could begin in Q4 2022, with construction expected to commence after the completion of the Fort Road Widening project and pending funding availability within the approved program. Land acquisition for the project is underway.","37259024.74","2024-12-31T00:00:00.000","2023-12-31T00:00:00.000","Development Design","Green","Green","Green","Jolanta Wandzel-Mrugala","Jolanta.Wandzel@Edmonton.Ca","780-691-6608",,"Métis","Industrial Heights","Yellowhead Trail - Mainline - 82 Street to 50 Street",,"53.579614","-113.43238","MULTIPOINT ((-113.43238 53.579614))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.","http://edmonton.ca/yellowheadsatto97street/",,"Yellowhead Trail is becoming a freeway with 3 lanes of free-flowing traffic in each direction. The Yellowhead Trail Freeway Conversion Program will be implemented through a combination of large and small projects that supports efficient delivery of each phase of planning, design and construction and minimizes impacts to road users, residents and businesses.    This project includes the removal of the signalized at-grade intersection at 66 Street and Yellowhead Trail. This includes the removal of several existing substandard road and alley access to Yellowhead Trail. Off corridor network improvements to improve access to the freeway and the adjacent neighbourhoods will also be completed.<h3>Latest Update:</h3>The Yellowhead Trail and 66 Street Area concept planning study was completed in February 2020. The project is currently on hold pending the status of other priority locations along the corridor. It is anticipated that the design phase of the project could begin in Q4 2022, with construction expected to commence after the completion of the Fort Road Widening project and pending funding availability within the approved program. Land acquisition for the project is underway.<h3>Contact Information:</h3><b>Contact:</b> Jolanta Wandzel-Mrugala<br /><b>Email:</b> Jolanta.Wandzel@Edmonton.Ca<br /><b>Phone:</b> 780-691-6608","37136051","https://i.imgur.com/xOhBLee.png","No"
"eB-10849","Transportation","Pollard Meadows, Daly Grove, Crawford Plains Neighbourhoods Alley Reconstruction","CM-25-0000","Alley Renewal for the neighbourhoods of Pollard Meadows, Daly Grove and Crawford Plains is underway with construction staged between 2023-2025. Alleys will be reconstructed and repaved with improvements to surface drainaige where possible. Existing lighting will be upgraded to LED fixtures. Pruning and removal of trees and shrubs may also be done as needed. Minor infrastructure enhancements to improve traffic safety for people who walk, bike, roll and drive may also be undertaken. Utility inspection and repairs may also be done.","Design is currently underway. The project team is using public input, along with technical considerations, City policies and programs, and available funding to refine the final design.  Exact construction phasing is still under review and is expected to occur between 2023-2025.","855000","2022-12-30T00:00:00.000","2022-12-30T00:00:00.000","Concept","Green","Green","Green","Trudy Raadik","Trudy.Raadik@Edmonton.Ca","780-292-0171",,"Sspomitapi","CRAWFORD PLAINSDALY GROVEPOLLARD MEADOWS",,,"53.444924","-113.40233","MULTIPOINT ((-113.40233 53.444924))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.",,,"Alley Renewal for the neighbourhoods of Pollard Meadows, Daly Grove and Crawford Plains is underway with construction staged between 2023-2025. Alleys will be reconstructed and repaved with improvements to surface drainaige where possible. Existing lighting will be upgraded to LED fixtures. Pruning and removal of trees and shrubs may also be done as needed. Minor infrastructure enhancements to improve traffic safety for people who walk, bike, roll and drive may also be undertaken. Utility inspection and repairs may also be done.<h3>Latest Update:</h3>Design is currently underway. The project team is using public input, along with technical considerations, City policies and programs, and available funding to refine the final design.  Exact construction phasing is still under review and is expected to occur between 2023-2025.<h3>Contact Information:</h3><b>Contact:</b> Trudy Raadik<br /><b>Email:</b> Trudy.Raadik@Edmonton.Ca<br /><b>Phone:</b> 780-292-0171","855000","https://i.imgur.com/xOhBLee.png","No"
"eB-10866","Transportation","112 Street: Castle Downs Rd to 171 Avenue","CM-22-2000","The project includes the renewal of existing roadway along 112 Street from Castle Downs Road to 171 Avenue along with the selective renewal of curbs, gutters, and landscaping (as required). Project work will also include drainage improvements and traffic signal upgrades and selective removal and replacement of streetlights.","Detailed design is in progress for reconstruction of the roadway in 2023.","5235593","2023-12-31T00:00:00.000","2023-12-31T00:00:00.000","Detailed Design","Green","Green","Green","Ashfaque Ahmed","Ashfaque.Ahmed@Edmonton.Ca","780-293-1154",,"tastawiyiniwak","BATURYN",,,"53.62874588","-113.5005173","MULTIPOINT ((-113.5005173 53.62874588))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.",,,"The project includes the renewal of existing roadway along 112 Street from Castle Downs Road to 171 Avenue along with the selective renewal of curbs, gutters, and landscaping (as required). Project work will also include drainage improvements and traffic signal upgrades and selective removal and replacement of streetlights.<h3>Latest Update:</h3>Detailed design is in progress for reconstruction of the roadway in 2023.<h3>Contact Information:</h3><b>Contact:</b> Ashfaque Ahmed<br /><b>Email:</b> Ashfaque.Ahmed@Edmonton.Ca<br /><b>Phone:</b> 780-293-1154","5235000","https://i.imgur.com/xOhBLee.png","No"
"eB-10870","Facility","Bonnie Doon Pool Pod","17-99-2010, CM-75-0100","To improve accessibility at the Bonnie Doon Pool, the City is installing a pool pod lift in the main swimming pool.","Project procurement has been completed. Construction documents are in progress. Construction Manager has been engaged.  Project is on track for completion in Q4 2022","10797","2022-02-28T00:00:00.000","2022-07-30T00:00:00.000","Detailed Design","Green","Green","Yellow","Craig Marple","Craig.Marple@Edmonton.Ca","780-690-8114",,"Métis","Idylwylde","Bonnie Doon Pool",,"53.52367688659166","-113.45420470832104","MULTIPOINT ((-113.454204708321 53.523676886592))","Budget - The project is currently on budget.","Schedule - The project is over its original targeted schedule by less than 30%.","Scope - The project is within the scope approved in the project charter.",,,"To improve accessibility at the Bonnie Doon Pool, the City is installing a pool pod lift in the main swimming pool.<h3>Latest Update:</h3>Project procurement has been completed. Construction documents are in progress. Construction Manager has been engaged.  Project is on track for completion in Q4 2022<h3>Contact Information:</h3><b>Contact:</b> Craig Marple<br /><b>Email:</b> Craig.Marple@Edmonton.Ca<br /><b>Phone:</b> 780-690-8114","10797","https://i.imgur.com/xOhBLee.png","No"
"eB-10838","Facility","Engineering Services Building - Solar Photovoltaic Installation","CM-10-1012","A solar photovolaic array is being installed on the City of Edmonton's Engineering Services Building. This installation is part of the City's Greenhouse Gas Management Plan to offset energy used by City of Edmonton buildings and sites.","Design for Engineering Services Building Solar PV Installation has reached 100% completion. The project continues to progress per baseline plan with panel and racking installation ongoing. Overall project still on target to be completed by Q3 2022.","745297","2022-07-29T00:00:00.000","2022-08-31T00:00:00.000","Build","Green","Green","Yellow","Michael Schneider","Michael.Schneider@Edmonton.Ca","780-999-7452",,"Nakota Isga","White Industrial",,,"53.55720930344611","-113.65057206476621","MULTIPOINT ((-113.650572064766 53.557209303446))","Budget - The project is currently on budget.","Schedule - The project is over its original targeted schedule by less than 20%.","Scope - The project is within the scope approved in the project charter.",,,"A solar photovolaic array is being installed on the City of Edmonton's Engineering Services Building. This installation is part of the City's Greenhouse Gas Management Plan to offset energy used by City of Edmonton buildings and sites.<h3>Latest Update:</h3>Design for Engineering Services Building Solar PV Installation has reached 100% completion. The project continues to progress per baseline plan with panel and racking installation ongoing. Overall project still on target to be completed by Q3 2022.<h3>Contact Information:</h3><b>Contact:</b> Michael Schneider<br /><b>Email:</b> Michael.Schneider@Edmonton.Ca<br /><b>Phone:</b> 780-999-7452","745297","https://i.imgur.com/xOhBLee.png","No"
"eB-10650","Open Space","Baranow & Grand Trunk Trail Renewal","CM-32-0000","The project includes the renewal of a section of asphalt trail the Baranow neighbourhood as well as a renewal of a concrete trail in Grand Trunk Park.","Construction for the Baranow Trail renewal is complete and is open to the public. Benches along the trail will be added to enhance user accessibility and comfort. Final landscaping will be completed in summer 2022.  Construction for the Grand Trunk Trail renewal started in May 2022 with completion anticipated for Summer 2022.","1417035","2022-07-31T00:00:00.000","2022-07-31T00:00:00.000","Build","Green","Yellow","Green","Brenda Ruzycki","Brenda.Ruzycki@Edmonton.Ca","780-914-5644",,"Anirniq","Rosslyn,Baranow","BARANOW, LAUDERDALE,BARANOW, LAUDERDALE",,"53.594833","-113.498321","MULTIPOINT ((-113.498321 53.594833), (-113.535781 53.608265))","Budget - The project is over its original targeted budget by less than 20%.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.",,,"The project includes the renewal of a section of asphalt trail the Baranow neighbourhood as well as a renewal of a concrete trail in Grand Trunk Park.<h3>Latest Update:</h3>Construction for the Baranow Trail renewal is complete and is open to the public. Benches along the trail will be added to enhance user accessibility and comfort. Final landscaping will be completed in summer 2022.  Construction for the Grand Trunk Trail renewal started in May 2022 with completion anticipated for Summer 2022.<h3>Contact Information:</h3><b>Contact:</b> Brenda Ruzycki<br /><b>Email:</b> Brenda.Ruzycki@Edmonton.Ca<br /><b>Phone:</b> 780-914-5644","1442035","https://i.imgur.com/xOhBLee.png","No"
