"building_number","public_asset_name","address","known_asbestos","asbestos_management_plan_in_place","latitude","longitude","location","geometry_point"
"603","Kennedale Eco Station","5355 - 127 Avenue NW","No","Yes","53.5846802","-113.4242247","
,  
(53.5846802, -113.4242247)","POINT (-113.4242247 53.5846802)"
"428","Commercial Leased Building","10419 - 96 Street NW","No","Yes","53.5485483999999","-113.4841399","
,  
(53.5485483999999, -113.4841399)","POINT (-113.4841399 53.5485483999999)"
"805","Sherbrooke Changerooms","13008 - 122 Avenue NW","No","Yes","53.5753764","-113.5481253","
,  
(53.5753764, -113.5481253)","POINT (-113.5481253 53.5753764)"
"823","Southwest Transit Yard - De-Icing Dome","68 Avenue & Gateway Boulevard","No","Yes","53.504668","-113.49361","
,  
(53.504668, -113.49361)","POINT (-113.49361 53.504668)"
"30","Central LRT Station","100 Central Lrt Station","Yes","Yes","53.5246183","-113.5230708","
,  
(53.5246183, -113.5230708)","POINT (-113.5230708 53.5246183)"
"340","Idylwylde Library","8310 88 Avenue NW","No","Yes","53.5239457","-113.4578136","
,  
(53.5239457, -113.4578136)","POINT (-113.4578136 53.5239457)"
"543","Fort Edmonton Building #87 - Storage Garage","6601 - 148 Street NW","No","Yes","53.5132248","-113.5755126","
,  
(53.5132248, -113.5755126)","POINT (-113.5755126 53.5132248)"
"365","Belvedere Transit Centre Washroom","12929 Fort Road NW","No","Yes","53.5880981","-113.4362834","
,  
(53.5880981, -113.4362834)","POINT (-113.4362834 53.5880981)"
"528","Fort Edmonton Building #66 - JB Little Brickyard","6601 - 148 Street NW 1905 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"810","Southeast Transit Yard - Fuelling Station","5404 - 59 Avenue NW","No","Yes","53.4973059999999","-113.420918","
,  
(53.4973059999999, -113.420918)","POINT (-113.420918 53.4973059999999)"
"54","Commercial Leased Building","11516-103 Street NW","Yes","Yes","53.5662807999999","-113.4986681","
,  
(53.5662807999999, -113.4986681)","POINT (-113.4986681 53.5662807999999)"
"496","Fort Edmonton Building #30 - Jasper House Hotel Freezer","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"463","Pedestrian Bridge","93 Avenue & 101 Street","No","Yes",,,,
"413","Commercial Leased Building","21500 - 132 Avenue NW","No","Yes","53.5923491","-113.5671199","
,  
(53.5923491, -113.5671199)","POINT (-113.5671199 53.5923491)"
"511","Fort Edmonton Building #45 - Lauder's Bakery House","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"159","Northgate Lions Seniors Centre","7524-139 Avenue NW","Yes","Yes","53.6025237","-113.458011","
,  
(53.6025237, -113.458011)","POINT (-113.458011 53.6025237)"
"172","Queen Elizabeth Planetarium","13811-114 Avenue NW","Yes","Yes","53.5638448","-113.5604336","
,  
(53.5638448, -113.5604336)","POINT (-113.5604336 53.5638448)"
"894","Waste Management - Weigh Scales","250 Aurum Road NE #200","No","Yes","53.5900851","-113.340218","
,  
(53.5900851, -113.340218)","POINT (-113.340218 53.5900851)"
"259","Westmount Park Washroom/storage","12900-109 Avenue NW","No","Yes","53.5547549","-113.5429384","
,  
(53.5547549, -113.5429384)","POINT (-113.5429384 53.5547549)"
"854","Edmonton Valley Zoo #10 - Meter Shed/Storage","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"554","Fort Edmonton Building #100 - Selkirk Hotel","6601 - 148 Street NW","No","Yes","53.5132248","-113.5755126","
,  
(53.5132248, -113.5755126)","POINT (-113.5755126 53.5132248)"
"458","Fire and Ambulance Station No.26","2803 - 34 Street NW","No","Yes","53.4583613999999","-113.3930652","
,  
(53.4583613999999, -113.3930652)","POINT (-113.3930652 53.4583613999999)"
"10","Ambulance Station No.34","10527-142 Street NW","Yes","Yes","53.548177","-113.565264","
,  
(53.548177, -113.565264)","POINT (-113.565264 53.548177)"
"588","Jasper Place Transit Womens Washroom","15627 - Stony Plain Road NW","No","Yes","53.5413016","-113.5917512","
,  
(53.5413016, -113.5917512)","POINT (-113.5917512 53.5413016)"
"323","Fort Edmonton Building #53 - Egge's Barn","7000 - 143 Street","Yes","Yes","53.5033505","-113.5713762","
,  
(53.5033505, -113.5713762)","POINT (-113.5713762 53.5033505)"
"927","Whitemud Equine Centre - Arena and Stables","12510 Keillor Road NW","No","Yes","53.5036632","-113.5580215","
,  
(53.5036632, -113.5580215)","POINT (-113.5580215 53.5036632)"
"593","John Walter 1886 House","9180 Walterdale Hill NW","No","Yes","53.5276607","-113.5037136","
,  
(53.5276607, -113.5037136)","POINT (-113.5037136 53.5276607)"
"434","Davies - Wash/Fuel Facility","8703 - 58 Avenue NW","No","Yes","53.492973","-113.4584761","
,  
(53.492973, -113.4584761)","POINT (-113.4584761 53.492973)"
"151","Londonderry Swimming Pool","14528-66 Street NW","No","Yes","53.6073065999999","-113.4444209","
,  
(53.6073065999999, -113.4444209)","POINT (-113.4444209 53.6073065999999)"
"97","Fire Station No.15","5120-97 Street NW","Yes","Yes","53.488968","-113.480078","
,  
(53.488968, -113.480078)","POINT (-113.480078 53.488968)"
"264","Westwood Site - Fleet Services","12404-107 Street NW","Yes","Yes","53.5798","-113.5070066","
,  
(53.5798, -113.5070066)","POINT (-113.5070066 53.5798)"
"165","Oliver Pool","10315-119 Street NW","No","Yes","53.5450931","-113.526301","
,  
(53.5450931, -113.526301)","POINT (-113.526301 53.5450931)"
"38","City Arts Centre","10943-84 Avenue NW","No","Yes","53.519641","-113.513868","
,  
(53.519641, -113.513868)","POINT (-113.513868 53.519641)"
"634","Mill Woods Transit Centre","2550 - Hewes Way NW","No","Yes","53.456105","-113.425386","
,  
(53.456105, -113.425386)","POINT (-113.425386 53.456105)"
"377","Capilano Park Amenity Building","10980 - 50 Street NW","No","Yes","53.5620671","-113.4196311","
,  
(53.5620671, -113.4196311)","POINT (-113.4196311 53.5620671)"
"859","Edmonton Valley Zoo #18 - Alpaca Building","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"651","Northern Lights Cemetary Trailer","15203 - Campbell Road NW","No","Yes","53.6120807","-113.5842967","
,  
(53.6120807, -113.5842967)","POINT (-113.5842967 53.6120807)"
"404","Clareview Community Recreation Centre","3804 - 139 Avenue NW","No","Yes","53.601831","-113.402669","
,  
(53.601831, -113.402669)","POINT (-113.402669 53.601831)"
"336","Fire Station No.4","10949-156 Steet NW","No","Yes","53.555605","-113.589771","
,  
(53.555605, -113.589771)","POINT (-113.589771 53.555605)"
"523","Fort Edmonton Building #60 - Firkins House","6601 - 148 Street NW 1905 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"5","Airport Building #6 - Parkade","101-Airport Road NW","No","Yes","53.5710828","-113.522451","
,  
(53.5710828, -113.522451)","POINT (-113.522451 53.5710828)"
"921","Westwood Wash Garage","12404 - 107 Street NW","No","Yes","53.5798","-113.5070066","
,  
(53.5798, -113.5070066)","POINT (-113.5070066 53.5798)"
"599","Kennedale Drainage Cold Storage","12810 - 58 Street NW","No","Yes","53.5855798","-113.4336731","
,  
(53.5855798, -113.4336731)","POINT (-113.4336731 53.5855798)"
"46","Commonwealth Community Recreation Centre","11000 Stadium Road NW","Yes","Yes","53.5580776","-113.4766379","
,  
(53.5580776, -113.4766379)","POINT (-113.4766379 53.5580776)"
"491","Fort Edmonton Building #24 - Ross Brother's Hardware","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"876","Edmonton Valley Zoo #39 - Lemur Building","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"798","Rundle Park - Island Building","2903 - 113 Avenue NW","No","Yes","53.5662584","-113.3871508","
,  
(53.5662584, -113.3871508)","POINT (-113.3871508 53.5662584)"
"627","McKernan/Belgravia LRT Substation","11415 - 77 Avenue NW","No","Yes","53.5129552","-113.5265483","
,  
(53.5129552, -113.5265483)","POINT (-113.5265483 53.5129552)"
"660","Northeast Traffic Field Operations","13020 - 56 Street NW","No","Yes","53.589794","-113.427856","
,  
(53.589794, -113.427856)","POINT (-113.427856 53.589794)"
"843","Terwillegar Community Recreation Centre - Pool","2051 Leger Road NW","No","Yes","53.4584675","-113.5826084","
,  
(53.4584675, -113.5826084)","POINT (-113.5826084 53.4584675)"
"621","LRT Portal South","South end of Menzies Bridge","No","Yes","53.5306694","-113.5120227","
,  
(53.5306694, -113.5120227)","POINT (-113.5120227 53.5306694)"
"486","Fort Edmonton Building #19 - Water Tower","6601 - 148 Street NW 1846 Fort","No","Yes","53.5660463","-113.4714522","
,  
(53.5660463, -113.4714522)","POINT (-113.4714522 53.5660463)"
"444","Edmonton Cemetery - Storage Garage","11820 - 107 Avenue NW","No","Yes","53.551981","-113.526132","
,  
(53.551981, -113.526132)","POINT (-113.526132 53.551981)"
"369","Borden Park Tennis Court Building","7506 - 113A Avenue NW","No","Yes","53.5626709999999","-113.515853","
,  
(53.5626709999999, -113.515853)","POINT (-113.515853 53.5626709999999)"
"795","Rollie Miles Grand Stand","10500 - 74 Avenue NW","No","Yes","53.5484492","-113.4418386","
,  
(53.5484492, -113.4418386)","POINT (-113.4418386 53.5484492)"
"871","Edmonton Valley Zoo #32 - Swift Fox Exhibit","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"479","Fort Edmonton Building #12 - Indian Trading House","6601 - 148 Street NW 1846 Fort","No","Yes","53.5660463","-113.4714522","
,  
(53.5660463, -113.4714522)","POINT (-113.4714522 53.5660463)"
"253","Edmonton Valley Zoo #33 - African Veldt Building","13315-Beuna Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"911","Waste Management - Staff Trailer/Office","250 Aurum Road NE #800A","No","Yes","53.5900851","-113.340218","
,  
(53.5900851, -113.340218)","POINT (-113.340218 53.5900851)"
"565","Fort Edmonton Building #110 - Lift Station/Pump House","6601 - 148 Street NW Fort Edm. Park","No","Yes",,,,
"135","John Janzen Nature Centre","7000-143 Street NW","Yes","Yes","53.5033505","-113.5713762","
,  
(53.5033505, -113.5713762)","POINT (-113.5713762 53.5033505)"
"317","Fort Edmonton Building #73 - Reed's China and Tea","7000 - 143 Street","No","Yes","53.5033505","-113.5713762","
,  
(53.5033505, -113.5713762)","POINT (-113.5713762 53.5033505)"
"550","Fort Edmonton Building #96 - Freight Shed","6601 - 148 Street NW","No","Yes","53.5132248","-113.5755126","
,  
(53.5132248, -113.5755126)","POINT (-113.5755126 53.5132248)"
"240","Tiger Goldstick Recreation Building","4210-101 Avenue NW","Yes","Yes","53.5447539","-113.4027438","
,  
(53.5447539, -113.4027438)","POINT (-113.4027438 53.5447539)"
"518","Fort Edmonton Building #55 - Henderson House","6601 - 148 Street NW 1905 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"268","William Hawrelak Park #1 - Pavillion","9330-Groat Road NW","Yes","Yes","53.5271128","-113.5475244","
,  
(53.5271128, -113.5475244)","POINT (-113.5475244 53.5271128)"
"887","Victoria Golf Course - Driving Range Building","12030 - River Valley Road NW","No","Yes","53.5340883999999","-113.5232979","
,  
(53.5340883999999, -113.5232979)","POINT (-113.5232979 53.5340883999999)"
"101","Fire Station No.19","6210-178 Street NW","Yes","Yes","53.496609","-113.630263","
,  
(53.496609, -113.630263)","POINT (-113.630263 53.496609)"
"906","Waste Management - AERF","250 Aurum Road NE #306","No","Yes","53.5900851","-113.340218","
,  
(53.5900851, -113.340218)","POINT (-113.340218 53.5900851)"
"583","Ivor Dent Park Clubhouse","175 50 Street SW","No","Yes","53.4291762","-113.4181958","
,  
(53.4291762, -113.4181958)","POINT (-113.4181958 53.4291762)"
"666","Old Man Creek - Garage","53351 Range Rd 231 (Cloverbar Rd)","No","Yes",,,,
"65","Coronation Drainage - Office/Shops","14323-115 Avenue NW","Yes","Yes","53.565104","-113.568646","
,  
(53.565104, -113.568646)","POINT (-113.568646 53.565104)"
"490","Fort Edmonton Building #23 - Bryne's Shoe Store","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"638","Mill Woods Service Yard - Garage","6904 - 23 Avenue NW","No","Yes","53.4547365","-113.4395565","
,  
(53.4547365, -113.4395565)","POINT (-113.4395565 53.4547365)"
"409","Commercial Leased Building","10329 - 83 Avenue NW","No","Yes","53.5188281","-113.4964291","
,  
(53.5188281, -113.4964291)","POINT (-113.4964291 53.5188281)"
"655","Northwest Transit Yard - De-Icing Dome","14402 - 114 Avenue NW","No","Yes","53.5639841","-113.5720468","
,  
(53.5639841, -113.5720468)","POINT (-113.5720468 53.5639841)"
"83","Edmonton Centre Pedway","Churchill Station to Edm Centre","No","Yes","53.5440445","-113.4899623","
,  
(53.5440445, -113.4899623)","POINT (-113.4899623 53.5440445)"
"370","Borden Park Concession Building","7517 - 113A Avenue NW","No","Yes","53.5626709999999","-113.515853","
,  
(53.5626709999999, -113.515853)","POINT (-113.515853 53.5626709999999)"
"501","Fort Edmonton Building #35 - Dominion Lands Office","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"17","Bonnie Doon Leisure Centre","8648-81 Street NW","Yes","Yes","53.523776","-113.453989","
,  
(53.523776, -113.453989)","POINT (-113.453989 53.523776)"
"847","Edmonton Valley Zoo #2 - Program Office Trailer","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"324","Mill Woods Recreation Centre","7207 - 28 Avenue NW","No","Yes","53.4566882","-113.4444916","
,  
(53.4566882, -113.4444916)","POINT (-113.4444916 53.4566882)"
"813","Southwest Transit Yard - Concrete Building","6815 - Gateway Boulevard NW","No","Yes","53.504684","-113.494207","
,  
(53.504684, -113.494207)","POINT (-113.494207 53.504684)"
"643","NAIT LRT Station","116 Avenue - 109 Street NW","No","Yes","53.5626237","-113.5082942","
,  
(53.5626237, -113.5082942)","POINT (-113.5082942 53.5626237)"
"939","William Nixon #4 - Electrical Building","12950 - 9 Street NE","No","Yes","53.588095","-113.334348","
,  
(53.588095, -113.334348)","POINT (-113.334348 53.588095)"
"802","Rundle Golf Course - Cold Storage","2903 - 113 Avenue NW","No","Yes","53.5662584","-113.3871508","
,  
(53.5662584, -113.3871508)","POINT (-113.3871508 53.5662584)"
"934","William Hawrelak Service Yard - Vehicle Storage","9330 - Groat Road NW","No","Yes","53.5271128","-113.5475244","
,  
(53.5271128, -113.5475244)","POINT (-113.5475244 53.5271128)"
"656","Northwest Transit Yard - Equipment Shop","14402 - 114 Avenue NW","No","Yes","53.5639841","-113.5720468","
,  
(53.5639841, -113.5720468)","POINT (-113.5720468 53.5639841)"
"883","Edmonton Valley Zoo #46 - Otter Exhibit","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"824","Stadium LRT Station","100 Stadium Lrt Station","No","Yes","53.5590076","-113.472778","
,  
(53.5590076, -113.472778)","POINT (-113.472778 53.5590076)"
"356","Ambleside ECO Station","14710 Ellerslie Road SW","No","Yes","53.4260868","-113.5749633","
,  
(53.4260868, -113.5749633)","POINT (-113.5749633 53.4260868)"
"45","Commonwealth Stadium","11000 Stadium Road NW","Yes","Yes","53.5580776","-113.4766379","
,  
(53.5580776, -113.4766379)","POINT (-113.4766379 53.5580776)"
"918","Westmount Transit Shelter","11150 - 135 Street NW","No","Yes","53.5591119","-113.5555237","
,  
(53.5591119, -113.5555237)","POINT (-113.5555237 53.5591119)"
"555","Fort Edmonton Building #101 - Carousel Building","6601 - 148 Street NW 1846 Fort","No","Yes","53.5660463","-113.4714522","
,  
(53.5660463, -113.4714522)","POINT (-113.4714522 53.5660463)"
"944","Woodcroft Library","13420 - 114 Avenue NW","No","Yes","53.5640332","-113.5535857","
,  
(53.5640332, -113.5535857)","POINT (-113.5535857 53.5640332)"
"791","Riverside Golf Course - Lounge","8630 - Rowland Road NW","No","Yes","53.5496237","-113.4646814","
,  
(53.5496237, -113.4646814)","POINT (-113.4646814 53.5496237)"
"622","LRT Tunnels South","South Side Underground","No","Yes","53.519337","-113.4980859","
,  
(53.519337, -113.4980859)","POINT (-113.4980859 53.519337)"
"280","Jasper Place Park Tennis Courts Building","9200-163 Street NW","Yes","Yes","53.526942","-113.603675","
,  
(53.526942, -113.603675)","POINT (-113.603675 53.526942)"
"139","Kennedale Waste Administration Building","12802-58 Street NW","No","Yes","53.5854852999999","-113.4309005","
,  
(53.5854852999999, -113.4309005)","POINT (-113.4309005 53.5854852999999)"
"89","Fire Station No.3","11226-76 Avenue NW","Yes","Yes","53.512579","-113.521955","
,  
(53.512579, -113.521955)","POINT (-113.521955 53.512579)"
"862","Edmonton Valley Zoo #22 - Capybara Shelter","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"207","Riverside Golf Course - Clubhouse","8630-Rowland Road NW","Yes","Yes","53.5496237","-113.4646814","
,  
(53.5496237, -113.4646814)","POINT (-113.4646814 53.5496237)"
"533","Fort Edmonton Building #74 - Gyro Park Washrooms","6601 - 148 Street NW 1905 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"673","Downtown Division Police Station - Parkade","9620 - 103A Avenue NW","No","Yes","53.5474374","-113.4849062","
,  
(53.5474374, -113.4849062)","POINT (-113.4849062 53.5474374)"
"901","Waste Management - Research and Development","250 Aurum Road NE #310","No","Yes","53.5900851","-113.340218","
,  
(53.5900851, -113.340218)","POINT (-113.340218 53.5900851)"
"94","Fire Station No.12","9020-156 Street NW","Yes","Yes","53.5237853","-113.5907484","
,  
(53.5237853, -113.5907484)","POINT (-113.5907484 53.5237853)"
"13","Bay LRT Station","100 Bay Lrt Station","Yes","Yes",,,,
"88","Fire Station No.1","10351-96 Street NW","Yes","Yes","53.5478136","-113.4836059","
,  
(53.5478136, -113.4836059)","POINT (-113.4836059 53.5478136)"
"505","Fort Edmonton Building #39 - Ottewell Turkey Shelter","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"386","Central Roadway Maintenance Yard - Cold Storage #3","10517 - 95 Street NW","No","Yes","53.5510275","-113.4794218","
,  
(53.5510275, -113.4794218)","POINT (-113.4794218 53.5510275)"
"61","Commercial Leased Building","15308-Stony Plain Road","Yes","Yes","53.5413943999999","-113.5857881","
,  
(53.5413943999999, -113.5857881)","POINT (-113.5857881 53.5413943999999)"
"393","Century Park LRT Substation","2407 - 111 Street NW","No","Yes","53.45648","-113.5160997","
,  
(53.45648, -113.5160997)","POINT (-113.5160997 53.45648)"
"120","Grand Trunk Leisure Centre","13025-112 Street NW","Yes","Yes","53.5895269","-113.510937","
,  
(53.5895269, -113.510937)","POINT (-113.510937 53.5895269)"
"420","Commercial Leased Building","5333 - 75 Street NW","No","Yes","53.4920825","-113.4420892","
,  
(53.4920825, -113.4420892)","POINT (-113.4420892 53.4920825)"
"930","William Hawrelak Park #4 - Pumphouse","9330 - Groat Road NW","No","Yes","53.5271128","-113.5475244","
,  
(53.5271128, -113.5475244)","POINT (-113.5475244 53.5271128)"
"522","Fort Edmonton Building #59 - Rutherford House","6601 - 148 Street NW 1905 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"348","Abbottsfield Recreation Centre","3006 - 119 Avenue NW","No","Yes","53.5725136","-113.3893253","
,  
(53.5725136, -113.3893253)","POINT (-113.3893253 53.5725136)"
"695","Rainbow Valley Campground - Garage","13204 - 45 Avenue NW","No","Yes","53.4814061","-113.5537004","
,  
(53.4814061, -113.5537004)","POINT (-113.5537004 53.4814061)"
"473","Fort Edmonton Building #6 - Rundle Chapel","6601 - 148 Street NW 1846 Fort","No","Yes","53.5660463","-113.4714522","
,  
(53.5660463, -113.4714522)","POINT (-113.4714522 53.5660463)"
"817","South Campus LRT Station","115 Street & 66 Avenue","No","Yes","53.502796","-113.52847","
,  
(53.502796, -113.52847)","POINT (-113.52847 53.502796)"
"560","Fort Edmonton Building #105 - Maintenance Yard Storage Container 1","6601 - 148 Street NW Fort Maintenance Yard","No","Yes",,,,
"851","Edmonton Valley Zoo #7 - Hay Shed","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"806","South Haven Cemetery - Off Trailer","5004 Meridian Street NW","No","Yes","53.488746","-113.346309","
,  
(53.488746, -113.346309)","POINT (-113.346309 53.488746)"
"879","Edmonton Valley Zoo #42 - Polar Filtration Building","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"459","Fire Station No.27","1203 Ellwood Road SW","No","Yes","53.4290144","-113.4758527","
,  
(53.4290144, -113.4758527)","POINT (-113.4758527 53.4290144)"
"574","Government Centre Transit Centre","9827 - 107 Street NW","No","Yes","53.536307","-113.5041023","
,  
(53.536307, -113.5041023)","POINT (-113.5041023 53.536307)"
"914","Waste Management - Groundwater Pump Station 2","250 Aurum Road NE #1200","No","Yes","53.5900851","-113.340218","
,  
(53.5900851, -113.340218)","POINT (-113.340218 53.5900851)"
"589","Jasper Place Library","9509 - 156 Street NW","No","Yes","53.5318254","-113.5898385","
,  
(53.5318254, -113.5898385)","POINT (-113.5898385 53.5318254)"
"700","Rainbow Valley - Yard Garage","13204 - 45 Avenue NW","No","Yes","53.4814061","-113.5537004","
,  
(53.4814061, -113.5537004)","POINT (-113.5537004 53.4814061)"
"594","John Walter Office/Washroom","9180 Walterdale Hill NW","No","Yes","53.5276607","-113.5037136","
,  
(53.5276607, -113.5037136)","POINT (-113.5037136 53.5276607)"
"265","Westwood Transit Garage","11840-106A Street NW","Yes","Yes","53.5712988","-113.504837","
,  
(53.5712988, -113.504837)","POINT (-113.504837 53.5712988)"
"164","Oliver Arena","10335-119 Street NW","Yes","Yes","53.5461288","-113.5263028","
,  
(53.5461288, -113.5263028)","POINT (-113.5263028 53.5461288)"
"166","Ortona Armouries Arts Centre","9722-102 Street NW","Yes","Yes","53.5350924","-113.4957316","
,  
(53.5350924, -113.4957316)","POINT (-113.4957316 53.5350924)"
"109","Fort Edmonton Building #72 - Ernest Brown Studio","7000 - 143 Street","No","Yes","53.5033505","-113.5713762","
,  
(53.5033505, -113.5713762)","POINT (-113.5713762 53.5033505)"
"417","Commercial Leased Building","12515 - 128 Street NW","No","Yes","53.5817173","-113.5424161","
,  
(53.5817173, -113.5424161)","POINT (-113.5424161 53.5817173)"
"213","Rundle Golf Course - Clubhouse/Maintenance Building","2903-113 Avenue NW","Yes","Yes","53.5662584","-113.3871508","
,  
(53.5662584, -113.3871508)","POINT (-113.3871508 53.5662584)"
"260","Westwood Arena","12040-97 Street NW","Yes","Yes","53.5742815","-113.4923126","
,  
(53.5742815, -113.4923126)","POINT (-113.4923126 53.5742815)"
"438","Davies - Mechanical/Storage Building","8703 - 58 Avenue NW","No","Yes","53.492973","-113.4584761","
,  
(53.492973, -113.4584761)","POINT (-113.4584761 53.492973)"
"3","ACT Aquatic and Recreation Centre","2909-113 Avenue NW","Yes","Yes","53.555912","-113.3865486","
,  
(53.555912, -113.3865486)","POINT (-113.3865486 53.555912)"
"866","Edmonton Valley Zoo #27 - Souvenir Storage","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"300","Fort Edmonton Building #29 - Jasper House Hotel","7000 143 Street","Yes","Yes","53.5033505","-113.5713762","
,  
(53.5033505, -113.5713762)","POINT (-113.5713762 53.5033505)"
"457","Fire Station No.25","8403 - 167 Avenue NW","No","Yes","53.628365","-113.470261","
,  
(53.628365, -113.470261)","POINT (-113.470261 53.628365)"
"144","Kinsmen Sports Centre","9100-Walterdale Hill NW","Yes","Yes","53.5261857","-113.5065533","
,  
(53.5261857, -113.5065533)","POINT (-113.5065533 53.5261857)"
"608","Kingsway/Royal Alex LRT Station","110 Avenue 105 Street NW","No","Yes","53.5537615","-113.5010466","
,  
(53.5537615, -113.5010466)","POINT (-113.5010466 53.5537615)"
"110","Fort Edmonton Building #86 - Carpentry Shop","6601 - 148 Street NW","No","Yes","53.5132248","-113.5755126","
,  
(53.5132248, -113.5755126)","POINT (-113.5755126 53.5132248)"
"537","Fort Edmonton Building #79 - Mellon Equipment Shelter","6601 - 148 Street NW 1920 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"897","Waste Management - Lunchroom/Washroom","250 Aurum Road NE #1100","No","Yes","53.5900851","-113.340218","
,  
(53.5900851, -113.340218)","POINT (-113.340218 53.5900851)"
"877","Edmonton Valley Zoo #40 - Pony Barn","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"855","Edmonton Valley Zoo #14 - Concession Shelter","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"294","Airport Building #5 - Tower Visitor Centre","31 Airport Road","Yes","Yes","53.5686325","-113.5193337","
,  
(53.5686325, -113.5193337)","POINT (-113.5193337 53.5686325)"
"587","Jasper Place Transit Mens Washroom","15627 Stony Plain Road NW","No","Yes","53.5413016","-113.5917512","
,  
(53.5413016, -113.5917512)","POINT (-113.5917512 53.5413016)"
"320","Fort Edmonton Building #95 - Train Station/Office","7000 - 143 Street","No","Yes","53.5033505","-113.5713762","
,  
(53.5033505, -113.5713762)","POINT (-113.5713762 53.5033505)"
"564","Fort Edmonton Building #109 - Capitol Theatre","6601 - 148 Street NW","No","Yes","53.5132248","-113.5755126","
,  
(53.5132248, -113.5755126)","POINT (-113.5755126 53.5132248)"
"152","Londonderry Arena","14520-66 Street NW","Yes","Yes","53.6064888","-113.4444549","
,  
(53.6064888, -113.4444549)","POINT (-113.4444549 53.6064888)"
"212","Rundle Park - Tennis Court Building","2903-113 Avenue NW","Yes","Yes","53.5662584","-113.3871508","
,  
(53.5662584, -113.3871508)","POINT (-113.3871508 53.5662584)"
"445","Edmonton Soccer Centre West","17415 - 106A Avenue NW","No","Yes","53.5513023","-113.6211664","
,  
(53.5513023, -113.6211664)","POINT (-113.6211664 53.5513023)"
"870","Edmonton Valley Zoo #31 - Tiger Building","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"872","Edmonton Valley Zoo #34 - Takin Exhibit","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
