"city_file_number","permit_type","permit_class","permit_date","status","description_of_development","address","legal_description","neighbourhood_id","neighbourhood","neighbourhood_classification","ward","zoning","land_parcel_count","latitude","longitude","location","geometry_point"
"256728009-004","Accessory Building Combo Permit","Class A",,"Other",,"247 - BYRNE PLACE SW","Plan 9925663 Blk 2 Lot 22","5453","BLACKMUD CREEK","Developing","Ipiihkoohkanipiaohtsi Ward","RF1","1","53.42228188745418","-113.50710355031242","
,  
(53.42228188745418, -113.50710355031242)","POINT (-114.0010197536351 0.0004831831295856)"
"272380838-001","Minor Development Permit","Class A","2018-01-15T00:00:00.000","Approved","To demolish a Single Detached House.","9525 - 76 AVENUE NW","Plan 8370ET Blk 17 Lot B","6610","RITCHIE",,,"RF3","1","53.512012588875805","-113.4754775571757","
,  
(53.512012588875805, -113.4754775571757)","POINT (-114.00101946950556 0.0004839947078186)"
"385035885-002","Minor Development Permit","Class A","2021-02-18T00:00:00.000","Approved","To construct a Single Detached House with Unenclosed Front Porch.","1443 - 16 AVENUE NW","Plan 2022819 Blk 8 Lot 2","6445","ASTER","Developing","Sspomitapi Ward","RLD","1","53.45096959426491","-113.3650788321222","
,  
(53.45096959426491, -113.3650788321222)","POINT (-114.00101847767776 0.0004834425983967)"
"261334932-001","Major Development Permit","Not Available","2017-11-16T00:00:00.000","Approved","To construct General Industrial buildings (self storage)","6910 - MERIDIAN STREET NW","Plan 1921880 Blk 2 Lot 25","6420","MAPLE RIDGE INDUSTRIAL","Industrial","Sspomitapi Ward,","IL,IL","2","53.506415418881986","-113.3461479962108","
,  
(53.506415418881986, -113.3461479962108)","POINT (-114.00101830760215 0.0004839440836593)"
"428007093-002","Major Development Permit","Not Available",,"Other",,"6108 - 28 AVENUE NW","Plan 9121024 Blk 4 Lot 6","6720","TAWA","Established","Karhiio Ward","DC2","1","53.459561729049","-113.42769552613892","
,  
(53.459561729049, -113.42769552613892)","POINT (-114.00101904022935 0.0004835203108123)"
"172968916-001","Sign Permit","Class B","2015-07-29T00:00:00.000","In Progress","To install (1) Freestanding On-Premises Sign and (2) Fascia On-Premises Signs.","18004 - 100 AVENUE NW","Plan 1820807 Blk 1 Lot 11A","4400","PLACE LARUE",,,"CHY","1","53.53877162577834","-113.633251526752","
,  
(53.53877162577834, -113.633251526752)","POINT (-114.00102088695499 0.0004842367325829)"
"440098564-002","Major Development Permit","Not Available",,"In Progress",,"704 - TAMARACK WAY NW","Plan 1420502 Blk 13 Lot 3","6443","TAMARACK","Developing","Sspomitapi Ward","DC1","1","53.4774816574818","-113.36619997352673","
,  
(53.4774816574818, -113.36619997352673)","POINT (-114.00101848775014 0.0004836823893832)"
"270655173-001","Sign Permit","Class A","2018-03-19T00:00:00.000","Approved","To install (1) Freestanding Off-premises Sign (PATTISON - 135 Avenue Holdings LTD).","13500 - 156 STREET NW","Plan 8921886 Blk B","4320","MISTATIM INDUSTRIAL",,"Anirniq Ward","IH","1","53.59496265779954","-113.59359387491239","
,  
(53.59496265779954, -113.59359387491239)","POINT (-114.00102053066861 0.0004847449579479)"
"229400279-002","Sign Permit","Class A","2017-01-06T00:00:00.000","Approved","To install a Replacement Panel on an Existing Freestanding On-premises Sign #236596396-001 (Wendy’s)","9598 - 170 STREET NW","Plan 0123668 Blk 41 Lot 2A","4540","TERRA LOSA",,"Nakota Isga Ward","DC1","1","53.53368902818615","-113.61738589297528","
,  
(53.53368902818615, -113.61738589297528)","POINT (-114.00102074441733 0.0004841907625247)"
"379981054-002","Minor Development Permit",,,"Other","To construct a Single Detached House.","44, 12604 - 153 AVENUE NW","Plan 7920458 Blk 50 Lot 213","3180","DUNLUCE","Established","Anirniq Ward","RMH","1","53.61896293461554","-113.53909857401956","
,  
(53.61896293461554, -113.53909857401956)","POINT (-114.00102004108004 0.0004849620308331)"
"348744972-002","Major Development Permit","Class B","2021-09-28T00:00:00.000","Approved","To operate a Greenhouses, Plant Nurseries and Garden Centres, for a maximum of 3 years (expiring September 28, 2024). (Blue Grass Sod Farms Ltd)","21515 - 103 AVENUE NW","Plan 7720594 Blk 2","4670","WINTERBURN INDUSTRIAL AREA WEST","Industrial","Nakota Isga Ward","IB","1","53.54303486142926","-113.69159488715655","
,  
(53.54303486142926, -113.69159488715655)","POINT (-114.00102141111473 0.0004842752918407)"
"300433233-001","Minor Development Permit","Class A","2019-01-18T00:00:00.000","Approved","To construct a Single Detached House with veranda.","4660 - 175 AVENUE NW","Plan 1823038 Blk 22 Lot 14","2611","CY BECKER","Developing","Dene Ward","RPL","1","53.63612962232474","-113.41155073982614","
,  
(53.63612962232474, -113.41155073982614)","POINT (-114.00101889518376 0.0004851172966437)"
"347496856-001","Minor Development Permit",,,"Other","To construct a 6 Dwelling unit Row House with front attached Garage and balcony.","22770 - 97 AVENUE NW","Plan 1920917 Blk 13 Lot 2","4487","SECORD",,,"RA7","1","53.53735228416083","-113.70932338286543","
,  
(53.53735228416083, -113.70932338286543)","POINT (-114.00102157038845 0.0004842238952067)"
"386391265-002","Major Development Permit","Class B",,"Other","To change the use from General Industrial use to an Automotive and Equipment Repair Shop","4631 - 92 AVENUE NW","Condo Common Area (Plan 1423717)","6380","LAMBTON INDUSTRIAL","Industrial","Métis Ward","IM","1","53.52617843739134","-113.4141227345697","
,  
(53.52617843739134, -113.4141227345697)","POINT (-114.00101891829068 0.0004841228322412)"
"279491201-001","Minor Development Permit","Class A","2018-04-25T00:00:00.000","Approved","To construct a Single Detached House with front attached Garage and veranda.","7805 - ERASMUS WYND NW","Plan 1721514 Blk 1 Lot 126","4462","EDGEMONT","Developing","sipiwiyiniwak Ward","RMD","1","53.4705717840304","-113.67346181724915","
,  
(53.4705717840304, -113.67346181724915)","POINT (-114.0010212482063 0.0004836198923467)"
"289659390-001","Minor Development Permit","Class A","2018-08-29T00:00:00.000","Approved","To construct a Single Detached House with veranda.","22346 - 93A AVENUE NW","Plan 1723442 Blk 14 Lot 61","4487","SECORD","Developing","Nakota Isga Ward","RMD","1","53.52923977634883","-113.70331564149565","
,  
(53.52923977634883, -113.70331564149565)","POINT (-114.0010215164146 0.0004841505208248)"
"223002181-004","Major Development Permit","Class A","2016-09-08T00:00:00.000","Approved","To construct an addition (mezzanine) and interior alterations to an existing General Industrial Use building. (NOVO BLINDS)","3215 - 97 STREET NW","Plan 7821552 Blk 5 Lot 4","6570","PARSONS INDUSTRIAL","Industrial","Karhiio Ward","IM","1","53.46483447976357","-113.47851736103202","
,  
(53.46483447976357, -113.47851736103202)","POINT (-114.00101949681532 0.0004835680007293)"
"286092388-007","Major Development Permit","Class A","2019-05-22T00:00:00.000","Approved","To continue operating an approved Cannabis Retail Store use.","8254 - 118 AVENUE NW","Plan RN76 Blk 1 Lots 1-2","1100","EASTWOOD","Mature","Métis Ward","CB2","1","53.57059915777817","-113.46875812384417","
,  
(53.57059915777817, -113.46875812384417)","POINT (-114.00101940913783 0.0004845245998545)"
"279063892-010","Minor Development Permit","Class A","2018-05-23T00:00:00.000","Approved","To demolish a Single Detached House and a rear detached Garage.","9004 - 92 STREET NW","Plan 426HW Blk 6A Lot O","6040","BONNIE DOON","Mature","Métis Ward","RF3","1","53.52558276378969","-113.46877318129687","
,  
(53.52558276378969, -113.46877318129687)","POINT (-114.00101940927311 0.0004841174446121)"
"376804515-002","Minor Development Permit","Class B","2021-02-26T00:00:00.000","Approved","To leave-as-built an existing Single Detached House.","2904 - 28 AVENUE SW","Plan 7721898 Lot 9A","6663","DECOTEAU","Planned","Sspomitapi Ward","AG","1","53.40883542562752","-113.38741313587511","
,  
(53.40883542562752, -113.38741313587511)","POINT (-114.0010186783303 0.0004830615117275)"
"324915962-001","Sign Permit","Not Available",,"Other","To install (1) Replacement Panel on an Existing Sign (THAMEL BISTRO)","12413 - 118 AVENUE NW","Plan RN46 Blk 40 Lot 12","3240","INGLEWOOD",,"Anirniq Ward",,"1","53.57011366239404","-113.53644644642253","
,  
(53.57011366239404, -113.53644644642253)","POINT (-114.0010200172532 0.0004845202087433)"
"175653362-023","Major Development Permit","Class A","2016-04-04T00:00:00.000","Approved","To construct exterior alterations to an existing Commercial Building (CRU 7)","4825 - 167 AVENUE NW","Plan 0729391 Blk 25 Lot 1","2110","BRINTNELL","Developing","Dene Ward","CSC","1","53.62761774302375","-113.4099749124753","
,  
(53.62761774302375, -113.4099749124753)","POINT (-114.00101888102644 0.0004850403101068)"
"287372322-001","Uncovered Deck Combo Permit","Class A",,"Other","To construct a","9224 - 186 STREET NW","Plan 7521612 Blk 38 Lot 33","4040","BELMEAD","Established","Nakota Isga Ward","RF1","1","53.527740044389894","-113.64549749580095","
,  
(53.527740044389894, -113.64549749580095)","POINT (-114.00102099697341 0.0004841369563504)"
"343471265-005","Sign Permit","Class A","2021-04-21T00:00:00.000","Approved","To develop a Comprehensive Sign Design Plan for (ORTONA ARMOURY).","9722 - 102 STREET NW","Plan 6417AS Blk 2 Lots 13-15","1220","ROSSDALE",,,"DC1","1","53.53527132301216","-113.49608829481706","
,  
(53.53527132301216, -113.49608829481706)","POINT (-114.00101965467348 0.0004842050737474)"
"346199471-002","Major Development Permit","Class A","2019-11-27T00:00:00.000","Approved","To expand an existing Child Care Service and construct interior alterations (increased number of children from 58 to 72 - Basement of Trinity Lutheran Church).","10014 - 81 AVENUE NW","Plan I Blk 59 Lots 16-19","6610","RITCHIE","Mature","papastew Ward,papastew Ward,papastew Ward,papastew Ward,papastew Ward","US,US,US,US,US","5","53.51700974348453","-113.4892033420475","
,  
(53.51700974348453, -113.4892033420475)","POINT (-114.00101959281872 0.0004840399050793)"
"242953840-001","Sign Permit","Class A","2017-05-09T00:00:00.000","Approved","To install (3) Fascia On-premises Signs (Turquaz Kebab House).","13310 - 137 AVENUE NW","Plan 9925108 Blk 5 Lot 3","3340","PEMBINA",,"Anirniq Ward","DC2","1","53.60004106538734","-113.55212971887849","
,  
(53.60004106538734, -113.55212971887849)","POINT (-114.00102015815251 0.0004847908901093)"
"286134520-001","Minor Development Permit","Class A","2018-06-27T00:00:00.000","Approved","To construct interior alterations to a Single Detached House (Basement development, NOT to be used as an additional Dwelling).","9019 - 16 AVENUE SW","Plan 0526245 Blk 30 Lot 13","6213","SUMMERSIDE","Developing","Karhiio Ward","RSL","1","53.41732700515732","-113.47503177390783","
,  
(53.41732700515732, -113.47503177390783)","POINT (-114.00101946550062 0.000483138314661)"
"261652530-001","Minor Development Permit","Class A","2017-09-20T00:00:00.000","Approved","To demolish an Accessory Building (detached garage, 4.33m x 7.40m)","10724 - 139 STREET NW","Plan 4978HW Blk 13 Lot 43","3310","NORTH GLENORA","Mature","Nakota Isga Ward","RF1","1","53.55208331431919","-113.5618139626606","
,  
(53.55208331431919, -113.5618139626606)","POINT (-114.00102024515625 0.0004843571314709)"
"236530327-001","Sign Permit","Class B","2017-01-20T00:00:00.000","In Progress","To install (2) Projecting On-premises Signs (Canadian Western Bank)","12230 - JASPER AVENUE NW","Plan 1621189 Blk 1 Lot 15","1150","OLIVER",,"O-day'min Ward,O-day'min Ward","CB3,CB3","2","53.541633901167046","-113.53322921620594","
,  
(53.541633901167046, -113.53322921620594)","POINT (-114.00101998834943 0.0004842626207168)"
"258483402-001","Minor Development Permit","Class A","2017-07-28T00:00:00.000","Approved","To demolish a Single Detached House.","11218 - 72 AVENUE NW","Plan 1324HW Blk 10 Lot 28","5290","MCKERNAN",,,"RF3","1","53.50873953353615","-113.5209657763542","
,  
(53.50873953353615, -113.5209657763542)","POINT (-114.00101987817405 0.0004839651043447)"
"227599961-001","Sign Permit","Not Available",,"In Progress","To install (2) Fascia On-premises Sign (Kumon).","27 - SADDLEBACK ROAD NW","Plan 7721946 Blk 20 Lot 184","5060","BLUE QUILL",,"Ipiihkoohkanipiaohtsi Ward","RA8","1","53.46001512422317","-113.51890526018116","
,  
(53.46001512422317, -113.51890526018116)","POINT (-114.00101985966226 0.0004835244115898)"
"226029398-001","House Combo Permit","Class A","2016-08-31T00:00:00.000","Approved","To construct a Single Detached House with a front attached Garage, a veranda, and a fireplace.","2152 - KOSHAL WAY SW","Plan 1622397 Blk 14 Lot 22","5576","KESWICK AREA","Developing","pihêsiwin Ward","RSL","1","53.41926202169542","-113.62539417218524","
,  
(53.41926202169542, -113.62539417218524)","POINT (-114.0010208163641 0.0004831558161099)"
"181561778-001","House Combo Permit","Class A","2015-12-18T00:00:00.000","Approved","To construct a Single Detached House with a front veranda","2111 - 26 STREET NW","Plan 1425229 Blk 2 Lot 66","6444","LAUREL","Developing","Sspomitapi Ward","RPL","1","53.45132294448626","-113.37845958542502","
,  
(53.45132294448626, -113.37845958542502)","POINT (-114.00101859789115 0.0004834457943078)"
"437394901-002","Major Development Permit","Not Available",,"In Progress",,"13556 - FORT ROAD NW","Plan 1641ET Blk B Lot 1","2080","BELVEDERE","Mature","Dene Ward","CB2","1","53.59867634180392","-113.42376507091213","
,  
(53.59867634180392, -113.42376507091213)","POINT (-114.00101900491795 0.0004847785467316)"
"377668426-002","Major Development Permit","Not Available",,"Other","Other","12110 - 154 STREET NW","Plan 0523352 Blk 1 Lot 28","4330","MITCHELL INDUSTRIAL","Industrial","Anirniq Ward","IB","1","53.57589862499879","-113.5887349720695","
,  
(53.57589862499879, -113.5887349720695)","POINT (-114.00102048701598 0.0004845725314115)"
"221447374-001","Minor Development Permit","Class A","2016-05-18T00:00:00.000","Approved","To construct an addition to a Single Detached House (sunroom, 3.50m x 4.90m)","3630 - 43A AVENUE NW","Plan 8022725 Blk 22 Lot 6","6370","KINISKI GARDENS","Established","Sspomitapi Ward","RPL","1","53.48209727532336","-113.39709930566072","
,  
(53.48209727532336, -113.39709930566072)","POINT (-114.00101876535133 0.0004837241357968)"
"277404350-001","Major Development Permit","Class A","2018-03-21T00:00:00.000","In Progress","To operate a Specialty Food Service (approximately 45m2 of Public Space)","1764 - 34 AVENUE NW","Plan 1125688 Blk 62 Lot 2B","6790","WILD ROSE","Established","Sspomitapi Ward","CB1","1","53.46801323521445","-113.37065121879654","
,  
(53.46801323521445, -113.37065121879654)","POINT (-114.00101852774037 0.0004835967512985)"
"290251166-001","Sign Permit","Class A","2018-09-19T00:00:00.000","Approved","To install (2) Fascia On-premises Sign (St. Paul's United Church).","11526 - 76 AVENUE NW","Plan 1367HW Blk 17 Lot 10","5040","BELGRAVIA",,"papastew Ward","RA7","1","53.51252350299639","-113.5308408920189","
,  
(53.51252350299639, -113.5308408920189)","POINT (-114.0010199668926 0.000483999328832)"
"235017815-001","Major Development Permit","Class B",,"Other","To develop Non-Accessory Parking","10342A - 105 STREET NW","Plan B2 Blk 5 Lot 167","1090","DOWNTOWN",,",,O-day'min Ward,O-day'min Ward","UW,UW,UW,UW","4","53.545395882669226","-113.50145081940907","
,  
(53.545395882669226, -113.50145081940907)","POINT (-114.00101970285068 0.0004842966463319)"
"264331353-001","Accessory Building Combo Permit","Class A","2017-10-11T00:00:00.000","Approved","To construct an Accessory building (detached Garage, 5.50m x 6.71m).","6917 - 21A AVENUE SW","Plan 1024744 Blk 54 Lot 11A","6213","SUMMERSIDE","Developing","Karhiio Ward","RF4","1","53.412925644436406","-113.44744154222126","
,  
(53.412925644436406, -113.44744154222126)","POINT (-114.00101921762857 0.0004830985061173)"
"287766025-001","Minor Development Permit","Class A","2018-07-24T00:00:00.000","Approved","To construct a Semi-Detached House with front attached Garage, uncovered deck and veranda.","2128 - 52 STREET SW","Plan 1723341 Blk 5 Lot 33","6662","WALKER","Developing","Karhiio Ward,Karhiio Ward","RF4,RF4","2","53.41581060719432","-113.42097429105667","
,  
(53.41581060719432, -113.42097429105667)","POINT (-114.00101897984543 0.0004831245994493)"
"251435244-001","Uncovered Deck Combo Permit","Class A","2017-05-09T00:00:00.000","Approved","To construct an uncovered deck (6.1m x 3.00m)","7935 - 129 AVENUE NW","Plan 5964KS Blk 2 Lot 4","2020","BALWIN","Mature","tastawiyiniwak Ward","RF1","1","53.58762452897082","-113.46414527090607","
,  
(53.58762452897082, -113.46414527090607)","POINT (-114.00101936769572 0.0004846785875137)"
"271639941-001","Sign Permit","Class A","2018-02-22T00:00:00.000","Approved","To install (1) Fascia On-premises Sign (Signarama).","10608 - 170 STREET NW","Plan 0426838 Blk 3 Lot 2A","4300","MCNAMARA INDUSTRIAL",,"Nakota Isga Ward","CB2","1","53.55146738361921","-113.61668764115404","
,  
(53.55146738361921, -113.61668764115404)","POINT (-114.00102073814419 0.0004843515606245)"
"373034507-002","Major Development Permit","Class A","2020-09-18T00:00:00.000","Approved","To demolish a commercial building and Accessory garage and storage structures","10429 - 124 STREET NW","Plan 8021184 Blk 22 Lot 4A","3440","WESTMOUNT","Mature","O-day'min Ward","CB1","1","53.547091774694046","-113.53539165075905","
,  
(53.547091774694046, -113.53539165075905)","POINT (-114.00102000777684 0.0004843119849955)"
"343420935-001","Minor Development Permit","Class A","2019-11-04T00:00:00.000","Approved","To construct a Single Detached House with front attached Garage and Unenclosed Front Porch.","1535 - 200 STREET NW","Plan 1723514 Blk 7 Lot 31","4468","STILLWATER","Developing","sipiwiyiniwak Ward","SLD","1","53.44740956566518","-113.66900513755486","
,  
(53.44740956566518, -113.66900513755486)","POINT (-114.00102120816726 0.0004834103993644)"
"242888655-001","House Combo Permit","Class B","2017-04-26T00:00:00.000","Other","To construct a Single Detached House with a front veranda and to develop a Secondary Suite in the Basement.","9211 - COOPER CRESCENT SW","Plan 1521444 Blk 16 Lot 4","5462","CHAPPELLE AREA","Developing","Ipiihkoohkanipiaohtsi Ward","RMD","1","53.4011520538474","-113.58821738642338","
,  
(53.4011520538474, -113.58821738642338)","POINT (-114.00102048236597 0.0004829920187087)"
"175935727-003","Uncovered Deck Combo Permit","Class A",,"Other",,"10747 - 147 STREET NW","Plan 5887HW Blk 10 Lot 20","3300","MCQUEEN","Mature","Nakota Isga Ward","RF1","1","53.55330092266739","-113.57459957958969","
,  
(53.55330092266739, -113.57459957958969)","POINT (-114.00102036002289 0.0004843681442504)"
"388783295-002","Sign Permit","Class A","2021-03-16T00:00:00.000","Approved","To install (1) Fascia On-Premises Sign(s)  (THE TRAX)","10054 - 79 AVENUE NW","Plan I17 Blk 41 Lots 24-30","6610","RITCHIE",,,"DC2","1","53.51544064467556","-113.49062387855733","
,  
(53.51544064467556, -113.49062387855733)","POINT (-114.0010196055809 0.0004840257132094)"
"228945957-023","Major Development Permit","Class A","2018-01-12T00:00:00.000","Approved","To Leave as Built, a detached Garage.","8312 - 89 STREET NW","Condo Common Area (Plan 1820817)","6040",,,,"RF3","1","53.51977623011568","-113.46470066932264","
,  
(53.51977623011568, -113.46470066932264)","POINT (-114.00101937268546 0.0004840649268422)"
"264504921-001","Sign Permit","Class A","2018-03-09T00:00:00.000","Approved","To install (2) Freestanding On-premises Signs (KINGSWAY MEWS).","10507 - KINGSWAY NW","Plan 1420932 Blk V Lot 1","1030","CENTRAL MCDOUGALL",,"O-day'min Ward","CB1","1","53.5574561436634","-113.50175868661704","
,  
(53.5574561436634, -113.50175868661704)","POINT (-114.00101970561659 0.0004844057265591)"
"282211132-001","Minor Development Permit","Class B","2018-08-28T00:00:00.000","Approved","To construct a two-storey Garden Suite.","8019G - 74 AVENUE NW","Plan 2216KS Blk 4 Lot 5","6020","AVONMORE","Mature","Métis Ward","RF1","1","53.510219146233084","-113.4515903450025","
,  
(53.510219146233084, -113.4515903450025)","POINT (-114.00101925490162 0.0004839784868487)"
"285827946-001","Minor Development Permit","Class A","2018-07-12T00:00:00.000","Approved","To construct a Single Detached House with front attached Garage and veranda.","7807 - ERASMUS WYND NW","Plan 1721514 Blk 1 Lot 125","4462","EDGEMONT","Developing","sipiwiyiniwak Ward","RMD","1","53.470571792651356","-113.67359613028273","
,  
(53.470571792651356, -113.67359613028273)","POINT (-114.00102124941297 0.0004836198924247)"
"261361669-001","Minor Development Permit","Class A","2017-09-19T00:00:00.000","Approved","To develop a Secondary Suite in the Basement of an existing Single Detached House.","BSMT, 1511 - CHAPMAN WAY SW","Plan 1026746 Blk 2 Lot 38","5462","CHAPPELLE AREA","Developing","Ipiihkoohkanipiaohtsi Ward","RSL","1","53.40771068821573","-113.57306253025506","
,  
(53.40771068821573, -113.57306253025506)","POINT (-114.00102034621396 0.0004830513389281)"
"277166185-001","House Combo Permit","Class A","2018-05-02T00:00:00.000","Approved","To construct a Single Detached House with a front attached Garage, veranda, rear uncovered deck and fireplace.","15148 - 16 STREET NW","Plan 1325000 Blk 117 Lot 6","2280","FRASER","Developing","Dene Ward","RSL","1","53.61466235011206","-113.3669988060995","
,  
(53.61466235011206, -113.3669988060995)","POINT (-114.0010184949269 0.0004849231337701)"
"352150344-001","Minor Development Permit","Class A","2020-01-31T00:00:00.000","Approved","To construct a Single Detached House with a fireplace and Unenclosed Front Porch.","10519 - 83 STREET NW","Plan 2020063 Blk 50 Lot 4B","6230","FOREST HEIGHTS","Mature","Métis Ward","RF3","1","53.5485093182769","-113.45514109784129","
,  
(53.5485093182769, -113.45514109784129)","POINT (-114.00101928680178 0.0004843248061092)"
"270902480-001","House Combo Permit","Not Available","2018-04-20T00:00:00.000","Other","To construct a Single Detached House with Unenclosed Front Porch, fireplace, rear uncovered deck (3.05m x 5.18m) and Basement development (NOT to be used as an additional Dwelling).","9531 - 71 AVENUE NW","Plan 1821172 Blk 22 Lot 5B","6290","HAZELDEAN",,",papastew Ward","RF3,RF3","2","53.50726835935495","-113.47524444109776","
,  
(53.50726835935495, -113.47524444109776)","POINT (-114.00101946741124 0.0004839517981639)"
"256667181-001","Accessory Building Combo Permit","Class A","2017-07-06T00:00:00.000","Approved","To construct an Accessory building (detached Garage, 6.10m x
7.32m).","9706 - 71 AVENUE NW","Plan 1763HW Blk 13 Lot 20","6290","HAZELDEAN","Mature","papastew Ward","RF3","1","53.507859066122265","-113.48020402522727","
,  
(53.507859066122265, -113.48020402522727)","POINT (-114.0010195119684 0.0004839571408699)"
"423000602-002","Major Development Permit","Not Available",,"In Progress",,"7726 - 107 STREET NW","Plan 2060Q Blk 167 Lots 24-29","5330","QUEEN ALEXANDRA","Mature","papastew Ward","DC2","1","53.51397764698091","-113.50692917702189","
,  
(53.51397764698091, -113.50692917702189)","POINT (-114.00101975206853 0.0004840124809816)"
"409110960-002","Minor Development Permit","Class A","2021-10-12T00:00:00.000","Approved","To construct a Single Detached House with front attached Garage and Unenclosed Front Porch.","2727 - DONAGHEY CRESCENT SW","Plan 1923457 Blk 21 Lot 39","5463","DESROCHERS AREA","Developing","Ipiihkoohkanipiaohtsi Ward","RMD","1","53.40062588238663","-113.5526070311398","
,  
(53.40062588238663, -113.5526070311398)","POINT (-114.00102016244071 0.0004829872596988)"
"255104776-001","Minor Development Permit","Class A","2017-06-27T00:00:00.000","Approved","To demolish an Accessory Building (detached Garage).","7352 - 75 STREET NW","Plan 644KS Blk 7 Lot 25","6020","AVONMORE","Mature","Métis Ward","RF1","1","53.51117435599347","-113.44370995535817","
,  
(53.51117435599347, -113.44370995535817)","POINT (-114.00101918410381 0.0004839871263381)"
"323124897-001","Sign Permit","Class A",,"Approved","To install one (1) Fascia On-premises Sign (MAC T DONAIR AND SHAWARMA)","14245 - 23 AVENUE NW","Plan 0220792 Blk 70 Lot 89","5640","TERWILLEGAR TOWNE",,"pihêsiwin Ward","CSC","1","53.453439608876025","-113.56725663394444","
,  
(53.453439608876025, -113.56725663394444)","POINT (-114.0010202940535 0.0004834649386887)"
"279884854-001","Major Development Permit","Not Available",,"Other","To Operate a Major Sidewalk Cafe","10314 - 82 AVENUE NW","Plan I Blk 68 Lots 2-3","5480","STRATHCONA","Central Core","papastew Ward","DC1, DC1","1","53.51838867059843","-113.49557637474474","
,  
(53.51838867059843, -113.49557637474474)","POINT (-114.00101965007438 0.0004840523769224)"
"182013284-001","Minor Development Permit","Class A","2015-11-05T00:00:00.000","Approved","To demolish an Accessory Building (rear detached Garage, 4.27m x 6.10m).","13528 - 64 STREET NW","Plan 2676MC Blk 2 Lot 36","2080","BELVEDERE","Mature","Dene Ward","RF1","1","53.59828968635988","-113.4401231823504","
,  
(53.59828968635988, -113.4401231823504)","POINT (-114.00101915188006 0.000484775049588)"
"165365051-005","Accessory Building Combo Permit","Class A","2015-07-30T00:00:00.000","Approved","To construct an Accessory building (rear detached Garage, 6.71m x 6.71m)","5523 - CRABAPPLE LOOP SW","Plan 1223499 Blk 1 Lot 236","6216","THE ORCHARDS AT ELLERSLIE","Developing","Karhiio Ward","RPL","1","53.408144173961844","-113.4781414964062","
,  
(53.408144173961844, -113.4781414964062)","POINT (-114.00101949343853 0.0004830552596331)"
"176234373-004","Minor Development Permit","Class B","2015-11-16T00:00:00.000","Approved","To Leave as Built an Accessory Building (rear detached Garage).","15422 - 74 AVENUE NW","Plan 6253KS Blk 8 Lot 40","4430","RIO TERRACE","Mature","sipiwiyiniwak Ward","RF1","1","53.506571439842055","-113.58860449534504","
,  
(53.506571439842055, -113.58860449534504)","POINT (-114.00102048584377 0.0004839454948061)"
"362882077-001","Sign Permit","Not Available","2020-06-29T00:00:00.000","In Progress","To install (3) Fascia On-premises Signs (KENROC).","14940 - 131 AVENUE NW","Plan 0224531 Blk 104 Lot 5","4320","MISTATIM INDUSTRIAL",,"Anirniq Ward","IM","1","53.59129062990242","-113.57915005669369","
,  
(53.59129062990242, -113.57915005669369)","POINT (-114.00102040090461 0.0004847117459272)"
"170095202-005","Accessory Building Combo Permit","Class A","2015-09-22T00:00:00.000","Approved","To construct an Accessory Building (rear detached Garage, 6.10m x 6.10m).","7212 - CARDINAL WAY SW","Plan 1420080 Blk 13 Lot 30","5462","CHAPPELLE AREA","Developing","Ipiihkoohkanipiaohtsi Ward","RPL","1","53.39747840989128","-113.5788779403689","
,  
(53.39747840989128, -113.5788779403689)","POINT (-114.00102039845991 0.0004829587920715)"
"270940025-001","Sign Permit","Class B","2018-03-29T00:00:00.000","In Progress","To install (1) Freestanding On-premises Sign (VETERANS PARK).","10003 - 102 STREET NW","Plan 418NY Blk OT","1090","DOWNTOWN",,"O-day'min Ward","AP","1","53.53924751991256","-113.49509231723316","
,  
(53.53924751991256, -113.49509231723316)","POINT (-114.00101964572558 0.0004842410368548)"
"280451500-001","Minor Development Permit","Class A","2018-05-18T00:00:00.000","Approved","To construct a Single Detached House with front attached Garage, fireplace, uncovered deck, veranda and walkout Basement.","823 - EAGLESON LINK NW","Plan 1620118 Blk 28 Lot 7","4462","EDGEMONT","Developing","sipiwiyiniwak Ward","RSL","1","53.47369032302922","-113.66091105743621","
,  
(53.47369032302922, -113.66091105743621)","POINT (-114.00102113544963 0.0004836480982822)"
"284114239-001","Minor Development Permit","Class A","2018-06-19T00:00:00.000","Approved","To construct a Single Detached House with veranda.","1459 - 24 STREET NW","Plan 1722980 Blk 10 Lot 1","6444","LAUREL","Developing","Sspomitapi Ward","RPL","1","53.44322366487123","-113.37499438084049","
,  
(53.44322366487123, -113.37499438084049)","POINT (-114.00101856675956 0.0004833725395697)"
"147183114-003","Sign Permit","Class A","2020-08-13T00:00:00.000","Approved","To install a Fascia On-premises Sign (ALBERTA GUJARATI ASSOCIATION)","207, 4918 - ROPER ROAD NW","Condo Common Area (Plan 1320795)","6590","PYLYPOW INDUSTRIAL",,"Sspomitapi Ward","IB","1","53.49598827797616","-113.41630526930912","
,  
(53.49598827797616, -113.41630526930912)","POINT (-114.00101893789869 0.0004838497743486)"
"301888334-001","Minor Development Permit",,,"Other","To construct a Single Detached House with uncovered deck.","824 - 34 AVENUE NW","Plan 1425565 Blk 2 Lot 146","6441","MAPLE","Developing","Sspomitapi Ward","RSL","1","53.4697546339794","-113.3515517486134","
,  
(53.4697546339794, -113.3515517486134)","POINT (-114.00101835614974 0.0004836125015525)"
