"ab_school_number","school_name","postal_code","ward","phone_number","fax_number","email","website","grade_level","grades_offered","programs","location","location_1","geometry_point"
"8034","St. Vladimir","T5C 2A9","73","7804764613","7804764638","8034web@ecsd.net","https://www.ecsd.net/schools/8034/Pages/default.aspx","Elementary","Pre-Kindergarten to Grade 6","Full Day Kindergarten","(53.5927308,-113.4562651)","7510 132 AVE NW
,  
(53.5927308, -113.4562651)","POINT (-113.4562651 53.5927308)"
"1970","St. Brendan","T6B 3W2","75","7804661281","7804666057","1970web@ecsd.net","http://stbrendan.ecsd.net/","Elementary, Junior","Kindergarten to Grade 9","Full Day Kindergarten,Spanish Bilingual,Ukrainian Bilingual,Spanish Language and Culture","(53.529481,-113.424949)","9260 58 ST NW
,  
(53.529481, -113.424949)","POINT (-113.424949 53.529481)"
"8228","St. Thomas More","T5P 3S6","71","7804842434","7804893342","8228web@ecsd.net","http://www.stthomasmore.ecsd.net","Junior","Grade 7 to Grade 9","International Baccalaureate - Middle Years Programme,Spanish Language and Culture,Nehiyaw Pimatisiwin Cree,Baseball Academy,Hockey Academy,Soccer Academy,Elite Athletes Academy","(53.5335579,-113.6068029)","9610 165 ST NW
,  
(53.5335579, -113.6068029)","POINT (-113.6068029 53.5335579)"
"8428","Blessed Oscar Romero","T5T 6X3","74","7804282705","7804892873","8428web@ecsd.net","https://www.ecsd.net/schools/1028/Pages/default.aspx","Senior","Grade 10 to Grade 12","Advanced Placement,Filipino Language and Culture,Spanish Language and Culture","(53.5041389,-113.6299034)","17760 69 AVE NW
,  
(53.5041389, -113.6299034)","POINT (-113.6299034 53.5041389)"
"8216","St. Francis of Assisi","T5C 1V7","73","7804767634","7804763932","8216web@ecsd.net","https://www.ecsd.net/schools/8216/Pages/default.aspx","Elementary","Pre-Kindergarten to Grade 6","Full Day Kindergarten,Nehiyaw Pimatisiwin Cree","(53.5882068,-113.4438788)","6614 129 AVE NW
,  
(53.5882068, -113.4438788)","POINT (-113.4438788 53.5882068)"
"8053","John Paul I","T6L 2Z1","77","7804626448","7804637249","8053web@ecsd.net","http://www.johnpauli.ecsd.net","Elementary","Pre-Kindergarten to Grade 6","Spanish Bilingual","(53.4719661,-113.4262808)","5675 38 AVE NW
,  
(53.4719661, -113.4262808)","POINT (-113.4262808 53.4719661)"
"8039","St. Monica","T6H 4C6","76","7804367888","7804367910","8039web@ecsd.net","http://www.stmonica.ecsd.net","Elementary","Pre-Kindergarten to Grade 1",,"(53.4909429,-113.5741433)","14710 53 AVE NW
,  
(53.4909429, -113.5741433)","POINT (-113.5741433 53.4909429)"
"1429","Monsignor Fee Otterson","T6W 0N5","76","7804308015","7804338052","1429web@ecsd.net","http://www.monsignorfeeotterson.ecsd.net/","Elementary, Junior","Kindergarten to Grade 9","Partners in Technology and Innovative Learning","(53.418459,-113.521557)","1834 RUTHERFORD RD SW
,  
(53.418459, -113.521557)","POINT (-113.521557 53.418459)"
"8018","St. Boniface","T6J 0R9","76","7804340294","7804354237","8018web@ecsd.net","http://www.stboniface.ecsd.net","Elementary","Kindergarten to Grade 6","Fine Arts, International Baccalaureate - Primary Years Programme","(53.4767854,-113.5373855)","11810 40 AVE NW
,  
(53.4767854, -113.5373855)","POINT (-113.5373855 53.4767854)"
"8044","St. Hilda","T6K 2N2","77","7804623195","7804612188","8044web@ecsd.net","http://www.sthilda.ecsd.net","Junior","Grade 7 to Grade 9","Enhanced Academic Program (EAP),Spanish Bilingual,Spanish Language and Culture","(53.4737631,-113.4513608)","7630 38 AVE NW
,  
(53.4737631, -113.4513608)","POINT (-113.4513608 53.4737631)"
"8213","St. Cecilia","T5E 0X8","72","7804767695","7804737363","8213web@ecsd.net","http://www.stcecilia.ecsd.net","Junior","Grade 7 to Grade 9","Spanish Language and Culture,French Immersion","(53.5926948,-113.4776964)","8830 132 AVE NW
,  
(53.5926948, -113.4776964)","POINT (-113.4776964 53.5926948)"
