"companyname","address1","address2","city","state","zipcode","website","contact1","phone1","fax1","email1","contracttitle","mwbecertified","vetservdisabled","delawarevendor","contracturl","expiredate","geocoded_location","awarded_vendor","count"
"Allan Myers Materials DE Inc","638 Lancaster Avenue",,"Malvern","PA","19355",,"Michael D Menkins","610-560-7900","610-560-7920","michael.menkins@allanmyers.com","Bituminous Patch Material","N","N","N","http://mmp.delaware.gov/Contracts/Details/4867","2022-10-09T00:00:00.000","638 Lancaster Avenue
Malvern, PA 19355
(40.034407, -75.575855)","Y","1"
"TL2Q, LLC","477 Madison Avenue",,"New York","NY","10022","www.tl2q.nyc","James S. Pellen","212-359-1715",,"james.pellen@tl2q.nyc","Unclaimed Property Voluntary Disclosure Agreement","N","N","N","http://mmp.delaware.gov/Contracts/Details/3835","2022-10-11T00:00:00.000","477 Madison Avenue
New York, NY 10022
(40.758653, -73.974966)","Y","1"
"Faegre Drinker Biddle & Reath LLP","222 Delaware Avenue","Suite 1410","Wilmington","DE","19801","www.drinkerbiddle.com","Geoffrey A. Sawyer, III","302-467-4230","302-467-4201","geoffrey.sawyer@dbr.com","Unclaimed Property Voluntary Disclosure Agreement","N","N","Y","http://mmp.delaware.gov/Contracts/Details/3835","2022-10-11T00:00:00.000","222 Delaware Avenue
Wilmington, DE 19801
(39.746396, -75.549791)","Y","1"
"Grassbusters Landscaping Company Inc","935 Rahway Drive",,"Newark","DE","19711",,"No Primary Contact Listed","000-000-0000",,,"MARKET ST. AND FRONT ST. PEDESTRIAN IMPROVEMENTS-SEAFORD","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5250","2022-10-13T00:00:00.000","935 Rahway Drive
Newark, DE 19711
(39.681195, -75.779856)","Y","1"
"Integrity Medical Solutions","1028 Railroad Avenu",,"Shelby","NC","28152",,"J. Shaun Taylor","855-505-9267",,"shaun.taylor@integritymedicalsolutions.com","Emergency Standby Materials and Supplies","N","N","N","http://mmp.delaware.gov/Contracts/Details/4647","2022-10-14T00:00:00.000","1028 Railroad Avenu
Shelby, NC 28152
(35.275015, -81.543866)","Y","1"
"Deployed Resources, LLC","164 McPike Road",,"Rome","NY","13441","www.deployedresources.com","Nick Cignarale","315-617-2662",,"ncignarale@deployedresources.com","Emergency Standby Materials and Supplies","N","Y","N","http://mmp.delaware.gov/Contracts/Details/4647","2022-10-14T00:00:00.000","164 McPike Road
Rome, NY 13441
(43.237415, -75.402411)","Y","1"
"WSP USA Solutions, Inc..","350 Eagleview Boulevard","Suite 250","Exton","PA","19341-1178",,"Tim Jamison","610-363-5327","610-363-5390","tim.jameson@wsp.com","Emergency Standby Materials and Supplies","N","N","N","http://mmp.delaware.gov/Contracts/Details/4647","2022-10-14T00:00:00.000","350 Eagleview Boulevard
Exton, PA 19341-1178
(40.057441, -75.67041)","Y","1"
"Ceres Environmental Services, Inc.","3825 85th Ave. North",,"Brooklyn Park","MN","55443","www.ceresenvironmental.com","Tia Laurie","941-358-6363","763-425-5636","tia.laurie@ceresenv.com","Emergency Standby Materials and Supplies","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4647","2022-10-14T00:00:00.000","3825 85th Ave. North
Brooklyn Park, MN 55443
(45.108806, -93.330557)","Y","1"
"AshBritt, Inc","565 E Hillsboro Blvd",,"Deerfield Beach","FL","33441","www.ashbritt.com","Rob Ray","954-725-6991","954-725-6991","rray@ashbritt.com","Emergency Standby Materials and Supplies","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4647","2022-10-14T00:00:00.000","565 E Hillsboro Blvd
Deerfield Beach, FL 33441
(26.31845, -80.096231)","Y","1"
"CrowderGulf, LLC","5435 Business Parkway",,"Thedore","AL","36582","www.crowdergulf.com","Ashley Ramsay-Naile","800-992-6207","251-459-7433","jramsay@crowdergulf.com","Emergency Standby Materials and Supplies","N","N","N","http://mmp.delaware.gov/Contracts/Details/4647","2022-10-14T00:00:00.000","5435 Business Parkway
Thedore, AL 36582
(30.578007, -88.164297)","Y","1"
"Whitman, Requardt & Associates, LLP","1013 Centre Road","Suite 302","Wilmington","DE","19805",,"Jeffrey Riegner","302-571-9001",,"jriegner@wrallp.com","Multi-Modal Transportation and Land Use Planning Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/2214","2022-10-17T00:00:00.000","1013 Centre Road
Wilmington, DE 19805
(39.75461, -75.60891)","Y","1"
"AECOM Technical Services, Inc.","1013 Centre Road","Suite 222","Wilmington","DE","19805",,"Margaret Quinn","609-720-2076",,"margaret.quinn@aecom.com","Multi-Modal Transportation and Land Use Planning Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/2214","2022-10-17T00:00:00.000","1013 Centre Road
Wilmington, DE 19805
(39.75461, -75.60891)","Y","1"
"Wallace Montgomery","222 South DuPont Highway","Suite 202","Dover","DE","19901",,"Matthew Allen","302-257-3100",,"mallen@WallaceMontgomery.com","Multi-Modal Transportation and Land Use Planning Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/2214","2022-10-17T00:00:00.000","222 South DuPont Highway
Dover, DE 19901
(39.160665, -75.513113)","Y","1"
"Century Engineering","4134 North DuPont Highway",,"Dover","DE","19901",,"Scott Rathfon","302-734-9188, Ext. 2107",,"srathfon@centuryeng.com","Multi-Modal Transportation and Land Use Planning Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/2214","2022-10-17T00:00:00.000","4134 North DuPont Highway
Dover, DE 19901
(39.20724, -75.565681)","Y","1"
"Delmarva Veteran Builders","PO Box 621",,"Salisbury","MD","21803",,"Rich Hertzog","443-736-1584",,"estimating@delmarvaveteranbuilders.com","Bethany Beach Training Site Physical Fitness Center Construction","N","Y","N","http://mmp.delaware.gov/Contracts/Details/5570","2022-10-17T00:00:00.000",,"Y","1"
"Conduent State and Local Solutions, Inc.","P.O. Box 201322",,"Dallas","TX","75320","www.conduent.com/insights/public-service-delivery-solutions/ebt-services","Lynn Bean","850-383-0784",,"lynn.bean@Conduent.com","Electronic Benefit Transfer Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/3735","2022-10-21T00:00:00.000",,"Y","1"
"Elementar Americas, Inc.","119 Comac St.",,"Ronkonkoma","NY","11779","https://www.elementaramericas.com/","Ryan Marsico","856-787-0022, Ext. 214",,"ryan.marsico@elementaramericas.com","Combustion Instrument","N","N","N","http://mmp.delaware.gov/Contracts/Details/4751","2022-10-21T00:00:00.000","119 Comac St.
Ronkonkoma, NY 11779
(40.791665, -73.14252)","Y","1"
"HRV Conformance Verification Associates, Inc.","420 Rouser Road","Suite 400","Moon Township","PA","15108","www.hrvinc.com","Richelle McGuire","412-299-2007",,"mcguire@hrvinc.com","Materials Inspection and Testing","N","N","N","http://mmp.delaware.gov/Contracts/Details/4785","2022-10-22T00:00:00.000","420 Rouser Road
Moon Township, PA 15108
(40.501427, -80.21242)","Y","1"
"TRC Engineers, Inc.","5050 West Tilghman St.","Suite 140","Allentown","PA","18104","www.trccompanies.com","Timothy Shaw","610-530-9482",,"trshaw@trccompanies.com","Materials Inspection and Testing","N","N","N","http://mmp.delaware.gov/Contracts/Details/4785","2022-10-22T00:00:00.000",,"Y","1"
"Mumford & Miller Concrete, Inc.","1005 Industrial Drive",,"Middletown","DE","19709",,"Peter F. Erony","302-378-7736","302-378-0753","perony@mumfordandmiller.com","PCC PATCHING, OPEN END, SOUTH, FY21-FY22","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4944","2022-10-22T00:00:00.000","1005 Industrial Drive
Middletown, DE 19709
(39.437667, -75.720419)","Y","1"
"Johnson, Mirmiran & Thompson, Inc.","121 Continental Drive","Suite 300","Newark","DE","19713",,"David DuPlessis","302-266-9600",,"dduplessis@jmt.com","Architectural and Engineering Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4226","2022-10-23T00:00:00.000","121 Continental Drive
Newark, DE 19713
(39.686852, -75.660378)","Y","1"
"Rummel, Klepper & Kahl, LLP","700 East Pratt Street","Suite 500","Baltimore","MD","21202",,"Nancy Bergeron","410-728-2900",,"nbergeron@rkk.com","Architectural and Engineering Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/4226","2022-10-23T00:00:00.000","700 East Pratt Street
Baltimore, MD 21202
(39.28678, -76.606829)","Y","1"
"Whitman, Requardt & Associates, LLP","801 South Caroline Street",,"Baltimore","MD","21286",,"David McCormick","410-235-3450",,"dmccormick@wrallp.com","Architectural and Engineering Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/4226","2022-10-23T00:00:00.000","801 South Caroline Street
Baltimore, MD 21286
(39.282023, -76.596532)","Y","1"
"Raymond F. Book & Associates, P.A.","220 Beiser Blvd",,"Dover","DE","19904","www.rfbookcpas.com","Raymond Book","302-734-5826",,"rbook@rfbookcpas.com","Audit Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/3721","2022-10-26T00:00:00.000","220 Beiser Blvd
Dover, DE 19904
(39.154403, -75.543149)","Y","1"
"Smith & Solomon Commercial Driver Training","402 Rising Run Road",,"Bordentown","NJ","08505","www.smithsolomon.com","Todd Zimmerman","609-291-1154",,"tzimmerman@smithsolomon.com","Commercial Driver's LIcense (CDL) Training","N","N","N","http://mmp.delaware.gov/Contracts/Details/946","2022-10-27T00:00:00.000","402 Rising Run Road
Bordentown, NJ 08505
(40.122846, -74.71356)","Y","1"
"State Line Machine, Inc.","200 Owensby Drive",,"Wilmington","DE","19803-1439","www.statelinemachine.com","Fulton Owensby","800-314-0021",,"fulton@statelinemachine.com","Snow and Ice Removal Equipment and Accessories","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4534","2022-10-29T00:00:00.000","200 Owensby Drive
Wilmington, DE 19803-1439
(39.837466, -75.531197)","Y","1"
"Amakor Inc","72 Clinton Street","P.O.Box 636","Delaware City","DE","19706",,"Ryan Jackson","302-834-8664","302-834-8661","amakor@aol.com","Delaware State Police Troop 2 ? Security Upgrades","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5296","2022-10-29T00:00:00.000","72 Clinton Street
Delaware City, DE 19706
(39.578367, -75.588821)","Y","1"
"Henderson Products, Inc.","P.O. Box 40","1085 S Third Street","Manchester","IA","52057-0040",,"Janet Tobin","800-359-4970","563-927-2521","jtobin@hendersonproducts.com","Snow and Ice Removal Equipment and Accessories","N","N","N","http://mmp.delaware.gov/Contracts/Details/4534","2022-10-29T00:00:00.000",,"Y","1"
"Henke Manufacturing Corp.","3070 Wilson Avenue",,"Leavenworth","KS","66048","www.henkemfg.com","Pete Rufo","913-297-7830","913-682-0300","PRufo@henkemfg.com","Snow and Ice Removal Equipment and Accessories","N","N","N","http://mmp.delaware.gov/Contracts/Details/4534","2022-10-29T00:00:00.000","3070 Wilson Avenue
Leavenworth, KS 66048
(39.285601, -94.899716)","Y","1"
"Cives Corporation","14331 Mill Street",,"Harrisville","NY","13684","www.vikingcives.com","Cory Bearor","315-771-2401","315-543-2366","cbearor@vikingcives.com","Snow and Ice Removal Equipment and Accessories","N","N","N","http://mmp.delaware.gov/Contracts/Details/4534","2022-10-29T00:00:00.000","14331 Mill Street
Harrisville, NY 13684
(44.157114, -75.321636)","Y","1"
"Axon Enterprise Inc","17800 N. 85th Street",,"Scottsdale","AZ","85255","www.axon.com","Jeffrey Childs","856-261-3708","480-991-0791","jchilds@axon.com","Public Safety Video and Vehicle Mounted Equipment","N","N","N","http://mmp.delaware.gov/Contracts/Details/5023","2022-10-30T00:00:00.000","17800 N. 85th Street
Scottsdale, AZ 85255
(33.648844, -111.898104)","Y","1"
"WatchGuard (fully-owned subsidiary of Motorola Solutions Inc)","415 Century Parkway",,"Allen","TX","75013",,"Richard Morris","443-285-9965",,"richard.morris@motorolasolutions.com","Public Safety Video and Vehicle Mounted Equipment","N","N","N","http://mmp.delaware.gov/Contracts/Details/5023","2022-10-30T00:00:00.000","415 Century Parkway
Allen, TX 75013
(33.096673, -96.674497)","Y","1"
"Veritec Solutions LLC","6735 Southpoint Drive South Suite 300",,"Jacksonville","FL","32216",,"Thomas Reinheimer","904-421-7239",,"Thomas.reinheimer@veritecs.com","Short-Term Consumer Loan Database and Related Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5449","2022-10-31T00:00:00.000","6735 Southpoint Drive South Suite 300
Jacksonville, FL 32216
(30.252596, -81.588572)","Y","1"
"Datawiz Corporation","8200 Greensboro Dr.","Suite 900","McLean","VA","22102","www.datawiz.net","Waseem Haider","703-288-5258","703-991-5998","whaider@datawiz.net","Cyber Security and Disaster Recovery Staffing Services","Y","N","Y","http://mmp.delaware.gov/Contracts/Details/3536","2022-10-31T00:00:00.000","8200 Greensboro Dr.
McLean, VA 22102
(38.922315, -77.228782)","Y","1"
"Helm Point Solutions, Inc.","7164 Columbia Gateway Drive","Suite 240","Columbia","MD","21046","www.helmpoint.com","Kathryn B. Shamleffer","410-290-1111, Ext. 13","410-290-1007","contracts@helmpoint.com","Cyber Security and Disaster Recovery Staffing Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/3536","2022-10-31T00:00:00.000","7164 Columbia Gateway Drive
Columbia, MD 21046
(39.181819, -76.804841)","Y","1"
"Comtech, LLC","1801 Robert Fulton Drive","Suite 410","Reston","VA","20191","www.comtechllc.com","Coleen Quintana","202-491-1647",,"contracts@comtechllc.com","Cyber Security and Disaster Recovery Staffing Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/3536","2022-10-31T00:00:00.000","1801 Robert Fulton Drive
Reston, VA 20191
(38.941911, -77.323927)","Y","1"
"Modern Controls Inc","7 Bellecor Drive",,"New Castle","DE","19720","www.moderncontrols.com","Bryan Smallwood","302-325-6800","302-325-6808","bsmallwood@moderncontrols.com","N4 Server Conversion - Rebid","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5284","2022-10-31T00:00:00.000","7 Bellecor Drive
New Castle, DE 19720
(39.693893, -75.59554)","Y","1"
"Computer Aid, Inc. (CAI)","3801 Paxton Street",,"Harrisburg","PA","17111","www.cai.io","Damien Graeff","717-651-3205","717-651-3200","damien.graeff@cai.io","Information Technology Staff Augmentation Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/3089","2022-10-31T00:00:00.000","3801 Paxton Street
Harrisburg, PA 17111
(40.253509, -76.823029)","Y","1"
"Qua Marketing, LLC","27 Deerberry Drive",,"Magnolia","DE","19962","www.quamarketing.com","Marcella Saborio","302-858-1487",,"msaborio@quamarketing.com","Disability Pride Day","Y","N","Y","http://mmp.delaware.gov/Contracts/Details/3803","2022-10-31T00:00:00.000","27 Deerberry Drive
Magnolia, DE 19962
(39.057425, -75.516446)","Y","1"
"GeoDecisions ( Division of Gannett Fleming, Inc )","207 Senate Avenue",,"Camp Hill","PA","17011-2316",,"Thomas L. Saltzer","717-763-7211 x2815",,"tsaltzer@geodecisions.com","Information Technology Project Staffing","N","N","N","http://mmp.delaware.gov/Contracts/Details/4964","2022-10-31T00:00:00.000","207 Senate Avenue
Camp Hill, PA 17011-2316
(40.255447, -76.918318)","Y","1"
"Clear Vision Glass LLC","142 Wilmington West Chester Pike",,"Chaddsford","PA","19317","clearvisionglass.net","Matthew Noselli","610-541-2174","484-842-1651","clearvisionglasspa@yahoo.com","Glass Repair and Replacement for State Vehicles and Heavy Equipment","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4763","2022-10-31T00:00:00.000","142 Wilmington West Chester Pike
Chaddsford, PA 19317
(39.845928, -75.537737)","Y","1"
"Nam Technologies, Inc","5755 North Point Pkwy.","Suite #83","Alpharetta","GA","30022",,"Varada Namburi","678-341-5166",,"sales@nam-tech.com","Information Technology Project Staffing","N","N","N","http://mmp.delaware.gov/Contracts/Details/4964","2022-10-31T00:00:00.000","5755 North Point Pkwy.
Alpharetta, GA 30022
(34.05317, -84.278881)","Y","1"
"Progressive Software Computing, Inc","One Righter Parkway","Suite 280","Wilmington","DE","19803",,"Ken Hoffmann","302-883-1429",,"khoffmann@psci.com","Information Technology Project Staffing","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4964","2022-10-31T00:00:00.000",,"Y","1"
"Applied Technologies, Inc","169 Roundabout Trail",,"Camden-Wyoming","DE","19934",,"Brian Valeski","302-697-6726",,"brian.valeski@gmail.com","Information Technology Project Staffing","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4964","2022-10-31T00:00:00.000","169 Roundabout Trail
Camden-Wyoming, DE 19934
(39.101709, -75.532522)","Y","1"
"CNT Infotech Corporation","7 Wick Road",,"East Brunswick","NJ","08816",,"Muneer Ahamed","302-331-5477",,"muneer.ahamed@cntit.com","Information Technology Project Staffing","N","N","N","http://mmp.delaware.gov/Contracts/Details/4964","2022-10-31T00:00:00.000","7 Wick Road
East Brunswick, NJ 08816
(40.429127, -74.368986)","Y","1"
"Information Consulting Services, Inc","41 Grove Street","2nd Floor","Haddonfield","NJ","08033","ics4.com","Anthony Maffei","856-608-0956",,"tmaffei@ics4.com","Information Technology Project Staffing","N","N","N","http://mmp.delaware.gov/Contracts/Details/4964","2022-10-31T00:00:00.000","41 Grove Street
Haddonfield, NJ 08033
(39.900871, -75.030291)","Y","1"
"Safelite Fulfillment Inc dba Safelite AutoGlass","7400 Safelite Way",,"Columbus","OH","43235","www.safelite.com","Eric Ramsdell","614-207-8036","614-210-9451","Eric.Ramsdell@Safelite.com","Glass Repair and Replacement for State Vehicles and Heavy Equipment","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4763","2022-10-31T00:00:00.000",,"Y","1"
"Delasoft, Inc","92 Reads Way, Suite 204",,"New Castle","DE","19720",,"Jay West","384-214-5164",,"jay.west@delasoft.com","Information Technology Project Staffing","Y","N","Y","http://mmp.delaware.gov/Contracts/Details/4964","2022-10-31T00:00:00.000","92 Reads Way, Suite 204
New Castle, DE 19720
(39.686358, -75.611617)","Y","1"
"Diamond Technologies, Inc","221 West 9th Street, Suite 200",,"Wilmington","DE","19801",,"James Garrity","302-656-6050 x203",,"jgarrity@diamondtechnologies.com","Information Technology Project Staffing","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4964","2022-10-31T00:00:00.000","221 West 9th Street, Suite 200
Wilmington, DE 19801
(39.745265, -75.549858)","Y","1"
"Johnson, Mirmiran & Thompson, Inc","40 Wight Avenue",,"Hunt Valley","MD","21030",,"Bob Pliszka","215-496-4738",,"bpliszka@jmt.com","Information Technology Project Staffing","N","N","N","http://mmp.delaware.gov/Contracts/Details/4964","2022-10-31T00:00:00.000","40 Wight Avenue
Hunt Valley, MD 21030
(39.488978, -76.651101)","Y","1"
"MicroTek Software","147 Dodge Drive",,"Smyrna","DE","19977",,"Barry Pugh","302-242-9997",,"bwpugh@comcast.net","Information Technology Project Staffing","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4964","2022-10-31T00:00:00.000","147 Dodge Drive
Smyrna, DE 19977
(39.248805, -75.590997)","Y","1"
"SwitchLane, Inc.","5 Christy Drive","Suite 303","Chadds Fords","PA","19317",,"Meera Kalyani","610-558-3500",,"Meera@switchlane.com","Information Technology Project Staffing","N","N","N","http://mmp.delaware.gov/Contracts/Details/4964","2022-10-31T00:00:00.000","5 Christy Drive
Chadds Fords, PA 19317
(39.878537, -75.547339)","Y","1"
"CloudScale365","131 Continental Drive","Suite 410","Newark","DE","19713","www.cloudscale365.com","Patrick Hannon","302-428-1300",,"pat@cloudscale365.com","Information Technology Project Staffing","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4964","2022-10-31T00:00:00.000","131 Continental Drive
Newark, DE 19713
(39.687063, -75.660067)","Y","1"
"Versalign, Inc","701 Cornell Drive","Suite F-13","Wilmington","DE","19801",,"Marc Greenberg","302-225-7800",,"mgreenberg@versalign.com","Information Technology Project Staffing","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4964","2022-10-31T00:00:00.000","701 Cornell Drive
Wilmington, DE 19801
(39.71326, -75.554131)","Y","1"
"Computer Aid, Inc. (CAI)","700 Prides Crossing","Suite 100","Newark","DE","19707","www.cai.io.com","Matthew Payne","302-750-5585","302-444-5399","matthew.payne@cai.io","Information Technology Project Staffing","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4964","2022-10-31T00:00:00.000","700 Prides Crossing
Newark, DE 19707
(39.681155, -75.694356)","Y","1"
"924 Inc","4550 New Linden Hill Road, Suite 102",,"Wilmington","DE","19808",,"Joel Pierson","302-656-6100",,"jpierson@BrandywineTechnology.com","Information Technology Project Staffing","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4964","2022-10-31T00:00:00.000","4550 New Linden Hill Road, Suite 102
Wilmington, DE 19808
(39.734646, -75.689879)","Y","1"
"Batta Environmental Associates, Inc.","Delaware Industrial Park","6 Garfield Way","Newark","DE","19713","www.battaenv.com","Neeraj Batta","302-737-3376","302-737-5764","neeraj@battaenv.com","Professional Asbestos and Environmental Services","Y","N","Y","http://mmp.delaware.gov/Contracts/Details/4812","2022-10-31T00:00:00.000",,"Y","1"
"Fleet Vehicles Source","979 S, Village Oaks Drive",,"Covina","CA","91724",,"Lisa Molino","626-344-4285","626-416-3064","sales@usfleetsource.com","Model Year 2020 or Newer ? Light Duty Passenger Vehicles","N","Y","N","http://mmp.delaware.gov/Contracts/Details/4792","2022-10-31T00:00:00.000","979 S, Village Oaks Drive
Covina, CA 91724
(34.071693, -117.8633)","Y","1"
"Hertrich Fleet Services, Inc.","1427 Bay Road",,"Milford","DE","19963","hertrichfleet.com","Susan Hickey","302-422-3300","302-839-0555","shickey@hertrichfleet.com","Model Year 2020 or Newer ? Light Duty Passenger Vehicles","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4792","2022-10-31T00:00:00.000","1427 Bay Road
Milford, DE 19963
(38.959293, -75.428993)","Y","1"
"Hudson Motors Partnership","599 Route 440",,"Jersey City","NJ","07304","www.hudsontoyota.com","John Himmelman","732-216-7094","201-432-6781","jhimmelman@penskeautomotive.com","Model Year 2020 or Newer ? Light Duty Passenger Vehicles","N","N","N","http://mmp.delaware.gov/Contracts/Details/4792","2022-10-31T00:00:00.000",,"Y","1"
"Harvard Environmental, Inc.","760 Pulaski Highway",,"Bear","DE","19701","www.harvardenvironmental.com","Wesley Morrison","302-326-2333","302-326-2335","wmorrison@harvardenv.com","Professional Asbestos and Environmental Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4812","2022-10-31T00:00:00.000","760 Pulaski Highway
Bear, DE 19701
(39.64267, -75.642694)","Y","1"
"Vel Micro Works, Inc","726 Yorklyn Road","Suite 400","Hockessin","DE","19707",,"Sakthi Vel","302-239-4661",,"sakthi@velmicro.com","Information Technology Project Staffing","Y","N","Y","http://mmp.delaware.gov/Contracts/Details/4964","2022-10-31T00:00:00.000","726 Yorklyn Road
Hockessin, DE 19707
(39.789717, -75.692443)","Y","1"
"Yoh Services, LLC","1500 Spring Garden Street",,"Philadelphia","PA","19130","www.yoh.com","Dana McGuinness","215-245-0771",,"Dana.McGuinness@yoh.com","Information Technology Project Staffing","N","N","N","http://mmp.delaware.gov/Contracts/Details/4964","2022-10-31T00:00:00.000","1500 Spring Garden Street
Philadelphia, PA 19130
(39.962713, -75.163895)","Y","1"
"Innovative Emergency Management, Inc.","2801 Slater Road","Suite 200","Morrisville","NC","27560","iem.com","Sheila Hascall","518-703-1534","919-237-7648","sheila.hascall@iem.com","DEMA Grant Program Consultant","N","N","N","http://mmp.delaware.gov/Contracts/Details/944","2022-10-31T00:00:00.000","2801 Slater Road
Morrisville, NC 27560
(35.861888, -78.822566)","Y","1"
"Chas S Winner, Inc.","250 Haddonfield-Berlin Rd.",,"Cherry Hill","NJ","08034","winnerfordfleet.com","Linda Hoffman","856-214-0759","856-488-1915","lhoffman@winnerford.com","Model Year 2020 or Newer ? Light Duty Passenger Vehicles","N","N","N","http://mmp.delaware.gov/Contracts/Details/4792","2022-10-31T00:00:00.000","250 Haddonfield-Berlin Rd.
Cherry Hill, NJ 08034
(39.890527, -75.01964)","Y","1"
"Systegra, Inc.","132 Stoneledge PL NE",,"Leesburg","VA","20176",,"Roberto Cardona","304-886-4826","703-997-4902","rob@systegra.com","Cyber Security and Disaster Recovery Staffing Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/3536","2022-10-31T00:00:00.000","132 Stoneledge PL NE
Leesburg, VA 20176
(39.126998, -77.552456)","Y","1"
"Grassbusters Landscaping Company Inc","935 Rahway Drive",,"Newark","DE","19711",,"No Secondary Contact Listed","000-000-0000",,,"US 40 AND SR 72 LANDSCAPING","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5256","2022-11-01T00:00:00.000","935 Rahway Drive
Newark, DE 19711
(39.681195, -75.779856)","Y","1"
"Bancroft Construction Company","1300 North Grant Avenue","Suite 101","Wilmington","DE","19806",,"Michael Smith","484-368-1324",,"msmith@bancroftusa.com","Carvel State Office Building ? 8TH Floor HVAC and Sprinkler Upgrades","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5312","2022-11-02T00:00:00.000","1300 North Grant Avenue
Wilmington, DE 19806
(39.757754, -75.568472)","Y","1"
"Pemberton Fabrications","30 Indel Avenue",,"Rancocas","NJ","08073","www.seraphinusa.com","Ron Gibson","609-261-2546",,"rgibson@seraphinusa.com","Liquid Petroleum Gas Prover","N","N","N","http://mmp.delaware.gov/Contracts/Details/5273","2022-11-03T00:00:00.000","30 Indel Avenue
Rancocas, NJ 08073
(40.013444, -74.845926)","Y","1"
"A-Del Construction Company, Inc.","10 Adel Drive",,"Newark","DE","19702",,"Barry J. Baker","302-453-8286","302-453-9950","jbaker@a-del.com","BITUMINOUS PATCHING, OPEN END, SOUTH, FY21-FY22","N","N","Y","http://mmp.delaware.gov/Contracts/Details/2221","2022-11-06T00:00:00.000","10 Adel Drive
Newark, DE 19702
(39.655854, -75.698526)","Y","1"
"Greggo & Ferrara Inc","4048 New Castle Avenue",,"New Castle","DE","19720",,"No Primary Contact Listed","000-000-0000",,,"DELAWARE AVENUE SEPARATED BIKEWAY - ORCHARD ROAD TO LIBRARY AVENUE","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5275","2022-11-10T00:00:00.000","4048 New Castle Avenue
New Castle, DE 19720
(39.714077, -75.54747)","Y","1"
"Harkins Contracting Inc","31400 Winterplace Parkway","Suite 400","Salisbury","MD","21804",,"Randy Swift","410-749-3300",,"rswift@harkinscontracting.com","Sussex County Courthouse ? Envelope Upgrade","N","N","N","http://mmp.delaware.gov/Contracts/Details/5345","2022-11-14T00:00:00.000","31400 Winterplace Parkway
Salisbury, MD 21804
(38.373841, -75.525066)","Y","1"
"Aqua-Life, Inc.","930 Tulpehocken Road",,"Richland","PA","17087",,"Sheri Whitman","717-866-2461","717-866-7109","sheri@limestonespringspreserve.com","Trout Stocking Program","N","N","N","http://mmp.delaware.gov/Contracts/Details/3769","2022-11-15T00:00:00.000","930 Tulpehocken Road
Richland, PA 17087
(40.382129, -76.263654)","Y","1"
"Zion Grove Trout Hatchery","1 Trout Lane",,"Zion Grove","PA","17985",,"Anne Tomalonis","570-889-3537",,"zgtrout@epix.net","Trout Stocking Program","N","N","N","http://mmp.delaware.gov/Contracts/Details/3769","2022-11-15T00:00:00.000","1 Trout Lane
Zion Grove, PA 17985
(40.903665, -76.236957)","Y","1"
"Signal Service Inc","1020 Andrew Drive",,"West Chester","PA","19380",,"Ryan Brown","610-429-8073",,"rbrown@signalservice.com","Solar Powered Electrical System","N","N","N","http://mmp.delaware.gov/Contracts/Details/4247","2022-11-19T00:00:00.000","1020 Andrew Drive
West Chester, PA 19380
(39.985751, -75.591207)","Y","1"
"Hill & Smith Inc","18 Blevins Drive",,"New Castle","DE","19720",,"Todd Hartnett","302-420-5723",,"thartnett@workareaprotection.com","Solar Powered Electrical System","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4247","2022-11-19T00:00:00.000","18 Blevins Drive
New Castle, DE 19720
(39.663874, -75.599707)","Y","1"
