"permitnumber","projectname","owneroperator","project_location","datereceived","projecttype","delegateagency","permitstatuscode","latitude","longitude","estimatedarea","constructcounty","geocoded_location"
"1150","Milford Park Center - Phase III","Last Call Investments, Inc","Northeast Corner of Intersection of Buccaneer Boulevard and Aerenson Drive","2004-05-05T00:00:00.000","Commercial","Kent Conservation District","Closed","38.928333","-75.430833","2.19","Kent","(38.928333, -75.430833)"
"1792","Rite Aid Store #4926","Rite Aid Corporation","Lot 1 of Middletown Marketplace","2005-10-27T00:00:00.000","Commercial","Middletown (Town Of)","Closed","39.449390","-75.724040","2.32","New Castle","(39.44939, -75.72404)"
"2950","Millsboro Commercial Property","Liborio-Louviers, LLC.","US Route 113","2008-09-26T00:00:00.000","Commercial","Sussex Conservation District","Active","38.576286","-75.284986","3.90",,"(38.576286, -75.284986)"
"3512","McNeal Drive Improvement","Town of Frankford","East side of Reed St. approx. 515' South of the Reed St. & Honolulu Rd. Intersection","2010-08-18T00:00:00.000","Municipal","Sussex Conservation District","Closed","38.522222","-75.228333","0.70","Sussex","(38.522222, -75.228333)"
"6104","Ocean View Partners, LLC","Ocean View Partners, LLC","88 Atlantic Avenue","2019-12-04T12:24:00.000","Federal","Sussex Conservation District","Active","38.544794","-75.095305","0.70","Sussex","(38.544794, -75.095305)"
"5615","MILLSBORO TOWN SQUARE","OTAC, INCORPORATED.","28552 DUPOND BLVD","2017-11-15T00:00:00.000","Commercial","Sussex Conservation District","Active","38.581329","-75.291988","0.63",,"(38.581329, -75.291988)"
"2974","River Road Industrial Park II, Lots 2A & 2B","Route 9 Associates LLC","River Road Industrial Park II","2008-09-30T00:00:00.000","Industrial","New Castle County Department of Land Use","Closed","39.651111","-75.593333","5.60","New Castle","(39.651111, -75.593333)"
"4650","CULVERT REPLACEMENTS ON PYLE FORD ROAD T200507103","DEPARTMENT OF TRANSPORATION","PYLES FORD ROAD","2014-07-01T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.810556","-75.611389","0.90","New Castle","(39.810556, -75.611389)"
"5181","Concord Road Pump Station","Sussex County","Blades, Delaware","2016-05-19T00:00:00.000","County","Sussex Conservation District","Active","38.637667","-75.597397","1.04",,"(38.637667, -75.597397)"
"3724","57 RED MILL ROAD LOT 13","GUY A DISABATINO AND ASSOCIATES","DARWIN DRIVE","2011-05-25T00:00:00.000","Residential","New Castle County Department of Land Use","Active","39.691667","-75.708333","0.50",,"(39.691667, -75.708333)"
"3079","Sposato Office Building","Sposato, David A","SCR 258 Approximately 2500' south of Route 1 intersection","2009-01-20T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.773333","-75.238611","0.30","Sussex","(38.773333, -75.238611)"
"2408","Stockpile Area for the Estuary","MTR-Williams Creek LLC c/o George, Miles & Buhr","36511 Camp Barnes Road","2007-04-10T00:00:00.000","Residential","Sussex Conservation District","Closed","38.497500","-75.106389","0.40","Sussex","(38.4975, -75.106389)"
"4277","Mid-County DMV Facility","State of Delaware","South of intersection of US 13 and SR 71","2013-05-23T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.574000","-75.658000","24.00","New Castle","(39.574, -75.658)"
"4986","ODESSA PARAMEDIC STATION","NEW CASTLE COUNTY","SOUTHBOUND ROUTE 13","2015-10-06T00:00:00.000","County","New Castle County Department of Land Use","Closed","39.459167","-75.661111","4.00","New Castle","(39.459167, -75.661111)"
"6404","Lands of P & I Properties, LLC","P & I Properties, LLC","9770 South DuPont Highway","2021-03-10T12:21:00.000","Commercial","Kent Conservation District","Active","39.030166","-75.563123","0.94","Kent","(39.030166, -75.563123)"
"0022","Judge Morris Estate Parking Lot Improvements","Delaware DNREC - Parks & Recreation Division","KINGS HWY","2001-09-25T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.703333","-75.708333","2.50","New Castle","(39.703333, -75.708333)"
"0362","Lynnfield Stream Restoration","New Castle Conservation District","Lynnfield","2002-07-24T00:00:00.000","Residential","New Castle Conservation District","Closed","39.790094","-75.508413","0.60","New Castle","(39.790094, -75.508413)"
"4417","DUKES JOBS TAX DITCH MAINTENANCE DIPOUT","DUKES JOBS TAX DITCH","PRONG 2","2013-11-07T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","38.592300","-75.501800","1.70","Sussex","(38.5923, -75.5018)"
"4103","THE POWER PLANT EDUCATION FACILITY","DELAWARE TECHNICAL & COMMUNITY COLLEGE-OWENS","SUSSEX COUNTY AIRPORT & INDUSTRIAL PARK","2012-11-13T00:00:00.000","State","Sussex Conservation District","Closed","38.692500","-75.362700","1.47","Sussex","(38.6925, -75.3627)"
"3700","McDonald's Rebuild","McDonald's USA","700 North DuPont Highway","2011-04-27T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.685650","-75.585620","0.90","New Castle","(39.68565, -75.58562)"
"0003","Interstate Wholesale Florist","DGSC","Brandywine Hundred, New Castle County","2001-08-29T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.761667","-75.519444","1.00","New Castle","(39.761667, -75.519444)"
"3542","FREEDOM RIDES","HERTRICH PROPERTIES LLC","INTERSECTION OF ONEALS ROAD","2010-09-28T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.607222","-75.586111","2.63","Sussex","(38.607222, -75.586111)"
"6261","KD Financial - 1415 Pulaski Highway","1415 Pulaski Series of KD Financial LLC","1415 Pulaski Highway","2020-08-12T08:01:00.000","Commercial","New Castle County Department of Land Use","Active","39.625577","-75.680014","1.10","New Castle","(39.625577, -75.680014)"
"6621","Bancroft School","Christina School District","600 North Lombard Street","2022-01-25T12:28:00.000","State","DE DNREC - Watershed Stewardship","Active","39.739943","-75.544377","7.50","New Castle","(39.739943, -75.544377)"
"1177","Lands of Steven & Theresa Franks","Franks, Steven M","US 13","2004-06-01T00:00:00.000","Commercial","Kent Conservation District","Closed","39.204167","-75.561389","0.90","Kent","(39.204167, -75.561389)"
"3104","257 East Main Street and Thomas Bakery Shop","257 East Main Associates/Thomas Bakery Shop","253 and 257 East Main Street","2009-02-05T00:00:00.000","Commercial","City Of Newark","Closed","39.682944","-75.742778","1.50","New Castle","(39.682944, -75.742778)"
"4259","CAPE HENLOPEN STATE PARK","DNREC DIVISION OF PARKS AND RECREATION","PARK ROAD","2013-05-10T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","38.780278","-75.163056","14.20","Sussex","(38.780278, -75.163056)"
"0008","Beebe Health Campus","Beebe Medical Center","South Side of Rt.24, 1/2 Mile West of Rt.1 and Rt.24 Intersection.","2001-09-12T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.725278","-75.140278","9.20","Sussex","(38.725278, -75.140278)"
"4762","WELLS TO HARRINGTON 69KV TRANSMISSION LINE REBUILD","DELMARVA POWER AND LIGHT COMPANY","37 TOMAHAWK LANE","2014-12-11T00:00:00.000","Industrial","Kent Conservation District","Closed","39.018333","-75.584167","37.14","Kent","(39.018333, -75.584167)"
"3528","WILLOW TREE MOBILE HOME PARK","WILLOW TREE MOBILE HOME PARK LLC","EAST OF RT 9 NORTH SIDE OF KITTS HUMMOCK","2010-09-08T00:00:00.000","Residential","Kent Conservation District","Closed","39.101426","-75.431174","2.50","Kent","(39.101426, -75.431174)"
"5242","HASTINGS WEST LOT 1 A","HASTINGS, DARRELL AND TRICIA","1600 EAST 8 ARVEY ROAD ON WOODY ROAD","2016-07-21T00:00:00.000","Ag Structures","Sussex Conservation District","Active","38.303000","-75.293200","5.00",,"(38.303, -75.2932)"
"0820","Record Rezoning Land Development Plan","Pettinaro Enterprises Inc","Route 173 and Churchmans Road","2003-08-21T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.666667","-75.615278","5.38","New Castle","(39.666667, -75.615278)"
"0859","Baltimore Aircoil Expansion","Baltimore Aircoil","Holly Hill Road","2003-09-24T00:00:00.000","Industrial","Kent Conservation District","Closed","38.922222","-75.468056","1.20","Kent","(38.922222, -75.468056)"
"4214","DELDOT US 301 SECTION 1B & 1D RELOCATION","EASTERN SHORE NATURAL GAS COMPANY","ALONG DUPONT HWY NEAR RTE 1 TOLL","2013-03-14T00:00:00.000","Utility","DE DNREC - Watershed Stewardship","Closed","39.528500","-75.648800","4.60","New Castle","(39.5285, -75.6488)"
"4612","SALT POND PLAZA RETAIL BUILDINGS","ONIX Z, LLC F/B/O SALT POND PLAZA, LLC","SOUTHEAST CORNER OF FRED HUDSON HWY /CEDAR NECK ROAD","2014-05-12T00:00:00.000","Commercial","Sussex Conservation District","Active","38.555278","-75.083333","0.05",,"(38.555278, -75.083333)"
"0526","Canal StreetFlood Wall Extension","Delaware City (City of)","Canal Street from 3rd Street to William Street","2002-12-20T00:00:00.000","County","New Castle Conservation District","Closed","39.576944","-75.589444","0.20","New Castle","(39.576944, -75.589444)"
"3157","Button Wood Village","CPR Construction, Inc.","Button Wood Avenue","2009-04-21T00:00:00.000","Residential","New Castle Conservation District","Active","39.682222","-75.555556","1.30",,"(39.682222, -75.555556)"
"3280","McDonald's USA, LLC Restaurant Rebuild","McDonald's USA","879 North Dupont Highway","2009-09-28T00:00:00.000","Commercial","Kent Conservation District","Closed","39.183333","-75.533333","1.30","Kent","(39.183333, -75.533333)"
"4768","WESTOWN TOWN CENTER LOT 3","WS WEST CORNER, LLC.","735 MIDDLETOWN WARWICK ROAD US ROUTE 301","2015-01-06T00:00:00.000","Commercial","Middletown (Town Of)","Active","39.444220","-75.738714","1.85",,"(39.44422, -75.738714)"
"6560","Proposed Parking Lot Expansion","First Baptist Church of Milford","6062 Old Shawnee Road","2021-10-15T10:02:00.000","Industrial","Sussex Conservation District","Active","38.905928","-75.448374","2.40","Sussex","(38.905928, -75.448374)"
"4962","TANGENT ENERGY SOLAR ARRAY MEDORI B&O LANE","TANGENT ENERGY SOLUTIONS","B&O LANE/LOREWOOD AVENUE TOWN OF ELSMERE","2015-09-08T00:00:00.000","Other","New Castle Conservation District","Closed","39.731389","-75.591667","8.10","New Castle","(39.731389, -75.591667)"
"3437","Brandywood Elementary","BRANDYWINE SCHOOL DISTRICT","2523 Berwin Road","2010-04-26T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.820278","-75.526389","14.60","New Castle","(39.820278, -75.526389)"
"0884","Wedgefield RPC","Wedgefield Land Ltd","Central Avenue","2003-10-02T00:00:00.000","Residential","Sussex Conservation District","Closed","35.550000","-75.083056","28.00","Sussex","(35.55, -75.083056)"
"5934","Heritage Point - Phase 3","Live Oak Home Builders, LLC","206 N Legacy Lane","2019-02-05T13:41:00.000","Residential","Sussex Conservation District","Active","38.549217","-75.540871","8.00","Sussex","(38.549217, -75.540871)"
"3256","Dupont Highway Hotel","MAC Contractors","2117 N. Dupont Hwy.","2009-08-24T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.701389","-75.572222","1.60","New Castle","(39.701389, -75.572222)"
"6548","RIVERBEND - FREEDOM LAND DEVELOPMENT","FREEDOM DEVELOPMENT, LLC","624 ARROWGRASS LANE","2021-10-01T08:25:00.000","Residential","New Castle Conservation District","Active","39.655817","-75.588492","36.40","New Castle","(39.655817, -75.588492)"
"6694","Lot 24 Levels Business Park","Bluegrass Investments, LLC","107 Patriot Drive","2022-04-01T09:03:00.000","Commercial","Middletown (Town Of)","Active","39.438033","-75.747842","1.20","New Castle","(39.438033, -75.747842)"
"6720","The Knoll","Iron Knoll, LLC","N of intersection of Holts Landing Rd. & Irons Ln.","2022-05-09T09:10:00.000","Residential","Sussex Conservation District","Active","38.573890","-75.139576","15.29","Sussex","(38.57389, -75.139576)"
"3605","Walls Ag Structure","Walls, Edward","12867 Oak Road","2010-12-28T00:00:00.000","Other","Sussex Conservation District","Closed","38.798079","-75.500708","6.00","Sussex","(38.798079, -75.500708)"
"4660","LOT 6 MIDDLETOWN LEVELS BUSINESS PARK","PATRIOT DRIVE 11 LLC","110 PATRIOT DRIVE","2014-07-08T00:00:00.000","Commercial","Middletown (Town Of)","Closed","39.436610","-75.748450","2.10","New Castle","(39.43661, -75.74845)"
"6050","Dash-In #285 Centre Road","Dash In Food Stores, Inc.","1001 Centre Road","2019-08-21T11:35:00.000","Commercial","New Castle County Department of Land Use","Closed","39.747345","-75.610553","1.20","New Castle","(39.747345, -75.610553)"
"1440","Brookwood Crossing/Stonegate Apts. - Cambria Village/Christina Apts. f/k/a","Liborio III, LP.","Carter Road","2005-01-18T00:00:00.000","Residential","Kent Conservation District","Active","39.266389","-75.599167","42.40",,"(39.266389, -75.599167)"
"1734","Lands of Cummings & Clark","Cummings, Michael","Route 26 380 East of Route 13","2005-09-12T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.541667","-75.255833","9.80","Sussex","(38.541667, -75.255833)"
"4683","ASSAWOMAN CANAL TRAIL PHASE ONE","DNREC PARKS AND RECREATION","OCEAN VIEW MARINA TO DE ROUTE 26","2014-07-30T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","38.544167","-75.082500","2.30","Sussex","(38.544167, -75.0825)"
"1162","Laurel Mini-Storage","Peninsula Oil Company","Northwest Corner of Intersection of US Route 13 and US Route 9","2004-05-14T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.562500","-75.562500","1.90","New Castle","(38.5625, -75.5625)"
"3509","Delaware Army National Guard Demolition","Delaware Army National Guard","250 Airport Road (aka 49 & 50 Schley Road)","2010-08-11T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.683611","-75.618611","0.70","New Castle","(39.683611, -75.618611)"
"5366","JALAL DIN FARM LLC","JALAL DIN FARM, LLC.","WEST OF INTERSECTION OF FARM LANE AND BLANCHARD ROAD","2016-12-20T00:00:00.000","Ag Structures","Sussex Conservation District","Active","38.823021","-75.660524","22.77",,"(38.823021, -75.660524)"
"2464","DFCU Drive-Thru Expansion","State of Delaware","Corner of East Avenue 7 William Penn Street","2007-05-16T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.156667","-75.518333","0.60","Kent","(39.156667, -75.518333)"
"3219","CAD Warehouse","CAD LLC","Ross Business Park","2009-06-30T00:00:00.000","Commercial",,"Closed","38.656494","-75.611987","0.60","Sussex","(38.656494, -75.611987)"
"3153","Trolley Square Streetscape Improvements","Delaware Department of Transportation","Trolley Square","2009-04-21T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.758333","-75.561111","0.90","New Castle","(39.758333, -75.561111)"
"5142","POTTER FARMS POULTRY FARM COMPLEX","POTTER IV, PURNELL","NS OF PONDER ROD APPROX 2400 FT WEST CLENDANIEL POND RD EAST OF ELLENDALE","2016-04-20T00:00:00.000","Ag Structures","Sussex Conservation District","Closed","38.833162","-75.403704","36.00","Kent","(38.833162, -75.403704)"
"4184","SHOAL HARBOR","625 REHOBOTH AVENUE, LLC.","625 Rehoboth Avenue","2013-02-13T00:00:00.000","Residential","Sussex Conservation District","Active","38.714500","-75.094500","2.30",,"(38.7145, -75.0945)"
"5375","GRAVELLY RUN TAX DITCH MAINTENANCE DIPOUT","GRAVELLY RUN TAX DITCH","WEST OF EVERETTS CORNER RD & WEST OF DOWNS CHAPEL","2016-12-28T00:00:00.000","Tax Ditch/Maintenance","DE DNREC - Watershed Stewardship","Closed","39.196854","-75.752040","43.60",,"(39.196854, -75.75204)"
"6782","Western Sussex Business Campus Phase 2","City of Seaford","1,080' South of Intersection of Ross Station Road","2022-08-02T08:05:00.000","Municipal","Sussex Conservation District","Active","38.659088","-75.616317","15.54","Sussex","(38.659088, -75.616317)"
"2916","Millville Expansion of Bethany Beach Sanitary Sewer District","Sussex County Engineering Department","SR 26 West","2008-07-28T00:00:00.000","County","Sussex Conservation District","Closed","38.548333","-75.118889","1.50","Sussex","(38.548333, -75.118889)"
"2961","Hamlet of Tillery","Wheatly, Dale","West side of SCR 598 and approximately 600' north of SCR 611","2008-09-10T00:00:00.000","Residential","Sussex Conservation District","Closed","38.762500","-75.562500","29.00",,"(38.7625, -75.5625)"
"6682","T201830001 Capital City Trail Phase III, South State Street to US13","Delaware Department of Transportation","W Lebanon Rd and S Old Mill Rd","2022-03-24T12:27:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Active","39.116882","-75.521762","1.80","Kent","(39.116882, -75.521762)"
"2726","Verizon Site","Ruth Ann Kersey","North of Northern Avenue and South of Monroe Street","2008-01-25T00:00:00.000","Residential","Sussex Conservation District","Closed","38.590067","-75.299694","1.90","Sussex","(38.590067, -75.299694)"
"0762","Replace Family Housing Phase II","Dover Air Force Base","Dover AFB","2003-07-11T00:00:00.000","Federal","DE DNREC - Watershed Stewardship","Closed","39.118000","-75.483000","17.90","Kent","(39.118, -75.483)"
"1616","Timber Mills","Timberlake Homes","North side of Bryn-Zion Rd.","2005-06-07T00:00:00.000","Residential","Kent Conservation District","Closed","39.239167","-75.639167","59.90","Kent","(39.239167, -75.639167)"
"4724","Cool Branch Tax Ditch Maintenance Dipout","Cool Branch Tax Ditch","Main Prongs 2 through 6 and sub prongs of prong 3","2014-10-20T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","38.632200","-75.556700","98.20","Sussex","(38.6322, -75.5567)"
"0966","Wilmington Manor Elementary","Colonial School District","Wilmington Manor Elementary Entrance Drive and parking area","2003-11-18T00:00:00.000","State","New Castle County Department of Land Use","Closed","39.683333","-75.581944","1.00","New Castle","(39.683333, -75.581944)"
"6174","Del-Mar Energy Pathway Project - East Sussex Extension","Eastern Shore Natural Gas","Sussex County DE","2020-03-24T12:00:00.000","Utility","DE DNREC - Watershed Stewardship","Active","38.680202","-75.367479","66.90","Sussex","(38.680202, -75.367479)"
"0418","Lead Shot Hot Spot Removal Action","US Fish & Wildlife Service","Prime Hook National Wildlife Refuge","2002-09-03T00:00:00.000","Federal","DE DNREC - Watershed Stewardship","Closed","38.820000","-75.280000","1.20","Sussex","(38.82, -75.28)"
"3292","The Fountains Regional Pump Station & Force Main","19947Town of Georgetown","Delaware Route 9","2009-10-14T00:00:00.000","Municipal","Sussex Conservation District","Closed","38.677292","-75.401292","0.29","Sussex","(38.677292, -75.401292)"
"6151","New Castle County Southern Paramedic Station #5","New Castle County","605 North Broad Street","2020-02-11T16:46:00.000","Commercial","Middletown (Town Of)","Active","39.454555","-75.717310","0.80","New Castle","(39.454555, -75.71731)"
"4632","TENDER LOVING KARE DAYCARE","SHOPPES OF ST GEORGES INC","ROUTE 13 @ POLE BRIDGE ROAD","2014-06-26T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.502778","-75.648611","3.20","New Castle","(39.502778, -75.648611)"
"3664","Astrazeneca Photovoltaic Project","Astrazeneca Pharmaceuticals LP","1800 Concord Pike","2011-03-02T00:00:00.000","Industrial","New Castle County Department of Land Use","Closed","39.779444","-75.547500","4.20","New Castle","(39.779444, -75.5475)"
"1001","Hampton Hills","Lloyd and Nancy Arnold LP, Lloyd & Nancy Arnold","300' north of intersection of StateRd 10 and Kent County Rd 233","2003-12-15T00:00:00.000","Residential","Kent Conservation District","Closed","39.093611","-75.588611","70.70","Kent","(39.093611, -75.588611)"
"3871","METROPOLITAN COMMUNITY CHURCH OF REHOBOTH","METROPOLITAN COMMUNITY CHURCH OF REHOBOTH","SW SIDE OF PLANTATION ROAD CO RD 275","2011-12-19T00:00:00.000","Other","Sussex Conservation District","Closed","38.729167","-75.145833","1.80","Sussex","(38.729167, -75.145833)"
"6436","White Creek Landing - Millville 2","Toll Brothers","NORTH OF CLUBHOUSE ROAD","2021-04-14T08:11:00.000","Residential","Sussex Conservation District","Active","38.563375","-75.098733","35.10","Sussex","(38.563375, -75.098733)"
"6227","Asbury Square Hotel","Asbury Hospitality, LLC","Frederica Road","2020-06-17T11:41:00.000","Commercial","Kent Conservation District","Active","38.998961","-75.455656","4.60","Kent","(38.998961, -75.455656)"
"0219","Evelyn I. Morris Elementary School","Jefferson, Byron H","East Side of County Rd 225 on Third St, 450' South of Intersection 207 & 225","2002-03-15T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","38.881944","-75.418056","1.20","Sussex","(38.881944, -75.418056)"
"1747","Independence","Sussex Group Partners LLC","Route 5","2005-09-16T00:00:00.000","Residential","Sussex Conservation District","Active","38.660556","-75.224167","275.00",,"(38.660556, -75.224167)"
"2540","Corp. Hangar - Larry D. Kelley","Sussex County","Sussex County Airport","2007-07-10T00:00:00.000","Other","Sussex Conservation District","Closed","38.688967","-75.365400","0.50","Sussex","(38.688967, -75.3654)"
"2998","Wilmington Hospital","Christiana Care Health Services","12th Street, Park Drive, Washington Street","2008-10-21T00:00:00.000","Other","Wilmington (City of) Licensing & Inspections","Closed","39.750833","-75.550000","3.00","New Castle","(39.750833, -75.55)"
"2245","Artisans Bank","Artisans Bank","Intersection of Atlantic Avenue and Cedar Drive","2006-11-15T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.546389","-75.105833","0.96","Sussex","(38.546389, -75.105833)"
"0584","Urology Associates Milford","Urology Associates","Jefferson Avenue at Polk, Milford, DE","2003-02-24T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.908056","-75.433056","0.70","Sussex","(38.908056, -75.433056)"
"0073","Colonial LLC","Colonial","Dover, Delaware","2001-11-01T00:00:00.000","Commercial","Kent Conservation District","Closed","39.150000","-75.516667","0.50","Kent","(39.15, -75.516667)"
"6515","Cattail Creek DHP","Double H Properties","SHR 371","2021-08-03T08:16:00.000","Residential","Kent Conservation District","Active","39.031193","-75.476569","75.20","Kent","(39.031193, -75.476569)"
"2518","Sunny Acres at Beaver Dam","Beaver Dam Properties LLC","South side of Stockley Road at intersection of Beaver Dam Road","2007-06-26T00:00:00.000","Residential","Sussex Conservation District","Active","38.691389","-75.217500","1.90",,"(38.691389, -75.2175)"
"4951","LINDEN HILL STATION","LINDEN HILL STATION, LLC.","4500 LINDEN HILL ROAD","2015-08-26T00:00:00.000","Other","New Castle County Department of Land Use","Active","39.738333","-75.688333","6.50",,"(39.738333, -75.688333)"
"0706","Early Construction Bid Package SR7/US40 to Newtown Road","Delaware (State of) Department of Transportation - Highway Operations Field Serv","SR7/US40 to Newtown Road","2003-05-21T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.650000","-75.654167","0.10","New Castle","(39.65, -75.654167)"
"0172","Pump Station 100 Upgrade & Force Main","Sussex County Council","Rd 361 (Between Rd 368 & Rd 362); Rd 368 (Between 361 & Rd 84)","2002-02-07T00:00:00.000","County","Sussex Conservation District","Closed","38.529167","-75.083333","1.50","Sussex","(38.529167, -75.083333)"
"4408","ASBESTOS LANDFILL REMEDIAL ACTION","ATLANTIC RICHFIELD COMPANY","NORFOLK JSOUTHERN ROW ADJACENT TO V&s DE GALVANIZING PROPERTY","2013-10-22T00:00:00.000","Commercial","DE DNREC - Watershed Stewardship","Closed","39.519722","-75.600000","0.40","New Castle","(39.519722, -75.6)"
"2960","Shawnee Liquors","Madhu Realty","6588 Old Shawnee Road","2008-09-10T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.891478","-75.454567","0.50","Sussex","(38.891478, -75.454567)"
"4580","TASK 1 CAPITAL CITY TRAIL PHASE II T201430001","DELAWARE DEPT OF TRANSPORTATION","MARTIN LUTHER KING JR BLVD","2014-04-03T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.158611","-75.519167","0.70","Kent","(39.158611, -75.519167)"
"0502","Songsmith/Waterford Pedestrian Improvements","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Contract #22-119-02","2002-12-06T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.638889","-75.665278","5.40","New Castle","(39.638889, -75.665278)"
"1781","Delmar Storage","Delmar Storage LLC","NE Corner of Pennsylvania and Lincoln Avenue","2005-10-18T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.458889","-75.576667","2.17","Sussex","(38.458889, -75.576667)"
"3203","Cove at Sandy Landing, The","CASL, LLC.","Intersection Falling Point Rd and Sandy Landing Rd","2009-06-16T00:00:00.000","Residential","Sussex Conservation District","Active","38.581389","-75.180833","10.20",,"(38.581389, -75.180833)"
"2611","South Governors Avenue","Delaware Department of Transportation","20-045-02","2007-09-18T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.143889","-75.525278","21.90","Kent","(39.143889, -75.525278)"
"5580","CLAYMONT SUBSTATION","DELMARVA POWER AND LIGHT COMPANY","EXISTING SUBSTATION OFF 1-495","2017-10-06T00:00:00.000","Utility","New Castle County Department of Land Use","Active","39.801210","-75.447060","1.60",,"(39.80121, -75.44706)"
"6504","Millville by the Sea - Model Park 5A","ASF MBTS, LLC","Roxana Road and future Endless Summer Drive","2021-07-20T10:50:00.000","Residential","Sussex Conservation District","Active","38.536498","-75.131815","3.96","Sussex","(38.536498, -75.131815)"
"3523","Industrial Drive Construction and Road Restoration","Town of Middletown","SR 299 and Industrial Drive","2010-08-27T00:00:00.000","Municipal","Middletown (Town Of)","Closed","39.440000","-75.720000","0.78","New Castle","(39.44, -75.72)"
"3799","DUPONT EDGE MOOR PHASE II RAILROAD","DUPONT EDGEMOOR PLANT","WEST SIDE OF THE PLANT","2011-09-09T00:00:00.000","Other","New Castle County Department of Land Use","Closed","39.750707","-75.501705","1.40","New Castle","(39.750707, -75.501705)"
"5024","SCOOBY DOO LANE POULTRY FARM COMPLEX","UNIVERSAL FARM","6681 SCOOBY DOO LANE","2015-11-17T00:00:00.000","Ag Structures","Sussex Conservation District","Closed","38.587539","-75.625041","13.20",,"(38.587539, -75.625041)"
"2358","Delaware Technical and Community College - Terry Campus","Ayers, William","100 Campus Drive","2007-02-26T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.200000","-75.550000","2.45","Kent","(39.2, -75.55)"
"3290","The Homestead Phase I","Millsboro Land Associates, LLC.","North side of County Road 338, East side of County Rd 82","2009-10-08T00:00:00.000","Residential","Sussex Conservation District","Closed","38.575000","-75.294444","41.00",,"(38.575, -75.294444)"
"0185","Chestnut Ridge Subdivision - Section 2","Schiff Land Development LLC","East Side Peachtree Run (County Rd 105) Parcel No. NM-00-112.00-01-17.00-000","2002-02-25T00:00:00.000","Residential","Kent Conservation District","Closed","39.058333","-75.525000","30.70","Kent","(39.058333, -75.525)"
"1195","Christina Riverfront South Bank Walkway Package A","Delaware Department of Transportation","Christina Riverfront South Bank Walkway","2004-06-09T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.733333","-75.554167","0.70","New Castle","(39.733333, -75.554167)"
"1427","TRT Associates, LLC","TRT Associates LLC","399 Churchmans Road","2004-12-30T00:00:00.000","Industrial","New Castle County Department of Land Use","Closed","39.669167","-75.617222","2.80","New Castle","(39.669167, -75.617222)"
"6302","BARRETT FARM REVISED","DERBY PARTNERSHIP, LLC","BRIARBRUSH ROAD AND BANNING ROAD","2020-10-13T09:28:00.000","Residential","Kent Conservation District","Active","39.088876","-75.510691","10.80","Kent","(39.088876, -75.510691)"
"6353","Rebuilders Apostolic Church","Rebuilders Apostolic Ministries, Inc.","48 Lark Avenue","2020-12-29T08:04:00.000","Other","New Castle County Department of Land Use","Active","39.641093","-75.647312","1.00","New Castle","(39.641093, -75.647312)"
"0365","Pine Tree Corner Transfer Station","Delaware Solid Waste Authority","Pine Tree Road","2002-07-26T00:00:00.000","Commercial","DE DNREC - Watershed Stewardship","Closed","39.401667","-75.670556","15.10","New Castle","(39.401667, -75.670556)"
"2753","St. Georges Church","St Georges Church","Omar Road SCR54","2008-02-22T00:00:00.000","Other","Sussex Conservation District","Closed","38.548611","-75.149444","1.70","Sussex","(38.548611, -75.149444)"
