"company_name","osdcertnum","contact_name","address_1","address_2","city","state","zip_code","tel","fax","website","email","building_trade","consultant","general_services","license_professional","manufacture","supplier","highway_construction","other_services","deldot","md_dot","nmsdc","paucp","wbenc","pamwb","wilmcity","njmwb","sam","mbe","wbe","_8_a","foreign_state","vobe","sdvobe","iwdbe","african","asian","subasian","hispanic","nativeamer","white","other","woman","disabled","veteran","naicscode1","naicscode2","naicscode3","naicscode4","naicscode5","naicscode6","naicscode7","naicscode8","naicscode9","naicscode10","naicscode11","naicscode12","naicscode13","naicscode14","naicscode15","naicscode16","naicscode17","naicscode18","naicscode19","naicscode20","naicscode21","naicscode22","naicscode23","naicscode24","naicscode25","naicscode26","naicscode27","naicscode28","naicscode29","naicscode30","naicscode31","certified"
"Brandywine Construction Co., Inc.","DE20043496","Donna Doherty","101 Pigeon Point Road",,"New Castle","DE","19720","3025719773","3025719775","www.bccico.com","ddoherty@bccico.com",,,,,,,,"YES",,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"237110","237120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Brenneman Printing, Inc.","DE20073571","Jennifer B. Hostetter","P.O. Box 579",,"Brownstown","PA","175080579","7172992847","7172994965","www.brennemaninc.com","jennifer.hostetter@brennemaninc.com",,,,,"YES",,,"YES",,,,"YES","YES",,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"323111","323117","323120","541430","541860","541870","541890","518210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Brent Material Company","DE20073568","Linda Gardner","325 Columbia Turnpike","Suite 308","Florham Park","NJ","07932","9733253030","9733257360","www.brentmaterial.com","peter@brentmaterial.com",,,,,,"YES",,,,,,,,,,"YES",,,"YES",,,,,,,,,,,"YES",,"YES",,,"423390","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Brickus Transport LLC","DE20053544","Michael Brickus","107 Joshua Court",,"Middletown","DE","19709","3024442020","3023769307",,"brickustransport@yahoo.com",,,,"YES",,,,"YES",,,,,,,,,,"YES",,,,,,,"YES",,,,,,,,,,"484220","562119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Bridging the Gap Learning Center, LLC","DE21053815","Cynthia Mewborn-McGowan","dba Bridging the Gap Learning Center","222 Nob Hill Road","Dover","DE","19901","8883022452",,"www.bridgingthegaplearning.org","info@bridgingthegaplearning.org",,,,"YES",,,,,,,,,,,,,,"YES","YES",,,,,,"YES",,,,,,,"YES",,,"611710","611430","611691","624190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"BrightFields, Inc.","DE22023987","Marian Young","801 Industrial Street","Suite 1","Wilmington","DE","19801","3026569600","3026569700","www.brightfieldsinc.com","myoung@brightfieldsinc.com",,"YES",,"YES",,,,,,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"541620","562910","541330","561210","562219","541370","562211","238910","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Briljent LLC","DE21093896","Katherine Carrier","7615 West Jefferson Boulevard",,"Fort Wayne","IN","46804","2604340990","2604340991","www.briljent.com","kcarrier@briljent.com",,"YES",,,,,,,,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"611430","519190","541511","541519","541611","541618","541930","541990","561320","561410","561499","561990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Brinkerhoff Environmental Services, Inc.","DE19033164","Laura Brinkerhoff","1805 Atlantic Avenue",,"Manasquan","NJ","08736","7322232225","7322233666","www.brinkenv.com","Lbrinkerhoff@brinkenv.com",,"YES",,"YES",,,,"YES",,,,"YES","YES",,,"YES",,,"YES",,,,,,,,,,,"YES",,"YES",,,"541620","562910","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Britt's Industries, Inc.","DE22034019","Elizabeth Britt","40 Hudson Street","Suite 112","Annapolis","MD","21401","4102668100","4102243960","www.wosbprinting.com","contact@wosbprinting.com",,,,,,"YES",,"YES",,,,,"YES",,,,,"YES","YES","YES",,,,,,"YES",,,,,,"YES",,,"323117","323120","323111","511130","518210","561499","323113","424110","424490","425120","541430","541614","541890","561410","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Broadleaf Results, Inc.","DE21043797","Lynne Marie Finn","250 International Drive",,"Williamsville","NY","14221","7166318310",,"www.broadleafresults.com","communications@aleroninc.com",,"YES",,,,,,,,,,,"YES",,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"541611","561320","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Brothers & Associates, LLC","DE20023354","Danielle Brothers","345 Norman Drive",,"Newark","DE","19702","3029832392","3025335278",,"dbrothers@brothersandassociates.com",,,"YES",,,,,,,,,,,,,,,"YES","YES",,,,,,"YES",,,,,,,"YES",,,"624310","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Brownfield Redevelopment Solutions Inc.","DE22034040","Michele Christina","DBA: BRS, Inc.","739 Stokes Road Suites A & B","Medford","NJ","08055","8568724192","7327820404","www.brsinc.com","susan@brsinc.com",,"YES",,,,,,,,,,,"YES",,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"541620","541618","541690","541611","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Bucher and Christian Consulting, Inc","DE21073848","Justin Christian","DBA: BC Forward","9777 N. College Avenue","Indianapolis","IN","46280","3174932000","8668817769","www.bcforward.com","justin.christian@bcforward.com",,"YES",,,,,,,,,"YES",,,,,,,"YES",,,,,,,"YES",,,,,,,,,,"541511","541512","561320","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Business Interface Workforce Services","DE20063556","Rodney Carroll","800 North King Street, Plaza Level",,"Wilmington","DE","19801","3026607123","3026608102","www.bfacellc.com","rcarroll@bfacellc.com",,,"YES",,,,,,,,,,,,,,,"YES",,,,,,,"YES",,,,,,,,,,"561311","611710","624310","561320","611519","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Buy Back Time, LLC","DE19083282","Laura Kantor-Chupp","P.O.Box 1610",,"Dover","DE","19903","3022705107",,"www.buybacktime.com","Laura.Chupp@buybacktime.com",,"YES",,,,,,,,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"541611","541720","561110","561410","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"CAD Import, Inc.","DE19053235","Evelio Velasquez","650 Centerpoint Blvd",,"New Castle","DE","19720","3026284178","3023224262","www.cadimportinc.com","ana@cadimportinc.com",,,,,,"YES",,,,,"YES",,,,,,,"YES",,,,,,,,,,"YES",,,,,,,"424210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Cameron & Associates 8, LLC","DE21033750","Patricia Thomas-LaRoche","2929 Arch Street","Suite 1700","Philadelphia","PA","19104","2158759888","4848315379","www.cameron8llc.com","pat.l@cameron8llc.com",,"YES",,,,"YES",,,,,"YES",,,,,,,"YES","YES",,,,,,"YES",,,,,,,"YES",,,"541990","541612","541611","522320","425110","423720","423430","423390","423310","236116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"CannTech LLC","DE20053526","Raj Mukherji","PO Box 1",,"Jersey City","NJ","073030001","2015330700","2015330701",,"raj@law.mw",,"YES","YES",,"YES",,,"YES",,,,,,,,"YES",,"YES",,,,"YES",,,,,"YES",,,,,,,"YES","541611","551112","325411","446199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Capital Courier, LLC","DE22023966","Isaiah Greene","4022B Rhode Island Drive",,"Dover","DE","19901","3028570811",,"www.capitalcourier.com","info@capitalcourierde.com",,,"YES",,,,,,,,,,,,,,,"YES",,,,,,,"YES",,,,,,,,,,"541199","492110","561499","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Career Concepts, Inc. dba CCI Consulting","DE20103655","Sharon Imperiale","Hillcrest II","721 Arbor Way Suite 180","Blue Bell","PA","19422","6109414455","6109410267","www.cciconsulting.com","simperiale@cciconsulting.com",,"YES",,,,,,"YES",,,,,"YES",,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"541612","611430","561312","561311","561330","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Caretix LLC","DE20073588","Juliet Berberian","221 S. Rehoboth Boulevard",,"Milford","DE","19963","6262538175",,,"jnberberian@gmail.com",,,,,,"YES",,"YES",,,,,,,,,,,"YES",,,,,,,,,,,,,"YES",,,"532283","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Caring Hands Phlebotomy Services, LLC","DE22064128","Denara Charles","301 6th Avenue",,"Wilmington","DE","19805","3025595539","3024821395",,"caringhandsphleb@outlook.com",,,,"YES",,,,,,,,,,,,,,"YES","YES",,,,,,"YES",,,,,,,"YES",,,"621399","621511","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Caring Hearts Home Care, LLC","DE21063826","Dawn Sbriglia","838 Walker Road","Ste.# 22-3","Dover","DE","19904","3027349000","3027349002",,"dawns@caringheartshc.com",,,,,,,,"YES",,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"624120","812990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Carolina Construction, LLC","DE18103057","Darryl Rattley","362 School Bell Road",,"Bear","DE","19701","3022760437","3022760437",,"ncarolinaconstruction@yahoo.com",,,"YES",,,,"YES",,,,,,,,,,,"YES",,,,,,,"YES",,,,,,,,,,"562119","238140","238990","561730","238160","238310","238910","561790","484220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Carpet For Pennies, LLC","DE21123942","Marvin Jackson","3422 Retlaw Road",,"Gwynn Oak","MD","21207","4109778568",,,"cfpgroup1@gmail.com","YES",,,,,"YES",,,,,,,,,,,,"YES",,,,"YES",,,"YES",,,,,,,,,"YES","236115","236116","236118","236220","238110","238130","238140","238160","238170","238310","238320","238330","238340","238350","238990","442210","444190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Carroll Engineering, Inc.","DE21093874","Judith Carroll","215 Schilling Circle","Suite 102","Hunt Valley","MD","21031","4107857423","4107711313","www.ceiengineering.com","dwenderoth@ceiengineering.com",,,,"YES",,,,,,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"541330","541618","541320","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Carson Development LLC","DE21083865","Danielle Smith","14 Rockford Crossing",,"Dover","DE","19901","3025455854",,"www.carsondevco.com","danielle@carsondevco.com",,,,,,,,"YES",,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"237210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Carson Research Consulting Inc. dba Inciter","DE20013353","Taj Carson",,"904 West 26th Street","Baltimore","MD","21211","4107934115",,"www.inciter.io","taj@inciter.io",,"YES",,,,,,,,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"541611","541720","541910","611430","541511","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Catalyst Enterprises International","DE18062970","Michelle R. Dawson","73 Greentree Drive #322",,"Dover","DE","19904","3027342505",,"www.catalystenterprise.com","info@catalystenterprise.com",,"YES",,,,,,,,,,,,,,,,"YES","YES",,,,,,"YES",,,,,,,"YES",,,"541612","813920","611430","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Caterina Supply Inc.","DE20053537","Linda Gardner","325 Columbia Turnpike, Suite 308",,"Florham Park","NJ","07932","9733253030","9733257360","www.caterinasupply.com","peter@brentmaterial.com",,,,,,"YES",,,,,,,,,,"YES",,,"YES",,,,,,,,,,,"YES",,"YES",,,"423390","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"C.A. Weiss Sales, LLC","DE20053533","Constance Weiss","205 Byers Road",,"Chester Springs","PA","19425","6104588864","6104588875",,"caweiss@comcast.net",,,,,,"YES",,,,,,"YES",,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"424690","423330","423310","423320","423390","423510","424950","425120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"C&B Builders, Inc.","DE22094174","Aftah Cheema","284 Raven Circle",,"Wyoming","DE","19934","3022221034",,,"aftahcheema1@gmail.com","YES",,,,,,,,,,,,,,,,,"YES",,,,,,,,,"YES",,,,,,,,"236115","236118","236116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"C&B General Contractors Inc.","DE19043203","Aftab Cheema","3208 N. Market Street",,"Wilmington","DE","19802","3022221034",,,"aftabcheema@verizon.net","YES",,,,,,,,"YES",,,,,,,,,"YES",,,,,,,,,"YES",,,,,,,,"238110","238910","236117","236118","238320","238130","238330","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"C & C Drywall Contractors North, Inc.","DE22054111","Herminio Cisneros","730 Horsepond Road",,"Dover","DE","19901","3023076400","3023782100",,"elizabeths@cncdrywallnorth.com","YES",,,,,,,,,,,,,,,,,"YES",,,,,,,,,,"YES",,,,,,,"238310","238130","238910","238350","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"C&D Forrest Transport, LLC","DE20033449","Charles Forrest","37 Cameo Rd.","PO Box 119","Claymont","DE","19703","3027987404","3027989659",,"Cndforrest50@comcast.net",,,,"YES",,,,"YES",,,,,,,,,,"YES",,,,,,,"YES",,,,,,,,,,"484230","484220","484121","484110","484122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"CDK Logistics LLC","DE21033749","Ceva Brown","10924 S. Green Street",,"Chicago","IL","60643","7735636255",,"www.cdklogistics.com","www.cdklogistics.com",,,,,,,,"YES",,,,,,,,,,"YES","YES",,,,,,"YES",,,,,,,"YES",,,"488510","541614","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"CGC Consulting LLC","DE18042948","Stacy Ziegler","5400 Limestone Road","Suite 200","Wilmington","DE","19808","3024892280","3024892395","www.cgcconsult.com","sziegler@cgcconsult.com","YES","YES",,"YES",,,,,,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"541330","541380","541620","541690","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"CGC Geoservices, LLC","DE21023731","Stacy Ziegler","1000 Dawson Drive","Suite C","Newark","DE","19713","3024892398",,"www.cgcgeoservices.com","stacy@cgcgeoservices.com","YES","YES",,"YES",,,,,,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"238910","562910","237110","541330","541380","541620","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"CG Global Management Solutions LLC","DE21023733","Ayokunle Jemiri","218 Pavin Court",,"Newark","DE","19702","9179228858",,"www.cggmanagement.com","ayo.jemiri@cggmanagement.com",,"YES",,,,,,,,,"YES",,,,,,,"YES",,,,,,,"YES",,,,,,,,,,"541611","541350","541618","611430","236220","237130","541614","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Changing Technologies, Inc.","DE20073592","Kenneth Logan","3602 13th Street, NW","Unit B","Washington","DC","200101409","2026883631",,"www.changing.net","kflogan@changing.net",,"YES",,,,,,,,,,,,,,,,"YES",,,,,,,"YES",,,,,,,,"YES",,"425120","541511","541512","541513","541519","811212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Chavis Enterprises, LLC","DE19033165","Joshua Chavis","P.O. Box 451",,"Jarrettsville","MD","21084","4105572455",,"www.chavisenterprisesllc.com","josh@chavisenterprisesllc.com","YES",,,,,,"YES",,,,,,,,,,,"YES",,,,,,,,,,,"YES",,,,,,"236115","236116","236117","236118","236210","236220","237110","237990","238110","238130","238140","238160","238190","238290","238350","238910","423320","425120","484110","484121","484220","488490","561730","562119","562991","0","0","0","0","0","0","Y"
"Chesapeake Environmental Management, Inc.","DE20033400","Stephanie Novak Hau","42 N Main Street",,"BelAir","MD","21014","4108939016","4108939380","www.cemscience.com","shau@cemscience.com",,"YES",,,,,,,"YES",,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"541620","562910","541370","221310","541320","561210","541330","541618","541690","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Chesapeake Regional Pharmacy LLC","DE22054102","Kinjal Patel","DBA Chesapeake Regional Rx","470 Century Boulevard","Wilmington","DE","19808","3023131088","3023518663","www.chesapeakeregionalrx.com","kinjal.patel@chesapeakeregionalrx.com",,,,"YES",,,,,,,,,,,,,,"YES","YES",,,,,,,,"YES",,,,,"YES",,,"424210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Chiru Consulting LLC","DE21093891","Vijaya Jayaraj","64 Wellesley Way",,"Marlton","NJ","08053","8565136388","8053","chiruconsulting.com","Vijaya@chiruconsulting.com",,"YES",,"YES",,,,,"YES",,,,,,,"YES",,"YES","YES",,,,,,,,"YES",,,,,"YES",,,"541370","541330","541340","541511","541512","561320","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"C.H. Laws Transport LLC","DE22084155","Charles Laws","25130 Bethesda Road",,"Georgetown","DE","19947","3025195415",,,"chlawstransport@yahoo.com",,,"YES","YES",,,,,,,,,,,,,,"YES",,,,,,,"YES",,,,,,,,,,"484121","484110","484122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Choptank Excavation LLC","DE21063832","Stacy Biddle","410 Joshua Lane",,"Middletown","DE","19709","3024203054",,"www.choptankexcavation.com","sbiddle@choptankexcavation.com",,,,,,,,"YES",,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"237110","237130","237310","238910","237120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"ChromAnimals, LLC","DE19043208","Ashley Jordan","3 Ashen Sky Ct.",,"Bear","DE","19701","6109992967",,"www.chromanimals.com","chromanimals@gmail.com",,,,,,,,"YES",,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"424990","454110","454390","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"CKS Global Ventures LLC DBA AssetOne","DE21033746","Chaitali Sanghvi","792 Jacobsen Circle",,"Newark","DE","19702","3027829844",,"www.assetone.net",,,"YES",,,,,,,,,,,,,,,,"YES","YES",,,,,,,,"YES",,,,,"YES",,,"541511","541512","541513","541519","541611","541614","611430","541618","611420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Clarke Psychological Solutions","DE22034051","Shakesha Clarke","1521 Concord Pike","Suite 301","Wilmington","DE","19803","3025077777","3024165761","www.drsaclarke.com/","clarkepsychsolutions@live.com",,,,"YES",,,,,,,,,,,,,,"YES","YES",,,"YES",,,"YES",,,,,,,"YES",,"YES","621330","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Clark Media Corporation DBA Responsive Translation","DE20103640","Yoko Clark","655 Jersey Ave. #1",,"Jersey City","NJ","07302","8008726752","6464993181","www.responsivetranslation.com","services@resptrans.com",,,,,,,,"YES",,,,,,,,"YES",,"YES","YES",,,,,,,"YES",,,,,,"YES",,,"541930","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Clean Sweep Custodial Services, LLC","DE19093295","Alvin Emory","PO Box 10404",,"Wilmington","DE","198500404","3026502755",,,,,,"YES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"YES",,"561720","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Clear Ridge Nursery Inc","DE18083013","Jessica Todd","217 Clear Ridge Road",,"Union Bridge","MD","21791","4107757700","4108485806","www.clearridgenursery.com","jessica@clearridgenursery.com",,,,,,"YES",,,,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"424930","424910","425120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"CloudTrend Technologies LLC","DE21053802","Jatan Upadhyay","1521 Concord Pike","Suite 302","Wilmington","DE","19803","3023842454",,"www.cloudtrendtechnologies.com","jatan@cloudtrendtechnologies.com",,,,,,,,,,,,,,,,,,"YES",,,,,,,,,"YES",,,,,,,,"541511","541618","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"CMC Energy Services Inc.","DE20053541","Mimi Ikle-Khalsa","550 Pinetown Road, Suite 340",,"Ft. Washington","PA","19034","2155405800","2156432308","www.cmcenergy.com","lstotts@cmcenergy.com",,"YES",,,,,,,,,,,"YES",,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"541611","541618","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"CMP Fire, LLC","DE20103639","Samantha Pearce","1820 Otts Chapel Road",,"Newark","DE","19702","4106202062","4106202063","cmpfire.com","cmpfire@comcast.net","YES",,,"YES",,,,,,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"238220","423850","333999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"CNN & O, LLC","DE18083017","Charles Onwudinjo","P.O Box 5920",,"Newark","DE","19714","3029838529","3023595236",,"hunteroc@verizon.net",,,"YES",,,,,,,,,,,,,,,"YES",,,,,,,"YES",,,,,,,,,,"561720","561740","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Coaching Edge Consulting LLC","DE21053810","Susan Long","33707 Skiff Aly","Unit 304","Lewes","DE","19958","4433507128",,,"susanlong28@gmail.com",,"YES",,"YES",,,,,,,,,,,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"611710","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Code Differently, LLC","DE20083613","Stephanie Eldridge","920 Justison Street",,"Wilmington","DE","19801","3019224158",,"www.codedifferently.com","stephanie@codedifferently.com",,"YES","YES",,,,,,,,,,,,,,,"YES","YES",,,,,,"YES",,,,,,,"YES",,,"541511","541512","541519","611420","611513","611519","541611","541618","561311","561320","611430","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"COGENT Infotech Corporation","DE21013708","Manu Mehta","1035 Boyce Road","Suite 108","Pittsburgh","PA","15241","4128897700",,,"govt-bids@cogentinfo.com",,"YES",,,,,,,,,"YES",,,,,,,"YES",,,,,,,,"YES",,,,,,,,,"423430","541511","541512","541513","541519","541611","561110","561320","518210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Cogent Integrated Business Solutions Inc.","DE20073575","Srinivasa Thonta","30700 Telegraph Road","Suite 1515","Bingham Farms","MI","48085","2487235897",,"www.cogentibs.com","hr@cogentibs.com",,,,,,,,"YES",,,"YES",,,,,,,"YES",,,,,,,,"YES",,,,,,,,,"541511","541512","541519","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Columbia Telecommunications Corporation","DE22064118","Joanne Hovis","CTC Technology and Energy","10613 Concord Street","Kensington","MD","20895","3019331488","3019333340","www.CTCnet.us","info@ctcnet.us",,"YES",,,,,,,,,,,"YES",,,,,,"YES",,,,,,,,,,,"YES",,"YES",,,"541512","541618","541990","541611","541519","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Commercial Contracting Supplies","DE20053530","Rita Skinner","24 Mowery Road",,"New Castle","DE","19720","3023248110","3023241604","www.wbesales.com","rskinner@wbesales.com","YES",,,,,"YES",,,"YES",,"YES",,,,,,,"YES","YES",,,,,,,,,,"YES","YES",,"YES",,,"444190","238160","423330","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Commercial Fabricators, Inc.","DE22013958","Richard Tucker","2045 Industrial Drive","P.O. Box 165","Newton","NC","28658","8284651010","8284646792","www.commfab.com","rtucker@commfab.com",,,,,"YES",,,"YES",,,"YES",,,,,,,"YES",,,,"YES",,,,,,,"YES",,,,,"YES","332323","332999","332322","423510","423710","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Community Greenhouse Delaware, LLC","DE20103657","Todd Johnson","200 Continental Drive, Suite 401",,"Newark","DE","19713","9172731570",,,"todd@communitygreenhousenj.com",,,,,"YES","YES",,"YES",,,,,,,,,,"YES",,,,,,,"YES",,,,,,,,,,"325411","446110","115112","424210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
"Compliance Plus Services, Inc.","DE21053818","Michael Logan","240 Gibraltar Road","Suite 100","Horsham","PA","19044","2157341414","2157341424","www.complianceplusservices.com","Mlogan@complianceplusservices.com",,"YES",,,,,,,,,,"YES",,,,,,"YES",,,,,,,"YES",,,,,,,,,,"541620","541690","541990","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y"
