"business_name","trade_name","category","current_license_valid_from","current_license_valid_to","address_1","address_2","city","state","zip","country","license_number","geocoded_location"
"NTT DATA CONSULTING INC","NTT DATA CONSULTING INC","GENERAL SERVICES","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","100 CITY SQ STE 1","BEVERLY SINKIEWICZ","CHARLESTOWN","MA","021293730","UNITED STATES","2007217133",
"LEMESSURIER CONSULTANTS INC","LEMESSURIER CONSULTANTS INC","PROFESSIONAL ENGINEER","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","1380 SOLDIERS FIELD RD",,"BRIGHTON","MA","021351023","UNITED STATES","2018608159","
BRIGHTON, MA 021351023
(42.349621, -71.153782)"
"BUTCHERBOX HOLDCO, LLC","BUTCHERBOX HOLDCO, LLC","GENERAL SERVICES","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","20 GUEST ST STE 300",,"BRIGHTON","MA","021352040","UNITED STATES","2022705595","
BRIGHTON, MA 021352040
(42.357355, -71.147848)"
"BUTCHERBOX OPCO LLC","BUTCHERBOX OPCO LLC","GENERAL SERVICES","2022-06-03T00:00:00.000","2022-12-31T00:00:00.000","20 GUEST ST STE 300",,"BRIGHTON","MA","021352040","UNITED STATES","2022706267","
BRIGHTON, MA 021352040
(42.357355, -71.147848)"
"BARD, RAO, ATHANAS CONSULTING ENGINEERS LLC","BARD, RAO, ATHANAS CONSULTING ENGINEERS LLC","PROFESSIONAL ENGINEER","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","10 GUEST ST","LLC","BRIGHTON","MA","021352066","UNITED STATES","1997113464",
"NEW BALANCE ATHLETICS INC","NEW BALANCE ATHLETICS INC","WHOLESALER","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","100 GUEST ST","ATTN: TAX DEPT","BOSTON","MA","021352088","UNITED STATES","2012100500",
"NEW BALANCE HOLDING INC","NEW BALANCE HOLDING INC","WHOLESALER","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","100 GUEST ST",,"BOSTON","MA","021352088","UNITED STATES","2011121943","
BOSTON, MA 021352088
(42.357355, -71.147848)"
"METRIC CONSTRUCTION CORP","METRIC CONSTRUCTION CORP","NON-RESIDENT CONTRACTOR","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","55 HENSHAW ST",,"BOSTON","MA","021352928","UNITED STATES","1997118328","
BOSTON, MA 021352928
(42.349987, -71.152473)"
"ABT ASSOCIATES INC","ABT ASSOCIATES INC","GENERAL SERVICES","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","10 FAWCETT ST STE 5",,"CAMBRIDGE","MA","021381168","UNITED STATES","1989000179","
CAMBRIDGE, MA 021381168
(42.389402, -71.144152)"
"BETTERLESSON INC","BETTERLESSON INC","GENERAL SERVICES","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","955 MASSACHUSETTS AVE STE 3",,"CAMBRIDGE","MA","021393108","UNITED STATES","2017601907","
CAMBRIDGE, MA 021393108
(42.36909, -71.110499)"
"AASTROM BIOSCIENCES INC","VERICEL CORPORATION","WHOLESALER","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","64 SIDNEY ST",,"CAMBRIDGE","MA","021394170","UNITED STATES","2015606928","
CAMBRIDGE, MA 021394170
(42.361096, -71.101621)"
"AETNA LIGHTING SERVICES","AETNA LIGHTING SERVICES","NON-RESIDENT CONTRACTOR","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","175 BROOKLINE ST",,"CAMBRIDGE","MA","021394537","UNITED STATES","2015603034","
CAMBRIDGE, MA 021394537
(42.359347, -71.105947)"
"CONSENSUS BUILDING INSTITUTE,INC","CONSENSUS BUILDING INSTITUTE,INC","GENERAL SERVICES","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","2067 MASSACHUSETTS AVE STE 570",,"CAMBRIDGE","MA","021401340","UNITED STATES","2019606405","
CAMBRIDGE, MA 021401340
(42.391528, -71.123629)"
"INDUSTRIAL ECONOMICS INC","INDUSTRIAL ECONOMICS INC","GENERAL SERVICES","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","2067 MASSACHUSETTS AVE STE 16",,"CAMBRIDGE","MA","021401356","UNITED STATES","2009105758","
CAMBRIDGE, MA 021401356
(42.391106, -71.122803)"
"HUMAN SVCS RESEARCH INSTITUTE","HUMAN SVCS RESEARCH INSTITUTE","GENERAL SERVICES","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","2336 MASSACHUSETTS AVE",,"CAMBRIDGE","MA","021401886","UNITED STATES","2008206998","
CAMBRIDGE, MA 021401886
(42.395836, -71.128551)"
"LIFELINE SYSTEMS COMPANY","PHILIPS LIFELINE","GENERAL SERVICES","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","222 JACOBS ST FL 3",,"CAMBRIDGE","MA","021412296","UNITED STATES","2008602810","
CAMBRIDGE, MA 021412296
(42.370281, -71.08296)"
"TRIUMVIRATE ENVIRONMENTAL INC","TRIUMVIRATE ENVIRONMENTAL INC","DRAYPERSON OR MOVER","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","200 INNERBELT RD # 4",,"SOMERVILLE","MA","021434402","UNITED STATES","1994107750","
SOMERVILLE, MA 021434402
(42.380009, -71.081012)"
"DELTA MANAGEMENT ASSOCIATES INC","DELTA MANAGEMENT ASSOCIATES INC","MERCANTILE AGENCY OR COLLECTIONS AGENCY","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","100 EVERETT AVE STE 6",,"CHELSEA","MA","021502328","UNITED STATES","2005203543","
CHELSEA, MA 021502328
(42.394399, -71.03931)"
"JILL ACQUISITION LLC","J JILL","RETAILER  GENERAL","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","4 BATTERYMARCH PARK",,"QUINCY","MA","021697468","UNITED STATES","2011121689","
QUINCY, MA 021697468
(42.232015, -71.02797)"
"CMC ASSOCIATES INC","CMC ASSOCIATES INC","NON-RESIDENT CONTRACTOR","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","859 WILLARD ST STE 300","ONE ADAMS PLACE SUITE 300","QUINCY","MA","021697469","UNITED STATES","2004203357",
"ONE VISION INC","ONE VISION INC","WHOLESALER","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","91 MONTVALE AVE STE 302",,"STONEHAM","MA","021803649","UNITED STATES","2014104037","
STONEHAM, MA 021803649
(42.48081, -71.110351)"
"EARLY BIRD POWER LLC","EARLY BIRD POWER LLC","BROKER","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","1 ADAMS ST STE 3",,"MILTON","MA","021863439","UNITED STATES","2014603480","
MILTON, MA 021863439
(42.270625, -71.067997)"
"EARLY BIRD POWER LLC","EARLYBIRD POWER","BROKER","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","1 ADAMS ST STE 3",,"MILTON","MA","021863439","UNITED STATES","2012606755","
MILTON, MA 021863439
(42.270625, -71.067997)"
"THE VERTEX COMPANIES, LLC","THE VERTEX COMPANIES, LLC","NON-RESIDENT CONTRACTOR","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","400 LIBBEY INDUSTRIAL PKWY",,"EAST WEYMOUTH","MA","021893134","UNITED STATES","2015600890","
EAST WEYMOUTH, MA 021893134
(42.1898, -70.93512)"
"THE VERTEX COMPANIES, LLC","THE VERTEX COMPANIES, LLC","PROFESSIONAL ENGINEER","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","400 LIBBEY INDUSTRIAL PKWY",,"EAST WEYMOUTH","MA","021893134","UNITED STATES","2016602901","
EAST WEYMOUTH, MA 021893134
(42.1898, -70.93512)"
"PAYETTE ASSOCIATES INC","PAYETTE ASSOCIATES INC","ARCHITECT","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","290 CONGRESS ST FL 5",,"BOSTON","MA","022101005","UNITED STATES","2017603497","
BOSTON, MA 022101005
(42.347701, -71.042779)"
"PAYETTE ASSOCIATES INC","PAYETTE ASSOCIATES INC","GENERAL SERVICES","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","290 CONGRESS ST FL 5",,"BOSTON","MA","022101005","UNITED STATES","2020704532","
BOSTON, MA 022101005
(42.347701, -71.042779)"
"ZIPCAR INC","ZIPCAR INC","LESSOR-MOTOR VEHICLES","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","35 THOMSON PL",,"BOSTON","MA","022101202","UNITED STATES","2011118881","
BOSTON, MA 022101202
(42.350598, -71.04725)"
"THOMSON GLOBAL MARKETS INC","THOMSON GLOBAL MARKETS INC","GENERAL SERVICES","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","26 THOMSON PL",,"BOSTON","MA","022101212","UNITED STATES","1998210031","
BOSTON, MA 022101212
(42.351404, -71.046596)"
"MENTOR MANAGEMENT INC","MENTOR MANAGEMENT INC","GENERAL SERVICES","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","313 CONGRESS ST FL 5",,"BOSTON","MA","022101218","UNITED STATES","2011122677","
BOSTON, MA 022101218
(42.351432, -71.050153)"
"JOHN SNOW INC","JOHN SNOW INC","GENERAL SERVICES","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","44 FARNSWORTH ST FL 7",,"BOSTON","MA","022101223","UNITED STATES","2001108566","
BOSTON, MA 022101223
(42.350907, -71.048858)"
"BERGMEYER ASSOCIATES INC","BERGMEYER ASSOCIATES INC","ARCHITECT","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","51 SLEEPER ST STE 600",,"BOSTON","MA","022101277","UNITED STATES","2010117311","
BOSTON, MA 022101277
(42.347701, -71.042779)"
"GENERAL ELECTRIC CO CBSI","GENERAL ELECTRIC CO CBSI","NON-RESIDENT CONTRACTOR","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","5 NECCO ST",,"BOSTON","MA","022101403","UNITED STATES","2007222070","
BOSTON, MA 022101403
(42.349554, -71.050577)"
"GOTO TECHNOLOGIES USA, INC.","GOTO TECHNOLOGIES USA, INC.","GENERAL SERVICES","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","333 SUMMER ST",,"BOSTON","MA","022101702","UNITED STATES","2021704542","
BOSTON, MA 022101702
(42.349317, -71.048275)"
"LASTPASS US LP","LASTPASS US LP","RETAILER  GENERAL","2022-08-01T00:00:00.000","2022-12-31T00:00:00.000","333 SUMMER ST",,"BOSTON","MA","022101702","UNITED STATES","2022708291","
BOSTON, MA 022101702
(42.349317, -71.048275)"
"VERTEX PHARMACEUTICALS (DISTRIBU","VERTEX PHARMACEUTICALS (DISTRIBU","WHOLESALER","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","50 NORTHERN AVE",,"BOSTON","MA","022101862","UNITED STATES","2013600926","
BOSTON, MA 022101862
(42.352794, -71.045609)"
"FISH & RICHARDSON PC","FISH & RICHARDSON PC","GENERAL SERVICES","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","1 MARINA PARK DR STE 1700",,"BOSTON","MA","022101878","UNITED STATES","1999205965","
BOSTON, MA 022101878
(42.347701, -71.042779)"
"SHEPLEY BULFINCH RICHARDSON AND","SHEPLEY BULFINCH RICHARDSON AND","ARCHITECT","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","2 SEAPORT LN STE 1100",,"BOSTON","MA","022102074","UNITED STATES","2011605612","
BOSTON, MA 022102074
(42.347701, -71.042779)"
"GLOBAL PROTECTION CORP","GLOBAL PROTECTION CORP","WHOLESALER","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","12 CHANNEL ST STE 400",,"BOSTON","MA","022102340","UNITED STATES","2013604831","
BOSTON, MA 022102340
(42.347701, -71.042779)"
"THE BOSTON CONSULTING GROUP, INC","THE BOSTON CONSULTING GROUP, INC","GENERAL SERVICES","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","200 PIER 4 BLVD",,"BOSTON","MA","022102453","UNITED STATES","2020709977","
BOSTON, MA 022102453
(42.344402, -71.027256)"
"BLAUER MANUFACTURING COMPANY","BLAUER MANUFACTURING COMPANY","WHOLESALER","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","20 ABERDEEN ST",,"BOSTON","MA","022153800","UNITED STATES","2009603158","
BOSTON, MA 022153800
(42.346433, -71.103672)"
"WB MASON CO INC","WB MASON CO INC","RETAILER  GENERAL","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","59 CENTRE ST",,"BROCKTON","MA","023014075","UNITED STATES","2009106087","
BROCKTON, MA 023014075
(42.084079, -71.018371)"
"CONSOLIDATED BRICK & BLDG SUPP","CONSOLIDATED BRICK","WHOLESALER","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","650 BODWELL STREET EXT",,"AVON","MA","023221011","UNITED STATES","2003107222","
AVON, MA 023221011
(42.142635, -71.055684)"
"DESIGN COMMUNICATIONS, LTD.","DESIGN COMMUNICATIONS, LTD.","NON-RESIDENT CONTRACTOR","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","85 BODWELL ST STE 1",,"AVON","MA","023221190","UNITED STATES","2011606253","
AVON, MA 023221190
(42.127525, -71.054916)"
"CATARACT & LASER CENTER PARTNERS","AMBULATORY SURGICAL CTRS/AMERICA","GENERAL SERVICES","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","195 HANOVER ST STE 2",,"HANOVER","MA","023392247","UNITED STATES","2006200414","
HANOVER, MA 023392247
(42.124544, -70.857001)"
"EXCEL MODULAR SCAFFOLD AND LEASI","EXCEL MODULAR SCAFFOLD AND LEASI","GENERAL SERVICES","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","720 WASHINGTON ST UNIT 5",,"HANOVER","MA","023392369","UNITED STATES","2012601148","
HANOVER, MA 023392369
(42.124249, -70.826316)"
"EXCEL MODULAR SCAFFOLD AND LEASI","EXCEL MODULAR SCAFFOLD AND LEASI","NON-RESIDENT CONTRACTOR","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","720 WASHINGTON ST UNIT 5",,"HANOVER","MA","023392369","UNITED STATES","2014605702","
HANOVER, MA 023392369
(42.124249, -70.826316)"
"DEFENSE INVESTIGATORS GROUP INC","DEFENSE INVESTIGATORS GROUP INC","SECURITY GUARD/PRIVATE DETECTIVE","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","PO BOX 119",,"HANSON","MA","023410119","UNITED STATES","2017103147","
HANSON, MA 023410119
(42.061537, -70.868074)"
"RSI DE INC","REVENUE SOLUTIONS INC","GENERAL SERVICES","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","42 WINTER ST STE 36",,"PEMBROKE","MA","023594958","UNITED STATES","2013102237","
PEMBROKE, MA 023594958
(42.102394, -70.762983)"
"RAD CORPORATION","RAD SPORTS","NON-RESIDENT CONTRACTOR","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","171 VFW DR",,"ROCKLAND","MA","023701129","UNITED STATES","2018601685","
ROCKLAND, MA 023701129
(42.12964, -70.91063)"
"INTERSTATE GOURMET COFFEE ROASTE","INTERSTATE GOURMET COFFEE ROASTE","WHOLESALER","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","43 NORFOLK AVE",,"SOUTH EASTON","MA","023751190","UNITED STATES","2008602714","
SOUTH EASTON, MA 023751190
(42.045032, -71.073261)"
"STRATEGIC GROUNDS MANAGEMENT LLC","STRATEGIC GROUNDS MANAGEMENT LLC","NON-RESIDENT CONTRACTOR","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","46 EASTMAN ST STE 1",,"SOUTH EASTON","MA","023751297","UNITED STATES","2018605360","
SOUTH EASTON, MA 023751297
(42.024116, -71.14875)"
"CENTERLINE COMMUNICATIONS LLC","CENTERLINE COMMUNICATIONS LLC","NON-RESIDENT CONTRACTOR","2022-01-14T00:00:00.000","2022-12-31T00:00:00.000","750 W CENTER ST STE 301",,"WEST BRIDGEWATER","MA","023791545","UNITED STATES","2022701545","
WEST BRIDGEWATER, MA 023791545
(42.023314, -71.023829)"
"CENTERLINE COMMUNICATIONS LLC","CENTERLINE COMMUNICATIONS LLC","NON-RESIDENT CONTRACTOR","2022-01-14T00:00:00.000","2022-12-31T00:00:00.000","750 W CENTER ST STE 301",,"W BRIDGEWATER","MA","023791545","UNITED STATES","2022827457","
W BRIDGEWATER, MA 023791545
(42.023314, -71.023829)"
"ERNEST  ODAMTTEN","WAZAWAA TECHIE-ENGINE","GENERAL SERVICES","2022-04-08T00:00:00.000","2022-12-31T00:00:00.000","83 EMERSON GARDENS RD",,"LEXINGTON","MA","024202630","UNITED STATES","2022704002","
LEXINGTON, MA 024202630
(42.438002, -71.199742)"
"EASTERN RESEARCH GROUP INC","EASTERN RESEARCH GROUP INC","GENERAL SERVICES","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","110 HARTWELL AVE STE 1",,"LEXINGTON","MA","024213136","UNITED STATES","2013100439","
LEXINGTON, MA 024213136
(42.470152, -71.25915)"
"INTEPROS INCORPORATED","INTEPROS CONSULTING","GENERAL SERVICES","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","750 MARRETT RD STE 301",,"LEXINGTON","MA","024217309","UNITED STATES","2002104393","
LEXINGTON, MA 024217309
(42.445439, -71.262621)"
"OPTUM GOVERNMENT SOLUTIONS INC","BULL SERVICES","GENERAL SERVICES","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","950 WINTER ST STE 3800",,"WALTHAM","MA","024511405","UNITED STATES","2003108724","
WALTHAM, MA 024511405
(42.40651, -71.273429)"
"PERKINELMER HEALTH SCIENCES INC","PERKINELMER HEALTH SCIENCES INC","GENERAL SERVICES","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","940 WINTER ST",,"WALTHAM","MA","024511457","UNITED STATES","2004206478","
WALTHAM, MA 024511457
(42.40231, -71.274077)"
"CALIPER LIFE SCIENCES INC","CALIPER LIFE SCIENCES INC","WHOLESALER","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","940 WINTER ST",,"WALTHAM","MA","024511457","UNITED STATES","2004205585","
WALTHAM, MA 024511457
(42.40231, -71.274077)"
"CYTEL INC.","CYTEL INC.","SALES REPRESENTATIVE","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","1050 WINTER ST STE 2700",,"WALTHAM","MA","024511460","UNITED STATES","2013603411","
WALTHAM, MA 024511460
(42.40651, -71.273429)"
"FRESENIUS USA MARKETING INC","FRESENIUS USA MARKETING INC","RETAILER  GENERAL","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","920 WINTER ST STE A",,"WALTHAM","MA","024511519","UNITED STATES","1999210091","
WALTHAM, MA 024511519
(42.40231, -71.274077)"
"HARVEY BUILDING PRODUCTS CORP","HARVEY BUILDING PRODUCTS CORP","WHOLESALER","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","1400 MAIN ST",,"WALTHAM","MA","024511601","UNITED STATES","2020703554","
WALTHAM, MA 024511601
(42.376699, -71.266872)"
"HARVEY DISTRIBUTION LLC","LANSING BUILDING PRODUCTS","WHOLESALER","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","1400 MAIN ST",,"WALTHAM","MA","024511689","UNITED STATES","2020709337","
WALTHAM, MA 024511689
(42.376678, -71.26657)"
"SIMPSON GUMPERTZ & HEGER INC","SIMPSON GUMPERTZ & HEGER INC","GENERAL SERVICES","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","480 TOTTEN POND RD",,"WALTHAM","MA","024511908","UNITED STATES","2005208097","
WALTHAM, MA 024511908
(42.396414, -71.251477)"
"BEAVER-VISITEC INTERNATIONAL INC","BEAVER-VISITEC INTERNATIONAL INC","WHOLESALER","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","500 TOTTEN POND RD STE 500",,"WALTHAM","MA","024511924","UNITED STATES","2011606457","
WALTHAM, MA 024511924
(42.396414, -71.251477)"
"INFINIDAT, INC.","INFINIDAT, INC.","RETAILER  GENERAL","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","500 TOTTEN POND RD STE 61",,"WALTHAM","MA","024511924","UNITED STATES","2017604078","
WALTHAM, MA 024511924
(42.396414, -71.251477)"
"SSH COMMUNICATIONS SECURITY, INC","SSH COMMUNICATIONS SECURITY, INC","GENERAL SERVICES","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","460 TOTTEN POND RD STE 460",,"WALTHAM","MA","024511943","UNITED STATES","2013604177","
WALTHAM, MA 024511943
(42.396414, -71.251477)"
"MASS ELECTRIC CONSTRUCTION CO","MASS ELECTRIC CONSTRUCTION CO","NON-RESIDENT CONTRACTOR","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","400 TOTTEN POND RD STE 400",,"WALTHAM","MA","024512051","UNITED STATES","2004204780","
WALTHAM, MA 024512051
(42.396414, -71.251477)"
"ORTHO CLINICAL DIAGNOSTIC INC","ORTHO CLINICAL DIAGNOSTIC INC","WHOLESALER","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","1601 TRAPELO RD STE 16",,"WALTHAM","MA","024517341","UNITED STATES","2019100193","
WALTHAM, MA 024517341
(42.415611, -71.258469)"
"SOUZA TRUE & PARTNERS, INC.","SOUZA TRUE & PARTNERS, INC.","PROFESSIONAL ENGINEER","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","265 WINTER ST STE 3",,"WALTHAM","MA","024518718","UNITED STATES","2019701208","
WALTHAM, MA 024518718
(42.397191, -71.259543)"
"CIRCLE COMPANY ASSOCIATES, INC.","CIRCLES","GENERAL SERVICES","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","800 SOUTH ST STE 195",,"WALTHAM","MA","024531473","UNITED STATES","2012602052","
WALTHAM, MA 024531473
(42.35445, -71.263351)"
"DRAKE PETROLEUM COMPANY, INC.","DRAKE PETROLEUM COMPANY, INC.","WHOLESALER  PETROLEUM PRODUCT","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","800 SOUTH ST","800 SOUTH STREET","WALTHAM","MA","024531478","UNITED STATES","2016607298","800 SOUTH STREET
WALTHAM, MA 024531478
(42.355226, -71.262937)"
"GLOBAL COMPANIES LLC","GLOBAL COMPANIES LLC","WHOLESALER  PETROLEUM PRODUCT","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","800 SOUTH ST",,"WALTHAM","MA","024531483","UNITED STATES","1999202043","
WALTHAM, MA 024531483
(42.35445, -71.263351)"
"GLOBAL MONTELLO GROUP CORP","GLOBAL MONTELLO GROUP CORP","WHOLESALER  PETROLEUM PRODUCT","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","800 SOUTH ST",,"WALTHAM","MA","024531483","UNITED STATES","1999202045","
WALTHAM, MA 024531483
(42.35445, -71.263351)"
"NOVA BIOMEDICAL CORPORATION","NOVA BIOMEDICAL CORPORATION","WHOLESALER","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","200 PROSPECT ST STE 3",,"WALTHAM","MA","024533465","UNITED STATES","1998204685","
WALTHAM, MA 024533465
(42.36866, -71.243159)"
"EVIDENT SCIENTIFIC, INC.","EVIDENT SCIENTIFIC, INC.","WHOLESALER","2022-09-01T00:00:00.000","2022-12-31T00:00:00.000","48 WOERD AVE STE 105",,"WALTHAM","MA","024533826","UNITED STATES","2022709486","
WALTHAM, MA 024533826
(42.362981, -71.244167)"
"RELIX INC","RELIX INC","LESSOR OF TANGIBLE PERSONAL PROPERTY","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","313 WASHINGTON ST STE 400",,"NEWTON","MA","024581626","UNITED STATES","1995114487","
NEWTON, MA 024581626
(42.357169, -71.185689)"
"LEXISNEXIS RISK DATA MANAGEMENT","LEXISNEXIS RISK DATA MANAGEMENT","GENERAL SERVICES","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","313 WASHINGTON ST STE 400",,"NEWTON","MA","024581626","UNITED STATES","2017102442","
NEWTON, MA 024581626
(42.357169, -71.185689)"
"RELIX INC","RELIX INC","GENERAL SERVICES","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","313 WASHINGTON ST STE 400",,"NEWTON","MA","024581626","UNITED STATES","1995109279","
NEWTON, MA 024581626
(42.357169, -71.185689)"
"RELIX INC","RELIX INC","WHOLESALER","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","313 WASHINGTON ST STE 400",,"NEWTON","MA","024581626","UNITED STATES","1995112511","
NEWTON, MA 024581626
(42.357169, -71.185689)"
"WORLD COMPLIANCE INC","WORLD COMPLIANCE INC","GENERAL SERVICES","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","313 WASHINGTON ST STE 400",,"NEWTON","MA","024581626","UNITED STATES","2016100843","
NEWTON, MA 024581626
(42.357169, -71.185689)"
"LEXSNEXIS SPECIAL SERVICES INC","LEXSNEXIS SPECIAL SERVICES INC","GENERAL SERVICES","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","313 WASHINGTON ST STE 400",,"NEWTON","MA","024581626","UNITED STATES","2006200268","
NEWTON, MA 024581626
(42.357169, -71.185689)"
"HPTCY PROPERTIES TRUST","HPTCY PROPERTIES TRUST","COMMERICAL LESSOR","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","255 WASHINGTON ST STE 190",,"NEWTON","MA","024581643","UNITED STATES","2013604810","
NEWTON, MA 024581643
(42.353858, -71.187481)"
"REED TECHNOLOGY AND INFO SRVC IN","REED TECHNOLOGY AND INFO SRVC IN","GENERAL SERVICES","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","313 WASHINGTON ST STE 401",,"NEWTON","MA","024581659","UNITED STATES","1989004612","
NEWTON, MA 024581659
(42.353858, -71.187481)"
"ELSEVIER INC","ELSEVIER INC","GENERAL SERVICES","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","313 WASHINGTON ST STE 401",,"NEWTON","MA","024581659","UNITED STATES","2003108644","
NEWTON, MA 024581659
(42.353858, -71.187481)"
"LEXISNEXIS RISK SOLUTIONS FL INC","LEXISNEXIS RISK SOLUTIONS FL INC","GENERAL SERVICES","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","313 WASHINGTON ST STE 401",,"NEWTON","MA","024581659","UNITED STATES","2014104023","
NEWTON, MA 024581659
(42.353858, -71.187481)"
"LEXISNEXIS RISK SOLUTIONS INC","LEXISNEXIS RISK SOLUTIONS INC","SECURITY GUARD/PRIVATE DETECTIVE","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","313 WASHINGTON ST STE 401",,"NEWTON","MA","024581659","UNITED STATES","2007215110","
NEWTON, MA 024581659
(42.353858, -71.187481)"
"AMERICAN PROGRAM BUREAU INC","AMERICAN PROGRAM BUREAU INC","GENERAL SERVICES","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","1 GATEWAY CTR STE 751",,"NEWTON","MA","024582817","UNITED STATES","2015607693","
NEWTON, MA 024582817
(42.353858, -71.187481)"
"PAREXEL INTERNATIONAL LLC","PAREXEL INTERNATIONAL LLC","GENERAL SERVICES","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","275 GROVE ST STE 200C",,"AUBURNDALE","MA","024662272","UNITED STATES","2019700047","
AUBURNDALE, MA 024662272
(42.33857, -71.251389)"
"SASAKI ASSOCIATES INC","SASAKI ASSOCIATES INC","PROFESSIONAL ENGINEER","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","64 PLEASANT ST",,"WATERTOWN","MA","024722316","UNITED STATES","1991831686","
WATERTOWN, MA 024722316
(42.366149, -71.187999)"
"VVC HOLDING CORP","VVC HOLDING CORP","WHOLESALER","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","311 ARSENAL ST",,"WATERTOWN","MA","024722782","UNITED STATES","2019100745","
WATERTOWN, MA 024722782
(42.36417, -71.170564)"
