"the_geom","objectid_1","objectid","ftype","name","pic_url","thumb_url","sh_descr","descr_1","descr_2","location","season","vendor","website","lat","long"
"POINT (-75.428095999765 38.91302600002)","26","19","Farmers Markets","Riverwalk Farmers' Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Delaware-Grown_potatoes-beans.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Delaware-Grown_potatoes-beans-tb.jpg","Saturdays 9 am to 1 pm","Local produce, plants, herbs, flowers, baked goods, cheese, crafts & ready-to-eat food","Accepts  FMNP coupons","South Walnut Street & Mispillion Riverwalk, Milford","Open May 1 - October 16, 2021","Vendor information: 302-222-2160 or washergirl@comcast.net","http://downtownmilford.org/events/farmers-market/","38.913026","-75.428096"
"POINT (-75.574384000042 39.220278999823)","31","24","Farm Stands","302 Aquaponics","https://delawaregrown.com/wp-content/uploads/sites/160/2020/05/302-Aquaponics-Image-2.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/05/302-Aqua-Thumbnail.jpg","Selling locally grown lettuce and other leafy greens","Order online for pickup at various cental Delaware sites",,"665 Simms Woods Road, Dover",,"Learn more 302-632-1069","https://302aquaponics.com/","39.220279","-75.574384"
"POINT (-75.556688999948 39.047065999844)","149","96","Farm Stands","Walters Produce","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-495-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-495-of-585.jpg",,,,"8571 S. DuPont Hwy, Felton",,"Learn more: 302-284-4619",,"39.047066","-75.556689"
"POINT (-75.520993000338 39.801991000288)","33","55","Farm Stands","Highland Orchards Farm Market","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-20-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-20-of-585.jpg","We operate a farm market store out of our big red barn. We carry the produce that we grow as well as products from other local farms and non-local produce.","Hours: Monday - Friday: 9 am to 6 pm, Saturday 9 am tp 5 pm","We grow various fruits, vegetables, herbs, and chestnuts. And eggs, although the chickens do most of that work.","1431 Foulk Road, Wilmington",,"Learn more: 302-478-4042","http://www.highlandorchardsfarmmarket.com/","39.801991","-75.520993"
"POINT (-75.074948999901 38.695359999661)","195","175","Breweries","38-75 Brewing","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Medium-16-of-16.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Thumbnail-16-of-16.jpg",,"Hours: 5 pm - 1 am Thursday; 11 am - 1 am Friday; 10 am - 1 am Saturday & Sunday",,"2000 Coastal Hwy, Dewey Beach",,"Learn more: 302-227-8519","https://3875brewing.com/?fbclid=IwAR1XA6VVNXtAe0DMrS-_l8t_cS_7R8nh4yenQIpOtEYLyq5Opj5JwaNwiWI","38.69536","-75.074949"
"POINT (-75.569601000262 39.311534000065)","36","58","Farm Stands","Joe's Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg",,,,"1420 Woodland Beach Road, Smyrna",,"Learn more: 302-632-2491","https://www.facebook.com/Joes-farmers-Market-115200116942571/","39.311534","-75.569601"
"POINT (-75.327363000359 38.855241999905)","85","47","Farm Stands","Fresh Connection","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-499-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-499-of-585.jpg",,"Open 7 am to 9 pm",,"9598 Coastal Hwy, Milford",,"Learn more: 302-684-8498",,"38.855242","-75.327363"
"POINT (-75.165693000148 38.628692999762)","63","77","Farm Stands","Muzzi Produce","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg",,"Open 9 am to 6 pm",,"32861 Long Neck Road, Millsboro",,"Learn more: 302-549-1354","https://www.facebook.com/muzzifarms/","38.628693","-75.165693"
"POINT (-75.5198850003 39.127673000195)","104","147","Christmas Tree Growers","Dyer's Tree Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-2-of-20.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-Thumbnails-2-of-20.jpg",,,,"36 Lake Drive, Moore's Lake, Dover",,"Learn more: 302-734-2111",,"39.127673","-75.519885"
"POINT (-75.513396999907 39.028439000142)","173","153","Christmas Tree Growers","Spences Tree Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-11-of-20.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-Thumbnails-11-of-20.jpg",,,,"19 Ruyter Drive, Frederica",,"Learn more: 302-335-4460","http://www.delawarechristmastreegrowersassn.com/farms.php?farm_id=3","39.028439","-75.513397"
"POINT (-75.570740000262 39.061822999838)","130","128","U-Pick","Loblolly Acres","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","U-Pick strawberries and pumpkins","Open 9 am to 5 pm daily",,"3893 Turkey Point Road, Viola",,"Learn more: 302-284-9255","http://www.loblollyacres.com/","39.061823","-75.57074"
"POINT (-75.737698999693 39.608078999976)","17","10","Farmers Markets","Glasgow Park Farmers' Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/yellow-squash-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Yellow-Squash_tb.jpg","Fridays 3 to 7 pm","This market offers locally grown produce, honey, eggs, meat and crafts","Accepts EBT cards (SNAP benefits) and FMNP coupons","Glasgow Park, 2275 Pulaski Highway, Newark","Open May 7 - November 19, 2021","Vendor Informataion: 302-395-5600 or michael.begatto@newcastlede.gov","http://www.nccde.org/455/Farmers-Markets","39.608079","-75.737699"
"POINT (-75.72126999982 39.768030000184)","183","163","Creameries","Woodside Farm Creamery","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Icecream-Samples-3-of-7.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Icecream-Samples-Thumbnails-3-of-7.jpg",,"Open noon to 8 pm",,"1310 Little Baltimore Road, Hockessin",,"Learn more 302-239-9847","http://www.woodsidefarmcreamery.com/","39.76803","-75.72127"
"POINT (-75.704642999582 38.798048999757)","51","88","Farm Stands","Shorts","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg",,,,"2449 Seashore Hwy, Greenwood",,"Learn more: 302-349-4182",,"38.798049","-75.704643"
"POINT (-75.575041999818 38.715451999706)","184","164","Creameries","The Frozen Farmer","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Icecream-Samples-2-of-7.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Icecream-Samples-Thumbnails-2-of-7.jpg",,"Open 11 am to 8 pm",,"9843 Seashore Hwy, Bridgeville",,"Learn more 302-337-8444","https://thefrozenfarmer.com/","38.715452","-75.575042"
"POINT (-75.132847999924 38.475056999876)","136","134","U-Pick","Johnson's Country Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg",,,,"36258 Zion Church Road, Selbyville",,"Learn more: 302-436-3276",,"38.475057","-75.132848"
"POINT (-75.148199999721 38.768610000163)","20","13","Farmers Markets","Historic Lewes Farmers' Market (Fall Location)","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Delaware-Grown_peppers-herbs.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Delaware-Grown_peppers-herbs-tb.jpg","Saturdays 9 am to noon","Locally grown fresh produce, eggs, baked goods, meats, fish, cut flowers & herbs","Accepts EBT cards (SNAP benefits) and FMNP coupons","Richard A. Shields Elementary School,Savanah Road & Sussex Drive, Lewes","Open October 2- November 20, 2021","Vendor Information: 302-644-1436 or info@historiclewesfarmersmarket.org","http://www.historiclewesfarmersmarket.org/","38.76861","-75.1482"
"POINT (-75.096701000227 38.545365000053)","65","79","Farm Stands","Ocean View Produce","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg",,,,"97 Atlantic Ave,, Ocean View",,"Learn more: 302-539-6450","https://www.facebook.com/Ocean-View-Produce-and-Tropicals-110627125625737/","38.545365","-75.096701"
"POINT (-75.549275999816 39.743936000182)","182","162","Creameries","UDairy Creamery - Wilmington","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Icecream-Samples-4-of-7.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Icecream-Samples-Thumbnails-4-of-7.jpg",,"Monday through Thursday 8 am to 7 pm","Friday 8 am to 8 pm; weekends 11 am to 8 pm","815 N. Market Street, Wilmington",,"Learn more:302-300-4342","http://canr.udel.edu/udairycreamery/","39.743936","-75.549276"
"POINT (-75.495348999636 39.77025399989)","9","2","Farmers Markets","Bellevue Farmers' Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Delaware-Grown_jalapenos.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Delaware-Grown_jalapenos-tb.jpg","Fridays 4 to 7 pm","A community market featuring produce and baked goods","Accepts EBT cards (SNAP benefits) and FMNP coupons","Bellevue Community Ctr, 510 Duncan Rd, Wilmington","Open May 7 - November 19, 2021","Vendor Informataion: 302-395-5600 or michael.begatto@newcastlede.gov","https://nccde.org/455/Farmers-Markets","39.770254","-75.495349"
"POINT (-75.17110699994 38.496884999869)","121","119","CSAs","Hook Family Farm CSA",,,"Pick up locations in Roxana, Lewes and Berlin",,,,,"Learn more: 410-507-1477","https://hookfamily.farm/","38.496885","-75.171107"
"POINT (-75.205415000029 38.530860000344)","132","130","U-Pick","Bennett Orchards","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","U-Pick blueberries and peaches",,,"31442 Peach Tree Lane, Frankford",,"Learn more: 302-723-3358","http://www.bennettorchards.com/","38.53086","-75.205415"
"POINT (-75.516053000199 38.809039000122)","38","60","Farm Stands","Judy Brothers","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg",,,,"12565 Blacksmith Shop Road, Greenwood",,"Learn more: 302-349-4187",,"38.809039","-75.516053"
"POINT (-75.607549999758 39.517940000001)","54","91","Farm Stands","The Local Buzz","https://delawaregrown.com/wp-content/uploads/sites/160/2021/03/Honey-.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2021/03/Honey-Icon.jpg","Sweet corn, popcorn, melons, tomatoes, squash, zucchini, peppers, pumpkins and local honey","Summer Hours: 9 am to 6 pm Wednesday through Sunday","Fall Hours: Open Weekends","821 Port Penn Road, Middletown",,,"https://www.facebook.com/thelocalbuzzde","39.51794","-75.60755"
"POINT (-75.052158999858 38.463764000089)","15","8","Farmers Markets","Farmers' Market at Warren Station","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Delaware-Grown_eggplant.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Delaware-Grown_eggplant-tb.jpg","Fridays 8 am to noon","Locally grown fruits & vegetables, meats, baked goods, herbs & teas",,"Warrens Station, 1406 Coastal Highway, Fenwick Island","Open June 11 - September 3, 2021","Vendor information: 302-841-0068 or skhudson@gmail.com",,"38.463764","-75.052159"
"POINT (-75.092014999633 38.715702999799)","25","18","Farmers Markets","Rehoboth Beach Farmers' Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Rehoboth-FM_array-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Rehoboth-FM_array-tb-2.jpg","Tuesdays 10 am to 2 pm","Local produce, seafood, eggs, honey, meats, baked goods, jellies, flowers, sauces, pasta, pet foods, crafts & ready-to-eat foods","Accepts FMNP coupons","The Grove Park, Rehoboth Beach","Open May 4 - October 26, 2021","Vendor information: 302-249-7878 or pat@patcoluzzi.com","http://www.rbfarmersmarket.com/","38.715703","-75.092015"
"POINT (-75.150973000188 38.746253999977)","196","176","Breweries","Crooked Hammock Brewing","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Medium-11-of-16.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Thumbnail-11-of-16.jpg",,,,"36707 Crooked Hammock Way, Lewes",,"Learn more: 302-644-7837","https://crookedhammockbrewery.com/","38.746254","-75.150973"
"POINT (-75.41896299985 38.878534000264)","116","114","CSAs","Nash's Veggies","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-491-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-491-of-585.jpg","Pick up at the farm: 19119 Jumping Jack Lane, Lincoln",,,,,"Learn more: 302-242-8753","https://nashs-veggies.square.site/?fbclid=IwAR2Cyi7Xm9D3D2pEjCKozFs7-8NEDpqc7qogRPX65SWoYGKz-VxXKy-pLtY","38.878534","-75.418963"
"POINT (-75.497250000068 38.973389999661)","39","61","Farm Stands","Kalmar Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-497-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-497-of-585.jpg","From our family to yours ... fresh and local","Open 10 am to 6 pm Tuesday through Friday and 8 am to 2 pm Saturdays","Covid 19 Update: Call ahead curbside pickup available","4351 Canterbury Road, Harrington",,"Learn more: 302-943-8707","http://www.kalmarfarm.com/index.html","38.97339","-75.49725"
"POINT (-75.54818600022 38.572810999745)","143","141","U-Pick","The Hen House","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","U-Pick strawberries",,,"1465 Sycamore Road, Laurel",,"Learn more: 302-875-6922",,"38.572811","-75.548186"
"POINT (-75.703066999739 39.144924000175)","3","28","Farm Stands","Bodine Farms Meat Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","Antibiotic free, Pasure raised, Locally grown beef, pork & eggs","Open 1-5:30 pm Monday through Friday and 10 am to 5 pm Saturday",,"1652 Hourglass Road, Hartley",,"Learn more: 302-632-2427","https://www.facebook.com/MikeandAmandaBodine/","39.144924","-75.703067"
"POINT (-75.617394999876 38.574224999893)","135","133","U-Pick","H & H Brand Farms","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","U-Pick strawberries",,,"7784 Main Street, Bethel",,"Learn more: 800-276-3420",,"38.574225","-75.617395"
"POINT (-75.633750000128 39.210666999782)","120","118","CSAs","One Hawk Homestead","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-527-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-527-of-585.jpg","Pick up at the farm: 2024 Seeneytown Road, Dover",,,,,"Learn more: 302-399-7205","https://onehawkhomestead.wordpress.com/csa-weekly-share-box-sign-up-community-supported-agriculture/","39.210667","-75.63375"
"POINT (-75.742463000105 39.083672999734)","187","167","Wineries","Harvest Ridge Winery","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Wineries-Samples-1-of-4.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Wineries-Samples-Thumbnails-1-of-4.jpg",,"Sunday through Thursday - noon to 5 pm","Friday and Saturday -  noon to 8 pm","447 Westville Road, Marydel",,"Learn more: 302-343-9437","http://www.harvestridgewinery.com/","39.083673","-75.742463"
"POINT (-75.488327000214 38.77089699965)","75","37","Farm Stands","Ernest Fruit Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","We grow  strawberries, blueberries and pole lima beans",,,"15092 S. Union Church Road, Ellendale",,"Learn more: 302-349-5986","https://www.facebook.com/ErnestFruitFarm/","38.770897","-75.488327"
"POINT (-75.145848000101 38.760392999898)","167","193","Breweries","Big Oyster Brewery","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Medium-17-of-12.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Thumbnail-17-of-12.jpg",,,,"1007 Kings Hwy, Lewes",,"Learn more: 302-644-2621","http://www.bigoysterbrewery.com/","38.760393","-75.145848"
"POINT (-75.719540999817 39.449032999881)","169","195","Breweries","Volunteer Brewing Co.","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Medium-19-of-12.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Thumbnail-19-of-12.jpg",,,,"A Street, Middletown",,"Learn more: 3302-464-0822","https://www.volunteerbrewing.com/","39.449033","-75.719541"
"POINT (-75.237357000254 38.764364000321)","179","159","Christmas Tree Growers","Sposato's Pine Hollow Christmas Tree Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-14-of-20.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-Thumbnails-14-of-20.jpg",,,,"16109 Hudson Road, Milton",,"Learn more: 302-644-0711","https://www.facebook.com/sposatos684/","38.764364","-75.237357"
"POINT (-75.196462999863 38.633683999891)","159","185","Breweries","Brick Works Brewing","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Medium-1-of-16.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Thumbnail-1-of-16.jpg",,"Hours: 11 am to 10 pm Sunday through Thrusday","11 am to 11 pm Friday & Saturday","36932 Silicato Drive, Suite #1, Millsboro",,"Learn more: 302-287-0077","https://www.brickworksde.com/contact/","38.633684","-75.196463"
"POINT (-75.58441199956 39.668014000205)","112","110","CSAs","Penn Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","At William Penn High School","713 E. Baisin Road, New Castle",,,,"Learn more: 302-323-3800","http://www.colonialschooldistrict.org/pennfarm/csa/","39.668014","-75.584412"
"POINT (-75.726045999928 39.404564000149)","124","122","U-Pick","Fairview Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2019/02/Strawberries.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/05/strawberries-thumbnail.jpg","U-Pick strawberries","Strawberry picking hours:","Weekends 7 am to 2 pm; Monday, Tuesday, Thursday - 7 to Noon; Wednesday and Friday, 7 am to 7 pm","380 Green Giant Road, Townsend",,"Learn more: 302-378-0611","http://www.fairviewsodfarm.com/contact.html","39.404564","-75.726046"
"POINT (-75.25583800017 38.686090000107)","178","158","Christmas Tree Growers","Landis Tree Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-3-of-20.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-Thumbnails-3-of-20.jpg",,,,"28366 Johnson Lane, Harbeson",,"Learn more: 302-947-2404","http://www.landistreefarm.com/","38.68609","-75.255838"
"POINT (-75.66296800029 39.114205000231)","174","154","Christmas Tree Growers","Turning Pointe Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-19-of-20.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-Thumbnails-19-of-20.jpg",,,,"5395 Westville Road, Harly",,"Learn more: 302-492-0231","http://www.delawarechristmastreegrowersassn.com/farms.php?farm_id=5","39.114205","-75.662968"
"POINT (-75.595744999657 38.661950000203)","59","73","Farm Stands","Marvelous Produce","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","Where the produce is nothing short of the name",,,"22880 Sussex Hwy, Seaford (Lowe's parking lot)",,"Learn more: 302-628-1940",,"38.66195","-75.595745"
"POINT (-75.651246999855 39.327655000059)","144","142","Christmas Tree Growers","Clark Tree Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-10-of-20.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-Thumbnails-10-of-20.jpg",,,,"104 Clark Farm Road, Smyrna",,"Learn more; 302-653-7979","https://www.facebook.com/clarkfamilytree/","39.327655","-75.651247"
"POINT (-75.54879700014 39.744187000233)","153","179","Breweries","Stitch House Brewing Co.","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Medium-9-of-16.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Thumbnail-9-of-16.jpg",,"Hours: 11 am to 11 pm Monday through Wednesday, 11 am to 1 am Thursday through Saturday 10 am to 11 pm Sunday",,"829 N. Market Street, Wilmington",,"Learm more: 302-250-4280","https://www.stitchhousebrewery.com/","39.744187","-75.548797"
"POINT (-75.556643999743 38.525483999674)","7","32","Farm Stands","Dickerson Farms","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","Our mission: To serve the area with the best possible produce available at a reasonable price and a sweet taste.",,,"32907 Sussex Highway, Laurel",,"Learn more: 302-875-5025","https://www.facebook.com/Dickerson-Farms-188316881201333/","38.525484","-75.556644"
"POINT (-75.193117999834 38.635120000309)","113","111","CSAs","Adkins Produce","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Farmers-Market-Set-3-7-of-436-e1555343101149.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-505-of-585.jpg","Pickup on Wednesdays at Adkins Produce, 32008 Long Neck Road, Millsboro",,,,,"Learn more: 302-945-9700","https://www.facebook.com/Adkins-Produce-1869223393216899/","38.63512","-75.193118"
"POINT (-75.769698999644 39.611468000097)","160","186","Breweries","Autumn Arch Beer Project","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Medium-12-of-16.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Thumbnail-12-of-16.jpg",,"Hours: 3-10 pm Thursday; Noon to 11 pm Friday and Saturday","Noon to 7 pm Sunday","810 Pencader Driver, Suite C, Newark",,"Learn more: 302-294-1126","https://www.autumnarch.com/","39.611468","-75.769699"
"POINT (-75.638993000216 39.809453000032)","118","116","CSAs","Coverdale Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-27-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-27-of-585.jpg","Pick up at the farm: 543 Way Road, Greenville",,,,,"Learn more: 302-239-2334","https://www.delawarenaturesociety.org/activities/farm-market/csa/","39.809453","-75.638993"
"POINT (-75.698846000373 38.598799999818)","67","81","Farm Stands","Peaches and Honey Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-432-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-432-of-585.jpg","Offering Honey, eggs and plants","Open from 9 am to 6 pm Monday through Saturday",,"3188 Bowman Road, Seaford",,"Learn more: 302-629-5271","https://www.facebook.com/peachsandhoneyfarm/","38.5988","-75.698846"
"POINT (-75.760354000017 39.465573999878)","125","123","U-Pick","Filasky's Produce","https://delawaregrown.com/wp-content/uploads/sites/160/2019/01/recipes-cherry-tomatoes.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-6-of-585.jpg","U-Pick strawberries, tomatoes, peppers",,,"1343 Bunker Hill Road, Middletown",,"Learn more: 302-378-2754","https://www.facebook.com/FilaskysProduce/","39.465574","-75.760354"
"POINT (-75.684111000345 39.708154000342)","163","189","Breweries","Argilla Brewing Co.","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Medium-23-of-12.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Thumbnail-23-of-12.jpg",,"Hours; 11 am to 10 pm Sunday through Thursday","11 am to 1 am Friday & Saturday","2667 Kirkwood Hwy, Newark",,"Learn more: 302-731-8200","https://www.argillabrewing.com/","39.708154","-75.684111"
"POINT (-75.642318999979 39.11591199978)","79","41","Farm Stands","Fat Cat Farms","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-565-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-565-of-585.jpg","Offering seasonal produce, duck eggs and baked goods","Order by email for pick up on the farm",,"Camden-Wyoming area",,"Learn more: localfatcatfarms@gmail.com","https://www.facebook.com/localfatcatfarms/","39.115912","-75.642319"
"POINT (-75.577544999949 38.969060999707)","71","33","Farm Stands","Dittmar Family Farms","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-413-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-413-of-585.jpg","Pasture raised chicken, free-range egs, seasonal vegetables, fresh-cut flowers, honey & strawberries",,"Open Thursdays 4:40 tp 6 pm for pre-orders only","644 Paradise Alley Road, Felton",,"Learn more: 302-222-9948","https://www.facebook.com/DittmarFamilyFarms/","38.969061","-75.577545"
