"fiscal_year","fiscal_month","check_date","org","org_desc","object","object_desc","fund","fund_desc","payee","amount","payment_id","check_status","check_number","inv_number","char_code","char_code_desc","payment_type","vendor_no","goal_category"
"2016","2","2015-11-17T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","W.W. GRAINGER, INC.","99.72","105218","CLEARED",,"9873934559",,"BALANCE SHEET ACCOUNT","EFT","1574",
"2019","12","2019-09-10T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS PARENT HOLDINGS, LLC","15.49","285807","CLEARED",,"013625888","61","SUPPLIES","EFT","9245",
"2021","10","2021-07-13T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","COURTS REFUND","6","370182","NOT CLEARED",,"JP0617211028","62","CONTRACTUAL SERVICES","PRINT","999994",
"2018","6","2018-03-20T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","MIDWAY AUTO SUPPLY","31.15","214631","CLEARED",,"18932-34","61","SUPPLIES","PRINT","2966",
"2018","5","2018-02-13T00:00:00.000","201000","FIRE OPERATIONS","6108","SMALL TOOLS AND EQUIP","100","GENERAL","MUNICIPAL EMERGENCY SERVICES","2148.4","209824","CLEARED",,"1199656","61","SUPPLIES","PRINT","3123",
"2016","3","2015-12-22T00:00:00.000","213000","SCHOOL RESOURCE OFFICERS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","RED THE UNIFORM TAILOR INC","534.4","108880","CLEARED",,"00C29813","61","SUPPLIES","PRINT","6224",
"2016","6","2016-03-29T00:00:00.000","100","GENERAL","1145","PREPAID INVENTORY ITEMS","100","GENERAL","SW INTERNATL TRUCKS INC.","750","122182","CLEARED",,"D478479",,"BALANCE SHEET ACCOUNT","PRINT","4270",
"2021","11","2021-08-12T00:00:00.000","214000","POLICE TECHNICAL SERVICES","6107","CHEM/MED/LAB SUPPLIES","100","GENERAL","ULINE, INC","405.14","374991","CLEARED",,"136132520","61","SUPPLIES","EFT","4899",
"2020","6","2020-03-19T00:00:00.000","120000","CITY SECRETARY","6213","ADVERTISING","100","GENERAL","DAILY COMMERCIAL RECORD, INC","139.75","310276","CLEARED",,"677525","62","CONTRACTUAL SERVICES","EFT","800",
"2019","10","2019-07-09T00:00:00.000","40227040","W/S 2018 REV BONDS PUB WKS","8920","CONTRACTUAL SERVICES","4022","WATER SEWER 2018 REV BONDS","KIMLEY-HORN & ASSOC., INC","57523.88","276649","CLEARED",,"061056019-0519","62","CONTRACTUAL SERVICES","PRINT","2393",
"2017","3","2016-12-29T00:00:00.000","404515","STREET & ALLEY REPAIR","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","OLDCASTLE MATERIALS TEXAS, INC.","204.1","155527","CLEARED",,"200542289","62","CONTRACTUAL SERVICES","PRINT","1926",
"2017","7","2017-04-27T00:00:00.000","4000","WATER SEWER OPERATING","1100","INVENTORY - GENERAL WAREHOUSE","4000","WATER SEWER OPERATING","FORTILINE, INC","1656","171427","CLEARED",,"3921228",,"BALANCE SHEET ACCOUNT","PRINT","2712",
"2017","3","2017-01-03T00:00:00.000","201000","FIRE OPERATIONS","6234","GAS","100","GENERAL","ATMOS ENERGY CORPORATION","451.47","155286","CLEARED",,"11/18-12/19/16 4609","62","CONTRACTUAL SERVICES","EFT","3133",
"2016","12","2016-11-08T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","LANDMARK EQUIPMENT","-563.75","144979","CLEARED",,"152320","61","SUPPLIES","PRINT","2474",
"2016","11","2016-08-11T00:00:00.000","404515","STREET & ALLEY REPAIR","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","B&B READY MIX INC","895","139385","CLEARED",,"21632","62","CONTRACTUAL SERVICES","PRINT","1684",
"2020","7","2020-04-21T00:00:00.000","701000","RESERVE APPROPRIATION","6202","CONSULTING SERVICES","100","GENERAL","EMPLOYEE EXPENSE","2297.58","314459","CLEARED",,"314459","62","CONTRACTUAL SERVICES","PRINT","999998",
"2016","11","2016-08-25T00:00:00.000","605624","EVANS COMMUNITY CENTER","4635","RESERVATIONS","100","GENERAL","PARKS AND REC REFUND","50","140843","CLEARED",,"805621","46","CHARGES FOR SERVICE","PRINT","999992",
"2016","9","2016-06-07T00:00:00.000","501000","LIBRARY NORTH BRANCH","6101","OFFICE SUPPLIES","100","GENERAL","COMDATA NETWORK INC.","268.37","131426","CLEARED",,"CD721 5/1-5/31/16","61","SUPPLIES","PRINT","598",
"2021","8","2021-05-17T00:00:00.000","600000","PARKS AND RECREATION ADMIN","4636","CONCESSIONS","100","GENERAL","COMPTROLLER PUBLIC ACCTS","16.64","363587","CLEARED",,"Apr 21 Sales Tax","46","CHARGES FOR SERVICE","WIRE","612",
"2017","4","2017-02-07T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS, LLC","249.57","160683","CLEARED",,"6913554","61","SUPPLIES","EFT","1434",
"2017","1","2016-10-11T00:00:00.000","202000","EMERGENCY MEDICAL SERVICE","6244","TRAVEL AND TRAINING","100","GENERAL","DEPARTMENT OF STATE  HEALTH SERVICES","126","146576","CLEARED",,"2017 R Stanford","62","CONTRACTUAL SERVICES","PRINT","4573",
"2021","9","2021-06-22T00:00:00.000","608671","TOWN EAST POOL","6080","OTHER PERSONAL SERVICES","100","GENERAL","KRISTEN BARBOUR","480","367415","CLEARED",,"06122021","60","PERSONAL SERVICES","PRINT","5728",
"2019","10","2019-08-06T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","COURTS REFUND","6","280678","CLEARED",,"JP0718190005","62","CONTRACTUAL SERVICES","PRINT","999994",
"2017","3","2016-12-20T00:00:00.000","141000","RISK MANAGEMENT","6103","FOOD OR CONCESSIONS","100","GENERAL","CITY OF MESQUITE","6.76","154719","CLEARED",,"10074","61","SUPPLIES","PRINT","490",
"2016","7","2016-04-14T00:00:00.000","600000","PARKS AND RECREATION ADMIN","6101","OFFICE SUPPLIES","100","GENERAL","STAPLES CONTRACT & COMMERCIAL, INC","61.89","125382","CLEARED",,"3299050153","61","SUPPLIES","EFT","4343",
"2019","4","2019-01-22T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","THE BERRY COMPANIES, INC","86.97","254574","CLEARED",,"28153162",,"BALANCE SHEET ACCOUNT","PRINT","5386",
"2016","4","2016-01-21T00:00:00.000","411000","CHILLER PLANT OPERATIONS","6274","MAINTENANCE OF BUILDINGS","4000","WATER SEWER OPERATING","BERGER ENGINEERING  COMPANY","2116.5","112371","CLEARED",,"S22723","62","CONTRACTUAL SERVICES","EFT","5383",
"2020","12","2020-10-13T00:00:00.000","601000","PARK SERVICES","6108","SMALL TOOLS AND EQUIP","100","GENERAL","AIRGAS, INC","52.72","336111","CLEARED",,"997132160","61","SUPPLIES","PRINT","457",
"2017","12","2017-09-05T00:00:00.000","114000","FACILITY MAINTENANCE","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","19.35","189221","CLEARED",,"828 3550243","61","SUPPLIES","EFT","4917",
"2018","10","2018-07-24T00:00:00.000","410535","WASTEWATER TREATMENT","6225","SEWER TREATMENT - DALLAS","4000","WATER SEWER OPERATING","CITY OF DALLAS","4883.53","230630","CLEARED",,"050301622200","62","CONTRACTUAL SERVICES","PRINT","413",
"2016","9","2016-06-28T00:00:00.000","606650","SUMMER SIZZLE","6109","MISCELLANEOUS SUPPLIES","100","GENERAL","DFW MATERIALS","1068","133497","CLEARED",,"78730","61","SUPPLIES","EFT","789",
"2018","7","2018-04-17T00:00:00.000","201000","FIRE OPERATIONS","6109","MISCELLANEOUS SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","7.5","217990","CLEARED",,"8283630803","61","SUPPLIES","EFT","4917",
"2019","11","2019-08-20T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","ADVANCE STORES CO., INC.","99","282755","CLEARED",,"14865-223332",,"BALANCE SHEET ACCOUNT","PRINT","8417",
"2019","10","2019-07-30T00:00:00.000","606650","SUMMER SIZZLE","6200","PROFESSIONAL SERVICES","100","GENERAL","MESQUITE INDEPENDENT SCHOOL DISTRICT","1338.75","279737","CLEARED",,"2115","62","CONTRACTUAL SERVICES","EFT","2912",
"2016","12","2016-09-20T00:00:00.000","405000","EQUIPMENT SERVICES","6175","EQUIP SRVS OPERATIONAL COSTS","100","GENERAL","J-8 EQUIPMENT CO OF TEXAS","25.45","143541","CLEARED",,"135107","61","SUPPLIES","PRINT","2125",
"2021","11","2021-08-31T00:00:00.000","410534","WASTEWATER COLLECTION","6290","OTHER CONTRACTUAL SERVICES","4000","WATER SEWER OPERATING","ARCOSA MATERIALS INC","78.98","377557","CLEARED",,"A240683586","62","CONTRACTUAL SERVICES","PRINT","10623",
"2019","9","2019-06-18T00:00:00.000","100000","CITY COUNCIL","6103","FOOD OR CONCESSIONS","100","GENERAL","AMERICAN EXPRESS TRAVEL RELATED SERVICES","1187.45","273390","CLEARED",,"5292019AMEX","61","SUPPLIES","PRINT","1469",
"2021","7","2021-04-20T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","TITAN GLASS LLC","125.69","359808","CLEARED",,"1380-1405684","61","SUPPLIES","PRINT","9868",
"2021","9","2021-06-24T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","BLUE TARP FINANCIAL","0.79","367716","CLEARED",,"40058051","62","CONTRACTUAL SERVICES","PRINT","5700",
"2021","10","2021-07-27T00:00:00.000","608670","CITY LAKE POOL","6277","MAINTENANCE OF INFRASTRUCTURE","100","GENERAL","SUNBELT POOL SUPPLY","549.54","372498","CLEARED",,"W10370","62","CONTRACTUAL SERVICES","EFT","4408",
"2021","12","2021-09-16T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","COURTS REFUND","6","380938","CLEARED",,"JP0826211020","62","CONTRACTUAL SERVICES","PRINT","999994",
"2019","8","2019-05-09T00:00:00.000","605629","DAY CAMP","6109","MISCELLANEOUS SUPPLIES","100","GENERAL","LOWES COMPANIES, INC.","399.59","269339","CLEARED",,"64075-2","61","SUPPLIES","PRINT","2665",
"2017","12","2017-10-03T00:00:00.000","114000","FACILITY MAINTENANCE","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","28.75","193125","CLEARED",,"828 3555198","61","SUPPLIES","EFT","4917",
"2020","8","2020-05-14T00:00:00.000","150000","FINANCE ADMINISTRATION","6101","OFFICE SUPPLIES","100","GENERAL","STAPLES CONTRACT & COMMERCIAL, INC","10.96","317056","CLEARED",,"3446636056","61","SUPPLIES","EFT","4343",
"2019","9","2019-06-18T00:00:00.000","411000","CHILLER PLANT OPERATIONS","6235","TELEPHONE SERVICE","4000","WATER SEWER OPERATING","SOUTHWESTERN BELL TELEPHONE COMPANY","65.65","273602","CLEARED",,"120833915.06-19","62","CONTRACTUAL SERVICES","PRINT","4283",
"2019","7","2019-04-25T00:00:00.000","202000","EMERGENCY MEDICAL SERVICE","6235","TELEPHONE SERVICE","100","GENERAL","AT&T MOBILITY II, LLC","79.48","265579","CLEARED",,"990136715X04032019","62","CONTRACTUAL SERVICES","PRINT","3062",
"2020","2","2019-11-26T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","WITCH EQUIPMENT CO","86.12","294751","CLEARED",,"345911",,"BALANCE SHEET ACCOUNT","PRINT","5268",
"2021","9","2021-06-24T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS PARENT HOLDINGS, LLC","13.5","367370","CLEARED",,"018577277","61","SUPPLIES","EFT","9245",
"2018","8","2018-05-10T00:00:00.000","405000","EQUIPMENT SERVICES","6278","MAINTENANCE OF MOTOR VEHICLES","100","GENERAL","DDAGG, INC.","2733.99","221297","CLEARED",,"03312018","62","CONTRACTUAL SERVICES","PRINT","3943",
"2018","3","2017-12-07T00:00:00.000","200000","FIRE ADMINISTRATION","6101","OFFICE SUPPLIES","100","GENERAL","STAPLES CONTRACT & COMMERCIAL, INC","113.2","201242","CLEARED",,"3361681422","61","SUPPLIES","EFT","4343",
"2017","6","2017-03-23T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","SW INTERNATL TRUCKS INC.","-671.3","166417","CLEARED",,"D539374","61","SUPPLIES","PRINT","4270",
"2018","6","2018-03-13T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","OGBURNS TRUCK PARTS","271.3","213600","CLEARED",,"339775",,"BALANCE SHEET ACCOUNT","EFT","3345",
"2016","3","2015-12-15T00:00:00.000","604000","RECREATION SERVICES ADMIN","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","11.38","108498","CLEARED",,"8283327963","61","SUPPLIES","EFT","4917",
"2019","7","2019-04-25T00:00:00.000","900000","MUNICIPAL AIRPORT OPERATION","4693","FUEL SALES - AV FUEL CREDITS","5500","AIRPORT OPERATING","AVFUEL CORPORATION","-290.9","267202","CLEARED",,"11993219","46","CHARGES FOR SERVICE","EFT","3606",
"2018","7","2018-04-26T00:00:00.000","211000","POLICE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS, LLC","579.05","219146","CLEARED",,"0C49314B","61","SUPPLIES","EFT","1434",
"2018","12","2018-09-18T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","COURTS REFUND","6","238557","CLEARED",,"JP0906180016","62","CONTRACTUAL SERVICES","PRINT","999994",
"2018","11","2018-08-14T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","W.W. GRAINGER, INC.","363.42","233744","CLEARED",,"9823026712","62","CONTRACTUAL SERVICES","EFT","1574",
"2020","5","2020-02-11T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","TX KENWORTH CO","306.78","304813","CLEARED",,"T00665600528651",,"BALANCE SHEET ACCOUNT","PRINT","4588",
"2019","12","2019-09-17T00:00:00.000","100","GENERAL","2101","A/P DUE TO OTHER CITY CRT COLL","100","GENERAL","CITY OF DALLAS","2236.79","286481","CLEARED",,"Z2010483",,"BALANCE SHEET ACCOUNT","PRINT","413",
"2019","12","2019-09-19T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS PARENT HOLDINGS, LLC","132.46","286568","CLEARED",,"013674550","61","SUPPLIES","EFT","9245",
"2021","1","2020-10-27T00:00:00.000","2107060","4B CAPITAL PARD","8940","MAJOR CAPITAL OUTLAY","210","QUALITY OF LIFE CORP (4B)","PBS CONSTRUCTION, LLC","1500","337336","CLEARED",,"2157","64","CAPITAL OUTLAY-MAJOR","EFT","9342",
"2017","4","2017-01-10T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","JAGUAR COURIER SERVICE INC","18.79","156852","CLEARED",,"1051565","61","SUPPLIES","PRINT","6576",
"2018","2","2018-02-08T00:00:00.000","100","GENERAL","2030","SYSTEM A/P CLEARING","100","GENERAL","COURTS REFUND","583.6","197826","CLEARED",,"MC1700088",,"BALANCE SHEET ACCOUNT","PRINT","999994",
"2017","5","2017-03-09T00:00:00.000","254000","ANIMAL SERVICES","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","UNIFIRST HOLDINGS,INC.","51.49","165214","CLEARED",,"8283488643","61","SUPPLIES","EFT","4917",
"2016","12","2016-09-15T00:00:00.000","900000","MUNICIPAL AIRPORT OPERATION","4697","AIRPORT MISC PILOT SUPPLIES","5500","AIRPORT OPERATING","COMPTROLLER PUBLIC ACCTS","32.1","144083","CLEARED",,"09152016","46","CHARGES FOR SERVICE","WIRE","612",
"2018","12","2018-10-09T00:00:00.000","40227040","W/S 2018 REV BONDS PUB WKS","8940","MAJOR CAPITAL OUTLAY","4022","WATER SEWER 2018 REV BONDS","HUITT ZOLLARS INC","6991","240131","CLEARED",,"3065490121","64","CAPITAL OUTLAY-MAJOR","EFT","1969",
"2017","7","2017-04-06T00:00:00.000","501000","LIBRARY NORTH BRANCH","6155","BOOK SUPPLIES","100","GENERAL","INGRAM LIBRARY SERVICES, INC","41.85","169149","CLEARED",,"97789021","61","SUPPLIES","EFT","2058",
"2021","8","2021-05-13T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS PARENT HOLDINGS, LLC","48.28","362904","CLEARED",,"018295434","61","SUPPLIES","EFT","9245",
"2021","2","2020-11-24T00:00:00.000","145000","SELF INSURANCE GROUP MEDICAL","4802","RETIREES MEDICAL INSUR CONTRIB","6000","GROUP MEDICAL INSURANCE","MISC VENDOR","60","340862","CLEARED",,"340862","48","CONTRIBUTE / DONATE","PRINT","999996",
"2016","12","2016-10-11T00:00:00.000","20307011","2016 C.O. CAP PROJ ADMIN","8940","MAJOR CAPITAL OUTLAY","2030","2016 C.O. CAPITAL PROJECTS","NOUVEAU CONSTRUCTION","13623","146428","CLEARED",,"23596C-3","64","CAPITAL OUTLAY-MAJOR","EFT","6293",
"2017","1","2016-10-13T00:00:00.000","401500","TRAFFIC ENGINEERING","6130","TRAFFIC SIGNAL SUPPLIES","100","GENERAL","TRASTAR, INC","2944","147219","CLEARED",,"12373","61","SUPPLIES","PRINT","4834",
"2019","9","2019-07-02T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","NATIONAL WHOLESALE SUPPLY, INC.","110.69","276482","CLEARED",,"S2762192.001","62","CONTRACTUAL SERVICES","PRINT","3223",
"2016","6","2016-03-15T00:00:00.000","201000","FIRE OPERATIONS","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","REPUBLIC WASTE SERVICES OF TX LTD.","37.45","121651","CLEARED",,"794-010933427","62","CONTRACTUAL SERVICES","EFT","879",
"2017","5","2017-03-02T00:00:00.000","501000","LIBRARY NORTH BRANCH","6156","AUDIOVISUAL SUPPLIES","100","GENERAL","BAKER & TAYLOR","1.5","163572","CLEARED",,"K05518942R","61","SUPPLIES","EFT","4387",
"2017","7","2017-04-06T00:00:00.000","410531","WATER PRODUCTION","6275","MAINTENANCE OF EQUIPMENT","4000","WATER SEWER OPERATING","HD SUPPLY FACILITIES MAINTENANCE","200.69","169427","CLEARED",,"215640","62","CONTRACTUAL SERVICES","PRINT","1973",
"2020","2","2019-11-19T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","COURTS REFUND","6","294576","CLEARED",,"JP1107190006","62","CONTRACTUAL SERVICES","STALE DATED","999994",
"2016","11","2016-08-25T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","TEMPLE ELECTRIC SUPPLY","69","140733","CLEARED",,"485779","62","CONTRACTUAL SERVICES","EFT","4530",
"2021","11","2021-08-24T00:00:00.000","301000","BUILDING INSPECTION","4304","MECHANICAL PERMITS","100","GENERAL","MISC VENDOR","65","375834","CLEARED",,"INV-00054921","43","LICEN, PERMIT & FEES","PRINT","999996",
"2016","4","2016-01-21T00:00:00.000","605631","AFTER SCHOOL ADVENTURES","6103","FOOD OR CONCESSIONS","100","GENERAL","CITY OF MESQUITE","101.76","112430","CLEARED",,"06187","61","SUPPLIES","PRINT","490",
"2017","3","2016-12-27T00:00:00.000","410533","WATER DISTRIBUTION","6244","TRAVEL AND TRAINING","4000","WATER SEWER OPERATING","TX RURAL WATER ASSOCIATION","470","155228","CLEARED",,"Alejandro Maldonado","62","CONTRACTUAL SERVICES","PRINT","4648",
"2019","2","2018-11-15T00:00:00.000","50037040","DUD CAP PROJ - CASH PUB WKS","8940","MAJOR CAPITAL OUTLAY","5003","DRAIN UTILITY DIST CASH PROJ","B&B READY MIX INC","1470","246851","CLEARED",,"119253","64","CAPITAL OUTLAY-MAJOR","PRINT","1684",
"2021","6","2021-03-09T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS PARENT HOLDINGS, LLC","5.22","354366","CLEARED",,"017790431","61","SUPPLIES","EFT","9245",
"2019","12","2019-09-30T00:00:00.000","201000","FIRE OPERATIONS","6109","MISCELLANEOUS SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","5","288013","CLEARED",,"8283816700","61","SUPPLIES","EFT","4917",
"2021","4","2021-02-04T00:00:00.000","605624","EVANS COMMUNITY CENTER","6234","GAS","100","GENERAL","ATMOS ENERGY CORPORATION","1747.11","350567","CLEARED",,"12/20-1/21/21 1116 H","62","CONTRACTUAL SERVICES","EFT","3133",
"2020","5","2020-02-06T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","PROFESSIONAL TURF PRODUCTS OF TX","413.05","304536","CLEARED",,"1480784-00",,"BALANCE SHEET ACCOUNT","EFT","3660",
"2018","2","2017-11-14T00:00:00.000","201000","FIRE OPERATIONS","6275","MAINTENANCE OF EQUIPMENT","100","GENERAL","SONETICS CORP.","360","198086","CLEARED",,"194532","62","CONTRACTUAL SERVICES","PRINT","8616",
"2017","11","2017-08-08T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","AUTONATION FORT WORTH MOTORS","71.6","185368","CLEARED",,"4808693","61","SUPPLIES","PRINT","4641",
"2018","4","2018-01-30T00:00:00.000","130000","LEGAL","6101","OFFICE SUPPLIES","100","GENERAL","CITY OF MESQUITE","7.12","207310","CLEARED",,"00194","61","SUPPLIES","PRINT","490",
"2016","8","2016-05-10T00:00:00.000","114000","FACILITY MAINTENANCE","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","18.45","128515","CLEARED",,"8283382653","61","SUPPLIES","EFT","4917",
"2020","7","2020-04-02T00:00:00.000","403510","RESIDENTIAL WASTE COLLECTION","6080","OTHER PERSONAL SERVICES","100","GENERAL","RUSHMORE CORPORATION","6136.31","312611","CLEARED",,"1020290","60","PERSONAL SERVICES","PRINT","8014",
"2017","10","2017-07-25T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS, LLC","52.5","183319","CLEARED",,"7940760","61","SUPPLIES","EFT","1434",
"2017","1","2016-10-13T00:00:00.000","210000","POLICE ADMINISTRATION","6232","MEMBERSHIPS/DUES/SUBS","100","GENERAL","N TX POLICE CHIEFS ASSOC.","25","146066","CLEARED",,"10316","62","CONTRACTUAL SERVICES","PRINT","3308",
"2021","8","2021-06-01T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","SOUTHERN TIRE MART, LLC","225","364429","CLEARED",,"4000223587",,"BALANCE SHEET ACCOUNT","EFT","4256",
"2019","4","2019-01-29T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS PARENT HOLDINGS, LLC","256.47","255352","CLEARED",,"11796065","61","SUPPLIES","EFT","9245",
"2021","2","2020-11-05T00:00:00.000","201000","FIRE OPERATIONS","6109","MISCELLANEOUS SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","7.5","338767","CLEARED",,"828 3934680","61","SUPPLIES","EFT","4917",
"2020","1","2019-10-08T00:00:00.000","402506","DRAINAGE UTILITY OPERATIONS","6244","TRAVEL AND TRAINING","5000","DRAIN UTILITY DIST OPERATING","EMPLOYEE EXPENSE","10","289923","CLEARED",,"289923","62","CONTRACTUAL SERVICES","PRINT","999998",
"2020","2","2019-11-26T00:00:00.000","20367040","2019 C.O. CAP PROJ PUB WKS","8940","MAJOR CAPITAL OUTLAY","2036","2019 C.O. CAPITAL PROJECTS","B&B READY MIX INC","143.14","296268","CLEARED",,"126992","64","CAPITAL OUTLAY-MAJOR","PRINT","1684",
"2019","1","2018-10-30T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS, LLC","19.99","244154","CLEARED",,"11079387","61","SUPPLIES","EFT","1434",
"2017","4","2017-01-26T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS, LLC","2.25","158861","CLEARED",,"6842479","61","SUPPLIES","EFT","1434",
"2019","11","2019-08-13T00:00:00.000","605626","WESTLAKE HOUSE","4635","RESERVATIONS","100","GENERAL","PARKS AND REC REFUND","200","281732","CLEARED",,"16443475","46","CHARGES FOR SERVICE","PRINT","999992",
"2017","9","2017-06-13T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","LOWES COMPANIES, INC.","46.15","178042","CLEARED",,"64780-1","62","CONTRACTUAL SERVICES","PRINT","2665",
"2018","3","2017-12-19T00:00:00.000","211000","POLICE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","RED THE UNIFORM TAILOR INC","-31.05","201515","CLEARED",,"00C47179","61","SUPPLIES","PRINT","6224",
"2016","7","2016-04-07T00:00:00.000","604000","RECREATION SERVICES ADMIN","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","UNIFIRST HOLDINGS,INC.","0.71","124522","CLEARED",,"8283373150","61","SUPPLIES","EFT","4917",
"2021","10","2021-07-29T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","ASSOC. AIR COND. & APPLIANCES, INC","106.24","372745","CLEARED",,"6513121","62","CONTRACTUAL SERVICES","EFT","453",
"2018","12","2018-09-18T00:00:00.000","215000","POLICE STAFF SUPPORT SERVICES","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS, LLC","-79.99","238735","CLEARED",,"00C51334","61","SUPPLIES","EFT","1434",
"2021","11","2021-08-18T00:00:00.000","900000","MUNICIPAL AIRPORT OPERATION","4697","AIRPORT MISC PILOT SUPPLIES","5500","AIRPORT OPERATING","COMPTROLLER PUBLIC ACCTS","-27.81","375808","CLEARED",,"July 21 Sales Tax","46","CHARGES FOR SERVICE","WIRE","612",
"2016","9","2016-06-30T00:00:00.000","114000","FACILITY MAINTENANCE","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","19.35","133767","CLEARED",,"8283401479","61","SUPPLIES","EFT","4917",
"2020","8","2020-05-14T00:00:00.000","202000","EMERGENCY MEDICAL SERVICE","6210","MEDICAL SERVICES","100","GENERAL","AIRGAS, INC","88.6","316902","CLEARED",,"9100951048","62","CONTRACTUAL SERVICES","PRINT","457",
"2021","2","2020-11-10T00:00:00.000","205000","EMERGENCY MANAGEMENT","6109","MISCELLANEOUS SUPPLIES","100","GENERAL","1013 STAR COMMUNICATIONS LLC","333","339360","CLEARED",,"T-1047984","61","SUPPLIES","PRINT","4536",
"2016","2","2015-11-19T00:00:00.000","145000","SELF INSURANCE GROUP MEDICAL","6257","VISION HEALTH CLAIMS","6000","GROUP MEDICAL INSURANCE","CITY OF MESQUITE","100","105532","CLEARED",,"05807","62","CONTRACTUAL SERVICES","PRINT","490",
