"market_name","address","location","landmarks","market_season","days_open","hours_open","snap_match","wic_farmers_market_nutrition","senior_farmers_market","website","notes_for_updates","pa_snap_ed_agents_2017","market_manager","market_phone","market_email"
"Lynchburg Community Farmers Market","1219 Main Street Lynchburg, VA 24504","Lynchburg","at the cornor of 12th st. and Main st.","Year round","Farmers Market: Saturday -- Community Market: Tues. - Sat.","Farmers Market: 7am-2pm -- Community Market: 7am-2pm","Yes (Up to $25)","No","No","http://lynchburgcommunitymarket.com/","Updated June 2021","Ricky Kowalewski -- Darrius Slaughter, Assistant Manager","434-455-4485","communitymarket@lynchburgva.gov",
"Manakin Market","68 Broad Street Road Manakin Sabot, VA 23103","Manakin Sabot","5 min west of Short Pump","May - October","Saturday","9AM - 12PM","Yes (Up to $25)","No","No","https://rvagriculture.org/manakin-market/","Updated June 2021","Rose Austin","(757) 273-4643","rose@rvagriculture.org",
"Manassas Farmers Market","9201 Center Street, Manassas, VA 20110 (Harris Pavilion)","Manassas","Thursday Market – Harris Pavilion 9201 Center St Manassas

Saturday Market – Prince William St Commuter Car park 9024 Prince William St Manassas","Saturday market is year round Thursday market April-mid November","Thursday, Saturday","8 am - 1 pm","Yes (Up to $30)","no","No","http://visitmanassas.org/the-farmers-market/","Updated June 2021","Melissa","703-361-6599","melissa@historicmanassasinc.org",
"Marion Regional Farmers Market","Corner of East Cherry Street and South Chestnut Street Marion, VA 24354","Marion","Town Square Parking Lot","May 6th - October 28th Winter market: January-April","Saturday Winter market: second Saturday of every month","8AM - 12PM Winter market: 10 am - 12 pm","Yes (Up to $25)","No","Yes (starts in July)","https://www.facebook.com/marionvafarmersmarket/","Updated June 2021","Leslie Vanover","(276) 378-5029","info@marionva.org",
"Martinsville Uptown Farmer's Market","65 West Main Street Martinsville, VA 24112","Martinsville",,"April 24th - November 20th","Wednesday, Saturday","Saturdays (April 24th - November 20th) 7AM - 12PM
Wednesdays (July 7th - September 29th) 7AM - 12PM","Yes ($20)","Yes (but only some vendors accept WIC)","Yes","http://martinsvilleuptown.com/farmers-market.cfm","Updated June 2021",,"(276) 632-5688","Kimberly@mhcchamber.com",
"Mineral Farmers Market","81 Louisa Avenue Mineral, VA 23117","Mineral",,"May - October","Saturday","8AM - 12PM","Yes","No","No","http://www.mineralmarket.org/","Updated June 2021","Becky Vigon","(540) 854-7626","Becky@MineralMarket.org",
"Mount Vernon Farmers Market","2501 Sherwood Hall Lane Alexandria, VA 22306","Alexandria","Library parking lot","April 21-December 22","Wednesday","8AM - 12PM","Yes (Up to $10)","No","No","https://www.fairfaxcounty.gov/parks/farmersmarkets/mccutcheon-mount-vernon","Julia.Deupree@fairfaxcounty.gov is an inactive email. Market Manager has changed to Pamela Smith (?)",,"Pamela Smith","703-642-0128","Pamela.Smith2@fairfaxcounty.gov"
"North Augusta Farmers' Market","406 Lee Highway Verona, VA 24482","Verona","By Verona United Methodist Church and Burger King","May-September","Wednesday","11AM - 1PM","Yes","Yes","Yes","https://www.projectgrows.org/food-access/our-markets/","Updated June 2021","SNAP Ed Agent, Morgan Martindell, did SNAP outreach","Chelsea deRochmont","503-324-2405","markets@projectgrows.org"
"Norton Farmers Market","815 Park Avenue SW Norton, VA 24273","Norton","Farmers Market Building","June - September","Tuesday","4PM - 6PM","Yes (Up to $25)","Yes","Yes","http://www.nortonva.gov/farmersmarket","Updated June 2021",,"(276) 679-1160","farmersmarket@nortonva.gov",
"Old Town Alexandria Farmers Market","301 King Street Alexandria, VA 22314","Alexandria","Market Square, in front of Alexandria's historic City Hall","Year Round","Saturday","7AM - 12PM","Yes (Up to $20)","No","No","https://www.alexandriava.gov/OldTownFarmersMarket","https://www.facebook.com/OldTownFarmersMarketAlexandriaVA/",,,"(703)746-HELP","VisitAlexandriaVA.com OR (?) snapebt@alexandriava.gov"
"On the Square Farmers Market","1314 E Grace St, Richmond, VA 23219 - 2028","Richmond","Capitol Square","May-September","Friday","11AM-1PM","Yes (Up to $25)","No","No","https://www.facebook.com/OnTheSquareVAFarmersMarket/ & https://rvagriculture.org/?fbclid=IwAR3Hm2MzxtvbdZjPj9Hvx0lRMk2bw-WAgcnjE3CU38-meAL9dxrwA4dAMXM","Updated June 2021","Lisa Dearden","(804) 314-9141","Manager@rvagriculture.org",
"Our Health Healthy Living Event","329 N Cameron St Winchester, VA 22601","Winchester",,"June - September","3rd Tuesday of the month","10AM-2PM","No","No","No",,"Updated June 2021, once SNAP participants visit all health booths and reviece free screenings, they can turn in their marked passport and recieve $5.00 for a single person or $10.00 for a family to use at the farmer's market. It can be used on everything",,"Mary Falu","540-536-1600","mfalu@valleyhealthlink.com"
"Pearisburg Farmers Market","1410 Wenonah Ave Pearisburg, VA 24134","Pearisburg","Perisburg Community Center","May - October","No set schedule - Check website/facebook page","Hours Vary - Check website/facebook page","No","No","No","https://www.facebook.com/pearisburgcommunitymarket/","Updated June 2021","Hope Harrell","540-921-0340","harrell@pearisburg.org",
"Prince George Farmers Market","6605 Courts Drive Prince George, VA 23875","Prince George","Scott Park Pavilion, by Prince George Library","May 8th - October 30th (No market on July 3rd)","Saturday","8AM - 12PM","Yes","No","No","http://www.princegeorgecountyva.gov/farmersmarket/","Updated June 2021","Corrie Hurt","(804) 722-8777","farmersmarket@princegeorgecountyva.gov",
"Reston Farmers Market","1609 Washington Plaza N Reston, VA 20190","Reston","Lake Anne Village Center & the Washington Plaza Baptist Church","May 1st - December 4th","Saturday","8AM - 12PM","Yes (Up to $20)","No","No","https://www.fairfaxcounty.gov/parks/farmersmarkets/reston","Updated June 2021","Pamela Smith","(703) 642-0128","Pamela.Smith2@fairfaxcounty.gov",
"River Street Farmers Market","30 River St, Petersburg, VA 23803","Petersburg","Across from Croaker’s Spot Restaurant and to the side of the Farmer’s Market Restaurant","Year round","Saturday","9AM-12PM","Yes","No","No","http://riverstreetmarket.com/","Updated June 2021","Cheryl Bursch","(804) 720-2532","info@riverstreetmarket.com",
"Route 639 Farmers Market","7278 Ladysmith Road, Ruther Glen, VA 22546","Ruther Glen",,"May- September","Thursday","4PM - 7PM","Yes (Up to $30)","No","No","https://www.facebook.com/groups/586850535001520/about/","Updated July 2020","PA, LaWanda Wright, did cooking demos, SNAP outreach, nutrition education, and food preservation.","Agostinho Caldeira","804-633-3490","rt639marketmanager@gmail.com"
"Salem Farmers Market","3 East Main Street Salem, VA 24153","Salem",,"Year Round","Saturday","Sat 8AM - 12PM (Apr-Dec)","Yes (No limit)","No","No","http://market.salemva.gov/","Updated May 2021",,"Isaac Campbell","540-375-4098","farmersmarket@salemva.gov"
"Scottsville Community Farmer's Market","125 Fleet Street, Scottsville, VA 24590","Scottsville","Market Square by Dorrier Park","May - November","Saturday","9AM - 1PM","No","No","No","http://www.scottsvillefarmersmarket.org/","Updated June 2021, said they don't have offical market manger at the moment and are looking for one and stated to list Lisa for now.",,"Lisa Matt Lawless","434-286-9267","market@scottsville.org"
"Shalom Farm Grown To Go Mobile Market - Hillside Court Recreation Center","1500 Harwood Avenue Richmond, VA 23224","Richmond","front parking lot RRHA rental office","June - November","Thursday","2:00PM - 2:30PM","Yes","No","No","https://shalomfarms.org/shop/","Alistar Harris","804-266-1914","mobilemarket@shalomfarms.org",,
"Shalom Farms Grown To Go Mobile Market - 4th Avenue Senior Apts","1611 4th Avenue Richmond, VA 23225","Richmond","to the right of front entrance","June - November","Tuesday","3-4PM","Yes","No","No","https://shalomfarms.org/shop/","Alistar Harris","804-266-1914","mobilemarket@shalomfarms.org",,
"Shalom Farms Grown To Go Mobile Market - Broad Rock Community Center","4615 Ferguson Lane, Richmond VA","Richmond","parking lot in front of resource center building, close to school building entrance","June - November","Friday","3:00-4:00PM","Yes","No","No","https://shalomfarms.org/shop/","Alistar Harris","804-266-1914","mobilemarket@shalomfarms.org",,
"Shalom Farms Grown To Go Mobile Market - Dominion Place Senior Apartments","1025 W. Grace St.","Richmond","senior apartments parking lot to right","June - November","Thursday","12-12:30PM","Yes","No","No","https://shalomfarms.org/shop/","Alistar Harris","804-266-1914","mobilemarket@shalomfarms.org",,
"Shalom Farms Grown To Go Mobile Market - Fairfield Court Resource Center","2510 Phaup Street","Richmond","front of resource center, corner of Phaup St and 25th Ave.","June - November","Wednesday","1:30 - 2:30PM","Yes","No","No","https://shalomfarms.org/shop/","Alistar Harris","804-266-1914","mobilemarket@shalomfarms.org",,
"Shalom Farms Grown To Go Mobile Market - James River Villas","2506 Atwell Drive, Richmond, VA","Richmond","parking lot on corners of Columbia/Atwell/Brady streets","June - November","Thursday","3-4PM","Yes","No","No","https://shalomfarms.org/shop/","Alistar Harris","804-266-1914","mobilemarket@shalomfarms.org",,
"Shalom Farms Grown To Go Mobile Market - Lincoln Mews Apartments","4101 North Ave.","Richmond","at mailboxes on street","June - November","Tuesday","4:30-5:30PM","Yes","No","No","https://shalomfarms.org/shop/","Alistar Harris","804-266-1914","mobilemarket@shalomfarms.org",,
"Shalom Farms Grown To Go Mobile Market - Massey Cancer Center","1316 E. Marshall St.","Richmond",,"June-November","Wednesday","10AM-12PM (first hour for patients only)","Yes","No","No","https://shalomfarms.org/shop/","Alistar Harris","(804)266-1914","mobilemarket@shalomfarms.org",,
"Shalom Farms Grown To Go Mobile Market - Stonewall Senior Apartments","1920 Stonewall Avenue, Richmond, VA","Richmond","Rear of apartment building parking lot","June - November","Thursday","1-1:30PM","Yes","No","No","https://shalomfarms.org/shop/","Alistar Harris","804-266-1914","mobilemarket@shalomfarms.org",,
"Shalom Farms Grown To Go Mobile Market - Winchester Greens","2800 Bensley Park Blvd N Chesterfield, VA 23237","Richmond","across from senior apartments in front of preschool building","June - November","Friday","1:30PM - 2:30PM","Yes","No","No","https://shalomfarms.org/shop/","Alistar Harris","804-266-1914","mobilemarket@shalomfarms.org",,
"Shalom Farms Grown to Go Mobile Market - Creighton Court Resource Center","2101 Creighton Road Richmond VA 23223","Richmond","front of resource center parking area","June - November","Wednesday","3:00 -4:00PM","Yes","No","No","https://shalomfarms.org/shop/","Alistar Harris","804-266-1914","mobilemarket@shalomfarms.org",,
"Shalom Farms Grown to Go Mobile Market - Fulton Neighborhood Resource Center","1519 Williamsburg Road, Richmond, VA","Richmond","Parking lot in front of office building","June - November","Wednesday","4:30-5:30PM","Yes","No","No","https://shalomfarms.org/shop/","Alistar Harris","804-266-1914","mobilemarket@shalomfarms.org",,
"Shalom Farms Grown to Go Mobile Market - Highland Park Senior Apartments","1221 E Brookland Park Blvd Richmond VA 23222","Richmond","right side front parking lot","June - November","Tuesday","1:30 - 2:30PM","Yes","No","No","https://shalomfarms.org/shop/","Alistar Harris","804-266-1914","mobilemarket@shalomfarms.org",,
"Shalom Farms Grown to Go Mobile Market - Southwood Apartments","1742 Clarkson Road, Richmond, VA","Richmond","parking lot in front of resource center office","June - November","Friday","4:30 - 5:30PM","Yes","No","No","https://shalomfarms.org/shop/","Alistar Harris","804-266-1914","mobilemarket@shalomfarms.org",,
"South Street Barn Market","411 S Muhlenberg St Woodstock, VA 22664","Woodstock",,"Year Round","Saturday","9AM-1PM","Yes (Up to $20)","No","No","https://www.southstreetbarnmarket.com/","Updated June 2021",,"Judy Rhodes","(540) 325-3768","southstreetbarnmarket@gmail.com"
"Spotsylvania Farmers Market Route 3 – Gordon Road Commuter Lot Market","12150 Gordon Road, Fredericksburg, VA 22407","Spotsylvania",,"April-December","Saturday","9AM-1PM","Yes (Up to $40)","No","No","https://www.spotsylvaniafarmersmarket.com/","Updated June 2021","PA, Mary Belman, and intern did cooking demo and samples. LaWanda Wright did cooking demos, SNAP outreach, nutrition education, food preservation","Beth Austin","540-419-1746","spotsylvaniafarmersmarket@gmail.com"
"Spotsylvania Regional Medical Center Market","4600 Spotsylvania Parkway, Fredericksburg, VA 22408","Spotsylvania","parking lot of the Spotsylvania Regional Medical Center in the Cosner Corner area","May - September","Wednesday","2PM - 6PM","Yes (Up to $40)","No","No","https://www.spotsylvaniafarmersmarket.com/","Updated June 2021",,"Beth Austin","540-419-1746","spotsylvaniafarmersmarket@gmail.com"
"Staunton Farmers Market","98 W Johnson Street Staunton, VA 24401","Staunton","Wharf Parking Lot","April - November","Saturday","7AM - 12PM","Yes","Yes","Yes","http://stauntonfarmersmarket.org/","Updated June 2021",,"Ashley Malcolm","540-448-1937","stauntonfarmersmarket@gmail.com"
"Staunton-Augusta Health Department Farmers Market","1414 N Augusta St, Staunton, VA 24401","Staunton",,"June-September","Friday","11AM-2PM","Yes (WIC and SNAP/EBT members only at this time)","Yes","No","http://www.projectgrows.org/food-access/our-markets/","Updated June 2021",,"Chelsea deRochmont","503-324-2405","markets@projectgrows.org"
"Surry County Farmers Market","45 School Street, Surry, VA 23883","Surry","Surry County Government Building, Market Pavilion","May-October","Friday","4PM - 7PM","Yes","No","No","http://surrycountytourism.com/Farmers_Market.htm","Updated June 2021 - found email contact on website because orginial email listed did not exist.",,,"757-294-3044","sjones@surrycountyva.gov"
"The Carytown Farmers Market","3201 Maplewood Ave. Richmond, VA 23221","Richmond","City Stadium","May-October","Sunday","9AM - 1PM","No","No","No","http://www.carytownmarket.com/",,"804-402-9076","carytownmarket@gmail.com",,
"The Market at Second Stage","Physical Address: 194 Second Street, Amherst, VA 24521                                                                     Mailing Address: PO Box 342, Amherst VA 24521","Amherst","At the corner of 2nd Street and Washington Street in downtown Amherst, VA, across from the Amherst County Administration Building","May - October 28th","Thursday","3:30 - 5:30PM","Yes (Up to $30)","No","No","https://www.secondstageamherst.org/","https://www.facebook.com/The-Market-at-Second-Stage-994201827398686/",,"Crystal Ungar","(434) 941-0997","secondstageamherst@gmail.com"
"The Onancock Farmers Market","22 Market Street Onancock, VA 23417","Onancock","At the corner of Market & Ames St across from the Post Office","May - November","Saturday","9AM - 12PM","Yes (Up to $20)","Yes","Yes","http://onancockmarket.com/","Updated June 2021","Janet Fosque","757-710-2028","onancockmarket@gmail.com",
"Town Of Hillsville Farmers Market","Physical: 410 N Main St, Hillsville, VA 24343; Mailing: PO Box 545, Hillsville, VA 24343","Hillsville","Corner of Court and Pine Street behind historic courthouse at 515 N. Main","May - October","Thursday","3-7PM","Yes (Up to $25)","No","Yes, one vendor participates","https://hillsvillefarmersm.wixsite.com/mysite","Updated June 2021",,"Market Manager: Teresa Catron; Assistant Manager: Rose Spencer","(276) 728-2128","tohfarmersmarket@townofhillsville.com"
"Tricycle Gardens Four Season Farmers Market","823 North 31st St, Richmond, VA 23298","Richmond","31st Street Baptist Church","March - November","Thursday","4PM-7PM","Yes","No","No","https://markets.farmland.org/market/tricycle-gardens-four-season-farmers-market/",,"804-231-7767",,,
"Tysons Farmers Market","Tysons Corner Center, Tysons VA","Tysons","The Plaza at Tysons Corner Center","June-November","Sundays","10AM-2PM","Yes (Up to $20)","No","No","http://www.community-foodworks.org/tysons","Updated June 2021","Chelsea Roseberry","(703) 376-1170","chelsea@freshfarm.org","Cannot find Market on website"
"Vinton Farmers Market","204 W Lee Avenue Vinton, VA 24179","Vinton",,"April - December","Monday - Saturday","8AM-6PM","Yes (Up to $10)","No","No","http://www.vintonva.gov/index.aspx?NID=73","Updated July 2020",,"Chasity Barbour","540-983-0645","cbarbour@vintonva.gov"
"Warrenton Farmer's Market","21 Main Street, Warrenton, VA 20186 (Saturday)","Warrenton","in parking lots behind building","April-November","Saturday (Apr-Nov)","8AM-12PM","Yes (Up to $30/wk)","No","No","https://www.facebook.com/pg/warrentonfarmersmarkets/about/?ref=page_internal","Updated June 2021, found email and information on website.",,"Natalie Ortiz","540-347-2405","natalie@oldtownwarrenton.org"
"Waynesboro Farmers Market","Constitution Park at 215 Mc Elroy St Waynesboro VA 22980","Waynesboro","Parking lot next to Waynesboro Pavillion at Constitution Park","May - October","Saturday","9AM - 12PM","Yes","Yes","Yes","https://www.projectgrows.org/food-access/our-markets/","Updated June 2021","SNAP Ed Agent, Morgan Martindell, did cooking demos and SNAP outreach","Chelsea deRochmont","503-324-8221","markets@projectgrows.org"
"Williamsburg Farmers Market","401 W Francis Street, Williamsburg, VA 23185","Williamsburg","Merchants Square","March - December","Saturday","8AM - 12PM","Yes (Without Limit)","No","No","http://williamsburgfarmersmarket.com/","Updated June 2021",,"Tracy Frey","757-259-3768","therner@williamsburgva.gov"
"Wytheville Farmers Market","210 W. Spring Street Wytheville, VA 24382","Wytheville",,"Year Round","Saturday (May-Oct), every 2nd and 4th Saturday (Nov-Apr)","8AM-12PM (May-Oct), 10AM-12PM (Nov-Apr)","Yes (Up to $20)","Yes","Yes","http://www.wythevillefarmersmarket.com/","Updated June 2021",,"Jordan Stidham","276-620-4095","wythevillefarmersmarket@live.com"
"Youth-Run Farm Stand / Boys & Girls Club","302 E Main St, Waynesboro, VA 22980","Waynesboro",,"NOT RUNNING AT THE MOMENT!","Wednesday","4PM-5:30PM","Yes","Yes","Yes","http://www.projectgrows.org/food-access/our-markets/","Updated June 2021",,"Chelsea deRochmont","503-324-8221","markets@projectgrows.org"
