"credentialid","name","type","businessname","dba","fullcredentialcode","credentialtype","credentialnumber","credentialsubcategory","credential","status","statusreason","active","issuedate","effectivedate","expirationdate","address","city","state","zip","recordrefreshedon","geocoded_column"
"1518513","ATRIA GLASTONBURY","LIMITED LIABILITY COMPANY","ATRIA GLASTONBURY","ATRIA GLASTONBURY","ALSA.0000195","ALSA","195",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2018-05-29T00:00:00.000","2020-04-01T00:00:00.000","2022-03-31T00:00:00.000","1177 HEBRON AVE","GLASTONBURY","CT","060335008","2020-09-25T00:00:00.000","POINT (-72.565653 41.718235)"
"929872","ESSEX MEADOWS","CORPORATION","ESSEX MEADOWS","ESSEX MEADOWS","ALSA.0000105","ALSA","105",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2009-01-01T00:00:00.000","2017-01-01T00:00:00.000","2018-12-31T00:00:00.000","30 BOKUM RD","ESSEX","CT","064261510","2018-12-03T00:00:00.000","POINT (-72.410763 41.338327)"
"2228386","MONARCH AT SPRING MEADOWS","LIMITED LIABILITY COMPANY","MONARCH AT SPRING MEADOWS","MONARCH AT SPRING MEADOWS","ALSA.0000227","ALSA","227",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2021-06-23T00:00:00.000","2021-06-10T00:00:00.000","2023-03-31T00:00:00.000","6949 MAIN ST","TRUMBULL","CT","066116304","2021-08-03T00:00:00.000","POINT (-73.240184 41.289163)"
"930302","HEARTH MANAGEMENT LLC","LIMITED LIABILITY COMPANY","HEARTH MANAGEMENT LLC","HEARTH MANAGEMENT, LLC","ALSA.0000072","ALSA","72",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2009-10-01T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","100 BRADLEY RD","MADISON","CT","064432688","2022-04-11T00:00:00.000","POINT (-72.596611 41.283095)"
"1330938","MEADOW MILLS ASSISTED LIVING & MEMORY CARE","LIMITED LIABILITY COMPANY","MEADOW MILLS ASSISTED LIVING & MEMORY CARE","MEADOW MILLS ASSISTED LIVING & MEMORY CARE","ALSA.0000178","ALSA","178",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2016-01-28T00:00:00.000","2020-04-01T00:00:00.000","2022-03-31T00:00:00.000","153 LEEDER HILL DR","HAMDEN","CT","065172731","2022-02-11T00:00:00.000","POINT (-72.921193 41.346437)"
"929691","WATERMARK ALSA II L.L.C.","LIMITED LIABILITY COMPANY","WATERMARK ALSA II L.L.C.","WATERMARK ALSA II, L.L.C.","ALSA.0000122","ALSA","122",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2009-10-01T00:00:00.000","2015-10-01T00:00:00.000","2017-09-30T00:00:00.000","611 EAST HILL ROAD","SOUTHBURY","CT","06487","2016-06-20T00:00:00.000","POINT (-73.241023 41.485028)"
"929883","LUTHER RIDGE AT MIDDLETOWN INC.","NON-PROFIT CORPORATION","LUTHER RIDGE AT MIDDLETOWN INC.","LUTHER RIDGE AT MIDDLETOWN, INC.","ALSA.0000113","ALSA","113",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2009-10-01T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","628 CONGDON ST W","MIDDLETOWN","CT","064577939","2022-03-24T00:00:00.000","POINT (-72.694591 41.570091)"
"1457198","BRIDGES BY EPOCH AT NORWALK","LIMITED LIABILITY COMPANY","BRIDGES BY EPOCH AT NORWALK","BRIDGES BY EPOCH AT NORWALK","ALSA.0000190","ALSA","190",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2017-10-19T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","123 RICHARDS AVE","NORWALK","CT","068541611","2022-07-18T00:00:00.000","POINT (-73.451795 41.097298)"
"928987","BENCHMARK NIANTIC SENIOR HOUSING","BUSINESS","BENCHMARK NIANTIC SENIOR HOUSING","BENCHMARK ASSISTED LIVING, LLC","ALSA.0000095","ALSA","95",,"Assisted Living Service Agency","INACTIVE",,"0","2003-11-07T00:00:00.000","2003-11-07T00:00:00.000","2005-09-30T00:00:00.000","417 Main Street","Niantic","CT","06333","2010-05-18T00:00:00.000","POINT (-72.199095 41.322286)"
"930467","SUNRISE OF STAMFORD","LIMITED LIABILITY COMPANY","SUNRISE OF STAMFORD","SUNRISE OF STAMFORD","ALSA.0000068","ALSA","68",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2009-04-01T00:00:00.000","2021-04-01T00:00:00.000","2023-03-31T00:00:00.000","251 TURN OF RIVER RD","STAMFORD","CT","069051320","2022-03-31T00:00:00.000","POINT (-73.544443 41.110828)"
"2075286","OCEAN MEADOW ASSISTED LIVING AND MEMORY CARE","LIMITED LIABILITY COMPANY","OCEAN MEADOW ASSISTED LIVING AND MEMORY CARE","OCEAN MEADOW ASSISTED LIVING AND MEMORY CARE","ALSA.0000222","ALSA","222",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2020-08-17T00:00:00.000","2020-05-11T00:00:00.000","2022-06-30T00:00:00.000","91 E MAIN ST","CLINTON","CT","064132139","2022-06-28T00:00:00.000","POINT (-72.520003 41.27723)"
"929100","MASONICARE HOME HEALTH AND HOSPICE INC.","CORPORATION","MASONICARE HOME HEALTH AND HOSPICE INC.","MASONICARE HOME HEALTH AND HOSPICE","ALSA.0000128","ALSA","128",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2008-10-30T00:00:00.000","2014-10-01T00:00:00.000","2016-09-30T00:00:00.000","33 N PLAINS INDUSTRIAL RD","WALLINGFORD","CT","064925841","2016-11-09T00:00:00.000","POINT (-72.814045 41.485445)"
"929849","SACRED HEART MANOR INC.","CORPORATION","SACRED HEART MANOR INC.","SACRED HEART MANOR, Inc.","ALSA.0000098","ALSA","98",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2008-04-01T00:00:00.000","2022-04-01T00:00:00.000","2024-03-31T00:00:00.000","261 BENHAM ST","HAMDEN","CT","065142801","2022-07-20T00:00:00.000","POINT (-72.932229 41.364959)"
"1123803","ASSISTED LIVING SERVICES AGENCY AT CREAMERY BROOK","CORPORATION","ASSISTED LIVING SERVICES AGENCY AT CREAMERY BROOK","ASSISTED LIVING SERVICES AGENCY AT CREAMERY BROOK","ALSA.0000166","ALSA","166",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2012-09-19T00:00:00.000","2018-07-01T00:00:00.000","2020-06-30T00:00:00.000","36 VINA LN","BROOKLYN","CT","062341937","2021-12-15T00:00:00.000","POINT (-71.944691 41.782419)"
"930210","HEBREW COMMUNITY SERVICES INC.","CORPORATION","HEBREW COMMUNITY SERVICES INC.","HEBREW HEALTH CARE ASSISTED LIVING SERVICE AGENCY","ALSA.0AL0052","ALSA","AL0052",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2008-04-01T00:00:00.000","2020-04-01T00:00:00.000","2022-03-31T00:00:00.000","1 ABRAHMS BLVD","WEST HARTFORD","CT","061171508","2020-06-11T00:00:00.000","POINT (-72.728833 41.802723)"
"1642317","THE RESIDENCE AT SELLECK'S WOODS","LIMITED LIABILITY COMPANY","THE RESIDENCE AT SELLECK'S WOODS","THE RESIDENCE AT SELLECK'S WOODS","ALSA.0000210","ALSA","210",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2019-03-27T00:00:00.000","2021-01-01T00:00:00.000","2022-12-31T00:00:00.000","1 PARKLANDS DR","DARIEN","CT","068203656","2022-07-06T00:00:00.000","POINT (-73.459868 41.083331)"
"929940","BROOKDALE LITCHFIELD HILLS","LIMITED LIABILITY COMPANY","BROOKDALE LITCHFIELD HILLS","BROOKDALE LITCHFIELD HILLS","ALSA.0000101","ALSA","101",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2008-07-01T00:00:00.000","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000","376 GOSHEN RD","TORRINGTON","CT","067902722","2018-05-30T00:00:00.000","POINT (-73.154444 41.820725)"
"929714","MILLER MEMORIAL COMMUNITY INC.","BUSINESS","MILLER MEMORIAL COMMUNITY INC.","MILLER MEMORIAL COMMUNITY, INC.","ALSA.AL-0056","ALSA","AL-0056",,"Assisted Living Service Agency","INACTIVE",,"0","2002-07-01T00:00:00.000","2002-07-01T00:00:00.000","2004-06-30T00:00:00.000","360 BROAD STREET","MERIDEN","CT","06450","2010-05-18T00:00:00.000","POINT (-72.795272 41.530336)"
"929131","BAL TRUMBULL LLC","LIMITED LIABILITY COMPANY","BAL TRUMBULL LLC","BAL TRUMBULL LLC","ALSA.0000143","ALSA","143",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2008-12-02T00:00:00.000","2020-10-01T00:00:00.000","2022-09-30T00:00:00.000","2750 RESERVOIR AVE","TRUMBULL","CT","066115715","2022-08-22T00:00:00.000","POINT (-73.196173 41.237949)"
"929528","ATRIA ASSISTED LIVING TOWN CENTER LLC","BUSINESS","ATRIA ASSISTED LIVING TOWN CENTER LLC","ATRIA ASSISTED LIVING, TOWN CENTER","ALSA.0000078","ALSA","78",,"Assisted Living Service Agency","INACTIVE",,"0","2002-07-11T00:00:00.000","2002-07-11T00:00:00.000","2004-06-30T00:00:00.000","26 Mill River Street","STAMFORD","CT","06902","2010-05-18T00:00:00.000","POINT (-73.546297 41.053398)"
"2367148","OCEAN MEADOW SENIOR LIVING & MEMORY CARE","LIMITED LIABILITY COMPANY","OCEAN MEADOW SENIOR LIVING & MEMORY CARE","OCEAN MEADOW SENIOR LIVING & MEMORY CARE","ALSA.0000235","ALSA","235",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2022-06-27T00:00:00.000","2022-06-23T00:00:00.000","2024-03-31T00:00:00.000","91 EAST MAIN STREET","CLINTON","CT","06413","2022-06-27T00:00:00.000","POINT (-72.520003 41.27723)"
"930304","GREENS AT GREENWICH, THE","LIMITED LIABILITY COMPANY","GREENS AT GREENWICH, THE","GREENS AT GREENWICH, THE","ALSA.0000073","ALSA","73",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2009-10-01T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","1155 KING ST","GREENWICH","CT","068313246","2022-06-10T00:00:00.000","POINT (-73.693758 41.058795)"
"930922","WHITNEY CENTER INCORPORATED","CORPORATION","WHITNEY CENTER INCORPORATED","WHITNEY CENTER, INC","ALSA.0AL0001","ALSA","AL0001",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2009-10-01T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","200 LEEDER HILL DR","HAMDEN","CT","065172749","2022-08-15T00:00:00.000","POINT (-72.920883 41.349216)"
"929096","ADEL R. COCCOMO RESIDENTIAL CENTER LLC","BUSINESS","ADEL R. COCCOMO RESIDENTIAL CENTER LLC","ADEL R. COCCOMO RESIDENTIAL CENTER","ALSA.0000127","ALSA","127",,"Assisted Living Service Agency","INACTIVE",,"0","2008-10-15T00:00:00.000","2008-10-15T00:00:00.000","2010-09-30T00:00:00.000","1556 Saybrook Road","Haddam","CT","06438","2010-05-18T00:00:00.000","POINT (-72.478025 41.450939)"
"930007","SUNRISE WILTON ASSISTED LIVING L.L.C.","BUSINESS","SUNRISE WILTON ASSISTED LIVING L.L.C.","SUNRISE ASSISTED LIVING OF WILTON","ALSA.0000070","ALSA","70",,"Assisted Living Service Agency","INACTIVE",,"0","2007-10-01T00:00:00.000","2007-10-01T00:00:00.000","2009-09-30T00:00:00.000","96 Danbury Road","Wilton","CT","06897","2010-05-18T00:00:00.000","POINT (-73.416578 41.173046)"
"1243579","LINDEN AT WOODBRIDGE, THE","LIMITED LIABILITY COMPANY","LINDEN AT WOODBRIDGE, THE","LINDEN AT WOODBRIDGE, THE","ALSA.0000170","ALSA","170",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2014-09-04T00:00:00.000","2020-07-01T00:00:00.000","2022-06-30T00:00:00.000","330 AMITY RD","WOODBRIDGE","CT","065252131","2022-06-07T00:00:00.000","POINT (-72.988123 41.349764)"
"929580","HAMDEN CARE LLC","BUSINESS","HAMDEN CARE LLC","LAUREL GARDENS OF HAMDEN","ALSA.0000084","ALSA","84",,"Assisted Living Service Agency","INACTIVE",,"0","2004-07-01T00:00:00.000","2004-07-01T00:00:00.000","2006-06-30T00:00:00.000","35 Hamden Hills Drive","Hamden","CT","06514","2010-05-18T00:00:00.000","POINT (-72.910228 41.388808)"
"1525116","KSMS CONNECTICUT, INC.","CORPORATION","KSMS CONNECTICUT, INC.","KSMS CONNECTICUT, INC.","ALSA.0000198","ALSA","198",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2018-07-13T00:00:00.000","2020-07-01T00:00:00.000","2022-06-30T00:00:00.000","1058 LITCHFIELD ST","TORRINGTON","CT","067906029","2022-08-15T00:00:00.000","POINT (-73.141988 41.788521)"
"929660","BRANDYWINE SENIOR LIVING AT LITCHFIELD","LIMITED LIABILITY COMPANY","BRANDYWINE SENIOR LIVING AT LITCHFIELD","BRANDYWINE SENIOR LIVING AT LITCHFIELD","ALSA.0000118","ALSA","118",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2009-01-01T00:00:00.000","2017-01-01T00:00:00.000","2018-12-31T00:00:00.000","19 CONSTITUTION WAY","LITCHFIELD","CT","067593428","2018-12-18T00:00:00.000","POINT (-73.2049 41.743708)"
"2289870","PEREGRINE HAMILTON HEIGHTS","LIMITED LIABILITY COMPANY","PEREGRINE HAMILTON HEIGHTS","PEREGRINE HAMILTON HEIGHTS","ALSA.0000230","ALSA","230",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2022-02-17T00:00:00.000","2022-02-17T00:00:00.000","2023-12-31T00:00:00.000","1 HAMILTON HEIGHTS DR","WEST HARTFORD","CT","06119","2022-02-22T00:00:00.000","POINT (-72.722605 41.768833)"
"929579","MILFORD CARE LLC","BUSINESS","MILFORD CARE LLC","LAUREL GARDENS OF MILFORD","ALSA.0000083","ALSA","83",,"Assisted Living Service Agency","INACTIVE",,"0","2004-07-01T00:00:00.000","2004-07-01T00:00:00.000","2006-06-30T00:00:00.000","77 Plains Road","Milford","CT","06460","2010-05-18T00:00:00.000","POINT (-73.07533 41.222556)"
"929127","BAL EAST HAVEN LLC","LIMITED LIABILITY COMPANY","BAL EAST HAVEN LLC","BAL EAST HAVEN LLC","ALSA.0000136","ALSA","136",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2008-12-01T00:00:00.000","2020-10-01T00:00:00.000","2022-09-30T00:00:00.000","111 S SHORE DR","EAST HAVEN","CT","065124661","2022-08-22T00:00:00.000","POINT (-72.877458 41.245779)"
"1003789","ATRIA GREENRIDGE PLACE","LIMITED LIABILITY COMPANY","ATRIA GREENRIDGE PLACE","ATRIA GREENRIDGE PLACE","ALSA.0000159","ALSA","159",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2011-06-22T00:00:00.000","2021-04-01T00:00:00.000","2023-03-31T00:00:00.000","1 ELIZABETH CT","ROCKY HILL","CT","060671187","2022-02-18T00:00:00.000","POINT (-72.674275 41.668374)"
"930723","CARE LINK CORPORATION","CORPORATION","CARE LINK CORPORATION","CARE LINK CORPORATION","ALSA.0AL0032","ALSA","AL0032",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2008-10-01T00:00:00.000","2020-10-01T00:00:00.000","2022-09-30T00:00:00.000","580 LONG HILL AVE","SHELTON","CT","064844803","2022-06-03T00:00:00.000","POINT (-73.098429 41.281236)"
"929927","SOUTHBURY SENIOR LIVING LLC","BUSINESS","SOUTHBURY SENIOR LIVING LLC","SOUTHBURY SENIOR LIVING, LLC","ALSA.0000107","ALSA","107",,"Assisted Living Service Agency","INACTIVE","INACTIVE","0","2009-07-01T00:00:00.000","2009-07-01T00:00:00.000","2011-06-30T00:00:00.000","1177 Hebron Avenue","Glastonbury","CT","06025","2010-05-18T00:00:00.000","POINT (-72.565653 41.718235)"
"1422256","ATRIA FARMINGTON","LIMITED LIABILITY COMPANY","ATRIA FARMINGTON","ATRIA FARMINGTON","ALSA.0000189","ALSA","189",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2017-05-05T00:00:00.000","2019-04-01T00:00:00.000","2021-03-31T00:00:00.000","111 SCOTT SWAMP RD","FARMINGTON","CT","060322861","2020-04-06T00:00:00.000","POINT (-72.857734 41.704071)"
"1468423","FAIRFIELD COUNTY HOUSE","CORPORATION","FAIRFIELD COUNTY HOUSE",,"ALSA.0000191","ALSA","191",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2018-01-10T00:00:00.000","2022-01-01T00:00:00.000","2023-12-31T00:00:00.000","1 DEN RD","STAMFORD","CT","069021113","2022-06-10T00:00:00.000","POINT (-73.575065 41.096419)"
"929757","OLSL STAMFORD LLC","BUSINESS","OLSL STAMFORD LLC","ATRIA STAMFORD","ALSA.0000120","ALSA","120",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2009-07-01T00:00:00.000","2009-07-01T00:00:00.000","2011-06-30T00:00:00.000","77 Third Street","Stamford","CT","06905","2012-07-24T00:00:00.000","POINT (-73.538768 41.065308)"
"1602830","BSL FAIRFIELD LLC","LIMITED LIABILITY COMPANY","BSL FAIRFIELD LLC","BSL FAIRFIELD LLC","ALSA.0000202","ALSA","202",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2018-09-20T00:00:00.000","2022-07-01T00:00:00.000","2024-06-30T00:00:00.000","448 MILL PLAN ROAD","FAIRFIELD","CT","06824","2022-07-21T00:00:00.000","POINT (-73.266738 41.146441)"
"929879","OLSL CROSSROADS PLACE LLC","BUSINESS","OLSL CROSSROADS PLACE LLC","ATRIA CROSSROADS PLACE","ALSA.0000109","ALSA","109",,"Assisted Living Service Agency","INACTIVE","INACTIVE","0","2009-10-01T00:00:00.000","2009-10-01T00:00:00.000","2011-09-30T00:00:00.000","One Beechwood Drive","Waterford","CT","06385","2012-11-29T00:00:00.000",
"2053225","ATRIA RIDGEFIELD","LIMITED LIABILITY COMPANY","ATRIA RIDGEFIELD","ATRIA RIDGEFIELD","ALSA.0000221","ALSA","221",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2020-06-08T00:00:00.000","2020-06-05T00:00:00.000","2022-03-31T00:00:00.000","55 OLD QUARRY ROAD","RIDGEFIELD","CT","06877","2022-03-09T00:00:00.000","POINT (-73.492039 41.288119)"
"930077","GEER VILLAGE","CORPORATION","GEER VILLAGE","GEER VILLAGE","ALSA.0000093","ALSA","93",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2009-04-01T00:00:00.000","2021-04-01T00:00:00.000","2023-03-31T00:00:00.000","77 S CANAAN RD","CANAAN","CT","060182517","2021-12-07T00:00:00.000","POINT (-73.332737 42.017975)"
"1286246","RESIDENCE AT BROOKSIDE, THE","LIMITED LIABILITY COMPANY","RESIDENCE AT BROOKSIDE, THE","RESIDENCE AT BROOKSIDE, THE","ALSA.0000174","ALSA","174",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2015-05-21T00:00:00.000","2017-04-01T00:00:00.000","2019-03-31T00:00:00.000","117 SIMSBURY RD","AVON","CT","060013715","2018-10-15T00:00:00.000","POINT (-72.829948 41.817596)"
"929772","WATERMARK HOME CARE OF CONNECTICUT LLC","LIMITED LIABILITY COMPANY","WATERMARK HOME CARE OF CONNECTICUT LLC","WATERMARK AT HOME","ALSA.0000115","ALSA","115",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2008-07-01T00:00:00.000","2014-07-01T00:00:00.000","2016-06-30T00:00:00.000","3030 PARK AVE","BRIDGEPORT","CT","066041138","2016-06-20T00:00:00.000","POINT (-73.219717 41.198599)"
"930028","MASONICARE AT NEWTOWN/LOCKWOOD LODGE","CORPORATION","MASONICARE AT NEWTOWN/LOCKWOOD LODGE","MASONICARE AT NEWTOWN/LOCKWOOD LODGE","ALSA.0000086","ALSA","86",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2008-10-01T00:00:00.000","2016-10-01T00:00:00.000","2018-09-30T00:00:00.000","139 TODDY HILL RD","SANDY HOOK","CT","064821362","2018-06-11T00:00:00.000","POINT (-73.258862 41.382611)"
"930301","ASSISTED LIVING SERVICE AGENCY OF NEW CANAAN","NON-PROFIT CORPORATION","ASSISTED LIVING SERVICE AGENCY OF NEW CANAAN","ASSISTED LIVING SERVICE AGENCY OF NEW CANAAN","ALSA.0000071","ALSA","71",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2009-10-01T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","3 FARM RD","NEW CANAAN","CT","068406626","2022-05-12T00:00:00.000","POINT (-73.493667 41.128529)"
"1342722","AVALON HEALTH CARE CENTER AT STONERIDGE","LIMITED LIABILITY COMPANY","AVALON HEALTH CARE CENTER AT STONERIDGE","AVALON HEALTH CARE CENTER AT STONERIDGE","ALSA.0000179","ALSA","179",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2016-03-31T00:00:00.000","2022-01-01T00:00:00.000","2023-12-31T00:00:00.000","186 JERRY BROWNE RD","MYSTIC","CT","063554004","2022-06-17T00:00:00.000","POINT (-71.949571 41.37512)"
"1597359","ROSES AT GUILFORD HOUSE, THE","LIMITED LIABILITY COMPANY","ROSES AT GUILFORD HOUSE, THE","ROSES AT GUILFORD HOUSE, THE","ALSA.0000201","ALSA","201",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2018-09-05T00:00:00.000","2018-09-04T00:00:00.000","2020-06-30T00:00:00.000","109 WEST LAKE AVENUE","GUILFORD","CT","06437","2019-03-22T00:00:00.000","POINT (-72.725114 41.311472)"
"1798927","ANTHOLOGY OF FARMINGTON","LIMITED LIABILITY COMPANY","ANTHOLOGY OF FARMINGTON","ANTHOLOGY OF FARMINGTON","ALSA.0000216","ALSA","216",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2019-10-18T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","1 BRIDGEWATER RD","FARMINGTON","CT","060322256","2022-02-18T00:00:00.000","POINT (-72.852117 41.73951)"
"929172","BROOKDALE WILTON","LIMITED LIABILITY COMPANY","BROOKDALE WILTON","BROOKDALE WILTON","ALSA.0000149","ALSA","149",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2009-11-18T00:00:00.000","2021-10-01T00:00:00.000","2023-09-30T00:00:00.000","96 DANBURY RD","WILTON","CT","068974409","2022-06-10T00:00:00.000","POINT (-73.416578 41.173046)"
"930721","ONE MACDONOUGH PLACE","CORPORATION","ONE MACDONOUGH PLACE","ONE MACDONOUGH PLACE","ALSA.0AL0029","ALSA","AL0029",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2008-10-01T00:00:00.000","2018-10-01T00:00:00.000","2020-09-30T00:00:00.000","1 MACDONOUGH PL","MIDDLETOWN","CT","064573607","2021-05-20T00:00:00.000","POINT (-72.646473 41.555899)"
"1380456","STONEBROOK VILLAGE AT WINDSOR LOCKS","LIMITED LIABILITY COMPANY","STONEBROOK VILLAGE AT WINDSOR LOCKS","STONEBROOK VILLAGE AT WINDSOR LOCKS","ALSA.0000184","ALSA","184",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2016-09-22T00:00:00.000","2020-07-01T00:00:00.000","2022-06-30T00:00:00.000","550 OLD COUNTY RD","WINDSOR LOCKS","CT","060962031","2021-10-05T00:00:00.000","POINT (-72.656962 41.909754)"
"2229173","HARBORCHASE OF EVERGREEN WALK","LIMITED LIABILITY COMPANY","HARBORCHASE OF EVERGREEN WALK","HARBORCHASE OF EVERGREEN WALK","ALSA.0000228","ALSA","228",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2021-06-25T00:00:00.000","2021-06-25T00:00:00.000","2023-03-31T00:00:00.000","1000 EVERGREEN WAY","SOUTH WINDSOR","CT","060745571","2021-06-25T00:00:00.000",
"1223302","BSL SHELTON LLC","LIMITED LIABILITY COMPANY","BSL SHELTON LLC","BSL SHELTON LLC","ALSA.0000169","ALSA","169",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2014-05-19T00:00:00.000","2020-07-01T00:00:00.000","2022-06-30T00:00:00.000","708 BRIDGEPORT AVE # A","SHELTON","CT","064844734","2022-07-12T00:00:00.000","POINT (-73.124392 41.274858)"
"1662864","BRIGHTVIEW SHELTON","LIMITED LIABILITY COMPANY","BRIGHTVIEW SHELTON","BRIGHTVIEW SHELTON","ALSA.0000211","ALSA","211",,"Assisted Living Service Agency","ACTIVE","CURRENT","1","2019-05-28T00:00:00.000","2021-04-01T00:00:00.000","2023-03-31T00:00:00.000","30 BEARD SAWMILL RD","SHELTON","CT","064844757","2022-04-11T00:00:00.000","POINT (-73.118985 41.277889)"
"929717","MASONIC HEALTHCARE CENTER","BUSINESS","MASONIC HEALTHCARE CENTER","MASONIC GERIATRIC HEALTHCARE CENTER ""MGHC""","ALSA.0AL0031","ALSA","AL0031",,"Assisted Living Service Agency","INACTIVE",,"0","2000-10-01T00:00:00.000","2000-10-01T00:00:00.000","2002-09-30T00:00:00.000","22 MASONIC AVENUE","WALLINGFORD","CT","06492","2010-05-18T00:00:00.000","POINT (-72.834129 41.464668)"
"1618070","ESSEX MEADOWS","LIMITED LIABILITY COMPANY","ESSEX MEADOWS","ESSEX MEADOWS","ALSA.0000206","ALSA","206",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2018-12-03T00:00:00.000","2020-10-01T00:00:00.000","2022-09-30T00:00:00.000","30 BOKUM ROAD","ESSEX","CT","06426","2021-11-04T00:00:00.000","POINT (-72.410763 41.338327)"
"930086","CEDAR MOUNTAIN COMMONS","CORPORATION","CEDAR MOUNTAIN COMMONS","CEDAR MOUNTAIN COMMONS","ALSA.0000096","ALSA","96",,"Assisted Living Service Agency","CLOSED","CLOSED","0","2010-01-01T00:00:00.000","2016-01-01T00:00:00.000","2017-12-31T00:00:00.000","3 JOHN H STEWART DR","NEWINGTON","CT","061113165","2017-12-19T00:00:00.000","POINT (-72.714062 41.696009)"
"2405959","STONEBROOK VILLAGE AT WINDSOR LOCKS","LIMITED LIABILITY COMPANY","STONEBROOK VILLAGE AT WINDSOR LOCKS","STONEBROOK VILLAGE AT WINDSOR LOCKS","ALSA","ALSA",,,"Assisted Living Service Agency","PENDING","APPLICATION PENDING","0",,,,"550 OLD COUNTY ROAD","WINDSOR LOCKS","CT","06096","2022-09-01T00:00:00.000","POINT (-72.656962 41.909754)"
"929871","EAGLE POINTE LLC","LIMITED LIABILITY COMPANY","EAGLE POINTE LLC","EAGLE POINTE","ALSA.0000104","ALSA","104",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2009-01-01T00:00:00.000","2021-01-01T00:00:00.000","2022-12-31T00:00:00.000","1 CANAL RD","SUFFIELD","CT","060781921","2022-03-24T00:00:00.000","POINT (-72.612137 41.985928)"
"930202","LIVEWELL CONNECTICUT","CORPORATION","LIVEWELL CONNECTICUT","LIVEWELL CONNECTICUT","ALSA.0000048","ALSA","48",,"Assisted Living Service Agency","ACTIVE IN RENEWAL","CURRENT","1","2008-01-01T00:00:00.000","2020-01-01T00:00:00.000","2021-12-31T00:00:00.000","1261 S MAIN ST","PLANTSVILLE","CT","064791750","2022-07-14T00:00:00.000","POINT (-72.895847 41.573158)"
