"certifyingagent","certno","primaryscope","operationname","physicaladdress","zipcode","county","productsproduced","location_1"
"Baystate Organic Certifiers","9005","CROPS","Gilbertie's Herb Gardens","65 Adams Rd.","06612"," Easton"," Herbs, Microgreens, Seedlings","65 Adams Rd.
Easton, CT 06612
(41.256555, -73.290832)"
"Baystate Organic Certifiers","15136","CROPS","Root Down Farm","66 Bretton Rd","06119"," West Hartford"," Cut Flowers, Herbs, Vegetables","66 Bretton Rd
West Hartford, CT 06119
(41.768555, -72.731557)"
"Global Organic Alliance, Inc.","11276","HANDLING","Watson Inc","301 Heffernan Drive","06516"," West Haven"," Agglomerated stevia, Ascorbic acid 30 organic, Enzyme softener, Hi-Lec 35, Inulin, Natural mold inhibitor, Natural mold inhibitor wheat, Pan oil, Relax-A-Do, Soft n' Mighty 100 organic, Soft n' Mighty Dough conditioners 2, Soft n'Mighty Dough conditionier","301 Heffernan Drive
West Haven, CT 06516
(41.255635, -72.989411)"
"CCOF Certification Services, LLC",,"HANDLING","Cell-Nique Corp. Dba Healthy Brands Collective - Lisa's Kitchen","65 East Ave.","06851"," Norwalk"," Dietary Supplement, Prepared Meals","65 East Ave.
Norwalk, CT 06851
(41.119824, -73.407371)"
"Baystate Organic Certifiers","13137","CROPS","Oronoque Organics","955 Connecticut Ave.","06607"," Bridgeport"," Mushrooms","955 Connecticut Ave.
Bridgeport, CT 06607
(41.182056, -73.161046)"
"Baystate Organic Certifiers","15030","HANDLING","Connecticut Coconut Company","44 Hubbell Lane","06484"," Shelton"," Cocoanut Products","44 Hubbell Lane
Shelton, CT 06484
(41.327793, -73.141391)"
"Baystate Organic Certifiers","15029","CROPS","Hedgelawn Farm","191 Roxbury Rd","06794"," Washington Depot"," Berries, Herbs, Tree Fruit, Vegetables","191 Roxbury Rd
Washington Depot, CT 06794
(41.605636, -73.319977)"
"Quality Certification Services",,"HANDLING","Carrubba, Inc.","70 Research Drive","06460"," Milford"," Essential oils, Fruit and Vegetable Extracts, Shea Butter","70 Research Drive
Milford, CT 06460
(41.239309, -73.017802)"
"International Certification Services, Inc.",,"HANDLING","UNIPHARM ( CT)","75 Progress Lane","06705"," Waterbury"," Supplements","75 Progress Lane
Waterbury, CT 06705
(41.534354, -72.970971)"
"Baystate Organic Certifiers","13109","CROPS","Happy Family Farm","3141 Congress St.","06824"," Fairfield"," Flowers, Herbs, Seedlings, Strawberries, Vegetables ","3141 Congress St.
Fairfield, CT 06824
(41.1869, -73.288733)"
"Baystate Organic Certifiers","14159","CROPS","7 Falls Mushroom Farm","156 Killingworth Rd","06441"," Higganum"," Mushrooms ","156 Killingworth Rd
Higganum, CT 06441
(41.486133, -72.557142)"
"Baystate Organic Certifiers","8033","HANDLING","Northeast Produce, Inc.","10 Robert Jackson Way","06062"," Plainville","  ","10 Robert Jackson Way
Plainville, CT 06062
(41.653944, -72.878473)"
"Baystate Organic Certifiers",,"CROPS","ACRE Farm DBA Four Root Farm","257 Tater Hill Rd","06423"," East Haddam",,"257 Tater Hill Rd
East Haddam, CT 06423
(41.461351, -72.358965)"
"Quality Assurance International",,"HANDLING","Two Roads Brewing Company","1700 Stratford Ave.","06615"," Stratford"," Amber Ale, Citrus Saison Ale, Espresso Amber Ale, Fall Summit Ale, Fresh Cut Pilsner, Ginger Saison Ale, Holiday Saison Ale, Hop Blanc Ale, Hop Harvest Oktoberfest Lager, Hop Noir Ale, India Pale Ale, King Crimson Ale, Nut Brown Ale, Oak Aged Mocha Stout, Pale Ale, Pomegranate Wheat Ale, Spring Simcoe Ale, Summer Session Ale, Super Fresh Pilsner, The Maple Collaboration, Winter Session Ale","1700 Stratford Ave.
Stratford, CT 06615
(41.18531, -73.142267)"
"Baystate Organic Certifiers","3053","CROPS","Shortt's Farm","52 Riverside Rd.","06482"," Sandy Hook"," Blueberries, Flowers, Fruit, Herbs, Seedlings, Vegetables","52 Riverside Rd.
Sandy Hook, CT 06482
(41.425265, -73.271781)"
"Quality Assurance International",,"HANDLING","Euro-USA Trading Co., Inc","5 Tyler Drive","06254"," North Franklin"," Brown Rice Capellini, Brown Rice Caserecce, Brown Rice Elbows, Brown Rice Farfalle, Brown Rice Fusilli, Brown Rice Lasagna, Brown Rice Manicotti, Brown Rice Penne Rigate, Brown Rice Spaghetti, Brown Rice Tagliatelle, Cannellini Beans, Cherry Filled Gluten Free Cookie, Chickpeas, Durum Semolina ABC Alphabet Pasta, Durum Semolina Capellini, Durum Semolina Chiocciole, Durum Semolina Fusilli, Durum Semolina Lasagne, Durum Semolina Linguine, Durum Semolina Penne Rigate, Durum Semolina Rigatoni, Durum Semolina Rombi, Durum Semolina Shells Pasta, Durum Semolina Spaghetti, Durum Semolina Stelline, Einkorn Capellini, Einkorn Checkerboard Cookie, Einkorn Chiocciole, Einkorn Crispy Cocoa Cookie, Einkorn Flour, Einkorn Fusilli, Einkorn Ginger Spice Cookie, Einkorn Penne Rigate, Einkorn Rosemary Crackers, Einkorn Seasalt Crackers, Einkorn Spaghetti, Einkorn Tomato Basil Crackers, Einkorn Wheat Berries, Extra Virgin Olive Oil, Fruit Spread- Apricot, Fruit Spread- Bilberry, Fruit Spread- Peach, Fruit Spread- Plum, Fruit Spread- Raspberry, Fruit Spread- Sicilian Orange, Fruit Spread- Sour Cherry, Fruit Spread- Strawberry, Fruit Spread- Wild Blackberry, Fruit Spread- Wildberry, Gluten Free Chocolate Cream Cookie, Gluten Free Elbows, Gluten Free Fig Fruit Cookie, Gluten Free Fusilli, Gluten Free Linguine, Gluten Free Penne Rigate, Gluten Free Rigatoni, Gluten Free Spaghetti, Gluten Free Vanilla Cream Cookie, Nectar- Apple, Nectar- Apricot, Nectar- Bilberry, Nectar- Carrot Apple, Nectar- Peach, Nectar- Pear, Nectar- Plum, Nectar- Sicilian Lemon, Nectar- Sour Cherry, Nectar- Strawberry, Nectar- Wild Berry, Pappardelle, Pinto Beans, Sprouted Whole Grain Einkorn Flour, Tagliatelle, Tagliolini, Tara Gum Powder (BULK), Tomato Paste, Tomatoes- Crushed, Tomatoes- Diced, Tomatoes- Diced, Tomatoes- Strained, Tomatoes- Whole Peeled, Tri-Color Farfalle, Vinegar- Balsamic, Whole Grain Einkorn Fusilli, Whole Grain Einkorn Linguini, Whole Grain Einkorn Penne Rigate, Whole Grain Einkorn Rigatoni, Whole Grain Einkorn Spaghetti, Whole Wheat Chiocciole, Whole Wheat Einkorn Flour, Whole Wheat Elbows, Whole Wheat Elbows Pasta, Whole Wheat Fettucine, Whole Wheat Fusilli, Whole Wheat Gobbetti, Whole Wheat Lasagne, Whole Wheat Penne Rigate, Whole Wheat Rigatoni, Whole Wheat Spaghetti, Whole Wheat Spaghettini","5 Tyler Drive
North Franklin, CT 06254
(41.626007, -72.158613)"
"Baystate Organic Certifiers","7124","CROPS","Farm To Family Inc.","73 Wolcott Rd","06070"," Simsbury"," Flowers, Herbs, Seedlings, Strawberries, Vegetables","73 Wolcott Rd
Simsbury, CT 06070
(41.914905, -72.78125)"
"Baystate Organic Certifiers","6017","HANDLING","Omar Coffee Company","41 Commerce Court","06111"," Newington"," Roasted Coffee","41 Commerce Court
Newington, CT 06111
(41.705352, -72.748863)"
"International Certification Services, Inc.",,"HANDLING","Sweet Leaf Tea Brand, Nestle Waters North America","900 Long Ridge Road","06902"," Stamford"," Tea","900 Long Ridge Road
Stamford, CT 06902
(41.100501, -73.564907)"
"Baystate Organic Certifiers","12063","CROPS","Massaro Community Farm","41 Ford Rd.","06525"," Woodbridge"," Fruit, Hay, Seed, Vegetables. Herbs","41 Ford Rd.
Woodbridge, CT 06525
(41.344599, -73.042852)"
"CCOF Certification Services, LLC",,"HANDLING","Whole Foods Market - North Atlantic Distribution Center","400 East Johnson Ave.","06410"," Cheshire"," Distributing (Client Profile Products only)","400 East Johnson Ave.
Cheshire, CT 06410
(41.550324, -72.874956)"
